"rownum","Id","MiscAnimated","i32_24","PreloadGroupsKeys","i32_44"
53,"SpiderGodLaserBeam",1354,1128792064,[],4
54,"SignOfPurityBeam",1360,1142292480,[],4
55,"ArakaaliLaserBeam",1403,1120403456,[],4
56,"SpecialBeamCannon",1466,1143930880,[],4
57,"FireBeamDivine",1474,1133576192,[],4
58,"InfernalSwarmBeamCold",1494,1128792064,[],4
59,"SinBeam",1549,1142292480,[],4
60,"SinDeathBeam",1551,1142292480,[],4
61,"InnocenceDeathBeam",1553,1142292480,[],4
62,"KitavaBeamBallBeam",1567,1135542272,[],4
63,"GeneralAdusCharge",1574,1140457472,[],4
64,"StoneGaze",1598,1140457472,[],4
65,"HarbingerChill",1599,1140457472,[],4
66,"HarbingerShock",1600,1140457472,[],4
67,"HarbingerSpecialBeamCannon",1606,1143930880,[],4
68,"HarbingerSkyBeamBeam",1608,1133903872,[],4
69,"LightningTendrilsChannelledBeam",1616,1149452288,[],4
70,"StormCloudBeamCelestial",1632,1137180672,[],4
71,"UnholyTrioBallLightningBolt",1637,1125515264,[],4
72,"UnholyTrioBallLightningGroundBolt",1637,1125515264,[],4
73,"BallLightningCelestialBeam",1642,1125187584,[],4
74,"SpiritChargeBeam",1673,1142292480,[],4
75,"KitavaBeamBallBeamLightning",1748,1135542272,[],4
76,"ElderGuardianLightningBeam",1755,1149452288,[],4
77,"ElderGuardianLightningBoltBeam",1758,1149452288,[],4
78,"ElderGuardianLightningDegenBeam",1760,1149616128,[],4
79,"ElderGuardianChaosVineBeam",1781,1133903872,[],3
80,"AbyssLichTravelBeam",1814,1150681088,[],4
81,"ToraRope",1859,1134536622,[],4
82,"FireBeamStygian",1860,1133576192,[],4
83,"VilentaBeam",1897,1140785152,[],4
84,"VilentaRageBeam",1910,1140457472,[],4
85,"NemesisConstrictingGraspVine",1917,1133903872,[],3
86,"BestiarySpiderBossVenomBeam",1894,1133903872,[],4
87,"ColdBeamRetaliation",2039,1143930880,[],4
88,"LightningTowerTrapBeam",2011,1138819072,[],4
89,"AutomatonLightningTowerTrapBeam",2014,1138819072,[],4
90,"IceSiphonTrapBeam",2026,1133903872,[],4
91,"ArchitectHealingTotemBeam",2078,1133903872,[],4
92,"IncursionNovasoulChannelledBeam",2139,1140785152,[],4
93,"IncursionNovasoulMassChannelledBeam",2140,1140785152,[],4
94,"IncursionNovasoulTriggerBeam",2141,1138327552,[],4
95,"IncursionNovasoulMassTriggerBeam",2142,1140457472,[],4
96,"ArchitectBloodBeam",2150,1138491392,[],4
97,"ArcAutomaton",2162,1142456320,[],4
98,"IncursionArcTrapBeam",2230,1140733051,[],4
99,"DelveLightBeam",2245,1134536622,[],4
100,"FireBeamShaper",2273,1140457472,[],4
101,"FireBeamMachinarium",2287,1140457472,[],4
102,"DelveAbyssLich3ReflectionBeam",2312,1140457472,[],4
103,"DelveAbyssLich3ChannelledBeam",2351,1140457472,[],4
104,"StaticStrikeBeamMoving",2361,1142292480,[],4
105,"StaticStrikeBeamStationary",2362,1132068864,[],4
106,"RainOfSporesVineBeam",2365,1133903872,[],4
107,"RainOfSporesVineBeamBlackLotus",2366,1133903872,[],4
108,"RainOfSporesVineBeamSuffering",2367,1133903872,[],4
109,"DelveBatBeam",2383,1140457472,[],4
110,"DelveAbyssLichTotemPurpleBeam",2448,1140457472,[],4
111,"DelveAbyssSoulTransferBeam",2449,1150681088,[],4
112,"SulphiteArcBeam",2468,1140457472,[],4
113,"ZanaImmunityShieldBeam",2490,1144750080,[],4
114,"ConduitSigilAttachBeam",2485,1140457472,[],4
115,"ConduitSigilBeamEffect",2487,1140457472,[],4
116,"ProtoVaalMapBossSoul1",2509,1137180672,[],4
117,"ProtoVaalMapBossSoul2",2510,1137180672,[],4
118,"ProtoVaalMapBossSoul3",2511,1137180672,[],4
119,"BetrayalScientistBeam",2529,1140785152,[],4
120,"CataclysmSigilAttachBeam",2551,1140457472,[],4
121,"BetrayalBallistaBeam",2544,1143930880,[],4
122,"BetrayalCartBeam",2555,1140457472,[],4
123,"BetrayalBallistaLaserSight",2561,1143930880,[],4
124,"BetrayalLeoChainBeam",2623,1140457472,[],4
125,"BetrayalCatarinaStaffBeam",2694,1145569280,[46],4
126,"BetrayalBallistaBeamFire",2718,1143930880,[],4
127,"BetrayalBallistaLaserSightFire",2720,1143930880,[],4
128,"BetrayalBallistaBeamCold",2722,1143930880,[],4
129,"BetrayalBallistaLaserSightCold",2724,1143930880,[],4
130,"BetrayalBallistaBeamLightning",2726,1143930880,[],4
131,"BetrayalBallistaLaserSightLightning",2728,1143930880,[],4
132,"BetrayalBallistaBeamMetalPhys",2730,1143930880,[],4
133,"BetrayalBallistaLaserSightMetalPhys",2732,1143930880,[],4
134,"BetrayalBallistaBeamBloodPhys",2734,1143930880,[],4
135,"BetrayalBallistaLaserSightBloodPhys",2736,1143930880,[],4
136,"BetrayalRikerBeamCannon",2742,1140457472,[],4
137,"BetrayalCatarinaAntiBeam1",2746,1149861888,[46],4
138,"BetrayalCatarinaAntiBeam2",2747,1149861888,[46],4
139,"BetrayalCatarinaAntiBeam3",2748,1149861888,[46],4
140,"BetrayalCatarinaAntiBeam4",2749,1149861888,[46],4
141,"BetrayalCatarinaAntiBeam5",2750,1149861888,[46],4
142,"BetrayalCatarinaGraveyardBeam",2751,1148026880,[46],4
143,"BetrayalCatarinaSyndicateBeam1",2752,1149861888,[46],4
144,"BetrayalCatarinaSyndicateBeam2",2753,1149861888,[46],4
145,"BetrayalCatarinaSyndicateBeam3",2754,1149861888,[46],4
146,"BetrayalCatarinaSyndicateBeam4",2755,1149861888,[46],4
147,"BetrayalCatarinaSyndicateBeam5",2756,1149861888,[46],4
148,"BetrayalCatarinaSyndicateStasisBeam",2757,1149861888,[46],4
149,"BetrayalCatarinaBarrageBeam",2761,1149861888,[],4
150,"BetrayalBallistaBeamFireArrow",2770,1143930880,[],4
151,"BetrayalBallistaBeamBloodPhysArrow",2771,1143930880,[],4
152,"BetrayalCatarinaPointer",2772,0,[46],4
153,"StormBurstTeleportBeam",2792,1141473280,[],4
154,"DivineTempestFinalBeam",2798,1149861888,[],4
155,"DivineTempestZap",2799,1136361472,[],4
156,"SynthesisRefractionBeam",2802,1143521280,[],4
157,"SynthesisBallLightningBeam1",2809,1137180672,[],4
158,"SynthesisBallLightningBeam2",2810,1137180672,[],4
159,"SynthesisBallLightningBeam3",2811,1137180672,[],4
160,"SoulrendBeam",2812,1133084672,[],4
161,"SynthesisColdRendBeam",2825,1133084672,[],4
162,"SynthesisLightningBarrageBeam1",2827,1140457472,[],4
163,"SynthesisLightningBarrageBeam2",2828,1140457472,[],4
164,"SynthesisLightningBarrageBeam3",2829,1140457472,[],4
165,"SynthesisLightningBeamBlade",2832,1120403456,[],4
166,"SynthesisSpinningBeam",2836,1148026880,[],4
167,"SynthesisRainbowBridge",2848,1141473280,[47],4
168,"StormBurstInitialTeleportBeam",2876,1141473280,[],4
169,"SynthesisVolatileWrapBeam",2880,1135542272,[],4
170,"SynthesisTriggerBeam",2884,1148026880,[],4
171,"SynthesisTriggerBeamAim",2885,1140457472,[],4
172,"SynthesisBossTriggerBeam",2886,1148026880,[],4
173,"SynthesisDroneActivationBeam",2889,1132068864,[],4
174,"SynthesisDroneConnectionBeam",2890,1132068864,[],4
175,"SynthesisGolemPowerballBeam",2894,1140981760,[],4
176,"SynthesisBarrageBeam",2915,1142292480,[],4
177,"SynthesisLargeBarrageBeam",2916,1148846080,[],4
178,"SynthesisConcentratedBeam",2919,1147207680,[],4
179,"SynthesisGolemShockRifleBeam",2911,1143930880,[],4
180,"SynthesisGolemVolatileAbsorbBeam",2914,1133903872,[],4
181,"DivineTempestAutomatonZap",2921,1137180672,[],4
182,"SoulrendCelestialBeam",2929,1133084672,[],4
183,"SynthesisGuardianToDroneBeam",2930,1140981760,[],4
184,"SynthesisDroneToDroneBeam",2931,1147207680,[],4
185,"DivineTempestAutomatonFinalBeam",2939,1149861888,[],4
186,"DivineTempestCelestialFinalBeam",2945,1149861888,[],4
187,"DivineTempestCelestialZap",2800,1136361472,[],4
188,"SoulrendCelestialCatBeam",2954,1133084672,[],4
189,"ChainStrikeBeam",3016,1142292480,[],4
190,"TormentSpiritTetherBeam",3020,1148846080,[],4
191,"LegionKaruiSergeantSnipeBeam",3046,1148026880,[],4
192,"LegionTemplarSkyBeamBeam",3070,1140457472,[],4
193,"LegionKaruiRainSnipeBeam",3116,1140457472,[],4
194,"LegionLioneyeRetractBeam",3184,1143111680,[],4
195,"LegionTemplarHolyBlastBigBeam",3191,1149861888,[],4
196,"LegionTemplarHolyBlastZap",3192,1140457472,[],4
197,"LegionTemplarBossShieldBeam",3227,1141473280,[],4
198,"LegionVaalSoulrendBeam",3229,1133084672,[],4
199,"LegionLasso",3232,1142292480,[],4
200,"GraveyardAltarBeam",3307,1149861888,[],4
201,"ConduitSigilRedAttachBeam",3383,1140457472,[],4
202,"ConduitSigilRedBeamEffect",3385,1140457472,[],4
203,"ArcCelestial",3397,1137180672,[],4
204,"BlightLightningArc",3419,1140733051,[],4
205,"BlightLightningBeamCannon",3424,1143930880,[],4
206,"BlightIceSiphonBeam",3430,1133903872,[],4
207,"BlightPathVariation1",3443,1120403456,[],4
208,"BlightPathVariation2",3444,1120403456,[],4
209,"BlightPathVariation3",3445,1120403456,[],4
210,"BlightPathVariation4",3446,1120403456,[],4
211,"BlightPathVariation5",3447,1120403456,[],4
212,"BlightPathVariation6",3448,1120403456,[],4
213,"BlightPathVariation7",3449,1120403456,[],4
214,"BlightPathVariation8",3450,1120403456,[],4
215,"BlightPathVariation9",3451,1120403456,[],4
216,"BlightPathVariation10",3452,1120403456,[],4
217,"SkitterbotDetonateMinesBeam",3475,1133903872,[],4
218,"BlightSummonedCopterBeam",3502,1140457472,[],4
219,"BlightCassiaTowerBeam",3505,1143930880,[],4
220,"BlightIceMonsterSacrificeBeam",3521,1128792064,[],4
221,"AtlasExileBoss1SpammableBeam",3538,1142292480,[],4
222,"AtlasExileBoss1RuneBeam",3542,1142292480,[],4
223,"CrusaderInfluenceMageguardBeam",3567,1142292480,[],4
224,"CrusaderInfluenceBallLightningBeam",3568,1125515264,[],4
225,"CrusaderInfluenceArcaneOrbBeam",3570,1139638272,[],4
226,"AtlasExileOrionFusionBeam",3585,1147207680,[],4
227,"AtlasExileOrionNukeBeam",3586,1147207680,[],4
228,"EnsnaringArrowTetheringBeam",3610,1133903872,[],4
229,"EnsnaringArrowTetheringBeamDemonic",3612,1133903872,[],4
230,"MetamorphosisBeam1",3614,1139638272,[51],4
231,"MetamorphosisBeam2",3615,1139638272,[51],4
232,"MetamorphosisBeam3",3616,1139638272,[51],4
233,"ArcCurved",2160,1140733051,[],4
234,"OfferingDefensiveSoulBeam",3731,1149452288,[],4
235,"OfferingOffensiveSoulBeam",3732,1149452288,[],4
236,"OfferingSpiritSoulBeam",3733,1149452288,[],4
237,"OfferingBloodSoulBeam",3734,1149452288,[],4
238,"AtlasExileOrionBeamBombChargeBeam",3742,1147207680,[],4
239,"AtlasExileOrionBeamBombBeam",3743,1143930880,[],4
240,"AtlasQuestKIracBeam",3785,1160708096,[],4
241,"AfflictionBossFinalBlackHoleBeam",3851,1153138688,[],4
242,"AfflictionModBeam",3852,1145569280,[],4
243,"AfflictionReflectionBeam",3874,1140457472,[],4
244,"AfflictionLightningBossGigaBallBeam",3890,1152319488,[],4
245,"AfflictionModBeamFire",3901,1145569280,[],4
246,"AfflictionModBeamCold",3902,1145569280,[],4
247,"ChannelledRuneSkillBeam",3907,1133903872,[],4
248,"AfflictionModBeamLightning",3911,1145569280,[],4
249,"AfflictionNoodleBeam1",3936,1140457472,[],4
250,"AfflictionNoodleBeam2",3937,1140457472,[],4
251,"AfflictionNoodleBeam3",3938,1140457472,[],4
252,"AfflictionNoodleBeam4",3939,1140457472,[],4
253,"AfflictionNoodleBeam5",3940,1140457472,[],4
254,"AfflictionNoodleBeam6",3941,1140457472,[],4
255,"AfflictionBossLightningBeam1",3965,1140457472,[],4
256,"AfflictionBossLightningBeam2",3966,1140457472,[],4
257,"AfflictionBossLightningBeam3",3967,1140457472,[],4
258,"AfflictionBossLightningBeam4",3968,1140457472,[],4
259,"AfflictionBossLightningBeam5",3969,1140457472,[],4
260,"AfflictionBossLightningBeam6",3970,1140457472,[],4
261,"AfflictionBossLightningBeam7",3971,1140457472,[],4
262,"AfflictionBossLightningBeam8",3972,1140457472,[],4
263,"AfflictionBossLightningBeam9",3973,1140457472,[],4
264,"AfflictionBossLightningBeam10",3974,1140457472,[],4
265,"StormBrandTetherBeam",4022,1140457472,[],4
266,"ChannelledRuneSkillGoreMicroBeam",4032,1133903872,[],4
267,"LightningWingsMTXBeam",4033,1149452288,[],4
268,"HarvestPipe",4059,1128792064,[53],4
269,"LightningWingsMTXBeam2",4073,1149452288,[],4
270,"TriggerSigilAttachBeam",4079,1140457472,[],4
271,"SpiritualCryDoubleBeam",4095,1142292480,[],4
272,"PenanceSigilAttachBeam",4120,1140457472,[],4
273,"PenanceBrandChargeBeam",4124,1140457472,[],4
274,"HarvestRavenBossBeam",4172,1137180672,[],4
275,"IntimidatingCryChargeConsumeBeam",4214,1120403456,[],4
276,"AncestralCryChargeConsumeBeam",4215,1120403456,[],4
277,"SeismicCryChargeConsumeBeam",4216,1120403456,[],4
278,"RallyingCryChargeConsumeBeam",4217,1120403456,[],4
279,"InfernalCryChargeConsumeBeam",4218,1120403456,[],4
280,"WinterSigilAttachBeam",4225,1140457472,[],4
281,"HarvestCatBossVineTrapBeam",4276,1132068864,[],4
282,"HarvestHellionGodzillaBeam",4265,1133903872,[],4
283,"HarvestSquidBallLightningBeam",4281,1125187584,[],4
284,"HarvestSquidBallLightningGroundBeam",4282,1125187584,[],4
285,"HarvestSquidNoodleBeam1",4283,1140457472,[],4
286,"HarvestSquidNoodleBeam2",4284,1140457472,[],4
287,"HarvestSquidNoodleBeam3",4285,1140457472,[],4
288,"HarvestSquidNoodleBeam4",4286,1140457472,[],4
289,"RallyingCryChargeConsumeBeamCelestial",4300,1120403456,[],4
290,"InfernalCryChargeConsumeBeamCelestial",4301,1120403456,[],4
291,"WinterBrandChargeBeam",4309,1128792064,[],4
292,"HarvestAdjacencyVine1",4312,1126170624,[],4
293,"HarvestAdjacencyVine2",4313,1126170624,[],4
294,"HarvestAdjacencyVine3",4314,1126170624,[],4
295,"HarvestAdjacencyVine4",4315,1126170624,[],4
296,"BrandDetonateCastBeam",4349,1133903872,[],4
297,"HarvestTreePlayerBeam1",4363,1145569280,[53],4
298,"HarvestTreePlayerBeam2",4364,1145569280,[53],4
299,"HarvestTreePlayerBeam3",4365,1145569280,[53],4
300,"HarvestTreePlayerBeam4",4366,1145569280,[53],4
301,"HarvestTreePlayerBeam5",4367,1145569280,[53],4
302,"HarvestTreePlayerBeam6",4368,1145569280,[53],4
303,"HarvestTreePlayerBeam7",4369,1145569280,[53],4
304,"HarvestTreePlayerBeam8",4370,1145569280,[53],4
305,"HarvestTreePlayerBeam9",4371,1145569280,[53],4
306,"HarvestTreePlayerBeam10",4372,1145569280,[53],4
307,"HarvestTreePlayerBeam11",4373,1145569280,[53],4
308,"HarvestTreePlayerBeam12",4374,1145569280,[53],4
309,"HarvestRootPath",4389,1133903872,[53],4
310,"HeistTemplarCasterBallLightningBeam",4459,1133903872,[],4
311,"HeistTemplarCasterBallLightningGroundBeam",4460,1125187584,[],4
312,"CryWolfWarcryConsumeBeam",4463,1120403456,[],4
313,"SpiritualCryDoubleBeamCryWolf",4469,1142292480,[],4
314,"BreachLightningOrbBeam",4477,1125187584,[],4
315,"SpiritualCryDoubleBeamCelestial",4490,1142292480,[],4
316,"IntimidatingCryChargeConsumeBeamCelestial",4494,1120403456,[],4
317,"AncestralCryChargeConsumeBeamCelestial",4495,1120403456,[],4
318,"SeismicCryChargeConsumeBeamCelestial",4496,1120403456,[],4
319,"DisintegrateBeam",4532,1134755840,[],4
320,"BarghestTailLaserBeam",4546,1120403456,[],4
321,"BreachLightningBeamNew",4553,1120403456,[],4
322,"HeistCultistLightningBeam",4575,1140457472,[],4
323,"HeistEngineerBridge1",4578,1130430464,[],4
324,"HeistEngineerBridge2",4579,1137999872,[],4
325,"HeistEngineerBridge3",4580,1142865920,[],4
326,"HeistEngineerBridge4",4581,1146306560,[],4
327,"HeistEngineerBridge5",4582,1149493248,[],4
328,"HeistEngineerBridge6",4583,1151213568,[],4
329,"HeistEngineerBridge7",4584,1152933888,[],4
330,"HeistEngineerBridgeBuildingBeam1",4596,1153138688,[],4
331,"HeistEngineerBridgeBuildingBeam2",4597,1153138688,[],4
332,"HeistEngineerBridgeBuildingBeam3",4598,1153138688,[],4
333,"HeistEngineerBridgeBuildingBeam4",4599,1153138688,[],4
334,"HeistEngineerBridgeBuildingBeam5",4600,1153138688,[],4
335,"HeistEngineerBridgeBuildingBeam6",4601,1153138688,[],4
336,"HeistEngineerBridgeBuildingBeam7",4602,1153138688,[],4
337,"SteelStealBeamEffect1",4604,1140457472,[],4
338,"SteelStealBeamEffect2",4605,1140457472,[],4
339,"SteelStealBeamEffect3",4606,1140457472,[],4
340,"SteelStealBeamEffect4",4607,1140457472,[],4
341,"DeathWishBeam",4609,1133903872,[],4
342,"HeistAlarmDoorLaserBeam",4612,1128792064,[],4
343,"HeistRobotSpiderLaser",4632,1144750080,[],4
344,"SteelStealSpendBeamEffect1",4671,1140457472,[],4
345,"SteelStealSpendBeamEffect2",4672,1140457472,[],4
346,"SteelStealSpendBeamEffect3",4673,1140457472,[],4
347,"SteelStealSpendBeamEffect4",4674,1140457472,[],4
348,"HeistDroneDragonBreath",4677,1132068864,[],4
349,"HeistMilitaryPolearmMinibossDashBeam",4688,1139638272,[],4
350,"HeistMilitaryPolearmMinibossDashBeam2",4689,1139638272,[],4
351,"HeistMilitaryPolearmMinibossDashBeam3",4690,1139638272,[],4
352,"HeraldOfAshArmBeam",4696,1117126656,[],4
353,"HeraldOfThunderArmBeam",4697,1117126656,[],4
354,"HeraldOfIceArmBeam",4698,1117126656,[],4
355,"HeraldOfPurityArmBeam",4699,1117126656,[],4
356,"HeraldOfAgonyArmBeam",4700,1117126656,[],4
357,"BallLightningBeamAutomaton",4712,1133084672,[],4
358,"BallLightningGroundBeamAutomaton",4713,1133084672,[],4
359,"HeistRobotHoundEyeLaserBeam",4726,1137180672,[],4
360,"HeistTripwireLaser",4731,1128792064,[],4
361,"DisintegrateFinalBeam",4748,1149452288,[],4
362,"HeistRobotStormcallerShockRifleBeam",4757,1148846080,[],4
363,"HeistRobotPyreKnightSpamBeam",4752,1142292480,[],4
364,"HeistRobotPyreKnightMegaBeam",4753,1149861888,[],4
365,"HeistRobotPyreKnightSweepBeam",4762,1140457472,[],4
366,"HeistCultistSummonedPylonBeam",4769,1140457472,[],4
367,"HeistDanaiSweepLightningBeam",4787,1140457472,[],4
368,"HeistThugGhostRiderChain",4799,1142292480,[],4
369,"HeistThugEnsnaringArrowTetheringBeam",4798,1133903872,[],4
370,"HeistRobotBossBallBeam",4804,1140457472,[],4
371,"HeistRobotBossMagneticTendrils",4809,1150681088,[],4
372,"HeistRobotBossAimBeam",4830,1143930880,[],4
373,"HeistRobotBossBlastBeam",4831,1143930880,[],4
374,"HeistFreidrichBloodBeam",4930,1143930880,[],4
375,"HeistFreidrichBloodBeamPool",4931,1143930880,[],4
376,"HeistFreidrichBloodBeam2",4941,1143930880,[],4
377,"HeistFreidrichBloodBeam3",4942,1143930880,[],4
378,"HeistFreidrichBloodBeam4",4943,1143930880,[],4
379,"HeistFreidrichBloodBeam5",4944,1143930880,[],4
380,"HeistFreidrichBloodBeam6",4945,1143930880,[],4
381,"HeistFreidrichBloodBeam7",4946,1143930880,[],4
382,"HeistFreidrichBloodBeamPool2",4947,1143930880,[],4
383,"HeistFreidrichBloodBeamPool3",4948,1143930880,[],4
384,"HeistFreidrichBloodBeamPool4",4949,1143930880,[],4
385,"HeistFreidrichBloodBeamPool5",4950,1143930880,[],4
386,"HeistFreidrichBloodBeamPool6",4951,1143930880,[],4
387,"HeistFreidrichBloodBeamPool7",4952,1143930880,[],4
388,"DisintegrateBeamAutomaton",4966,1134755840,[],4
389,"DisintegrateFinalBeamAutomaton",4969,1149452288,[],4
390,"BrutalPirateLordScorchBeam",5012,1136361472,[],4
391,"VilentaRageBeamFire1",5026,1143111680,[],4
392,"VilentaRageBeamFire2",5027,1143111680,[],4
393,"VilentaRageBeamFire3",5028,1143111680,[],4
394,"VilentaRageBeamFire4",5029,1143111680,[],4
395,"IceSaplingBallReturnBeam",5036,1143930880,[],4
396,"IceSaplingDeathBeam",5039,1150681088,[],4
397,"IceSaplingChargeBeam",5042,1141063680,[],4
398,"IceSaplingBallConnectorBeam",5046,1133903872,[],4
399,"ArchitectBloodBeamRitual",5049,1148846080,[],4
400,"WaterDjinnBeam",5063,1147207680,[],4
401,"VilentaBeamFire",5079,1140785152,[],4
402,"VampiricIconBeam",5117,1140457472,[],4
403,"IceSaplingRitualBeam",5128,1135214592,[],4
404,"RitualDischargeBeamFire",5129,1143930880,[],4
405,"RitualDischargeBeamCold",5130,1143930880,[],4
406,"RitualDischargeBeamLightning",5131,1143930880,[],4
407,"RitualGrowBeam",5142,1140457472,[],4
408,"RitualChaosGreenVines",5143,1132068864,[],4
409,"MavenFBBBeam",5150,1147207680,[],4
410,"MavenMapSpaceVines",5156,1132068864,[],4
411,"MavenMapHealBeam",5157,1137180672,[],4
412,"MavenMapInfusedWeaponBeam",5159,1137180672,[],4
413,"MavenMapDamageReductionBeam",5160,1120403456,[],4
414,"MavenMapSpaceChargeBeam",5164,1120403456,[],4
415,"SeawitchLightningBeamStandalone",5165,1140457472,[],4
416,"ReaperWraithSlowingChainsBeam",5167,1132068864,[],4
417,"ThaumaturgistGrowBeam",5172,1135542272,[],4
418,"RitualLightningOrbBeam",5173,1145569280,[],4
419,"MavenMapGuardBeam",5181,1137180672,[],4
420,"MavenBrainPhaseBeam",5210,1150681088,[],4
421,"MavenSweepBeam",5207,1137180672,[],4
422,"RitualEnergyShieldBeam",5216,1143930880,[],4
423,"MavenMapBeamOrb",5226,1137180672,[],4
424,"RitualLightningBallTelegraphBeam",5247,1145569280,[],4
425,"UltimatumMonsterSpawnBeam",5249,1145569280,[57],4
426,"RainOfSporesVineBeamCelestial",5255,1133903872,[],4
427,"UltimatumGolemFireBeam",5256,1140457472,[],4
428,"UltimatumGolemFireBeamRuin",5257,1140457472,[],4
429,"UltimatumWraithIceBeam",5258,1140457472,[],4
430,"BloodTendrilsBeam",5287,1140457472,[],4
431,"TrialmasterTether",5297,1135542272,[57],4
432,"SpikeSlamSpikeBeamVerdant",5300,1133903872,[],4
433,"SpikeSlamSpikeBeamEmpoweredVerdant",5301,1133903872,[],4
434,"UltimatumGolemColdBeam",5302,1140457472,[],4
435,"UltimatumGolemLightningBeam",5303,1140457472,[],4
436,"UltimatumGolemChaosBeam",5304,1140457472,[],4
437,"UltimatumSpiderCycloneBeam1",5316,1140457472,[],4
438,"UltimatumSpiderCycloneBeam2",5317,1140457472,[],4
439,"UltimatumSpiderCycloneBeam1Ruin",5318,1140457472,[],4
440,"UltimatumSpiderCycloneBeam2Ruin",5319,1140457472,[],4
441,"BloodScytheBeam",5333,1137180672,[],4
442,"RainOfSporesVineBeamOblivion",5341,1133903872,[],4
443,"OfferingSpiritSoulBeamCelestial",5381,1149452288,[],4
444,"DemonSpiderWebBeam",5383,1137180672,[],4
445,"WebEnsnaringArrowTetheringBeam",5385,1133903872,[],4
446,"UltimatumGoliathOrbBeam",5460,1137180672,[],4
447,"UltimatumCrystalTotemBeam",5470,1133903872,[],4
448,"UltimatumGoliathOrbBeamRuin",5479,1137180672,[],4
449,"BloodTendrilsBeamLite",5532,1140457472,[],4
450,"DivineCryChargeConsumeBeam",5570,1120403456,[],4
451,"OfferingOffensiveSoulBeamCelestial",5574,1149452288,[],4
452,"OfferingDefensiveSoulBeamCelestial",5576,1149452288,[],4
453,"OfferingBloodSoulBeamCelestial",5578,1149452288,[],4
454,"ExpeditionExplosiveFuse",5539,1140457472,[58],4
455,"PrismaticRainLightningBeam",5587,1134723072,[],4
456,"ExpeditionApparitionColdBeam",5616,1145569280,[],4
457,"ChainStrikeBeamStygian",5626,1142292480,[],4
458,"StormCloudBeamDemonic",5633,1140457472,[],4
459,"BloodTendrilsBeamTranscendence",5661,1140457472,[],4
460,"BloodTendrilsBeamLiteTranscendence",5662,1140457472,[],4
461,"ExpeditionApparitionBeam",5665,1148846080,[],4
462,"ExpeditionArmourBeam",5667,1145569280,[],4
463,"ExpeditionArmourOrbThrow",5460,1137180672,[],4
464,"ExpeditionApparitionSummonOrbEffect",5674,1126367232,[],4
465,"MercurialCasterEnrageBeam",5686,1140457472,[],4
466,"ExpeditionMedvedHealBeam",5726,1143930880,[],4
467,"ReaperUltimateTeleportBeam",5731,1140457472,[],4
468,"ExpeditionMedvedEnrageBeam",5732,1140457472,[],4
