"rownum","Item","Category","SubCategory","bool_48","EnabledInChallengeLeague","GoldPurchaseFee","bool_54"
82,3754,0,3,"",1,500,""
83,3755,0,3,"",1,500,""
84,3756,0,3,"",1,1000,""
85,3952,0,3,"",1,1000,""
86,54,0,3,1,1,1000,""
87,55,0,3,1,1,1000,""
88,56,0,3,1,1,1000,""
89,4073,0,2,1,1,75,""
90,4075,0,2,1,1,75,""
91,4079,0,2,1,1,75,""
92,4080,0,2,1,1,100,""
93,4074,0,2,1,1,150,""
94,4078,0,2,1,1,200,""
95,4076,0,2,1,1,375,""
96,4077,0,2,1,1,575,""
97,4081,0,2,1,1,900,""
98,87,18,19,1,1,25,""
99,88,18,19,1,1,35,""
100,89,18,19,1,1,45,""
101,90,18,19,1,1,55,""
102,91,18,19,1,1,65,""
103,92,18,19,1,1,75,""
104,93,18,19,1,1,75,""
105,94,18,20,1,1,25,""
106,95,18,20,1,1,35,""
107,96,18,20,1,1,45,""
108,97,18,20,1,1,55,""
109,98,18,20,1,1,65,""
110,99,18,20,1,1,75,""
111,100,18,20,1,1,75,""
112,101,18,21,1,1,25,""
113,102,18,21,1,1,35,""
114,103,18,21,1,1,45,""
115,104,18,21,1,1,55,""
116,105,18,21,1,1,65,""
117,106,18,21,1,1,75,""
118,107,18,21,1,1,75,""
119,108,18,22,1,1,25,""
120,109,18,22,1,1,35,""
121,110,18,22,1,1,45,""
122,111,18,22,1,1,55,""
123,112,18,22,1,1,65,""
124,113,18,22,1,1,75,""
125,114,18,22,1,1,75,""
126,115,18,23,1,1,35,""
127,116,18,23,1,1,45,""
128,117,18,23,1,1,55,""
129,118,18,23,1,1,65,""
130,119,18,23,1,1,75,""
131,120,18,23,1,1,75,""
132,121,18,24,1,1,35,""
133,122,18,24,1,1,45,""
134,123,18,24,1,1,55,""
135,124,18,24,1,1,65,""
136,125,18,24,1,1,75,""
137,126,18,24,1,1,75,""
138,127,18,25,1,1,35,""
139,128,18,25,1,1,45,""
140,129,18,25,1,1,55,""
141,130,18,25,1,1,65,""
142,131,18,25,1,1,75,""
143,132,18,25,1,1,75,""
144,133,18,26,1,1,35,""
145,134,18,26,1,1,45,""
146,135,18,26,1,1,55,""
147,136,18,26,1,1,65,""
148,137,18,26,1,1,75,""
149,138,18,26,1,1,75,""
150,139,18,27,1,1,45,""
151,140,18,27,1,1,55,""
152,141,18,27,1,1,65,""
153,142,18,27,1,1,75,""
154,143,18,27,1,1,75,""
155,144,18,28,1,1,45,""
156,145,18,28,1,1,55,""
157,146,18,28,1,1,65,""
158,147,18,28,1,1,75,""
159,148,18,28,1,1,75,""
160,149,18,29,1,1,45,""
161,150,18,29,1,1,55,""
162,151,18,29,1,1,65,""
163,152,18,29,1,1,75,""
164,153,18,29,1,1,75,""
165,154,18,30,1,1,45,""
166,155,18,30,1,1,55,""
167,156,18,30,1,1,65,""
168,157,18,30,1,1,75,""
169,158,18,30,1,1,75,""
170,159,18,31,1,1,55,""
171,160,18,31,1,1,65,""
172,161,18,31,1,1,75,""
173,162,18,31,1,1,75,""
174,163,18,32,1,1,55,""
175,164,18,32,1,1,65,""
176,165,18,32,1,1,75,""
177,166,18,32,1,1,75,""
178,167,18,33,1,1,55,""
179,168,18,33,1,1,65,""
180,169,18,33,1,1,75,""
181,170,18,33,1,1,75,""
182,171,18,34,1,1,55,""
183,172,18,34,1,1,65,""
184,173,18,34,1,1,75,""
185,174,18,34,1,1,75,""
186,175,18,35,1,1,65,""
187,176,18,35,1,1,75,""
188,177,18,35,1,1,75,""
189,178,18,36,1,1,65,""
190,179,18,36,1,1,75,""
191,180,18,36,1,1,75,""
192,181,18,37,1,1,65,""
193,182,18,37,1,1,75,""
194,183,18,37,1,1,75,""
195,184,18,38,1,1,65,""
196,185,18,38,1,1,75,""
197,186,18,38,1,1,75,""
198,191,18,39,1,1,75,""
199,187,18,39,1,1,75,""
200,188,18,39,1,1,75,""
201,189,18,39,1,1,75,""
202,190,18,39,1,1,75,""
203,293,58,60,"",1,5,""
204,294,58,60,"",1,10,""
205,295,58,60,"",1,15,""
206,296,58,60,"",1,25,""
207,289,58,60,1,"",5,""
208,290,58,60,1,"",10,""
209,291,58,60,1,"",15,""
210,292,58,60,1,"",25,""
211,256,58,59,1,1,30,""
212,257,58,59,1,1,30,""
213,258,58,59,1,1,30,""
214,259,58,59,1,1,30,""
215,260,58,59,1,1,30,""
216,261,58,59,1,1,30,""
217,262,58,59,1,1,30,""
218,263,58,59,1,1,45,""
219,264,58,59,1,1,45,""
220,265,58,59,1,1,45,""
221,266,58,59,1,1,45,""
222,269,58,59,1,1,45,""
223,270,58,59,1,1,45,""
224,271,58,59,1,1,45,""
225,267,58,59,1,1,45,""
226,268,58,59,1,1,45,""
227,272,58,59,1,1,45,""
228,279,58,59,1,1,100,""
229,280,58,59,1,1,100,""
230,273,58,59,1,1,100,""
231,274,58,59,1,1,100,""
232,275,58,59,1,1,100,""
233,276,58,59,1,1,100,""
234,277,58,59,1,1,100,""
235,278,58,59,1,1,100,""
236,3507,69,70,1,1,75,""
237,3508,69,70,"","",350,""
238,3509,69,70,1,1,125,""
239,3510,69,70,1,1,100,""
240,3511,69,70,1,1,350,""
241,3512,69,70,1,1,350,""
242,3673,69,71,1,1,100,""
243,3674,69,71,1,1,125,""
244,3675,69,71,1,1,350,""
245,3517,69,72,1,1,75,""
246,3518,69,72,1,1,100,""
247,3521,69,72,1,1,100,""
248,3520,69,72,1,1,125,""
249,3519,69,72,"","",125,""
250,3526,69,73,1,1,75,""
251,3527,69,73,1,1,125,""
252,3528,69,73,1,1,350,""
253,3537,69,74,1,1,75,""
254,3539,69,74,1,1,125,""
255,3538,69,74,1,1,100,""
256,3540,69,74,"","",350,""
257,3549,69,75,1,1,75,""
258,3550,69,75,1,1,75,""
259,3552,69,75,1,1,125,""
260,3551,69,75,1,1,100,""
261,3557,69,76,1,1,75,""
262,3558,69,76,"","",100,""
263,3559,69,76,1,1,125,""
264,3564,69,77,"",1,75,""
265,3566,69,77,"",1,125,""
266,3565,69,77,"",1,125,""
267,3571,69,78,1,1,75,""
268,3572,69,78,1,1,100,""
269,3573,69,78,"","",100,""
270,3574,69,78,1,1,125,""
271,3579,69,79,1,1,75,""
272,3580,69,79,1,1,100,""
273,3581,69,79,1,1,100,""
274,3582,69,79,1,1,350,""
275,3583,69,79,1,1,125,""
276,3588,69,80,1,1,75,""
277,3589,69,80,1,1,100,""
278,3591,69,80,1,1,125,""
279,3590,69,80,1,1,125,""
280,3596,69,81,1,1,75,""
281,3597,69,81,1,1,100,""
282,3598,69,81,1,1,100,""
283,3600,69,81,1,1,125,""
284,3599,69,81,"","",350,""
285,3605,69,82,1,1,75,""
286,3606,69,82,1,1,125,""
287,3607,69,82,1,1,125,""
288,3608,69,82,"","",350,""
289,3609,69,82,1,1,350,""
290,3622,69,83,1,1,75,""
291,3623,69,83,1,1,100,""
292,3624,69,83,1,1,125,""
293,3625,69,83,"","",125,""
294,3626,69,83,1,1,350,""
295,3627,69,84,1,1,75,""
296,3628,69,84,1,1,100,""
297,3629,69,84,1,1,125,""
298,3630,69,85,1,1,75,""
299,3631,69,85,1,1,125,""
300,3633,69,85,1,1,350,""
301,3632,69,85,1,1,100,""
302,3634,69,85,1,1,350,""
303,3636,69,86,1,1,100,""
304,3637,69,86,1,1,125,""
305,3635,69,86,1,1,75,""
306,3638,69,86,1,1,350,""
307,3639,69,87,1,1,75,""
308,3640,69,87,1,1,100,""
309,3641,69,87,1,1,125,""
310,3642,69,88,1,1,75,""
311,3644,69,88,1,1,350,""
312,3643,69,88,1,1,125,""
313,3645,69,89,1,1,75,""
314,3646,69,89,1,1,100,""
315,3648,69,89,1,1,350,""
316,3647,69,89,1,1,125,""
317,3649,69,90,1,1,75,""
318,3650,69,90,1,1,100,""
319,3652,69,90,"","",125,""
320,3651,69,90,1,1,100,""
321,3653,69,91,1,1,75,""
322,3654,69,91,"","",125,""
323,3655,69,91,1,1,125,""
324,3657,69,91,1,1,125,""
325,3656,69,91,1,1,125,""
326,3658,69,92,1,1,75,""
327,3659,69,92,1,1,100,""
328,3660,69,92,1,1,350,""
329,3661,69,92,1,1,500,""
330,3662,69,92,"",1,125,""
331,3663,69,93,1,1,75,""
332,3664,69,93,1,1,100,""
333,3665,69,93,"",1,100,""
334,3666,69,93,1,1,125,""
335,3667,69,93,"",1,125,""
336,3668,69,94,1,1,75,""
337,3669,69,94,"","",125,""
338,3670,69,94,1,1,125,""
339,3671,69,94,"",1,350,""
340,3672,69,94,1,1,350,""
341,3676,69,95,1,1,75,""
342,3677,69,95,1,1,75,""
343,3678,69,95,1,1,100,""
344,3679,69,95,1,1,100,""
345,3680,69,95,1,1,125,""
346,3683,69,95,1,1,125,""
347,3684,69,95,"",1,125,""
348,3686,69,95,1,1,350,""
349,3687,69,96,1,1,500,""
350,3688,69,96,1,1,125,""
351,3689,69,96,1,1,500,""
352,3690,69,96,"",1,350,""
353,3691,69,96,"",1,350,""
354,3692,69,96,1,1,350,""
355,3693,69,96,1,1,350,""
356,3167,61,62,"",1,250,""
357,3213,61,62,"",1,400,""
358,3359,61,62,"",1,175,""
359,3022,61,62,"",1,1250,""
360,3242,61,62,"",1,350,""
361,3016,61,62,"",1,65,""
362,4898,61,62,"",1,1850,""
363,3353,61,62,"",1,250,""
364,3118,61,62,"",1,200,""
365,3015,61,62,"",1,525,""
366,3161,61,62,"",1,825,""
367,3030,61,62,"",1,425,""
368,3343,61,62,"",1,175,""
369,3261,61,62,"",1,125,""
370,3197,61,62,"",1,500,""
371,3182,61,62,"",1,65,""
372,3008,61,62,"",1,200,""
373,3304,61,62,"",1,375,""
374,3072,61,62,"",1,15,""
375,3273,61,62,"",1,625,""
376,3325,61,62,"",1,1150,""
377,3081,61,62,"",1,150,""
378,3345,61,62,"",1,275,""
379,3230,61,62,"",1,700,""
380,3129,61,62,"",1,150,""
381,3341,61,62,"",1,400,""
382,3332,61,62,"",1,850,""
383,3241,61,62,"",1,450,""
384,2985,61,62,"",1,150,""
385,3017,61,62,"",1,75,""
386,3137,61,62,"",1,225,""
387,3187,61,62,"",1,55,""
388,3318,61,62,"",1,400,""
389,3270,61,62,"",1,925,""
390,5103,61,62,"",1,1150,""
391,3356,61,62,"",1,475,""
392,3088,61,62,"",1,250,""
393,3036,61,62,"",1,350,""
394,3115,61,62,"",1,150,""
395,3321,61,62,"",1,450,""
396,3104,61,62,"",1,10,""
397,3201,61,62,"",1,925,""
398,4643,61,62,"",1,550,""
399,3014,61,62,"",1,450,""
400,3194,61,62,"",1,500,""
401,3245,61,62,"",1,800,""
402,3056,61,62,"",1,40,""
403,3125,61,62,"",1,475,""
404,3271,61,62,"",1,275,""
405,3284,61,62,"",1,75,""
406,3196,61,62,"",1,150,""
407,3145,61,62,"",1,75,""
408,3269,61,62,"",1,1450,""
409,2963,61,62,"",1,375,""
410,2939,61,62,"",1,120,""
411,3276,61,62,"",1,225,""
412,3157,61,62,"",1,175,""
413,2988,61,62,"",1,150,""
414,3123,61,62,"",1,55,""
415,3045,61,62,"",1,125,""
416,3333,61,62,"",1,375,""
417,2944,61,62,"",1,25,""
418,3310,61,62,"",1,925,""
419,2977,61,62,"",1,225,""
420,2978,61,62,"",1,70,""
421,3223,61,62,"",1,1250,""
422,3101,61,62,"",1,150,""
423,3019,61,62,"",1,250,""
424,3051,61,62,"",1,150,""
425,3139,61,62,"",1,325,""
426,2957,61,62,"",1,200,""
427,3195,61,62,"",1,400,""
428,3039,61,62,"",1,65,""
429,3160,61,62,"",1,925,""
430,3348,61,62,"",1,1100,""
431,3280,61,62,"",1,300,""
432,3221,61,62,"",1,250,""
433,3048,61,62,"",1,250,""
434,3141,61,62,"",1,175,""
435,3028,61,62,"",1,150,""
436,2989,61,62,"",1,25,""
437,3096,61,62,"",1,275,""
438,3316,61,62,"",1,225,""
439,2998,61,62,"",1,200,""
440,2940,61,62,"",1,120,""
441,3180,61,62,"",1,175,""
442,3243,61,62,"",1,1350,""
443,3079,61,62,"",1,40,""
444,2936,61,62,"",1,35,""
445,3240,61,62,"",1,800,""
446,2970,61,62,"",1,200,""
447,3012,61,62,"",1,105,""
448,3363,61,62,"",1,1850,""
449,3126,61,62,"",1,175,""
450,3010,61,62,"",1,275,""
451,3138,61,62,"",1,125,""
452,3262,61,62,"",1,55,""
453,2996,61,62,"",1,15,""
454,2972,61,62,"",1,275,""
455,2992,61,62,"",1,850,""
456,3292,61,62,"",1,1025,""
457,3023,61,62,"",1,125,""
458,3275,61,62,"",1,550,""
459,3185,61,62,"",1,225,""
460,3080,61,62,"",1,90,""
461,3011,61,62,"",1,175,""
462,3097,61,62,"",1,175,""
463,3041,61,62,"",1,275,""
464,3200,61,62,"",1,1600,""
465,2981,61,62,"",1,175,""
466,2975,61,62,"",1,300,""
467,2943,61,62,"",1,150,""
468,3100,61,62,"",1,125,""
469,3203,61,62,"",1,1600,""
470,2984,61,62,"",1,400,""
471,3052,61,62,"",1,125,""
472,2962,61,62,"",1,350,""
473,3166,61,62,"",1,650,""
474,2956,61,62,"",1,35,""
475,3098,61,62,"",1,150,""
476,3349,61,62,"",1,350,""
477,3346,61,62,"",1,925,""
478,2990,61,62,"",1,250,""
479,3053,61,62,"",1,900,""
480,2987,61,62,"",1,225,""
481,3083,61,62,"",1,110,""
482,2954,61,62,"",1,60,""
483,3069,61,62,"",1,400,""
484,3020,61,62,"",1,100,""
485,3040,61,62,"",1,200,""
486,3021,61,62,"",1,125,""
487,3077,61,62,"",1,275,""
488,3153,61,62,"",1,825,""
489,3002,61,62,"",1,1200,""
490,3065,61,62,"",1,75,""
491,3038,61,62,"",1,250,""
492,2969,61,62,"",1,125,""
493,3078,61,62,"",1,95,""
494,3362,61,62,"",1,550,""
495,3244,61,62,"",1,650,""
496,3265,61,62,"",1,275,""
497,2974,61,62,"",1,275,""
498,3062,61,62,"",1,125,""
499,3106,61,62,"",1,275,""
500,3103,61,62,"",1,200,""
501,3132,61,62,"",1,925,""
502,3066,61,62,"",1,65,""
503,5060,61,62,"",1,375,""
504,3058,61,62,"",1,950,""
505,3259,61,62,"",1,275,""
506,3186,61,62,"",1,225,""
507,3207,61,62,"",1,175,""
508,4896,61,62,"",1,1000,""
509,3249,61,63,"",1,1150,""
510,3289,61,63,"",1,475,""
511,3044,61,63,"",1,200,""
512,3305,61,63,"",1,425,""
513,3209,61,63,"",1,300,""
514,3319,61,63,"",1,350,""
515,3035,61,63,"",1,150,""
516,3281,61,63,"",1,650,""
517,3277,61,63,"",1,375,""
518,3188,61,63,"",1,1050,""
519,3113,61,63,"",1,175,""
520,3347,61,63,"",1,1450,""
521,3283,61,63,"",1,725,""
522,3225,61,63,"",1,1850,""
523,3267,61,63,"",1,650,""
524,4766,61,63,"",1,1350,""
525,4765,61,63,"",1,925,""
526,3228,61,63,"",1,550,""
527,3047,61,63,"",1,65,""
528,3074,61,63,"",1,175,""
529,2945,61,63,"",1,150,""
530,3034,61,63,"",1,120,""
531,3027,61,63,"",1,325,""
532,3329,61,63,"",1,650,""
533,3301,61,63,"",1,250,""
534,2937,61,63,"",1,35,""
535,5059,61,63,"",1,1250,""
536,3272,61,63,"",1,1350,""
537,3290,61,63,"",1,575,""
538,3084,61,63,"",1,150,""
539,4645,61,63,"",1,1850,""
540,3099,61,63,"",1,350,""
541,3247,61,63,"",1,350,""
542,3147,61,63,"",1,650,""
543,3049,61,63,"",1,55,""
544,3205,61,63,"",1,650,""
545,3073,61,63,"",1,125,""
546,3320,61,63,"",1,625,""
547,3117,61,63,"",1,95,""
548,3256,61,63,"",1,400,""
549,3338,61,63,"",1,1100,""
550,3248,61,63,"",1,925,""
551,2942,61,63,"",1,450,""
552,3255,61,63,"",1,100,""
553,3146,61,63,"",1,700,""
554,3229,61,63,"",1,500,""
555,3082,61,63,"",1,250,""
556,3133,61,63,"",1,175,""
557,3212,61,63,"",1,1850,""
558,3335,61,63,"",1,925,""
559,2935,61,63,"",1,925,""
560,3340,61,63,"",1,300,""
561,3090,61,63,"",1,125,""
562,3285,61,63,"",1,950,""
563,3122,61,63,"",1,575,""
564,2967,61,63,"",1,150,""
565,2946,61,63,"",1,1350,""
566,3315,61,63,"",1,325,""
567,3108,61,63,"",1,150,""
568,3109,61,63,"",1,500,""
569,3251,61,63,"",1,650,""
570,3170,61,63,"",1,575,""
571,3043,61,63,"",1,200,""
572,2960,61,63,"",1,10,""
573,2938,61,63,"",1,20,""
574,3297,61,63,"",1,275,""
575,3178,61,63,"",1,125,""
576,3295,61,63,"",1,325,""
577,3326,61,63,"",1,1450,""
578,2991,61,63,"",1,150,""
579,3116,61,63,"",1,55,""
580,3091,61,63,"",1,115,""
581,3102,61,63,"",1,375,""
582,3352,61,63,"",1,1850,""
583,3189,61,63,"",1,200,""
584,3309,61,63,"",1,375,""
585,3366,61,63,"",1,200,""
586,3057,61,63,"",1,125,""
587,3119,61,63,"",1,150,""
588,3150,61,63,"",1,525,""
589,3050,61,63,"",1,90,""
590,3111,61,63,"",1,250,""
591,3107,61,63,"",1,110,""
592,3232,61,63,"",1,700,""
593,3144,61,63,"",1,45,""
594,3024,61,63,"",1,450,""
595,3239,61,63,"",1,725,""
596,3260,61,63,"",1,275,""
597,2955,61,63,"",1,70,""
598,3105,61,63,"",1,125,""
599,3191,61,63,"",1,90,""
600,3046,61,63,"",1,250,""
601,3215,61,63,"",1,875,""
602,5105,61,63,"",1,875,""
603,3278,61,63,"",1,600,""
604,2973,61,64,"",1,275,""
605,3264,61,64,"",1,125,""
606,3192,61,64,"",1,375,""
607,3303,61,64,"",1,1850,""
608,3294,61,64,"",1,90,""
609,4641,61,64,"",1,600,""
610,3258,61,64,"",1,600,""
611,3085,61,64,"",1,125,""
612,2961,61,64,"",1,125,""
613,3355,61,64,"",1,325,""
614,2971,61,64,"",1,150,""
615,3342,61,64,"",1,750,""
616,3302,61,64,"",1,500,""
617,3199,61,64,"",1,225,""
618,3312,61,64,"",1,300,""
619,3361,61,64,"",1,275,""
620,3190,61,64,"",1,275,""
621,2964,61,64,"",1,10,""
622,3364,61,64,"",1,175,""
623,3149,61,64,"",1,375,""
624,5106,61,64,"",1,1850,""
625,2999,61,64,"",1,1850,""
626,4899,61,64,"",1,775,""
627,3013,61,64,"",1,20,""
628,2966,61,64,"",1,95,""
629,3087,61,64,"",1,350,""
630,3120,61,64,"",1,150,""
631,3324,61,64,"",1,250,""
632,2968,61,64,"",1,5,""
633,5102,61,64,"",1,550,""
634,3179,61,64,"",1,550,""
635,3266,61,64,"",1,125,""
636,3165,61,64,"",1,375,""
637,3037,61,64,"",1,250,""
638,3001,61,64,"",1,25,""
639,3367,61,64,"",1,275,""
640,3226,61,64,"",1,825,""
641,3193,61,64,"",1,125,""
642,4764,61,64,"",1,175,""
643,2958,61,64,"",1,125,""
644,3204,61,64,"",1,150,""
645,2952,61,64,"",1,150,""
646,3158,61,64,"",1,200,""
647,2980,61,64,"",1,105,""
648,3128,61,64,"",1,425,""
649,3175,61,64,"",1,225,""
650,3250,61,64,"",1,600,""
651,3169,61,64,"",1,125,""
652,3135,61,64,"",1,150,""
653,3307,61,64,"",1,575,""
654,3112,61,64,"",1,200,""
655,2941,61,64,"",1,15,""
656,3313,61,64,"",1,325,""
657,3171,61,64,"",1,325,""
658,3064,61,64,"",1,325,""
659,3202,61,64,"",1,250,""
660,3007,61,64,"",1,90,""
661,3234,61,64,"",1,350,""
662,3322,61,64,"",1,70,""
663,3327,61,64,"",1,325,""
664,2983,61,64,"",1,175,""
665,2995,61,64,"",1,85,""
666,2934,61,64,"",1,25,""
667,3155,61,64,"",1,55,""
668,3254,61,64,"",1,1450,""
669,2948,61,64,"",1,60,""
670,4644,61,65,"",1,325,""
671,3222,61,65,"",1,375,""
672,3257,61,65,"",1,775,""
673,3093,61,65,"",1,175,""
674,3344,61,65,"",1,450,""
675,3067,61,65,"",1,150,""
676,3354,61,65,"",1,450,""
677,2976,61,65,"",1,85,""
678,3003,61,65,"",1,150,""
679,3009,61,65,"",1,125,""
680,3339,61,65,"",1,475,""
681,3298,61,65,"",1,1250,""
682,2979,61,65,"",1,675,""
683,3252,61,65,"",1,450,""
684,3299,61,65,"",1,375,""
685,3227,61,65,"",1,275,""
686,2950,61,65,"",1,150,""
687,3233,61,65,"",1,1025,""
688,3006,61,65,"",1,35,""
689,3004,61,65,"",1,675,""
690,3293,61,65,"",1,775,""
691,3026,61,65,"",1,525,""
692,3005,61,65,"",1,150,""
693,3291,61,65,"",1,475,""
694,3330,61,65,"",1,275,""
695,3121,61,65,"",1,200,""
696,3154,61,65,"",1,150,""
697,3210,61,65,"",1,125,""
698,2949,61,65,"",1,110,""
699,3159,61,65,"",1,150,""
700,3032,61,65,"",1,110,""
701,3000,61,65,"",1,675,""
702,3334,61,66,"",1,525,""
703,3331,61,66,"",1,725,""
704,5057,61,66,"",1,500,""
705,3350,61,66,"",1,125,""
706,3174,61,66,"",1,85,""
707,3070,61,66,"",1,125,""
708,3198,61,66,"",1,250,""
709,3224,61,66,"",1,125,""
710,3311,61,66,"",1,725,""
711,3314,61,66,"",1,175,""
712,3059,61,66,"",1,70,""
713,3323,61,66,"",1,275,""
714,3033,61,66,"",1,110,""
715,3124,61,66,"",1,125,""
716,3110,61,66,"",1,200,""
717,3042,61,66,"",1,80,""
718,3358,61,66,"",1,250,""
719,3206,61,66,"",1,30,""
720,3075,61,66,"",1,55,""
721,3336,61,66,"",1,250,""
722,3184,61,66,"",1,125,""
723,3018,61,66,"",1,150,""
724,3357,61,66,"",1,250,""
725,3063,61,66,"",1,55,""
726,3288,61,66,"",1,275,""
727,3216,61,66,"",1,200,""
728,3148,61,66,"",1,200,""
729,3235,61,66,"",1,175,""
730,3237,61,66,"",1,250,""
731,2994,61,66,"",1,200,""
732,2986,61,66,"",1,85,""
733,3211,61,66,"",1,1150,""
734,3177,61,66,"",1,200,""
735,3127,61,66,"",1,350,""
736,3296,61,66,"",1,375,""
737,3162,61,66,"",1,175,""
738,3156,61,66,"",1,400,""
739,3029,61,66,"",1,125,""
740,2997,61,66,"",1,115,""
741,3164,61,66,"",1,275,""
742,3217,61,66,"",1,150,""
743,3060,61,66,"",1,225,""
744,3253,61,66,"",1,200,""
745,3061,61,67,"",1,175,""
746,3219,61,67,"",1,775,""
747,3214,61,67,"",1,775,""
748,3055,61,67,"",1,110,""
749,2953,61,67,"",1,150,""
750,2951,61,67,"",1,250,""
751,3236,61,67,"",1,725,""
752,3287,61,67,"",1,425,""
753,3031,61,67,"",1,125,""
754,3136,61,67,"",1,40,""
755,3365,61,68,"",1,325,""
756,3183,61,68,"",1,100,""
757,3176,61,68,"",1,250,""
758,3360,61,68,"",1,1150,""
759,3218,61,68,"",1,275,""
760,3163,61,68,"",1,225,""
761,3282,61,68,"",1,250,""
762,3308,61,68,"",1,350,""
763,3300,61,68,"",1,275,""
764,3238,61,68,"",1,350,""
765,5104,61,68,"",1,1350,""
766,2993,61,68,"",1,50,""
767,4897,61,68,"",1,575,""
768,3268,61,68,"",1,1150,""
769,3263,61,68,"",1,225,""
770,2982,61,68,"",1,125,""
771,3328,61,68,"",1,575,""
772,3286,61,68,"",1,150,""
773,5058,61,68,"",1,525,""
774,3143,61,68,"",1,175,""
775,3025,61,68,"",1,120,""
776,3317,61,68,"",1,925,""
777,3130,61,68,"",1,350,""
778,3094,61,68,"",1,125,""
779,3131,61,68,"",1,425,""
780,3337,61,68,"",1,200,""
781,2959,61,68,"",1,125,""
782,3151,61,68,"",1,650,""
783,3068,61,68,"",1,825,""
784,3351,61,68,"",1,775,""
785,3054,61,68,"",1,125,""
786,3173,61,68,"",1,300,""
787,3172,61,68,"",1,175,""
788,3168,61,68,"",1,450,""
789,3274,61,68,"",1,225,""
790,3142,61,68,"",1,200,""
791,3095,61,68,"",1,125,""
792,3076,61,68,"",1,125,""
793,3092,61,68,"",1,125,""
794,2965,61,68,"",1,105,""
795,80,56,17,"",1,75,""
796,66,56,17,"",1,75,""
797,67,56,17,"",1,75,""
798,69,56,17,"",1,75,""
799,63,56,17,"",1,100,""
800,86,56,17,1,"",250,""
801,79,56,17,"",1,150,""
802,68,56,17,"",1,175,""
803,72,56,17,"",1,175,""
804,74,56,17,"",1,175,""
805,64,56,17,"",1,175,""
806,65,56,17,"",1,225,""
807,70,56,17,"",1,225,""
808,73,56,17,"",1,225,""
809,75,56,17,"",1,225,""
810,77,56,17,"",1,225,""
811,83,56,17,"",1,225,""
812,84,56,17,"",1,225,""
813,71,56,17,"","",75,""
814,76,56,17,"",1,250,""
815,81,56,17,"","",75,""
816,82,56,17,"","",75,""
817,85,56,17,"","",75,""
818,2915,56,56,1,1,250,""
819,216,56,56,1,1,1,""
820,2880,40,42,1,1,50,""
821,2881,40,43,1,1,50,""
822,2882,40,44,1,1,50,""
823,2883,40,45,1,1,75,""
824,2884,40,46,1,1,75,""
825,2900,40,42,1,1,450,""
826,2901,40,43,1,1,450,""
827,2902,40,44,1,1,450,""
828,2903,40,45,1,1,675,""
