"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem","rid_54"
90,"Claw2",7389,[18358],1,0,0,8881,""
91,"Claw3",-29061,[18356],60,0,0,8881,""
92,"Claw4",4516,[18357],10,0,0,8881,""
93,"Claw5",2823,[18371],50,0,0,8881,""
94,"Claw6",22056,[15286],40,0,0,8881,""
95,"Cold1",4116,[482],40,0,0,8881,""
96,"Cold2",13267,[18112],10,0,0,8881,""
97,"Cold3",-26722,"[10659,144]",1,-30,0,8881,""
98,"Cold4",-32407,[21350],1,0,0,8881,""
99,"Cold5",19495,[17746],10,0,0,8881,""
100,"Cold6",26782,[17740],5,0,0,8881,""
101,"Criticals1",9986,[12538],50,0,0,8881,""
102,"Criticals2",2987,[14900],25,0,0,8881,""
103,"Criticals3",-5802,[14916],100,0,0,8881,""
104,"Criticals4",-27466,[14928],3,0,0,8881,""
105,"Criticals5",-4002,[97],30,0,0,8881,""
106,"Criticals6",-12852,[4115],150,0,0,8881,""
107,"Curse1",13382,[14878],20,0,0,8881,""
108,"Curse2",-22286,[17274],-40,0,0,8881,""
109,"Curse3",-19845,[12035],1,0,0,8881,""
110,"Curse4",-30110,[12169],20,0,0,8881,""
111,"Curse5",-30873,[11459],1,0,0,8881,""
112,"Curse6",18130,"[17320,17319]",1,1,0,8881,""
113,"Dagger1",-2313,[3609],100,0,0,8881,""
114,"Dagger2",-32221,[2038],1,0,0,8881,""
115,"Dagger3",20515,[15251],10,0,0,8881,""
116,"Dagger4",-22977,[15253],8,0,0,8881,""
117,"Dagger5",-7227,[18279],50,0,0,8881,""
118,"Dagger6",-20667,[10300],40,0,0,8881,""
119,"DamageOverTime1",2459,[13880],30,0,0,8881,""
120,"DamageOverTime2",1251,[15121],10,0,0,8881,""
121,"DamageOverTime3",-31116,"[215,6067]",15,15,0,8881,""
122,"DamageOverTime4",11521,[15254],-10,0,0,8881,""
123,"DualWield1",14796,"[14879,2850]",1,20,0,8881,""
124,"DualWield2",6090,[14880],100,0,0,8881,""
125,"DualWield3",-19043,[14881],60,0,0,8881,""
126,"DualWield4",7972,[14904],20,0,0,8881,""
127,"DualWield5",-5096,[14906],15,0,0,8881,""
128,"DualWield6",-31577,"[14911,14912]",20,20,0,8881,""
129,"Duration1",17852,[14914],10,0,0,8881,""
130,"Duration2",21730,[14915],-10,0,0,8881,""
131,"Duration3",24352,[6331],15,0,0,8881,""
132,"Duration4",14881,[620],20,0,0,8881,""
133,"Elemental1",-17151,[14932],-18,0,0,8881,""
134,"Elemental2",4119,[1667],-60,0,0,8881,""
135,"Elemental3",-6193,[17767],-50,0,0,8881,""
136,"Elemental4",17942,[17768],15,0,0,8881,""
137,"Elemental5",30502,[17769],1,0,0,8881,""
138,"Elemental6",25681,[17770],3,0,0,8881,""
139,"EnergyShield1",-14112,"[1733,1209]",1,30,0,8881,""
140,"EnergyShield2",30520,[18283],-10,0,0,8881,""
141,"EnergyShield3",571,[20163],50,0,0,8881,""
142,"EnergyShield4",-29726,[1408],120,0,0,8881,""
143,"EnergyShield5",29586,[15124],30,0,0,8881,""
144,"EnergyShield6",31556,[18307],100,0,0,8881,""
145,"Evasion1",25487,[7666],1,0,0,8881,""
146,"Evasion2",-28346,[4635],40,0,0,8881,""
147,"Evasion3",6462,[6757],10,0,0,8881,""
148,"Evasion4",-3795,"[4428,5266,12020]",30,30,30,8881,""
149,"Evasion5",-8462,[15274],15,0,0,8881,""
150,"Evasion6",28676,[15271],100,0,0,8881,""
151,"EvasionEnergyShield1",11541,[15122],30,0,0,8881,""
152,"EvasionEnergyShield2",-19437,[15123],20,0,0,8881,""
153,"EvasionEnergyShield3",-18385,"[18361,18362]",20,40,0,8881,""
154,"EvasionEnergyShield4",-27113,[18364],100,0,0,8881,""
155,"EvasionEnergyShield5",4606,"[18366,18363]",1,1,0,8881,""
156,"EvasionEnergyShield6",27103,[18365],1,0,0,8881,""
157,"Fire1",24180,[14884],-5,0,0,8881,""
158,"Fire2",-516,[481],40,0,0,8881,""
159,"Fire3",37,[18216],3,0,0,8881,""
160,"Fire4",-29223,[18217],50,0,0,8881,""
161,"Fire5",-10228,[18218],60,0,0,8881,""
162,"Fire6",6216,"[18219,18220]",1,100,0,8881,""
163,"Flask1",29214,"[10957,9959]",1,1,0,8881,""
164,"Flask2",-5630,[9954],1,0,0,8881,""
165,"Flask3",11869,[14902],1,0,0,8881,""
166,"Flask4",-24630,[3626],25,0,0,8881,""
167,"Flask5",20464,[4746],100,0,0,8881,""
168,"Flask6",10815,[13388],4,0,0,8881,""
169,"Fortify1",-27611,[17778],100,0,0,8881,""
170,"Fortify2",-14383,[17779],20,0,0,8881,""
171,"Fortify3",27173,[17780],-2,0,0,8881,""
172,"Fortify4",4710,[17781],4,0,0,8881,""
173,"Fortify5",28469,"[2757,14784]",100,-3,0,8881,""
174,"Fortify6",23472,[15051],-10,0,0,8881,""
175,"Impale1",-22241,[18310],10,0,0,8881,""
176,"Impale2",-9403,[20704],100,0,0,8881,""
177,"Impale3",29209,"[12627,12625]",40,40,0,8881,""
178,"Impale4",-22228,"[13091,12626]",4,10,0,8881,""
179,"Impale5",20273,[15125],20,0,0,8881,""
180,"Impale6",-28749,[18311],20,0,0,8881,""
181,"Leech1",-3284,[17661],5,0,0,8881,""
182,"Leech2",2249,[17662],40,0,0,8881,""
183,"Leech3",5995,[17663],25,0,0,8881,""
184,"Leech4",-11909,[17664],25,0,0,8881,""
185,"Leech5",-8238,[11933],100,0,0,8881,""
186,"Leech6",-12660,[17665],25,0,0,8881,""
187,"Life1",-1155,[17641],10,0,0,8881,""
188,"Life2",-31294,[17643],15,0,0,8881,""
189,"Life3",-17894,[123],30,0,0,8881,""
190,"Life4",31822,[17644],55,0,0,8881,""
191,"Life5",21468,[17645],90,0,0,8881,""
192,"Life6",-27082,[17646],15,0,0,8881,""
193,"Link1",-5721,[18508],1,0,0,8881,""
194,"Link2",26985,[15107],1,0,0,8881,""
195,"Link3",18365,[18131],1,0,0,8881,""
196,"Link4",-19477,[17734],1,0,0,8881,""
197,"Link5",-881,[17932],1,0,0,8881,""
198,"Link6",18435,[17735],1,0,0,8881,""
199,"Lightning1",-12490,[483],40,0,0,8881,""
200,"Lightning2",-1295,[18213],60,0,0,8881,""
201,"Lightning3",-14543,[16454],15,0,0,8881,""
202,"Lightning4",28569,[16794],10,0,0,8881,""
203,"Lightning5",-1473,[15305],1,0,0,8881,""
204,"Lightning6",20364,[18214],-1,0,0,8881,""
205,"Mace1",-28404,[14887],1,0,0,8881,""
206,"Mace2",17821,[14888],20,0,0,8881,""
207,"Mace3",12139,[14903],1,0,0,8881,""
208,"Mace4",22542,[14933],12,0,0,8881,""
209,"Mace5",-24545,[340],50,0,0,8881,""
210,"Mace6",16425,[2606],1,0,0,8881,""
211,"Mana1",2902,[131],300,0,0,8881,""
212,"Mana2",-9650,[12027],10,0,0,8881,""
213,"Mana3",-6472,[1072],10,0,0,8881,""
214,"Mana4",12119,[213],10,0,0,8881,""
215,"Mana5",-894,[3721],10,0,0,8881,""
216,"Mana6",-661,[14674],12,0,0,8881,""
217,"Mark1",2800,[17835],1,0,0,8881,""
218,"Mark2",-31505,[15128],1,0,0,8881,""
219,"Mark3",-16556,[15448],10,0,0,8881,""
220,"Mark4",-14695,[17836],1,0,0,8881,""
221,"Mark5",-13383,[12405],100,0,0,8881,""
222,"Mark6",23152,[17837],50,0,0,8881,""
223,"Mine1",29161,[10011],2,0,0,8881,""
224,"Mine2",-17713,[10012],-2,0,0,8881,""
225,"Mine3",18391,[10086],30,0,0,8881,""
226,"Mine4",21313,[20175],1,0,0,8881,18391
227,"Mine5",533,[15133],1,0,0,8881,""
228,"Mine6",6510,[15135],150,0,0,8881,""
229,"MinionDefence1",-4253,[10210],8,0,0,8881,""
230,"MinionDefence2",20153,[14869],1,0,0,8881,""
231,"MinionDefence3",15574,[3114],100,0,0,8881,""
232,"MinionDefence4",-7430,[4351],40,0,0,8881,""
233,"MinionDefence5",-22136,"[159,15080]",30,-15,0,8881,""
234,"MinionDefence6",-18900,[11421],5,0,0,8881,""
235,"MinionOffence1",-18107,[20705],50,0,0,8881,""
236,"MinionOffence2",9876,[14909],8,0,0,8881,""
237,"MinionOffence3",-25463,[9942],25,0,0,8881,""
238,"MinionOffence4",-23992,[2669],30,0,0,8881,""
239,"MinionOffence5",11723,[8110],250,0,0,8881,""
240,"MinionOffence6",-8357,[4409],20,0,0,8881,""
241,"Physical1",-2754,[1668],-60,0,0,8881,""
242,"Physical2",32255,[18337],10,0,0,8881,""
243,"Physical3",20173,[18336],1,0,0,8881,""
244,"Physical4",-26526,[18338],50,0,0,8881,""
245,"Physical5",18859,[15136],40,0,0,8881,""
246,"Physical6",-6526,[18339],6,0,0,8881,""
247,"Poison1",-30973,[11422],300,0,0,8881,""
248,"Poison2",-2639,[9055],20,0,0,8881,""
249,"Poison3",-20236,[11065],12,0,0,8881,""
250,"Poison4",-1272,[15250],1,0,0,8881,""
251,"Poison5",16264,[5208],3,0,0,8881,""
252,"Poison6",-13416,[15277],20,0,0,8881,""
253,"Projectile1",16644,[7123],20,0,0,8881,""
254,"Projectile2",2198,[7891],20,0,0,8881,""
255,"Projectile3",-13132,[15139],1,0,0,8881,""
256,"Projectile4",14813,[15138],1,0,0,8881,""
257,"Projectile5",1167,[15140],15,0,0,8881,""
258,"Projectile6",-21296,[15141],-15,0,0,8881,""
259,"Recovery1",19002,[17651],3,0,0,8881,""
260,"Recovery2",24305,[18333],1,0,0,8881,""
261,"Recovery3",6630,[17652],10,0,0,8881,""
262,"Recovery4",-29455,[16995],-50,0,0,8881,""
263,"Recovery5",16013,"[16433,17653]",1,6,0,8881,""
264,"Recovery6",-19883,[125],3000,0,0,8881,""
265,"Reservation1",28638,[15012],8,0,0,8881,""
266,"Reservation2",-31153,[18278],1,0,0,8881,""
267,"Reservation3",23621,[14675],20,0,0,8881,""
268,"Reservation4",-9065,[843],30,0,0,8881,""
269,"Reservation5",-4439,[15019],10,0,0,8881,""
270,"Reservation6",12046,[11603],50,0,0,8881,""
271,"Resistance1",19422,[17715],-65,0,0,8881,""
272,"Resistance2",4319,[17716],1,0,0,8881,""
273,"Resistance3",9074,[7895],1,0,0,8881,""
274,"Resistance4",-18729,"[5847,6396]",100,1,0,8881,""
275,"Resistance5",-11699,[12020],100,0,0,8881,""
276,"Resistance6",31331,"[17718,17717]",1,1,0,8881,""
277,"Shield1",-20273,[9189],30,0,0,8881,""
278,"Shield2",30612,[15040],1,0,0,8881,""
279,"Shield3",10059,[15041],1,0,0,8881,""
280,"Shield4",-15308,[9190],20,0,0,8881,""
281,"Shield5",-30234,[11372],2,0,0,8881,""
282,"Shield6",-20229,[11373],1,0,0,8881,""
283,"Staff1",-14673,"[15042,15043]",2,2,0,8881,""
284,"Staff2",28589,[15044],30,0,0,8881,""
285,"Staff3",-18287,[15045],8,0,0,8881,""
286,"Staff4",22149,"[21348,21349]",3,5,0,8881,""
287,"Staff5",9143,"[3228,5565]",100,0,0,8881,""
288,"Staff6",-303,[6937],60,0,0,8881,""
289,"Stun1",-13262,"[108,340]",-100,200,0,8881,""
290,"Stun2",-19884,[8041],20,0,0,8881,""
291,"Stun3",6906,[17681],50,0,0,8881,""
292,"Stun4",-12979,[17682],1,0,0,8881,""
293,"Stun5",18881,[17683],25,0,0,8881,""
294,"Stun6",4842,[17684],2000,0,0,8881,""
295,"Suppression1",-7089,[14713],3,0,0,8881,""
296,"Suppression2",7677,[17628],1,0,0,8881,""
297,"Suppression3",-23522,"[17629,17630]",-2,1,0,8881,""
298,"Suppression4",2474,[17631],-50,0,0,8881,""
299,"Suppression5",13757,"[17632,17635]",1,8,0,8881,""
300,"Suppression6",-20219,[17633],1,0,0,"",""
301,"Sword1",-17941,[9804],3,0,0,8881,""
302,"Sword2",-18237,[8411],20,0,0,8881,""
303,"Sword3",8018,[12751],8,0,0,8881,""
304,"Sword4",23247,[15146],1,0,0,8881,""
305,"Sword5",-14614,"[2380,614]",120,-20,0,8881,""
306,"Sword6",-11469,[223],50,0,0,8881,""
307,"Totem1",-5486,[10525],1,0,0,8881,""
308,"Totem2",27718,[15015],30,0,0,8881,""
309,"Totem3",12747,[15013],5,0,0,8881,""
310,"Totem4",-12531,[18903],100,0,0,8881,""
311,"Totem5",32279,[3038],4000,0,0,8881,""
312,"Totem6",16950,[15046],1,0,0,"",""
313,"Trap1",13257,[14037],5,0,0,8881,""
314,"Trap2",8298,[4156],8,0,0,8881,""
315,"Trap3",-15271,[948],5,0,0,8881,""
316,"Trap4",20694,[311],60,0,0,8881,""
317,"Trap5",763,[4736],30,0,0,8881,""
318,"Trap6",-22475,[15134],1,0,0,8881,""
319,"TwoHand1",-29954,[12585],3,0,0,8881,""
320,"TwoHand2",27095,[3401],40,0,0,8881,""
321,"TwoHand3",31564,"[15256,15257]",10,10,0,8881,""
322,"TwoHand4",31038,[15260],15,0,0,8881,""
323,"TwoHand5",1626,"[11552,70]",60,-10,0,8881,""
324,"TwoHand6",-5290,[15278],1,0,0,8881,""
325,"Wand1",16545,[15047],10,0,0,8881,""
326,"Wand2",26785,[15026],25,0,0,8881,""
327,"Wand3",-22996,[15049],1,0,0,8881,""
328,"Wand4",-4184,[11601],100,0,0,8881,""
329,"Wand5",15133,"[2690,2691]",50,50,0,8881,""
330,"Wand6",-2256,[15255],1,0,0,8881,""
331,"Warcry1",14206,[12289],1,0,0,8881,""
332,"Warcry2",23021,[12287],15,0,0,8881,""
333,"Warcry3",-5502,[10935],1,0,0,8881,""
334,"Warcry4",12916,[12115],1,0,0,8881,""
335,"Warcry5",-1542,[17713],1,0,0,8881,""
336,"Warcry6",14032,[17714],10,0,0,8881,""
337,"Banner5",-27422,[20469],8,0,0,8881,""
338,"Retaliation1",1915,[20553],80,0,0,8881,""
339,"Retaliation2",-28229,[20779],3000,0,0,8881,""
340,"Retaliation3",-17578,[20546],20,0,0,8881,""
341,"Retaliation4",5944,[20550],10,0,0,8881,""
342,"Retaliation5",23557,[20518],-40,0,0,8881,""
343,"Rage1",2498,[20563],1,0,0,8881,""
344,"Rage2",22300,[20561],1,0,0,8881,""
345,"Rage3",-16818,"[7454,12003]",7,20,0,8881,""
346,"Rage4",-8688,[20564],1,0,0,8881,""
347,"Rage5",10497,[20565],25,0,0,8881,""
348,"Rage6",19628,[17895],1,0,0,8881,""
349,"Tincture1",-21284,[20755],6,0,0,8881,""
350,"Tincture2",17267,[20756],30,0,0,8881,""
351,"Tincture3",8875,[20752],1,0,0,8881,""
352,"Tincture4",20111,[19320],10,0,0,8881,""
353,"Tincture5",26997,[20784],12,0,0,8881,""
