"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
10,27,3,"Page 4",[],[],[],"","",3,"","",[272],"","","",[387],[],387,[],4119,"","",0,"",-1342177280,2,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
11,27,4,"Page 5",[],[],[],"","",3,"","",[273],"","","",[388],[],388,[],4119,"","",0,"",-738197504,2,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
12,27,5,"Page 6",[],[],[],"","",3,"","",[274],"","","",[389],[],389,[],4119,"","",0,"",-134217728,2,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
13,27,6,"Page 7",[],[],[],"","",3,"","",[275],"","","",[390],[],390,[],4119,"","",0,"",469762048,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
14,27,7,"Page 8",[],[],[],"","",3,"","",[276],"","","",[391],[],391,[],4119,"","",0,"",1073741824,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
15,27,8,"Page 9",[],[],[],"","",3,"","",[277],"","","",[392],[],392,[],4119,"","",0,"",1677721600,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
16,27,9,"Page 10",[],[],[],"","",3,"","",[278],"","","",[393],[],393,[],4119,"","",0,"",-1979711488,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
17,27,10,"Page 11",[],[],[],"","",3,"","",[279],"","","",[394],[],394,[],4119,"","",0,"",-1342177280,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
18,27,11,"Page 12",[],[],[],"","",3,"","",[280],"","","",[395],[],395,[],4119,"","",0,"",-704643072,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
19,27,12,"Page 13",[],[],[],"","",3,"","",[281],"","","",[396],[],396,[],4119,"","",0,"",-67108864,3,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
20,27,13,"Page 14",[],[],[],"","",3,"","",[282],"","","",[397],[],397,[],4119,"","",0,"",570425344,4,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
21,27,14,"Page 15",[],[],[],"","",3,"","",[283],"","","",[398],[],398,[],4119,"","",0,"",1207959552,4,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
22,27,15,"Page 16",[],[],[],"","",3,"","",[284],"","","",[383],[],383,[],4119,"","",0,"",1845493760,4,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
23,170,0,"Introduction",[],[],[2752],"",2752,3,"",2752,[12815],"","","",[],[],4119,[],4119,"","",0,"",-1912602624,4,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
24,170,1,"The Temple",[],[],[2753],"","",3,"",2753,[12816],"","","",[],[],4119,[],4119,"","",0,"",-973078528,4,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
25,170,2,"Chaos",[],[],[2754],"","",3,"",2754,[12817],"","","",[],[],4119,[],4119,"","",0,"",-201326592,4,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
26,214,0,"Introduction",[],[],[934],"",934,3,"",934,"[9404,9405,9406,9407,9408,9409,9410]","","","",[],[],4119,[],4119,"","",0,"",1946157056,5,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
27,214,1,"Cadiro",[],[],[910],"","",3,"",910,[9399],"","","",[],[],4119,[],4119,"","",0,"",-1543503872,5,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
28,214,2,"Chitus",[893],[],[912],"","",3,"",912,[9402],"","","",[],[],4119,[],4119,"","",0,"",-469762048,5,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
29,214,3,"The Perandus Family",[936],[],[893],"","",3,"",893,[9401],"","","",[],[],4119,[],4119,"","",0,"",1040187392,6,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
30,214,4,"Prospero",[910],[],[936],"","",3,"",936,[9400],"","","",[],[],4119,[],4119,"","",0,"",-2113929216,6,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
31,214,5,"Niko",[],[],[2152],"","",3,"",2152,[9403],"","","",[],[68],4119,[],4119,"","",0,"",-1308622848,6,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
32,214,6,"Einhar",[],[],[2153],"","",3,"",2153,[9412],"","","",[],[606],4119,[],4119,"","",0,"",-436207616,6,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
33,214,7,"Alva",[],[],[2154],"","",3,"",2154,[9411],"","","",[],[112],4119,[],4119,"","",0,"",369098752,7,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
34,214,8,"Tane",[],[],[2155],"","",3,"",2155,[9413],"","","",[],[660],4119,[],4119,"","",0,"",1174405120,7,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
35,214,9,"Jun",[],[],[2159],"","",3,"",2159,[9414],"","","",[],[592],4119,[],4119,"","",0,"",1946157056,7,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
36,214,10,"Zana",[],[],[2160],"","",3,"",2160,[9415],"","","",[],[1207],4119,[],4119,"","",0,"",-1543503872,7,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
37,214,11,"[DNT] Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-738197504,7,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
38,214,12,"Trade Divination Cards",[],[],[],"","",19,"",72,[],"","","",[],[1163],4119,[],4119,"","",1,"",201326592,8,0,52,5,"",51,[],51,"",0,"","",0,-16843010,-16843010
39,234,0,"Introduction",[],[],[],"","",3,"","",[632],"","","","[69,125]",[],125,[112],125,"","",0,"",738197504,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
40,234,1,"Introduction",[],[],[],"","",3,"","",[296],"","","",[69],[112],69,[],69,"","",0,"",1140850688,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
41,234,2,"Einhar",[],[],[],"","",3,"","",[311],"","","",[70],[],70,[],4119,"","",0,"",1476395008,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
42,234,3,"The First Ones",[],[],[],"","",3,"","",[312],"","","",[110],[],110,[],4119,"","",0,"",-1946157056,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
43,234,4,"Trading",[],[],[],"","",3,"","",[314],"","","",[111],[409],111,[],4119,"","",0,"",-1241513984,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
44,234,5,"The Menagerie",[],[],[],"","",3,"","",[306],"","","",[409],[112],409,[],409,"","",0,"",-335544320,8,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
45,234,6,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",6,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1711276032,9,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
46,234,7,"Visit Menagerie",[],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",6,"","",[],"","","",[],[409],1,[],4119,"","",0,"",1040187392,10,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
47,234,8,"Saqawal, First of the Sky",[],[],[],"","",3,"","",[316],"","","",[117],[113],117,[],4119,"","",0,"",-1946157056,10,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
48,234,9,"Farrul, First of the Plains",[],[],[],"","",3,"","",[317],"","","",[118],[114],118,[],4119,"","",0,"",-570425344,10,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
49,234,10,"Craiceann, First of the Deep",[],[],[],"","",3,"","",[318],"","","",[119],[115],119,[],4119,"","",0,"",838860800,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
50,234,11,"Fenumus, First of the Night",[],[],[],"","",3,"","",[319],"","","",[120],[116],120,[],4119,"","",0,"",-2080374784,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
51,235,0,"Introduction",[],[],[],"","",3,"","",[296],"","","",[69],[],69,[],69,"","",0,"",-1744830464,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
52,235,1,"Saqawal, First of the Sky",[],[],[],"","",3,"","",[316],"","","",[117],[113],117,[117],117,"","",0,"",-1275068416,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
53,235,2,"Farrul, First of the Plains",[],[],[],"","",3,"","",[317],"","","",[118],[114],118,[118],118,"","",0,"",-805306368,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
54,235,3,"Craiceann, First of the Deep",[],[],[],"","",3,"","",[318],"","","",[119],[115],119,[119],119,"","",0,"",-335544320,11,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
55,235,4,"Fenumus, First of the Night",[],[],[],"","",3,"","",[319],"","","",[120],[116],120,[120],120,"","",0,"",134217728,12,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
56,235,5,"The Menagerie",[1935],[],[],"","",3,"","",[306],"","","",[409],[112],409,[],409,"","",0,"",805306368,12,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
57,235,6,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",6,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",805306368,12,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
58,235,7,"Visit Menagerie",[1935],[],[],"triggerer.OpenMenageriePortal(); triggerer.FinishNPCChat();","",6,"","",[],"","","",[],"[112,409]",1,[],4119,"","",0,"",1275068416,12,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
59,236,0,"Introduction",[],[],[3136],"",3136,3,"",3136,[10120],"","","",[],[],4119,[],4119,"","",0,"",1811939328,12,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
60,236,1,"The Village",[],[],[3133],"","",3,"",3133,[10122],"","","",[],[],4119,[],4119,"","",0,"",-1509949440,12,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
61,236,2,"The Count",[],[],[3134],"","",3,"",3134,[10123],"","","",[],[],4119,[],4119,"","",0,"",-603979776,12,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
62,236,3,"Locals",[],[],[3135],"","",3,"",3135,[10124],"","","",[],[],4119,[],4119,"","",0,"",201326592,13,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
63,236,4,"Hunt for the Crowbell",[],[],[],"SetStateTo( hunt_engaged, 1 );","",6,"",72,[10121],"","","",[],[],4119,[],4119,"","",0,"",-1979711488,13,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
64,238,0,"Introduction",[],[],[2924],"",2924,3,"",2924,"[9946,9947]","","","",[],[],4119,[],4119,"","",0,"",-1174405120,13,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
65,238,1,"Mercy for the Miller Reward",[2934],[2936],[2935],"",2935,7,0,72,[],"","","",[],[],4119,[],4119,"","",0,"",603979776,14,16777216,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
66,238,2,"Clearfell",[],"[2931,0]",[3032],"","",3,"",3032,[9957],"","","",[],[],4119,[],4119,"","",0,"",2046820352,14,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
67,238,3,"Ogham",[],[],[3037],"","",3,"",3037,[9964],"","","",[],[],4119,[],4119,"","",0,"",-1476395008,14,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
68,238,4,"Fatherhood",[2891],[],[3039],"","",3,"",3039,"[9966,9967]","","","",[],[],4119,[],4119,"","",0,"",0,15,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
69,238,5,"The Grelwood",[2893],[2902],[3042],"","",3,"",3042,"[9969,9970]","","","",[],[],4119,[],4119,"","",0,"",1811939328,15,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
70,238,6,"Cemetery of the Eternals",[2896],[],[3043],"","",3,"",3043,[9977],"","","",[],[],4119,[],4119,"","",0,"",-805306368,15,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
71,238,7,"The Hooded One",[3053],[],[3044],"",3044,3,"",3044,"[9972,9971]","","","",[],[],4119,[],4119,"","",0,"",805306368,16,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
72,238,8,"Home",[3053],[2902],[3046],"","",3,"",3046,"[9978,9979]","","","",[],[],4119,[],4119,"","",0,"",-1946157056,16,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
73,238,9,"Finn",[2900],[],[3036],"","",3,"",3036,[9960],"","","",[],[],4119,[],4119,"","",0,"",-939524096,16,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
74,238,10,"Twisted Animals",[2900],[3000],[3045],"","",3,"",3045,[9968],"","","",[],[],4119,[],4119,"","",0,"",704643072,17,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
75,238,11,"Una's Music",[2940],[],[3035],"","",3,"",3035,[9962],"","","",[],[],4119,[],4119,"","",0,"",1946157056,17,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
76,238,12,"The Count",[3151],[3000],[3040],"","",3,"",3040,[9981],"","","",[],[],4119,[],4119,"","",0,"",-1275068416,17,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
77,238,13,"The Village",[3000],[],[3047],"","",3,"",3047,[9980],"","","",[],[],4119,[],4119,"","",0,"",-469762048,17,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
78,238,14,"Count Geonor",[3000],[],[3041],"","",3,"",3041,[9984],"","","",[],[],4119,[],4119,"","",0,"",805306368,18,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
79,238,15,"Onwards",[3001],[],[3352],"",3352,3,"",3352,"[9982,9983]","","","",[],[],4119,[],4119,"","",0,"",-2113929216,18,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
80,238,16,"The Devourer",[],[2926],[2925],"",2925,6,"",2925,[9948],"","","",[],[],4119,[],4119,"","",0,"",-838860800,18,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
81,238,17,"Devourer Slain",[2931],[2929],[2926],"",2926,6,"",72,[9949],"","","",[],[],4119,[],4119,"","",0,"",771751936,19,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
82,238,18,"Treacherous Ground Reward",[2926],[2929],[2927],"",2927,7,1,72,[],"","","",[],[],4119,[],4119,"","",0,"",-1811939328,19,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
83,238,19,"Runed Spikes","[3007,0,0]",[2948],[2948],"",2948,6,"",2948,[9951],"","","",[],[],4119,[],4119,"","",0,"",268435456,20,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
84,238,20,"Take the Runed Spikes",[2948],"[2949,0]",[3088],"",3088,7,2,72,[],"","","",[],[],4119,[],4119,"","",0,"",2113929216,20,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
85,238,21,"The Mad Wolf","[2902,0]",[3000],[2995],"",2995,6,"",2995,[9955],"","","",[],[],4119,[],4119,"","",0,"",-369098752,20,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
86,238,22,"Renly's Tools",[2957],[],[4943],"",4943,6,"",4943,"[9974,9973]","","","",[],[],4119,[4026],4119,"","",0,"",1275068416,21,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
87,238,23,"Tools Found",[4942],[],[],"globals.craftingbench.DirtyTransition(); globals.enabledisable.DirtyStateMachine();","",6,"","","[9976,9975]","","","",[4026],[],4026,[],4026,"","",0,"",1140850688,22,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
88,238,24,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",2,"",1778384896,22,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
89,238,25,"Death of the Count",[3000],[3003],[3003],"",3003,3,"",3003,[9956],"","","",[],[],4119,[],4119,"","",0,"",-637534208,22,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
90,238,26,"The Miller",[2935],[],[4951],"","",3,"",4951,[9965],"","","",[],[],4119,[],4119,"","",0,"",570425344,23,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
91,244,0,"Introduction",[],[],[3005],"",3005,3,"",3005,"[9910,9911,9912,9913]","","","",[],[],4119,[],4119,"","",0,"",1912602624,23,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
92,244,1,"Clearfell",[],"[2958,0]",[3026],"","",3,"",3026,[9926],"","","",[],[],4119,[],4119,"","",0,"",-1308622848,23,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
93,244,2,"Renly",[3051],[],[3024],"","",3,"",3024,[9923],"","","",[],[],4119,[],4119,"","",0,"",-268435456,23,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
94,244,3,"Count Geonor",[2995],[3000],[3030],"","",3,"",3030,"[9918,9917]","","","",[],[],4119,[],4119,"","",0,"",1073741824,24,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
95,244,4,"Home",[2891],[],[3147],"","",3,"",3147,[9930],"","","",[],[],4119,[],4119,"","",0,"",1879048192,24,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
96,244,5,"The Devourer",[2931],[2902],[3022],"","",3,"",3022,[9914],"","","",[],[],4119,[],4119,"","",0,"",-1342177280,24,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
97,244,6,"The Grelwood",[2893],[2902],[3146],"","",3,"",3146,[9928],"","","",[],[],4119,[],4119,"","",0,"",-268435456,24,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
98,244,7,"Finn",[2894],[],[3023],"","",3,"",3023,[9924],"","","",[],[],4119,[],4119,"","",0,"",536870912,25,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
99,244,8,"Cemetery of the Eternals",[4701],[],[3029],"","",3,"",3029,[9929],"","","",[],[],4119,[],4119,"","",0,"",1342177280,25,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
100,244,9,"The Hooded One",[2940],[],[3025],"","",3,"",3025,[9921],"","","",[],[],4119,[],4119,"","",0,"",-2147483648,25,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
101,244,10,"Leitis",[3353],[],[3453],"","",3,"",3453,[9925],"","","",[],[],4119,[],4119,"","",0,"",-1073741824,25,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
102,244,11,"Death of the Count",[3000],[3031],[3031],"",3031,3,"",3031,"[9920,9919]","","","",[],[],4119,[],4119,"","",0,"",268435456,26,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
103,244,12,"Clearfell",[3000],[],[3028],"","",3,"",3028,[9927],"","","",[],[],4119,[],4119,"","",0,"",1073741824,26,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
104,244,13,"Secrets in the Dark",[],"[2957,0]",[2941],"",2941,6,"",2941,"[11829,11828]","","","",[],[],4119,[],4119,"","",0,"",-1174405120,26,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
105,244,14,"Secrets in the Dark",[2948],[2957],[3450],"",3450,6,"",3450,[11837],"","","",[],[],4119,[],4119,"","",0,"",-100663296,26,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
106,244,15,"The Lost Lute",[2900],"[2940,0]",[2961],"",2961,6,"",2961,[9915],"","","",[],[],4119,[],4119,"","",0,"",1744830464,27,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
107,244,16,"Lost Lute Found",[2939],[],[2940],"DirtyTransition();",2940,6,"",2940,[9916],"","","",[],[],4119,[],4119,"","",0,"",-503316480,27,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
108,244,17,"The Lost Lute Reward",[2940],[3128],[3123],"",3123,7,3,72,[],"","","",[],[],4119,[],4119,"","",0,"",1040187392,28,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
109,244,18,"<italic>{A Siren's Call}",[2940],[],[],"triggerer.FinishNPCChat();","",21,"",72,"[9932,9933]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaMerveil.ogg\"" );","","",[],[],4119,[],4119,"","",0,"",2080374784,29,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
110,244,19,"<italic>{Lord of the Trial}",[2940],[],[],"triggerer.FinishNPCChat();","",21,"",72,"[9934,9935]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaIzaro.ogg\"" );","","",[],[],4119,[],4119,"","",0,"",-2080374784,30,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
111,244,20,"<italic>{Lioneye}",[2940],[],[],"triggerer.FinishNPCChat();","",21,"",72,"[9936,9937,9938]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaLioneyes.ogg\"" );","","",[],[],4119,[],4119,"","",0,"",-1912602624,31,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
112,244,21,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1912602624,31,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
113,244,22,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1241513984,31,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
114,244,23,"Agnar",[3455],[],[4861],"","",3,"",4861,[11832],"","","",[],[],4119,[],4119,"","",0,"",-134217728,31,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
115,244,24,"Ervig",[4722],[4663],[2884],"","",3,"",2884,[11849],"","","",[],[],4119,[],4119,"","",0,"",1174405120,32,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
116,244,25,"Ervig",[4663],[],[2885],"","",3,"",2885,[11850],"","","",[],[],4119,[],4119,"","",0,"",1979711488,32,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
117,250,0,"The Count's Binding",[],[],"[4701,0]","",4701,6,"",4701,[11839],"","","",[],[],4119,[],4119,"","",0,"",-805306368,32,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
118,250,1,"Count Lachlann's Ring",[4706],[],[4707],"",4707,6,"",4707,[11842],"PlayInterlude( \""Audio/Music/A1/A1_Encampment/A1_Encampment_HealSin\"", 0.5 );","","",[],[],4119,[],4119,"","",0,"",-939524096,33,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
119,250,2,"Use Ring",[4707],[4718],[4718],"DirtyStateMachine();\r\ntriggerer.FinishNPCChat();",4718,6,"",4718,[],"","","",[],[],4119,[],4119,"","",0,"",1879048192,34,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
120,250,3,"The Seed",[4711],[],[4713],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.hooded_one_injured );",4713,6,"",4713,[11845],"","","",[],[],4119,[],4119,"","",0,"",1744830464,35,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
121,250,4,"Find the Seed",[4712],[],[4710],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.hooded_one_injured );",4710,6,"",4710,[11846],"SetGlobalAudioParam( MusicInterlude, 1 );","","",[],[],4119,[],4119,"","",0,"",201326592,36,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
122,250,5,"The Lost Lute",[2900],"[2940,0]",[2961],"",2961,6,"",2961,[9915],"","","",[],[],4119,[],4119,"","",0,"",1543503872,36,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
123,250,6,"Lost Lute Found",[2939],[],[2940],"",2940,6,"",2940,[9916],"","","",[],[],4119,[],4119,"","",0,"",-1946157056,36,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
124,250,7,"The Lost Lute Reward",[2940],[3128],[3123],"",3123,7,3,72,[],"","","",[],[],4119,[],4119,"","",0,"",-1140850688,36,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
125,250,8,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1140850688,36,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
126,250,9,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1073741824,36,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
127,250,10,"Clearfell",[],"[2958,0]",[3026],"","",3,"",3026,[9926],"","","",[],[],4119,[],4119,"","",0,"",67108864,37,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
128,250,11,"Renly",[3051],[],[3024],"","",3,"",3024,[9923],"","","",[],[],4119,[],4119,"","",0,"",872415232,37,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
129,250,12,"Count Geonor",[2995],[3000],[3030],"","",3,"",3030,"[9918,9917]","","","",[],[],4119,[],4119,"","",0,"",-2080374784,37,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
130,250,13,"Home",[2891],[],[3147],"","",3,"",3147,[9930],"","","",[],[],4119,[],4119,"","",0,"",-1275068416,37,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
