"rownum","InfluenceMod","UpgradedMod","bool"
204,21152,25085,1
205,21153,21154,""
206,21154,25086,1
207,21155,21156,""
208,21156,25087,1
209,21157,21158,""
210,21158,21159,""
211,21159,25088,1
212,21160,21161,""
213,21161,21162,""
214,21162,25089,1
215,21163,21164,""
216,21164,21165,""
217,21165,25090,1
218,21166,21167,""
219,21167,21168,""
220,21168,25091,1
221,21169,21170,""
222,21170,21171,""
223,21171,25092,1
224,21172,25093,1
225,21173,21174,""
226,21174,25094,1
227,21175,25095,1
228,21176,25096,1
229,21177,25097,1
230,14805,14806,""
231,14806,14807,""
232,14807,25098,1
233,14808,14809,""
234,14809,14810,""
235,14810,25099,1
236,14811,14812,""
237,14812,14813,""
238,14813,25100,1
239,14814,25101,1
240,14815,14816,""
241,14816,14817,""
242,14817,25102,1
243,14818,14819,""
244,14819,14820,""
245,14820,25103,1
246,14821,14822,""
247,14822,14823,""
248,14823,25104,1
249,14824,25105,1
250,14829,14830,""
251,14830,14831,""
252,14831,25108,1
253,14832,14833,""
254,14833,14834,""
255,14834,25109,1
256,14835,14836,""
257,14836,14837,""
258,14837,25110,1
259,14838,14839,""
260,14839,14840,""
261,14840,25111,1
262,14841,14842,""
263,14842,14843,""
264,14843,25112,1
265,14844,14845,""
266,14845,14846,""
267,14846,25113,1
268,14847,14848,""
269,14848,14849,""
270,14849,25114,1
271,14850,14851,""
272,14851,25115,1
273,14854,14855,""
274,14855,14856,""
275,14856,25116,1
276,14857,14858,""
277,14858,25117,1
278,14859,14860,""
279,14860,14861,""
280,14861,25118,1
281,14862,14863,""
282,14863,14864,""
283,14864,25119,1
284,14865,14866,""
285,14866,14867,""
286,14867,25120,1
287,18332,18333,""
288,18333,25121,1
289,18346,18347,""
290,18347,25122,1
291,18361,18362,""
292,18362,25123,1
293,18377,18378,""
294,18378,25124,1
295,20982,20983,""
296,20983,20984,""
297,20984,25125,1
298,21027,21028,""
299,21028,25126,1
300,21031,21032,""
301,21032,25128,1
302,21033,21034,""
303,21034,25129,1
304,21035,21036,""
305,21036,25130,1
306,21037,25131,1
307,21038,25132,1
308,21039,21040,""
309,21040,21041,""
310,21041,25133,1
311,21042,21043,""
312,21043,21044,""
313,21044,25134,1
314,21045,25135,1
315,21046,21047,""
316,21047,21048,""
317,21048,25136,1
318,21049,21050,""
319,21050,21051,""
320,21051,25137,1
321,21052,21053,""
322,21053,21054,""
323,21054,25138,1
324,21055,21056,""
325,21056,21057,""
326,21057,25139,1
327,21058,25140,1
328,21059,21060,""
329,21060,25141,1
330,21061,25142,1
331,21062,21063,""
332,21063,25143,1
333,21064,21065,""
334,21065,25144,1
335,21066,21067,""
336,21067,25145,1
337,21068,21069,""
338,21069,25146,1
339,21070,21071,""
340,21071,25147,1
341,21072,21073,""
342,21073,21074,""
343,21074,25148,1
344,21075,21076,""
345,21076,25149,1
346,21077,21078,""
347,21078,25150,1
348,21079,25151,1
349,21080,25152,1
350,21081,25153,1
351,21082,25154,1
352,21083,21084,""
353,21084,25155,1
354,21086,21087,""
355,21087,25156,1
356,21088,21089,""
357,21089,25157,1
358,21090,21091,""
359,21091,25158,1
360,21092,21093,""
361,21093,25159,1
362,21094,21095,""
363,21095,25160,1
364,21096,21097,""
365,21097,25161,1
366,21314,25162,1
367,14767,25163,1
368,14768,25164,1
369,14769,25165,1
370,14770,25166,1
371,14771,25167,1
372,14772,25168,1
373,14773,25169,1
374,14774,14775,""
375,14775,14776,""
376,14776,25170,1
377,14777,14778,""
378,14778,14779,""
379,14779,25171,1
380,14780,14781,""
381,14781,14782,""
382,14782,25172,1
383,14783,14784,""
384,14784,14785,""
385,14785,25173,1
386,14786,14787,""
387,14787,25174,1
388,14788,14789,""
389,14789,25175,1
390,14790,14791,""
391,14791,14792,""
392,14792,25176,1
393,14793,14794,""
394,14794,14795,""
395,14795,25177,1
396,14796,14797,""
397,14797,14798,""
398,14798,25178,1
399,14799,14800,""
400,14800,14801,""
401,14801,25179,1
402,14802,25180,1
403,14803,25181,1
404,14804,25182,1
405,20956,25183,1
406,20957,25184,1
407,20958,20959,""
408,20959,25185,1
409,20962,20963,""
410,20963,25187,1
411,20964,20965,""
412,20965,25188,1
413,20966,20967,""
414,20967,20968,""
415,20968,25189,1
416,20969,20970,""
417,20970,20971,""
418,20971,25190,1
419,20972,20973,""
420,20973,20974,""
421,20974,25191,1
422,20975,20976,""
423,20976,25192,1
424,20977,25193,1
425,20978,25194,1
426,20979,25195,1
427,20980,20981,""
428,20981,25196,1
429,20985,20986,""
430,20986,25197,1
431,20987,20988,""
432,20988,25198,1
433,20989,20990,""
434,20990,25199,1
435,20993,25200,1
436,20994,25201,1
437,20995,25202,1
438,20996,20997,""
439,20997,25203,1
440,20998,20999,""
441,20999,25204,1
442,21000,25205,1
443,21001,21002,""
444,21002,21003,""
445,21003,25206,1
446,21004,21005,""
447,21005,21006,""
448,21006,25207,1
449,21007,21008,""
450,21008,25208,1
451,21009,21010,""
452,21010,25209,1
453,21011,25210,1
454,21012,25211,1
455,21013,21014,""
456,21014,25212,1
457,21015,21016,""
458,21016,25213,1
459,21017,21018,""
460,21018,21019,""
461,21019,25214,1
462,21020,25215,1
463,21021,21022,""
464,21022,25216,1
465,21023,21024,""
466,21024,25217,1
467,21025,21026,""
468,21026,25218,1
469,21182,21183,""
470,21183,25000,1
471,14825,25106,1
472,24977,24977,1
473,24978,24978,1
474,24979,24979,1
475,24980,24980,1
476,24981,24981,1
477,24982,24982,1
478,24983,24983,1
479,24984,24984,1
480,24985,24985,1
481,24986,24986,1
482,24987,24987,1
483,24988,24988,1
484,24989,24989,1
485,24990,24990,1
486,24991,24991,1
487,24992,24992,1
488,24993,24993,1
489,24994,24994,1
490,24995,24995,1
491,24996,24996,1
492,24997,24997,1
493,24998,24998,1
494,25001,25001,1
495,25002,25002,1
496,25003,25003,1
497,25004,25004,1
498,25005,25005,1
499,25006,25006,1
500,25007,25007,1
501,25008,25008,1
502,25009,25009,1
503,25010,25010,1
504,25011,25011,1
505,25012,25012,1
506,25013,25013,1
507,25014,25014,1
508,25015,25015,1
509,25016,25016,1
510,25017,25017,1
511,25018,25018,1
512,25019,25019,1
513,25020,25020,1
514,25021,25021,1
515,25022,25022,1
516,25023,25023,1
517,25024,25024,1
518,25025,25025,1
519,25027,25027,1
520,25028,25028,1
521,25029,25029,1
522,25030,25030,1
523,25031,25031,1
524,25032,25032,1
525,25033,25033,1
526,25034,25034,1
527,25035,25035,1
528,25036,25036,1
529,25038,25038,1
530,25039,25039,1
531,25040,25040,1
532,25041,25041,1
533,25042,25042,1
534,25043,25043,1
535,25044,25044,1
536,25045,25045,1
537,25046,25046,1
538,25047,25047,1
539,25048,25048,1
540,25049,25049,1
541,25050,25050,1
542,25051,25051,1
543,25052,25052,1
544,25053,25053,1
545,25054,25054,1
546,25055,25055,1
547,25056,25056,1
548,25057,25057,1
549,25058,25058,1
550,25059,25059,1
551,25061,25061,1
552,25062,25062,1
553,25063,25063,1
554,25064,25064,1
555,25065,25065,1
556,25066,25066,1
557,25067,25067,1
558,25068,25068,1
559,25069,25069,1
560,25070,25070,1
561,25071,25071,1
562,25072,25072,1
563,25073,25073,1
564,25074,25074,1
565,25075,25075,1
566,25076,25076,1
567,25077,25077,1
568,25078,25078,1
569,25079,25079,1
570,25080,25080,1
571,25081,25081,1
572,25082,25082,1
573,25084,25084,1
574,25085,25085,1
575,25086,25086,1
576,25087,25087,1
577,25088,25088,1
578,25089,25089,1
579,25090,25090,1
580,25091,25091,1
581,25092,25092,1
582,25093,25093,1
583,25094,25094,1
584,25095,25095,1
585,25096,25096,1
586,25097,25097,1
587,25098,25098,1
588,25099,25099,1
589,25100,25100,1
590,25101,25101,1
591,25102,25102,1
592,25103,25103,1
593,25104,25104,1
594,25105,25105,1
595,25108,25108,1
596,25109,25109,1
597,25110,25110,1
598,25111,25111,1
599,25112,25112,1
600,25113,25113,1
601,25114,25114,1
602,25115,25115,1
603,25116,25116,1
604,25117,25117,1
605,25118,25118,1
606,25119,25119,1
607,25120,25120,1
608,25121,25121,1
609,25122,25122,1
610,25123,25123,1
611,25124,25124,1
612,25125,25125,1
613,25126,25126,1
614,25128,25128,1
615,25129,25129,1
616,25130,25130,1
617,25131,25131,1
618,25132,25132,1
619,25133,25133,1
620,25134,25134,1
621,25135,25135,1
622,25136,25136,1
623,25137,25137,1
624,25138,25138,1
625,25139,25139,1
626,25140,25140,1
627,25141,25141,1
628,25142,25142,1
629,25143,25143,1
630,25144,25144,1
631,25145,25145,1
632,25146,25146,1
633,25147,25147,1
634,25148,25148,1
635,25149,25149,1
636,25150,25150,1
637,25151,25151,1
638,25152,25152,1
639,25153,25153,1
640,25154,25154,1
641,25155,25155,1
642,25156,25156,1
643,25157,25157,1
644,25158,25158,1
645,25159,25159,1
646,25160,25160,1
647,25161,25161,1
648,25162,25162,1
649,25163,25163,1
650,25164,25164,1
651,25165,25165,1
652,25166,25166,1
653,25167,25167,1
654,25168,25168,1
655,25169,25169,1
656,25170,25170,1
657,25171,25171,1
658,25172,25172,1
659,25173,25173,1
660,25174,25174,1
661,25175,25175,1
662,25176,25176,1
663,25177,25177,1
664,25178,25178,1
665,25179,25179,1
666,25180,25180,1
667,25181,25181,1
668,25182,25182,1
669,25183,25183,1
670,25184,25184,1
671,25185,25185,1
672,25187,25187,1
673,25188,25188,1
674,25189,25189,1
675,25190,25190,1
676,25191,25191,1
677,25192,25192,1
678,25193,25193,1
679,25194,25194,1
680,25195,25195,1
681,25196,25196,1
682,25197,25197,1
683,25198,25198,1
684,25199,25199,1
685,25200,25200,1
686,25201,25201,1
687,25202,25202,1
688,25203,25203,1
689,25204,25204,1
690,25205,25205,1
691,25206,25206,1
692,25207,25207,1
693,25208,25208,1
694,25209,25209,1
695,25210,25210,1
696,25211,25211,1
697,25212,25212,1
698,25213,25213,1
699,25214,25214,1
700,25215,25215,1
701,25216,25216,1
702,25217,25217,1
703,25218,25218,1
704,25000,25000,1
705,25106,25106,1
706,21146,21148,""
707,21148,25083,1
708,20960,20961,""
709,20961,25186,1
710,21029,21030,""
711,21030,25127,1
712,21100,21101,""
713,21101,25060,1
