"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem","rid"
45,"Bleeding5",38703,[15151],3,0,0,8881,""
46,"Blind1",43524,[14806],40,0,0,8881,""
47,"Blind2",7831,[976],100,0,0,8881,""
48,"Blind3",57463,[3659],60,0,0,8881,""
49,"Blind4",12100,[3481],100,0,0,8881,""
50,"Block1",55013,[490],2,0,0,8881,""
51,"Block2",44840,[8186],2,0,0,8881,""
52,"Block3",23442,"[1362,1363]",20,20,0,8881,""
53,"Block4",4500,[15183],3,0,0,8881,""
54,"Block5",41322,[14568],3,0,0,8881,""
55,"Bow1",59634,[7476],100,0,0,8881,""
56,"Bow2",45512,[9865],20,0,0,8881,""
57,"Bow3",42952,[11100],100,0,0,8881,""
58,"Bow4",26894,[13273],100,0,0,8881,""
59,"Bow5",36967,[15538],100,0,0,8881,""
60,"Bow6",56951,[15539],1,0,0,8881,""
61,"Brand1",37186,[14906],10,0,0,8881,""
62,"Brand2",5907,[14964],30,0,0,8881,""
63,"Brand3",20630,[12089],1,0,0,8881,""
64,"Brand4",39863,[8602],50,0,0,8881,""
65,"Brand5",32877,[8429],2,0,0,8881,""
66,"Brand6",46672,[8580],40,0,0,8881,""
67,"Caster1",48358,[14933],30,0,0,8881,""
68,"Caster2",33089,[17703],25,0,0,8881,""
69,"Caster3",61071,[17704],6,0,0,8881,""
70,"Caster4",50906,[11443],1,0,0,8881,""
71,"Caster5",27401,[8988],1,0,0,8881,""
72,"Caster6",23471,[17705],25,0,0,8881,""
73,"Chaos1",50933,[17854],1,0,0,8881,""
74,"Chaos2",59574,"[10689,14908]",1,10,0,8881,""
75,"Chaos3",1727,[944],1,0,0,8881,""
76,"Chaos4",21652,[484],40,0,0,8881,""
77,"Chaos5",28678,[17853],10,0,0,8881,""
78,"Chaos6",65015,[18165],5,0,0,8881,""
79,"Charges1",28720,[14909],1,0,0,8881,""
80,"Charges2",48661,[14910],1,0,0,8881,""
81,"Charges3",14100,[14911],1,0,0,8881,""
82,"Charges4",29652,[14939],100,0,0,8881,""
83,"Charges5",40307,[9540],3,0,0,8881,""
84,"Charges6",19142,[4132],1,0,0,8881,""
85,"Claw1",40041,"[18387,18388]",25,25,0,8881,""
86,"Claw2",7389,[18391],1,0,0,8881,""
87,"Claw3",36475,[18389],60,0,0,8881,""
88,"Claw4",4516,[18390],10,0,0,8881,""
89,"Claw5",2823,[18404],50,0,0,8881,""
90,"Claw6",22056,[15320],40,0,0,8881,""
91,"Cold1",4116,[482],40,0,0,8881,""
92,"Cold2",13267,[18146],10,0,0,8881,""
93,"Cold3",38814,[17779],20,0,0,8881,""
94,"Cold4",33129,[942],1,0,0,8881,""
95,"Cold5",19495,[17780],10,0,0,8881,""
96,"Cold6",26782,[17774],5,0,0,8881,""
97,"Criticals1",9986,[12569],50,0,0,8881,""
98,"Criticals2",2987,[14934],25,0,0,8881,""
99,"Criticals3",59734,[14950],100,0,0,8881,""
100,"Criticals4",38070,[14962],3,0,0,8881,""
101,"Criticals5",61534,[97],30,0,0,8881,""
102,"Criticals6",52684,[4115],150,0,0,8881,""
103,"Curse1",13382,[14912],20,0,0,8881,""
104,"Curse2",43250,[17308],-40,0,0,8881,""
105,"Curse3",45691,[12064],1,0,0,8881,""
106,"Curse4",35426,[12199],20,0,0,8881,""
107,"Curse5",34663,[11487],1,0,0,8881,""
108,"Curse6",18130,"[17354,17353]",1,1,0,8881,""
109,"Dagger1",63223,[3609],100,0,0,8881,""
110,"Dagger2",33315,[2038],1,0,0,8881,""
111,"Dagger3",20515,[15285],10,0,0,8881,""
112,"Dagger4",42559,[15287],8,0,0,8881,""
113,"Dagger5",58309,[18312],50,0,0,8881,""
114,"Dagger6",44869,[10329],40,0,0,8881,""
115,"DamageOverTime1",2459,[13911],30,0,0,8881,""
116,"DamageOverTime2",1251,[15155],10,0,0,8881,""
117,"DamageOverTime3",34420,"[215,6067]",15,15,0,8881,""
118,"DamageOverTime4",11521,[15288],-10,0,0,8881,""
119,"DualWield1",14796,"[14913,2850]",1,15,0,8881,""
120,"DualWield2",6090,[14914],100,0,0,8881,""
121,"DualWield3",46493,[14915],60,0,0,8881,""
122,"DualWield4",7972,[14938],20,0,0,8881,""
123,"DualWield5",60440,[14940],15,0,0,8881,""
124,"DualWield6",33959,"[14945,14946]",20,20,0,8881,""
125,"Duration1",17852,[14948],10,0,0,8881,""
126,"Duration2",21730,[14949],-10,0,0,8881,""
127,"Duration3",24352,[6331],15,0,0,8881,""
128,"Duration4",14881,[620],20,0,0,8881,""
129,"Elemental1",48385,[14966],-18,0,0,8881,""
130,"Elemental2",4119,[1667],-60,0,0,8881,""
131,"Elemental3",59343,[17801],-50,0,0,8881,""
132,"Elemental4",17942,[17802],25,0,0,8881,""
133,"Elemental5",30502,[17803],1,0,0,8881,""
134,"Elemental6",25681,[17804],3,0,0,8881,""
135,"EnergyShield1",51424,"[1733,1209]",1,30,0,8881,""
136,"EnergyShield2",30520,[18316],-10,0,0,8881,""
137,"EnergyShield3",571,[20198],50,0,0,8881,""
138,"EnergyShield4",35810,[1408],120,0,0,8881,""
139,"EnergyShield5",29586,[15158],30,0,0,8881,""
140,"EnergyShield6",31556,[18340],100,0,0,8881,""
141,"Evasion1",25487,[7666],1,0,0,8881,""
142,"Evasion2",37190,[4635],40,0,0,8881,""
143,"Evasion3",6462,[6754],10,0,0,8881,""
144,"Evasion4",61741,"[4428,5266,12049]",30,30,30,8881,""
145,"Evasion5",57074,[15308],15,0,0,8881,""
146,"Evasion6",28676,[15305],100,0,0,8881,""
147,"EvasionEnergyShield1",11541,[15156],30,0,0,8881,""
148,"EvasionEnergyShield2",46099,[15157],20,0,0,8881,""
149,"EvasionEnergyShield3",47151,"[18394,18395]",20,40,0,8881,""
150,"EvasionEnergyShield4",38423,[18397],100,0,0,8881,""
151,"EvasionEnergyShield5",4606,"[18399,18396]",1,1,0,8881,""
152,"EvasionEnergyShield6",27103,[18398],1,0,0,8881,""
153,"Fire1",24180,[14918],-5,0,0,8881,""
154,"Fire2",65020,[481],40,0,0,8881,""
155,"Fire3",37,[18249],3,0,0,8881,""
156,"Fire4",36313,[18250],50,0,0,8881,""
157,"Fire5",55308,[18251],60,0,0,8881,""
158,"Fire6",6216,"[18252,18253]",1,100,0,8881,""
159,"Flask1",29214,"[10985,9986]",1,1,0,8881,""
160,"Flask2",59906,[9981],1,0,0,8881,""
161,"Flask3",11869,[14936],1,0,0,8881,""
162,"Flask4",40906,[3626],25,0,0,8881,""
163,"Flask5",20464,[4746],100,0,0,8881,""
164,"Flask6",10815,[13419],4,0,0,8881,""
165,"Fortify1",37925,[17812],100,0,0,8881,""
166,"Fortify2",51153,[17813],20,0,0,8881,""
167,"Fortify3",27173,[17814],-2,0,0,8881,""
168,"Fortify4",4710,[17815],4,0,0,8881,""
169,"Fortify5",28469,"[2757,14818]",100,-3,0,8881,""
170,"Fortify6",23472,[15085],-10,0,0,8881,""
171,"Impale1",43295,[18343],10,0,0,8881,""
172,"Impale2",56133,[10781],20,0,0,8881,""
173,"Impale3",29209,"[12658,12656]",40,40,0,8881,""
174,"Impale4",43308,"[13122,12657]",4,10,0,8881,""
175,"Impale5",20273,[15159],20,0,0,8881,""
176,"Impale6",36787,[18344],20,0,0,8881,""
177,"Leech1",62252,[17695],10,0,0,8881,""
178,"Leech2",2249,[17696],40,0,0,8881,""
179,"Leech3",5995,[17697],25,0,0,8881,""
180,"Leech4",53627,[17698],25,0,0,8881,""
181,"Leech5",57298,[11961],100,0,0,8881,""
182,"Leech6",52876,[17699],25,0,0,8881,""
183,"Life1",64381,[17675],10,0,0,8881,""
184,"Life2",34242,[17677],15,0,0,8881,""
185,"Life3",47642,[123],50,0,0,8881,""
186,"Life4",31822,[17678],55,0,0,8881,""
187,"Life5",21468,[17679],90,0,0,8881,""
188,"Life6",38454,[17680],30,0,0,8881,""
189,"Link1",59815,[15138],1,0,0,8881,""
190,"Link2",26985,[15141],1,0,0,8881,""
191,"Link3",18365,[18164],1,0,0,8881,""
192,"Link4",46059,[17768],1,0,0,8881,""
193,"Link5",64655,[17966],1,0,0,8881,""
194,"Link6",18435,[17769],1,0,0,8881,""
195,"Lightning1",53046,[483],40,0,0,8881,""
196,"Lightning2",64241,[18246],60,0,0,8881,""
197,"Lightning3",50993,[16488],15,0,0,8881,""
198,"Lightning4",28569,[16828],10,0,0,8881,""
199,"Lightning5",64063,[15339],1,0,0,8881,""
200,"Lightning6",20364,[18247],-1,0,0,8881,""
201,"Mace1",37132,[14921],1,0,0,8881,""
202,"Mace2",17821,[14922],20,0,0,8881,""
203,"Mace3",12139,[14937],1,0,0,8881,""
204,"Mace4",22542,[14967],12,0,0,8881,""
205,"Mace5",40991,[340],50,0,0,8881,""
206,"Mace6",16425,[2606],1,0,0,8881,""
207,"Mana1",2902,[131],300,0,0,8881,""
208,"Mana2",55886,[12056],10,0,0,8881,""
209,"Mana3",59064,[1072],10,0,0,8881,""
210,"Mana4",12119,[213],10,0,0,8881,""
211,"Mana5",64642,[3721],10,0,0,8881,""
212,"Mana6",64875,[14708],12,0,0,8881,""
213,"Mark1",2800,[17869],1,0,0,8881,""
214,"Mark2",34031,[15162],1,0,0,8881,""
215,"Mark3",48980,[15482],10,0,0,8881,""
216,"Mark4",50841,[17870],1,0,0,8881,""
217,"Mark5",52153,[12436],100,0,0,8881,""
218,"Mark6",23152,[17871],50,0,0,8881,""
219,"Mine1",29161,[10038],2,0,0,8881,""
220,"Mine2",47823,[10039],-2,0,0,8881,""
221,"Mine3",18391,[10113],30,0,0,8881,""
222,"Mine4",21313,[20210],1,0,0,8881,15668
223,"Mine5",533,[15167],1,0,0,8881,""
224,"Mine6",6510,[15169],150,0,0,8881,""
225,"MinionDefence1",61283,[10239],8,0,0,8881,""
226,"MinionDefence2",20153,[14903],1,0,0,8881,""
227,"MinionDefence3",15574,[3114],100,0,0,8881,""
228,"MinionDefence4",58106,[4351],40,0,0,8881,""
229,"MinionDefence5",43400,"[159,15114]",30,-15,0,8881,""
230,"MinionDefence6",46636,[11449],5,0,0,8881,""
231,"MinionOffence1",47429,[14942],20,0,0,8881,""
232,"MinionOffence2",9876,[14943],8,0,0,8881,""
233,"MinionOffence3",40073,[9969],25,0,0,8881,""
234,"MinionOffence4",41544,[2669],30,0,0,8881,""
235,"MinionOffence5",11723,[8110],250,0,0,8881,""
236,"MinionOffence6",57179,[4409],20,0,0,8881,""
237,"Physical1",62782,[1668],-60,0,0,8881,""
238,"Physical2",32255,[18370],10,0,0,8881,""
239,"Physical3",20173,[18369],1,0,0,8881,""
240,"Physical4",39010,[18371],40,0,0,8881,""
241,"Physical5",18859,[15170],40,0,0,8881,""
242,"Physical6",59010,[18372],6,0,0,8881,""
243,"Poison1",34563,[11450],300,0,0,8881,""
244,"Poison2",62897,[9077],20,0,0,8881,""
245,"Poison3",45300,[11093],12,0,0,8881,""
246,"Poison4",64264,[15284],1,0,0,8881,""
247,"Poison5",16264,[5208],3,0,0,8881,""
248,"Poison6",52120,[15311],20,0,0,8881,""
249,"Projectile1",16644,[7121],20,0,0,8881,""
250,"Projectile2",2198,[7891],20,0,0,8881,""
251,"Projectile3",52404,[15173],1,0,0,8881,""
252,"Projectile4",14813,[15172],1,0,0,8881,""
253,"Projectile5",1167,[15174],15,0,0,8881,""
254,"Projectile6",44240,[15175],-15,0,0,8881,""
255,"Recovery1",19002,[17685],3,0,0,8881,""
256,"Recovery2",24305,[18366],1,0,0,8881,""
257,"Recovery3",6630,[17686],10,0,0,8881,""
258,"Recovery4",36081,[17029],-50,0,0,8881,""
259,"Recovery5",16013,"[16467,17687]",1,6,0,8881,""
260,"Recovery6",45653,[125],3000,0,0,8881,""
261,"Reservation1",28638,[15046],8,0,0,8881,""
262,"Reservation2",34383,[18311],1,0,0,8881,""
263,"Reservation3",23621,[14709],20,0,0,8881,""
264,"Reservation4",56471,[843],30,0,0,8881,""
265,"Reservation5",61097,[15053],10,0,0,8881,""
266,"Reservation6",12046,[11631],50,0,0,8881,""
267,"Resistance1",19422,[17749],-65,0,0,8881,""
268,"Resistance2",4319,[17750],1,0,0,8881,""
269,"Resistance3",9074,[7895],1,0,0,8881,""
270,"Resistance4",46807,"[5847,6396]",100,1,0,8881,""
271,"Resistance5",53837,[12049],100,0,0,8881,""
272,"Resistance6",31331,"[17752,17751]",1,1,0,8881,""
273,"Shield1",45263,[15073],50,0,0,8881,""
274,"Shield2",30612,[15074],1,0,0,8881,""
275,"Shield3",10059,[15075],1,0,0,8881,""
276,"Shield4",50228,[9212],20,0,0,8881,""
277,"Shield5",35302,[11400],2,0,0,8881,""
278,"Shield6",45307,[11401],1,0,0,8881,""
279,"Staff1",50863,"[15076,15077]",2,2,0,8881,""
280,"Staff2",28589,[15078],30,0,0,8881,""
281,"Staff3",47249,[15079],8,0,0,8881,""
282,"Staff4",22149,[3824],20,0,0,8881,""
283,"Staff5",9143,"[3228,5565]",100,0,0,8881,""
284,"Staff6",65233,[6935],60,0,0,8881,""
285,"Stun1",52274,"[108,340]",-100,200,0,8881,""
286,"Stun2",45652,[8041],20,0,0,8881,""
287,"Stun3",6906,[17715],50,0,0,8881,""
288,"Stun4",52557,[17716],1,0,0,8881,""
289,"Stun5",18881,[17717],25,0,0,8881,""
290,"Stun6",4842,[17718],2000,0,0,8881,""
291,"Suppression1",58447,[14747],3,0,0,8881,""
292,"Suppression2",7677,[17662],1,0,0,8881,""
293,"Suppression3",42014,"[17663,17664]",-2,1,0,8881,""
294,"Suppression4",2474,[17665],-50,0,0,8881,""
295,"Suppression5",13757,"[17666,17669]",1,8,0,8881,""
296,"Suppression6",45317,[17667],1,0,0,"",""
297,"Sword1",47595,[9830],3,0,0,8881,""
298,"Sword2",47299,[8411],20,0,0,8881,""
299,"Sword3",8018,[12782],8,0,0,8881,""
300,"Sword4",23247,[15180],1,0,0,8881,""
301,"Sword5",50922,"[2380,614]",120,-20,0,8881,""
302,"Sword6",54067,[223],50,0,0,8881,""
303,"Totem1",60050,[10553],1,0,0,8881,""
304,"Totem2",27718,[15049],30,0,0,8881,""
305,"Totem3",12747,[15047],5,0,0,8881,""
306,"Totem4",53005,[18937],100,0,0,8881,""
307,"Totem5",32279,[3038],4000,0,0,8881,""
308,"Totem6",16950,[17075],3000,0,0,8881,""
309,"Trap1",13257,[14068],5,0,0,8881,""
310,"Trap2",8298,[4156],8,0,0,8881,""
311,"Trap3",50265,[948],5,0,0,8881,""
312,"Trap4",20694,[311],60,0,0,8881,""
313,"Trap5",763,[4736],30,0,0,8881,""
314,"Trap6",43061,[15168],1,0,0,8881,""
315,"TwoHand1",35582,[12616],3,0,0,8881,""
316,"TwoHand2",27095,[3401],40,0,0,8881,""
317,"TwoHand3",31564,"[15290,15291]",10,10,0,8881,""
318,"TwoHand4",31038,[15294],15,0,0,8881,""
319,"TwoHand5",1626,"[11580,70]",60,-10,0,8881,""
320,"TwoHand6",60246,[15312],1,0,0,8881,""
321,"Wand1",16545,[15081],10,0,0,8881,""
322,"Wand2",26785,[15082],1,0,0,8881,""
323,"Wand3",42540,[15083],1,0,0,8881,""
324,"Wand4",61352,[11629],100,0,0,8881,""
325,"Wand5",15133,"[2690,2691]",50,50,0,8881,""
326,"Wand6",63280,[15289],1,0,0,8881,""
327,"Warcry1",14206,[12320],1,0,0,8881,""
328,"Warcry2",23021,[12318],15,0,0,8881,""
329,"Warcry3",60034,[10963],1,0,0,8881,""
330,"Warcry4",12916,[12144],1,0,0,8881,""
331,"Warcry5",63994,[17747],1,0,0,8881,""
332,"Warcry6",14032,[17748],10,0,0,8881,""
