"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid","rid"
56,412,"",4684,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
57,413,"",4685,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
58,414,"",4686,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
59,415,"",4687,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
60,416,"",4688,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
61,417,"",4690,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
62,418,"",4691,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
63,575,"",4744,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
64,576,"",4745,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
65,501,"",4689,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
66,419,"",4661,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
67,381,"",9697,[],"[25,24,22,23,26,20]",[],"",[],"[7,9,11,12,4]","",[],"",[],[],[],[],"","","",""
68,383,"","",[16069],"[0,1,2,33,34]",[],"",[-1],"[26,27,28,29,30]","",[],"",[],[],[],[],"","","",""
69,382,"","",[7761],[],"[6706,6732,6712,6777,6705,6703,6775,6704,6700,6707,6837,6838,6839,6779,6695,6701,6694,6823,6825,6824,6826,6802,6702,6708,6856,7042,6776,6778,6780,6624,6655,6840,6841,6973,6975,6996,6992,6993,7091,7092,7093,7094,7099,7002,7001,6733]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
70,420,"","",[346],[],[6791],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
71,421,"","",[346],[],"[6671,6818]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
72,422,"","",[346],[],"[6671,6818]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
73,423,"","",[346],[],"[6671,6818]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
74,424,"","",[346],[],"[6671,6818]","",[4],[37],"",[],"",[],[],[],[],"","",0,""
75,428,"","",[346],[],"[6585,6798]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
76,429,"","","[346,1300]",[],"[6681,6811]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
77,433,"","",[346],[],"[6692,7312]","",[-29],[37],"",[],"",[],[],[],[],"","",0,""
78,435,"","",[346],[],"[6586,6807]","",[-3],[37],"",[],"",[],[],[],[],"","",0,""
79,436,"","",[346],[],"[6603,6812]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
80,437,"","",[346],[],[6730],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
81,438,"","",[346],[],"[6641,6800]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
82,439,"","",[1220],[],"[6719,6736,6721,6722,6728,6734,6729,6754,6876,7018,7014,7313]","",[1],[37],"",[],"",[],[],[],[],"","",1,""
83,440,"","",[346],[],[6748],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
84,441,"","",[346],[],"[6749,6806]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
85,442,"","",[346],[],"[6749,6806]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
86,443,"","",[346],[],"[6749,6806]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
87,444,"","",[346],[],"[6732,6733]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
88,445,"","",[346],[],[6754],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
89,427,"","","[346,1300]",[],"[6592,6810]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
90,446,"","","[346,1300]",[],"[6593,7300]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
91,425,"","",[346],[],[6604],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
92,447,"","",[346],[],"[6700,6826,6701,6702,6703,6825,6704,6824,6705,6706,6707,6708,6712,6823,6775,6777,6779,6856,7042,6776,6778,6780,6961,6960,6973,6975,6996,6992,7091,7092,7093,7094,7102]","",[-6],[37],"",[],"",[],[],[],[],"","",0,""
93,448,"","",[346],[],"[6700,6826,6701,6702,6703,6825,6704,6824,6705,6706,6707,6708,6712,6823,6775,6777,6779,6856,7042,6776,6778,6780,6961,6960,6973,6975,6996,6992,7091,7092,7093,7094,7102]","",[-8],[37],"",[],"",[],[],[],[],"","",0,""
94,449,"","",[346],[],"[6700,6826,6701,6702,6703,6825,6704,6824,6705,6706,6707,6708,6712,6823,6775,6777,6779,6856,7042,6776,6778,6780,6961,6960,6973,6975,6996,6992,7091,7092,7093,7094,7102]","",[-9],[37],"",[],"",[],[],[],[],"","",0,""
95,450,"","",[346],[],"[6700,6826,6701,6702,6703,6825,6704,6824,6705,6706,6707,6708,6712,6823,6775,6777,6779,6856,7042,6776,6778,6780,6961,6960,6973,6975,6996,6992,7091,7092,7093,7094,7102]","",[-7],[37],"",[],"",[],[],[],[],"","",0,""
96,451,"","",[346],[],"[6767,6813]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
97,452,"","",[346],[],"[6767,6813]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
98,453,"","",[346],[],"[6767,6813]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
99,454,"","",[1220],[],"[6719,6736,6721,6722,6728,6734,6729,6754,6876,7018,7014,7313]","",[3],[37],"",[],"",[],[],[],[],"","",1,""
100,455,"","",[346],[],"[6781,6819]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
101,456,"","","[346,1300]",[],"[6586,6807]","","[-2,1]",[37],"",[],"",[],[],[],[],"","",0,""
102,457,"","","[346,1300]",[],[6795],"","[1,2]",[37],"",[],"",[],[],[],[],"","",0,""
103,458,"","",[346],[],"[6700,6826,6701,6702,6703,6825,6704,6824,6705,6706,6707,6708,6712,6823,6775,6777,6779,6856,7042,6776,6778,6780,6961,6960,6973,6975,6996,6992,7091,7092,7093,7094,7102]","",[-5],[37],"",[],"",[],[],[],[],"","",0,""
104,459,"","","[346,1300,2673]",[],[6788],"","[1,1,2]",[37],"",[],"",[],[],[],[],"","",0,""
105,378,"","",[1060],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","","",""
106,379,"","",[4803],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","","",""
107,380,38,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
108,488,"","",[1366],[23],[],"",[1],[13],"",[],"",[],[],[],[],"","","",""
109,489,"","",[1366],[23],[],"",[2],[13],"",[],"",[],[],[],[],"","","",""
110,490,"","",[1366],[23],[],"",[3],[13],"",[],"",[],[],[],[],"","","",""
111,491,"","",[1366],[23],[],"",[4],[13],"",[],"",[],[],[],[],"","","",""
112,492,"","",[1366],[23],[],"",[5],[13],"",[],"",[],[],[],[],"","","",""
113,493,"","",[1366],[23],[],"",[6],[13],"",[],"",[],[],[],[],"","","",""
114,494,"","",[1366],[23],[],"",[7],[13],"",[],"",[],[],[],[],"","","",""
115,495,"","",[1366],[23],[],"",[8],[13],"",[],"",[],[],[],[],"","","",""
116,496,"","",[1366],[23],[],"",[11],[13],"",[],"",[],[],[],[],"","","",""
117,497,"","",[1366],[23],[],"",[12],[13],"",[],"",[],[],[],[],"","","",""
118,498,"","",[1366],[23],[],"",[13],[13],"",[],"",[],[],[],[],"","","",""
119,499,"","",[1366],[23],[],"",[14],[13],"",[],"",[],[],[],[],"","","",""
120,500,"","",[1366],[23],[],"",[15],[13],"",[],"",[],[],[],[],"","","",""
121,4903,"","",[1366],[23],[],1,[9],[13],"",[],"",[],[],[],[],"","","",""
122,507,"",4697,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
123,508,"",4698,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
124,509,"",4699,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
125,510,"",4700,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
126,511,"",4701,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
127,512,"",4702,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
128,513,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
129,514,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
130,515,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
131,516,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
132,519,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
133,520,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
134,521,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
135,522,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
136,523,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
137,528,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
138,529,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
139,530,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
140,7843,"",4700,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
141,534,"",4703,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
142,535,"",4704,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
143,536,"",4705,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
144,537,"",4706,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
145,538,"",4707,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
146,539,"",4708,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
147,540,"",4709,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
148,542,"",4710,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
149,541,"",4711,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
150,543,"",4712,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
151,544,"",4713,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
152,545,"",4715,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
153,546,"",4714,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
154,547,"",4716,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
155,548,"",4717,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
156,549,"",4718,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
157,550,"",4719,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
158,551,"",4720,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
159,552,"",4721,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
160,553,"",4722,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
161,554,"",4723,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
162,555,"",4724,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
163,556,"",4725,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
164,557,"",4726,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
165,558,"",4727,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
166,559,"",4728,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
167,560,"",4729,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
168,561,"",4730,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
169,562,"",4731,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
170,563,"",4732,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
171,564,"",4733,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
172,565,"",4734,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
173,566,"",4735,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
174,567,"",4736,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
175,568,"",4737,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
176,569,"",4738,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
177,570,"",4739,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
178,571,"",4740,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
179,572,"",4741,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
180,573,"",4742,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
181,574,"",4743,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
182,577,"",4746,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
183,578,"",4747,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
184,589,"",4748,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
185,590,"",4749,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
186,502,"",4692,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
187,503,"",4693,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
188,504,"",4694,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
189,505,"",4695,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
190,506,"",4696,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
191,591,"",4750,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
192,592,"",4751,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
193,593,"",4752,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
194,594,"",4753,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
195,595,"",4754,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
196,596,"",4755,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
197,597,"",4756,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
198,598,"",4757,[],"[6,7,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
199,599,"",4758,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
200,600,"",4759,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
201,601,"",4760,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
202,602,"",4761,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
203,603,"",4762,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
204,604,"",4763,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
205,605,"",4764,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
206,606,"",4765,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
207,607,"",4766,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
208,608,"",4767,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
209,609,"",4768,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
210,610,"",4769,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
211,611,"",4770,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
212,612,"",4771,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
213,613,"",4772,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
214,614,"",4773,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
215,615,"",4774,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
216,616,"",4775,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
217,617,"",4776,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
218,618,"",4777,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
219,619,"",4778,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
220,620,"",4779,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
221,621,"",4780,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
222,622,"",4781,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
223,623,"",4782,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
224,624,"",4783,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
225,625,"",4784,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
226,626,"",4785,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
227,627,"",4786,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
228,628,"","",[346],[],[6643],"",[-2],[37],"",[],"",[],[],[],[],"","",0,""
229,629,"","",[346],[],"[6758,6821]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
230,630,"","",[346],[],"[6782,6832]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
231,631,"",4787,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
232,632,"",4788,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
233,633,"",4789,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
234,634,"",4790,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
235,635,"",4791,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
236,636,"",4792,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
237,637,"",4793,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
238,638,"",4794,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
239,639,"",4795,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
240,640,"",4796,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
241,641,"",4797,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
242,642,"","",[346],[],[6629],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
243,643,"",4798,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
244,644,"",4799,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
245,645,"",4800,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
246,646,"","",[346],[],"[6640,7297]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
247,647,"","",[346],[],"[6640,7297]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
248,649,"",4801,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
249,650,"",4802,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
250,651,"",4803,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
251,652,"",4804,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
252,653,"",4805,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
253,654,"",4806,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
254,655,"","","[346,1300]",[],"[6848,6847]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
255,656,"",4807,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
256,657,"",4808,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
257,658,"",4809,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
258,659,"",4810,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
259,660,"",4811,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
260,661,"",4812,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
261,662,"",4813,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
262,663,26,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
263,664,"",4814,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
264,665,"",4815,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
265,666,"",4816,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
266,667,"",4817,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
267,668,"",4818,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
268,669,"",4819,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
