"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
101,918,6,18,"","","","",10,"","","",1464,1
102,920,6,18,"","","","",10,"","",1,1464,""
103,922,6,18,"","","","",10,"","","",1464,1
104,923,6,18,"","","","",10,"",103,"",1464,1
105,925,6,18,"","","","",10,"","","",1464,1
106,927,6,18,"","","","",10,"","","",1464,1
107,931,9,29,"","","","",11,"","","",1464,1
108,932,9,29,"","","","",11,"","",1,1464,""
109,934,9,29,"","","","",11,"","",1,1464,""
110,935,9,29,"","","","",11,"","",1,1464,""
111,951,9,29,"","","",935,11,"",110,1,1464,""
112,955,9,29,"","","","",11,"","",1,1464,""
113,959,9,29,"","","","",11,"","","",1464,1
114,960,9,29,"","","","",11,"","","",1464,1
115,970,8,26,"","","",973,12,"","","",1464,1
116,979,8,26,"","","","",12,"","","",1464,1
117,980,8,26,"","","","",12,"","","",1464,1
118,981,8,26,"","","","",12,"","",1,1464,""
119,984,8,26,"","","","",12,"","","",1464,1
120,985,8,26,"","","","",12,"",121,"",1464,1
121,986,8,26,"","","","",12,"","","",1464,1
122,987,8,26,"","","","",12,"",121,"",1464,1
123,988,8,26,"","","","",12,"",121,"",1464,1
124,989,8,26,"","","","",12,"","","",1464,1
125,990,8,26,"","","","",12,"","","",1464,1
126,993,8,26,"","","","",12,"",396,"",1464,1
127,995,8,26,"","","","",12,"","","",1464,1
128,997,8,26,"","","","",12,"","","",1464,1
129,998,8,26,"","","","",12,"","","",1464,1
130,999,8,26,"","","","",12,"","","",1464,1
131,1000,8,26,"","","","",12,"","","",1464,1
132,1001,8,26,"","","","",12,"","","",1464,1
133,1002,8,26,"","","","",12,"","","",1464,1
134,1004,8,26,"","","","",12,"","",1,1464,""
135,1006,8,26,"","","","",12,"",134,"",1464,1
136,1015,8,26,"","","","",12,"","",1,1464,""
137,1016,8,26,"","","","",12,"",136,"",1464,1
138,1017,8,26,"","","","",12,"","",1,1464,""
139,1018,8,26,"","","","",12,"","",1,1464,""
140,1019,8,26,"","","","",12,"","","",1464,1
141,1020,8,26,"","","","",12,"",140,"",1464,1
142,1516,11,35,"","","","",13,"","","",1464,1
143,1518,11,35,"","","","",13,"","","",1464,1
144,1524,11,35,"","","","",13,"","","",1464,1
145,1525,11,35,"","","","",13,"",144,"",1464,1
146,1529,6,20,"","","","",14,"","","",1464,1
147,1530,6,20,"","","","",14,"",146,"",1464,1
148,1532,6,20,"","","","",14,"","","",1464,1
149,1533,6,20,"","","","",14,"","","",1464,1
150,1534,6,20,"","","","",14,"","","",1464,1
151,1544,11,36,"","","","",40,"","","",1464,1
152,1546,11,36,"","","","",40,"",151,"",1464,1
153,1547,11,36,"","","","",40,"","","",1464,1
154,1548,11,36,"","","","",40,"","","",1464,1
155,1550,11,36,"","","","",40,"","","",1464,1
156,1551,11,36,"","","","",40,"",151,"",1464,1
157,1583,7,21,"","","","",15,"","","",1464,1
158,1591,7,21,"","","","",16,"","",1,1464,1
159,1593,7,21,"","","","",16,"","","",1464,1
160,1594,7,21,"","","","",16,"",159,"",1464,1
161,1595,7,21,"","","","",16,"","","",1464,1
162,1598,7,21,"","","","",16,"","","",1464,1
163,1599,7,21,"","","","",16,"",162,"",1464,1
164,1606,5,14,"","","","",17,"","","",1464,1
165,1609,5,14,"","","","",17,"","",1,1464,""
166,1612,5,14,"","","","",17,"","","",1464,1
167,1670,10,31,"","","","",7,"",168,1,1464,""
168,1671,10,31,"","","","",7,"","","",1464,1
169,1672,10,31,"","","","",7,"","","",1464,1
170,1693,6,19,"","","","",10,"","","",1464,1
171,1695,6,19,"","","","",10,"","","",1464,1
172,1696,6,19,"","","","",10,"","","",1464,1
173,1697,6,19,"","","","",10,"","","",1464,1
174,1700,4,13,"","","","",18,"","","",1464,1
175,1702,4,13,"","","","",18,"",174,"",1464,1
176,1707,4,13,"","","","",18,"","","",1464,1
177,1711,4,13,"","","","",18,"","","",1464,1
178,1713,4,13,"","","","",18,"",177,"",1464,1
179,1715,4,13,"","","","",18,"",174,"",1464,1
180,2747,8,23,"","","","",19,"","","",1464,1
181,2752,8,23,"","","","",19,"",180,"",1464,1
182,2753,8,23,"","","",2747,19,"",180,"",1464,1
183,2756,8,23,"","","",2747,19,"",180,"",1464,1
184,2760,8,23,"","","",2752,19,"",180,"",1464,1
185,3163,9,30,"","","","",20,"","","",1464,1
186,3164,9,30,"","","","",20,"","",1,1464,""
187,3165,9,30,"","","","",20,"","","",1464,1
188,3166,9,30,"","","","",20,"","","",1464,1
189,3216,3,11,"","","",3218,21,"","","",1464,1
190,3218,3,11,"","","","",21,"",189,"",1464,1
191,3221,3,11,"","","",3223,21,"","","",1464,1
192,3223,3,11,"","","","",21,"",191,"",1464,1
193,3224,3,11,"","","",3228,21,"","","",1464,1
194,3226,3,11,"","","",3233,21,"",193,"",1464,1
195,3228,3,11,"","","","",21,"",193,"",1464,1
196,3233,3,11,"","","","",21,"",193,"",1464,1
197,3234,3,11,"","","",3236,21,"","","",1464,1
198,3236,3,11,"","","","",21,"",197,"",1464,1
199,3237,3,11,"","","",3241,21,"","","",1464,1
200,3239,3,11,"","","",3243,21,"",199,"",1464,1
201,3241,3,11,"","","","",21,"",199,"",1464,1
202,3243,3,11,"","","","",21,"",199,"",1464,1
203,3246,3,11,"","","","",21,"",189,"",1464,1
204,3250,3,11,"","","",3246,21,"",189,"",1464,1
205,3914,5,15,"","","","",22,"","","",1464,1
206,3916,5,15,"","","","",22,"","","",1464,1
207,3917,5,15,"","","","",22,"","","",1464,1
208,3918,5,15,"","","","",22,"",205,"",1464,1
209,3919,5,15,"","","","",22,"","","",1464,1
210,4013,7,22,"","","","",23,"","","",1464,1
211,4014,7,22,"","","","",23,"",210,"",1464,1
212,4019,7,22,"","","","",23,"","","",1464,1
213,4020,7,22,"","","","",23,"","","",1464,1
214,4021,7,22,"","","","",23,"","","",1464,1
215,4022,7,22,"","","","",23,"","","",1464,1
216,4023,7,22,"","","","",23,"","","",1464,1
217,4141,2,8,"","","","",24,"","","",1464,1
218,4142,2,8,"","","","",24,"","","",1464,1
219,4181,2,9,"","","","",25,"","","",1464,1
220,4183,2,9,"","","","",25,"","","",1464,1
221,4193,5,42,"","","","",26,"","","",1464,1
222,4195,5,42,"","","","",26,"","",1,1464,""
223,4196,5,42,"","","","",26,"","","",1464,1
224,4207,5,42,"","","","",26,"","","",1464,1
225,4224,4,12,"","","","",27,"","","",1464,1
226,4225,4,12,"","","","",27,"","","",1464,1
227,4226,4,12,"","","","",27,"","","",1464,1
228,4399,10,33,"","","","",30,"",230,"",1464,1
229,4402,10,33,"","","","",30,"",233,"",1464,1
230,4404,10,33,"","","","",30,"","","",1464,1
231,4406,10,33,"","","","",30,"","","",1464,1
232,4407,10,33,"","","","",30,"","","",1464,1
233,4409,10,33,"","","","",30,"","","",1464,1
234,4411,10,33,"","","","",30,"",230,"",1464,1
235,4412,10,33,"","","","",30,"",231,"",1464,1
236,4413,10,33,"","","","",30,"",232,"",1464,1
237,4415,10,33,"","","","",30,"",233,"",1464,1
238,4416,10,33,"","","","",30,"",230,"",1464,1
239,4419,10,33,"","","","",30,"",240,"",1464,1
240,4420,10,33,"","","","",30,"","","",1464,1
241,4421,10,33,"","","","",30,"",240,"",1464,1
242,6306,10,33,"","","","",30,"","",1,1464,""
243,4984,7,41,"","","","",29,"","","",1464,1
244,4985,7,41,"","","","",29,"","","",1464,1
245,4986,7,41,"","","","",29,"",244,"",1464,1
246,4992,7,41,"","","","",29,"","",1,1464,""
247,4995,7,41,"","","","",29,"","","",1464,1
248,4999,7,41,"","","","",29,"","","",1464,1
249,5004,7,41,"","","","",29,"","","",1464,1
250,5053,2,43,"","","","",31,"","","",1464,1
251,5054,2,43,"","","",5053,31,"",250,1,1464,""
252,5585,8,24,"","","","",12,"","","",1464,1
253,5586,8,24,"","","","",12,"","",1,1464,""
254,5588,8,24,"","","","",12,"",252,"",1464,1
255,5590,8,24,"","","","",12,"","",1,1464,""
256,5597,8,25,"","","","",33,"","","",1464,1
257,5599,8,25,"","","","",33,"","","",1464,1
258,5880,10,34,"","","","",32,"","","",1464,1
259,5387,10,34,"","","","",32,"","","",1464,1
260,5971,5,17,"","","","",34,"","","",1464,1
261,5973,5,17,"","","","",34,"","","",1464,1
262,5974,5,17,"","","","",34,"","","",1464,1
263,5975,5,17,"","","","",34,"","","",1464,1
264,6012,8,27,"","","","",35,"","","",1464,1
265,6015,8,27,"","","","",35,"","","",1464,1
266,6016,8,27,"","","","",35,"","","",1464,1
267,6019,8,27,"","","","",35,"","","",1464,1
268,5007,9,28,"","","","",39,"","","",1464,1
269,5008,9,28,"","","","",39,"","","",1464,1
270,6123,0,3,"","","","",36,"","","",1464,1
271,6372,5,16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1464,""
272,6412,0,0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1464,""
273,6400,0,1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1464,""
274,6402,0,2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1464,""
275,6407,0,3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1464,""
276,6483,1,4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1464,""
277,6486,1,5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1464,""
278,6489,1,6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1464,""
279,6420,2,7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1464,""
280,6493,2,8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1464,""
281,6496,2,9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1464,""
282,6502,3,10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1464,""
283,6505,3,11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1464,""
284,6463,4,12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1464,""
285,6458,4,13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1464,""
286,6378,5,14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1464,""
287,6375,5,15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1464,""
288,6365,5,17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1464,""
289,6384,6,18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1464,""
290,6391,6,19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1464,""
291,6394,6,20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1464,""
292,6427,7,21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1464,""
293,6430,7,22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1464,""
294,6434,8,23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1464,""
295,6443,8,24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1464,""
296,6448,8,25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1464,""
297,6455,8,26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1464,""
298,6439,8,27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1464,""
299,6527,9,28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1464,""
300,6531,9,29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1464,""
301,6535,9,30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1464,""
302,6508,10,31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1464,""
303,6511,10,32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1464,""
304,6514,10,33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1464,""
305,6517,10,34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1464,""
306,6520,11,35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1464,""
307,6523,11,36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1464,""
308,6417,0,37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6418,37,1,"","",498,""
309,6370,5,38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6371,34,1,"","",497,""
310,6452,8,39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6454,33,1,"","",496,""
311,6425,10,40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6426,32,1,"","",499,""
312,460,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1464,""
313,520,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1464,""
314,497,10,31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1464,""
315,271,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",273,1,1,"",1,1464,""
316,298,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1464,""
317,357,0,1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1464,""
318,512,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1464,""
319,514,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1464,""
320,115,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1464,""
321,962,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1464,""
322,964,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",967,12,1,"",1,1464,""
323,371,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1464,""
324,373,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1464,""
325,3245,3,11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1464,""
326,1717,4,13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1464,""
327,2769,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1464,""
328,1539,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1464,""
329,3923,5,15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3924,22,1,"",1,1464,""
330,4197,5,42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1464,""
331,4184,2,9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1464,""
332,4145,2,8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1464,""
333,391,1,4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1464,""
334,4989,7,41,"","","","",29,1,"",1,1464,""
335,5878,10,34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1464,""
336,117,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1464,""
337,2749,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1464,""
