"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
44,9402,[18182],[7006],0,1,"","","","",""
45,9403,[18183],[7006],4,1,1,"","","",""
46,9404,[18184],[7006],4,1,1,"","","",""
47,9405,[18185],[7006],4,1,1,"","","",""
48,9406,[18186],"[7006,7148]",4,1,1,"","","",""
49,9407,[18187],[7006],5,1,"",1,"","",""
50,9408,[18188],[7006],5,1,"",1,"","",""
51,9409,[18189],[7006],5,1,"",1,"","",""
52,9410,[18190],"[7006,7149]",5,1,"",1,"","",""
53,9411,[18191],[7006],0,1,"","","","",""
54,9412,[18192],[7006],0,1,"","","","",""
55,9413,[18193],[7006],0,1,"","","","",""
56,9414,[18194],"[7006,7150]",0,1,"","","","",""
57,9415,[18195],[7006],6,1,"","","","",""
58,9416,[18196],[7006],6,1,"","","","",""
59,9417,[18197],[7006],6,1,"","","","",""
60,9418,[18198],"[7006,7151]",6,1,"","","","",""
61,9419,[18199],[7006],7,1,"","","","",""
62,9420,[18200],[7006],7,1,"","","","",""
63,9421,[18201],[7006],7,1,"","","","",""
64,9422,[18202],"[7006,7152]",7,1,"","","","",""
65,9423,[18203],[7006],8,1,"","","","",""
66,9424,[18204],[7006],8,1,"","","","",""
67,9425,[18205],[7006],8,1,"","","","",""
68,9426,[18206],"[7006,7153]",8,1,"","","","",""
69,9427,[18207],[7006],9,1,"","","","",""
70,9428,[18208],[7006],9,1,"","","","",""
71,9429,[18209],[7006],9,1,"","","","",""
72,9430,[18210],"[7006,7154]",9,1,"","","","",""
73,9431,[18211],[7006],10,1,"","","","",""
74,9432,[18212],[7006],10,1,"","","","",""
75,9433,[18213],[7006],10,1,"","","","",""
76,9434,[18214],"[7006,7155]",10,1,"","","","",""
77,9435,[18215],[7006],11,1,"","","","",""
78,9436,[18216],[7006],11,1,"","","","",""
79,9437,[18217],[7006],11,1,"","","","",""
80,9438,[18218],"[7006,7156]",11,1,"","","","",""
81,9439,[18219],[7006],12,1,"","","","",""
82,9440,[18220],[7006],12,1,"","","","",""
83,9441,[18221],[7006],12,1,"","","","",""
84,9442,[18222],"[7006,7157]",12,1,"","","","",""
85,9443,[18223],[],13,1,"","","","",""
86,9444,[18224],[],13,1,"","","","",""
87,9445,[18225],[],13,1,"","","","",""
88,9446,[18226],[],13,1,"","","","",""
89,9447,[18227],[],14,1,"","","","",""
90,9448,[18228],[],14,1,"","","","",""
91,9449,[18229],[],14,1,"","","","",""
92,9450,[18230],[],14,1,"","","","",""
93,7324,"[20066,20071]",[],15,"","","",1,"",""
94,7325,"[20067,20072]",[],16,"","","",1,"",""
95,7326,"[20068,20073]",[],17,"","","",1,"",""
96,7327,"[20069,20074]",[],18,"","","",1,"",""
97,7328,"[20070,20075]",[],19,"","","",1,"",""
98,7329,"[20076,20081]",[],15,"","","",1,"",""
99,7330,"[20077,20082]",[],16,"","","",1,"",""
100,7331,"[20078,20083]",[],17,"","","",1,"",""
101,7332,"[20079,20084]",[],18,"","","",1,"",""
102,7333,"[20080,20085]",[],19,"","","",1,"",""
103,9453,[20427],[],20,"","","","","",""
104,9454,[20428],[],20,"","","","","",""
105,9455,[20429],[],20,"","","","","",""
106,9456,[20430],[],20,"","","","","",""
107,9457,[20431],[],20,"","","","","",""
108,9458,[20432],[],20,"","","","","",""
109,9459,[20434],[],20,"","","","","",""
110,9460,[20435],[],20,"","","","","",""
111,9461,[20436],[],20,"","","","","",""
112,9462,[20438],[],20,"","","","","",""
113,9463,[20439],[],20,"","","","","",""
114,9464,[20441],[],20,"","","","","",""
115,9465,[20442],[],20,"","","","","",""
116,7334,[8059],[],20,"","","",1,"",""
117,7351,[23814],[9592],20,1,"","","",1,""
