"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","i32","ItemExperienceType","MtxSlotTypes","GemEffects"
22,6414,100,0,0,"","","","","","","",1,1,"","",1,10,[0],[54]
23,6616,100,0,0,"",1,"","","","","",1,1,"","",1,10,[0],[55]
24,6415,40,60,0,"","","","","","","",1,1,"","",2,0,[0],"[56,57,58]"
25,6416,0,60,40,"","","","","","","",1,1,"","",2,3,[0],"[59,60,61]"
26,6417,0,100,0,"","","","","","","",1,1,"","",2,5,[0],"[62,63,64]"
27,6420,0,60,40,6621,"","","","","","",1,1,"","",2,1,[0],"[65,66,67]"
28,6621,0,60,40,"",1,"","","","","",1,1,"","",2,1,[0],"[68,69,70]"
29,6421,0,60,40,"","","","","","","",1,1,"","",2,4,[0],"[71,72,73]"
30,6422,0,60,40,"","","","","","","",1,1,"","",2,3,[0],[74]
31,6427,0,100,0,7126,"","","","","","",1,1,"","",2,0,[0],"[75,76,77]"
32,6428,100,0,0,"","","",1,"","","",1,1,434,"",1,2,[0],[78]
33,6429,0,100,0,"","","",1,"","","",1,1,"","",2,2,[0],[79]
34,6430,0,100,0,"","","",1,"","","",1,1,451,"",2,11,[0],[80]
35,6431,0,100,0,"","","",1,"","","",1,1,"","",2,2,[0],[81]
36,6433,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[82]
37,6434,0,100,0,"","","",1,"","","",1,1,444,"",2,2,[0],[83]
38,6435,40,60,0,"","","",1,"","","",1,1,"","",2,2,[0],[84]
39,6436,0,0,100,"","","",1,"","","",1,1,462,"",3,11,[0],[85]
40,6437,0,0,100,"","","",1,"","","",1,1,456,"",3,2,[0],[86]
41,6418,0,40,60,6624,"","","","","","",1,1,"","",3,5,[0],"[87,88,89]"
42,6624,0,40,60,"",1,"","","","","",1,1,"","",3,5,[0],"[90,91,92]"
43,6419,0,0,100,"","",10237,"","","","",1,1,"","",3,0,[0],"[93,94,95]"
44,6423,0,100,0,7114,"","","","","","",1,1,"","",2,0,[0],"[96,97,98]"
45,6438,0,0,100,"","","","","","","",1,1,"","",3,3,[0],[99]
46,6439,0,100,0,"","","","","","","",1,1,"","",2,5,[0],[100]
47,6441,0,0,100,"","","","","","","",1,1,"","",3,3,[0],[101]
48,6442,40,0,60,6641,"","","","","","",1,1,"","",3,5,[0],"[102,103,104]"
49,6641,40,0,60,"",1,"","","","","",1,1,"","",3,5,[0],"[105,106,107]"
50,6443,0,0,100,"","","","","","","",1,1,"","",3,3,[0],[108]
51,6444,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[109,110,111]"
52,6445,33,33,34,"","","","","","","",1,1,"","",4,12,[0],[112]
53,6642,33,33,34,"",1,"","","","","",1,1,"","",4,12,[0],[113]
54,6446,60,0,40,"","","",1,"","","",1,1,"","",1,9,[0],[114]
55,6447,0,0,100,"","","",1,"","","",1,1,"","",3,2,[0],[115]
56,6448,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[116]
57,6449,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[117]
58,6450,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[118]
59,6451,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[119]
60,6452,0,0,100,"","","",1,"","","",1,1,455,"",3,9,[0],[120]
61,6454,0,60,40,"","","","","","","",1,1,"","",2,0,[0],[121]
62,6455,0,100,0,7109,"","","","","","",1,1,"","",2,3,[0],"[122,123,124]"
63,7109,0,100,0,"",1,"","","","","",1,1,"","",2,3,[0],"[125,126,127]"
64,6456,0,0,100,6612,"","","","","","",1,1,"","",3,0,[0],"[128,129,130]"
65,6612,0,0,100,"",1,"","","","","",1,1,"","",3,0,[0],"[131,132,133]"
66,6525,0,0,0,"","","",1,"","","",1,1,"","",4,12,[0],[134]
67,6457,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[135]
68,6458,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[136,137,138]"
69,6459,0,100,0,"","","",1,"","","",1,1,"","",2,1,[0],[139]
70,6460,0,60,40,"","","",1,"","","",1,1,"","",2,2,[0],[140]
71,6461,0,0,100,"","",10236,"","","","",1,1,"","",3,8,[0],"[141,142,143]"
72,6462,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[144,145,146]"
73,6463,100,0,0,6629,"","","","","","",1,1,"","",1,0,[0],"[147,148,149]"
74,6629,100,0,0,"",1,"","","","","",1,1,"","",1,0,[0],"[150,151,152]"
75,6464,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[153,154,155]"
76,6465,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[156,157,158]"
77,6466,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[159,160,161]"
78,6467,0,0,100,"","","","","","","",1,1,"","",3,8,[0],[162]
79,6468,0,100,0,"","","","","","","",1,1,"","",2,0,[0],"[163,164,165]"
80,6469,0,100,0,"","","","","","","",1,1,"","",2,8,[0],[166]
81,6470,0,100,0,"","","","","","","",1,1,"","",2,10,[0],[167]
82,6471,100,0,0,"","","",1,"","","",1,1,441,"",1,6,[0],[168]
83,6472,100,0,0,"","","",1,"","","",1,1,"","",1,7,[0],[169]
84,6473,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[170]
85,6474,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[171]
86,6475,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[172,173,174]"
87,6476,0,60,40,"","","","","","","",1,1,"","",2,7,[0],[175]
88,6477,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[176]
89,6478,60,40,0,"","","","","","","",1,1,"","",1,5,[0],[177]
90,6479,60,0,40,"","","","","","","",1,1,"","",1,7,[0],[178]
91,6480,60,0,40,"","","","","","","",1,1,"","",1,7,[0],[179]
92,6481,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[180]
93,6482,0,40,60,"","","","","","","",1,1,"","",3,5,[0],[181]
94,6483,0,100,0,"","","","","","","",1,1,"","",2,1,[0],[182]
95,6484,0,40,60,"","","","","","","",1,1,"","",3,7,[0],[183]
96,6485,0,0,100,"","","","","","","",1,1,"","",3,3,[0],"[184,185,186]"
97,6615,0,0,100,"",1,"","","","","",1,1,"","",3,3,[0],[187]
98,6486,0,0,100,6630,"",10238,"","","","",1,1,"","",3,3,[0],"[188,189,190]"
99,6630,0,0,100,"",1,10238,"","","","",1,1,"","",3,3,[0],"[191,192,193]"
100,6491,100,0,0,"","","","","","","",1,1,"","",1,0,[0],"[194,195,196]"
101,6627,100,0,0,"",1,"","","","","",1,1,"","",1,0,[0],[197]
102,6492,60,0,40,7122,"","","","","","",1,1,"","",1,8,[0],"[198,199,200]"
103,6493,0,100,0,6623,"","","","","","",1,1,"","",2,4,[0],"[201,202,203]"
104,6623,0,100,0,"",1,"","","","","",1,1,"","",2,4,[0],"[204,205,206]"
105,6494,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[207]
106,6495,0,0,100,"","","",1,"","","",1,1,464,"",3,2,[0],[208]
107,6496,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[209]
108,6497,60,0,40,"","","",1,"","","",1,1,"","",1,6,[0],[210]
109,6498,40,0,60,"","","",1,"","","",1,1,"","",3,2,[0],[211]
110,6499,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[212]
111,6500,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[213]
112,6501,60,0,40,"","","",1,"","","",1,1,438,"",1,6,[0],[214]
113,6502,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[215]
114,6503,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[216]
115,6504,0,0,100,7124,"","","","","","",1,1,"","",3,8,[0],"[217,218,219]"
116,6505,0,60,40,6626,"","","","","","",1,1,"","",2,4,[0],"[220,221,222]"
117,6626,0,60,40,"",1,"","","","","",1,1,"","",2,4,[0],"[223,224,225]"
118,6506,40,0,60,"","","","","","","",1,1,"","",3,5,[0],[226]
119,6507,100,0,0,6614,"","","","","","",1,1,"","",1,1,[0],[227]
120,6614,100,0,0,"",1,"","","","","",1,1,"","",1,1,[0],[228]
121,6508,0,0,100,6617,"","","","","","",1,1,"","",3,4,[0],"[229,230,231]"
122,6617,0,0,100,"",1,"","","","","",1,1,"","",3,4,[0],"[232,233,234]"
123,6509,0,60,40,"","","","","","","",1,1,"","",2,1,[0],"[235,236,237]"
124,6510,0,100,0,7120,"","","","","","",1,1,"","",2,4,[0],"[238,239,240]"
125,6512,0,100,0,6638,"","","","","","",1,1,"","",2,7,[0],[241]
126,6638,0,100,0,"",1,"","","","","",1,1,"","",2,7,[0],[242]
127,6513,40,0,60,"","","","","","","",1,1,"","",3,7,[0],[243]
128,6514,75,0,0,"","","","","","","",1,1,"","",1,3,[0],[244]
129,6515,0,0,100,6637,"","","","","","",1,1,"","",3,7,[0],[245]
130,6637,0,0,100,"",1,"","","","","",1,1,"","",3,7,[0],[246]
131,6516,0,100,0,6636,"","","","","","",1,1,"","",2,7,[0],[247]
132,6636,0,100,0,"",1,"","","","","",1,1,"","",2,7,[0],[248]
133,6517,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[249]
134,6518,60,0,40,"","","","","","","",1,1,"","",1,7,[0],[250]
135,6519,0,60,40,"","","","","","","",1,1,"","",2,7,[0],[251]
136,6520,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[252]
137,6521,0,100,0,6613,"","","","","","",1,1,"","",2,0,[0],"[253,254,255]"
138,6613,0,100,0,"",1,"","","","","",1,1,"","",2,0,[0],"[256,257,258]"
139,6522,0,0,100,"","","",1,"","","",1,1,"","",3,0,[0],[259]
140,6523,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[260]
141,6524,0,0,75,6635,"","","","","","",1,1,"","",3,3,[0],[261]
142,6635,0,0,75,"",1,"","","","","",1,1,"","",3,3,[0],[262]
143,6526,0,100,0,"","","",1,"","","",1,1,"","",2,6,[0],[263]
144,6527,0,100,0,"","","",1,"","","",1,1,"","",2,6,[0],[264]
145,6528,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[265]
146,6529,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[266]
147,6530,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[267]
148,6531,60,0,40,"","","",1,"","","",1,1,"","",1,2,[1],[268]
149,6532,0,40,60,"","","",1,"","","",1,1,"","",3,2,[0],[269]
150,6673,33,33,34,"","","","","","","",1,1,"","",4,12,[0],[270]
151,6533,100,0,0,"","","","","","","",1,1,"","",1,8,[1],"[271,272,273]"
152,6534,100,0,0,7125,"","","","","","",1,1,"","",1,1,[1],[274]
153,6535,0,40,60,"","","","","","","",1,1,"","",3,4,[0],"[275,276,277]"
154,6536,0,40,60,"","","","","","","",1,1,"","",3,1,[0],[278]
155,6537,0,100,0,"","","","","","","",1,1,"","",2,1,[0],"[279,280,281]"
156,6538,0,60,40,"","","",1,"","","",1,1,"","",2,2,[0],[282]
157,6539,0,60,40,"","","","","","","",1,1,"","",2,4,[0],"[283,284,285]"
158,6639,0,60,40,"",1,"","","","","",1,1,"","",2,0,[0],[286]
159,6540,100,0,0,"","","","","","","",1,1,"","",1,1,[1],[287]
160,6541,100,0,0,"","","","","","","",1,1,"","",1,1,[1],[288]
161,6542,0,60,40,"","","","","","","",1,1,"","",2,0,[0],"[289,290,291]"
162,6547,0,100,0,"","","",1,"","","",1,1,"","",2,2,[0],[292]
163,6425,0,100,0,7123,"","","","","","",1,1,"","",2,0,[0],"[293,294,295]"
164,6424,0,40,60,"","","","","","","",1,1,"","",3,4,[0],"[296,297,298]"
165,6511,0,0,100,6611,"","","","","","",1,1,"","",3,4,[0],"[299,300,301]"
166,6611,0,0,100,"",1,"","","","","",1,1,"","",3,4,[0],"[302,303,304]"
167,6543,0,60,40,"","","","","","","",1,1,"","",2,5,[0],[305]
168,6544,0,60,40,6545,"","","","","","",1,1,"","",2,5,[0],[306]
169,6545,0,60,40,"",1,"","","","","",1,1,"","",2,5,[0],[307]
170,6546,60,0,40,"","","","","","","",1,1,"","",1,1,[1],"[308,309,310]"
171,6548,60,40,0,"","","",1,"","","",1,1,"","",1,2,[1],[311]
172,6549,100,0,0,"","","",1,"","","",1,1,439,"",1,9,[0],[312]
173,6550,0,100,0,"","","",1,"","","",1,1,448,"",2,9,[0],[313]
174,6551,0,0,100,"","","",1,"","","",1,1,463,"",3,9,[0],[314]
175,6552,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[315]
176,6553,0,100,0,"","","",1,"","","",1,1,447,"",2,11,[0],[316]
177,6554,0,100,0,"","","",1,"","","",1,1,"","",2,7,[0],[317]
178,6555,0,100,0,"","","",1,"","","",1,1,450,"",2,9,[0],[318]
179,6556,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[319]
180,6557,40,0,60,"","","","","","","",1,1,"","",3,7,[0],[320]
181,6558,0,40,60,"","","","","","","",1,1,"","",3,7,[0],[321]
182,6559,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[322]
183,6736,40,0,60,"","","","","","","",1,1,"","",3,4,[0],"[323,324,325]"
184,6560,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[326,327,328]"
185,6561,40,60,0,6618,"","","","","","",1,1,"","",2,8,[0],"[329,330,331]"
186,6618,40,60,0,"",1,"","","","","",1,1,"","",2,8,[0],"[332,333,334]"
187,6562,60,40,0,"","","",1,"","","",1,1,443,"",1,11,[0],[335]
188,6563,0,0,100,"","","",1,"","","",1,1,466,"",3,11,[0],[336]
189,6564,100,0,0,"","","",1,"","","",1,1,442,"",1,2,[0],[337]
190,6565,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[338]
191,6566,60,0,40,"","","","","","","",1,1,"","",1,4,"[0,1]","[339,340,341]"
192,6567,60,0,40,"","","",1,"","","",1,1,437,"",1,9,[0],[342]
193,6568,40,0,60,"","","",1,"","","",1,1,"","",3,9,[0],[343]
194,6569,0,0,100,"","","",1,"","","",1,1,460,"",3,11,[0],[344]
195,6570,0,60,40,6633,"","","","","","",1,1,"","",2,4,[0],"[345,346,347]"
196,6633,0,60,40,"",1,"","","","","",1,1,"","",2,4,[0],"[348,349,350]"
197,6571,0,60,40,"","","",1,"","","",1,1,446,"",2,11,[0],[351]
198,6572,60,0,40,"","","",1,"","","",1,1,"","",1,11,[0],[352]
199,6573,0,60,40,"","","",1,"","","",1,1,"","",2,2,[0],[353]
200,6574,100,0,0,"","","",1,"","","",1,1,469,"",1,13,[0],[354]
201,6575,0,40,60,6647,"","","","","","",1,1,"","",3,4,[0],"[355,356,357]"
202,6647,0,40,60,"",1,"","","","","",1,1,"","",3,4,[0],"[358,359,360]"
203,6576,0,60,40,"","","","","","","",1,1,"","",2,3,[0],[361]
204,6577,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[362]
205,6578,60,0,40,"","","","","","","",1,1,"","",1,8,[0],"[363,364,365]"
206,6399,40,60,0,"","","","","","","",1,1,"","",2,8,[0],"[366,367,368]"
207,6579,40,60,0,6625,"","","","","","",1,1,"","",2,0,[0],"[369,370,371]"
208,6625,40,60,0,"",1,"","","","","",1,1,"","",2,0,[0],"[372,373,374]"
209,6580,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[375]
210,6581,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[376]
211,6582,0,60,40,"","","",1,"","","",1,1,"","",2,11,[0],[377]
212,6583,60,0,40,"","","",1,"","","",1,1,"","",1,11,[0],[378]
213,6584,0,40,60,"","","",1,"","","",1,1,"","",3,11,[0],[379]
214,6585,0,60,40,7119,"","","","","","",1,1,"","",2,1,[0],"[380,381,382]"
215,6586,0,100,0,"","","",1,"","","",1,1,471,"",2,13,[0],[383]
216,6587,60,0,40,6588,"","","","","","",1,1,"","",1,7,[0],[384]
217,6588,60,0,40,"",1,"","","","","",1,1,"","",1,7,[0],[385]
218,6589,0,60,40,6590,"","","","","","",1,1,"","",2,7,[0],[386]
219,6590,0,60,40,"",1,"","","","","",1,1,"","",2,7,[0],[387]
220,6591,0,0,100,6592,"","","","","","",1,1,"","",3,7,[0],[388]
221,6592,0,0,100,"",1,"","","","","",1,1,"","",3,7,[0],[389]
222,6593,0,0,100,6631,"","","","","","",1,1,"","",3,4,[0],"[390,391,392]"
223,6631,0,0,100,"",1,"","","","","",1,1,"","",3,4,[0],"[393,394,395]"
224,6594,0,0,100,6644,"","","","","","",1,1,"","",3,8,[0],"[396,397,398]"
225,6644,0,0,100,"",1,"","","","","",1,1,"","",3,8,[0],"[399,400,401]"
226,6595,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[402,403,404]"
227,6596,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[405,406,407]"
228,6597,0,60,40,"","","","","","","",1,1,"","",2,0,[0],[408]
229,6598,0,0,100,"","","","","","","",1,1,"","",3,1,[0],[409]
230,6599,0,100,0,"","","",1,"","","",1,1,454,"",2,6,[0],[410]
231,6600,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[411,412,413]"
232,6601,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[414,415,416]"
233,6602,0,0,100,"","","",1,"","","",1,1,470,"",3,13,[0],[417]
234,6603,0,60,40,"","","","","","","",1,1,"","",2,5,[0],[418]
235,6604,0,0,100,"","","","","","","",1,1,"","",3,4,[0],[419]
236,6605,0,0,100,"","","","","","","",1,1,"","",3,4,[0],[420]
237,6606,0,0,100,"","","","","","","",1,1,"","",3,4,[0],[421]
238,6607,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[422,423,424]"
239,6632,0,60,40,"","","",1,"","","",1,1,"","",2,6,[0],[425]
240,6634,100,0,0,7110,"","","","","","",1,1,"","",1,0,[0],"[426,427,428]"
241,6608,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[429]
242,6609,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[430]
243,6643,60,40,0,"","","","","","","",1,1,"","",1,0,[0],[431]
244,6645,0,40,60,"","","","","","","",1,1,"","",3,8,[0],"[432,433,434]"
245,6646,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[435,436,437]"
246,6648,60,0,40,"","","",1,"","","",1,1,440,"",1,9,[0],[438]
247,6649,60,0,40,"","","","","","","",1,1,"","",1,5,[0],[439]
248,6650,0,60,40,"","","","","","","",1,1,"","",2,5,[0],[440]
249,6651,0,0,100,"","","","","","","",1,1,"","",3,5,[0],[441]
250,6652,0,100,0,"","","","","","","",1,1,"","",2,5,[0],[442]
251,6653,60,0,40,"","","","","","","",1,1,"","",1,5,[0],[443]
252,6654,0,100,0,"","","","","","","",1,1,"","",2,5,[0],[444]
253,6655,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[445,446,447]"
254,6656,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[448]
255,6657,0,0,100,"","","","","","","",1,1,"","",3,0,[0],[449]
256,6658,0,0,100,"","","","","","","",1,1,"","",3,0,[0],[450]
257,6661,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[451,452,453]"
258,6662,100,0,0,"","","","","","","",1,1,"","",1,9,[0],[454]
259,6660,0,100,0,"","","","","","","",1,1,"","",2,3,[0],"[455,456,457]"
260,6659,0,100,0,"","","","","","","",1,1,"","",2,3,[0],"[458,459,460]"
261,6488,0,100,0,"","","","","","","",1,1,"","",2,1,[0],[461]
262,6490,100,0,0,"","","","","","","",1,1,"","",1,1,[0],[462]
263,6426,60,0,40,"","","","","","","",1,1,"","",1,4,[0],"[463,464,465]"
264,6663,40,0,60,"","","",1,"","","",1,1,"","",3,6,[0],[466]
265,6489,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[467]
266,6664,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[468,469,470]"
267,6665,0,60,40,"","","","","","","",1,1,"","",2,10,[0],"[471,472,473]"
268,6666,60,0,40,"","","","","","","",1,1,"","",1,10,[0],"[474,475,476]"
269,6667,0,40,60,"","","","","","","",1,1,"","",3,10,[0],"[477,478,479]"
270,6668,0,0,100,"","","",1,"","","",1,1,457,"",3,9,[0],[480]
271,6669,60,0,40,"","","","","","","",1,1,"","",1,8,[0],"[481,482,483]"
272,6670,60,40,0,"","","","","","","",1,1,"","",1,7,[0],[484]
273,6671,100,0,0,"","","","","","","",1,1,"","",1,10,[0],[485]
274,6674,0,0,100,"","","","","","","",1,1,"","",3,3,[0],"[486,487,488]"
275,6676,60,0,40,"","","","","","","",1,1,"","",1,1,[0],"[489,490,491]"
276,6677,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[492]
277,6675,0,100,0,"","","","","","","",1,1,"","",2,0,[0],"[493,494,495]"
278,6678,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[496]
279,6679,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[497]
280,6680,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[498]
281,6681,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[499,500,501]"
282,6682,0,60,40,"","","",1,"","","",1,1,"","",2,6,[0],[502]
283,6684,40,60,0,"","","","","","","",1,1,"","",2,8,[0],"[503,504,505]"
284,6683,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[506,507,508]"
285,6686,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[509,510,511]"
286,6685,0,100,0,"","","","","","","",1,1,"","",2,0,[0],"[512,513,514]"
287,6689,0,0,40,"","","","","","","",1,1,"","",3,0,[0],[515]
288,6687,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[516,517,518]"
289,6690,0,100,0,6692,"","","","","","",1,1,"","",2,4,[0],"[519,520,521]"
290,6692,0,100,0,"",1,"","","","","",1,1,"","",2,4,[0],"[522,523,524]"
291,6691,0,100,0,"","","","","","","",1,1,"","",2,12,[0],[525]
292,6693,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[526,527,528]"
293,6688,0,100,0,"","","","","","","",1,1,"","",2,4,[1],"[529,530,531]"
294,6694,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[532,533,534]"
295,6695,60,40,0,"","","","","","","",1,1,"","",1,10,[0],"[535,536,537]"
296,6696,0,0,100,"","","","","","","",1,1,"","",3,5,[0],[538]
297,6698,100,0,0,6756,"","","","","","",1,1,"","",1,8,[0],"[539,540,541]"
298,6697,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[542]
299,6699,0,40,60,"","","","","","","",1,1,"","",3,1,[0],"[543,544,545]"
300,6700,0,0,100,"","","","","","","",1,1,"","",3,3,[0],[546]
301,6701,0,0,100,6757,"","","","","","",1,1,"","",3,0,[0],"[547,548,549]"
302,6702,0,40,60,"","","","","","","",1,1,"","",3,4,[0],"[550,551,552]"
303,6706,0,100,0,"","","","","","","",1,1,"","",2,0,[0],[553]
304,6703,0,60,40,"","","",1,"","","",1,1,453,"",2,2,[0],[554]
305,6704,0,0,100,"","","",1,"","","",1,1,459,"",3,6,[0],[555]
306,6705,0,100,0,"","","",1,"","","",1,1,452,"",2,9,[0],[556]
307,6707,0,60,40,"","","",1,"","","",1,1,"","",2,11,[0],[557]
308,6711,100,0,0,"","","","","","","",1,1,"","",1,1,[1],"[558,559,560]"
309,6712,100,0,0,"","","","","","","",1,1,"","",1,4,[1],[561]
310,6713,100,0,0,6760,"","","","","","",1,1,"","",1,8,[0],"[562,563,564]"
311,6708,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[565,566,567]"
312,6709,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[568,569,570]"
313,6710,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[571,572,573]"
314,6714,0,0,100,"","","",1,"","","",1,1,461,"",3,6,[0],[574]
315,6715,0,40,60,"","","",1,"","","",1,1,"","",3,11,[0],[575]
316,6716,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[576]
317,6877,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[578]
318,6735,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[579,580,581]"
319,6717,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[582,583,584]"
320,6718,0,40,60,"","","",1,"","","",1,1,458,"",3,11,[0],[585]
321,6719,33,33,33,"","","",1,"","","",1,1,"","",4,11,[0],[586]
322,6487,0,0,100,"","",10238,"","","","",1,1,"","",3,3,[0],[587]
323,6720,40,0,60,"","","",1,"","","",1,1,"","",3,11,[0],[588]
324,6721,100,0,0,"","","",1,"","","",1,1,"","",1,0,[0],[589]
325,6722,0,100,0,"","","",1,"","","",1,1,"","",2,0,[0],[590]
326,6723,0,60,40,"","","",1,"","","",1,1,449,"",2,6,[0],[591]
327,6724,60,40,0,"","","",1,"","","",1,1,"","",1,0,[0],[592]
328,6725,0,40,60,"","","",1,"","","",1,1,"","",3,11,[0],[593]
329,6726,0,0,100,"","","",1,"","","",1,1,"","",3,2,[0],[594]
330,6727,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[595]
331,6728,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[596]
332,6729,40,0,60,"","","",1,"","","",1,1,"","",3,11,[0],[597]
333,6730,0,40,60,"","","",1,"","","",1,1,467,"",3,2,[0],[598]
334,6731,100,0,0,"","","",1,"","","",1,1,436,"",1,11,[0],[599]
335,6732,100,0,0,"","","",1,"","","",1,1,"","",1,0,[0],[600]
