"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
10,86,"","","","","","","","","","","","","",13776,2018,660,660,756,756,"","",745,-1245983058,[48],[12759],1,4,[931],"","",2365,2377,"",744,"",744,744,756,756,2377,2365,2377,2377,2377,2377,2365,2365,2365,2365,2365,2365,2365,12704,75,660,2018,660,"",745,"","",[12767],[841],[48]
11,87,"","","","","","","","","","","","","",13772,2019,661,661,"","",746,760,753,-182539987,[68],[12760],1,5,[1024],"","",2370,2382,"",757,"",760,746,757,757,2382,2370,2382,2382,2382,2382,2370,2370,2370,2370,2370,2370,2370,12705,0,661,2019,661,"",753,"",1,[12768],[56],[68]
12,88,"","","","","","","","","","","","","",13773,2025,663,662,"","",748,761,754,910335598,"[73,77]",[12761],1,6,"[205,410]","","",2371,2383,"",758,"",761,748,758,758,2383,2371,2383,2383,2383,2383,2371,2371,2371,2371,2371,2371,2371,12706,0,662,2025,663,"",754,"","",[12769],[0],[]
13,89,"","","","","","","","","","","","","",13774,2026,664,663,"","",752,762,755,1591416724,[],[12762],1,7,[0],"","",2372,2384,"",759,"",762,752,759,759,2384,2372,2384,2384,2384,2384,2372,2372,2372,2372,2372,2372,2372,12707,0,663,2026,664,"",755,"","",[12770],[0],[]
14,90,"","","","","","","","","","","","","",1051,"","",4734,"","","","","",1724552963,[1],[12756],2,1,[700],9669,"","","","",322,"",322,322,322,322,9669,9669,9669,9669,9669,9669,9669,9669,9669,9669,9669,9669,9669,12694,35,4734,2925,2925,2925,322,"","",[12764],[1905],[1]
15,91,"","","","","","","","","","","","","",1052,"","",4735,"","","","","",-1337235593,[12],[12757],2,2,[770],9670,"","","","",323,"",323,323,323,323,9670,9670,9670,9670,9670,9670,9670,9670,9670,9670,9670,9670,9670,12695,45,4735,2926,2926,2926,323,"","",[12765],[1905],[12]
16,92,"","","","","","","","","","","","","",1053,"","",4736,"","","","","",1334812465,[30],[12758],2,3,[847],9671,"","","","",324,"",324,324,324,324,9671,9671,9671,9671,9671,9671,9671,9671,9671,9671,9671,9671,9671,12696,60,4736,2927,2927,2927,324,"","",[12766],[1905],[30]
17,93,"","","","","","","","","","","","","",1054,"","",4737,315,315,"","","",-669856137,[48],[12759],2,4,[931],9672,"","","","",316,"",316,316,315,315,9672,9672,9672,9672,9672,9672,9672,9672,9672,9672,9672,9672,9672,12697,75,4737,2928,2928,2928,316,"","",[12767],[841],[48]
18,94,"","","","","","","","","","","","","",1055,"","",4738,"","",318,317,318,181619222,[68],[12760],2,5,[1024],9673,"","","","",316,"",317,318,316,316,9673,9673,9673,9673,9673,9673,9673,9673,9673,9673,9673,9673,9673,12698,0,4738,2929,2929,2929,318,"",1,[12768],[56],[68]
19,95,"","","","","","","","","","","","","",1056,"","",4739,"","",320,318,319,2059925248,"[73,77]",[12761],2,6,"[205,410]",9674,"","","","",317,"",318,320,317,317,9674,9674,9674,9674,9674,9674,9674,9674,9674,9674,9674,9674,9674,12699,0,4739,2930,2930,2930,319,"","",[12769],[0],[]
20,96,"","","","","","","","","","","","","",1057,"","",4740,"","",325,327,326,-1356244188,[],[12762],2,7,[0],9675,"","","","",328,"",327,325,328,328,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,9675,12700,0,4740,2931,2931,2931,326,"","",[12770],[0],[]
21,97,"","","","","","","","","","","","","",763,"","",4818,763,4818,4818,4818,4818,1018082169,[1],[12756],3,1,[700],"","",1354,1365,"",4818,"",4818,4818,4818,763,1365,1354,1365,1365,1365,1365,1354,1354,1354,1354,1354,1354,1354,12669,35,4818,763,763,763,4818,"","",[12764],[1905],[1]
22,98,"","","","","","","","","","","","","",764,"","",4819,764,4819,4819,4819,4819,829889309,[12],[12757],3,2,[770],"","",1355,1366,"",4819,"",4819,4819,4819,764,1366,1355,1366,1366,1366,1366,1355,1355,1355,1355,1355,1355,1355,12670,45,4819,764,764,764,4819,"","",[12765],[1905],[12]
23,99,"","","","","","","","","","","","","",766,"","",4820,765,4820,4820,4820,4820,2051179612,[30],[12758],3,3,[847],"","",1356,1367,"",4820,"",4820,4820,4820,765,1367,1356,1367,1367,1367,1367,1356,1356,1356,1356,1356,1356,1356,12671,60,4820,766,766,766,4820,"","",[12766],[1905],[30]
24,100,"","","","","","","","","","","","","",768,768,767,4821,785,4821,4821,4821,4821,-743698363,[48],[12759],3,4,[931],"","",1357,1368,"",4821,"",4821,4821,4821,785,1368,1357,1368,1368,1368,1368,1357,1357,1357,1357,1357,1357,1357,12672,75,4821,768,767,"",4821,"","",[12767],[841],[48]
25,101,"","","","","","","","","","","","","",770,770,782,4822,786,4822,4822,4822,4822,-205989316,[68],"[12760,12676]",3,5,[1024],"","",1359,1370,"",4822,"",4822,4822,4822,786,1370,1359,1370,1370,1370,1370,1359,1359,1359,1359,1359,1359,1359,12673,0,4822,770,782,"",4822,"",1,"[12768,12676]",[56],[68]
26,102,"","","","","","","","","","","","","",771,771,783,4823,787,4823,4823,4823,4823,-1738015661,"[73,77]","[12761,12676]",3,6,"[205,410]","","",1360,1371,"",4823,"",4823,4823,4823,787,1371,1360,1371,1371,1371,1371,1360,1360,1360,1360,1360,1360,1360,12674,0,4823,771,783,"",4823,"","","[12769,12676]",[0],[]
27,103,"","","","","","","","","","","","","",781,781,784,4824,788,4824,4824,4824,4824,1330507188,[],"[12762,12676]",3,7,[0],"","",1364,1375,"",4824,"",4824,4824,4824,788,1375,1364,1375,1375,1375,1375,1364,1364,1364,1364,1364,1364,1364,12675,0,4824,781,784,"",4824,"","","[12770,12676]",[0],[]
28,104,"","","","","","","","","","","","","",85,"","","","","","","","",535092733,[12],"[12757,12772]",4,2,[669],"","",8969,8975,"",85,"",85,85,85,85,8975,8969,8975,8975,8975,8975,8969,8969,8969,8969,8969,8969,8969,12663,45,85,85,85,85,85,85,"","[12765,12772]",[1657],[12]
29,105,"","","","","","","","","","","","","",86,"","","","","","","","",-267836319,[30],"[12758,12772]",4,3,[736],"","",8970,8976,"",86,"",86,86,86,86,8976,8970,8976,8976,8976,8976,8970,8970,8970,8970,8970,8970,8970,12664,60,86,86,86,86,86,86,"","[12766,12772]",[1657],[30]
30,106,"","","","","","","","","","","","","",88,"","","","","","","","",-880120152,[48],"[12759,12772]",4,4,[810],"","",8971,8977,"",88,"",88,88,88,88,8977,8971,8977,8977,8977,8977,8971,8971,8971,8971,8971,8971,8971,12665,75,88,88,88,88,88,88,"","[12767,12772]",[731],[48]
31,107,"","","","","","","","","","","","","",89,"","","","","","","","",1066624914,[68],"[12760,12772]",4,5,[891],"","",8972,8978,"",89,"",89,89,89,89,8978,8972,8978,8978,8978,8978,8972,8972,8972,8972,8972,8972,8972,12666,0,89,89,89,89,89,89,1,"[12768,12772]",[49],[68]
32,108,"","","","","","","","","","","","","",91,"","","","","","","","",993214565,"[73,77]","[12761,12772]",4,6,"[178,356]","","",8973,8979,"",91,"",91,91,91,91,8979,8973,8979,8979,8979,8979,8973,8973,8973,8973,8973,8973,8973,12667,0,91,91,91,91,91,91,"","[12769,12772]",[0],[]
33,109,"","","","","","","","","","","","","",94,"","","","","","","","",-558420537,[],"[12762,12772]",4,7,[0],"","",8974,8980,"",94,"",94,94,94,94,8980,8974,8980,8980,8980,8980,8974,8974,8974,8974,8974,8974,8974,12668,0,94,94,94,94,94,94,"","[12770,12772]",[0],[]
34,110,"","","","","","","","","","","","",1853,3122,"","",3122,"","","","","",-36091224,[12],"[12757,12774]",5,2,[669],1841,"","","",1853,3122,"",3122,3122,3122,3122,1853,1841,1853,1853,1853,1853,1841,1841,1841,1841,1841,1841,1841,12603,45,3122,3676,3676,3676,3122,"","","[12765,12774]",[1657],[12]
35,111,"","","","","","","","","","","","",1855,3123,"","",3123,"","","","","",-1327428615,[30],"[12758,12774]",5,3,[736],1843,"","","",1855,3123,"",3123,3123,3123,3123,1855,1843,1855,1855,1855,1855,1843,1843,1843,1843,1843,1843,1843,12604,60,3123,3677,3677,3677,3123,"","","[12766,12774]",[1657],[30]
36,112,"","","","","","","","","","","","",1857,3124,"","",3124,"","","","","",891153638,[48],"[12759,12774]",5,4,[810],1845,"","","",1857,3124,"",3124,3124,3124,3124,1857,1845,1857,1857,1857,1857,1845,1845,1845,1845,1845,1845,1845,12605,75,3124,3678,3678,3678,3124,"","","[12767,12774]",[731],[48]
37,113,"","","","","","","","","","","","",1859,3126,"","",3126,"","","","","",128783824,[68],"[12760,12774]",5,5,[891],1847,"","","",1859,3126,"",3126,3126,3126,3126,1859,1847,1859,1859,1859,1859,1847,1847,1847,1847,1847,1847,1847,12606,0,3126,3679,3679,3679,3126,"",1,"[12768,12774]",[49],[68]
38,114,"","","","","","","","","","","","",1860,3127,"","",3127,"","","","","",-452117587,"[73,77]","[12761,12774]",5,6,"[178,356]",1848,"","","",1860,3127,"",3127,3127,3127,3127,1860,1848,1860,1860,1860,1860,1848,1848,1848,1848,1848,1848,1848,12607,0,3127,3680,3680,3680,3127,"","","[12769,12774]",[0],[]
39,115,"","","","","","","","","","","","",1872,3128,"","",3128,"","","","","",1536872438,[],"[12762,12774]",5,7,[0],1850,"","","",1872,3128,"",3128,3128,3128,3128,1872,1850,1872,1872,1872,1872,1850,1850,1850,1850,1850,1850,1850,12608,0,3128,3681,3681,3681,3128,"","","[12770,12774]",[0],[]
40,116,"","","","","","","","","","","","","",992,"","",4812,982,4812,12226,4812,12226,-475311494,[12],"[12757,12773]",6,2,[669],"","",9939,9977,"",4812,"",4812,12226,4812,982,9977,9939,9977,9977,9977,9977,9939,9939,9939,9939,9939,9939,9939,12627,45,4812,983,983,983,12226,"","","[12765,12773]",[1657],[12]
41,117,"","","","","","","","","","","","","",994,"","",4813,983,4813,12227,4813,12227,1008794806,[30],"[12758,12773]",6,3,[736],"","",9941,9979,"",4813,"",4813,12227,4813,983,9979,9941,9979,9979,9979,9979,9941,9941,9941,9941,9941,9941,9941,12628,60,4813,985,985,985,12227,"","","[12766,12773]",[1657],[30]
42,118,"","","","","","","","","","","","","",996,"","",4814,984,4814,12228,4814,12228,-1179354155,[48],"[12759,12773]",6,4,[810],"","",9943,9981,"",4814,"",4814,12228,4814,984,9981,9943,9981,9981,9981,9981,9943,9943,9943,9943,9943,9943,9943,12629,75,4814,987,987,987,12228,"","","[12767,12773]",[731],[48]
43,119,"","","","","","","","","","","","","",998,"","",4815,985,4815,12229,4815,12229,747230036,[68],"[12760,12773]",6,5,[891],"","",9944,9982,"",4815,"",4815,12229,4815,985,9982,9944,9982,9982,9982,9982,9944,9944,9944,9944,9944,9944,9944,12630,0,4815,989,989,989,12229,"",1,"[12768,12773]",[49],[68]
44,120,"","","","","","","","","","","","","",999,"","",4816,986,4816,12230,4816,12230,-826006652,"[73,77]","[12761,12773]",6,6,"[178,356]","","",9945,9983,"",4816,"",4816,12230,4816,986,9983,9945,9983,9983,9983,9983,9945,9945,9945,9945,9945,9945,9945,12631,0,4816,990,990,990,12230,"","","[12769,12773]",[0],[]
45,121,"","","","","","","","","","","","","",1000,"","",4817,987,4817,12231,4817,12231,-1551618851,[],"[12762,12773]",6,7,[0],"","",9946,9984,"",4817,"",4817,12231,4817,987,9984,9946,9984,9984,9984,9984,9946,9946,9946,9946,9946,9946,9946,12632,0,4817,1001,1001,1001,12231,"","","[12770,12773]",[0],[]
46,122,"","","","","","","","","","","","","",4615,"","",4632,4664,"","",4658,"",697488794,[12],[12757],7,2,[669],"","",20509,20520,"",4632,"",4658,4632,4632,4664,20520,20509,20520,20520,20520,20520,20509,20509,20509,20509,20509,20509,20509,12635,45,4632,4615,4615,4615,4632,"","",[12765],[1657],[12]
47,123,"","","","","","","","","","","","","",4616,"","",4633,4665,"","",4659,"",-185991819,[30],[12758],7,3,[736],"","",20510,20521,"",4633,"",4659,4633,4633,4665,20521,20510,20521,20521,20521,20521,20510,20510,20510,20510,20510,20510,20510,12636,60,4633,4616,4616,4616,4633,"","",[12766],[1657],[30]
48,124,"","","","","","","","","","","","","",4617,"","",4634,4666,"","",4660,"",2034631909,[48],[12759],7,4,[810],"","",20511,20522,"",4634,"",4660,4634,4634,4666,20522,20511,20522,20522,20522,20522,20511,20511,20511,20511,20511,20511,20511,12637,75,4634,4617,4617,4617,4634,"","",[12767],[731],[48]
49,125,"","","","","","","","","","","","","",4618,"","",4635,4667,"","",4661,"",-575837846,[68],[12760],7,5,[891],"","",20516,20523,"",4635,"",4661,4635,4635,4667,20523,20516,20523,20523,20523,20523,20516,20516,20516,20516,20516,20516,20516,12638,0,4635,4618,4618,4618,4635,"",1,[12768],[49],[68]
50,126,"","","","","","","","","","","","","",4619,"","",4636,4668,"","",4662,"",117284401,"[73,77]",[12761],7,6,"[178,356]","","",20517,20524,"",4636,"",4662,4636,4636,4668,20524,20517,20524,20524,20524,20524,20517,20517,20517,20517,20517,20517,20517,12639,0,4636,4619,4619,4619,4636,"","",[12769],[0],[]
51,127,"","","","","","","","","","","","","",4620,"","",4637,4669,"","",4663,"",-779044208,[],[12762],7,7,[0],"","",20518,20525,"",4637,"",4663,4637,4637,4669,20525,20518,20525,20525,20525,20525,20518,20518,20518,20518,20518,20518,20518,12640,0,4637,4620,4620,4620,4637,"","",[12770],[0],[]
52,128,"","","","","","","","","","","","","",947,"","",4859,936,4859,12221,4859,12221,836789809,[30],"[12758,12772]",8,3,[640],"","",9923,9969,"",4859,"",4859,12221,4859,936,9969,9923,9969,9969,9969,9969,9923,9923,9923,9923,9923,9923,9923,12641,60,4859,938,938,938,12221,"","","[12766,12772]",[1441],[30]
53,129,"","","","","","","","","","","","","",949,"","",4860,937,4860,12222,4860,12222,-1267169214,[48],"[12759,12772]",8,4,[704],"","",9925,9971,"",4860,"",4860,12222,4860,937,9971,9925,9971,9971,9971,9971,9925,9925,9925,9925,9925,9925,9925,12642,75,4860,940,940,940,12222,"","","[12767,12772]",[636],[48]
54,130,"","","","","","","","","","","","","",950,"","",4861,938,4861,12223,4861,12223,-1833058895,[68],"[12760,12772]",8,5,[775],"","",9926,9972,"",4861,"",4861,12223,4861,938,9972,9926,9972,9972,9972,9972,9926,9926,9926,9926,9926,9926,9926,12643,0,4861,941,941,941,12223,"",1,"[12768,12772]",[42],[68]
55,131,"","","","","","","","","","","","","",952,"","",4862,939,4862,12224,4862,12224,864068417,"[73,77]","[12761,12772]",8,6,"[155,310]","","",9927,9973,"",4862,"",4862,12224,4862,939,9973,9927,9973,9973,9973,9973,9927,9927,9927,9927,9927,9927,9927,12644,0,4862,943,943,943,12224,"","","[12769,12772]",[0],[]
56,132,"","","","","","","","","","","","","",953,"","",4863,940,4863,12225,4863,12225,222024053,[],"[12762,12772]",8,7,[0],"","",9928,9974,"",4863,"",4863,12225,4863,940,9974,9928,9974,9974,9974,9974,9928,9928,9928,9928,9928,9928,9928,12645,0,4863,954,954,954,12225,"","","[12770,12772]",[0],[]
57,133,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,[30],"[12758,12774,8315]",9,3,[640],"","",8958,8963,"",2,"",2,2,2,2,8963,8958,8963,8963,8963,8963,8958,8958,8958,8958,8958,8958,8958,12686,60,2,2,2,2,2,2,"","[12766,12774,8315]",[1441],[30]
58,134,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,[48],"[12759,12774,8315]",9,4,[704],"","",8959,8964,"",4,"",4,4,4,4,8964,8959,8964,8964,8964,8964,8959,8959,8959,8959,8959,8959,8959,12687,75,4,4,4,4,4,4,"","[12767,12774,8315]",[636],[48]
59,135,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,[68],"[12760,12774,8315]",9,5,[775],"","",8960,8965,"",5,"",5,5,5,5,8965,8960,8965,8965,8965,8965,8960,8960,8960,8960,8960,8960,8960,12688,0,5,5,5,5,5,5,1,"[12768,12774,8315]",[42],[68]
60,136,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,"[73,77]","[12761,12774,8315]",9,6,"[155,310]","","",8961,8966,"",7,"",7,7,7,7,8966,8961,8966,8966,8966,8966,8961,8961,8961,8961,8961,8961,8961,12689,0,7,7,7,7,7,7,"","[12769,12774,8315]",[0],[]
61,137,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,[],"[12762,12774,8315]",9,7,[0],"","",8962,8967,"",10,"",10,10,10,10,8967,8962,8967,8967,8967,8967,8962,8962,8962,8962,8962,8962,8962,12690,0,10,10,10,10,10,10,"","[12770,12774,8315]",[0],[]
62,138,"","","","","","","","","","","","",1961,3281,"","",3281,"","","","","",1046769873,[30],"[12758,12773]",10,3,[640],1949,"",1949,"",1961,3281,"",3281,3281,3281,3281,1961,1949,1961,1961,1961,1961,1949,1949,1949,1949,1949,1949,1949,12616,60,3281,3741,3741,3741,3281,"","","[12766,12773]",[1441],[30]
63,139,"","","","","","","","","","","","",1963,3282,"","",3282,"","","","","",-383181272,[48],"[12759,12773]",10,4,[704],1951,"",1951,"",1963,3282,"",3282,3282,3282,3282,1963,1951,1963,1963,1963,1963,1951,1951,1951,1951,1951,1951,1951,12617,75,3282,3742,3742,3742,3282,"","","[12767,12773]",[636],[48]
64,140,"","","","","","","","","","","","",1965,3284,"","",3284,"","","","","",491155825,[68],"[12760,12773]",10,5,[775],1953,"",1953,"",1965,3284,"",3284,3284,3284,3284,1965,1953,1965,1965,1965,1965,1953,1953,1953,1953,1953,1953,1953,12618,0,3284,3744,3744,3744,3284,"",1,"[12768,12773]",[42],[68]
65,141,"","","","","","","","","","","","",1966,3285,"","",3285,"","","","","",-150361862,"[73,77]","[12761,12773]",10,6,"[155,310]",1954,"",1954,"",1966,3285,"",3285,3285,3285,3285,1966,1954,1966,1966,1966,1966,1954,1954,1954,1954,1954,1954,1954,12619,0,3285,3745,3745,3745,3285,"","","[12769,12773]",[0],[]
66,142,"","","","","","","","","","","","",1978,3286,"","",3286,"","","","","",1926779813,[],"[12762,12773]",10,7,[0],1956,"",1956,"",1978,3286,"",3286,3286,3286,3286,1978,1956,1978,1978,1978,1978,1956,1956,1956,1956,1956,1956,1956,12620,0,3286,3746,3746,3746,3286,"","","[12770,12773]",[0],[]
67,143,"","","","","","","","","","","","","",2888,2006,"","","","","","","",-557327777,[30],[12758],11,3,[640],4419,"","","","",2062,"",2062,2062,2062,2062,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,12708,60,2038,2006,2038,2038,2062,"","",[12766],[1441],[30]
68,144,"","","","","","","","","","","","","",2889,2007,"","",2076,2076,"","",2065,-1074439089,[48],[12759],11,4,[704],4420,"","","","",2064,"",2064,2064,2076,2076,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,12709,75,2039,2007,2039,2039,2065,"","",[12767],[636],[48]
69,145,"","","","","","","","","","","","","",2890,2008,"","",2077,2077,2066,2072,2080,1419643846,[68],[12760],11,5,[775],4421,"","","","",2077,"",2072,2066,2077,2077,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,12710,0,2040,2008,2040,2040,2080,"",1,[12768],[42],[68]
70,146,"","","","","","","","","","","","","",2891,2011,"","",2078,2078,2068,2073,2081,2044538361,"[73,77]",[12761],11,6,"[155,310]",4422,"","","","",2078,"",2073,2068,2078,2078,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,12711,0,2041,2011,2041,2041,2081,"","",[12769],[0],[]
71,147,"","","","","","","","","","","","","",2892,2012,"","",2079,2079,2070,2074,2082,-444339820,[],[12762],11,7,[0],4423,"","","","",2079,"",2074,2070,2079,2079,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,12712,0,2043,2012,2043,2043,2082,"","",[12770],[0],[]
72,148,"","","","","","","","","","","","","",902,"","",6413,890,6413,12217,6413,12217,-964777382,[48],"[12759,12774,12823]",12,4,[612],"","",9907,9961,"",6413,"",6413,12217,6413,890,9961,9907,9961,9961,9961,9961,9907,9907,9907,9907,9907,9907,9907,12678,75,6413,893,893,893,12217,"","","[12767,12774,12823]",[553],[48]
73,149,"","","","","","","","","","","","","",904,"","",6414,891,6414,12218,6414,12218,1027011185,[68],"[12760,12774,12823]",12,5,[673],"","",9908,9962,"",6414,"",6414,12218,6414,891,9962,9908,9962,9962,9962,9962,9908,9908,9908,9908,9908,9908,9908,12679,0,6414,895,895,895,12218,"",1,"[12768,12774,12823]",[37],[68]
74,150,"","","","","","","","","","","","","",905,"","",6415,892,6415,12219,6415,12219,-1839053998,"[73,77]","[12761,12774,12823]",12,6,"[135,269]","","",9909,9963,"",6415,"",6415,12219,6415,892,9963,9909,9963,9963,9963,9963,9909,9909,9909,9909,9909,9909,9909,12680,0,6415,896,896,896,12219,"","","[12769,12774,12823]",[0],[]
75,151,"","","","","","","","","","","","","",906,"","",6416,893,6416,12220,6416,12220,1845632009,[],"[12762,12774,12823]",12,7,[0],"","",9910,9964,"",6416,"",6416,12220,6416,893,9964,9910,9964,9964,9964,9964,9910,9910,9910,9910,9910,9910,9910,12681,0,6416,907,907,907,12220,"","","[12770,12774,12823]",[0],[]
76,152,"","","","","","","","","","","","","",3036,3036,3048,3573,3048,9395,"","",6047,-1618168670,[48],[12759],13,4,[612],4016,"","","","",6630,"",6630,6630,9395,3048,4016,4016,4016,4016,4016,4016,4016,4016,4016,4016,4016,4016,4016,12656,75,3573,3036,3048,"",6047,"","",[12767],[553],[48]
77,153,"","","","","","","","","","","","","",3037,3037,3049,3574,3049,9396,"","",6048,-2058874949,[68],[12760],13,5,[673],4017,"","","","",6631,"",6631,6631,9396,3049,4017,4017,4017,4017,4017,4017,4017,4017,4017,4017,4017,4017,4017,12657,0,3574,3037,3049,"",6048,"",1,[12768],[37],[68]
78,154,"","","","","","","","","","","","","",3038,3038,3050,3575,3050,9397,"","",6049,-697952158,"[73,77]",[12761],13,6,"[135,269]",4018,"","","","",6632,"",6632,6632,9397,3050,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,4018,12658,0,3575,3038,3050,"",6049,"","",[12769],[0],[]
