"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
85,1169,7927,"",13,6,10,""
86,1170,7936,"",6,0,0,""
87,1171,9204,"",6,0,0,""
88,1172,7937,"",5,0,0,""
89,1174,7981,"",11,6,10,""
90,1175,8017,"",4,6,10,""
91,1176,12278,"",4,0,0,""
92,1177,8032,"",9,11,15,""
93,1178,7909,"",0,11,15,""
94,1179,7900,"",6,11,15,""
95,1180,7966,"",7,6,10,""
96,1181,7964,"",3,6,10,""
97,1182,7970,"",15,6,10,""
98,1183,7946,"",14,6,10,""
99,1184,9187,"",14,0,0,""
100,1185,7929,"",10,6,10,""
101,1186,7940,"",12,6,10,""
102,1187,12038,"",12,0,0,""
103,1188,7976,"",0,6,10,""
104,1189,8016,"",5,6,10,""
105,1191,7969,"",0,11,15,""
106,1192,8008,"",0,6,10,""
107,1193,7921,"",0,0,0,""
108,1194,7962,"",8,6,10,""
109,1195,7958,"",4,11,15,""
110,1196,7930,"",7,6,10,""
111,1197,7935,"",1,0,0,""
112,1198,7939,"",7,0,0,""
113,1199,9111,"",7,0,0,""
114,1200,7941,"",12,6,10,""
115,1201,7944,"",6,6,10,""
116,1202,10334,"",6,0,0,""
117,1203,7971,"",0,11,15,""
118,1204,7925,"",4,6,10,""
119,1205,7907,"",0,6,10,""
120,1206,7916,"",8,6,10,""
121,1207,7938,"",10,11,15,""
122,1208,7979,"",0,6,10,""
123,1209,7884,"",0,6,10,""
124,1210,7904,"",15,0,0,""
125,1211,7905,"",0,6,10,""
126,1213,8010,"",0,11,15,""
127,1214,8005,"",8,11,15,""
128,1215,7943,"",3,6,10,""
129,1216,9154,"",3,0,0,""
130,1217,7922,"",3,0,0,""
131,1218,7880,"",6,11,15,""
132,1219,7899,"",0,6,10,""
133,1220,7959,"",0,11,15,""
134,1221,9208,"",10,0,0,""
135,1222,7965,"",12,6,10,""
136,1223,9422,"",12,0,0,""
137,1224,7913,"",11,11,15,""
138,1225,7987,"",7,11,15,""
139,1226,7885,"",11,6,10,""
140,1227,8015,"",9,6,10,""
141,1228,7950,"",0,11,15,""
142,1229,7974,"",0,11,15,""
143,1230,7984,"",0,11,15,""
144,1231,7948,"",0,6,10,""
145,1232,7886,"",0,11,15,""
146,1233,7989,"",2,11,15,""
147,1234,7988,"",12,11,15,""
148,1235,7895,"",4,11,15,""
149,1236,7991,"",6,11,15,""
150,1237,8031,"",13,11,15,""
151,1238,7975,"",14,11,15,""
152,1239,8027,"",7,11,15,""
153,1240,7983,"",6,11,15,""
154,1241,8006,"",0,11,15,""
155,1242,8009,"",12,11,15,""
156,1243,8004,"",0,11,15,""
157,1244,7945,"",14,11,15,""
158,1245,8003,"",10,11,15,""
159,1259,7911,"",16,0,0,""
160,1260,7933,"",15,0,0,""
161,1269,7990,"",0,0,0,""
162,1246,7993,"",16,0,0,1
163,1247,7994,"",16,0,0,1
164,1249,7995,"",16,0,0,1
165,1248,7996,"",16,0,0,1
166,1251,7998,"",16,0,0,1
167,1257,7879,"",5,0,0,""
