"rownum","Id","Name","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill"
12,"Kitava6","Loyalty Tattoo of Utula","Art/2DArt/SkillIcons/KitavaTribeSkill.dds","[18812,18844]","[1,1]",26885,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KitavaTribePassiveBG",64238,1,0,0,0,""
13,"Kitava7","Tattoo of the Kitava Makanga","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds",[9258],[80],59957,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KitavaTribePassiveBG","",3,"",7,0,""
14,"Tukohama1","Tattoo of the Tukohama Shaman","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[125],[900],18680,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",0,0,""
15,"Tukohama2","Tattoo of the Tukohama Warrior","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[5250],[5],30868,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",0,0,""
16,"Tukohama3","Tattoo of the Tukohama Brawler","Art/2DArt/SkillIcons/passives/knockback.dds",[478],[10],56069,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",0,0,""
17,"Tukohama4","Tattoo of the Tukohama Warmonger","Art/2DArt/SkillIcons/passives/StancesNode.dds",[1229],[1],47726,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",0,0,""
18,"Tukohama5","Tattoo of the Tukohama Warcaller","Art/2DArt/SkillIcons/passives/WarCryCooldown.dds",[3573],[10],44449,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",0,0,""
19,"Tukohama6","Loyalty Tattoo of Akoya","Art/2DArt/SkillIcons/TukohamaTribeSkill.dds","[18813,18845]","[1,1]",14067,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG",64240,1,0,0,0,""
20,"Tukohama7","Tattoo of the Tukohama Makanga","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[2398],[16],25256,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TukohamaTribePassiveBG","",4,"",7,0,""
21,"Rongokurai1","Tattoo of the Rongokurai Warrior","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],[8],23959,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,0,""
22,"Rongokurai2","Tattoo of the Rongokurai Brute","Art/2DArt/SkillIcons/passives/stunstr.dds",[3459],[15],10603,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,0,""
23,"Rongokurai3","Tattoo of the Rongokurai Goliath","Art/2DArt/SkillIcons/passives/stunstr.dds",[340],[10],54870,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,0,""
24,"Rongokurai4","Tattoo of the Rongokurai Turtle","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[97],[10],4731,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,0,""
25,"Rongokurai5","Tattoo of the Rongokurai Guard","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[12072],[6],20125,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,0,""
26,"Rongokurai6","Loyalty Tattoo of Kahuturoa","Art/2DArt/SkillIcons/RongokuraiTribeSkill.dds","[18814,18846]","[1,1]",57869,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG",64242,1,0,0,0,""
27,"Rongokurai7","Tattoo of the Rongokurai Makanga","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[8247],[8],13107,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RongokuraiTribePassiveBG","",5,"",0,1,""
28,"Tasalio1","Tattoo of the Tasalio Bladedancer","Art/2DArt/SkillIcons/passives/StanceSmallPassive.dds",[5410],[5],9764,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",0,0,""
29,"Tasalio2","Tattoo of the Tasalio Tideshifter","Art/2DArt/SkillIcons/passives/stundex.dds",[6074],[15],59283,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",0,0,""
30,"Tasalio3","Tattoo of the Tasalio Shaman","Art/2DArt/SkillIcons/passives/CurseCastSpeed.dds",[6780],[5],1601,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",0,0,""
31,"Tasalio4","Tattoo of the Tasalio Warrior","Art/2DArt/SkillIcons/passives/AttackBlindNode.dds",[6778],[5],40136,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",0,0,""
32,"Tasalio5","Tattoo of the Tasalio Scout","Art/2DArt/SkillIcons/passives/MarkNode.dds",[13321],[5],4969,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",0,0,""
33,"Tasalio6","Loyalty Tattoo of Rakiata","Art/2DArt/SkillIcons/TasalioTribeSkill.dds","[18815,18847]","[1,1]",28089,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG",64244,1,0,0,0,""
34,"Tasalio7","Tattoo of the Tasalio Makanga","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[3334],[8],58051,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TasalioTribePassiveBG","",6,"",7,0,""
35,"Arohongui1","Tattoo of the Arohongui Moonwarden","Art/2DArt/SkillIcons/passives/ColdResistNode.dds",[146],[8],48276,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,0,""
36,"Arohongui2","Tattoo of the Arohongui Scout","Art/2DArt/SkillIcons/passives/ColdResistNode.dds","[190,191]","[15,15]",65238,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,0,""
37,"Arohongui3","Tattoo of the Arohongui Warrior","Art/2DArt/SkillIcons/passives/colddamage.dds","[50,51]","[3,5]",39268,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,0,""
38,"Arohongui4","Tattoo of the Arohongui Warmonger","Art/2DArt/SkillIcons/passives/colddamage.dds",[18955],[10],8269,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,0,""
39,"Arohongui5","Tattoo of the Arohongui Shaman","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7463],[5],19842,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,0,""
40,"Arohongui6","Loyalty Tattoo of Ikiaho","Art/2DArt/SkillIcons/ArohonguiTribeSkill.dds","[18816,18848]","[1,1]",29023,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG",64246,1,0,0,0,""
41,"Arohongui7","Tattoo of the Arohongui Makanga","Art/2DArt/SkillIcons/passives/ColdResistNode.dds",[942],[1],3518,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ArohonguiTribePassiveBG","",7,"",0,1,""
42,"Ramako1","Tattoo of the Ramako Scout","Art/2DArt/SkillIcons/passives/evade.dds",[119],[80],50501,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,""
43,"Ramako2","Tattoo of the Ramako Archer","Art/2DArt/SkillIcons/passives/accuracy.dds",[84],[5],11202,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,""
44,"Ramako3","Tattoo of the Ramako Sniper","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[175],[8],39773,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,""
45,"Ramako4","Tattoo of the Ramako Fleetfoot","Art/2DArt/SkillIcons/passives/MovementSpeedandEvasionPassive.dds",[177],[2],30049,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,""
46,"Ramako5","Tattoo of the Ramako Shaman","Art/2DArt/SkillIcons/passives/SpellSuppresionNode.dds",[14742],[2],28792,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,""
47,"Ramako6","Loyalty Tattoo of Ahuana","Art/2DArt/SkillIcons/RamakoTribeSkill.dds","[18817,18849]","[1,1]",36328,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG",64248,1,0,0,0,""
48,"Ramako7","Tattoo of the Ramako Makanga","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[173],[1],3279,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",7,0,""
49,"Hinekora1","Tattoo of the Hinekora Warrior","Art/2DArt/SkillIcons/passives/energyshield.dds",[138],[10],3136,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,""
50,"Hinekora2","Tattoo of the Hinekora Deathwarden","Art/2DArt/SkillIcons/passives/CursemitigationclusterNode.dds",[1276],[-6],17010,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,""
51,"Hinekora3","Tattoo of the Hinekora Shaman","Art/2DArt/SkillIcons/passives/mana.dds",[131],[180],28702,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,""
52,"Hinekora4","Tattoo of the Hinekora Storyteller","Art/2DArt/SkillIcons/passives/skillduration.dds",[215],[3],2876,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,""
53,"Hinekora5","Tattoo of the Hinekora Warmonger","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],[6],31061,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,""
54,"Hinekora6","Loyalty Tattoo of Tawhanuku","Art/2DArt/SkillIcons/HinekoraTribeSkill.dds","[18818,18850]","[1,1]",26385,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG",64250,1,0,0,0,""
55,"Hinekora7","Tattoo of the Hinekora Makanga","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1385],[8],27325,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",7,0,""
56,"Tawhoa1","Tattoo of the Tawhoa Naturalist","Art/2DArt/SkillIcons/passives/flaskstr.dds","[398,399]","[8,8]",53606,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,""
57,"Tawhoa2","Tattoo of the Tawhoa Scout","Art/2DArt/SkillIcons/passives/Poison.dds",[5265],[15],26520,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,""
58,"Tawhoa3","Tattoo of the Tawhoa Warrior","Art/2DArt/SkillIcons/passives/Poison.dds","[64,65]","[2,3]",31973,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,""
59,"Tawhoa4","Tattoo of the Tawhoa Herbalist","Art/2DArt/SkillIcons/passives/flaskdex.dds",[738],[6],18209,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,""
60,"Tawhoa5","Tattoo of the Tawhoa Shaman","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9523],[2],59941,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,""
61,"Tawhoa6","Loyalty Tattoo of Maata","Art/2DArt/SkillIcons/TawhoaTribeSkill.dds","[18819,18851]","[1,1]",57367,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG",64252,1,0,0,0,""
62,"Tawhoa7","Tattoo of the Tawhoa Makanga","Art/2DArt/SkillIcons/passives/flaskdex.dds",[1743],[8],64308,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",7,0,""
63,"Valako1","Tattoo of the Valako Stormrider","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[148],[8],65068,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,""
64,"Valako2","Tattoo of the Valako Scout","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[3585],[-15],4315,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,""
65,"Valako3","Tattoo of the Valako Warrior","Art/2DArt/SkillIcons/passives/lightningint.dds","[57,58]","[1,7]",8012,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,""
66,"Valako4","Tattoo of the Valako Shieldbearer","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[1080],[1],18857,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,""
67,"Valako5","Tattoo of the Valako Shaman","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[2088],[1],56078,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,""
68,"Valako6","Loyalty Tattoo of Kiloava","Art/2DArt/SkillIcons/ValakoTribeSkill.dds","[18820,18852]","[1,1]",15342,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG",64254,1,0,0,0,""
69,"Valako7","Tattoo of the Valako Makanga","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[943],[1],24452,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,1,""
70,"SpecialSmallNode1","Honoured Tattoo of the Dove","Art/2DArt/SkillIcons/passives/ChaosResistNode.dds",[150],[4],31953,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
71,"SpecialSmallNode2","Honoured Tattoo of the Sky","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[141],[3],27006,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
72,"SpecialSmallNode3","Honoured Tattoo of the Tuatara","Art/2DArt/SkillIcons/passives/accuracyint.dds",[604],[4],2922,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
73,"SpecialSmallNode4","Honoured Tattoo of the Pillager","Art/2DArt/SkillIcons/passives/accuracyint.dds",[153],[3],54016,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
74,"SpecialSmallNode5","Honoured Tattoo of the Turtle","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[2002],[3],7433,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
75,"SpecialSmallNode6","Honoured Tattoo of the Oak","Art/2DArt/SkillIcons/passives/life1.dds",[124],[2],32815,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
76,"SpecialSmallNode7","Honoured Tattoo of the Hatungo","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14706],[1],22940,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
77,"SpecialSmallNode8","Honoured Tattoo of the Flock","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3833],[1],3143,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,""
78,"SpecialNotableStr1","Honoured Tattoo of the Warlord","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[10690],[1],51442,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
79,"SpecialNotableStr2","Honoured Tattoo of the Mountain","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds","[941,179]","[1,1]",64478,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
80,"SpecialNotableStr3","Honoured Tattoo of the Pa","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[5405],[1],11859,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
81,"SpecialNotableDex1","Honoured Tattoo of the Hunter","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[10691],[1],9911,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
82,"SpecialNotableDex2","Honoured Tattoo of the Barbarian","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds","[942,180]","[1,1]",31565,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
83,"SpecialNotableDex3","Honoured Tattoo of the Berserker","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[9179],[4000],39768,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
84,"SpecialNotableInt1","Honoured Tattoo of the Wise","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[10692],[1],2870,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
85,"SpecialNotableInt2","Honoured Tattoo of the Storm","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds","[943,181]","[1,1]",46040,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
86,"SpecialNotableInt3","Honoured Tattoo of the Flood","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[8107],[100],3903,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,""
87,"UniqueSmallNode1","Ancestral Tattoo of Bloodlines","Art/2DArt/SkillIcons/passives/lifemana.dds",[18984],[2],57304,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,5,0,0,""
88,"UniqueSmallNode2","Honoured Tattoo of the Makanga","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[945],[2],26553,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",8,0,""
89,"UniqueNotableStr1","Journey Tattoo of the Body","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[18988],[25],5364,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",12,"",0,0,""
90,"UniqueNotableDex1","Journey Tattoo of the Mind","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[18989],[30],5962,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",13,"",0,0,""
91,"UniqueNotableInt1","Journey Tattoo of the Soul","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[18990],[40],36414,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",14,"",0,0,""
92,"DisplayRandomKeystone","","",[18991],[1],10419,"","",1,6,0,0,""
93,"minion_instability1133","","",[851],[1],18663,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,708
94,"conduit1135","","",[785],[1],23540,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,709
95,"acrobatics1136","","",[773],[1],54307,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,710
96,"iron_reflexes1137","","",[691],[1],10661,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,711
97,"resolute_technique1138","","",[2814],[1],31961,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,712
98,"unwavering_stance1139","","",[2315],[1],40907,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,713
99,"chaos_inoculation1141","","",[696],[1],11455,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,714
100,"eldritch_battery1142","","",[5238],[1],56075,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,715
101,"blood_magic1143","","",[841],[1],57279,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,716
102,"necromantic_aegis1175","","",[741],[1],45175,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,739
103,"pain_attunement1178","","",[774],[1],31703,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,740
104,"elemental_equilibrium1177","","",[751],[1],39085,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,741
105,"iron_grip1181","","",[781],[1],12926,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,743
106,"point_blank1182","","",[783],[1],42178,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,744
107,"arrow_dodging1183","","",[837],[1],54922,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,745
108,"number_of_totems_allowed1269","","",[5239],[1],41970,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,803
109,"ghost_reaver1306","","",[5882],[1],24426,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,836
110,"vaal_pact1420","","",[6832],[1],10808,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,844
111,"keystone_life_regen_to_ES_regen1469","","",[1194],[1],63425,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,863
