"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","string","i32","bool","i32"
64,68,[428],[],4,0,0,0,0,1,0,2,"","",2,"",0
65,69,[430],[],3,0,0,0,0,1,0,7,"","placed_bomb",2,"",0
66,70,[431],[],4,0,0,0,0,1,0,7,"","grid_mine",2,1,0
67,71,[441],[],5,0,0,0,0,1,0,2,"","",2,"",0
68,72,[442],[],4,0,0,0,0,1,0,7,"","",2,"",0
69,73,[438],[],4,0,0,0,0,1,0,7,"","",2,1,0
70,74,[439],[],4,0,0,0,0,1,0,7,"","",2,1,0
71,75,[446],[],4,0,0,0,0,1,0,7,"","",2,"",0
72,76,[450],[],4,0,0,0,0,1,0,7,"","",2,1,0
73,77,[455],[],4,0,0,0,0,1,0,7,"","",2,"",0
74,78,[457],[],4,10,0,0,0,1,0,7,"","dominus_spawner",2,1,0
75,79,[458],[],4,0,0,0,0,1,0,7,"","",2,"",0
76,80,[460],[],4,0,0,0,0,1,0,7,"","",2,"",0
77,81,[462],[],4,0,0,0,0,1,0,7,"","standalone_shav_telemark",2,1,0
78,82,[463],[],4,0,0,0,180,1,0,2,"","turret_group1",2,1,0
79,83,[464],[],4,0,0,0,0,1,0,2,"","turret_group2",2,1,0
80,84,"[465,466]",[],4,0,0,0,0,1,0,7,"","cracks",2,1,0
81,85,[467],[],4,0,0,0,0,1,0,7,"","adus_pillar",2,1,0
82,86,"[470,471,472]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
83,87,[474],[],4,0,0,0,0,1,0,7,"","xnuke",2,1,0
84,88,[482],[],4,0,0,0,0,1,0,7,"","",2,"",0
85,89,[507],[],4,0,0,0,0,2,10,7,"","",2,"",0
86,90,[514],[],4,0,0,0,0,2,10,7,"","",2,"",0
87,91,[539],[],4,0,0,0,0,2,0,2,"","",2,"",0
88,92,[540],[],4,0,0,0,0,1,0,7,"","",2,"",0
89,93,[542],[],4,0,0,0,0,1,0,7,"","",2,"",0
90,94,[548],[],4,0,0,0,0,1,0,7,"","",2,"",0
91,95,[549],[],4,12,12,0,0,2,13,2,"","",2,"",0
92,96,[559],[],4,0,0,0,0,1,0,7,"","blood_orb",2,"",0
93,97,[560],[],4,0,0,0,0,1,0,7,"","fissure",2,1,0
94,98,[574],[],4,0,0,0,0,1,0,7,"","",2,"",0
95,99,[575],[],4,0,0,0,0,1,0,2,"","target_rune",2,"",0
96,100,[342],[],4,0,0,0,0,1,0,4,"","",2,"",0
97,101,[343],[],4,0,0,0,0,1,0,4,"","",2,"",0
98,102,"[582,584,585,586]",[],4,0,0,0,0,1,0,7,"","walls",2,1,0
99,103,[604],[],4,0,0,0,0,1,0,7,"","",2,"",0
100,104,[609],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
101,105,[609],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
