"rownum","RewardOffer","i32","Character","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32"
39,3,5,1,5737,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
40,3,6,6,5537,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
41,3,7,6,5609,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
42,3,8,6,5390,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
43,3,9,6,5555,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
44,3,10,6,5520,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
45,3,11,6,5737,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
46,3,12,0,5385,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
47,3,13,0,5352,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
48,3,14,0,5555,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
49,3,15,0,5520,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
50,3,16,4,5555,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
51,3,17,4,5385,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
52,3,18,4,5354,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
53,3,19,4,5520,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
54,3,20,4,5616,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
55,3,21,4,5640,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
56,3,22,3,5382,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
57,3,23,3,5354,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
58,3,24,3,5333,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
59,3,25,3,5670,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
60,3,26,5,5382,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
61,3,27,5,5538,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
62,3,28,5,5333,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
63,3,29,5,5543,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
64,3,30,5,5264,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
65,3,31,2,5537,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
66,3,32,2,5382,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
67,3,33,2,5385,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
68,3,34,2,5520,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
69,4,0,1,5647,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
70,4,1,6,5634,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
71,4,2,6,5647,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
72,4,3,0,5634,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
73,4,4,4,5634,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
74,4,5,4,5636,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
75,4,6,3,5636,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
76,4,7,5,5636,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
77,4,8,5,5647,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
78,4,9,2,5634,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
79,4,10,2,5636,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
80,4,11,2,5647,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
81,8,0,1,5282,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
82,8,1,1,5340,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
83,8,2,1,5547,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
84,8,3,1,5574,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
85,8,4,1,5343,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
86,8,5,1,5710,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
87,8,6,1,5570,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
88,8,7,6,5273,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
89,8,8,6,5282,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
90,8,9,6,5408,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
91,8,10,6,5343,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
92,8,11,6,5754,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
93,8,12,0,5408,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
94,8,13,0,5273,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
95,8,14,0,5754,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
96,8,15,4,5273,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
97,8,16,4,5408,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
98,8,17,4,5276,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
99,8,18,4,5572,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
100,8,19,4,5754,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
101,8,20,3,5276,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
102,8,21,3,5279,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
103,8,22,3,5408,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
104,8,23,3,5547,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
105,8,24,3,5671,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
106,8,25,5,5279,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
107,8,26,5,5282,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
108,8,27,5,5276,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
109,8,28,5,5547,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
110,8,29,5,5417,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
111,8,30,2,5279,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
112,8,31,2,5282,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
113,8,32,2,5273,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
114,8,33,2,5408,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
115,8,34,2,5276,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
116,8,35,2,5574,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
117,8,36,2,5754,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
118,7,0,1,5369,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
119,7,1,1,5331,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
120,7,2,1,5330,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
121,7,3,1,5518,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
122,7,4,1,5544,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
123,7,5,1,5583,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
124,7,6,6,5518,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
125,7,7,6,5369,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
126,7,8,6,5359,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
127,7,9,6,5246,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
128,7,10,0,5253,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
129,7,11,0,5246,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
130,7,12,0,5359,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
131,7,13,0,5254,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
132,7,14,0,5723,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
133,7,15,4,5504,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
134,7,16,4,5246,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
135,7,17,4,5260,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
136,7,18,4,5648,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
137,7,19,4,5359,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
138,7,20,4,5254,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
139,7,21,4,5723,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
140,7,22,3,5260,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
141,7,23,3,5504,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
142,7,24,3,5420,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
143,7,25,3,5648,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
144,7,26,5,5369,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
145,7,27,5,5648,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
146,7,28,5,5518,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
147,7,29,5,5260,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
148,7,30,5,5420,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
149,7,31,5,5657,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
150,7,32,5,5266,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
151,7,33,5,5595,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
152,7,34,2,5518,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
153,7,35,2,5504,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
154,7,36,2,5246,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
155,7,37,2,5657,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
156,10,0,1,5245,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
157,10,1,1,5731,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
158,10,2,1,5356,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
159,10,3,1,5448,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
160,10,4,1,5546,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
161,10,5,1,5561,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
162,10,6,1,5265,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
163,10,7,1,5269,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
164,10,8,1,5764,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
165,10,9,6,5271,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
166,10,10,6,5245,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
167,10,11,6,5731,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
168,10,12,6,5437,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
169,10,13,6,5410,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
170,10,14,6,5561,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
171,10,15,6,5615,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
172,10,16,6,5580,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
173,10,17,6,5726,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
174,10,18,6,5761,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
175,10,19,6,5764,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
176,10,20,0,5307,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
177,10,21,0,5271,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
178,10,22,0,5249,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
179,10,23,0,5552,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
180,10,24,0,5643,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
181,10,25,0,5727,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
182,10,26,4,5256,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
183,10,27,4,5249,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
184,10,28,4,5338,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
185,10,29,4,5618,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
186,10,30,4,5727,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
187,10,31,3,5608,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
188,10,32,3,5338,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
189,10,33,3,5355,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
190,10,34,3,5414,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
191,10,35,3,5350,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
192,10,36,3,5532,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
193,10,37,3,5257,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
194,10,38,3,5775,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
195,10,39,5,5414,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
196,10,40,5,5756,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
197,10,41,5,5380,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
198,10,42,5,5419,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
199,10,43,5,5384,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
200,10,44,5,5534,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
201,10,45,5,5546,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
202,10,46,5,5265,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
203,10,47,5,5668,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
204,10,48,2,5271,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
205,10,49,2,5338,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
206,10,50,2,5245,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
207,10,51,2,5534,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
208,10,52,2,5561,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
209,10,53,2,5580,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
210,10,54,2,5748,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
211,10,55,2,5758,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
212,14,0,1,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
213,14,1,1,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
214,14,2,1,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
215,14,3,1,5447,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
216,14,4,1,5389,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
217,14,5,1,5262,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
218,14,6,1,5713,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
219,14,7,6,5497,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
220,14,8,6,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
221,14,9,6,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
222,14,10,6,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
223,14,11,6,5621,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
224,14,12,6,5627,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
225,14,13,6,5713,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
226,14,14,0,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
227,14,15,0,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
228,14,16,0,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
229,14,17,0,5724,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
230,14,18,0,5516,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
231,14,19,0,5749,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
232,14,20,4,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
233,14,21,4,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
234,14,22,4,5261,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
235,14,23,4,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
236,14,24,4,5649,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
237,14,25,4,5284,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
238,14,26,4,5724,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
239,14,27,4,5516,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
240,14,28,4,5749,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
241,14,29,4,5755,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
242,14,30,3,5496,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
243,14,31,3,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
244,14,32,3,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
245,14,33,3,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
246,14,34,3,5261,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
247,14,35,3,5389,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
248,14,36,3,5284,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
249,14,37,3,5673,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
250,14,38,5,5496,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
251,14,39,5,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
252,14,40,5,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
253,14,41,5,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
254,14,42,5,5715,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
255,14,43,5,5389,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
256,14,44,5,5262,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
257,14,45,5,5665,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
258,14,46,5,5284,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
259,14,47,5,5713,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
260,14,48,2,5493,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
261,14,49,2,5494,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
262,14,50,2,5495,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
263,14,51,2,5261,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
264,14,52,2,5389,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
265,14,53,2,5749,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
266,16,0,1,5319,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
267,16,1,1,5344,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
268,16,2,1,5339,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
269,16,3,1,5548,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
270,16,4,1,5558,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
271,16,5,1,5660,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
272,16,6,1,5743,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
273,16,7,1,5753,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
274,16,8,6,5319,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
275,16,9,6,5339,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
276,16,10,6,5346,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
277,16,11,6,5316,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
278,16,12,6,5548,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
279,16,13,6,5558,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
280,16,14,6,5646,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
281,16,15,6,5753,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
282,16,16,0,5316,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
283,16,17,0,5274,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
284,16,18,0,5346,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
285,16,19,0,5646,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
286,16,20,0,5645,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
287,16,21,0,5654,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
288,16,22,0,5753,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
289,16,23,4,5316,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
290,16,24,4,5274,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
291,16,25,4,5346,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
292,16,26,4,5443,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
293,16,27,4,5645,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
294,16,28,4,5654,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
295,16,29,4,5753,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
296,16,30,3,5443,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
297,16,31,3,5274,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
298,16,32,3,5346,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
299,16,33,3,5645,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
300,16,34,3,5743,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
301,16,35,5,5319,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
302,16,36,5,5274,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
303,16,37,5,5316,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
304,16,38,5,5526,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
305,16,39,5,5558,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
306,16,40,5,5567,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
307,16,41,5,5662,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
308,16,42,5,5743,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
309,16,43,2,5316,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
310,16,44,2,5274,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
311,16,45,2,5346,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
312,16,46,2,5319,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
313,16,47,2,5339,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
314,16,48,2,5443,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
315,16,49,2,5567,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
316,16,50,2,5753,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
317,15,0,"",5012,15,1,0,"",[],1,"","",[],1203,0,[],0,"",0
318,15,1,"",5027,15,1,0,"",[],1,"","",[],1203,0,[],0,"",0
319,15,2,"",5047,15,1,0,"",[],1,"","",[],1203,0,[],0,"",0
320,15,3,"",5056,15,1,0,"",[],1,"","",[],1203,0,[],0,"",0
321,15,4,"",4574,15,2,0,"",[],1,"","",[],1203,0,[],0,"",0
322,15,5,"",4575,15,2,0,"",[],1,"","",[],1203,0,[],0,"",0
323,15,6,"",4576,15,2,0,"",[],1,"","",[],1203,0,[],0,"",0
324,15,7,"",4573,15,2,0,"",[],1,"","",[],1203,0,[],0,"",0
325,21,0,1,5401,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
326,21,1,1,5403,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
327,21,2,1,5402,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
328,21,3,1,5322,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
329,21,4,1,5329,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
330,21,5,1,5326,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
331,21,6,1,5321,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
332,21,7,1,5360,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
333,21,8,1,5358,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
334,21,9,1,5452,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
335,21,10,1,5631,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
336,21,11,1,5629,1,"",0,"",[],1,"","",[],1203,0,[],0,"",0
