"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[17479],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],11068,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[17480],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],11069,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[17444],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],11070,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[17481],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],11071,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[17482],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],11072,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[17483],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],11073,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[17484],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",11074,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[17485],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",11075,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[17486],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],11076,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[17487],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[17488],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
