"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool"
78,409,"","","",[347],[],"[5262,5467]","",[1],[24],"",[],""
79,410,"","","",[347],[],[5387],"",[1],[24],"",[],""
80,411,"","","",[347],[],"[5301,5455]","",[2],[24],"",[],""
81,412,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[1],[24],"",[],""
82,413,"","","",[347],[],[5404],"",[1],[24],"",[],""
83,414,"","","",[347],[],"[5405,5461]","",[3],[24],"",[],""
84,415,"","","",[347],[],"[5405,5461]","",[1],[24],"",[],""
85,416,"","","",[347],[],"[5405,5461]","",[2],[24],"",[],""
86,417,"","","",[347],[],[5389],"",[2],[24],"",[],""
87,418,"","","",[347],[],[5410],"",[1],[24],"",[],""
88,400,"","","","[347,1302]",[],"[5251,5465]","","[1,1]",[24],"",[],""
89,419,"","","","[347,1302]",[],[5252],"","[1,1]",[24],"",[],""
90,398,"","","",[347],[],[5263],"",[1],[24],"",[],""
91,420,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-6],[24],"",[],""
92,421,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-8],[24],"",[],""
93,422,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-9],[24],"",[],""
94,423,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-7],[24],"",[],""
95,424,"","","",[347],[],"[5423,5468]","",[1],[24],"",[],""
96,425,"","","",[347],[],"[5423,5468]","",[2],[24],"",[],""
97,426,"","","",[347],[],"[5423,5468]","",[3],[24],"",[],""
98,427,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[3],[24],"",[],""
99,428,"","","",[347],[],"[5437,5474]","",[1],[24],"",[],""
100,429,"","","","[347,1302]",[],"[5245,5462]","","[-2,1]",[24],"",[],""
101,430,"","","","[347,1302]",[],[5451],"","[1,2]",[24],"",[],""
102,431,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-5],[24],"",[],""
103,432,"","","","[347,1302,2678]",[],[5444],"","[1,1,2]",[24],"",[],""
104,352,"","","",[1062],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],""
105,353,"","","",[4810],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],""
106,354,38,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
107,461,"","","",[1368],[23],[],"",[1],[13],"",[],""
108,462,"","","",[1368],[23],[],"",[2],[13],"",[],""
109,463,"","","",[1368],[23],[],"",[3],[13],"",[],""
110,464,"","","",[1368],[23],[],"",[4],[13],"",[],""
111,465,"","","",[1368],[23],[],"",[5],[13],"",[],""
112,466,"","","",[1368],[23],[],"",[6],[13],"",[],""
113,467,"","","",[1368],[23],[],"",[7],[13],"",[],""
114,468,"","","",[1368],[23],[],"",[8],[13],"",[],""
115,469,"","","",[1368],[23],[],"",[11],[13],"",[],""
116,470,"","","",[1368],[23],[],"",[12],[13],"",[],""
117,471,"","","",[1368],[23],[],"",[13],[13],"",[],""
118,472,"","","",[1368],[23],[],"",[14],[13],"",[],""
119,473,"","","",[1368],[23],[],"",[15],[13],"",[],""
120,3758,"","","",[1368],[23],[],1,[9],[13],"",[],""
121,480,"","",3658,[],[24],[],"",[],[10],"",[],""
122,481,"","",3659,[],[24],[],"",[],[10],"",[],""
123,482,"","",3660,[],[24],[],"",[],[10],"",[],""
124,483,"","",3661,[],[24],[],"",[],[10],"",[],""
125,484,"","",3662,[],[24],[],"",[],[10],"",[],""
126,485,"","",3663,[],[24],[],"",[],[10],"",[],""
127,486,"","","",[],[],[],"",[],[20],"",[],""
128,487,"","","",[],[],[],"",[],[20],"",[],""
129,488,"","","",[],[],[],"",[],[20],"",[],""
130,489,"","","",[],[],[],"",[],[20],"",[],""
131,492,"","","",[],[],[],"",[],[20],"",[],""
132,493,"","","",[],[],[],"",[],[20],"",[],""
133,494,"","","",[],[],[],"",[],[20],"",[],""
134,495,"","","",[],[],[],"",[],[20],"",[],""
135,496,"","","",[],[],[],"",[],[20],"",[],""
136,501,"","","",[],[],[],"",[],[17],"",[],""
137,502,"","","",[],[],[],"",[],[17],"",[],""
138,503,"","","",[],[],[],"",[],[17],"",[],""
139,6437,"","",3661,[],[24],[],"",[],[10],"",[],""
140,507,"",3664,"",[],[24],[],"",[],[9],"",[],""
141,508,"",3665,"",[],[23],[],"",[],[12],"",[],""
142,509,"",3666,"",[],[22],[],"",[],[11],"",[],""
143,510,"",3667,"",[],[25],[],"",[],[7],"",[],""
144,511,"","",3668,[],[24],[],"",[],[10],"",[],""
145,512,"",3669,"",[],[24],[],"",[],[9],"",[],""
146,513,"",3670,"",[],[23],[],"",[],[12],"",[],""
147,515,"",3671,"",[],[22],[],"",[],[11],"",[],""
148,514,"",3672,"",[],[25],[],"",[],[7],"",[],""
149,516,"",3673,"",[],[24],[],"",[],[9],"",[],""
150,517,"",3674,"",[],[23],[],"",[],[12],"",[],""
151,518,"",3676,"",[],[25],[],"",[],[7],"",[],""
152,519,"",3675,"",[],[22],[],"",[],[11],"",[],""
153,520,"",3677,"",[],[24],[],"",[],[9],"",[],""
154,521,"",3678,"",[],[23],[],"",[],[12],"",[],""
155,522,"",3679,"",[],[22],[],"",[],[11],"",[],""
156,523,"",3680,"",[],[25],[],"",[],[7],"",[],""
157,524,"",3681,"",[],[24],[],"",[],[9],"",[],""
158,525,"",3682,"",[],[23],[],"",[],[12],"",[],""
159,526,"",3683,"",[],[22],[],"",[],[11],"",[],""
160,527,"",3684,"",[],[25],[],"",[],[7],"",[],""
161,528,"",3685,"",[],[24],[],"",[],[9],"",[],""
162,529,"",3686,"",[],[23],[],"",[],[12],"",[],""
163,530,"",3687,"",[],[22],[],"",[],[11],"",[],""
164,531,"",3688,"",[],[25],[],"",[],[7],"",[],""
165,532,"",3689,"",[],[24],[],"",[],[9],"",[],""
166,533,"",3690,"",[],[23],[],"",[],[12],"",[],""
167,534,"",3691,"",[],[22],[],"",[],[11],"",[],""
168,535,"",3692,"",[],[25],[],"",[],[7],"",[],""
169,536,"",3693,"",[],[24],[],"",[],[9],"",[],""
170,537,"",3694,"",[],[23],[],"",[],[12],"",[],""
171,538,"",3695,"",[],[22],[],"",[],[11],"",[],""
172,539,"",3696,"",[],[25],[],"",[],[7],"",[],""
173,540,"",3697,"",[],[24],[],"",[],[9],"",[],""
174,541,"",3698,"",[],[23],[],"",[],[12],"",[],""
175,542,"",3699,"",[],[22],[],"",[],[11],"",[],""
176,543,"",3700,"",[],[25],[],"",[],[7],"",[],""
177,544,"",3701,"",[],[24],[],"",[],[9],"",[],""
178,545,"",3702,"",[],[23],[],"",[],[12],"",[],""
179,546,"",3703,"",[],[22],[],"",[],[11],"",[],""
180,547,"",3704,"",[],[25],[],"",[],[7],"",[],""
181,550,"","",3707,[],[24],[],"",[],[10],"",[],""
182,551,"","",3708,[],[24],[],"",[],[10],"",[],""
183,562,"",3709,"",[],[25],[],"",[],[7],"",[],""
184,563,"","",3710,[],[25],[],"",[],"[8,21]","",[],""
185,475,"",3653,"",[],[25],[],"",[],[7],"",[],""
186,476,"",3654,"",[],[25],[],"",[],[7],"",[],""
187,477,"",3655,"",[],[25],[],"",[],[7],"",[],""
188,478,"",3656,"",[],[25],[],"",[],[7],"",[],""
189,479,"",3657,"",[],[25],[],"",[],[7],"",[],""
190,564,"","",3711,[],[24],[],"",[],[10],"",[],""
191,565,"","",3712,[],[24],[],"",[],[10],"",[],""
192,566,"","",3713,[],[24],[],"",[],[10],"",[],""
193,567,"","",3714,[],[24],[],"",[],[10],"",[],""
194,568,"",3715,"",[],[26],[],"",[],[4],"",[],""
195,569,"",3716,"",[],[26],[],"",[],[4],"",[],""
196,570,"",3717,"",[],[26],[],"",[],[4],"",[],""
197,571,"",3718,"",[],"[6,7,56]",[],"",[],"[1,4]","",[],""
198,572,"",3719,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
199,573,"",3720,"",[],"[16,17,15]",[],"",[],[1],"",[],""
200,574,"",3721,"",[],"[16,17,15]",[],"",[],[1],"",[],""
201,575,"",3722,"",[],"[16,17,15]",[],"",[],[1],"",[],""
202,576,"",3723,"",[],[13],[],"",[],[1],"",[],""
203,577,"",3724,"",[],[13],[],"",[],[1],"",[],""
204,578,"",3725,"",[],[25],[],"",[],[7],"",[],""
205,579,"",3726,"",[],[24],[],"",[],[9],"",[],""
206,580,"",3727,"",[],[25],[],"",[],[7],"",[],""
207,581,"",3728,"",[],[23],[],"",[],[12],"",[],""
208,582,"",3729,"",[],[22],[],"",[],[11],"",[],""
209,583,"",3730,"",[],[24],[],"",[],[9],"",[],""
210,584,"",3731,"",[],[25],[],"",[],[7],"",[],""
211,585,"",3732,"",[],[23],[],"",[],[12],"",[],""
212,586,"",3733,"",[],[22],[],"",[],[11],"",[],""
213,587,"",3734,"",[],[24],[],"",[],[9],"",[],""
214,588,"",3735,"",[],[25],[],"",[],[7],"",[],""
215,589,"",3736,"",[],[23],[],"",[],[12],"",[],""
216,590,"",3737,"",[],[22],[],"",[],[11],"",[],""
217,591,"",3738,"",[],[24],[],"",[],[9],"",[],""
218,592,"",3739,"",[],[25],[],"",[],[7],"",[],""
219,593,"",3740,"",[],[23],[],"",[],[12],"",[],""
220,594,"",3741,"",[],[22],[],"",[],[11],"",[],""
221,595,"",3742,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
222,596,"","",3743,[],[25],[],"",[],"[8,21]","",[],""
223,597,"","",3744,[],[25],[],"",[],"[8,21]","",[],""
224,598,"",3745,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
225,599,"","",3746,[],[24],[],"",[],[10],"",[],""
226,600,"",3747,"",[],[25],[],"",[],[7],"",[],""
227,601,"","","",[347],[],[5303],"",[-2],[24],"",[],""
228,602,"","","",[347],[],"[5414,5476]","",[1],[24],"",[],""
229,603,"","","",[347],[],"[5438,5487]","",[2],[24],"",[],""
230,604,"",3748,"",[],[25],[],"",[],[7],"",[],""
231,605,"",3749,"",[],[25],[],"",[],[7],"",[],""
232,606,"",3750,"",[],[25],[],"",[],[7],"",[],""
233,607,"",3751,"",[],[25],[],"",[],[7],"",[],""
234,608,"",3752,"",[],[25],[],"",[],[7],"",[],""
235,609,"",3753,"",[],[26],[],"",[],[4],"",[],""
236,610,"",3754,"",[],[25],[],"",[],[7],"",[],""
237,611,"",3755,"",[],[25],[],"",[],[7],"",[],""
238,612,"",3756,"",[],[25],[],"",[],[7],"",[],""
239,613,"",3757,"",[],[25],[],"",[],[7],"",[],""
240,614,"",3758,"",[],[25],[],"",[],[7],"",[],""
241,615,"","","",[347],[],[5289],"",[2],[24],"",[],""
242,616,"",3759,"",[],[8],[],"",[],"[1,4]","",[],""
243,617,"",3760,"",[],[8],[],"",[],"[1,4]","",[],""
244,618,"",3761,"",[],[8],[],"",[],"[1,4]","",[],""
245,619,"","","",[347],[],[5300],"",[1],[24],"",[],""
246,620,"","","",[347],[],[5300],"",[2],[24],"",[],""
247,622,"",3762,"",[],[25],[],"",[],[7],"",[],""
248,623,"",3763,"",[],[23],[],"",[],[12],"",[],""
249,624,"",3764,"",[],[22],[],"",[],[11],"",[],""
250,625,"",3765,"",[],[24],[],"",[],[9],"",[],""
251,626,"",3766,"",[],[24],[],"",[],[9],"",[],""
252,627,"","",3767,[],[24],[],"",[],[10],"",[],""
253,628,"","","","[347,1302]",[],"[5504,5503]","","[1,1]",[24],"",[],""
254,629,"",3768,"",[],[13],[],"",[],[1],"",[],""
255,630,"",3769,"",[],[25],[],"",[],[7],"",[],""
256,631,"",3770,"",[],[25],[],"",[],[7],"",[],""
257,632,"",3771,"",[],[23],[],"",[],[12],"",[],""
258,633,"",3772,"",[],[22],[],"",[],[11],"",[],""
259,634,"",3773,"",[],[24],[],"",[],[9],"",[],""
260,635,"",3774,"",[],[26],[],"",[],[4],"",[],""
261,636,26,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
262,637,"",3775,"",[],[25],[],"",[],[7],"",[],""
263,638,"",3776,"",[],[23],[],"",[],[12],"",[],""
264,639,"",3777,"",[],[22],[],"",[],[11],"",[],""
265,640,"",3778,"",[],[24],[],"",[],[9],"",[],""
266,641,"",3779,"",[],[25],[],"",[],[7],"",[],""
267,642,"",3780,"",[],[23],[],"",[],[12],"",[],""
268,643,"",3781,"",[],[22],[],"",[],[11],"",[],""
269,644,"",3782,"",[],[24],[],"",[],[9],"",[],""
270,645,31,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
271,646,"","","",[319],[4],[],"",[1],[14],"",[],""
272,647,27,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
273,648,"","","",[319],[4],[],"",[4],[14],"",[],""
274,649,28,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
275,650,"","","",[319],[4],[],"",[2],[14],"",[],""
276,651,29,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
277,652,"","","",[319],[4],[],"",[3],[14],"",[],""
278,653,30,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
279,658,"","",3783,[],[24],[],"",[],[10],"",[],""
280,659,"","","",[347],[],"[5287,5484]","",[3],[24],"",[],""
281,660,"","","",[],[],[],"",[],[15],"",[],""
282,661,"","","",[],[],[],"",[],[15],"",[],""
283,662,"","","",[],[],[],"",[],[15],"",[],""
284,663,"","","",[],[],[],"",[],[15],"",[],""
285,664,"",3784,"",[],[25],[],"",[],[7],"",[],""
286,665,"","","","[347,1222,2678]",[],[5390],"","[5,-1,-5]",[24],"",[],""
287,666,"","","",[347],[],[5306],"",[1],[24],"",[],""
288,667,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[4],[24],"",[],""
289,668,"","","","[347,1302]",[],[5493],"","[1,1]",[24],"",[],""
290,669,"","","",[347],[],[5525],"",[1],[24],"",[],""
291,670,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[5],[24],"",[],""
292,671,"",3785,"",[],[25],[],"",[],[7],"",[],""
293,672,"",3786,"",[],[23],[],"",[],[12],"",[],""
294,673,"",3787,"",[],[22],[],"",[],[11],"",[],""
295,674,"",3788,"",[],[24],[],"",[],[9],"",[],""
296,675,"",3789,"",[],[25],[],"",[],[7],"",[],""
297,676,"",3790,"",[],[23],[],"",[],[12],"",[],""
298,677,"",3791,"",[],[22],[],"",[],[11],"",[],""
299,678,"",3792,"",[],[24],[],"",[],[9],"",[],""
300,691,"",3793,"",[],[25],[],"",[],[7],"",[],""
301,692,"",3794,"",[],[23],[],"",[],[12],"",[],""
302,693,"",3795,"",[],[22],[],"",[],[11],"",[],""
303,694,"",3796,"",[],[24],[],"",[],[9],"",[],""
304,695,"",3797,"",[],[25],[],"",[],[7],"",[],""
305,696,"",3798,"",[],[23],[],"",[],[12],"",[],""
306,697,"",3799,"",[],[22],[],"",[],[11],"",[],""
307,698,"",3800,"",[],[24],[],"",[],[9],"",[],""
308,687,32,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
309,688,33,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
310,689,34,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
311,690,35,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
312,699,"","","","[347,1302]",[],[5546],"","[2,1]",[24],"",[],""
313,700,"","","",[347],[],[5544],"",[1],[24],"",[],""
314,701,"",3801,"",[],"[7,8,56]",[],"",[],"[1,4]","",[],""
315,703,"","","",[347],[],"[5534,5536]","",[1],[24],"",[],""
316,704,"","","","[347,1302]",[],[5543],"","[1,1]",[24],"",[],""
317,705,"","","",[347],[],[5531],"",[1],[24],"",[],""
318,706,"",3802,3802,[],[25],[],"",[],"[7,8,21]","",[],""
319,708,36,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
320,707,"","","",[1368],[23],[],"",[21],[13],"",[],""
321,710,"","",3804,[],[25],[],"",[],"[8,21]","",[],""
322,711,"",3805,"",[],[25],[],"",[],[7],"",[],""
323,712,"",3806,"",[],[23],[],"",[],[12],"",[],""
324,713,"",3807,"",[],[22],[],"",[],[11],"",[],""
325,714,"",3808,"",[],[24],[],"",[],[9],"",[],""
326,715,"",3809,"",[],[26],[],"",[],[4],"",[],""
327,716,"",3810,"",[],"[16,17,15]",[],"",[],[1],"",[],""
328,717,"","","",[347],[],[5552],"",[-4],[24],"",[],""
329,718,"","","",[347],[],"[5542,5600]","",[2],[24],"",[],""
330,719,"","","",[347],[],[5272],"",[3],[24],"",[],""
331,720,"","","",[347],[],[5272],"",[1],[24],"",[],""
332,721,"","","",[347],[],[5527],"",[1],[24],"",[],""
333,722,"","","",[347],[],[5355],"",[1],[24],"",[],""
334,723,"","","","[347,1302]",[],[5530],"","[1,1]",[24],"",[],""
335,724,"",3811,"",[],"[16,17,15]",[],"",[],[1],"",[],""
336,725,"",3812,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
337,726,"",3813,"",[],[25],[],"",[],[7],"",[],""
338,727,"",3814,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
339,728,"",3815,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
340,729,"",3816,"",[],[26],[],"",[],[4],"",[],""
341,731,37,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
342,730,"","","",[1368],[23],[],"",[22],[13],"",[],""
343,733,"","",3817,[],[24],[],"",[],[10],"",[],""
344,735,"","",3818,[],[24],[],"",[],[10],"",[],""
345,736,"","","","[347,1302]",[],[5444],"","[2,2]",[24],"",[],""
346,743,"","","",[347],[],"[5493,5494,5495]","",[2],[24],"",[],""
347,738,"",3819,"",[],[25],[],"",[],[7],"",[],""
348,739,"",3820,"",[],[23],[],"",[],[12],"",[],""
349,740,"",3821,"",[],[22],[],"",[],[11],"",[],""
350,741,"",3822,"",[],[24],[],"",[],[9],"",[],""
351,742,"","",3823,[],[25],[],"",[],"[8,21]","",[],""
352,744,"",3829,"",[],[25],[],"",[],[7],"",[],""
353,745,"",3830,"",[],[23],[],"",[],[12],"",[],""
354,746,"",3831,"",[],[22],[],"",[],[11],"",[],""
355,747,"",3832,"",[],[24],[],"",[],[9],"",[],""
356,748,"",3824,"",[],[25],[],"",[],[7],"",[],""
357,749,"",3825,"",[],[23],[],"",[],[12],"",[],""
358,750,"",3826,"",[],[22],[],"",[],[11],"",[],""
359,751,"",3827,"",[],[24],[],"",[],[9],"",[],""
360,752,"","",3828,[],[25],[],"",[],"[8,21]","",[],""
361,753,"",3833,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],""
