"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
10,83,"","","","","","","","","","","","","",13130,1927,615,615,706,706,"","",695,-1245983058,48,100,[12156],1,4,931,"","",2260,2272,"",694,"",694,694,706,706,2272,2260,2272,2272,2272,2272,2260,2260,2260,2260,2260,2260,2260,12101,75,615,1927,615,"",695,"",""
11,84,"","","","","","","","","","","","","",13126,1928,616,616,"","",696,710,703,-182539987,68,100,[12157],1,5,1024,"","",2265,2277,"",707,"",710,696,707,707,2277,2265,2277,2277,2277,2277,2265,2265,2265,2265,2265,2265,2265,12102,0,616,1928,616,"",703,"",1
12,85,"","","","","","","","","","","","","",13127,1934,618,617,"","",698,711,704,910335598,0,0,[12158],1,6,0,"","",2266,2278,"",708,"",711,698,708,708,2278,2266,2278,2278,2278,2278,2266,2266,2266,2266,2266,2266,2266,12103,0,617,1934,618,"",704,"",""
13,86,"","","","","","","","","","","","","",13128,1935,619,618,"","",702,712,705,1591416724,0,0,[12159],1,7,0,"","",2267,2279,"",709,"",712,702,709,709,2279,2267,2279,2279,2279,2279,2267,2267,2267,2267,2267,2267,2267,12104,0,618,1935,619,"",705,"",""
14,87,"","","","","","","","","","","","","",997,"","",4573,"","","","","",1724552963,1,47,[12153],2,1,700,9129,"","","","",295,"",295,295,295,295,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,12091,35,4573,2807,2807,2807,295,"",""
15,88,"","","","","","","","","","","","","",998,"","",4574,"","","","","",-1337235593,12,67,[12154],2,2,770,9130,"","","","",296,"",296,296,296,296,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,12092,45,4574,2808,2808,2808,296,"",""
16,89,"","","","","","","","","","","","","",999,"","",4575,"","","","","",1334812465,30,100,[12155],2,3,847,9131,"","","","",297,"",297,297,297,297,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,12093,60,4575,2809,2809,2809,297,"",""
17,90,"","","","","","","","","","","","","",1000,"","",4576,288,288,"","","",-669856137,48,100,[12156],2,4,931,9132,"","","","",289,"",289,289,288,288,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,12094,75,4576,2810,2810,2810,289,"",""
18,91,"","","","","","","","","","","","","",1001,"","",4577,"","",291,290,291,181619222,68,100,[12157],2,5,1024,9133,"","","","",289,"",290,291,289,289,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,12095,0,4577,2811,2811,2811,291,"",1
19,92,"","","","","","","","","","","","","",1002,"","",4578,"","",293,291,292,2059925248,0,0,[12158],2,6,0,9134,"","","","",290,"",291,293,290,290,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,12096,0,4578,2812,2812,2812,292,"",""
20,93,"","","","","","","","","","","","","",1003,"","",4579,"","",298,300,299,-1356244188,0,0,[12159],2,7,0,9135,"","","","",301,"",300,298,301,301,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,12097,0,4579,2813,2813,2813,299,"",""
21,94,"","","","","","","","","","","","","",713,"","",4651,713,4651,4651,4651,4651,1018082169,1,47,[12153],3,1,700,"","",1293,1304,"",4651,"",4651,4651,4651,713,1304,1293,1304,1304,1304,1304,1293,1293,1293,1293,1293,1293,1293,12066,35,4651,713,713,713,4651,"",""
22,95,"","","","","","","","","","","","","",714,"","",4652,714,4652,4652,4652,4652,829889309,12,67,[12154],3,2,770,"","",1294,1305,"",4652,"",4652,4652,4652,714,1305,1294,1305,1305,1305,1305,1294,1294,1294,1294,1294,1294,1294,12067,45,4652,714,714,714,4652,"",""
23,96,"","","","","","","","","","","","","",716,"","",4653,715,4653,4653,4653,4653,2051179612,30,100,[12155],3,3,847,"","",1295,1306,"",4653,"",4653,4653,4653,715,1306,1295,1306,1306,1306,1306,1295,1295,1295,1295,1295,1295,1295,12068,60,4653,716,716,716,4653,"",""
24,97,"","","","","","","","","","","","","",718,718,717,4654,735,4654,4654,4654,4654,-743698363,48,100,[12156],3,4,931,"","",1296,1307,"",4654,"",4654,4654,4654,735,1307,1296,1307,1307,1307,1307,1296,1296,1296,1296,1296,1296,1296,12069,75,4654,718,717,"",4654,"",""
25,98,"","","","","","","","","","","","","",720,720,732,4655,736,4655,4655,4655,4655,-205989316,68,100,"[12157,12073]",3,5,1024,"","",1298,1309,"",4655,"",4655,4655,4655,736,1309,1298,1309,1309,1309,1309,1298,1298,1298,1298,1298,1298,1298,12070,0,4655,720,732,"",4655,"",1
26,99,"","","","","","","","","","","","","",721,721,733,4656,737,4656,4656,4656,4656,-1738015661,0,0,"[12158,12073]",3,6,0,"","",1299,1310,"",4656,"",4656,4656,4656,737,1310,1299,1310,1310,1310,1310,1299,1299,1299,1299,1299,1299,1299,12071,0,4656,721,733,"",4656,"",""
27,100,"","","","","","","","","","","","","",731,731,734,4657,738,4657,4657,4657,4657,1330507188,0,0,"[12159,12073]",3,7,0,"","",1303,1314,"",4657,"",4657,4657,4657,738,1314,1303,1314,1314,1314,1314,1303,1303,1303,1303,1303,1303,1303,12072,0,4657,731,734,"",4657,"",""
28,101,"","","","","","","","","","","","","",78,"","","","","","","","",535092733,12,67,"[12154,12161]",4,2,669,"","",8441,8447,"",78,"",78,78,78,78,8447,8441,8447,8447,8447,8447,8441,8441,8441,8441,8441,8441,8441,12060,45,78,78,78,78,78,78,""
29,102,"","","","","","","","","","","","","",79,"","","","","","","","",-267836319,30,100,"[12155,12161]",4,3,736,"","",8442,8448,"",79,"",79,79,79,79,8448,8442,8448,8448,8448,8448,8442,8442,8442,8442,8442,8442,8442,12061,60,79,79,79,79,79,79,""
30,103,"","","","","","","","","","","","","",81,"","","","","","","","",-880120152,48,100,"[12156,12161]",4,4,810,"","",8443,8449,"",81,"",81,81,81,81,8449,8443,8449,8449,8449,8449,8443,8443,8443,8443,8443,8443,8443,12062,75,81,81,81,81,81,81,""
31,104,"","","","","","","","","","","","","",82,"","","","","","","","",1066624914,68,100,"[12157,12161]",4,5,891,"","",8444,8450,"",82,"",82,82,82,82,8450,8444,8450,8450,8450,8450,8444,8444,8444,8444,8444,8444,8444,12063,0,82,82,82,82,82,82,1
32,105,"","","","","","","","","","","","","",84,"","","","","","","","",993214565,0,0,"[12158,12161]",4,6,0,"","",8445,8451,"",84,"",84,84,84,84,8451,8445,8451,8451,8451,8451,8445,8445,8445,8445,8445,8445,8445,12064,0,84,84,84,84,84,84,""
33,106,"","","","","","","","","","","","","",87,"","","","","","","","",-558420537,0,0,"[12159,12161]",4,7,0,"","",8446,8452,"",87,"",87,87,87,87,8452,8446,8452,8452,8452,8452,8446,8446,8446,8446,8446,8446,8446,12065,0,87,87,87,87,87,87,""
34,107,"","","","","","","","","","","","",1766,2998,"","",2998,"","","","","",-36091224,12,67,"[12154,12163]",5,2,669,1754,"","","",1766,2998,"",2998,2998,2998,2998,1766,1754,1766,1766,1766,1766,1754,1754,1754,1754,1754,1754,1754,12000,45,2998,3515,3515,3515,2998,"",""
35,108,"","","","","","","","","","","","",1768,2999,"","",2999,"","","","","",-1327428615,30,100,"[12155,12163]",5,3,736,1756,"","","",1768,2999,"",2999,2999,2999,2999,1768,1756,1768,1768,1768,1768,1756,1756,1756,1756,1756,1756,1756,12001,60,2999,3516,3516,3516,2999,"",""
36,109,"","","","","","","","","","","","",1770,3000,"","",3000,"","","","","",891153638,48,100,"[12156,12163]",5,4,810,1758,"","","",1770,3000,"",3000,3000,3000,3000,1770,1758,1770,1770,1770,1770,1758,1758,1758,1758,1758,1758,1758,12002,75,3000,3517,3517,3517,3000,"",""
37,110,"","","","","","","","","","","","",1772,3002,"","",3002,"","","","","",128783824,68,100,"[12157,12163]",5,5,891,1760,"","","",1772,3002,"",3002,3002,3002,3002,1772,1760,1772,1772,1772,1772,1760,1760,1760,1760,1760,1760,1760,12003,0,3002,3518,3518,3518,3002,"",1
38,111,"","","","","","","","","","","","",1773,3003,"","",3003,"","","","","",-452117587,0,0,"[12158,12163]",5,6,0,1761,"","","",1773,3003,"",3003,3003,3003,3003,1773,1761,1773,1773,1773,1773,1761,1761,1761,1761,1761,1761,1761,12004,0,3003,3519,3519,3519,3003,"",""
39,112,"","","","","","","","","","","","",1785,3004,"","",3004,"","","","","",1536872438,0,0,"[12159,12163]",5,7,0,1763,"","","",1785,3004,"",3004,3004,3004,3004,1785,1763,1785,1785,1785,1785,1763,1763,1763,1763,1763,1763,1763,12005,0,3004,3520,3520,3520,3004,"",""
40,113,"","","","","","","","","","","","","",940,"","",4645,930,4645,11638,4645,11638,-475311494,12,67,"[12154,12162]",6,2,669,"","",9388,9426,"",4645,"",4645,11638,4645,930,9426,9388,9426,9426,9426,9426,9388,9388,9388,9388,9388,9388,9388,12024,45,4645,931,931,931,11638,"",""
41,114,"","","","","","","","","","","","","",942,"","",4646,931,4646,11639,4646,11639,1008794806,30,100,"[12155,12162]",6,3,736,"","",9390,9428,"",4646,"",4646,11639,4646,931,9428,9390,9428,9428,9428,9428,9390,9390,9390,9390,9390,9390,9390,12025,60,4646,933,933,933,11639,"",""
42,115,"","","","","","","","","","","","","",944,"","",4647,932,4647,11640,4647,11640,-1179354155,48,100,"[12156,12162]",6,4,810,"","",9392,9430,"",4647,"",4647,11640,4647,932,9430,9392,9430,9430,9430,9430,9392,9392,9392,9392,9392,9392,9392,12026,75,4647,935,935,935,11640,"",""
43,116,"","","","","","","","","","","","","",946,"","",4648,933,4648,11641,4648,11641,747230036,68,100,"[12157,12162]",6,5,891,"","",9393,9431,"",4648,"",4648,11641,4648,933,9431,9393,9431,9431,9431,9431,9393,9393,9393,9393,9393,9393,9393,12027,0,4648,937,937,937,11641,"",1
44,117,"","","","","","","","","","","","","",947,"","",4649,934,4649,11642,4649,11642,-826006652,0,0,"[12158,12162]",6,6,0,"","",9394,9432,"",4649,"",4649,11642,4649,934,9432,9394,9432,9432,9432,9432,9394,9394,9394,9394,9394,9394,9394,12028,0,4649,938,938,938,11642,"",""
45,118,"","","","","","","","","","","","","",948,"","",4650,935,4650,11643,4650,11643,-1551618851,0,0,"[12159,12162]",6,7,0,"","",9395,9433,"",4650,"",4650,11643,4650,935,9433,9395,9433,9433,9433,9433,9395,9395,9395,9395,9395,9395,9395,12029,0,4650,949,949,949,11643,"",""
46,119,"","","","","","","","","","","","","",4460,"","",4477,4509,"","",4503,"",697488794,12,67,[12154],7,2,669,"","",19633,19644,"",4477,"",4503,4477,4477,4509,19644,19633,19644,19644,19644,19644,19633,19633,19633,19633,19633,19633,19633,12032,45,4477,4460,4460,4460,4477,"",""
47,120,"","","","","","","","","","","","","",4461,"","",4478,4510,"","",4504,"",-185991819,30,100,[12155],7,3,736,"","",19634,19645,"",4478,"",4504,4478,4478,4510,19645,19634,19645,19645,19645,19645,19634,19634,19634,19634,19634,19634,19634,12033,60,4478,4461,4461,4461,4478,"",""
48,121,"","","","","","","","","","","","","",4462,"","",4479,4511,"","",4505,"",2034631909,48,100,[12156],7,4,810,"","",19635,19646,"",4479,"",4505,4479,4479,4511,19646,19635,19646,19646,19646,19646,19635,19635,19635,19635,19635,19635,19635,12034,75,4479,4462,4462,4462,4479,"",""
49,122,"","","","","","","","","","","","","",4463,"","",4480,4512,"","",4506,"",-575837846,68,100,[12157],7,5,891,"","",19640,19647,"",4480,"",4506,4480,4480,4512,19647,19640,19647,19647,19647,19647,19640,19640,19640,19640,19640,19640,19640,12035,0,4480,4463,4463,4463,4480,"",1
50,123,"","","","","","","","","","","","","",4464,"","",4481,4513,"","",4507,"",117284401,0,0,[12158],7,6,0,"","",19641,19648,"",4481,"",4507,4481,4481,4513,19648,19641,19648,19648,19648,19648,19641,19641,19641,19641,19641,19641,19641,12036,0,4481,4464,4464,4464,4481,"",""
51,124,"","","","","","","","","","","","","",4465,"","",4482,4514,"","",4508,"",-779044208,0,0,[12159],7,7,0,"","",19642,19649,"",4482,"",4508,4482,4482,4514,19649,19642,19649,19649,19649,19649,19642,19642,19642,19642,19642,19642,19642,12037,0,4482,4465,4465,4465,4482,"",""
52,125,"","","","","","","","","","","","","",896,"","",4690,885,4690,11633,4690,11633,836789809,30,100,"[12155,12161]",8,3,640,"","",9373,9418,"",4690,"",4690,11633,4690,885,9418,9373,9418,9418,9418,9418,9373,9373,9373,9373,9373,9373,9373,12038,60,4690,887,887,887,11633,"",""
53,126,"","","","","","","","","","","","","",898,"","",4691,886,4691,11634,4691,11634,-1267169214,48,100,"[12156,12161]",8,4,704,"","",9375,9420,"",4691,"",4691,11634,4691,886,9420,9375,9420,9420,9420,9420,9375,9375,9375,9375,9375,9375,9375,12039,75,4691,889,889,889,11634,"",""
54,127,"","","","","","","","","","","","","",899,"","",4692,887,4692,11635,4692,11635,-1833058895,68,100,"[12157,12161]",8,5,775,"","",9376,9421,"",4692,"",4692,11635,4692,887,9421,9376,9421,9421,9421,9421,9376,9376,9376,9376,9376,9376,9376,12040,0,4692,890,890,890,11635,"",1
55,128,"","","","","","","","","","","","","",901,"","",4693,888,4693,11636,4693,11636,864068417,0,0,"[12158,12161]",8,6,0,"","",9377,9422,"",4693,"",4693,11636,4693,888,9422,9377,9422,9422,9422,9422,9377,9377,9377,9377,9377,9377,9377,12041,0,4693,892,892,892,11636,"",""
56,129,"","","","","","","","","","","","","",902,"","",4694,889,4694,11637,4694,11637,222024053,0,0,"[12159,12161]",8,7,0,"","",9378,9423,"",4694,"",4694,11637,4694,889,9423,9378,9423,9423,9423,9423,9378,9378,9378,9378,9378,9378,9378,12042,0,4694,903,903,903,11637,"",""
57,130,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[12155,12163,7810]",9,3,640,"","",8430,8435,"",2,"",2,2,2,2,8435,8430,8435,8435,8435,8435,8430,8430,8430,8430,8430,8430,8430,12083,60,2,2,2,2,2,2,""
58,131,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[12156,12163,7810]",9,4,704,"","",8431,8436,"",4,"",4,4,4,4,8436,8431,8436,8436,8436,8436,8431,8431,8431,8431,8431,8431,8431,12084,75,4,4,4,4,4,4,""
59,132,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[12157,12163,7810]",9,5,775,"","",8432,8437,"",5,"",5,5,5,5,8437,8432,8437,8437,8437,8437,8432,8432,8432,8432,8432,8432,8432,12085,0,5,5,5,5,5,5,1
60,133,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[12158,12163,7810]",9,6,0,"","",8433,8438,"",7,"",7,7,7,7,8438,8433,8438,8438,8438,8438,8433,8433,8433,8433,8433,8433,8433,12086,0,7,7,7,7,7,7,""
61,134,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[12159,12163,7810]",9,7,0,"","",8434,8439,"",10,"",10,10,10,10,8439,8434,8439,8439,8439,8439,8434,8434,8434,8434,8434,8434,8434,12087,0,10,10,10,10,10,10,""
62,135,"","","","","","","","","","","","",1872,3149,"","",3149,"","","","","",1046769873,30,100,"[12155,12162]",10,3,640,1860,"",1860,"",1872,3149,"",3149,3149,3149,3149,1872,1860,1872,1872,1872,1872,1860,1860,1860,1860,1860,1860,1860,12013,60,3149,3580,3580,3580,3149,"",""
63,136,"","","","","","","","","","","","",1874,3150,"","",3150,"","","","","",-383181272,48,100,"[12156,12162]",10,4,704,1862,"",1862,"",1874,3150,"",3150,3150,3150,3150,1874,1862,1874,1874,1874,1874,1862,1862,1862,1862,1862,1862,1862,12014,75,3150,3581,3581,3581,3150,"",""
64,137,"","","","","","","","","","","","",1876,3152,"","",3152,"","","","","",491155825,68,100,"[12157,12162]",10,5,775,1864,"",1864,"",1876,3152,"",3152,3152,3152,3152,1876,1864,1876,1876,1876,1876,1864,1864,1864,1864,1864,1864,1864,12015,0,3152,3583,3583,3583,3152,"",1
65,138,"","","","","","","","","","","","",1877,3153,"","",3153,"","","","","",-150361862,0,0,"[12158,12162]",10,6,0,1865,"",1865,"",1877,3153,"",3153,3153,3153,3153,1877,1865,1877,1877,1877,1877,1865,1865,1865,1865,1865,1865,1865,12016,0,3153,3584,3584,3584,3153,"",""
66,139,"","","","","","","","","","","","",1889,3154,"","",3154,"","","","","",1926779813,0,0,"[12159,12162]",10,7,0,1867,"",1867,"",1889,3154,"",3154,3154,3154,3154,1889,1867,1889,1889,1889,1889,1867,1867,1867,1867,1867,1867,1867,12017,0,3154,3585,3585,3585,3154,"",""
67,140,"","","","","","","","","","","","","",2771,1915,"","","","","","","",-557327777,30,100,[12155],11,3,640,4267,"","","","",1970,"",1970,1970,1970,1970,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,4267,12105,60,1947,1915,1947,1947,1970,"",""
68,141,"","","","","","","","","","","","","",2772,1916,"","",1984,1984,"","",1973,-1074439089,48,100,[12156],11,4,704,4268,"","","","",1972,"",1972,1972,1984,1984,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,4268,12106,75,1948,1916,1948,1948,1973,"",""
69,142,"","","","","","","","","","","","","",2773,1917,"","",1985,1985,1974,1980,1988,1419643846,68,100,[12157],11,5,775,4269,"","","","",1985,"",1980,1974,1985,1985,4269,4269,4269,4269,4269,4269,4269,4269,4269,4269,4269,4269,4269,12107,0,1949,1917,1949,1949,1988,"",1
70,143,"","","","","","","","","","","","","",2774,1920,"","",1986,1986,1976,1981,1989,2044538361,0,0,[12158],11,6,0,4270,"","","","",1986,"",1981,1976,1986,1986,4270,4270,4270,4270,4270,4270,4270,4270,4270,4270,4270,4270,4270,12108,0,1950,1920,1950,1950,1989,"",""
71,144,"","","","","","","","","","","","","",2775,1921,"","",1987,1987,1978,1982,1990,-444339820,0,0,[12159],11,7,0,4271,"","","","",1987,"",1982,1978,1987,1987,4271,4271,4271,4271,4271,4271,4271,4271,4271,4271,4271,4271,4271,12109,0,1952,1921,1952,1952,1990,"",""
72,145,"","","","","","","","","","","","","",851,"","",5996,839,5996,11629,5996,11629,-964777382,48,100,"[12156,12163,12211]",12,4,612,"","",9358,9410,"",5996,"",5996,11629,5996,839,9410,9358,9410,9410,9410,9410,9358,9358,9358,9358,9358,9358,9358,12075,75,5996,842,842,842,11629,"",""
73,146,"","","","","","","","","","","","","",853,"","",5997,840,5997,11630,5997,11630,1027011185,68,100,"[12157,12163,12211]",12,5,673,"","",9359,9411,"",5997,"",5997,11630,5997,840,9411,9359,9411,9411,9411,9411,9359,9359,9359,9359,9359,9359,9359,12076,0,5997,844,844,844,11630,"",1
74,147,"","","","","","","","","","","","","",854,"","",5998,841,5998,11631,5998,11631,-1839053998,0,0,"[12158,12163,12211]",12,6,0,"","",9360,9412,"",5998,"",5998,11631,5998,841,9412,9360,9412,9412,9412,9412,9360,9360,9360,9360,9360,9360,9360,12077,0,5998,845,845,845,11631,"",""
75,148,"","","","","","","","","","","","","",855,"","",5999,842,5999,11632,5999,11632,1845632009,0,0,"[12159,12163,12211]",12,7,0,"","",9361,9413,"",5999,"",5999,11632,5999,842,9413,9361,9413,9413,9413,9413,9361,9361,9361,9361,9361,9361,9361,12078,0,5999,856,856,856,11632,"",""
76,149,"","","","","","","","","","","","","",2915,2915,2927,3413,2927,8865,"","",5647,-1618168670,48,100,[12156],13,4,612,3873,"","","","",6207,"",6207,6207,8865,2927,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,12053,75,3413,2915,2927,"",5647,"",""
77,150,"","","","","","","","","","","","","",2916,2916,2928,3414,2928,8866,"","",5648,-2058874949,68,100,[12157],13,5,673,3874,"","","","",6208,"",6208,6208,8866,2928,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,3874,12054,0,3414,2916,2928,"",5648,"",1
78,151,"","","","","","","","","","","","","",2917,2917,2929,3415,2929,8867,"","",5649,-697952158,0,0,[12158],13,6,0,3875,"","","","",6209,"",6209,6209,8867,2929,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,3875,12055,0,3415,2917,2929,"",5649,"",""
79,152,"","","","","","","","","","","","","",2926,2926,2930,3416,2930,8868,"","",5650,-417900903,0,0,[12159],13,7,0,3876,"","","","",6210,"",6210,6210,8868,2930,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,12056,0,3416,2926,2930,"",5650,"",""
80,153,"","","","","","","","","","","","","",161,"","","","","","","","",-2072698540,48,100,"[12156,12162]",14,4,612,"","",8421,8425,"",161,"",161,161,161,161,8425,8421,8425,8425,8425,8425,8421,8421,8421,8421,8421,8421,8421,12110,75,161,161,161,161,161,161,""
81,154,"","","","","","","","","","","","","",162,"","","","","","","","",-19953861,68,100,"[12157,12162]",14,5,673,"","",8422,8426,"",162,"",162,162,162,162,8426,8422,8426,8426,8426,8426,8422,8422,8422,8422,8422,8422,8422,12111,0,162,162,162,162,162,162,1
82,155,"","","","","","","","","","","","","",164,"","","","","","","","",-1542366365,0,0,"[12158,12162]",14,6,0,"","",8423,8427,"",164,"",164,164,164,164,8427,8423,8427,8427,8427,8427,8423,8423,8423,8423,8423,8423,8423,12112,0,164,164,164,164,164,164,""
83,156,"","","","","","","","","","","","","",167,"","","","","","","","",473094408,0,0,"[12159,12162]",14,7,0,"","",8424,8428,"",167,"",167,167,167,167,8428,8424,8428,8428,8428,8428,8424,8424,8424,8424,8424,8424,8424,12113,0,167,167,167,167,167,167,""
84,157,"","","","","","","","","","","","","",2716,2516,2516,19683,2707,2093,9326,20546,3393,-355385139,48,100,[12156],15,4,612,"",2599,"","","",3393,2603,20546,9326,2093,2707,2603,2603,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,2599,12049,75,19683,2516,2516,2712,3393,"",""
85,158,"","","","","","","","","","","","","",2717,2517,2517,19684,2709,2094,9327,20547,3394,839378797,68,100,[12157],15,5,673,"",2600,"","","",3394,2604,20547,9327,2094,2709,2604,2604,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,12050,0,19684,2517,2517,2713,3394,"",1
86,159,"","","","","","","","","","","","","",2718,2519,2535,19685,2710,2095,9328,20548,3395,-1822562206,0,0,[12158],15,6,0,"",2601,"","","",3395,2605,20548,9328,2095,2710,2605,2605,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,12051,0,19685,2519,2535,2714,3395,"",""
