"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
59,59,1550,126,759,1,1,0,0,"","","",0,"",0,"","",1,0
60,60,4746,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
61,61,4748,126,450,1,1,0,0,"","","",0,"",0,"","",1,0
62,62,3040,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
63,63,4632,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
64,64,4633,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,65,4634,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
66,66,4774,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
67,67,1528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
68,68,1528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
69,69,1528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
70,70,1528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
71,71,3292,126,282,1,1,0,0,"","","",0,"",0,"","",1,0
72,72,3293,126,282,1,1,0,0,"","","",0,"",0,"","",1,0
73,73,4638,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
74,74,4686,126,761,1,1,0,0,"","","",0,"",0,"","",1,0
75,75,296,126,794,1,1,0,0,"","","",0,"",0,"","",1,0
76,76,4635,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
77,77,4524,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
78,78,4549,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
79,79,4081,126,767,1,1,0,0,"","","",0,"",0,"","",1,0
80,80,4687,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
81,81,4602,126,114,1,1,0,0,"","","",0,"",0,"","",1,0
82,82,2810,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
83,84,4604,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
84,85,4605,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
85,86,4688,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,87,4474,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,88,3959,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
88,89,1542,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
89,90,1543,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,91,1544,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,92,1539,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
92,93,1540,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
93,94,1541,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
94,95,2813,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
95,96,4585,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
96,97,4552,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
97,98,4563,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
98,99,4530,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
99,100,4564,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,101,4566,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
101,102,4567,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
102,103,4555,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
103,104,2814,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
104,105,2817,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
105,106,"",17,330,1,1,0,0,"","","",0,"",0,"","",1,0
106,107,"",18,330,1,1,0,0,"","","",0,"",0,"","",1,0
107,108,"",19,330,1,1,0,0,"","","",0,"",0,"","",1,0
108,109,"",20,330,1,1,0,0,"","","",0,"",0,"","",1,0
109,110,"",21,330,1,1,0,0,"","","",0,"",0,"","",1,0
110,123,4771,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
111,124,4533,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
112,125,4845,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
113,126,3115,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
114,127,1162,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
115,128,4441,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
116,129,3022,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
117,130,612,126,475,1,1,0,0,"","","",0,"",0,"","",1,0
118,131,4799,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
119,132,2853,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
120,133,"",32,330,1,1,0,0,"","","",0,"",0,"","",1,0
121,134,2856,126,921,1,1,0,0,"","","",0,"",0,"","",1,0
122,135,4816,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
123,136,4526,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
124,137,"",34,330,1,1,0,0,"","","",0,"",0,"","",1,0
125,138,"",34,330,1,1,0,0,"","","",0,"",0,"","",1,0
126,139,"",34,330,1,1,0,0,"","","",0,"",0,"","",1,0
127,140,"",33,600,1,1,0,0,"","","",0,"",0,"","",1,0
128,141,4838,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
129,142,3749,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
130,143,4741,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
131,144,1099,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
132,145,4834,126,984,1,1,0,0,"","","",0,"",0,"","",1,0
133,146,1938,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
134,147,1940,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
135,148,1942,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
136,149,2861,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
137,150,186,126,1031,1,1,0,0,"","","",0,"",0,"","",1,0
138,151,4528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
139,152,3909,126,526,1,1,0,0,"","","",0,"",0,"","",1,0
140,153,4565,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
141,154,3635,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
142,155,3636,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
143,156,773,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
144,157,4561,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
145,158,1444,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
146,159,3023,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
147,160,2265,126,1031,1,1,0,0,"","","",0,"",0,"","",1,0
148,161,2266,126,1031,1,1,0,0,"","","",0,"",0,"","",1,0
149,162,4706,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
150,163,964,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
151,164,392,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
152,165,3962,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
153,166,4534,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
154,167,4742,126,1032,1,1,0,0,"","","",0,"",0,"","",1,0
155,168,4948,126,1031,1,1,0,0,"","","",0,"",0,"","",1,0
156,169,2854,126,921,1,1,0,0,"","","",0,"",0,"","",1,0
157,170,4186,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
158,171,4744,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
159,172,3836,126,1031,1,1,0,0,"","","",0,"",0,"","",1,0
160,173,4160,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
161,174,1524,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
162,175,2911,126,861,1,1,0,0,"","","",0,"",0,"","",1,0
163,176,2933,126,409,1,1,0,0,"","","",0,"",0,"","",1,0
164,177,4740,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
165,178,162,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
166,179,4550,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
167,180,4553,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
168,181,4556,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
169,182,4535,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
170,183,4707,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
171,184,965,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
172,185,4704,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1021,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,4954,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2453,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1007,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1008,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1009,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1010,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1057,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,4924,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3582,126,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4529,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5103,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5104,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4161,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1023,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,759,126,59,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,670,126,59,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,330,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,165,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5222,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5284,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,3990,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5128,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5308,126,901,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,3989,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4187,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4162,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4207,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3308,126,246,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5383,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4525,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1186,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3054,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5481,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,5663,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5327,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,5665,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,4778,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,2795,126,372,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2133,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1074,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2267,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2621,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,2922,126,59,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,3872,126,59,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,328,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3093,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1453,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4527,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5333,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3041,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,5655,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,5655,126,1365,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4562,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4568,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,2954,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4153,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1026,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5482,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1324,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4539,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,5817,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1100,126,984,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,4836,126,984,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1187,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1027,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,5829,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1326,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,5832,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,5833,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4543,126,552,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5472,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1096,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,329,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3094,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1454,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4539,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1528,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1093,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1326,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,5904,126,1720,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,5894,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,5887,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,5890,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,5892,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,5897,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,5902,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,5900,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,5905,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,5998,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,351,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3305,126,351,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,351,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3306,126,351,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,351,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3307,126,351,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3308,126,351,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,5876,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,5997,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,5995,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,5821,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,935,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,935,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,935,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,5970,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,5992,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,5939,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6007,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6012,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,5822,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5148,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6098,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,2948,126,1464,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6198,126,351,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6069,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6031,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6030,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6110,126,1372,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6158,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6113,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6104,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6107,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3059,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1157,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6097,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3051,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6146,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6142,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6119,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6058,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6190,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6194,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6018,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5334,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1375,126,2049,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2507,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3060,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,2912,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4202,126,2153,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,2953,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,1944,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,1946,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,1948,126,600,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2064,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3061,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6433,126,2049,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2065,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,5819,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5335,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,4693,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,4694,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1028,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,6766,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,6769,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,5881,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,6967,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,6950,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,6951,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,6952,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,6953,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,6906,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4569,126,2589,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,6707,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,6946,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7074,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7088,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7001,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,3859,126,1477,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7232,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6431,126,605,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6432,126,605,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,351,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,351,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4570,126,3002,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3064,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7286,126,330,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7288,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,440,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,902,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,330,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3095,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1455,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,338,126,986,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7138,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7298,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7297,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7210,126,"",1,1,0,0,"","","",0,"",0,"","",1,0
384,400,677,126,59,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7332,126,3415,1,1,0,0,"","","",0,"",0,"","",1,0
