"rownum","Id","Base_ENVFile","Corrupted_ENVFile","i32","i32","[rid]","EnvironmentTransitionsKey","PreloadGroup"
133,"4_4_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2615,2615,[],"",""
134,"4_5_1","Metadata/EnvironmentSettings/1_4_5_1.env","",2615,2615,[],"",""
135,"4_5_2_inside","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2615,2615,[],"",""
136,"4_5_2_inside_silent","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2615,2615,[],"",""
137,"4_5_2_outside","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2615,2615,[],"",""
138,"4_5_2_outside_silent","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2615,2615,[],"",""
139,"4_5_2_bossarena","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2615,2615,[],"",""
140,"4_5_2_mumble","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2615,2615,[],"",""
141,"4_5_2_bossarena_silent","Metadata/EnvironmentSettings/boss_silent.env","",2615,2615,[],"",""
142,"4_6_1","Metadata/EnvironmentSettings/1_4_6_1.env","",2615,2615,[],"",""
143,"4_6_2","Metadata/EnvironmentSettings/1_4_6_2.env","",2615,2615,[],"",""
144,"4_6_3","Metadata/EnvironmentSettings/1_4_6_3.env","",2615,2615,[],"",""
145,"4_6_3_boss1","Metadata/EnvironmentSettings/1_4_6_3_boss1.env","",2615,2615,[],"",""
146,"4_6_3_boss1_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
147,"4_6_3_boss2","Metadata/EnvironmentSettings/1_4_6_3_boss2.env","",2615,2615,[],"",""
148,"4_6_3_boss2_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
149,"4_7","Metadata/EnvironmentSettings/1_4_7.env","",2615,2615,[],"",""
150,"4_town_silent","Metadata/EnvironmentSettings/1_4_town.env","",2615,2615,[],"",""
151,"4_town","Metadata/EnvironmentSettings/1_4_town.env","",2615,2615,[],"",""
152,"5_town","Metadata/EnvironmentSettings/1_5_town.env","",2615,2615,[],"",""
153,"5_1","Metadata/EnvironmentSettings/1_5_1.env","",2615,2615,[],"",""
154,"5_2","Metadata/EnvironmentSettings/1_5_2.env","",2615,2615,[],"",""
155,"5_3","Metadata/EnvironmentSettings/1_5_3.env","",2615,2615,[],"",""
156,"5_4","Metadata/EnvironmentSettings/1_5_4.env","",2615,2615,[],"",""
157,"5_4b","Metadata/EnvironmentSettings/1_5_4b.env","",2615,2615,[],"",""
158,"5_4b_synthesis","Metadata/EnvironmentSettings/1_5_4b_synthesis.env","",2615,2615,[],"",""
159,"5_5","Metadata/EnvironmentSettings/1_5_5.env","",2615,2615,[],"",""
160,"5_5_boss","Metadata/EnvironmentSettings/1_5_5_boss.env","",2615,2615,[],"",""
161,"5_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
162,"5_3b","Metadata/EnvironmentSettings/1_5_3b.env","",2615,2615,[],"",""
163,"5_6","Metadata/EnvironmentSettings/1_5_6_ossuary.env","",2615,2615,[],"",""
164,"5_7","Metadata/EnvironmentSettings/1_5_7_reliquary.env","",2615,2615,[],"",""
165,"5_8","Metadata/EnvironmentSettings/1_5_8_CathedralRoof.env","",2615,2615,[],"",""
166,"5_8_synthesis","Metadata/EnvironmentSettings/1_5_8_synthesis.env","",2615,2615,[],"",""
167,"5_8_boss","Metadata/EnvironmentSettings/1_5_8_Boss.env","",2615,2615,[],"",""
168,"5_8_boss_end","Metadata/EnvironmentSettings/1_5_8_BossEnd.env","",2615,2615,[],"",""
169,"5_8_sin","Metadata/EnvironmentSettings/1_5_8_SinDock.env","",2615,2615,[],"",""
170,"6_town","Metadata/EnvironmentSettings/2_6_town.env","",2615,2615,[],"",""
171,"AfflictionTown","Metadata/EnvironmentSettings/AfflictionTown.env","",2615,2615,[],"",""
172,"6_1","Metadata/EnvironmentSettings/2_6_1.env","",2615,2615,[],"",""
173,"6_2","Metadata/EnvironmentSettings/2_6_2.env","",2615,2615,[],"",""
174,"6_3","Metadata/EnvironmentSettings/2_6_3.env","",2615,2615,[],"",""
175,"6_4","Metadata/EnvironmentSettings/2_6_4.env","",2615,2615,[],"",""
176,"6_4_synthesis","Metadata/EnvironmentSettings/2_6_4_synthesis.env","",2615,2615,[],"",""
177,"6_5","Metadata/EnvironmentSettings/2_6_5.env","",2615,2615,[],"",""
178,"6_5_boss","Metadata/EnvironmentSettings/2_6_5_boss.env","",2615,2615,[],"",""
179,"6_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
180,"6_6","Metadata/EnvironmentSettings/2_6_6.env","",2615,2615,[],"",""
181,"6_7_1","Metadata/EnvironmentSettings/2_6_7_1.env","",2615,2615,[],"",""
182,"6_7_2","Metadata/EnvironmentSettings/2_6_7_2_Env1.env","",2615,2615,[],"",""
183,"6_7_2_boss","Metadata/EnvironmentSettings/2_6_7_2_boss.env","",2615,2615,[],"",""
184,"6_7_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
185,"6_8","Metadata/EnvironmentSettings/2_6_8.env","",2615,2615,[],"",""
186,"6_8_boss","Metadata/EnvironmentSettings/2_6_8_boss.env","",2615,2615,[],"",""
187,"6_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
188,"6_9","Metadata/EnvironmentSettings/2_6_9.env","",2615,2615,[],"",""
189,"6_10","Metadata/EnvironmentSettings/2_6_10.env","",2615,2615,[],"",""
190,"6_11","Metadata/EnvironmentSettings/2_6_11.env","",2615,2615,[],"",""
191,"6_11_boss","Metadata/EnvironmentSettings/2_6_11_boss.env","",2615,2615,[],"",""
192,"6_11_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
193,"6_12","Metadata/EnvironmentSettings/2_6_12.env","",2615,2615,[],"",""
194,"6_13","Metadata/EnvironmentSettings/2_6_13.env","",2615,2615,[],"",""
195,"6_14","Metadata/EnvironmentSettings/2_6_14.env","Metadata/EnvironmentSettings/2_6_14Black.env",2615,1161,[],"",""
196,"2_6_15","Metadata/EnvironmentSettings/2_6_15.env","",2615,2615,[],"",""
197,"2_6_15_preboss","Metadata/EnvironmentSettings/2_6_15_preboss.env","",2615,2615,[],"",""
198,"2_6_15_boss","Metadata/EnvironmentSettings/2_6_15_boss.env","",2615,2615,[],"",""
199,"2_6_15_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
200,"7_town","Metadata/EnvironmentSettings/2_2_town.env","",2615,2615,[],"",""
201,"7_1","Metadata/EnvironmentSettings/2_2_1.env","",2615,2615,[],"",""
202,"7_2","Metadata/EnvironmentSettings/2_2_2.env","",2615,2615,[],"",""
203,"7_3","Metadata/EnvironmentSettings/2_2_3.env","",2615,2615,[],"",""
204,"7_4","Metadata/EnvironmentSettings/2_2_4.env","",2615,2615,[],"",""
205,"7_5_1","Metadata/EnvironmentSettings/2_2_5_1.env","",2615,2615,[],"",""
206,"7_5_2","Metadata/EnvironmentSettings/2_2_5_2.env","",2615,2615,[],"",""
207,"7_5_map","Metadata/EnvironmentSettings/2_2_5_map.env","",2615,2615,[],"",""
208,"7_5_map_boss","Metadata/EnvironmentSettings/2_2_5_map_boss.env","",2615,2615,[],"",""
209,"7_5_map_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
210,"7_6","Metadata/EnvironmentSettings/2_2_6.env","",2615,2615,[],"",""
211,"7_7","Metadata/EnvironmentSettings/2_2_7.env","",2615,2615,[],"",""
212,"7_7_boss","Metadata/EnvironmentSettings/2_2_7_boss.env","",2615,2615,[],"",""
213,"7_7_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
214,"7_8","Metadata/EnvironmentSettings/2_2_8.env","",2615,2615,[],"",""
215,"7_9","Metadata/EnvironmentSettings/2_2_9.env","",2615,2615,[],"",""
216,"7_9_boss","Metadata/EnvironmentSettings/2_2_9_despairboss.env","",2615,2615,[],"",""
217,"7_9_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
218,"7_10","Metadata/EnvironmentSettings/2_2_10.env","",2615,2615,[],"",""
219,"7_10_synthesis","Metadata/EnvironmentSettings/2_2_10_synthesis.env","",2615,2615,[],"",""
220,"7_11","Metadata/EnvironmentSettings/2_2_11.env","",2615,2615,[],"",""
221,"7_12_1","Metadata/EnvironmentSettings/2_2_12_1.env","",2615,2615,[],"",""
222,"7_12_1_synthesis","Metadata/EnvironmentSettings/2_2_12_1_synthesis.env","",2615,2615,[],"",""
223,"7_12_2a","Metadata/EnvironmentSettings/2_2_12_2a.env","",2615,2615,[],"",""
224,"7_12_2b","Metadata/EnvironmentSettings/2_2_12_2b.env","",2615,2615,[],"",""
225,"7_12_2c","Metadata/EnvironmentSettings/2_2_12_2c.env","",2615,2615,[],"",""
226,"7_12_2_boss","Metadata/EnvironmentSettings/2_2_12_2_boss.env","",2615,2615,[],"",""
227,"7_12_2_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
228,"8_1","Metadata/EnvironmentSettings/2_3_1.env","",2615,2615,[],"",""
229,"8_town","Metadata/EnvironmentSettings/2_3_town_toxic.env","Metadata/EnvironmentSettings/2_3_town_clean.env",2615,1424,[],"",""
230,"8_2_1","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2615,1424,[],"",""
231,"8_2_2","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2615,1424,[],"",""
232,"8_2_2_boss","Metadata/EnvironmentSettings/2_3_2_2_boss.env","",2615,2615,[],"",""
233,"8_2_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
234,"8_3","Metadata/EnvironmentSettings/2_3_3.env","",2615,2615,[],"",""
235,"8_4","Metadata/EnvironmentSettings/2_3_4.env","",2615,2615,[],"",""
236,"8_4_boss","Metadata/EnvironmentSettings/2_3_4_boss.env","",2615,2615,[],"",""
237,"8_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
238,"8_5","Metadata/EnvironmentSettings/2_3_5.env","",2615,2615,[],"",""
239,"8_6","Metadata/EnvironmentSettings/2_3_6.env","",2615,2615,[],"",""
240,"8_7_1","Metadata/EnvironmentSettings/2_3_7_1.env","",2615,2615,[],"",""
241,"8_7_2","Metadata/EnvironmentSettings/2_3_7_2.env","",2615,2615,[],"",""
242,"8_8","Metadata/EnvironmentSettings/2_3_8.env","",2615,2615,[],"",""
243,"8_9","Metadata/EnvironmentSettings/2_3_9.env","",2615,2615,[],"",""
244,"8_10","Metadata/EnvironmentSettings/2_3_10.env","",2615,2615,[],"",""
245,"8_10_synthesis","Metadata/EnvironmentSettings/2_3_10_synthesis.env","",2615,2615,[],"",""
246,"8_11","Metadata/EnvironmentSettings/2_3_11.env","",2615,2615,[],"",""
247,"8_12_1","Metadata/EnvironmentSettings/2_3_12_1.env","",2615,2615,[],"",""
248,"8_12_2","Metadata/EnvironmentSettings/2_3_12_2.env","",2615,2615,[],"",""
249,"8_13_preboss","Metadata/EnvironmentSettings/2_3_13.env","",2615,2615,[],"",""
250,"8_13_boss","Metadata/EnvironmentSettings/2_3_13_boss.env","",2615,2615,[],"",""
251,"8_13_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
252,"8_13","Metadata/EnvironmentSettings/2_3_13_moon.env","Metadata/EnvironmentSettings/2_3_13_sun.env",2615,2615,[],0,""
253,"9_1","Metadata/EnvironmentSettings/2_9_1.env","",2615,2615,[],"",""
254,"9_town","Metadata/EnvironmentSettings/2_9_town.env","",2615,2615,[],"",""
255,"9_2","Metadata/EnvironmentSettings/2_9_2.env","",2615,2615,[],"",""
256,"9_3","Metadata/EnvironmentSettings/2_9_3.env","",2615,2615,[],"",""
257,"9_3_event","Metadata/EnvironmentSettings/2_9_3_event.env","",2615,2615,[],"",""
258,"9_4","Metadata/EnvironmentSettings/2_9_4.env","",2615,2615,[],"",""
259,"9_4_boss1","Metadata/EnvironmentSettings/2_9_4_boss1.env","",2615,2615,[],"",""
260,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env","",2615,2615,[],"",""
261,"9_5","Metadata/EnvironmentSettings/2_9_5.env","",2615,2615,[],"",""
262,"9_6","Metadata/EnvironmentSettings/2_9_6.env","",2615,2615,[],"",""
263,"9_7","Metadata/EnvironmentSettings/2_9_7.env","",2615,2615,[],"",""
264,"9_8","Metadata/EnvironmentSettings/2_9_8.env","",2615,2615,[],"",""
265,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env","",2615,2615,[],"",""
266,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env","",2615,2615,[],"",""
267,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2615,2615,[],"",""
268,"9_9","Metadata/EnvironmentSettings/2_9_9.env","",2615,2615,[],"",""
269,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env","",2615,2615,[],"",""
270,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env","",2615,2615,[],"",""
271,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env","",2615,2615,[],"",""
272,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env","",2615,2615,[],"",""
273,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env","",2615,2615,[],"",""
