"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
77,8414,[17700],[7006],11,1,"","","","",""
78,8415,[17701],[7006],11,1,"","","","",""
79,8416,[17702],[7006],11,1,"","","","",""
80,8417,[17703],"[7006,7156]",11,1,"","","","",""
81,8418,[17704],[7006],12,1,"","","","",""
82,8419,[17705],[7006],12,1,"","","","",""
83,8420,[17706],[7006],12,1,"","","","",""
84,8421,[17707],"[7006,7157]",12,1,"","","","",""
85,8422,[17708],[],13,1,"","","","",""
86,8423,[17709],[],13,1,"","","","",""
87,8424,[17710],[],13,1,"","","","",""
88,8425,[17711],[],13,1,"","","","",""
89,8426,[17712],[],14,1,"","","","",""
90,8427,[17713],[],14,1,"","","","",""
91,8428,[17714],[],14,1,"","","","",""
92,8429,[17715],[],14,1,"","","","",""
93,6521,"[19548,19553]",[],15,"","","",1,"",""
94,6522,"[19549,19554]",[],16,"","","",1,"",""
95,6523,"[19550,19555]",[],17,"","","",1,"",""
96,6524,"[19551,19556]",[],18,"","","",1,"",""
97,6525,"[19552,19557]",[],19,"","","",1,"",""
98,6526,"[19558,19563]",[],15,"","","",1,"",""
99,6527,"[19559,19564]",[],16,"","","",1,"",""
100,6528,"[19560,19565]",[],17,"","","",1,"",""
101,6529,"[19561,19566]",[],18,"","","",1,"",""
102,6530,"[19562,19567]",[],19,"","","",1,"",""
103,8431,[19876],[],20,"","","","","",""
104,8432,[19877],[],20,"","","","","",""
105,8433,[19878],[],20,"","","","","",""
106,8434,[19879],[],20,"","","","","",""
107,8435,[19880],[],20,"","","","","",""
108,8436,[19881],[],20,"","","","","",""
109,8437,[19882],[],20,"","","","","",""
110,8438,[19883],[],20,"","","","","",""
111,8439,[19884],[],20,"","","","","",""
112,8440,[19885],[],20,"","","","","",""
113,8441,[19886],[],20,"","","","","",""
114,8442,[19887],[],20,"","","","","",""
115,8443,[19888],[],20,"","","","","",""
116,6531,[7741],[],20,"","","",1,"",""
117,6539,[23249],[7776],20,1,"","","",1,""
