"rownum","WorldAreasKey","InheritsFrom","RecipeId"
34,162,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",148
35,517,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
36,518,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
37,519,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
38,589,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
39,590,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
40,591,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
41,661,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
42,662,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
43,663,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
44,733,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
45,734,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
46,735,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
47,43,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
48,52,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
49,89,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
50,103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
51,105,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
52,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
53,139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
54,1220,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
55,1088,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
56,1086,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
57,1130,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
58,1150,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
59,1079,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
60,1114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
61,1167,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
62,1189,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
63,1230,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
64,1188,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
65,1140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
66,1152,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
67,1171,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
68,1107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
69,1252,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
70,1227,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
71,1098,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
72,1233,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
73,1099,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
74,1225,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
75,1127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
76,1122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
77,1155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
78,1108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
79,1187,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
80,1209,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
81,1176,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
82,1145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
83,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
84,1180,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
85,1213,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
86,1182,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
87,1202,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
88,1257,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
89,1256,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
90,1223,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
91,1253,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
92,1251,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
93,1247,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
94,1095,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
95,1146,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
