"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
35,7186,1,0,1,[],0,1,[],[],[],[],[],[],15,50,[],""
36,7193,1,1,2,[],0,3,[],[],[],[],[],[],15,50,[],""
37,7196,1,0,0,[],0,1,[],[],[],[],[],[],15,50,[],""
38,7199,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
39,7201,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
40,7204,1,2,1,[],0,1,[],[],[],[],[],[],15,40,[],""
41,7206,1,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
42,7208,1,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
43,7100,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
44,7101,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
45,7102,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
46,7103,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
47,7104,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
48,7112,0,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
49,7113,0,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
50,7114,0,57,0,[],0,1,[],[],[],[],[],[],150,120,[],""
51,7123,2,57,0,[],0,8,[],[],[],[],[],[],150,60,[],""
52,7129,2,57,1,[],0,1,[],[],[],[],[],[],150,60,[],""
53,7130,2,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
54,7144,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
55,7145,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
56,7152,3,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
57,7153,3,57,1,[],0,1,[],[],[],[],[],[],150,110,[],""
58,7154,3,57,0,[],0,1,[],[],[],[],[],[],150,110,[],""
59,7166,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
60,7167,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
61,7168,4,57,0,[],0,3,[],[],[],[],[],[],150,60,[],""
62,7174,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
63,7175,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
64,7187,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
65,7188,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
66,7189,1,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
67,7194,1,57,2,[],0,3,[],[],[],[],[],[],150,50,[],""
68,7197,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
69,7202,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
70,7203,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
