"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
93,5251,14,4917656
94,5251,15,7424766
95,5251,16,13223702
96,5251,17,28307621
97,5251,18,56100356
98,5251,19,99970095
99,5251,20,342051651
100,5252,1,0
101,5252,2,70
102,5252,3,378
103,5252,4,1932
104,5252,5,8599
105,5252,6,34646
106,5252,7,84371
107,5252,8,180085
108,5252,9,349680
109,5252,10,633439
110,5252,11,1087435
111,5252,12,1790563
112,5252,13,2851786
113,5252,14,4917656
114,5252,15,7424766
115,5252,16,13223702
116,5252,17,28307621
117,5252,18,56100356
118,5252,19,99970095
119,5252,20,342051651
120,5253,1,0
121,5253,2,9569
122,5253,3,37758
123,5253,4,96904
124,5253,5,208096
125,5253,6,401896
126,5253,7,722176
127,5253,8,1081266
128,5253,9,1579774
129,5253,10,2261831
130,5253,11,3183608
131,5253,12,4911487
132,5253,13,6703256
133,5253,14,9056935
134,5253,15,12127847
135,5253,16,21223313
136,5253,17,37263203
137,5253,18,67080320
138,5253,19,129975376
139,5253,20,342026975
140,5254,1,0
141,5254,2,9569
142,5254,3,37758
143,5254,4,96904
144,5254,5,208096
145,5254,6,401896
146,5254,7,722176
147,5254,8,1081266
148,5254,9,1579774
149,5254,10,2261831
150,5254,11,3183608
151,5254,12,4911487
152,5254,13,6703256
153,5254,14,9056935
154,5254,15,12127847
155,5254,16,21223313
156,5254,17,37263203
157,5254,18,67080320
158,5254,19,129975376
159,5254,20,342026975
160,5255,1,0
161,5255,2,70
162,5255,3,378
163,5255,4,1932
164,5255,5,8599
165,5255,6,34646
166,5255,7,84371
167,5255,8,180085
168,5255,9,349680
169,5255,10,633439
170,5255,11,1087435
171,5255,12,1790563
172,5255,13,2851786
173,5255,14,4917656
174,5255,15,7424766
175,5255,16,13223702
176,5255,17,28307621
177,5255,18,56100356
178,5255,19,99970095
179,5255,20,342051651
180,5257,1,0
181,5257,2,15249
182,5257,3,56766
183,5257,4,138749
184,5257,5,286717
185,5257,6,537274
186,5257,7,942360
187,5257,8,1390078
188,5257,9,2005396
189,5257,10,2840035
190,5257,11,4410795
191,5257,12,6044782
192,5257,13,8195812
193,5257,14,11008001
194,5257,15,16107361
195,5257,16,25508092
196,5257,17,40781458
197,5257,18,67068040
198,5257,19,129958630
199,5257,20,342004647
200,5258,1,0
201,5258,2,252595
202,5258,3,566989
203,5258,4,955723
204,5258,5,1433160
205,5258,6,2016946
206,5258,7,2727305
207,5258,8,4082816
208,5258,9,5221693
209,5258,10,6589926
210,5258,11,8228264
211,5258,12,10184912
212,5258,13,13840096
213,5258,14,16857423
214,5258,15,20433655
215,5258,16,29598386
216,5258,17,47459814
217,5258,18,93492200
218,5258,19,180740239
219,5258,20,338712291
220,5259,1,0
221,5259,2,70
222,5259,3,378
223,5259,4,1932
224,5259,5,8599
225,5259,6,34646
226,5259,7,84371
227,5259,8,180085
228,5259,9,349680
229,5259,10,633439
230,5259,11,1087435
231,5259,12,1790563
232,5259,13,2851786
233,5259,14,4917656
234,5259,15,7424766
235,5259,16,13223702
236,5259,17,28307621
237,5259,18,56100356
238,5259,19,99970095
239,5259,20,342051651
240,5260,1,0
241,5260,2,9569
242,5260,3,37758
243,5260,4,96904
244,5260,5,208096
245,5260,6,401896
246,5260,7,722176
247,5260,8,1081266
248,5260,9,1579774
249,5260,10,2261831
250,5260,11,3183608
251,5260,12,4911487
252,5260,13,6703256
253,5260,14,9056935
254,5260,15,12127847
255,5260,16,21223313
256,5260,17,37263203
257,5260,18,67080320
258,5260,19,129975376
259,5260,20,342026975
260,5261,1,0
261,5261,2,49725
262,5261,3,145439
263,5261,4,315034
264,5261,5,514379
265,5261,6,800194
266,5261,7,1201538
267,5261,8,1755917
268,5261,9,2510966
269,5261,10,3527499
270,5261,11,5426101
271,5261,12,7390120
272,5261,13,9963851
273,5261,14,14640290
274,5261,15,17657617
275,5261,16,25480618
276,5261,17,40744826
277,5261,18,67017671
278,5261,19,129889945
279,5261,20,341913067
280,5264,1,0
281,5264,2,841
282,5264,3,3940
283,5264,4,11373
284,5264,5,34268
285,5264,6,83993
286,5264,7,179707
287,5264,8,349302
288,5264,9,633061
289,5264,10,1087057
290,5264,11,1790185
291,5264,12,2851408
292,5264,13,4917278
293,5264,14,7424388
294,5264,15,9998119
295,5264,16,17609470
296,5264,17,31047378
297,5264,18,56099525
298,5264,19,99968961
299,5264,20,342050139
300,5267,1,0
301,5267,2,9569
302,5267,3,37758
303,5267,4,96904
304,5267,5,208096
305,5267,6,401896
306,5267,7,722176
307,5267,8,1081266
308,5267,9,1579774
309,5267,10,2261831
310,5267,11,3183608
311,5267,12,4911487
312,5267,13,6703256
313,5267,14,9056935
314,5267,15,12127847
315,5267,16,21223313
316,5267,17,37263203
317,5267,18,67080320
318,5267,19,129975376
319,5267,20,342026975
320,5272,1,0
321,5272,2,70
322,5272,3,378
323,5272,4,1932
324,5272,5,8599
325,5272,6,34646
326,5272,7,84371
327,5272,8,180085
328,5272,9,349680
329,5272,10,633439
330,5272,11,1087435
331,5272,12,1790563
332,5272,13,2851786
333,5272,14,4917656
334,5272,15,7424766
335,5272,16,13223702
336,5272,17,28307621
337,5272,18,56100356
338,5272,19,99970095
339,5272,20,342051651
340,5273,1,0
341,5273,2,3231
342,5273,3,12800
343,5273,4,40989
344,5273,5,100135
345,5273,6,211327
346,5273,7,405127
347,5273,8,725407
348,5273,9,1233246
349,5273,10,1787625
350,5273,11,2542674
351,5273,12,3559207
352,5273,13,5457809
353,5273,14,7421828
354,5273,15,9995559
355,5273,16,17606398
356,5273,17,31043282
357,5273,18,56093893
358,5273,19,99961281
359,5273,20,342039899
360,5274,1,0
361,5274,2,69833
362,5274,3,198382
363,5274,4,352935
364,5274,5,578309
365,5274,6,898981
366,5274,7,1346699
367,5274,8,1962017
368,5274,9,2796656
369,5274,10,4367416
370,5274,11,6001403
371,5274,12,8152433
372,5274,13,10964622
373,5274,14,14619806
374,5274,15,17637133
375,5274,16,25456038
376,5274,17,40712051
377,5274,18,66972606
378,5274,19,129828493
379,5274,20,341831131
380,5276,1,0
381,5276,2,3231
382,5276,3,12800
383,5276,4,40989
384,5276,5,100135
385,5276,6,211327
386,5276,7,405127
387,5276,8,725407
388,5276,9,1233246
389,5276,10,1787625
390,5276,11,2542674
391,5276,12,3559207
392,5276,13,5457809
393,5276,14,7421828
394,5276,15,9995559
395,5276,16,17606398
396,5276,17,31043282
397,5276,18,56093893
398,5276,19,99961281
399,5276,20,342039899
400,5275,1,0
401,5275,2,388734
402,5275,3,866171
403,5275,4,1449957
404,5275,5,2160316
405,5275,6,3515827
406,5275,7,4654704
407,5275,8,6022937
408,5275,9,7661275
409,5275,10,9617923
410,5275,11,13273107
411,5275,12,16290434
412,5275,13,19866666
413,5275,14,24098333
414,5275,15,26493411
415,5275,16,34914474
416,5275,17,51074457
417,5275,18,92244824
418,5275,19,179039272
419,5275,20,336444335
420,5278,1,0
421,5278,2,285815
422,5278,3,538410
423,5278,4,852804
424,5278,5,1241538
425,5278,6,1718975
426,5278,7,2302761
427,5278,8,3013120
428,5278,9,4368631
429,5278,10,5507508
430,5278,11,6875741
431,5278,12,8514079
432,5278,13,10470727
433,5278,14,14125911
434,5278,15,17143238
435,5278,16,24863364
436,5278,17,39921819
437,5278,18,65886037
438,5278,19,128346808
439,5278,20,339855551
440,5279,1,0
441,5279,2,3231
442,5279,3,12800
443,5279,4,40989
444,5279,5,100135
445,5279,6,211327
446,5279,7,405127
447,5279,8,725407
448,5279,9,1233246
449,5279,10,1787625
450,5279,11,2542674
451,5279,12,3559207
452,5279,13,5457809
453,5279,14,7421828
454,5279,15,9995559
455,5279,16,17606398
456,5279,17,31043282
457,5279,18,56093893
458,5279,19,99961281
459,5279,20,342039899
460,5281,1,0
461,5281,2,388734
462,5281,3,866171
463,5281,4,1449957
464,5281,5,2160316
465,5281,6,3515827
466,5281,7,4654704
467,5281,8,6022937
468,5281,9,7661275
469,5281,10,9617923
470,5281,11,13273107
471,5281,12,16290434
472,5281,13,19866666
473,5281,14,24098333
474,5281,15,26493411
475,5281,16,34914474
476,5281,17,51074457
477,5281,18,92244824
478,5281,19,179039272
479,5281,20,336444335
480,5282,1,0
481,5282,2,3231
482,5282,3,12800
483,5282,4,40989
484,5282,5,100135
485,5282,6,211327
486,5282,7,405127
487,5282,8,725407
488,5282,9,1233246
489,5282,10,1787625
490,5282,11,2542674
491,5282,12,3559207
492,5282,13,5457809
493,5282,14,7421828
494,5282,15,9995559
495,5282,16,17606398
496,5282,17,31043282
497,5282,18,56093893
498,5282,19,99961281
499,5282,20,342039899
500,5262,1,0
501,5262,2,49725
502,5262,3,145439
503,5262,4,315034
504,5262,5,514379
505,5262,6,800194
506,5262,7,1201538
507,5262,8,1755917
508,5262,9,2510966
509,5262,10,3527499
510,5262,11,5426101
511,5262,12,7390120
512,5262,13,9963851
513,5262,14,14640290
514,5262,15,17657617
515,5262,16,25480618
516,5262,17,40744826
517,5262,18,67017671
518,5262,19,129889945
519,5262,20,341913067
520,5263,1,0
521,5263,2,70
522,5263,3,378
523,5263,4,1932
524,5263,5,8599
525,5263,6,34646
526,5263,7,84371
527,5263,8,180085
528,5263,9,349680
529,5263,10,633439
530,5263,11,1087435
531,5263,12,1790563
532,5263,13,2851786
533,5263,14,4917656
534,5263,15,7424766
535,5263,16,13223702
536,5263,17,28307621
537,5263,18,56100356
538,5263,19,99970095
539,5263,20,342051651
540,5268,1,0
541,5268,2,70
542,5268,3,378
543,5268,4,1932
544,5268,5,8599
545,5268,6,34646
546,5268,7,84371
547,5268,8,180085
548,5268,9,349680
549,5268,10,633439
550,5268,11,1087435
551,5268,12,1790563
552,5268,13,2851786
553,5268,14,4917656
554,5268,15,7424766
555,5268,16,13223702
556,5268,17,28307621
557,5268,18,56100356
558,5268,19,99970095
559,5268,20,342051651
560,5283,1,0
561,5283,2,9569
562,5283,3,37758
563,5283,4,96904
564,5283,5,208096
565,5283,6,401896
566,5283,7,722176
567,5283,8,1081266
568,5283,9,1579774
569,5283,10,2261831
570,5283,11,3183608
571,5283,12,4911487
572,5283,13,6703256
573,5283,14,9056935
574,5283,15,12127847
575,5283,16,21223313
576,5283,17,37263203
577,5283,18,67080320
578,5283,19,129975376
579,5283,20,342026975
580,5284,1,0
581,5284,2,49725
582,5284,3,145439
583,5284,4,315034
584,5284,5,514379
585,5284,6,800194
586,5284,7,1201538
587,5284,8,1755917
588,5284,9,2510966
589,5284,10,3527499
590,5284,11,5426101
591,5284,12,7390120
592,5284,13,9963851
593,5284,14,14640290
594,5284,15,17657617
595,5284,16,25480618
596,5284,17,40744826
597,5284,18,67017671
598,5284,19,129889945
599,5284,20,341913067
600,5286,1,0
601,5286,2,9569
602,5286,3,37758
603,5286,4,96904
604,5286,5,208096
605,5286,6,401896
606,5286,7,722176
607,5286,8,1081266
608,5286,9,1579774
609,5286,10,2261831
610,5286,11,3183608
611,5286,12,4911487
612,5286,13,6703256
613,5286,14,9056935
614,5286,15,12127847
615,5286,16,21223313
616,5286,17,37263203
617,5286,18,67080320
618,5286,19,129975376
619,5286,20,342026975
620,5287,1,0
621,5287,2,49725
622,5287,3,145439
623,5287,4,315034
624,5287,5,514379
625,5287,6,800194
626,5287,7,1201538
627,5287,8,1755917
628,5287,9,2510966
629,5287,10,3527499
630,5287,11,5426101
631,5287,12,7390120
632,5287,13,9963851
633,5287,14,14640290
634,5287,15,17657617
635,5287,16,25480618
636,5287,17,40744826
637,5287,18,67017671
638,5287,19,129889945
639,5287,20,341913067
640,5288,1,0
641,5288,2,9569
642,5288,3,37758
643,5288,4,96904
644,5288,5,208096
645,5288,6,401896
646,5288,7,722176
647,5288,8,1081266
648,5288,9,1579774
649,5288,10,2261831
650,5288,11,3183608
651,5288,12,4911487
652,5288,13,6703256
653,5288,14,9056935
654,5288,15,12127847
655,5288,16,21223313
656,5288,17,37263203
657,5288,18,67080320
658,5288,19,129975376
659,5288,20,342026975
660,5290,1,0
661,5485,1,0
662,5289,1,0
663,5289,2,199345
664,5289,3,485160
665,5289,4,886504
666,5289,5,1440883
667,5289,6,1918320
668,5289,7,2502106
669,5289,8,3212465
670,5289,9,4567976
671,5289,10,5706853
672,5289,11,7075086
673,5289,12,8713424
674,5289,13,10670072
675,5289,14,14325256
676,5289,15,17342583
677,5289,16,25102578
678,5289,17,40240771
679,5289,18,66324596
680,5289,19,128944843
681,5289,20,340652931
682,5280,1,0
683,5280,2,3231
684,5280,3,12800
685,5280,4,40989
686,5280,5,100135
687,5280,6,211327
688,5280,7,405127
689,5280,8,725407
690,5280,9,1233246
691,5280,10,1787625
692,5280,11,2542674
693,5280,12,3559207
694,5280,13,5457809
695,5280,14,7421828
696,5280,15,9995559
697,5280,16,17606398
698,5280,17,31043282
699,5280,18,56093893
700,5280,19,99961281
701,5280,20,342039899
702,5291,1,0
703,5291,2,285815
704,5291,3,538410
705,5291,4,852804
706,5291,5,1241538
707,5291,6,1718975
708,5291,7,2302761
709,5291,8,3013120
710,5291,9,4368631
711,5291,10,5507508
712,5291,11,6875741
713,5291,12,8514079
714,5291,13,10470727
715,5291,14,14125911
716,5291,15,17143238
717,5291,16,24863364
718,5291,17,39921819
719,5291,18,65886037
720,5291,19,128346808
721,5291,20,339855551
722,5292,1,0
723,5292,2,3231
724,5292,3,12800
725,5292,4,40989
726,5292,5,100135
727,5292,6,211327
728,5292,7,405127
729,5292,8,725407
730,5292,9,1233246
731,5292,10,1787625
732,5292,11,2542674
733,5292,12,3559207
734,5292,13,5457809
735,5292,14,7421828
736,5292,15,9995559
737,5292,16,17606398
738,5292,17,31043282
739,5292,18,56093893
740,5292,19,99961281
741,5292,20,342039899
742,5293,1,0
743,5293,2,69833
744,5293,3,198382
745,5293,4,352935
746,5293,5,578309
747,5293,6,898981
748,5293,7,1346699
749,5293,8,1962017
750,5293,9,2796656
751,5293,10,4367416
752,5293,11,6001403
753,5293,12,8152433
754,5293,13,10964622
755,5293,14,14619806
756,5293,15,17637133
757,5293,16,25456038
758,5293,17,40712051
759,5293,18,66972606
760,5293,19,129828493
761,5293,20,341831131
762,5294,1,0
763,5294,2,3231
764,5294,3,12800
765,5294,4,40989
766,5294,5,100135
767,5294,6,211327
768,5294,7,405127
769,5294,8,725407
770,5294,9,1233246
771,5294,10,1787625
772,5294,11,2542674
773,5294,12,3559207
774,5294,13,5457809
775,5294,14,7421828
776,5294,15,9995559
777,5294,16,17606398
778,5294,17,31043282
779,5294,18,56093893
780,5294,19,99961281
781,5294,20,342039899
782,5295,1,0
783,5295,2,285815
784,5295,3,538410
785,5295,4,852804
786,5295,5,1241538
787,5295,6,1718975
788,5295,7,2302761
789,5295,8,3013120
790,5295,9,4368631
791,5295,10,5507508
792,5295,11,6875741
793,5295,12,8514079
794,5295,13,10470727
795,5295,14,14125911
796,5295,15,17143238
797,5295,16,24863364
798,5295,17,39921819
799,5295,18,65886037
800,5295,19,128346808
801,5295,20,339855551
802,5296,1,0
803,5296,2,285815
804,5296,3,538410
805,5296,4,852804
806,5296,5,1241538
807,5296,6,1718975
808,5296,7,2302761
809,5296,8,3013120
810,5296,9,4368631
811,5296,10,5507508
812,5296,11,6875741
813,5296,12,8514079
814,5296,13,10470727
815,5296,14,14125911
816,5296,15,17143238
817,5296,16,24863364
818,5296,17,39921819
819,5296,18,65886037
820,5296,19,128346808
821,5296,20,339855551
822,5297,1,0
823,5297,2,285815
824,5297,3,538410
825,5297,4,852804
826,5297,5,1241538
827,5297,6,1718975
828,5297,7,2302761
829,5297,8,3013120
830,5297,9,4368631
831,5297,10,5507508
832,5297,11,6875741
833,5297,12,8514079
834,5297,13,10470727
835,5297,14,14125911
836,5297,15,17143238
837,5297,16,24863364
838,5297,17,39921819
839,5297,18,65886037
840,5297,19,128346808
841,5297,20,339855551
842,5299,1,0
843,5299,2,70
844,5299,3,378
845,5299,4,1932
846,5299,5,8599
847,5299,6,34646
848,5299,7,84371
849,5299,8,180085
850,5299,9,349680
851,5299,10,633439
852,5299,11,1087435
853,5299,12,1790563
854,5299,13,2851786
855,5299,14,4917656
856,5299,15,7424766
857,5299,16,13223702
858,5299,17,28307621
859,5299,18,56100356
860,5299,19,99970095
861,5299,20,342051651
862,5300,1,0
863,5300,2,9569
864,5300,3,37758
865,5300,4,96904
866,5300,5,208096
867,5300,6,401896
868,5300,7,722176
869,5300,8,1081266
870,5300,9,1579774
871,5300,10,2261831
872,5300,11,3183608
873,5300,12,4911487
874,5300,13,6703256
875,5300,14,9056935
876,5300,15,12127847
877,5300,16,21223313
878,5300,17,37263203
879,5300,18,67080320
880,5300,19,129975376
881,5300,20,342026975
882,5301,1,0
883,5301,2,70
884,5301,3,378
885,5301,4,1932
886,5301,5,8599
887,5301,6,34646
888,5301,7,84371
889,5301,8,180085
890,5301,9,349680
891,5301,10,633439
892,5301,11,1087435
893,5301,12,1790563
894,5301,13,2851786
895,5301,14,4917656
896,5301,15,7424766
897,5301,16,13223702
898,5301,17,28307621
899,5301,18,56100356
900,5301,19,99970095
901,5301,20,342051651
902,5302,1,0
903,5302,2,3231
904,5302,3,12800
905,5302,4,40989
906,5302,5,100135
907,5302,6,211327
908,5302,7,405127
909,5302,8,725407
910,5302,9,1233246
911,5302,10,1787625
912,5302,11,2542674
913,5302,12,3559207
914,5302,13,5457809
915,5302,14,7421828
916,5302,15,9995559
917,5302,16,17606398
918,5302,17,31043282
919,5302,18,56093893
920,5302,19,99961281
921,5302,20,342039899
922,5303,1,0
923,5303,2,15249
924,5303,3,56766
925,5303,4,138749
926,5303,5,286717
927,5303,6,537274
928,5303,7,942360
929,5303,8,1390078
930,5303,9,2005396
931,5303,10,2840035
932,5303,11,4410795
933,5303,12,6044782
934,5303,13,8195812
935,5303,14,11008001
936,5303,15,16107361
937,5303,16,25508092
938,5303,17,40781458
939,5303,18,67068040
940,5303,19,129958630
941,5303,20,342004647
942,5304,1,0
943,5304,2,70
944,5304,3,378
945,5304,4,1932
946,5304,5,8599
947,5304,6,34646
948,5304,7,84371
949,5304,8,180085
950,5304,9,349680
951,5304,10,633439
952,5304,11,1087435
953,5304,12,1790563
954,5304,13,2851786
955,5304,14,4917656
956,5304,15,7424766
957,5304,16,13223702
958,5304,17,28307621
959,5304,18,56100356
960,5304,19,99970095
961,5304,20,342051651
962,5305,1,0
963,5305,2,3231
964,5305,3,12800
965,5305,4,40989
966,5305,5,100135
967,5305,6,211327
968,5305,7,405127
969,5305,8,725407
970,5305,9,1233246
971,5305,10,1787625
972,5305,11,2542674
973,5305,12,3559207
974,5305,13,5457809
975,5305,14,7421828
976,5305,15,9995559
977,5305,16,17606398
978,5305,17,31043282
979,5305,18,56093893
980,5305,19,99961281
981,5305,20,342039899
982,5306,1,0
983,5306,2,199345
984,5306,3,485160
985,5306,4,886504
986,5306,5,1440883
987,5306,6,1918320
988,5306,7,2502106
989,5306,8,3212465
990,5306,9,4567976
991,5306,10,5706853
992,5306,11,7075086
993,5306,12,8713424
994,5306,13,10670072
995,5306,14,14325256
996,5306,15,17342583
997,5306,16,25102578
998,5306,17,40240771
999,5306,18,66324596
1000,5306,19,128944843
1001,5306,20,340652931
1002,5307,1,0
1003,5307,2,15249
1004,5307,3,56766
1005,5307,4,138749
1006,5307,5,286717
1007,5307,6,537274
1008,5307,7,942360
1009,5307,8,1390078
1010,5307,9,2005396
1011,5307,10,2840035
1012,5307,11,4410795
1013,5307,12,6044782
1014,5307,13,8195812
1015,5307,14,11008001
1016,5307,15,16107361
1017,5307,16,25508092
1018,5307,17,40781458
1019,5307,18,67068040
1020,5307,19,129958630
1021,5307,20,342004647
1022,5308,1,0
1023,5308,2,70
1024,5308,3,378
1025,5308,4,1932
1026,5308,5,8599
1027,5308,6,34646
1028,5308,7,84371
1029,5308,8,180085
1030,5308,9,349680
1031,5308,10,633439
1032,5308,11,1087435
1033,5308,12,1790563
1034,5308,13,2851786
1035,5308,14,4917656
1036,5308,15,7424766
1037,5308,16,13223702
1038,5308,17,28307621
1039,5308,18,56100356
1040,5308,19,99970095
1041,5308,20,342051651
1042,5309,1,0
1043,5309,2,841
1044,5309,3,3940
1045,5309,4,11373
1046,5309,5,34268
1047,5309,6,83993
1048,5309,7,179707
1049,5309,8,349302
1050,5309,9,633061
1051,5309,10,1087057
1052,5309,11,1790185
1053,5309,12,2851408
1054,5309,13,4917278
1055,5309,14,7424388
1056,5309,15,9998119
1057,5309,16,17609470
1058,5309,17,31047378
1059,5309,18,56099525
1060,5309,19,99968961
1061,5309,20,342050139
1062,5310,1,0
1063,5310,2,70
1064,5310,3,378
1065,5310,4,1932
1066,5310,5,8599
1067,5310,6,34646
1068,5310,7,84371
1069,5310,8,180085
1070,5310,9,349680
1071,5310,10,633439
1072,5310,11,1087435
1073,5310,12,1790563
1074,5310,13,2851786
1075,5310,14,4917656
1076,5310,15,7424766
1077,5310,16,13223702
1078,5310,17,28307621
1079,5310,18,56100356
1080,5310,19,99970095
1081,5310,20,342051651
1082,5311,1,0
1083,5311,2,199345
1084,5311,3,485160
1085,5311,4,886504
1086,5311,5,1440883
1087,5311,6,1918320
1088,5311,7,2502106
1089,5311,8,3212465
1090,5311,9,4567976
1091,5311,10,5706853
1092,5311,11,7075086
1093,5311,12,8713424
1094,5311,13,10670072
1095,5311,14,14325256
1096,5311,15,17342583
1097,5311,16,25102578
1098,5311,17,40240771
1099,5311,18,66324596
1100,5311,19,128944843
1101,5311,20,340652931
1102,5312,1,0
1103,5312,2,199345
1104,5312,3,485160
1105,5312,4,886504
1106,5312,5,1440883
1107,5312,6,1918320
1108,5312,7,2502106
1109,5312,8,3212465
1110,5312,9,4567976
1111,5312,10,5706853
1112,5312,11,7075086
1113,5312,12,8713424
1114,5312,13,10670072
1115,5312,14,14325256
1116,5312,15,17342583
1117,5312,16,25102578
1118,5312,17,40240771
1119,5312,18,66324596
1120,5312,19,128944843
1121,5312,20,340652931
1122,5313,1,0
1123,5313,2,70
1124,5313,3,378
1125,5313,4,1932
1126,5313,5,8599
1127,5313,6,34646
1128,5313,7,84371
1129,5313,8,180085
1130,5313,9,349680
1131,5313,10,633439
1132,5313,11,1087435
1133,5313,12,1790563
1134,5313,13,2851786
1135,5313,14,4917656
1136,5313,15,7424766
1137,5313,16,13223702
1138,5313,17,28307621
1139,5313,18,56100356
1140,5313,19,99970095
1141,5313,20,342051651
1142,5315,1,0
1143,5315,2,252595
1144,5315,3,566989
1145,5315,4,955723
1146,5315,5,1433160
1147,5315,6,2016946
1148,5315,7,2727305
1149,5315,8,4082816
1150,5315,9,5221693
1151,5315,10,6589926
1152,5315,11,8228264
1153,5315,12,10184912
1154,5315,13,13840096
1155,5315,14,16857423
1156,5315,15,20433655
1157,5315,16,29598386
1158,5315,17,47459814
1159,5315,18,93492200
1160,5315,19,180740239
1161,5315,20,338712291
1162,5316,1,0
1163,5316,2,69833
1164,5316,3,198382
1165,5316,4,352935
1166,5316,5,578309
1167,5316,6,898981
1168,5316,7,1346699
1169,5316,8,1962017
1170,5316,9,2796656
1171,5316,10,4367416
1172,5316,11,6001403
1173,5316,12,8152433
1174,5316,13,10964622
1175,5316,14,14619806
1176,5316,15,17637133
1177,5316,16,25456038
1178,5316,17,40712051
1179,5316,18,66972606
1180,5316,19,129828493
1181,5316,20,341831131
1182,5317,1,0
1183,5317,2,118383
1184,5317,3,294199
1185,5317,4,548260
1186,5317,5,907350
1187,5317,6,1405858
1188,5317,7,2087915
1189,5317,8,3009692
1190,5317,9,4737571
1191,5317,10,5876448
1192,5317,11,7244681
1193,5317,12,8883019
1194,5317,13,10839667
1195,5317,14,14494851
1196,5317,15,17512178
1197,5317,16,25306092
1198,5317,17,40512123
1199,5317,18,66697705
1200,5317,19,129453628
1201,5317,20,341331311
1202,5318,1,0
1203,5318,2,285815
1204,5318,3,538410
1205,5318,4,852804
1206,5318,5,1241538
1207,5318,6,1718975
1208,5318,7,2302761
1209,5318,8,3013120
1210,5318,9,4368631
1211,5318,10,5507508
1212,5318,11,6875741
1213,5318,12,8514079
1214,5318,13,10470727
1215,5318,14,14125911
1216,5318,15,17143238
1217,5318,16,24863364
1218,5318,17,39921819
1219,5318,18,65886037
1220,5318,19,128346808
1221,5318,20,339855551
1222,5319,1,0
1223,5319,2,69833
1224,5319,3,198382
1225,5319,4,352935
1226,5319,5,578309
1227,5319,6,898981
1228,5319,7,1346699
1229,5319,8,1962017
1230,5319,9,2796656
1231,5319,10,4367416
1232,5319,11,6001403
1233,5319,12,8152433
1234,5319,13,10964622
1235,5319,14,14619806
1236,5319,15,17637133
1237,5319,16,25456038
1238,5319,17,40712051
1239,5319,18,66972606
1240,5319,19,129828493
1241,5319,20,341831131
1242,5320,1,0
1243,5320,2,199345
1244,5320,3,485160
1245,5320,4,886504
1246,5320,5,1440883
1247,5320,6,1918320
1248,5320,7,2502106
1249,5320,8,3212465
1250,5320,9,4567976
1251,5320,10,5706853
1252,5320,11,7075086
1253,5320,12,8713424
1254,5320,13,10670072
1255,5320,14,14325256
1256,5320,15,17342583
1257,5320,16,25102578
1258,5320,17,40240771
1259,5320,18,66324596
1260,5320,19,128944843
1261,5320,20,340652931
1262,5321,1,0
1263,5321,2,118383
1264,5321,3,294199
1265,5321,4,548260
1266,5321,5,907350
1267,5321,6,1405858
1268,5321,7,2087915
1269,5321,8,3009692
1270,5321,9,4737571
1271,5321,10,5876448
1272,5321,11,7244681
1273,5321,12,8883019
1274,5321,13,10839667
1275,5321,14,14494851
1276,5321,15,17512178
1277,5321,16,25306092
1278,5321,17,40512123
1279,5321,18,66697705
1280,5321,19,129453628
1281,5321,20,341331311
1282,5322,1,0
1283,5322,2,118383
1284,5322,3,294199
1285,5322,4,548260
1286,5322,5,907350
1287,5322,6,1405858
1288,5322,7,2087915
1289,5322,8,3009692
