"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
26,272,1,"Colossus Crusher",6,"","","","",1,"","","",1203,1
27,293,2,"Arctic Wolf",7,"","","","",4,"","","",1203,1
28,294,2,"Snow Wolf",7,"","","","",4,"","","",1203,1
29,295,2,"Freezing Wolf",7,"","","","",4,"","","",1203,1
30,297,2,"Dire Wolf",7,"","","","",4,"","",1,1203,""
31,310,0,"Elder-Blessed Hellion",1,"","","","",3,"","",1,1203,""
32,313,0,"Flame Hellion",1,"","","","",3,"","","",1203,1
33,317,0,"Dune Hellion",1,"","","","",3,"","","",1203,1
34,318,0,"Ruins Hellion",1,"","","","",3,"","","",1203,1
35,321,0,"Mountain Hellion",2,"","","","",3,"","","",1203,1
36,323,0,"Mountain Hellion Alpha",2,"","","","",3,"","","",1203,1
37,325,0,"Enslaved Hellion",1,"","","","",3,"","","",1203,1
38,327,0,"Enslaved Hellion",1,"","","","",3,"",37,"",1203,1
39,333,0,"Shackled Hellion",1,"","","","",3,"","","",1203,1
40,335,0,"Shackled Hellion",1,"","","",333,3,"",39,1,1203,""
41,336,0,"Shackled Hellion",1,"","","",333,3,"",39,1,1203,""
42,337,0,"Shackled Hellion",1,"","","",333,3,"",39,1,1203,""
43,339,1,"Blood Ape",5,"","","","",5,"","","",1203,1
44,342,1,"Dread Primate",5,"","","","",5,"","","",1203,1
45,343,1,"Dread Primate",5,"","","","",5,"",44,"",1203,1
46,344,1,"Stygian Ape",5,"","","","",5,"","","",1203,1
47,350,1,"Infested Ape",5,"","","","",5,"","","",1203,1
48,351,1,"Infested Ape",5,"","","","",5,"",47,"",1203,1
49,352,1,"Blood Chieftain",4,"","","","",28,"","","",1203,1
50,356,1,"Carnage Chieftain",4,"","","","",28,"","","",1203,1
51,357,1,"Stygian Silverback",4,"","","","",28,"","","",1203,1
52,361,1,"Host Chieftain",4,"","","","",28,"","","",1203,1
53,362,1,"Host Chieftain",4,"","","","",28,"",52,"",1203,1
54,364,1,"Carnage Ape",5,"","","","",5,"","","",1203,1
55,366,1,"Barrow Ape",5,"","","","",5,"","","",1203,1
56,416,5,"Rhoa Mare",16,"","","","",6,"","","",1203,1
57,417,5,"Elder-Blessed Rhoa",16,"","","","",6,"","",1,1203,""
58,422,5,"Albino Rhoa",16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AlbinoRhoa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AlbinoRhoa","",6,"","",1,1203,""
59,424,5,"Tercel Rhoa",16,"","","","",6,"","","",1203,1
60,425,5,"Murk Runner",16,"","","","",6,"","","",1203,1
61,432,5,"Bone Rhoa",16,"","","","",6,"","","",1203,1
62,436,5,"Corrupted Rhoa",16,"","","","",6,"","","",1203,1
63,439,5,"Bone Scavenger",16,"","","","",6,"","",1,1203,""
64,441,5,"Zombie Rhoa",16,"","","","",6,"","",1,1203,""
65,444,5,"Infested Rhoa",16,"","","","",6,"","","",1203,1
66,445,5,"Infested Rhoa",16,"","","","",6,"",65,"",1203,1
67,446,10,"Gravel Eater",31,"","","","",7,"","","",1203,1
68,450,10,"Scrabbling Spitter",31,"","","","",7,"","",1,1203,""
69,452,10,"Granite Eater",31,"","","","",7,"","","",1203,1
70,453,10,"Rock Spitter",31,"","","","",7,"","","",1203,1
71,454,10,"Crustacean Sniper",31,"","","","",7,"","","",1203,1
72,455,10,"Crustacean Pelter",31,"","","","",7,"","",1,1203,""
73,456,10,"Crustacean Pelter",31,"","","","",7,"",72,1,1203,""
74,457,10,"Crustacean Sniper",31,"","","",454,7,"",71,"",1203,1
75,458,10,"Infested Sniper",31,"","","","",7,"","",1,1203,""
76,459,10,"Obsidian Eater",31,"","","","",7,"","",1,1203,""
77,461,10,"Obsidian Eater",31,"","","","",7,"",76,"",1203,1
78,464,10,"Crustacean Sniper",31,"","","","",7,"",71,1,1203,""
79,465,10,"Crustacean Sniper",31,"","","","",7,"",71,"",1203,1
80,472,10,"Gravel Eater",31,"","","",446,7,"",67,"",1203,1
81,475,9,"Merveil's Favoured",29,"","","","",8,"","",1,1203,""
82,476,9,"Merveil's Favoured",29,"","","","",8,"",81,"",1203,1
83,481,9,"Merveil's Daughter",29,"","","","",8,"","","",1203,1
84,482,9,"Merveil's Attendant",29,"","","","",8,"","","",1203,1
85,483,9,"Merveil's Chosen",29,"","","","",8,"","","",1203,1
86,484,9,"Merveil's Retainer",29,"","","","",8,"","","",1203,1
87,488,9,"Singing Siren",29,"","","","",8,"","","",1203,1
88,490,9,"Merveil's Blessed",29,"","","","",8,"","","",1203,1
89,492,9,"Singing Siren",29,"","","","",8,"",87,"",1203,1
90,494,10,"Scrabbling Menace",32,"","","","",9,"","",1,1203,1
91,495,10,"Cave Crustacean",32,"","","","",9,"","",1,1203,1
92,496,10,"Invading Crustacean",32,"","","","",9,"","",1,1203,1
93,497,10,"Infested Crustacean",32,"","","","",9,"","",1,1203,1
94,498,10,"Deep Crustacean",32,"","","","",9,"","",1,1203,""
95,499,10,"Deep Crustacean",32,"","","","",9,"",94,"",1203,1
96,501,10,"Shield Crab",32,"","","","",9,"","",1,1203,1
97,502,10,"Bleached Crustacean",32,"","","","",9,"","",1,1203,""
98,863,6,"Night Adder",18,"","","","",10,"","","",1203,1
99,864,6,"Host Adder",18,"","","","",10,"","","",1203,1
100,865,6,"Host Adder",18,"","","","",10,"",99,"",1203,1
101,873,6,"Bramble Cobra",18,"","","","",10,"","","",1203,1
102,875,6,"Elder-Blessed Cobra",18,"","","","",10,"","",1,1203,""
103,877,6,"Host Cobra",18,"","","","",10,"","","",1203,1
104,878,6,"Host Cobra",18,"","","","",10,"",103,"",1203,1
105,880,6,"Acid Slitherer",18,"","","","",10,"","","",1203,1
106,882,6,"Glade Mamba",18,"","","","",10,"","","",1203,1
107,886,9,"Cursed Spawn",29,"","","","",11,"","","",1203,1
108,887,9,"Fathom Screamer",29,"","","","",11,"","",1,1203,""
109,889,9,"Siren's Spawn",29,"","","","",11,"","",1,1203,""
110,890,9,"Slimy Bloodsucker",29,"","","","",11,"","",1,1203,""
111,898,9,"Slimy Bloodsucker",29,"","","",890,11,"",110,1,1203,""
112,902,9,"Unstable Larva",29,"","","","",11,"","",1,1203,""
113,905,9,"Slimy Nemesis",29,"","","","",11,"","","",1203,1
114,906,9,"Venomous Spawn",29,"","","","",11,"","","",1203,1
115,915,8,"Lurking Venom",26,"","","",918,12,"","","",1203,1
116,924,8,"Vaal Recluse",26,"","","","",12,"","","",1203,1
117,925,8,"Noxious Tarantula",26,"","","","",12,"","","",1203,1
118,926,8,"Deadly Tarantula",26,"","","","",12,"","",1,1203,""
119,928,8,"Leaping Spider",26,"","","","",12,"","","",1203,1
120,929,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1203,1
121,930,8,"Arakaali's Daughter",26,"","","","",12,"","","",1203,1
122,931,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1203,1
123,932,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1203,1
124,933,8,"Webbed Spider",26,"","","","",12,"","","",1203,1
125,934,8,"Virulent Spider",26,"","","","",12,"","","",1203,1
126,936,8,"Ink Spinner",26,"","","","",12,"",396,"",1203,1
127,938,8,"Corrupted Arach",26,"","","","",12,"","","",1203,1
128,940,8,"Crypt Weaver",26,"","","","",12,"","","",1203,1
129,941,8,"Mutant Arach",26,"","","","",12,"","","",1203,1
130,942,8,"Crypt Ambusher",26,"","","","",12,"","","",1203,1
131,943,8,"Corrupted Spitter",26,"","","","",12,"","","",1203,1
132,944,8,"Cave Skitterer",26,"","","","",12,"","","",1203,1
133,945,8,"Spindle Spider",26,"","","","",12,"","","",1203,1
134,947,8,"Hatchling",26,"","","","",12,"","",1,1203,""
135,949,8,"Hatchling",26,"","","","",12,"",134,"",1203,1
136,958,8,"Brooding Tarantula",26,"","","","",12,"","",1,1203,""
137,959,8,"Brooding Tarantula",26,"","","","",12,"",136,"",1203,1
138,960,8,"Buried Tarantula",26,"","","","",12,"","",1,1203,""
139,961,8,"Maligaro's Inspiration",26,"","","","",12,"","",1,1203,""
140,962,8,"Enraptured Arachnid",26,"","","","",12,"","","",1203,1
141,963,8,"Enraptured Arachnid",26,"","","","",12,"",140,"",1203,1
142,1445,11,"Fetid Maw",35,"","","","",13,"","","",1203,1
143,1447,11,"Filth Maw",35,"","","","",13,"","","",1203,1
144,1451,11,"Infested Maw",35,"","","","",13,"","","",1203,1
145,1452,11,"Infested Maw",35,"","","","",13,"",144,"",1203,1
146,1456,6,"Plumed Chimeral",20,"","","","",14,"","","",1203,1
147,1457,6,"Plumed Chimeral",20,"","","","",14,"",146,"",1203,1
148,1459,6,"Feral Chimeral",20,"","","","",14,"","","",1203,1
149,1460,6,"Chrome-touched Chimeral",20,"","","","",14,"","","",1203,1
150,1461,6,"Chrome-infused Chimeral",20,"","","","",14,"","","",1203,1
151,1469,11,"Chimeric Croaker",36,"","","","",40,"","","",1203,1
152,1471,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1203,1
153,1472,11,"Vaulting Croaker",36,"","","","",40,"","","",1203,1
154,1473,11,"Chrome-touched Croaker",36,"","","","",40,"","","",1203,1
155,1475,11,"Chrome-infused Croaker",36,"","","","",40,"","","",1203,1
156,1476,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1203,1
157,1508,7,"Carrion Queen",21,"","","","",15,"","","",1203,1
158,1515,7,"Carrion Minion",21,"","","","",16,"","",1,1203,1
159,1517,7,"Carrion Swarmer",21,"","","","",16,"","","",1203,1
160,1518,7,"Carrion Swarmer",21,"","","","",16,"",159,"",1203,1
161,1519,7,"Carrion Burrower",21,"","","","",16,"","","",1203,1
162,1522,7,"Scum Crawler",21,"","","","",16,"","","",1203,1
163,1523,7,"Scum Crawler",21,"","","","",16,"",162,"",1203,1
164,1530,5,"Avian Retch",14,"","","","",17,"","","",1203,1
165,1532,5,"Elder-Blessed Retch",14,"","","","",17,"","",1,1203,""
166,1535,5,"Gluttonous Gull",14,"","","","",17,"","","",1203,1
167,1591,10,"Sewage Crawler",31,"","","","",7,"",168,1,1203,""
168,1592,10,"Sewage Crawler",31,"","","","",7,"","","",1203,1
169,1593,10,"Toxic Crawler",31,"","","","",7,"","","",1203,1
170,1614,6,"Spine Serpent",19,"","","","",10,"","","",1203,1
171,1616,6,"Infested Serpent",19,"","","","",10,"","","",1203,1
172,1617,6,"Barb Serpent",19,"","","","",10,"","","",1203,1
173,1618,6,"Sand Serpent",19,"","","","",10,"","","",1203,1
174,1620,4,"Porcupine Goliath",13,"","","","",18,"","","",1203,1
175,1622,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1203,1
176,1626,4,"Chrome-touched Goliath",13,"","","","",18,"","","",1203,1
177,1630,4,"Chrome-infused Goliath",13,"","","","",18,"","","",1203,1
178,1632,4,"Chrome-infused Goliath",13,"","","","",18,"",177,"",1203,1
179,1634,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1203,1
180,2618,8,"Devourer",23,"","","","",19,"","","",1203,1
181,2623,8,"Devourer",23,"","","","",19,"",180,"",1203,1
182,2624,8,"Devourer",23,"","","",2618,19,"",180,"",1203,1
183,2627,8,"Devourer",23,"","","",2618,19,"",180,"",1203,1
184,2631,8,"Devourer",23,"","","",2623,19,"",180,"",1203,1
185,3025,9,"Soulless Watcher",30,"","","","",20,"","","",1203,1
186,3026,9,"Drifting Eye",30,"","","","",20,"","",1,1203,""
187,3027,9,"Cavern Drifter",30,"","","","",20,"","","",1203,1
188,3028,9,"Sewer Drifter",30,"","","","",20,"","","",1203,1
189,3079,3,"Plummeting Ursa",11,"","","",3081,21,"","","",1203,1
190,3081,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1203,1
191,3084,3,"Tunnelfiend",11,"","","",3086,21,"","","",1203,1
192,3086,3,"Tunnelfiend",11,"","","","",21,"",191,"",1203,1
193,3087,3,"Infested Tunnelfiend",11,"","","",3091,21,"","","",1203,1
194,3089,3,"Infested Tunnelfiend",11,"","","",3096,21,"",193,"",1203,1
195,3091,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1203,1
196,3096,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1203,1
197,3097,3,"Woods Ursa",11,"","","",3099,21,"","","",1203,1
198,3099,3,"Woods Ursa",11,"","","","",21,"",197,"",1203,1
199,3100,3,"Infested Ursa",11,"","","",3104,21,"","","",1203,1
200,3102,3,"Infested Ursa",11,"","","",3106,21,"",199,"",1203,1
201,3104,3,"Infested Ursa",11,"","","","",21,"",199,"",1203,1
202,3106,3,"Infested Ursa",11,"","","","",21,"",199,"",1203,1
203,3109,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1203,1
204,3113,3,"Plummeting Ursa",11,"","","",3109,21,"",189,"",1203,1
205,3754,5,"Mindless Scavenger",15,"","","","",22,"","","",1203,1
206,3755,5,"Scavenging Vulture",15,"","","","",22,"","","",1203,1
207,3756,5,"Rotting Vulture",15,"","","","",22,"","","",1203,1
208,3757,5,"Mindless Scavenger",15,"","","","",22,"",205,"",1203,1
209,3758,5,"Infested Vulture",15,"","","","",22,"","","",1203,1
210,3848,7,"Dust Scrabbler",22,"","","","",23,"","","",1203,1
211,3849,7,"Dust Scrabbler",22,"","","","",23,"",210,"",1203,1
212,3854,7,"Dirt Scrabbler",22,"","","","",23,"","","",1203,1
213,3855,7,"Infested Skitterer",22,"","","","",23,"","","",1203,1
214,3856,7,"Lowlands Hopper",22,"","","","",23,"","","",1203,1
215,3857,7,"Sand Skitterer",22,"","","","",23,"","","",1203,1
216,3858,7,"Sand Leaper",22,"","","","",23,"","","",1203,1
217,3973,2,"Fury Hound",8,"","","","",24,"","","",1203,1
218,3974,2,"War Hound",8,"","","","",24,"","","",1203,1
219,4012,2,"Pitbull Demon",9,"","","","",25,"","","",1203,1
220,4013,2,"Vicious Hound",9,"","","","",25,"","","",1203,1
221,4022,5,"Rooster Fiend",42,"","","","",26,"","","",1203,1
222,4023,5,"Rooster Demon",42,"","","","",26,"","",1,1203,""
223,4024,5,"Talon Archer",42,"","","","",26,"","","",1203,1
224,4033,5,"Feral Fowl",42,"","","","",26,"","","",1203,1
225,4050,4,"Fighting Bull",12,"","","","",27,"","","",1203,1
226,4051,4,"Avalanche Rider",12,"","","","",27,"","","",1203,1
227,4052,4,"Grazing Taurus",12,"","","","",27,"","","",1203,1
228,4215,10,"Savage Crab",33,"","","","",30,"",230,"",1203,1
229,4218,10,"Infested Crawler",33,"","","","",30,"",233,"",1203,1
230,4220,10,"Savage Crab",33,"","","","",30,"","","",1203,1
231,4222,10,"Infested Crab",33,"","","","",30,"","","",1203,1
232,4223,10,"Enraptured Crab",33,"","","","",30,"","","",1203,1
233,4225,10,"Infested Crawler",33,"","","","",30,"","","",1203,1
234,4227,10,"Savage Crab",33,"","","","",30,"",230,"",1203,1
235,4228,10,"Infested Crab",33,"","","","",30,"",231,"",1203,1
236,4229,10,"Enraptured Crab",33,"","","","",30,"",232,"",1203,1
237,4231,10,"Infested Crawler",33,"","","","",30,"",233,"",1203,1
238,4232,10,"Savage Crab",33,"","","","",30,"",230,"",1203,1
239,4235,10,"Bleached Crawler",33,"","","","",30,"",240,"",1203,1
240,4236,10,"Bleached Crawler",33,"","","","",30,"","","",1203,1
241,4237,10,"Bleached Crawler",33,"","","","",30,"",240,"",1203,1
242,5980,10,"Spider Crab",33,"","","","",30,"","",1,1203,""
243,4771,7,"Parasite",41,"","","","",29,"","","",1203,1
244,4772,7,"Ravenous Parasite",41,"","","","",29,"","","",1203,1
245,4773,7,"Ravenous Parasite",41,"","","","",29,"",244,"",1203,1
246,4779,7,"Poisonous Parasite",41,"","","","",29,"","",1,1203,""
247,4782,7,"Plated Parasite",41,"","","","",29,"","","",1203,1
248,4786,7,"Spitting Parasite",41,"","","","",29,"","","",1203,1
249,4790,7,"Vicious Parasite",41,"","","","",29,"","","",1203,1
250,4839,2,"Purge Hound",43,"","","","",31,"","","",1203,1
251,4840,2,"Purge Hound",43,"","","",4839,31,"",250,1,1203,""
252,5321,8,"Plagued Arachnid",24,"","","","",12,"","","",1203,1
253,5322,8,"Diseased Arachnid",24,"","","","",12,"","",1,1203,""
254,5323,8,"Plagued Arachnid",24,"","","","",12,"",252,"",1203,1
255,5324,8,"Maligaro's Muse",24,"","","","",12,"","",1,1203,""
256,5330,8,"Hybrid Arachnid",25,"","","","",33,"","","",1203,1
257,5331,8,"Scalding Arachnid",25,"","","","",33,"","","",1203,1
258,5594,10,"Waste Lurcher",34,"","","","",32,"","","",1203,1
259,5136,10,"Sulphurspawn",34,"","","","",32,"","","",1203,1
260,5678,5,"Wild Rhex",17,"","","","",34,"","","",1203,1
261,5680,5,"Maternal Rhex",17,"","","","",34,"","","",1203,1
262,5681,5,"Adolescent Rhex",17,"","","","",34,"","","",1203,1
263,5682,5,"Escaped Rhex",17,"","","","",34,"","","",1203,1
264,5719,8,"Black Scorpion",27,"","","","",35,"","","",1203,1
265,5722,8,"Sulphuric Scorpion",27,"","","","",35,"","","",1203,1
266,5723,8,"Sand Scorpion",27,"","","","",35,"","","",1203,1
267,5726,8,"Predatory Scorpion",27,"","","","",35,"","","",1203,1
268,4793,9,"Brine Vassal",28,"","","","",39,"","","",1203,1
269,4794,9,"Swarthy Mollusc",28,"","","","",39,"","","",1203,1
270,5816,0,"Mountain Lynx",3,"","","","",36,"","","",1203,1
271,6040,5,"Saqawine Rhoa",16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1203,""
272,6080,0,"Farric Tiger Alpha",0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1203,""
273,6068,0,"Farric Flame Hellion Alpha",1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1203,""
274,6070,0,"Farric Frost Hellion Alpha",2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1203,""
275,6075,0,"Farric Lynx Alpha",3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1203,""
276,6149,1,"Farric Chieftain",4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1203,""
277,6152,1,"Farric Ape",5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1203,""
278,6155,1,"Farric Goatman",6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1203,""
279,6086,2,"Farric Wolf Alpha",7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1203,""
280,6159,2,"Farric Magma Hound",8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1203,""
281,6162,2,"Farric Pit Hound",9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1203,""
282,6168,3,"Farric Gargantuan",10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1203,""
283,6171,3,"Farric Ursa",11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1203,""
284,6129,4,"Farric Taurus",12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1203,""
285,6124,4,"Farric Goliath",13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1203,""
286,6046,5,"Saqawine Retch",14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1203,""
287,6043,5,"Saqawine Vulture",15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1203,""
288,6033,5,"Saqawine Rhex",17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1203,""
289,6052,6,"Saqawine Cobra",18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1203,""
290,6059,6,"Saqawine Blood Viper",19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1203,""
291,6062,6,"Saqawine Chimeral",20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1203,""
292,6093,7,"Fenumal Queen",21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1203,""
293,6096,7,"Fenumal Scrabbler",22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1203,""
294,6100,8,"Fenumal Devourer",23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1203,""
295,6109,8,"Fenumal Plagued Arachnid",24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1203,""
296,6114,8,"Fenumal Hybrid Arachnid",25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1203,""
297,6121,8,"Fenumal Widow",26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1203,""
298,6105,8,"Fenumal Scorpion",27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1203,""
299,6193,9,"Craicic Vassal",28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1203,""
300,6197,9,"Craicic Squid",29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1203,""
301,6201,9,"Craicic Watcher",30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1203,""
302,6174,10,"Craicic Sand Spitter",31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1203,""
303,6177,10,"Craicic Shield Crab",32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1203,""
304,6180,10,"Craicic Savage Crab",33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1203,""
305,6183,10,"Craicic Spider Crab",34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1203,""
306,6186,11,"Craicic Maw",35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1203,""
