"rownum","Id","ModsKey","PassiveSkillsKey"
337,"InverseWeighting314","",337
338,"InverseWeighting320","",1330
339,"InverseWeighting322","",761
340,"InverseWeighting323","",1901
341,"InverseWeighting324","",58
342,"InverseWeighting325","",738
343,"InverseWeighting327","",2203
344,"InverseWeighting329","",2594
345,"InverseWeighting332","",667
346,"InverseWeighting332_2","",1954
347,"InverseWeighting337","",676
348,"InverseWeighting340","",1938
349,"InverseWeighting340_2","",57
350,"InverseWeighting345","",2103
351,"InverseWeighting360","",1208
352,"InverseWeighting361","",1898
353,"InverseWeighting362","",2059
354,"InverseWeighting363","",284
355,"InverseWeighting364","",298
356,"InverseWeighting364_2","",1074
357,"InverseWeighting365","",478
358,"InverseWeighting366","",411
359,"InverseWeighting367","",1753
360,"InverseWeighting368","",2167
361,"InverseWeighting369","",1042
362,"InverseWeighting369_2","",1113
363,"InverseWeighting372","",65
364,"InverseWeighting374","",283
365,"InverseWeighting377","",1081
366,"InverseWeighting380","",1035
367,"InverseWeighting382","",729
368,"InverseWeighting385","",1946
369,"InverseWeighting400","",412
370,"InverseWeighting403","",182
371,"InverseWeighting403_2","",1958
372,"InverseWeighting420","",990
373,"InverseWeighting424","",1302
374,"InverseWeighting425","",1818
375,"InverseWeighting427","",1842
376,"InverseWeighting429","",2123
377,"InverseWeighting432","",1036
378,"InverseWeighting437","",2140
379,"InverseWeighting440","",754
380,"InverseWeighting443","",785
381,"InverseWeighting445","",472
382,"InverseWeighting463","",851
383,"InverseWeighting480","",1020
384,"InverseWeighting483","",1180
385,"InverseWeighting487","",806
386,"InverseWeighting488","",1950
387,"InverseWeighting490","",2597
388,"InverseWeighting490_2","",2244
389,"InverseWeighting492","",765
390,"InverseWeighting495","",673
391,"InverseWeighting500","",2600
392,"InverseWeighting503","",692
393,"InverseWeighting508","",2605
394,"InverseWeighting526","",2599
395,"InverseWeighting540","",936
396,"InverseWeighting543","",2598
397,"InverseWeighting566","",2601
398,"InverseWeighting603","",1810
399,"InverseWeighting606","",935
400,"InverseWeighting666","",2009
401,"InverseWeighting729","",747
402,"RingInverseWeighting2",19784,""
403,"RingInverseWeighting3",19789,""
404,"RingInverseWeighting4",19793,""
405,"RingInverseWeighting5",19849,""
406,"RingInverseWeighting6",19854,""
407,"RingInverseWeighting7",19858,""
408,"RingInverseWeighting8",19836,""
409,"RingInverseWeighting8_2",19841,""
410,"RingInverseWeighting10",19845,""
411,"RingInverseWeighting10_2",19797,""
412,"RingInverseWeighting11",19802,""
413,"RingInverseWeighting12",19806,""
414,"RingInverseWeighting13",19823,""
415,"RingInverseWeighting15",19828,""
416,"RingInverseWeighting15_2",19832,""
417,"RingInverseWeighting16",19810,""
418,"RingInverseWeighting18",19815,""
419,"RingInverseWeighting18_2",19819,""
420,"RingInverseWeighting20",19785,""
421,"RingInverseWeighting23",19790,""
422,"RingInverseWeighting23_2",19794,""
423,"RingInverseWeighting24",19850,""
424,"RingInverseWeighting26",19855,""
425,"RingInverseWeighting28",19859,""
426,"RingInverseWeighting28_2",19837,""
427,"RingInverseWeighting31",19842,""
428,"RingInverseWeighting36",19846,""
429,"RingInverseWeighting41",19798,""
430,"RingInverseWeighting42",19803,""
431,"RingInverseWeighting44",19807,""
432,"RingInverseWeighting44_2",19786,""
433,"RingInverseWeighting46",19791,""
434,"RingInverseWeighting49",19795,""
435,"RingInverseWeighting54",19851,""
436,"RingInverseWeighting62",19856,""
437,"RingInverseWeighting80",19860,""
438,"RingInverseWeighting81",19824,""
439,"RingInverseWeighting82",19829,""
440,"RingInverseWeighting84",19833,""
441,"RingInverseWeighting86",19811,""
442,"RingInverseWeighting89",19816,""
443,"RingInverseWeighting94",19820,""
444,"RingInverseWeighting102",19787,""
445,"RingInverseWeighting120",19792,""
446,"RingInverseWeighting121",19796,""
447,"RingInverseWeighting122",19852,""
448,"RingInverseWeighting124",19857,""
449,"RingInverseWeighting126",19861,""
450,"RingInverseWeighting129",19838,""
451,"RingInverseWeighting134",19843,""
452,"RingInverseWeighting142",19847,""
453,"RingInverseWeighting160",19799,""
454,"RingInverseWeighting160_2",19804,""
455,"RingInverseWeighting181",19808,""
456,"RingInverseWeighting182",19825,""
457,"RingInverseWeighting184",19830,""
458,"RingInverseWeighting186",19834,""
459,"RingInverseWeighting189",19839,""
460,"RingInverseWeighting194",19875,""
461,"RingInverseWeighting200",19848,""
462,"RingInverseWeighting202",19812,""
463,"RingInverseWeighting220",19817,""
464,"RingInverseWeighting240",19821,""
465,"RingInverseWeighting244",19800,""
466,"RingInverseWeighting245",19805,""
467,"RingInverseWeighting247",19809,""
468,"RingInverseWeighting249",19826,""
469,"RingInverseWeighting252",19831,""
470,"RingInverseWeighting257",19835,""
471,"RingInverseWeighting260",19813,""
472,"RingInverseWeighting265",19818,""
473,"RingInverseWeighting283",19822,""
474,"RingInverseWeighting300",19788,""
475,"RingInverseWeighting323",19801,""
476,"RingInverseWeighting360",19840,""
477,"RingInverseWeighting363",19853,""
478,"RingInverseWeighting423",19827,""
479,"RingInverseWeighting486",19814,""
480,"RingInverseWeighting501",19867,""
481,"RingInverseWeighting502",19872,""
482,"RingInverseWeighting503",19865,""
483,"RingInverseWeighting504",19862,""
484,"RingInverseWeighting505",19868,""
485,"RingInverseWeighting506",19866,""
486,"RingInverseWeighting507",19871,""
487,"RingInverseWeighting508",19873,""
488,"RingInverseWeighting509",19869,""
489,"RingInverseWeighting510",19870,""
490,"RingInverseWeighting511",19863,""
491,"RingInverseWeighting512",19864,""
492,"RingInverseWeighting513",19874,""
493,"BlightedMapMod1",19876,""
494,"BlightedMapMod2",19877,""
495,"BlightedMapMod3",19878,""
496,"BlightedMapMod4",19879,""
497,"BlightedMapMod5",19880,""
498,"BlightedMapMod6",19881,""
499,"BlightedMapMod6b",19882,""
500,"BlightedMapMod7",19883,""
501,"BlightedMapMod8",19884,""
502,"BlightedMapMod9",19885,""
503,"BlightedMapMod10",19886,""
504,"BlightedMapMod11",19887,""
505,"BlightedMapMod12",19888,""
