"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","i32","i32"
39,"AtziriFadeIn","Metadata/Monsters/Atziri/AtziriFadeIn",[5],1957896023,4
40,"AtziriFadeOut","Metadata/Monsters/Atziri/AtziriFadeOut",[5],949454913,4
41,"AtziriMirroredFadeInFire","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInFire",[5],-1728773788,4
42,"AtziriMirroredFadeInLightning","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInLightning",[5],1254603668,4
43,"AtziriMirroredFadeInSpear","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInSpear",[5],-464990618,4
44,"AtziriMirroredFadeInMirror","Metadata/Monsters/Atziri/MirroredFadeIn/AtziriFadeInMirror",[5],-1634903121,4
45,"VaalLightningWarpUp","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpUp",[],1170740668,4
46,"VaalLightningWarpDown","Metadata/Effects/Spells/lightning_warp/VaalLightningWarpDown",[],-1381780493,4
47,"MerveilGeyser","Metadata/Effects/Spells/monsters_effects/act1/merveil/water_geyser/WaterGeyser",[],-235614715,4
48,"BeyondPortal1","Metadata/Monsters/BeyondDemons/BeyondPortal1",[6],-1082805434,4
49,"BeyondPortal2","Metadata/Monsters/BeyondDemons/BeyondPortal2",[6],2119099127,4
50,"BeyondPortal3","Metadata/Monsters/BeyondDemons/BeyondPortal3",[6],-475113111,4
51,"FireBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon",[],1614793033,4
52,"FireBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/fire/beacon_aoe",[],242762419,4
53,"ColdBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon",[],78605781,4
54,"ColdBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/ice/beacon_aoe",[],-1268093629,4
55,"LightningBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon",[],94918828,4
56,"LightningBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning/beacon_aoe",[],-1946189596,4
57,"PhysicalBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon",[],791682066,4
58,"PhysicalBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/phys/beacon_aoe",[],1052089745,4
59,"BigVisualBeyondPortal","Metadata/Monsters/BeyondDemons/BeyondPortal3VisualOnly",[6],-1269638409,4
60,"Trap","Metadata/MiscellaneousObjects/TrapNormal",[],1792123797,4
61,"RemoteMine","Metadata/MiscellaneousObjects/RemoteMine",[],-1124494552,4
62,"MinerSpawnRocks","Metadata/Effects/Spells/monsters_effects/act4/miner/throw_spawn/rockexplosion",[],812688039,4
63,"DaressoCloneIcePrison","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/ice/IcePrison",[],473594473,4
64,"DaressoClone1Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_01/Clone",[],636174617,4
65,"DaressoClone2Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_02/Clone",[],1222000272,4
66,"DaressoClone3Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_03/Clone",[],109201850,4
67,"DaressoClone4Frozen","Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/clone_04/Clone",[],-1658586987,4
68,"MinerBeaconAoE","Metadata/Effects/Spells/monsters_effects/act4/miner/upheaval/beacon_aoe",[],2023972058,4
69,"TempestStormYellow","Metadata/Effects/Environment/tempest_league/basic_colour/yellow/TempestStorm",[2],2037338624,4
70,"TempestStormGreen","Metadata/Effects/Environment/tempest_league/basic_colour/green/TempestStorm",[2],1276834143,4
71,"TempestStormRed","Metadata/Effects/Environment/tempest_league/basic_colour/red/TempestStorm",[2],-898717002,4
72,"TempestStormBlue","Metadata/Effects/Environment/tempest_league/basic_colour/blue/TempestStorm",[2],-1404221320,4
73,"TempestStormOrange","Metadata/Effects/Environment/tempest_league/basic_colour/orange/TempestStorm",[2],116556092,4
74,"TempestStormPink","Metadata/Effects/Environment/tempest_league/basic_colour/pink/TempestStorm",[2],897364089,4
75,"TempestStormPurple","Metadata/Effects/Environment/tempest_league/basic_colour/purple/TempestStorm",[2],395865661,4
76,"TempestStormTeal","Metadata/Effects/Environment/tempest_league/basic_colour/teal/TempestStorm",[2],-1220322671,4
77,"TempestStormWhite","Metadata/Effects/Environment/tempest_league/basic_colour/white/TempestStorm",[2],8137097,4
78,"TempestStormIce","Metadata/Effects/Environment/tempest_league/elements/ice/TempestStorm",[2],391660782,4
79,"TempestStormFire","Metadata/Effects/Environment/tempest_league/elements/fire/TempestStorm",[2],55520617,4
80,"TempestStormLightning","Metadata/Effects/Environment/tempest_league/elements/lightning/TempestStorm",[2],-204420607,4
81,"ChaosExplode","Metadata/Effects/Spells/chaos_explode/ChaosExplode",[],-115837266,3
82,"LightningHandBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon",[],1174694778,4
83,"LightningHandBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon/lightning_hand/beacon_aoe",[],-441285547,4
84,"BridgeMarker","Metadata/MiscellaneousObjects/BridgeMarker",[],-67371637,4
85,"LightningGolemOrb","Metadata/Effects/Spells/monsters_effects/lightning_elemental/orb/lightning_golem_orb",[],-1435831922,4
86,"MissionStrIntPortal","Metadata/MiscellaneousObjects/TemplarMissionPortal",[12],1899800505,4
87,"MissionDexArrow","Metadata/Effects/Spells/Masters/Dex/Arrow",[11],57947091,4
88,"Effect","Metadata/Effects/Effect",[],2139835176,1
89,"ServerEffect","Metadata/Effects/ServerEffect",[],-1648314647,1
90,"PermanentEffect","Metadata/Effects/PermanentEffect",[],-1868935107,1
91,"BeamEffect","Metadata/Effects/BeamEffect",[],-173099009,1
92,"ServerResumingEffect","Metadata/Effects/ServerResumingEffect",[],839646389,2
93,"CadiroPortal","Metadata/NPC/League/Perandus/CadiroPortal",[4],1774748602,4
94,"BeyondPortal2Visual","Metadata/Monsters/BeyondDemons/BeyondPortal2Visual",[22],1078287360,4
95,"BeyondPortal3Visual","Metadata/Monsters/BeyondDemons/BeyondPortal3Visual",[22],1793948760,4
96,"FireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb",[],2041103283,4
97,"Monolith","Metadata/MiscellaneousObjects/Monolith",[25],1209225406,4
98,"FireOrbsGhostflame","Metadata/Effects/Spells/fire_orbs/fire_orb_ghostflame",[],1361775801,4
99,"TheShaperMonsterSpawner1","Metadata/MiscellaneousObjects/TheShaperPortal1",[],-835544592,4
100,"TheShaperMonsterSpawner2","Metadata/MiscellaneousObjects/TheShaperPortal2",[],-281914131,4
101,"TheShaperMonsterSpawner3","Metadata/MiscellaneousObjects/TheShaperPortal3",[],753784760,4
102,"TheShaperMonsterSpawner4","Metadata/MiscellaneousObjects/TheShaperPortal4",[],1274386642,4
103,"TheShaperMonsterSpawner5","Metadata/MiscellaneousObjects/TheShaperPortal5",[],-1734476,4
104,"FillGroundMaelstromBlackHoleMonster","Metadata/Effects/Microtransactions/Spells/frost_bolt/monster_black_hole",[],-15718444,4
105,"SpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/SpiderWeb",[],1905954345,4
106,"BoneWallSegment","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/bone_effects/bone_wall/BoneWall_",[],-1861684403,4
107,"HotdogGeyser","Metadata/Effects/Spells/monsters_effects/hotdog_upheaval/hotdog_geyser",[],801117774,4
108,"BreachKiwethBonePile","Metadata/Monsters/BreachBosses/Objects/BonePile",[],-1813605186,4
109,"BreachPortalObject","Metadata/MiscellaneousObjects/Breach/BreachObject",[29],-535271191,4
110,"BreachLargeChestMarker","Metadata/MiscellaneousObjects/Breach/LargeChestMarker",[29],-172029670,4
111,"BreachLightningOrbs","Metadata/Effects/Spells/fire_orbs/breach_lightning_orb",[],1731502682,4
112,"SlavePensIntroGround","Metadata/MiscellaneousObjects/AreaTransitionEffects/SlavePensIntroGround",[],-235101866,4
113,"TidalWave","Metadata/Effects/Spells/monsters_effects/act6/Brine_King/tidal_wave/tidal_wave",[32],1930133411,4
114,"DoedrePipeLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidGreen",[30],432134634,4
115,"DoedrePipeLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidRed",[30],290546251,4
116,"DoedrePipeLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidPurple",[30],-949355409,4
117,"DoedrePipeLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersPipeLiquidNeutral",[30],-2063963692,4
118,"DoedreCauldronLiquidGreen","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidGreen",[30],-214954458,4
119,"DoedreCauldronLiquidRed","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidRed",[30],-341254715,4
120,"DoedreCauldronLiquidPurple","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidPurple",[30],1925213841,4
121,"DoedreCauldronLiquidNeutral","Metadata/Monsters/Doedre/DoedreSewer/DoedreSewersCauldronLiquidNeutral",[30],-180700442,4
122,"SpiderGodWeb","Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/SpiderGodWeb",[],-435792117,4
123,"Doedre2Bubble","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon",[],-341901809,4
124,"Doedre2BubbleAoE","Metadata/Effects/Spells/monsters_effects/doedre/beacon/beacon_aoe",[],470884534,4
125,"BloodWingIntro","Metadata/QuestObjects/Act5/BloodWingIntro",[],-1158468363,4
126,"MaligaroSpectre","Metadata/Monsters/Maligaro/MaligaroSpectre",[],-1726916377,4
127,"DelayedTriggerSkillObject","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon",[],-505075046,4
128,"SandTornado","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/small_tornado/SmallTornado",[],353103795,4
129,"MultiplexPortal","Metadata/MiscellaneousObjects/MultiplexPortal",[],1600303822,2
130,"RyslathaPowerslide","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslide",[],1348088606,4
131,"RyslathaSlideGroundEffect","Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/powerslide/RyslathaPowerslideGroundEffect",[],-1231703481,4
132,"SandTornadoLarge","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],-720086469,4
133,"LoopEffect","Metadata/Effects/LoopEffect",[],1609411448,4
134,"BloodFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_blood",[],-1678621537,4
135,"InsectMinionHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleSmall",[],327236885,4
136,"HolyIonCannon","Metadata/Effects/Spells/monsters_effects/act9/Garukhan/large_tornado/LargeTornado",[],-720086469,4
137,"RockFireOrbs","Metadata/Effects/Spells/fire_orbs/fire_orb_rock",[],-1706397739,4
138,"FillGroundFireBlue","Metadata/Effects/Spells/ground_effects/fire_blue/FillGroundFireBlue",[],356252878,4
139,"KitavaXNukeMarker","Metadata/Effects/Spells/monsters_effects/act10/Kitava/X_nuke/marker",[],-391204591,4
140,"LightningTornado","Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/living_storms/LightningTornado",[],1007021710,4
141,"HarbingerSummonZone","Metadata/Effects/Spells/monsters_effects/league_avatar/Summons/SummonCircle",[],-877341078,4
142,"DetonateDeadEffectNoGibs","Metadata/Effects/Spells/detonate_dead/DetonateDeadNoGibs",[],-1414350197,4
143,"BanditBossArrow","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrow",[],294384730,4
144,"BanditBossArrowOak","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowOak",[],1346509974,4
145,"BanditBossArrowAlira","Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/BanditBossArrowAlira",[],1841090814,4
146,"SpectralSpinningWeapon","Metadata/Effects/Spells/spectral_spinning_weapon/SpinningWeapon",[],1730945118,4
147,"LightningElderOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Orb/ElderLightningOrb",[],1962207979,4
148,"FireBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon",[],-2106758991,4
149,"FireBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/fire/OTs/beacon_aoe",[],1754937929,4
150,"ElderGuardianHolyWeaponBarrage","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword/IcePrison",[],1978136151,4
151,"ElderGuardianHolyWeapon1","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_01/Clone",[],349449725,4
152,"ElderGuardianHolyWeapon2","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_02/Clone",[],-649935823,4
153,"ElderGuardianHolyWeapon3","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_03/Clone",[],-798214210,4
154,"ElderGuardianHolyWeapon4","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/sword_barrage/sword_04/Clone",[],-444080519,4
155,"RootSpiderHoleMedium","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleMedium",[],-410352087,4
156,"SandstormRotateObject","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/sandstorm/SandstormRotateObject",[],89582683,4
157,"IceBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon",[],1126990490,4
158,"IceBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/ice/OTs/beacon_aoe",[],2002688798,4
159,"LightningBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon",[],1687924204,4
160,"LightningBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/lightning/OTs/beacon_aoe",[],286691820,4
161,"ObsidianTornado","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/obsidian_vortex/ObsidianTornado",[],1160576318,4
162,"AbyssPitMawMortarImpactObject","Metadata/Projectiles/AbyssBoneHuskMortarObject",[38],1567259170,4
163,"AbyssUndyingMortarImpactObject","Metadata/Projectiles/UndyingMortarImpact",[38],-1539108424,4
164,"AbyssNodeSmallMortarSpawned","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned",[38],170952351,4
165,"AbyssNodeSmallMortarSpawned2","Metadata/MiscellaneousObjects/Abyss/AbyssNodeSmallMortarSpawned2",[38],-2034990229,4
166,"AbyssBoneHuskMortarLichObject","Metadata/Projectiles/AbyssBoneHuskMortarLichObject",[38],-619914040,4
167,"AbyssUndyingBladeBeacon","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon",[38],-1748663387,4
168,"AbyssUndyingBladeBeaconAoE","Metadata/Effects/Spells/monsters_effects/League_Abyss/UndyingAbyss/abyss_shard_rain/beacon_aoe",[38],2029219688,4
169,"ShaperInterruptElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperInterruptElder",[],-1155418346,4
170,"ShaperBanishElder","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperBanishElder",[],1363379937,4
171,"ShaperDefeat","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEffect",[40],-1922950576,4
172,"ShaperDefeatEscape","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperDeathEscapeEffect",[40],779593555,4
173,"ToraTrap","Metadata/Monsters/traps/ToraTrap",[],2070376987,4
174,"VilentaBombTossObject","Metadata/Effects/Spells/monsters_effects/Vilenta/bomb_toss/VilentaBombTossObject",[],-1067299402,4
175,"ElderDrainShaperEffect","Metadata/Monsters/ElderBosses/ElderDrainShaper",[40],135571797,4
176,"VultureBestiaryBombTossObject","Metadata/Monsters/LeagueBestiary/Avians/VultureBestiaryBombTossObject",[],118193223,4
177,"BestiarySpiderWebCocoon","Metadata/MiscellaneousObjects/Bestiary/BestiarySpiderWebCocoon",[],935245901,4
178,"DeathWalkExplode","Metadata/Effects/Spells/monsters_effects/League_Abyss/CorpseExplosion/BubonicBlast",[],-1853602615,4
179,"DelayedTriggerSkillObjectLightning","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning",[],-1661107925,4
180,"LightningHurricane","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/lightning_hurricane/hurricane/LightningHurricane",[],-88878244,4
181,"ArchitectMapDeviceSpawner","Metadata/Projectiles/IncursionMapDeviceSpawner",[],-1763102241,4
182,"DelayedTriggerSkillObjectLightningEpic","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning_epic",[],614040851,4
183,"DelveLight","Metadata/Terrain/Leagues/Delve/Objects/DelveLight",[43],-1206041840,4
184,"DelvePathNode","Metadata/Terrain/Leagues/Delve/Objects/DelvePathNode",[],-1160182057,4
185,"DelvePathEndpoint","Metadata/Terrain/Leagues/Delve/Objects/DelvePathEndpoint",[],-616175816,4
186,"BrutusHook","Metadata/Effects/Spells/monsters_effects/brute_chainhook/BruteHook",[],490192617,4
187,"DelveQiongqiBombTossObject","Metadata/Monsters/LeagueDelve/QiongqiEncounterBossSwoop",[],-1153448880,4
188,"RainOfSporesBloomPod","Metadata/Effects/Spells/rain_of_spores/BloomPod",[],-1639651818,4
189,"RainOfSporesBloomPodBlackLotus","Metadata/Effects/Microtransactions/Spells/rain_of_spores/blackrose/BloomPod",[],-741753510,4
190,"RainOfSporesBloomPodSuffering","Metadata/Effects/Microtransactions/Spells/toxic_rain_suffering/BloomPod",[],-1610035307,4
191,"DelveSpiderWeb","Metadata/Effects/Spells/ground_effects/spider_web/DelveSpiderWeb",[],1867579185,4
192,"DelveDynamiteT1","Metadata/Terrain/Leagues/Delve/Objects/Dynamite/DelveDynamiteBase",[],1334112141,4
193,"DelveFlareT1","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBase",[],1940104838,4
194,"DelveFlareT1Dark","Metadata/Terrain/Leagues/Delve/Objects/Flares/DelveFlareBaseDark",[],644041951,4
195,"DelveAbyssCrystalObject","Metadata/Projectiles/DelveAbyssCrystalMineLarge",[],948177879,4
196,"DelveAbyssCrystalObject2","Metadata/Projectiles/DelveAbyssCrystalMineLarge2",[],979993539,4
197,"DelveAbyssCrystalObject3","Metadata/Projectiles/DelveAbyssCrystalMineLarge3",[],-1412751170,4
198,"DelveFlameGeyser","Metadata/Monsters/LeagueDelve/LavaFossilEncounter/LavaGeyser",[],-707371786,4
199,"DelveRewardMarkerOnPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/PathChest",[],-421884507,4
200,"DelveRewardMarkerOffPath","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/ExploreChest",[],881793020,4
201,"DelveRewardMarkerDynamiteWall","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4
202,"DelveRewardMarkerEncounter","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/EncounterChest",[],-1628170368,4
203,"DelveRewardMarkerDarkCell","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/DarkCellChest",[],1611714299,4
204,"DelveRewardMarkerDynamiteWall_Fossils","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4
205,"DelveRewardMarkerDynamiteWall_Resonators","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4
206,"DelveRewardMarkerDynamiteWall_Azurite","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4
207,"DelveRewardMarkerDynamiteWall_Currency","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChest",[],23865981,4
208,"DelveProtoBossWall1","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall",[],796527094,4
209,"DelveProtoBossWall2","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall2",[],565526279,4
210,"DelveProtoBossWall3","Metadata/Monsters/LeagueDelve/CityBosses/Objects/DelveProtoVaalCityBossWall3",[],-713366438,4
211,"DelveTaowuBlackHole","Metadata/Monsters/LeagueDelve/TaowuBlackHole",[],713615573,4
212,"DelveTaowuFlameGeyser","Metadata/Monsters/LeagueDelve/TaowuFlameGeyser",[],-437896726,4
213,"DelveAzuriteShard","Metadata/Terrain/Leagues/Delve/Objects/DelveAzuriteShard",[43],1274212571,4
214,"DelveBombAzurite","Metadata/Monsters/RockGolem/Delve/AzuriteBomb",[],-729708766,4
215,"DelveBombGeodite","Metadata/Monsters/RockGolem/Delve/GeoditeBomb",[],-1118486342,4
216,"DelveBombSulphite","Metadata/Monsters/RockGolem/Delve/SulphiteBomb",[],2098349008,4
217,"DelveBombVaalite","Metadata/Monsters/RockGolem/Delve/VaaliteBomb",[],-2009994224,4
218,"DelveBombVoidite","Metadata/Monsters/RockGolem/Delve/VoiditeBomb",[],-281116486,4
219,"DelveRewardMarkerDynamiteWallChance","Metadata/Terrain/Leagues/Delve/Objects/ChestLocators/WalledChestChance",[],221891086,4
220,"DelveDynamiteMarker","Metadata/Terrain/Leagues/Delve/Objects/DelveDynamiteMarker",[43],2120989560,4
221,"ZanaRoseGround","Metadata/Monsters/Masters/ZanaGauntletRoseGround",[],1679136246,4
222,"ProtoVaalMapBossShield","Metadata/Monsters/ProtoVaal/ProtoVaalMapBossShield",[],1126862711,4
223,"BannerGround","Metadata/Effects/Spells/banner/GroundBanner",[],-1606707029,4
224,"WarBannerGround","Metadata/Effects/Spells/banner/WarBannerGround",[],-1198050692,4
225,"DreadBannerGround","Metadata/Effects/Spells/banner/DreadBannerGround",[],-810078763,4
226,"ZanaRosePod","Metadata/Monsters/Masters/ZanaGauntletRosePod",[],1244064579,4
227,"BetrayalEscortCart1","Metadata/Terrain/Leagues/Betrayal/Objects/BetrayalEscortCart",[44],-2025643978,4
228,"BetrayalEscortCart2","Metadata/Terrain/Leagues/Betrayal/Objects/BetrayalEscortCart2",[44],1420575429,4
229,"ProtoVaalMapBossGeyser1","Metadata/Monsters/ProtoVaal/ProtoVaalMapBossGeyser",[],1691032206,4
230,"ProtoVaalMapBossGeyser2","Metadata/Monsters/ProtoVaal/ProtoVaalMapBossGeyser2",[],214836066,4
231,"ProtoVaalMapBossGeyser3","Metadata/Monsters/ProtoVaal/ProtoVaalMapBossGeyser3",[],232784022,4
232,"ProtoVaalMapBossGeyser4","Metadata/Monsters/ProtoVaal/ProtoVaalMapBossGeyser4",[],-1904933722,4
233,"BetrayalBoneWallSegment","Metadata/Monsters/LeagueBetrayal/BetrayalBoneWall",[],-1173538889,4
234,"BetrayalEscortGoal","Metadata/Terrain/Leagues/Betrayal/Objects/BetrayalEscortGoal",[44],1987391198,4
235,"BetrayalJanusGeyser","Metadata/Monsters/LeagueBetrayal/BetrayalJanusGeyser",[],2037969155,4
236,"BetrayalCameriaIceSpike1","Metadata/Monsters/LeagueBetrayal/BetrayalCameriaIceSpike1",[],911497566,4
237,"BetrayalCameriaIceSpike2","Metadata/Monsters/LeagueBetrayal/BetrayalCameriaIceSpike2",[],1297696052,4
238,"BetrayalCameriaIceSpike3","Metadata/Monsters/LeagueBetrayal/BetrayalCameriaIceSpike3",[],1846165494,4
239,"BetrayalCameriaIceSpike4","Metadata/Monsters/LeagueBetrayal/BetrayalCameriaIceSpike4",[],1709347062,4
