"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
40,416,3,188,[],[],8812,"",[70],[-40],0,"",[7648],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
41,424,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
42,424,1,337,[1231],[20],6626,"",[],[],0,344,[7600],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
43,424,2,188,[],[],8811,"",[70],[-20],0,"","[5977,5989]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
44,424,3,188,[],[],8812,"",[70],[-40],0,"",[7648],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
45,1132,0,337,[],[],8818,"",[],[],0,344,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
46,1134,0,337,[],[],8818,"",[],[],0,344,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
47,1136,0,337,[],[],8818,"",[],[],0,344,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
48,1044,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
49,1044,1,8547,[],[],8747,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],10,0,[],[],[],[],[],""
50,1044,2,8547,[],[],8749,"","[434,70]","[100,-30]",0,"",[875],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
51,429,0,344,[],[],8818,"",[],[],0,"",[],0,"","","",[3683],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
52,429,3,8546,[],[],8912,114,[],[],0,6019,[],0,"","","",[3683],"Screeching Cry",95,[],0,0,[],[],[],[],[],""
53,429,4,8546,[],[],8809,23,[],[],0,"",[4853],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisCastCausticGround, Self );\""",[3683],"Caustic Blast",67,[],0,0,[],[],[],[],[],""
54,886,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
55,495,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
56,907,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
57,1061,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
58,1061,1,8547,[],[],8747,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],0,0,[],[],[],[],[],""
59,1061,2,8547,[],[],8749,"","[434,70]","[100,-30]",0,"",[875],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
60,1061,3,8122,[],[],8913,20,[],[],0,"",[],0,"","","",[],"Frost Barrage",96,[],-40,0,[],[],[],[],[],""
61,1061,4,8122,[],[],8803,20,[318],[50],0,8123,[4854],0,"","","",[],"Frost Burst",98,[],0,0,[],[],[],[],[],""
62,641,0,337,[],[],8818,"",[],[],0,344,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
63,641,2,337,[],[],8850,114,[],[],0,7601,[],0,"","","",[],"Ground Strike",99,[],0,0,[],[],[],[],[],""
64,485,0,344,[],[],8818,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],20,0,[],[],[],[],[],""
65,485,1,5982,[],[],8914,"",[],[],0,6020,[],0,"","","",[],"Sea Surge",97,[],0,0,[],[],[],[],[],""
66,485,3,8559,[],[],8807,22,[],[],0,"",[],0,"","","",[],"Geyser",65,[],0,0,[],[],[],[],[],""
67,485,4,2811,[],[],8803,23,[],[],0,3064,[],0,"","","",[],"Siren's Call",98,[],30,0,[],[],[],[],[],""
68,651,0,337,[],[],8818,"",[],[],0,344,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
69,651,2,337,[],[],8850,114,[],[],0,7601,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
70,519,0,337,[],[],8755,"",[],[],0,344,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
71,519,1,337,[],[],8782,1,[],[],0,1572,[],0,"","","",[],"Skeletal Barrage",56,[],0,0,[],[],[],[],[],""
72,519,3,337,[],[],8786,1,[1212],[200],0,1572,[],0,"","","",[],"Hunter's Barrage",52,[],0,0,[],[],[],[],[],""
73,2685,0,337,[],[],8818,"",[],[],0,344,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
74,2685,1,653,[],[],8774,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
75,2648,0,337,[],[],8818,"",[],[],0,344,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
76,2648,1,653,[],[],8774,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
77,2711,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
78,2711,2,2011,[],[],8804,21,"[175,6160,195]","[50,12,1]",0,"",[],0,"","","",[],"Fire Breath",62,[],40,0,[],[],[],[],[],""
79,215,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
80,215,1,673,[],[],8810,14,[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
81,215,4,673,[],[],8813,14,[],[],0,"","[8875,6029]",0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Leap Slam Quake",0,[],0,0,[],[],[],[],[],""
82,1535,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
83,1535,2,2258,[],[],8780,"",[],[],0,"",[],0,"","","",[],"Spew Blood",51,[],0,0,[],[],[],[],[],""
84,984,1,786,[],[],8775,20,[214],[2],0,"",[],0,"","","",[],"Spark",49,[],0,0,[],[],[],[],[],""
85,984,2,786,[],[],8776,20,"[1778,2121,2122,2123,1790]","[1,30,1000,360,50]",0,"",[],0,"","","",[],"Spark Nova",49,[],0,0,[],[],[],[],[],""
86,984,3,899,[],[],8809,"",[],[],0,7750,[],0,"","","",[],"Expanding Shocknova",67,[],0,0,[],[],[],[],[],""
87,984,4,899,[],[],8878,"",[357],[1500],0,8555,[],0,"","","",[],"Storm Blast",122,[],0,0,[],[],[],[],[],""
88,256,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
89,256,1,3,[],[],8755,20,[173],[4],0,"",[],0,"","","",[],"Fireball",0,[],0,0,[],[],[],[],[],""
90,256,2,1346,[],[],8808,"",[],[],0,"",[],0,"","","",[],"Molten Shell",66,[],0,0,[],[],[],[],[],""
91,256,3,3,[],[],8879,20,[],[],0,"",[],0,"","","",[],"Fire Blast",123,[],0,0,[],[],[],[],[],""
92,532,0,337,[],[],8755,"",[],[],0,344,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
93,532,1,1729,[],[],8756,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow",0,[],20,0,[],[],[],[],[],""
94,5223,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
95,5223,3,3686,[],[],8812,"",[],[],0,"",[8921],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6851,2504]",[],[],[],""
96,5225,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
97,5225,3,337,[],[],8812,"",[],[],0,3686,[8921],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6851,2504]",[],[],[],""
98,516,2,1311,[],[],8784,1,[6826],[50],0,"",[],0,"","","",[],"Splitting Barrage",56,[],-40,0,[],[],[],[],[],""
99,516,4,1302,[],[],8824,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows",71,[],-80,0,[],[],[],[],[],""
100,253,1,3221,[],[],8747,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,253,2,711,[],[],8770,"",[6350],[30],0,"",[4828],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,253,3,8561,[],[],8758,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,394,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,394,2,1860,[],[],8801,"",[],[],0,1105,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,394,3,1860,[],[],8913,20,[173],[2],0,8866,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,514,0,344,[],[],8818,"",[],[],0,"",[],0,"","","",[5813],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,514,1,849,[],[],8747,"",[],[],0,"",[],0,"","","",[5813],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,514,4,5329,[],[],8768,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[5813],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2391,357,434]",[],[],[2395],""
109,539,0,337,[],[],8755,"",[],[],0,344,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,539,1,1665,[],[],8756,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,649,0,336,[],[],8818,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,649,2,336,[],[],8850,114,[],[],0,7601,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1206,0,337,[],[],8818,"",[],[],0,344,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1206,3,337,[],[],8762,114,[1212],[-50],0,8871,[8856],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
115,1208,0,337,[],[],8818,"",[],[],0,344,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1208,3,337,[],[],8762,114,[1212],[-50],0,8871,[8856],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
117,1210,0,337,[],[],8818,"",[],[],0,344,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1210,3,337,[],[],8762,114,[1212],[-50],0,8871,[8856],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
119,142,1,2043,[],[],8756,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,142,2,3356,[],[],8820,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,142,3,7565,[],[],8821,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,142,4,3326,"[434,1212]","[50,50]",8824,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,398,0,344,[],[],8818,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,398,3,2970,[],[],8801,"",[],[],0,2971,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,398,4,2970,[],[],8815,"",[],[],0,3505,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,403,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,403,2,1860,[],[],8801,"",[],[],0,1105,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,403,3,995,[],[],8814,"",[1212],[-50],0,"",[8847],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[884,2156,4774]",[],[],[],""
129,546,0,337,[],[],8755,"",[],[],0,344,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,546,1,1648,[],[],8756,1,"[173,3817,1922]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,579,0,748,[],[],8775,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,579,1,748,[],[],8827,20,"[455,175,1790]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2395],""
133,579,4,748,[],[],8768,114,[1212],[-75],0,8871,[3703],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2480]",[],[],[2395],""
134,623,0,754,[],[],8775,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,623,2,754,[],[],8757,20,"[1778,2121,2122,2123,175,659,1790]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2396],""
136,623,4,754,[],[],8767,114,[1212],[-75],0,8871,[3706],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2480]",[],[],[2396],""
137,677,0,336,[],[],8818,"",[],[],0,"",[],0,"","","",[12368],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,229,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,229,1,673,[],[],8810,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,267,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,267,1,761,[],[],8799,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,267,2,880,[],[],8808,"","[434,1848,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,273,0,346,[],[],8818,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,273,3,1348,[],[],8766,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,273,4,3186,[214],[2],8768,"","[862,1212]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,331,0,344,[],[],8818,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,331,1,5319,[],[],8819,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,331,4,8566,[],[],8767,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2382],""
149,313,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,313,3,337,[],[],8840,24,"[1922,10869]","[-50,-15]",0,8921,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,153,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,153,1,337,[],[],8782,114,[],[],0,8865,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3727],""
153,425,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,425,1,337,[1231],[20],6626,"",[],[],0,344,[7600],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,425,2,188,[],[],8811,"",[70],[-20],0,"","[5977,5989]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,425,3,188,[],[],8812,"",[70],[-40],0,"",[7647],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,509,0,336,[],[],8818,"",[],[],0,"",[],0,"","","",[8750],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,509,1,2473,[],[],8756,"",[173],[4],0,"",[],0,"","","",[8750],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,509,4,2776,[],[],8835,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[8750],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,898,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1035,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1035,3,538,[],[],8802,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1035,4,538,[],[],8844,114,"[884,2156,4774]","[12,1,0]",0,8847,[8856],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3886],[],[],[2395],""
164,167,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,167,2,1320,[],[],8749,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,494,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[3867],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,494,4,337,[],[],8815,"",[1212],[-50],0,3505,[],0,"","","",[3867],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,887,0,337,[],[],8818,"",[],[],0,344,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1032,1,8547,[],[],8817,"",[434],[100],0,"",[],0,"","","",[4620],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1032,2,77,[],[],8830,"",[434],[50],0,79,[],0,"","","",[4620],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1032,3,8568,[],[],8832,"",[],[],0,"",[],0,"","","",[4620],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
