"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
226,1242,"[1086,9560,717]","[30,15,50]","Blackguard Mage"
227,1269,[717],[50],"Blackguard Elite"
228,1299,"[1086,9560,717]","[30,15,50]","Blackguard Elite"
229,1307,"[1086,9560,717]","[30,15,50]","Blackguard Scout"
230,1311,"[1086,9560,717]","[30,15,50]","Blackguard Soldier"
231,1493,[717],[50],"Assault Ribbon"
232,1494,[717],[50],"Galvanic Ribbon"
233,1495,[717],[50],"Flame Sentinel"
234,1480,[],[],"The Infernal Seal"
235,1481,[],[],"The Voltaic Seal"
236,1482,[717],[50],"Galvanic Ribbon"
237,1484,[717],[50],"Flame Sentinel"
238,1490,[717],[50],"Assault Ribbon"
239,1477,[717],[50],"Banner of Passion"
240,1478,[717],[50],"Banner of Knowledge"
241,1479,[717],[50],"Banner of Action"
242,1882,"[483,717]","[80,50]","Holy Water"
243,1637,[],[],"The Goddess of Purity"
244,1545,[717],[50],"Voidbearer"
245,1548,[],[],"The Shipyard Terror"
246,2042,[717],[50],"Dockhand Wraith"
247,2044,[717],[50],"Dockhand Wraith"
248,2046,[717],[50],"Dockhand Wraith"
249,2053,[717],[50],"Brittle Longshoreman"
250,2055,[717],[50],"Brittle Corsair"
251,1445,[717],[50],"Fetid Maw"
252,1573,[717],[50],"Undying Alchemist"
253,1910,[717],[50],"Stinking Undying"
254,1979,[717],[50],"Stinking Undying"
255,2024,[717],[50],"Undying Grappler"
256,3025,[717],[50],"Soulless Watcher"
257,1243,"[2091,9560,717]","[20,10,50]","Blackguard Arcmage"
258,1298,"[1086,9560,717]","[20,10,50]","Blackguard Elite"
259,1304,[717],[50],"Mortality Experimenter"
260,1310,"[1086,9560,717]","[20,10,50]","Blackguard Soldier"
261,1319,"[1086,9560]","[30,15]","General Gravicius"
262,1240,[],[],"Fleshrend, Grand Inquisitor"
263,1305,[717],[50],"Reanimator"
264,1365,[],[],"Kole"
265,1373,[717],[50],"Piety's Miscreation"
266,1387,[717],[50],"Drenched Miscreation"
267,1391,[717],[50],"Burned Miscreation"
268,1394,[717],[50],"Shocked Miscreation"
269,1306,[717],[50],"Flesh Sculptor"
270,1334,[],[],"Piety"
271,1402,[],[],"Spinecrack"
272,1404,[717],[50],"Whipping Miscreation"
273,1424,"[482,717]","[50,50]","Tentacle Miscreation"
274,1846,[717],[50],"Blood Elemental"
275,1530,[717],[50],"Avian Retch"
276,1620,[717],[25],"Porcupine Goliath"
277,1636,[717],[25],"Thistlesage"
278,2638,[6916],[1],"The Conqueror Wurm"
279,3745,[717],[50],"Pale Blackguard"
280,432,[717],[50],"Bone Rhoa"
281,633,[717],[50],"Thunder Keeper"
282,732,[],[],"Colossal Bonestalker"
283,1909,[717],[50],"Undying Archivist"
284,588,[717],[50],"Frost Keeper"
285,1924,[],[],"Trinian, Intellectus Prime"
286,1456,[717],[50],"Plumed Chimeral"
287,1469,[717],[50],"Chimeric Croaker"
288,1918,[717],[50],"Undying Evangelist"
289,1928,[717],[50],"Undying Aristocrat"
290,1959,[717],[50],"Undying Evangelist"
291,1963,[717],[50],"Undying Aristocrat"
292,1973,[],[],"Caliga, Imperatrix"
293,959,[717],[50],"Brooding Tarantula"
294,1257,"[2091,9560]","[20,10]","Compulsor Octavia Sparkfist"
295,1282,[],[],"Draconarius Wilhelm Flamebrand"
296,1284,"[1086,9560]","[20,10]","Imperator Stantinus Bitterblade "
297,1296,"[1086,9560,717]","[20,10,50]","Praetorian Guard"
298,1372,[717],[50],"Miscreation"
299,1417,[717],[50],"Whipping Miscreation"
300,1435,"[482,717]","[50,50]","Tentacle Miscreation"
301,1464,[],[],"Paradisae Venenum"
302,1547,[717],[50],"Voidbearer"
303,1584,[],[],"Dominus, Ascendant"
304,3758,[717],[50],"Infested Vulture"
305,3763,[],[],"The Hundred Foot Shadow"
306,3770,[717],[50],"Voll's Fallen"
307,3788,"[1086,9560,717]","[20,10,50]","Voll's Fallen"
308,3802,[717],[50],"Impure Archer"
309,3825,[717],[25],"Maelström"
310,3754,[717],[50],"Mindless Scavenger"
311,3806,[717],[50],"Voll's Vanguard"
312,3817,[717],[50],"Nightwane"
313,3840,"[1086,9560]","[20,10]","Voll, Emperor of Purity"
314,3848,"[484,717]","[80,75]","Dust Scrabbler"
315,3860,[717],[25],"Knitted Horror"
316,3883,[717],[50],"Shrieker"
317,3896,[717],[50],"Pocked Miner"
318,3900,[717],[50],"Pikerivet"
319,3910,[717],[50],"Pocked Miner"
320,3915,[717],[50],"Pocked Lanternbearer"
321,3934,[717],[0],"Pocked Goliath"
322,3885,[],[],"Voidscream"
323,3892,[717],[50],"Pocked Miner"
324,3925,[717],[50],"Tunneler"
325,3930,[],[],"Hammerstorm"
326,3884,[717],[50],"Shrieker"
327,3898,[717],[50],"Pocked Plunderer"
328,3912,[717],[50],"Pocked Plunderer"
329,3919,[717],[50],"Pocked Illuminator"
330,3921,[717],[25],"The Burning Man"
331,3929,[717],[50],"Burrower"
332,3938,[717],[0],"Pocked Behemoth"
333,1556,[717],[25],"Living Fury"
334,3973,[717],[50],"Fury Hound"
335,3979,[717],[125],"Inua Totem"
336,3984,[],[],"Torchoak Grove"
337,3995,[],[],"Rakango"
338,3997,[],[],"Triskeriaki"
339,4173,[717],[75],"Volcanic Golem"
340,3964,[717],[50],"Hyrri's Sister"
341,3966,[717],[50],"Kaom's Chosen"
342,3967,[717],[50],"Kaom's Chosen"
343,3968,[717],[50],"Lavianga's Acolyte"
344,3983,[717],[50],"Vakali Totem"
345,4005,[],[],"King Kaom"
346,4178,[717],[75],"Volcanic Golem"
347,1227,[717],[50],"Rotten Gladiator"
348,1230,[717],[50],"Rotten Gladiator"
349,4012,[717],[50],"Pitbull Demon"
350,4014,[],[],"Steelchaw"
351,4022,[717],[50],"Rooster Fiend"
352,4023,[717],[50],"Rooster Demon"
353,4025,[],[],"Eyepecker"
354,4034,[],[],"Barkhul"
355,4045,[717],[50],"Mad Gladiator"
356,4049,"[1086,9560,717]","[30,15,50]","Mad Gladiator"
357,4050,[],[],"Fighting Bull"
358,4063,[],[],"Daresso, King of Swords"
359,4140,[717],[75],"Icy Manifestation"
360,4397,[],[],"Rudiarius Felix"
361,4399,"[1086,9560]","[30,15]","Mevion"
362,4401,"[1086,9560]","[20,10]","Dimachaeri Cassius"
363,560,[717],[50],"Bonewarped Archer"
364,562,[717],[50],"Bonewarped Archer"
365,719,[717],[50],"Bonewarped Warrior"
366,722,[717],[50],"Bonewarped Warrior"
367,4073,[717],[50],"Wandering Eye"
368,4084,[717],[100],"Eye Hatchery"
369,4090,[717],[50],"Gut Flayer"
370,4098,[717],[50],"Gut Spiker"
371,4103,[717],[50],"Noisome Ophidian"
372,4386,[717],[25],"Stygian Revenant"
373,4390,[],[],"The Bone Queen"
374,1337,[],[],"Piety, the Abomination"
375,1849,[717],[50],"Aggravated Wound"
376,1867,[717],[50],"Aggravated Wound"
377,4107,"[950,1832]","[60,5000]","Maligaro, The Inquisitor"
378,4114,[],[],"Doedre Darktongue"
379,4122,[],[],"Shavronne of Umbra"
380,4129,[],[],"Malachai, The Nightmare"
381,4238,[717],[50],"Primordial Creation"
382,4240,[717],[50],"Primordial Creation"
383,230,[717],[50],"Alpine Devil"
384,269,[717],[50],"Alpine Shaman"
385,321,[717],[50],"Mountain Hellion"
386,323,[717],[50],"Mountain Hellion Alpha"
387,5137,[],[],"Vendigo"
388,5139,[],[],"The White Death"
389,5140,"[1086,9560,717]","[20,10,50]","Blackguard Jaeger"
390,5141,[717],[50],"Blackguard Jaeger"
391,5142,[717],[50],"Risen Jaeger"
392,4871,[],[],"Overseer Krow"
393,5214,[717],[50],"Indoctrinated Slave"
394,5216,[717],[50],"Truth Extractor"
395,5256,[717],[50],"Oriath Enforcer"
396,5257,"[1086,9560,717]","[20,10,50]","Oriath Enforcer"
397,5528,[],[],"Karui Rebel"
398,5529,[],[],"Karui Rebel"
399,4869,[717],[50],"Slave Driver"
400,4883,"[1086,9560]","[30,15]","Justicar Casticus"
401,4894,[717],[50],"Slave Catcher"
402,4839,[717],[50],"Purge Hound"
403,4888,[717],[50],"Blackguard Stalker"
404,4889,[717],[50],"Blackguard Stalker"
405,4970,[],[],"Flame Mother"
406,4971,[],[],"The Matriarch"
407,4985,"[1086,9560,717]","[20,10,50]","Temple Ward"
408,4986,[717],[50],"Temple Guardian"
409,5541,[717],[50],"Frightened Citizen"
410,5542,[717],[50],"Frightened Citizen"
411,5544,[717],[50],"Frightened Citizen"
412,5545,[717],[50],"Frightened Citizen"
413,5546,[717],[50],"Frightened Citizen"
414,5547,[717],[50],"Frightened Citizen"
415,1361,[717],[50],"Crimson Scholar"
416,4895,[717],[50],"Deranged Slaver"
417,4897,[717],[50],"Depraved Slaver"
418,4975,[717],[50],"The Risen Matriarch"
419,4987,"[1086,9560,717]","[20,10,50]","Heretical Ward"
420,4989,"[1086,9560,717]","[20,10,50]","Heretical Ward"
421,4991,[717],[50],"Heretical Guardian"
422,5252,[717],[50],"Heretical Adjudicator"
423,5377,[],[],"Utula, Stone and Steel"
424,5549,[717],[50],"Kitava Zealot"
425,5551,[717],[50],"Kitava Zealot"
426,5553,[717],[50],"Kitava Zealot"
427,4878,[717],[50],"Temple Justicar"
428,5250,[717],[50],"Temple Adjudicator"
429,1355,[],[],"Cato, Scholar of Light"
430,4879,[717],[50],"Twisted Justicar"
431,4881,[717],[50],"Depraved Justicar"
432,4983,[717],[50],"Sanguine Sister"
433,1354,[717],[50],"Temple Scholar"
434,4981,[717],[50],"Blessed Sister"
435,5113,[],[],"Innocence, God-Emperor of Eternity"
436,5233,[717],[50],"Prayer Guard"
437,603,[717],[50],"Desecrated Saint"
438,645,[717],[50],"Brittle Cleric"
439,647,[717],[50],"Brittle Cleric"
440,737,[],[],"Awoken Giant"
441,5639,[717],[75],"Restless Pauper"
442,5641,[717],[75],"Restless Pauper"
443,5643,[717],[75],"Restless Pauper"
444,5669,[],[],"Bone Husk"
445,5779,[],[],"Bone Stalker"
446,601,[717],[50],"Gleaming Saint"
447,668,[717],[50],"Risen Saint"
448,2984,[717],[100],"Living Memorial"
449,2986,[717],[100],"Living Memorial"
450,2988,[717],[100],"Living Memorial"
451,2990,[717],[100],"Living Memorial"
452,5616,[717],[50],"Vengeful Soul"
453,5618,[717],[50],"Vengeful Soul"
454,5620,[717],[50],"Vengeful Soul"
455,5622,[717],[50],"Vengeful Soul"
456,5624,[717],[50],"Desperate Soul"
457,5626,[717],[50],"Desperate Soul"
458,5628,[717],[50],"Desperate Soul"
459,5630,[717],[50],"Desperate Soul"
460,5146,[],[],"Kitava's Herald"
461,5606,[717],[50],"Wailing Widow"
462,5170,[717],[50],"Noble Dead"
463,5178,[717],[50],"Noble Dead"
464,5180,[717],[50],"Noble Dead"
465,5182,[717],[50],"Noble Dead"
466,5184,[717],[50],"Rhys of Abram"
467,5195,[717],[50],"Noble Dead"
468,5200,[717],[50],"Noble Dead"
469,5202,[717],[50],"Noble Dead"
470,5204,[717],[50],"Noble Dead"
471,454,[717],[100],"Crustacean Sniper"
472,3969,[717],[50],"Tukohama's Scout"
473,3970,[717],[50],"Tukohama's Warrior"
474,3971,[717],[50],"Tukohama's Warrior"
475,3972,[717],[50],"Tukohama's Vanguard"
476,3974,[717],[50],"War Hound"
477,3977,[],[],"Raihara, Tukohama's Loyal"
478,457,[717],[100],"Crustacean Sniper"
479,496,[717],[100],"Invading Crustacean"
480,1066,[717],[50],"Clearwater Strider"
481,1072,[483],[80],"Riptide"
482,4232,[717],[50],"Savage Crab"
483,5531,[717],[25],"The Dishonoured Queen"
484,5535,[717],[50],"Forgotten Warrior"
485,5537,[717],[50],"Forgotten Warrior"
486,5539,[717],[50],"Forgotten Warrior"
487,5388,[],[],"Tukohama, Karui God of War"
488,521,[717],[50],"Timeless Hunter"
489,655,[717],[50],"Timeless Wanderer"
490,1616,"[485,717]","[30,50]","Infested Serpent"
491,3855,"[484,717]","[80,75]","Infested Skitterer"
492,5226,[],[],"Fleetfreak"
493,619,[717],[50],"Brittle Arsonist"
494,766,[717],[50],"Flame Guardian"
495,1565,[717],[25],"Ash Prophet"
496,5159,[717],[25],"Rattling Condemned"
497,407,[717],[25],"Thunder Whisperer"
498,543,[717],[50],"Thunder Thrall"
499,780,"[484,717]","[50,50]","Thunder Guardian"
500,2028,[717],[50],"Shavronne's Gemling"
501,5120,[],[],"Reassembled Brutus"
502,218,[717],[50],"Goatman Stomper"
503,266,[717],[50],"Goatman Fire-raiser"
504,325,[717],[50],"Enslaved Hellion"
505,327,[717],[50],"Enslaved Hellion"
506,446,[717],[100],"Gravel Eater"
507,5598,[],[],"Abberath, the Cloven One"
508,80,[717],[50],"Stag Acolyte"
509,84,[717],[50],"Stag Acolyte"
510,85,[717],[50],"Bear Acolyte"
511,88,[717],[50],"Bear Acolyte"
512,89,"[1086,9560,717]","[20,10,50]","Boar Acolyte"
513,92,"[1086,9560,717]","[20,10,50]","Boar Acolyte"
514,958,[717],[50],"Brooding Tarantula"
515,962,[717],[50],"Enraptured Arachnid"
516,963,[717],[50],"Enraptured Arachnid"
517,1093,[717],[50],"Alira's Dearest"
518,3747,[717],[50],"Pale Blackguard"
519,4462,[],[],"Defiled Proclamation"
520,101,[],[],"The Animal Pack"
521,350,[717],[100],"Infested Ape"
522,351,[717],[100],"Infested Ape"
523,361,[717],[25],"Host Chieftain"
524,362,[717],[25],"Host Chieftain"
525,877,"[485,717]","[30,50]","Host Cobra"
526,878,"[485,717]","[30,50]","Host Cobra"
527,1451,[717],[50],"Infested Maw"
528,1452,[717],[50],"Infested Maw"
529,444,[717],[50],"Infested Rhoa"
530,445,[717],[50],"Infested Rhoa"
531,1510,[485],[50],"Ryslatha, the Puppet Mistress"
532,4771,[],[],"Parasite"
533,4772,[],[],"Ravenous Parasite"
534,363,[],[],"Hollowskull, the Willing Host"
535,497,[717],[100],"Infested Crustacean"
536,4222,[717],[50],"Infested Crab"
537,4228,[717],[50],"Infested Crab"
538,191,"[484,717]","[50,50]","Spectral Corsair"
539,492,[717],[50],"Singing Siren"
540,501,[717],[100],"Shield Crab"
541,3027,[717],[50],"Cavern Drifter"
542,4218,[717],[100],"Infested Crawler"
543,4231,[717],[50],"Infested Crawler"
544,5593,[],[],"Brinecrack"
545,527,[717],[50],"Brittle Poacher"
546,534,[717],[50],"Weathered Watchman"
547,657,[717],[50],"Sandworn Watchman"
548,1063,"[483,717]","[80,50]","Sand Strider"
549,4225,[717],[75],"Infested Crawler"
550,4459,[717],[50],"Animated Reef"
551,4793,[717],[50],"Brine Vassal"
552,4794,[717],[50],"Swarthy Mollusc"
553,5129,[],[],"Tsoagoth, The Brine King"
554,106,[],[],"Enraptured Beast"
555,107,[],[],"Enraptured Beast"
556,393,[717],[25],"Rubble Golem"
557,548,[717],[50],"Disbanded Dead"
558,550,[717],[50],"Disbanded Dead"
559,553,[717],[50],"Disbanded Dead"
560,556,[717],[50],"Disbanded Dead"
561,688,"[1086,9560,717]","[20,10,50]","Brittle Bandit"
562,690,"[1086,9560,717]","[20,10,50]","Brittle Bandit"
563,693,"[1086,9560,717]","[20,10,50]","Brittle Bandit"
564,696,"[1086,9560,717]","[20,10,50]","Brittle Bandit"
565,3755,[717],[50],"Scavenging Vulture"
566,4773,[],[],"Ravenous Parasite"
567,663,[717],[50],"Ash Harvester"
568,3571,[],[],"Fire Trap"
569,3576,[],[],"Blast Rain Trap"
570,415,[717],[25],"Bringer of Souls"
571,525,[717],[50],"Brittle Born-again"
572,665,[717],[50],"Brittle Born-again"
573,1177,[717],[50],"Devout Dead"
574,1180,[717],[50],"Devout Dead"
575,1183,[717],[50],"Devout Dead"
576,1664,[717],[50],"Idolised Saint"
577,1666,[717],[50],"Idolised Saint"
578,1668,[717],[50],"Idolised Saint"
579,3871,[],[],"Bundle of Woe"
580,193,[717],[50],"Spectral Mage"
581,671,[717],[50],"Vault Guardian"
582,942,[717],[50],"Crypt Ambusher"
583,3646,[717],[50],"Wraith"
584,1396,[717],[50],"Augmented Dead"
585,1092,[717],[50],"Plague Retch"
586,1885,[717],[50],"Undying Subject"
587,1954,[717],[50],"Undying Subject"
588,1887,[717],[50],"Undying Inductor"
589,1956,[717],[50],"Undying Inductor"
590,4077,[717],[100],"Wide-eyed Assemblage"
591,4092,[717],[50],"Arranged Anatomy"
592,5312,[],[],"Maligaro, the Artist"
593,5317,[],[],"Black Death, Pain Unending"
594,5319,[],[],"Fidelitas, Loyalty Undying"
595,5330,[717],[50],"Hybrid Arachnid"
596,5331,[717],[50],"Scalding Arachnid"
597,112,[],[],"The Great White Bones"
598,414,[],[],"The Bone Sculptor"
599,3084,[717],[100],"Tunnelfiend"
600,3086,[717],[100],"Tunnelfiend"
601,3087,[717],[100],"Infested Tunnelfiend"
602,3089,[717],[100],"Infested Tunnelfiend"
603,3091,[717],[100],"Infested Tunnelfiend"
604,3096,[717],[100],"Infested Tunnelfiend"
605,81,[717],[50],"Ralakesh's Horn"
606,86,[717],[50],"Ralakesh's Claw"
607,90,"[1086,9560,717]","[20,10,50]","Ralakesh's Tusk"
608,5336,"[1086,9560]","[20,10]","Greust, Lord of the Forest"
609,5343,[],[],"Oak, Skullbreaker"
610,5346,"[2091,9560]","[20,10]","Alira Darktongue"
611,5349,[],[],"Kraityn, Scarbearer"
612,23,[717],[50],"Treacherous Deserter"
613,53,"[1086,9560,717]","[20,10,50]","Heartless Deserter"
614,864,"[485,717]","[30,50]","Host Adder"
615,865,"[485,717]","[30,50]","Host Adder"
616,936,[717],[50],"Ink Spinner"
617,2620,[6916],[1],"Tunnelworm"
618,2627,"[717,6916]","[25,1]","Devourer"
619,3097,[717],[100],"Woods Ursa"
620,3099,[717],[100],"Woods Ursa"
621,3100,[717],[100],"Infested Ursa"
622,3102,[717],[100],"Infested Ursa"
623,3104,[717],[100],"Infested Ursa"
