"rownum","Monster","Spectre","[rid]"
133,6624,5895,[]
134,6627,5898,[]
135,6628,118,[]
136,6629,925,[]
137,6630,1517,[]
138,6633,3025,[]
139,6651,6319,[]
140,6653,6321,[]
141,6655,6323,[]
142,6657,6325,[]
143,6659,6327,[]
144,6660,6331,[]
145,6661,6333,[]
146,6662,6337,[]
147,6663,6339,[]
148,6664,6343,[]
149,6665,6345,[]
150,6666,6349,[]
151,6667,6351,[]
152,6669,6353,[]
153,6671,6355,[]
154,6673,6357,[]
155,6675,6439,[]
156,6676,6443,[]
157,6677,6447,[]
158,6678,6451,[]
159,6679,6455,[]
160,6680,6459,[]
161,6681,6463,[]
162,6688,386,[]
163,6692,6693,[]
164,6694,6695,[]
165,6712,6715,[]
166,6713,6715,[]
167,6714,6715,[]
168,6716,6719,[]
169,6717,6719,[]
170,6718,6719,[]
171,6720,6723,[]
172,6721,6723,[]
173,6722,6723,[]
174,6724,6727,[]
175,6725,6727,[]
176,6726,6727,[]
177,6728,6731,[]
178,6729,6731,[]
179,6730,6731,[]
180,6732,6735,[]
181,6733,6735,[]
182,6734,6735,[]
183,6770,6771,[]
184,6841,6846,[]
185,6842,6846,[]
186,6843,6846,[]
187,6844,6846,[]
188,6845,6846,[]
189,6847,6849,[]
190,6848,6849,[]
191,6854,6866,[]
192,6855,6866,[]
193,6856,6866,[]
194,6857,6866,[]
195,6858,6866,[]
196,6859,6866,[]
197,6860,6866,[]
198,6861,6866,[]
199,6862,6866,[]
200,6863,6866,[]
201,6864,6866,[]
202,6865,6866,[]
203,6867,6878,[]
204,6868,6878,[]
205,6869,6878,[]
206,6870,6878,[]
207,6871,6878,[]
208,6872,6878,[]
209,6873,6878,[]
210,6874,6878,[]
211,6875,6878,[]
212,6876,6878,[]
213,6877,6878,[]
214,6880,6881,[]
215,6887,6888,[]
216,6889,6890,[]
217,6891,6892,[]
218,6893,6895,[]
219,6902,6903,[]
220,6904,6905,[]
221,6907,6908,[]
222,6909,6910,[]
223,6929,6931,[]
224,6930,6931,[]
225,6941,6931,[]
226,6932,6934,[]
227,6933,6934,[]
228,6935,6937,[]
229,6936,6937,[]
230,6938,6940,[]
231,6939,6940,[]
232,6971,6973,[]
233,6972,6973,[]
234,6974,6975,[]
235,6976,6977,[]
236,6978,6979,[]
237,7069,6979,[]
238,6980,6981,[]
239,7070,6981,[]
240,6982,6983,[]
241,7071,6983,[]
242,6984,6985,[]
243,7072,6985,[]
244,6986,6987,[]
245,6988,6989,[]
246,6990,6991,[]
247,7073,6991,[]
248,6992,6993,[]
249,7062,6993,[]
250,6994,6995,[]
251,7063,6995,[]
252,6996,6997,[]
253,7064,6997,[]
254,6998,7000,[]
255,6999,7000,[]
256,7001,7003,[]
257,7002,7003,[]
258,7004,7005,[]
259,7065,7005,[]
260,7006,7007,[]
261,7066,7007,[]
262,7008,7009,[]
263,7067,7009,[]
264,7010,7011,[]
265,7068,7011,[]
266,7030,7032,[]
267,7031,7032,[]
268,7079,7081,[]
269,7080,7081,[]
270,7082,7084,[]
271,7083,7084,[]
272,7085,7087,[]
273,7086,7087,[]
274,7095,7105,[]
275,7096,7105,[]
276,7097,7105,[]
277,7098,7105,[]
278,7100,7105,[]
279,7101,7105,[]
280,7102,7105,[]
281,7103,7105,[]
282,7099,7106,[]
283,7104,7106,[]
284,7107,7108,[]
285,7112,7108,[]
286,7109,7110,[]
287,7113,7110,[]
288,7115,7116,[]
289,7117,7118,[]
290,7122,7124,[]
291,7123,7124,[]
292,7125,7126,[]
293,7129,7126,[]
294,7127,7128,[]
295,7130,7128,[]
296,7131,7132,[]
297,7133,7134,[]
298,7140,7141,[]
299,7144,7141,[]
300,7148,7149,[]
301,7153,7149,[]
302,7150,7151,[]
303,7154,7151,[]
304,7155,7156,[]
305,7157,7158,[]
306,7163,7169,[]
307,7166,7169,[]
308,7164,7170,[]
309,7167,7170,[]
310,7165,7171,[]
311,7168,7171,[]
312,7172,7176,[]
313,7174,7176,[]
314,7173,7177,[]
315,7175,7177,[]
316,7178,7179,[]
317,7180,7181,[]
318,7184,7190,[]
319,7187,7190,[]
320,7185,7191,[]
321,7188,7191,[]
322,7186,7192,[]
323,7189,7192,[]
324,7193,7195,[]
325,7194,7195,[]
326,7196,7198,[]
327,7197,7198,[]
328,7199,7200,[]
329,7202,7200,[]
330,7204,7205,[]
331,7206,7207,[]
332,7621,7628,[]
333,7622,7629,[]
334,7623,7630,[]
335,7624,7631,[]
336,7625,7632,[]
337,7626,7633,[]
338,7627,7634,[]
339,7644,7654,[]
340,7645,7655,[]
341,7646,7656,[]
342,7647,7657,[]
343,7648,7658,[]
344,7650,7659,[]
345,7669,7680,[]
346,7670,7681,[]
347,7671,7682,[]
348,7672,7683,[]
349,7676,7684,[]
350,7677,7685,[]
351,7678,7686,[]
352,7679,7687,[]
353,7694,7708,[]
354,7695,7709,[]
355,7696,7710,[]
356,7697,7711,[]
357,7698,7710,[]
358,7699,7711,[]
359,7700,7710,[]
360,7701,7711,[]
361,7702,7712,[]
362,7703,7713,[]
363,7704,7714,[]
364,7705,7715,[]
365,7706,7716,[]
366,7707,7717,[]
367,5541,5543,[]
368,5542,5543,[]
369,5544,5548,[]
370,5545,5548,[]
371,5546,5548,[]
372,5547,5548,[]
373,4993,5000,[]
374,4994,5000,[]
375,4995,5000,[]
376,4996,5000,[]
377,4997,5000,[]
378,4998,5000,[]
379,4999,5000,[]
380,5002,5004,[]
381,5003,5004,[]
382,5007,5010,[]
383,5008,5010,[]
384,5009,5010,[]
385,5013,5017,[]
386,5014,5017,[]
387,5015,5017,[]
388,5016,5017,[]
389,5018,5027,[]
390,5019,5027,[]
391,5020,5027,[]
392,5021,5027,[]
393,5022,5027,[]
394,5023,5027,[]
395,5024,5027,[]
396,5029,5032,[]
397,5030,5032,[]
398,5031,5032,[]
399,5033,5035,[]
400,5034,5035,[]
401,5037,5040,[]
402,5038,5040,[]
403,5039,5040,[]
404,5046,5049,[]
405,5047,5049,[]
406,5048,5049,[]
407,5041,5044,[]
408,5042,5044,[]
409,5043,5044,[]
410,5050,5044,[]
411,5051,5044,[]
412,5052,5044,[]
413,5055,5057,[]
414,5056,5057,[]
415,5058,5060,[]
416,5059,5060,[]
417,5062,5064,[]
418,5063,5064,[]
419,5065,5067,[]
420,5066,5067,[]
421,4696,4697,[]
422,4698,4699,[]
423,4700,4701,[]
424,6882,6885,[]
425,6884,6885,[]
426,6883,6885,[]
427,7905,7906,[]
428,7907,7908,[]
429,7910,7911,[]
430,7912,7913,[]
431,7914,7915,[]
432,7916,7917,[]
433,7918,7919,[]
434,7920,7921,[]
435,7922,7923,[]
436,7924,7925,[]
437,7926,7927,[]
438,7928,7929,[]
439,7930,7931,[]
440,7932,7933,[]
441,7934,7935,[]
442,7937,7938,[]
443,7939,7940,[]
444,7942,7943,[]
445,7944,7945,[]
446,7946,7947,[]
447,7948,7949,[]
448,7950,7951,[]
449,7952,7953,[]
450,7954,7955,[]
451,7956,7957,[]
452,7959,7960,[]
453,7961,7962,[]
454,7963,7964,[]
455,7966,7967,[]
456,7969,7970,[]
457,7971,7972,[]
458,7973,7974,[]
459,7976,7977,[]
460,7978,7979,[]
461,7980,7981,[]
462,7985,7986,[]
463,7987,7988,[]
464,7989,7990,[]
465,7991,7992,[]
466,7993,7994,[]
467,7995,7996,[]
468,7997,7998,[]
469,8151,8153,[]
470,8152,8153,[]
471,8154,8155,[]
472,8156,8157,[]
473,8158,8159,[]
474,8160,8161,[]
475,8162,8163,[]
476,8164,8165,[]
477,8166,8167,[]
478,8168,8169,[]
479,8170,8165,[]
480,8171,8167,[]
481,8172,8169,[]
482,8181,8183,[]
483,8182,8183,[]
484,8184,8185,[]
485,8186,8187,[]
486,8188,8189,[]
487,8191,8192,[]
488,8193,8194,[]
489,8197,8200,[]
490,8198,8200,[]
491,8199,8200,[]
492,8201,8205,[]
493,8202,8205,[]
494,8203,8205,[]
495,8204,8205,[]
496,8206,8209,[]
497,8207,8209,[]
498,8208,8209,[]
499,8210,8213,[]
500,8211,8213,[]
501,8212,8213,[]
502,8217,8218,[]
503,8219,8220,[]
504,8221,8222,[]
505,8223,8224,[]
506,8225,8226,[]
507,8227,8228,[]
508,8229,8230,[]
509,8231,8218,[]
510,8232,8220,[]
511,8233,8222,[]
512,8234,8224,[]
513,8235,8224,[]
514,8236,8226,[]
515,8237,8228,[]
516,8238,8230,[]
517,8239,8240,[]
518,8241,8242,[]
519,8243,8244,[]
520,8245,8246,[]
521,8247,8240,[]
522,8248,8242,[]
523,8249,8244,[]
524,8250,8246,[]
525,8257,8258,[]
526,8259,8260,[]
527,8261,8262,[]
528,8264,8265,[]
529,8270,8271,[]
530,8272,8273,[]
531,8274,8275,[]
532,8276,8277,[]
533,318,319,[]
534,8371,8373,[]
535,8372,8373,[]
536,8374,8375,[]
537,8376,8378,[]
538,8377,8378,[]
539,8379,8380,[]
540,8381,8383,[]
541,8382,8383,[]
542,8384,8385,[]
543,8386,8388,[]
544,8387,8388,[]
545,8389,8390,[]
546,8391,8393,[]
547,8392,8393,[]
548,8394,8395,[]
549,8397,8398,[]
550,8399,8400,[]
551,8401,8403,[]
552,8402,8403,[]
553,8404,8406,[]
554,8405,8406,[]
555,8409,8411,[]
556,8410,8411,[]
557,8415,8417,[]
558,8418,8421,[]
559,8422,8425,[]
560,8426,8428,[]
561,8427,8428,[]
562,8429,8431,[]
563,8430,8431,[]
564,8432,8434,[]
565,8433,8434,[]
566,8435,8437,[]
567,8436,8437,[]
568,8438,8440,[]
569,8439,8440,[]
570,8441,8442,[]
571,8458,8459,[]
572,8460,8462,[]
573,8461,8462,[]
574,8463,8464,[]
575,8467,8468,[]
576,8473,8468,[]
577,8469,8470,[]
578,8474,8470,[]
579,8529,8530,[]
580,8531,8532,[]
581,8534,8535,[]
582,8536,8537,[]
583,8540,8541,[]
584,8543,8544,[]
585,8545,8546,[]
586,8547,8548,[]
587,8549,8550,[]
588,8551,8552,[]
589,8553,8552,[]
590,8554,8555,[]
591,8556,8557,[]
592,8558,8559,[]
593,8561,8562,[]
594,8564,8565,[]
595,8568,8569,[]
596,8570,8571,[]
597,8628,8629,[]
598,8630,8631,[]
599,8632,8633,[]
600,8634,8635,[]
601,8636,8637,[]
602,8639,8640,[]
603,8641,8642,[]
604,8643,8644,[]
605,8645,8646,[]
606,8647,8648,[]
607,8649,8650,[]
608,8652,8653,[]
609,8654,8655,[]
610,8656,8657,[]
611,8658,8659,[]
612,8660,8661,[]
613,1798,1799,[]
614,6565,6566,[]
615,7257,6566,[]
616,1702,1687,[]
617,1703,1688,[]
618,1704,1689,[]
619,1705,1690,[]
620,1706,1691,[]
621,1707,1692,[]
622,1708,1693,[]
623,1709,1694,[]
624,1710,1695,[]
625,1711,1696,[]
626,1712,1697,[]
627,1713,1698,[]
628,1714,1699,[]
629,1715,1700,[]
630,1716,1701,[]
631,1785,1767,[]
632,1786,1768,[]
633,1787,1769,[]
634,1788,1770,[]
635,1789,1771,[]
636,1790,1772,[]
637,1791,1773,[]
638,1792,1774,[]
639,1793,1775,[]
640,1794,1776,[]
641,1795,1777,[]
642,1796,1778,[]
643,1797,1779,[]
644,1800,1780,[]
645,1801,1781,[]
646,1802,1782,[]
647,1803,1783,[]
648,1804,1784,[]
649,4451,4452,[]
650,6456,6455,[]
651,6457,6455,[]
652,6458,6455,[]
653,5159,5161,[]
654,5160,5161,[]
655,5162,5164,[]
656,5163,5164,[]
657,6328,6330,[]
658,6329,6331,[]
659,6334,6336,[]
660,6335,6337,[]
661,6340,6342,[]
662,6341,6343,[]
663,6346,6348,[]
664,6347,6349,[]
665,6307,6331,[]
666,6309,6337,[]
667,6311,6343,[]
668,6313,6349,[]
669,6464,6463,[]
670,6465,6463,[]
671,6466,6463,[]
672,8777,8778,[]
673,8779,8780,[]
674,8781,8782,[]
675,8783,8784,[]
676,8785,8786,[]
677,8787,8788,[]
678,8789,8790,[]
679,8791,8792,[]
680,8795,8796,[]
681,8797,8798,[]
682,8799,8800,[]
683,8802,8803,[]
684,8804,8805,[]
685,8808,8810,[]
686,8811,8813,[]
687,8814,8816,[]
688,8817,8819,[]
