"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32"
22,4,22,"",[19],[100],0,"At Least Two Red and One Green Socket",7,[],0,"RRG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
23,4,23,"",[19],[100],0,"At Least Two Red and One Blue Socket",7,[],0,"RRB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
24,4,24,"",[19],[100],0,"At Least Two Green and One Red Socket",7,[],0,"GGR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
25,4,25,"",[19],[100],0,"At Least Two Green and One Blue Socket",7,[],0,"GGB",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
26,4,26,"",[19],[100],0,"At Least Two Blue and One Green Socket",7,[],0,"BBG",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",7,[],0,"BBR",0,0,[],"","","",[244],0,"[0,1,2,3,6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",3,"","",0
28,6,0,8347,[],[],68,"",7,"[35,38]",0,"",0,69,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
29,6,1,8348,[],[],70,"",7,"[35,38]",0,"",0,71,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
30,6,2,8349,[],[],72,"",7,"[35,38]",0,"",0,73,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
31,6,3,8350,[],[],74,"",7,"[35,38]",0,"",0,75,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
32,6,4,8351,[],[],76,"",7,"[35,38]",0,"",0,77,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
33,6,5,8352,[],[],78,"",7,"[35,38]",0,"",0,79,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
34,6,6,8353,[],[],80,"",7,"[35,38]",0,"",0,81,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
35,6,7,8354,[],[],82,"",7,"[35,38]",0,"",0,100,[],"",1,1,[],0,"[14,15]",0,"",0,0,[],[],1203,1203,"","",0,1669,"",0
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",2,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,[14],0,"",0,0,[],[8035],1203,1203,"","",3,"","",0
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,[14],0,"",0,0,[],[],1203,1203,"","",3,"","",0
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,[14],0,"",0,0,[],[],1203,1203,"","",3,"","",0
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1203,1203,"","",3,"","",0
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",6,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,[14],0,"",0,0,[],[],1203,1203,"","",3,"","",0
41,6,13,8393,[],[],68,"Infused Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1922,"",1
42,6,14,8386,[],[],68,"Infused Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1908,"",1
43,6,15,8380,[],[],68,"Infused Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1905,"",1
44,6,16,8477,[],[],68,"Infused Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1947,"",1
45,6,17,8406,[],[],68,"Infused Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1923,"",1
46,6,18,8375,[],[],68,"Infused Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,1903,"",1
47,6,19,13153,[],[],68,"Infused Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[7182],1203,1203,"","",0,4709,"",1
48,6,20,30116,[],[],68,"Corrupting Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,9939,"",2
49,6,21,30117,[],[],68,"Monstrous Treasure",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,9940,"",2
50,6,22,30118,[],[],68,"Alluring Vaal Side Area",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,9941,"",2
51,6,23,30119,[],[],68,"Improved Labyrinth Trial",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,9942,"",2
52,6,24,13998,[2],[2],69,"Abyss",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],310,1203,"","",0,5023,"",0
53,6,25,8379,[2],[3],71,"Domination",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],299,1203,"","",0,1905,"",0
54,6,26,8476,[2],[3],73,"Bloodlines",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],300,1203,"","",0,1947,"",0
55,6,27,8374,[2],[4],76,"Ambush",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],305,1203,"","",0,1903,"",0
56,6,28,13152,[2],[4],79,"Harbinger",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],315,1203,"","",0,4709,"",0
57,6,29,8407,[2],[5],82,"Beyond",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],302,1203,"","",0,1924,"",0
58,6,30,23245,[2],[13],83,"Ritual",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1114,1203,"","",0,8919,"",0
59,6,31,8395,[2],[2],101,"Onslaught",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],304,1203,"","",0,1910,"",0
60,6,32,12435,[2],[2],101,"Breach",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],308,1203,"","",0,4273,"",0
61,6,33,8392,[2],[2],101,"Anarchy",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],298,1203,"","",0,1922,"",0
62,6,34,8385,[2],[4],101,"Nemesis",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],301,1203,"","",0,1908,"",0
63,6,35,8642,[2],[5],101,"Torment",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],309,1203,"","",0,2078,"",0
64,6,36,12176,[2],[3],101,"Essence",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],297,1203,"","",0,4097,"",0
65,6,37,8372,[2],[2],101,"Invasion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],311,1203,"","",0,1901,"",0
66,6,38,8405,[2],[2],101,"Rampage",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],312,1203,"","",0,1923,"",0
67,6,39,8834,[2],[4],101,"Tempest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],313,1203,"","",0,2212,"",0
68,6,40,11406,[13],[3],101,"Talisman",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],314,1203,"","",0,3638,"",0
69,6,41,21802,[2],[5],101,"Metamorph",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],661,1203,"","",0,7818,"",0
70,6,42,20973,[2],[16],101,"Delirium",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],745,1203,"","",0,7276,"",0
71,6,43,19745,[2],[6],101,"Legion",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],303,1203,"","",0,6969,"",0
72,6,44,21717,[2],[12],101,"Harvest",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1106,1203,"","",0,7739,"",0
73,6,45,9098,[2],[2],101,"Warbands",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],306,1203,"","",0,2457,"",0
74,6,46,19896,[2],[8],101,"Blight",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],316,1203,"","",0,4372,"",0
75,6,47,21713,[2],[6],101,"Heist",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1105,1203,"","",0,7735,"",0
76,6,48,5138,[2],[2],101,"Monster Life I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,705,"",0
77,6,49,5139,[2],[2],101,"Monster Life II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,705,"",0
78,6,50,5140,[2],[2],101,"Monster Life III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,705,"",0
79,6,51,5141,[2],[2],101,"Monster Life IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,705,"",0
80,6,52,5162,[2],[2],101,"Monster Damage I",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,709,"",0
81,6,53,5163,[2],[2],101,"Monster Damage II",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,709,"",0
82,6,54,5164,[2],[2],101,"Monster Damage III",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,709,"",0
83,6,55,5165,[2],[2],101,"Monster Damage IV",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,709,"",0
84,6,56,5005,[2],[6],101,"Area is inhabited by Spiders",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,651,"",0
85,6,57,5006,[2],[6],101,"Area is inhabited by Blackguards",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,652,"",0
86,6,58,5004,[2],[6],101,"Area is inhabited by Bandits",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",0,624,"",0
87,6,59,4975,[2],[2],101,"Additional Totems",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",1,616,"",0
88,6,60,4982,[2],[3],101,"Additional Rogue Exiles",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",1,1710,"",0
89,6,61,5033,[2],[3],101,"Monsters from Beyond",7,[35],0,"",0,0,[],"","",1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",1,1977,"",0
90,6,62,5040,[2],[3],101,"Twinned Unique Bosses",7,[35],0,"",0,0,[],"",1,1,[],0,[14],0,"",0,0,[],[],1203,1203,"","",1,668,"",0
91,3,0,17149,[11],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1203,1203,"","",1,0,1,0
92,3,1,17113,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1203,1203,"","",2,111,"",0
93,3,2,17116,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1203,1203,"","",2,112,"",0
94,3,3,17119,[10],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1203,1203,"","",2,113,"",0
95,3,4,17135,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[744],[],1203,1203,"","",2,362,"",0
96,3,5,17138,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[745],[],1203,1203,"","",2,366,"",0
97,3,6,17141,[15],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,[746],[],1203,1203,"","",2,370,"",0
98,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,[],[],1203,1203,"","",3,"","",0
99,3,8,17114,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,111,"",0
100,3,9,17115,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,111,"",0
101,3,10,17117,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,112,"",0
102,3,11,17118,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,112,"",0
103,3,12,17120,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,113,"",0
104,3,13,17121,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,113,"",0
105,3,14,17122,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1335,"",0
106,3,15,17123,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1335,"",0
107,3,16,17124,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1335,"",0
108,3,17,17125,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1337,"",0
109,3,18,17126,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1337,"",0
110,3,19,17127,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1337,"",0
111,3,20,17128,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1336,"",0
112,3,21,17129,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1336,"",0
113,3,22,17130,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1336,"",0
114,3,23,17131,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,114,1,0
115,3,24,17132,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,114,1,0
116,3,25,17133,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,6916,1,0
117,3,26,17134,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[],1203,1203,"","",2,6916,1,0
118,3,27,17136,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[744],[],1203,1203,"","",2,362,"",0
119,3,28,17137,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[744],[],1203,1203,"","",2,362,"",0
120,3,29,17139,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[745],[],1203,1203,"","",2,366,"",0
121,3,30,17140,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[745],[],1203,1203,"","",2,366,"",0
122,3,31,17142,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[746],[],1203,1203,"","",2,370,"",0
123,3,32,17143,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[746],[],1203,1203,"","",2,370,"",0
124,3,33,17144,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1203,1203,"","",2,372,"",0
125,3,34,17145,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],1203,1203,"","",2,372,"",0
126,3,35,17146,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[],1203,1203,"","",1,125,1,0
127,3,36,17147,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[],1203,1203,"","",1,125,1,0
128,3,37,17148,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[],1203,1203,"","",1,125,1,0
129,3,38,17150,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",1,0,1,0
130,3,39,17151,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",1,0,1,0
131,3,40,17152,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[],1203,1203,"","",1,0,1,0
132,3,41,17153,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[],1203,1203,"","",1,0,1,0
133,3,42,17154,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[],1203,1203,"","",1,21,1,0
134,3,43,17155,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[],1203,1203,"","",1,21,1,0
135,3,44,17156,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,22,1,0
136,3,45,17157,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[],1203,1203,"","",2,22,1,0
137,3,46,17158,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[],1203,1203,"","",2,28,1,0
138,3,47,17166,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[],1203,1203,"","",1,11,1,0
139,3,48,17167,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[],1203,1203,"","",1,11,1,0
140,3,49,17168,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[],1203,1203,"","",1,11,1,0
141,3,50,17169,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[],1203,1203,"","",1,11,1,0
142,3,51,17162,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[],1203,1203,"","",1,11,1,0
143,3,52,17163,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,11,1,0
144,3,53,17164,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,11,1,0
145,3,54,17165,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[],1203,1203,"","",1,11,1,0
146,3,55,17159,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[],1203,1203,"","",1,11,1,0
147,3,56,17160,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[],1203,1203,"","",1,11,1,0
148,3,57,17161,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[],1203,1203,"","",1,11,1,0
