"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
41,8825,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","",""
42,8826,[],[639],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","",""
43,8827,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","",""
44,8828,[],[641],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","",""
45,8829,[],[324],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,37]","[43,22]","",""
46,8830,[],[313],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,27]","[45,10]","",""
47,8831,[],[320],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,65]","[46,74]","",""
48,8832,[],[323],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,36]","[47,21]","",""
49,8833,[],[311],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,30]","[48,13]","",""
50,8834,[],[316],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,32]","[49,17]","",""
51,8835,[],[27],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,66]","[50,75]","",""
52,8836,[],[309],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,28]","[51,11]","",""
53,8837,[],[318],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,34]","[52,15]","",""
54,8838,[],[317],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,33]","[53,18]","",""
55,8839,[],[637],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,67]","[54,76]","",""
56,8840,[],[645],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,68]","[55,77]","",""
57,8841,[],[630],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,40]","[56,39]","",""
58,8842,[],[310],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,29]","[57,12]","",""
59,8843,[],[312],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,31]","[58,14]","",""
60,8844,[],[34],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,69]","[59,19,25]","",""
61,8845,[],[321],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,70]","[60,78]","",""
62,8846,[],[639],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,42]","[61,41]","",""
63,8847,[],[319],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,71]","[62,20,26]","",""
64,8848,[],[641],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,72]","[63,79,16]","",""
65,8849,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","",""
66,8850,[],[638],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","",""
67,8851,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","",""
68,8852,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","",""
69,8853,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","",""
70,8854,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","",""
71,8855,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","",""
72,8856,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","",""
73,8857,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","",""
74,8858,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","",""
75,8859,[],[637],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","",""
76,8860,[],[645],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","",""
77,8861,[],[630],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","",""
78,8862,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","",""
79,8863,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","",""
80,8864,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","",""
81,8865,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","",""
82,8866,[],[639],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","",""
83,8867,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","",""
84,8868,[],[641],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","",""
85,8869,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","",""
86,8870,[],[638],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","",""
87,8871,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","",""
88,8872,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","",""
89,8873,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","",""
90,8874,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","",""
91,8875,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","",""
92,8876,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","",""
93,8877,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","",""
94,8878,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","",""
95,8879,[],[637],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","",""
96,8880,[],[645],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","",""
97,8881,[],[630],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","",""
98,8882,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","",""
99,8883,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","",""
100,8884,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","",""
101,8885,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","",""
102,8886,[],[639],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","",""
103,8887,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","",""
104,8888,[],[641],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","",""
105,8889,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","",""
106,8890,[],[638],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","",""
107,8891,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","",""
108,8892,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","",""
109,8893,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","",""
110,8894,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","",""
111,8895,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","",""
112,8896,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","",""
113,8897,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","",""
114,8898,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","",""
115,8899,[],[637],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","",""
116,8900,[],[645],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","",""
117,8901,[],[630],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","",""
118,8902,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","",""
119,8903,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","",""
120,8904,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","",""
121,8905,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","",""
122,8906,[],[639],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","",""
123,8907,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","",""
124,8908,[],[641],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","",""
125,8909,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","",""
126,8910,[],[638],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","",""
127,8911,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","",""
128,8912,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","",""
129,8913,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","",""
130,8914,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","",""
131,8915,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","",""
132,8916,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","",""
133,8917,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","",""
134,8918,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","",""
135,8919,[],[637],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","",""
136,8920,[],[645],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","",""
137,8921,[],[630],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","",""
138,8922,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","",""
139,8923,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","",""
140,8924,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","",""
141,8925,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","",""
142,8926,[],[639],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","",""
143,8927,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","",""
144,8928,[],[641],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","",""
145,8929,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","",""
146,8930,[],[638],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","",""
147,8931,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","",""
148,8932,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","",""
149,8933,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","",""
150,8934,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","",""
151,8935,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","",""
152,8936,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","",""
153,8937,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","",""
154,8938,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","",""
155,8939,[],[637],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","",""
156,8940,[],[645],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","",""
157,8941,[],[630],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","",""
158,8942,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","",""
159,8943,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","",""
160,8944,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","",""
161,8945,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","",""
162,8946,[],[639],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","",""
163,8947,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","",""
164,8948,[],[641],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","",""
165,8949,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","",""
166,8950,[],[638],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","",""
167,8951,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","",""
168,8952,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","",""
169,8953,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","",""
170,8954,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","",""
171,8955,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","",""
172,8956,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","",""
173,8957,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","",""
174,8958,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","",""
175,8959,[],[637],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","",""
176,8960,[],[645],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","",""
177,8961,[],[630],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","",""
178,8962,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","",""
179,8963,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","",""
180,8964,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","",""
181,8965,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","",""
182,8966,[],[639],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","",""
183,8967,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","",""
184,8968,[],[641],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","",""
185,8969,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","",""
186,8970,[],[638],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","",""
187,8971,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","",""
188,8972,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","",""
189,8973,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","",""
190,8974,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","",""
191,8975,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","",""
192,8976,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","",""
193,8977,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","",""
194,8978,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","",""
195,8979,[],[637],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","",""
196,8980,[],[645],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","",""
197,8981,[],[630],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","",""
198,8982,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","",""
199,8983,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","",""
200,8984,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","",""
201,8985,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","",""
202,8986,[],[639],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","",""
203,8987,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","",""
204,8988,[],[641],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","",""
205,8989,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","",""
206,8990,[],[638],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","",""
207,8991,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","",""
208,8992,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","",""
209,8993,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","",""
210,8994,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","",""
211,8995,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","",""
212,8996,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","",""
213,8997,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","",""
214,8998,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","",""
215,8999,[],[637],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","",""
216,9000,[],[645],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","",""
217,9001,[],[630],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","",""
218,9002,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","",""
219,9003,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","",""
220,9004,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","",""
221,9005,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","",""
222,9006,[],[639],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","",""
223,9007,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","",""
224,9008,[],[641],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","",""
225,9009,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","",""
226,9010,[],[638],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","",""
227,9011,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","",""
228,9012,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","",""
229,9013,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","",""
230,9014,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","",""
231,9015,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","",""
232,9016,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","",""
233,9017,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","",""
234,9018,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","",""
235,9019,[],[637],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","",""
236,9020,[],[645],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","",""
237,9021,[],[630],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","",""
238,9022,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","",""
239,9023,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","",""
240,9024,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","",""
241,9025,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","",""
242,9026,[],[639],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","",""
243,9027,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","",""
244,9028,[],[641],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","",""
245,9029,[],[324],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,37]","[43,22]","",""
246,9030,[],[638],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,64]","[44,73]","",""
247,9031,[],[313],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,27]","[45,10]","",""
