"rownum","Id","BaseItemTypesKey","X","Y","IntId","SlotWidth","SlotHeight","IsUpgradableEssenceSlot"
59,"Metadata/Items/Currency/CurrencyEssenceRage3",132,190,619,59,1,1,1
60,"Metadata/Items/Currency/CurrencyEssenceRage4",133,117,619,60,1,1,1
61,"Metadata/Items/Currency/CurrencyEssenceRage5",134,44,618,61,1,1,""
62,"Metadata/Items/Currency/CurrencyEssenceWrath1",135,335,764,62,1,1,1
63,"Metadata/Items/Currency/CurrencyEssenceWrath2",136,263,764,63,1,1,1
64,"Metadata/Items/Currency/CurrencyEssenceWrath3",137,190,764,64,1,1,1
65,"Metadata/Items/Currency/CurrencyEssenceWrath4",138,117,764,65,1,1,1
66,"Metadata/Items/Currency/CurrencyEssenceWrath5",139,44,764,66,1,1,""
67,"Metadata/Items/Currency/CurrencyEssenceDoubt1",140,335,837,67,1,1,1
68,"Metadata/Items/Currency/CurrencyEssenceDoubt2",141,263,837,68,1,1,1
69,"Metadata/Items/Currency/CurrencyEssenceDoubt3",142,190,837,69,1,1,1
70,"Metadata/Items/Currency/CurrencyEssenceDoubt4",143,117,837,70,1,1,1
71,"Metadata/Items/Currency/CurrencyEssenceDoubt5",144,44,837,71,1,1,""
72,"Metadata/Items/Currency/CurrencyEssenceAnguish1",145,613,182,72,1,1,1
73,"Metadata/Items/Currency/CurrencyEssenceAnguish2",146,685,182,73,1,1,1
74,"Metadata/Items/Currency/CurrencyEssenceAnguish3",147,760,182,74,1,1,1
75,"Metadata/Items/Currency/CurrencyEssenceAnguish4",148,833,182,75,1,1,""
76,"Metadata/Items/Currency/CurrencyEssenceLoathing1",149,613,38,76,1,1,1
77,"Metadata/Items/Currency/CurrencyEssenceLoathing2",150,685,38,77,1,1,1
78,"Metadata/Items/Currency/CurrencyEssenceLoathing3",151,760,38,78,1,1,1
79,"Metadata/Items/Currency/CurrencyEssenceLoathing4",152,833,38,79,1,1,""
80,"Metadata/Items/Currency/CurrencyEssenceSpite1",153,613,256,80,1,1,1
81,"Metadata/Items/Currency/CurrencyEssenceSpite2",154,686,256,81,1,1,1
82,"Metadata/Items/Currency/CurrencyEssenceSpite3",155,760,256,82,1,1,1
83,"Metadata/Items/Currency/CurrencyEssenceSpite4",156,833,256,83,1,1,""
84,"Metadata/Items/Currency/CurrencyEssenceZeal1",157,613,111,84,1,1,1
85,"Metadata/Items/Currency/CurrencyEssenceZeal2",158,686,111,85,1,1,1
86,"Metadata/Items/Currency/CurrencyEssenceZeal3",159,760,111,86,1,1,1
87,"Metadata/Items/Currency/CurrencyEssenceZeal4",160,833,111,87,1,1,""
88,"Metadata/Items/Currency/CurrencyEssenceMisery1",161,686,474,88,1,1,1
89,"Metadata/Items/Currency/CurrencyEssenceMisery2",162,760,474,89,1,1,1
90,"Metadata/Items/Currency/CurrencyEssenceMisery3",163,833,474,90,1,1,""
91,"Metadata/Items/Currency/CurrencyEssenceDread1",164,686,547,91,1,1,1
92,"Metadata/Items/Currency/CurrencyEssenceDread2",165,760,547,92,1,1,1
93,"Metadata/Items/Currency/CurrencyEssenceDread3",166,833,547,93,1,1,""
94,"Metadata/Items/Currency/CurrencyEssenceScorn1",167,686,329,94,1,1,1
95,"Metadata/Items/Currency/CurrencyEssenceScorn2",168,760,329,95,1,1,1
96,"Metadata/Items/Currency/CurrencyEssenceScorn3",169,833,329,96,1,1,""
97,"Metadata/Items/Currency/CurrencyEssenceEnvy1",170,686,402,97,1,1,1
98,"Metadata/Items/Currency/CurrencyEssenceEnvy2",171,760,402,98,1,1,1
99,"Metadata/Items/Currency/CurrencyEssenceEnvy3",172,833,402,99,1,1,""
100,"Metadata/Items/Currency/CurrencyEssenceHysteria1",173,833,838,100,1,1,""
101,"Metadata/Items/Currency/CurrencyEssenceInsanity1",174,833,620,101,1,1,""
102,"Metadata/Items/Currency/CurrencyEssenceHorror1",175,833,693,102,1,1,""
103,"Metadata/Items/Currency/CurrencyEssenceDelirium1",176,833,765,103,1,1,""
104,"Metadata/Items/Currency/CurrencyCorruptMonolith",177,760,620,104,1,1,""
105,"GenericSlot1","",760,693,105,1,1,""
106,"GenericSlot2","",760,765,106,1,1,""
107,"GenericSlot3","",760,838,107,1,1,""
108,"CraftingSlot","",514,653,108,2,4,""
