"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect"
104,"WbLightningEliteSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
105,"BanditSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
106,"SkeletonBossCrossroadsSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
107,"ExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
108,"GladiatorBossEliteVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
109,"WbVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
110,"DarkExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
111,"BullBossVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
112,"RockGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
113,"RockGolemMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
114,"RockGolemSlamTriggered1","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
115,"RockGolemSlamTriggered2","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
116,"RockGolemSlamTriggered3","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
117,"RockGolemSlamTriggered4","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
118,"RockGolemSlamTriggered5","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
119,"RockGolemSlamTriggered6","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
120,"ScorpionBurrowSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
121,"GoatmanMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
122,"RockGolemSlamMinotaur","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
123,"CoralGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
124,"DemonModularSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
125,"BestiaryBeastMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
126,"SentinelHolySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
127,"SentinelHolySlamBloodGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
128,"SentinelHolySlamFaithGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
129,"SentinelHolySlamCelestial","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
130,"SentinelHolySlamCelestialDominating","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
131,"SentinelHolySlamDemonic","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
132,"SentinelHolySlamEmpyrean","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
133,"SentinelHolySlamPolarisWhite","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
134,"SentinelHolySlamDragonHunter","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
135,"BetrayalSentinelUnholySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],51,"","",[],""
136,"DjinnSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,590,"","",[],"","","",[],""
137,"GroundSlamBrute","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
138,"GroundSlamStatue","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
139,"GroundSlamStatueInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
140,"BloodlinesMudElementalGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
141,"BloodlinesBloodElementalBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
142,"ProphecyBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
143,"ExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
144,"AxisBossGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
145,"DropBearSummonedGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
146,"ShieldCrabGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
147,"WbGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
148,"WbGroundSlamFireElite","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
149,"ProphecyZombieGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
150,"KaruiSpiritGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
151,"TalismanGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
152,"DarkExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
153,"BestiaryKiwethGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
154,"KaomWarriorGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,324,"","",[],"","","",[],""
155,"KaomWarriorGroundSlamSynthesis","",[],0,0,"",4,[],[],"",0,[],"",2,1000,324,"","",[],"","","",[],""
156,"HellionGreustGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
157,"GroundSlamBeast","",[],0,0,"",1,[],[],"",0,[],"",2,1000,4,"","",[],13,"","",[],""
158,"GroundSlamFormosanBeastiary","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
159,"AbyssBoneHuskSpellNova","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],""
160,"AbyssUndyingSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],""
161,"BestiaryChimeraSpiritSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],""
162,"AbyssLichBoss2SpellNova","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,880,"","",[],"","","",[],""
163,"Cleave","",[],0.67,0.0233,"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],""
164,"CleaveRoyale","",[],0.67,0.0233,"",1,[],[],"",105969870,[],"",2,1000,6,"","",[],"","","",[],""
165,"MonsterCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
166,"MonsterCleaveWithEffect","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
167,"VaalSideAreaBossVendigoCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
168,"TaniwhaCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
169,"BreachBossCleavePhysical","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
170,"WbCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
171,"WbChaosLeaderCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
172,"BeastCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
173,"ExileCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
174,"ExileCleaveStun","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
175,"KitavaDemonCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
176,"VultureBossCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
177,"BanditBearCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
178,"ArakaaliCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
179,"UnholyTrioCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
180,"AbyssLichCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
181,"BestiaryLynxCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
182,"HeraldOfAgonyMinionCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
183,"LegionEternalEmpireMeleeCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
184,"NewShieldCharge","",[],1.78,0.0173,"",1,[],[],"",-287394882,[],"",2,1000,9,"","",[],"","","",[],""
185,"NewShieldChargeRoyale","",[],2,0.0178,"",1,[],[],"",1453068048,[],"",2,1000,9,"","",[],"","","",[],""
186,"ShieldCharge","",[],0,0,"",1,[],[],"",1904309587,[],"",2,1000,7,"","",[],"","","",[],""
187,"RhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
188,"RhoaShieldChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
189,"RhoaShieldChargeTauntHarvest","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
190,"RhoaShieldChargeTauntUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
191,"HarvestBearBossChargeNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
192,"HarvestBearBossChargeMediumNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
193,"HarvestBearBossChargeFar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
194,"HarvestBeastCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
195,"BestiaryRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
196,"SpectralSkullShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
197,"RhoaMapBossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
198,"AxisShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
199,"DominatingBlowMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
200,"BetrayalElreonMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
201,"RhoaShieldChargeInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
202,"RhoaShieldChargeUntainted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
203,"GuardianShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
204,"AnimatedBustShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
205,"ExileShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
206,"ExileShieldChargeWeak","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
207,"ExileShieldChargeKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
208,"VaganShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
209,"ProphecyRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
210,"SummonedRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
211,"BoarBanditShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
212,"AnimalPackShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
213,"TemplarShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
214,"TemplarCultistShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
215,"AnimatedShieldShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
216,"InvisibleDaemonShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
217,"HeistMilitaryEliteShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
218,"HeistMilitaryMinibossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
219,"HeistRoboDogCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
220,"SpikerBullCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
221,"SpikerBullChargePast","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
222,"ReaperWraithCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
