"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]","[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]",1316,"[4573,4574,6,6,4495,4496,4497,2,14,11,11]","[4575,4576,5047,6,6,4495,4496,4497,2,2]"
11,"Descent12","[4525,1,1,1,5334,5324,5014,5029,5364,5363,14,6,2,15,15]","[1,1,1,4525,5363,5014,5029,5324,5364,5334,12,12,6,2]","[4525,1,1,1,5334,5324,5014,5029,5364,5323,14,6,2,15,15]","[1,1,1,4525,5364,5323,5014,5029,5334,5324,12,12,6,2]","[4525,1,1,1,5328,5014,5029,5498,5364,5361,14,6,2,15,15]","[1,1,1,4525,5364,5014,5029,5361,5498,5328,12,12,6,2]","[4525,1,1,1,5364,5327,5014,5029,5365,5322,14,6,2,15,15]","[1,1,1,4525,5365,5327,5322,5364,12,12,6,2]","[4525,1,1,1,5014,5029,5365,5363,5322,14,6,2,15,15]","[1,1,1,4525,5365,5014,5029,5363,5322,12,12,6,2]","[4525,1,1,1,5014,5029,5363,5322,5364,5323,14,6,2,15,15]","[1,1,1,4525,5014,5029,5363,5322,5364,5323,12,12,6,2]",1317,"[4525,1,1,1,5014,5029,5363,5364,5322,14,6,2,15,15]","[1,1,1,4525,5014,5029,5363,5364,5322,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1318,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5405,5542,5557]","[21,21,20,20,20,19,19,13,13,5405,5542,5557]","[6,6,2,2,13,13,5405,5542,5557]","[21,21,20,20,20,19,19,13,13,5405,5542,5557]","[6,6,2,2,13,13,5489,5405,5530]","[21,21,20,20,20,19,19,13,13,5489,5405,5530]","[6,6,2,2,13,13,5440,5451,5554,5527,5531]","[21,21,20,20,20,19,19,13,13,5440,5451,5554,5527,5531]","[6,6,2,2,13,13,5438,5440,5451,5554,5531]","[21,21,20,20,20,19,19,13,13,5438,5440,5451,5554,5531]","[6,6,2,2,13,13,5438,5554,5542,5557]","[21,21,20,20,20,19,19,13,13,5438,5554,5542,5557]",1319,"[6,6,2,2,13,13,5438,5405,5554,5542,5557]","[21,21,20,20,20,19,19,13,13,5405,5438,5554,5542,5557]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1320,[],[]
15,"Descent2_2_1","[4491,4493,10,10,15,11,4574,4520,5385,5335,5520,5010,5010,5025,5555]",[],"[4491,4493,10,10,15,11,4574,4520,5010,5010,5025,5333,5385,5354,5520,5555]",[],"[4491,4493,10,10,15,11,4574,4520,5010,5025,5010,5354,5268,5532]",[],"[4491,4493,10,10,15,11,4574,4520,5010,5025,5010,5382,5354,5543,5538]",[],"[4491,4493,10,10,15,11,4574,4520,5010,5025,5010,5543,5538]",[],"[4491,4493,10,10,15,11,4574,4520,5010,5025,5010,5390,5520,5538,5555]",[],1322,"[4491,4493,10,10,15,11,4574,4520,5010,5025,5010,5385,5520,5538,5555]",[]
16,"Descent2_2_2","[4492,10,10,15,11,1,1,1,4573,6,4519,5385,5335,5520,5010,5025,5555]",[],"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5333,5385,5354,5520,5555]",[],"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5354,5268,5532]",[],"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5382,5354,5543,5538]",[],"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5543,5538]",[],"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5390,5520,5538,5555]",[],1323,"[4492,10,10,15,11,1,1,1,4573,6,4519,5010,5025,5385,5520,5538,5555]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5011,5026]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1324,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5408,5273,5011]",[],"[5011,5273,5408,5276]",[],"[5011,5276,5279,5408]",[],"[5011,5282,5279,5276,5547,5417]",[],"[5011,5282,5276,5547]",[],"[5011,5273,5282,5408]",[],1327,"[5011,5279,5282,5273,5408,5276]",[]
19,"Descent2_5_1","[4521,4523,6,11,11,14,1,1,4575]",[],"[4522,4523,6,11,11,14,1,1,4575]",[],"[4522,4523,6,11,11,14,1,1,4575]",[],"[4521,4523,6,11,11,14,1,1,4575]",[],"[4522,4523,6,11,11,14,1,1,4575]",[],"[4522,4521,6,11,11,14,1,1,4575]",[],1328,"[4522,4523,6,11,11,14,1,1,4575]",[]
20,"Descent2_5_2","[4521,4522,6,6,2,4573]",[],"[4521,4523,6,6,2,4573]",[],"[4521,4522,6,6,2,4573]",[],"[4521,4522,6,6,2,4573]",[],"[4521,4522,6,6,2,4573]",[],"[4523,4522,6,6,2,4573]",[],1329,"[4521,4522,6,6,2,4573]",[]
21,"Descent2_6_1","[6,6,2,5249,5012,5027,5552]",[],"[6,6,2,5414,5552,5249]",[],"[6,6,2,5414,5338,5355]",[],"[6,6,2,5414,5245,5419,5546,5534]",[],"[6,6,2,5245,5349,5356,5546,5534]",[],"[6,6,2,5245,5349,5437,5410,5552]",[],1330,"[6,6,2,5245,5552,5349]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5249,5012,5027,5552]",[],"[21,20,19,23,21,20,19,23,5414,5552,5249]",[],"[21,20,19,23,21,20,19,23,5414,5338,5355]",[],"[21,20,19,23,21,20,19,23,5414,5245,5419,5546,5534]",[],"[21,20,19,23,21,20,19,23,5245,5349,5356,5546,5534]",[],"[21,20,19,23,21,20,19,23,5245,5349,5437,5410,5552]",[],1332,"[21,20,19,23,21,20,19,23,5245,5552,5349]",[]
23,"Descent2_8_1","[6,2,2,4526,4527,21,20,19,21,20,19,5494,5495,5493,5254]",[],"[6,2,2,4526,4528,21,20,19,21,20,19,5493,5494,5495,5254,5261]",[],"[6,2,2,4526,4527,21,20,19,21,20,19,5494,5495,5493,5261,5389]",[],"[6,2,2,4526,4527,21,20,19,21,20,19,5495,5494,5493,5261,5389]",[],"[6,2,2,4527,4528,21,20,19,21,20,19,5495,5494,5447,5389]",[],"[6,2,2,4526,4527,21,20,19,21,20,19,5495,5494,5389,5493,5254]",[],1336,"[6,2,2,4526,4527,21,20,19,21,20,19,4528,5495,5494,5493,5261,5254,5389]",[]
24,"Descent2_8_2","[6,4526,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5494,5495,5493,5254,5012,5027]",[],"[6,4527,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5493,5494,5495,5254,5261]",[],"[6,4527,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5494,5495,5493,5261,5389]",[],"[6,4526,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5495,5494,5493,5261,5389]",[],"[6,4526,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5495,5494,5447,5389]",[],"[6,4527,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,5495,5494,5389,5493,5254]",[],1337,"[6,4527,4528,10,10,11,11,1,1,21,20,19,21,20,19,14,4526,5495,5494,5493,5261,5254,5389]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4497,5316,5274,5346,5013,5013,5028,5028,4497]",[],"[6,2,13,13,13,2,6,6,6,2,4497,5443,5274,5346,5316,4497]",[],"[6,2,13,13,13,2,6,6,6,2,4497,5443,5274,5346,4497]",[],"[6,2,13,13,13,2,6,6,6,2,4497,5319,5274,5316,5526,4497]",[],"[6,2,13,13,13,2,6,6,6,2,4497,5319,5339,4497]",[],"[6,2,13,13,13,2,6,6,6,2,4497,5319,5339,5346,5316,4497]",[],1338,"[6,2,13,13,13,2,6,6,6,2,4497,5316,5274,5346,5319,5339,5443,4497]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4495,5316,5274,5346,5013,5013,5028,5028,4495]",[],"[6,2,13,13,13,1,1,21,20,19,4495,5443,5274,5346,5316,4495]",[],"[6,2,13,13,13,1,1,21,20,19,4495,5443,5274,5346,4495]",[],"[6,2,13,13,13,1,1,21,20,19,4495,5319,5274,5316,5526,4495]",[],"[6,2,13,13,13,1,1,21,20,19,4495,5319,5339,4495]",[],"[6,2,13,13,13,1,1,21,20,19,4495,5319,5339,5346,5316,4495]",[],1339,"[6,2,13,13,13,1,1,21,20,19,4495,5316,5274,5346,5319,5339,5443,4495]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4496,5316,5274,5346,5013,5013,5028,5028,4496]",[],"[6,2,13,13,13,2,6,12,14,13,4496,5443,5274,5346,5316,4496]",[],"[6,2,13,13,13,2,6,12,14,13,4496,5443,5274,5346,4496]",[],"[6,2,13,13,13,2,6,12,14,13,4496,5319,5274,5316,5526,4496]",[],"[6,2,13,13,13,2,6,12,14,13,4496,5319,5339,4496]",[],"[6,2,13,13,13,2,6,12,14,13,4496,5319,5339,5346,5316,4496]",[],1340,"[6,2,13,13,13,2,6,12,14,13,4496,5316,5274,5346,5319,5339,5443,4496]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4502]",[],"[5,21,20,19,2,6,13,4502]",[],"[5,21,20,19,2,6,13,4502]",[],"[5,21,20,19,2,6,13,4502]",[],"[5,21,20,19,2,6,13,4502]",[],"[5,21,20,19,2,6,13,4502]",[],1344,"[5,21,20,19,2,6,13,4502]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5363,5323,5334,5324,5362,5014,5029]",[],"[1,1,1,6,2,8,8,8,12,12,13,5323,5498,5364,5361,5324]",[],"[1,1,1,6,2,8,8,8,12,12,13,5498,5328,5364,5361]",[],"[1,1,1,6,2,8,8,8,12,12,13,5401,5403,5402,5365,5364,5327]",[],"[1,1,1,6,2,8,8,8,12,12,13,5401,5403,5402,5358,5365]",[],"[1,1,1,6,2,8,8,8,12,12,13,5401,5403,5402,5323,5363]",[],1345,"[1,1,1,6,2,8,8,8,12,12,13,5401,5403,5402,5363,5365,5364]",[]
30,"Descent2_3_S1","[5047,5047,4933]",[],"[5047,5047,4933]",[],"[5047,5047,4933]",[],"[5047,5047,4933]",[],"[5047,5047,4933]",[],"[5047,5047,4933]",[],1325,"[5047,5047,4933]",[]
31,"Descent2_6_1_S1","[5246,4301,5518,5330,5504,4357]",[],"[5246,4301,5518,5330,5504,4357]",[],"[5246,4301,5518,5330,5504,4357]",[],"[5246,4301,5518,5330,5504,4357]",[],"[5246,4301,5518,5330,5504,4357]",[],"[5246,4301,5518,5330,5504,4357]",[],1331,"[5246,4301,5518,5330,5504,4357]",[]
32,"Descent2_6_2_S1","[5369,5514]",[],"[5369,5514]",[],"[5369,5514]",[],"[5369,5514]",[],"[5369,5514]",[],"[5369,5514]",[],1333,"[5369,5514]",[]
