"rownum","string","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool","WorldAreasKeys"
77,"TwinnedPhantasmagoria",[3],[],[],[],1,"[1125,944,859]"
78,"TwinnedPlaza",[3],[],[],[],1,"[1226,1029,918]"
79,"TwinnedScriptorium",[3],[],[],[],1,"[1177,1030]"
80,"TwinnedShrine",[3],[],[],[],1,"[1218,1036,914,820]"
81,"TwinnedTortureChamber",[3],[],[],[],1,"[1208,1012,877,797]"
82,"TwinnedWasteland",[3],[],[],[],1,"[1182,1015,908]"
83,"TwinnedAcademy",[3],[],[],[],1,"[1126,939,902,818]"
84,"TwinnedCarcass",[3],[],[],[],1,[1233]
85,"TwinnedTribunal",[3],[],[],[],1,[1135]
86,"TwinnedBoneCrypt",[3],[],[],[],1,"[1142,968,875,774]"
87,"TwinnedSepulchre",[3],[],[],[],1,[1166]
88,"TwinnedLair",[3],[],[],[],1,"[1191,1025]"
89,"TwinnedOvergrownShrine",[3],[],[],[],1,"[1203,990,852,776]"
90,"TwinnedArsenal",[3],[],[],[],1,"[1219,999,907,758]"
91,"TwinnedAcidLakes",[3],[],[],[],1,"[1223,941]"
92,"TwinnedCrimsonTemple",[3],[],[],[],1,[1225]
93,"TwinnedLookout",[3],[],[],[],1,[1079]
94,"TwinnedStrand",[3],[],[],[],1,"[1102,961,870,792]"
95,"TwinnedSpiderLair",[3],[],[],[],1,"[1120,954,843,766]"
96,"TwinnedJungleValley",[3],[],[],[],1,"[1124,926,881,801]"
97,"TwinnedVaalPyramid",[3],[],[],[],1,"[1152,937,844,767]"
98,"TwinnedOrchard",[3],[],[],[],1,"[1188,989,887,756]"
99,"TwinnedSpiderForest",[3],[],[],[],1,"[1194,960,856,780]"
100,"TwinnedFactory",[3],[],[],[],1,"[1197,928]"
101,"TwinnedMesa",[3],[],[],[],1,"[1198,950]"
102,"TwinnedCastleRuins",[3],[],[],[],1,"[1205,967,906]"
103,"TwinnedMoonTemple",[3],[],[],[],1,[1164]
104,"TwinnedDarkForest",[3],[],[],[],1,"[1224,1042,885,805]"
105,"TwinnedTemple",[3],[],[],[],1,"[1172,996,867,789]"
106,"TwinnedShipyard",[3],[],[],[],1,"[1179,1023,904,819]"
107,"TwinnedCursedCrypt",[3],[],[],[],1,"[1186,986,825,747]"
108,"TwinnedPrimordialPool",[3],[],[],[],1,"[1193,953]"
109,"TwinnedPit",[3],[],[],[],1,"[1199,951,830]"
110,"TwinnedVilla",[3],[],[],[],1,"[1207,945,866,788]"
111,"TwinnedRacecourse_",[3],[],[],[],1,"[1212,958]"
112,"TwinnedGhetto",[3],[],[],[],1,"[1214,929,842,765]"
113,"TwinnedCitySquare",[3],[],[],[],1,[1099]
114,"TwinnedPeninsula",[3],[],[8009],[],1,"[1094,948,886,806]"
115,"TwinnedVolcano",[3],[],[],[],1,"[1108,1038,897]"
116,"TwinnedArena",[3],[],[],[],1,"[1174,975,851]"
117,"TwinnedPort",[3],[],[],[],1,"[1095,1003]"
118,"TwinnedPrecinct",[3],[],[],[],1,"[1183,1011,901,817]"
119,"TwinnedPlateau",[3],[],[],[],1,"[1169,1020,895,814]"
120,"TwinnedCanyon",[3],[],[],[],1,"[1110,956,884,804]"
121,"TwinnedCourthouse",[3],[],[],[],1,[1101]
122,"TwinnedBurialChambers",[3],[],[8196],[],1,"[1096,947]"
123,"T10HellscapeMaps",[56],[],[8391],[],1,[0]
124,"AoEMinotaur",[57],[],[8384],[],1,"[1237,1047]"
125,"MinusMaxPhoenix",[58],[],[8385],[],1,"[1236,1046]"
126,"FleetChimera","[60,61,62]",[],[8386],[],1,"[1234,1044]"
127,"MultiProjHydra",[59],[],[8387],[],1,"[1235,1045]"
128,"SynthesisUniqueMapCortex",[],[],[8413],[],1,[442]
129,"SynthesisUniqueMapMemory1",[],[],[8413],[],1,[443]
130,"SynthesisUniqueMapMemory2",[],[],[8413],[],1,[444]
131,"SynthesisUniqueMapMemory3",[],[],[8413],[],1,[445]
132,"SynthesisUniqueMapMemory4",[],[],[8413],[],1,[446]
133,"MapWith4SextantMods",[63],[],[8645],[],1,[0]
134,"TangleInfluenceMap",[64],[],[8528],[],1,[0]
135,"CleansingFireInfluenceMap",[65],[],[8526],[],1,[0]
