"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
14,"chill",[],[],[],[],"[""Default"",""Myrmidon""]",[111],"[18079,27566]",[],14679,[],[],[]
15,"freeze",[],[],[],[],"[""Default"",""Myrmidon""]",[113],"[18079,27566]",[],14680,[],[],[]
16,"exposure",[],[],[],[],"[""Default"",""Stygian"",""Celestial""]","[116,115,117]","[18079,39541,27572]",[],14247,[],[],[]
17,"soulfeast","[64,65]",[],[26],[],"[""Default""]",[],[18079],"[44,45,46,47]",347,[],[1331],[]
18,"mana_void","[66,67,68,69,70,71,72,73,74,75,76]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1332],[]
19,"storm_rain","[77,78,79]",[3],[],[0],"[""Default""]",[],[18079],[],347,[],[1333],[]
20,"igniting_flask","[80,81,83,84,86]",[],"[20,0]",[],"[""Default""]",[361],[18079],[48],347,[],[1340],[]
21,"igniting_flask_wall","[80,82,83,85,86]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
22,"igniting_flask_lite","[80,87,89,90,92]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
23,"igniting_flask_wall_lite","[80,88,89,91,92]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
24,"infernal_blow","[93,94]",[],[],[],"[""Default"",""Stygian""]","[124,126,128]","[18079,39541]",[],347,[],[75],[]
25,"smoke_mine",[97],[],[],[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[236],[]
26,"chain_hook","[100,102,104,106]",[4],"[12,0]",[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[1187],[]
27,"arcane_cloak",[108],[],"[16,0]",[],"[""Default"",""VoidEmperor""]",[130],"[18079,48015]",[],347,[],[1239],[]
28,"orb_of_storms","[110,113,116]",[6],[],[],"[""Default"",""Celestial"",""Demonic""]",[],"[18079,27572,61278]",[],347,[],[506],[]
29,"spark",[],[],[],[],"[""Default"",""SkeletonSpark"",""SpiderSpark"",""AvariusSpark"",""FireSpider"",""Sand"",""LightningElder"",""BestiaryCocoon"",""VaalIncursion"",""IncursionPipe"",""VaalIncursionEpic"",""DelveDweller"",""BetrayalCatarinaSpark"",""LegionMarakethSpark"",""LegionMarakethTornadoSpark"",""AtlasEyrie"",""HarvestHellion"",""Automaton"",""Celestial"",""Void""]",[],"[18079,63244,63286,26477,55029,25598,37016,62017,45534,10364,56855,15938,15102,32275,4271,13264,58149,3488,27572,9203]","[49,72]",347,[],"[69,1034,70]",[]
30,"spark_monster",[],[],[],[],"[""BookTornado"",""FireTornado"",""AfflicationFlamenado""]",[],"[42246,34282,41848]",[69],783,[],"[69,1034,70]",[]
31,"dual_strike","[119,121,124,125]",[],[],[],"[""Default"",""NoImpact"",""Nightfall""]",[],"[18079,32633,57192]",[],347,[],[23],[]
32,"weapon_trap","[126,127,128,129]",[],[22],[],"[""Default""]",[],[18079],[],347,[],[1330],[]
33,"shield_waves","[130,131]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1334],[]
34,"exsanguinate",[],"[9,0]",[],[],"[""Default"",""Celestial"",""Mercurial""]",[132],"[18079,27572,25270]",[],347,[],[1313],[]
35,"void_burst","[132,133,134]",[],[],[],"[""Default""]",[135],[18079],[],347,[],[1325],[]
36,"bladefall","[135,141,147]",[],[],[],"[""Default"",""Gold"",""Demonic"",""Acid"",""Chrome"",""Sawblade"",""Illusionist"",""VoidEmperor""]",[],"[18079,38699,61278,16802,55413,28838,54759,48015]",[],347,[],"[496,497]",[]
37,"blade_blast","[155,159]",[],[],[],"[""Default"",""Illusionist"",""Sawblade""]",[],"[18079,54759,28838]",[],347,[],[1244],[]
38,"rage_slash","[163,164,165]",[],[25],[],"[""Default""]",[],[18079],[],347,[],[1326],[]
39,"ambush",[197],[],"[23,0]",[],"[""Default""]",[136],[18079],[],347,[],[1329],[]
40,"shock_nova","[166,172]",[],[],[],"[""Default"",""Riftworm"",""Kuduku"",""Blight"",""StormCultist"",""MonsterShock""]",[],"[18079,9609,36942,7333,64637,62796]",[],347,[],[432],[]
41,"boneshatter",[178],[],[],[],"[""Default""]",[],[18079],[],347,[],[1338],[]
42,"flame_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[7],[420],[]
43,"flame_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[5],[420],[]
44,"lightning_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[12],[632],[]
45,"ice_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[14],[419],[]
46,"ice_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[19],[419],[]
47,"chaos_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[26],[418],[]
48,"chaos_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[31],[418],[]
49,"stone_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[25],[525],[]
50,"bone_golem",[],[],[],[],"[""Default"",""Celestial"",""Darkwood"",""Stygian""]",[],"[18079,27572,12926,39541]",[],347,[32],[1205],[]
51,"cold_snap","[179,184,185,190]",[],[],[],"[""Default"",""BigHands"",""Azurite"",""ProtoVaal"",""Overseer""]",[137],"[18079,37316,62276,18886,5427]",[],347,[],"[39,40]",[]
52,"blood_rage",[195],[],[],[],"[""Default"",""Scavenger""]",[138],"[18079,46158]",[],347,[],[35],[]
53,"lightning_strike","[198,202,206,210]",[],"[27,0]",[],"[""Default"",""Alternate"",""Myrmidon"",""Vulcan""]",[140],"[18079,25075,27566,15703]","[76,77]",347,[],"[127,128]",[]
54,"vortex",[214],[],[],[],"[""Default"",""Blackhole"",""UltimatumCold"",""UltimatumLightning"",""UltimatumRuin"",""Myrmidon""]",[],"[18079,59527,47438,14591,29755,27566]",[],347,[],[608],[]
55,"burning_arrow","[217,218]",[],[35],[],"[""Default"",""Mystic""]",[297],"[18079,45462]","[84,85]",347,[],"[159,160]",[]
56,"dash","[221,226,227,228,224,225]",[],"[37,0,0]",[],"[""Default"",""Wild"",""MonsterRunUnarmed"",""MonsterRun"",""Constrictor"",""Myrmidon"",""Divergence""]",[],"[18079,28806,44071,55600,8701,27566,58468]",[],347,[],"[1180,1220]",[]
57,"cyclone","[246,262,283,276,277,289]",[],[],[],"[""Default"",""White"",""Blue"",""Saw"",""Illusionist"",""Celestial"",""Reserved1"",""Reserved2"",""Dark"",""Ghostflame"",""Automaton"",""BrutalPirateLord"",""UltimatumSabreSpider"",""UltimatumSabreSpiderRuin"",""UltimatumTrialmaster"",""Currency"",""Sharknado"",""Auspicious""]",[],"[18079,15971,52194,37218,54759,27572,3658,3657,5676,894,3488,28691,33116,19253,49128,53000,37940,45563]",[],347,[],"[211,210]",[]
58,"herald_of_ash",[306],[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[145,146]","[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[340],[]
59,"herald_of_ice",[348],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[210],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[341],[]
60,"herald_of_thunder",[327],[],[],[],"[""Default"",""Tribal"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[188,232]","[18079,24417,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[342],[]
61,"herald_of_agony",[],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[254],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[36],[343],[]
62,"herald_of_purity","[369,380]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[276],"[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[57],[344],[]
63,"eye_of_winter","[394,396]",[],[],[],"[""Default"",""Celestial""]",[],"[18079,27572]","[88,90]",347,[],[1341],[]
64,"spectral_helix","[398,400,402]",[],[51],[],"[""Default"",""Nightfall""]",[],"[18079,57192]",[92],347,[],"[244,1335]",[]
65,"earthquake","[404,416,430,443,457]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer"",""Harmonious""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129,57521]",[],347,[],"[537,540]",[]
66,"earthquake_ancestral","[469,474,479,484,489]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129]",[],347,[],"[537,540]",[]
67,"earthquake_lite","[494,495,496,497,498]",[],[],[],[],[],[],[],347,[],"[537,540]",[]
68,"earthshatter","[502,504,506,508]",[15],[],[1],"[""Default"",""Verdant""]",[],"[18079,22421]",[],347,[],[1265],[]
69,"earthshatter_ancestral","[510,512,514,516]",[16],[],[3],"[""Default"",""Verdant""]",[],"[18079,22421]",[],347,[],[1265],[]
70,"ground_slam","[518,527,528]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],[4],[]
71,"ground_slam_ancestral","[538,542]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],[4],[]
72,"ice_crash","[546,548,550]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
73,"ice_crash_lite","[552,554,556]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
74,"ice_crash_ancestral","[558,560,562]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
75,"leap_slam","[564,575]",[],"[52,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[14,15,456]",[]
76,"leap_slam_ancestral","[616,623,630,637]",[],"[52,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[14,15,456]",[]
77,"perforate","[642,643,644,645,646]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1186],[]
78,"perforate_ancestral","[647,648,649,650,651]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1186],[]
79,"sunder","[652,656,660]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[596],[]
80,"sunder_ancestral","[664,668,672]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[596],[]
81,"tectonic_slam","[676,680,684,688]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
82,"tectonic_slam_ancestral","[692,694,696,688]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
83,"tectonic_slam_lite","[698,700,702]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
84,"cleave","[704,708,710,713]",[],[],[],"[""Default"",""DemonCleave"",""BreachCleave"",""NoEffect"",""BreachSmallCleave"",""LegionEternalEmpire"",""BeastCleave""]",[],"[18079,34274,56897,47632,34009,21981,4403]",[],347,[],[6],[]
85,"blade_flurry_sound",[715],[],[],[],"[""Default"",""MossMonster"",""NoSound"",""Urchin""]",[],"[18079,52232,48877,39658]",[],1719,[],[24],[]
86,"piety_reverse_cleave_sound",[718],[],[],[],"[""Default"",""Beast""]",[],"[18079,4395]",[],1719,[],[495],[]
87,"purge_hound_whirling_blades_sound",[720],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[817],[]
88,"whirling_leap_sound",[722],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[530],[]
89,"maligaro_blade_flurry_sound",[724],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[787],[]
90,"mortar_barrage_mine","[726,729]",[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[299],"[18079,7859,39541]",[94],347,[],[1214],[]
91,"mine_lightning_explosion",[732],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[301],"[18079,7859,39541]",[],347,[],[1215],[]
92,"cold_projectile_mine",[735],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[303],"[18079,7859,39541]",[97],347,[],[1216],[]
93,"poisonous_concoction","[742,738,743]",[],"[99,0]",[],"[""Default""]",[362],[18079],[100],347,[],[1345],[]
94,"poisonous_concoction_wall","[742,739]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
95,"poisonous_concoction_lite","[742,740]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
96,"poisonous_concoction_wall_lite","[742,741]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
97,"glacial_cascade","[744,748]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1288],[]
98,"glacial_cascade_lite","[752,753]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1288],[]
99,"glacial_cascade_old",[754],[],[],[],"[""Default"",""Dark"",""Miner"",""Chaos"",""Molten"",""Ornaments"",""Seawitch"",""Wave"",""Gemling"",""GemlingUpgraded"",""Lightning"",""AbyssBatVomit"",""Arctic"",""Illusionist"",""Stranglecharm""]",[],"[18079,5676,52447,38322,19877,35565,49065,24110,25069,719,41050,34205,59603,54759,21597]",[],347,[],"[285,286,287]",[]
100,"arc","[769,781,783]",[17],"[60,0]",[],"[""Default"",""Guardian"",""Piety"",""BreachLightning"",""PurpleMTX"",""Clockwork"",""Automaton"",""Sulphite"",""Celestial"",""BlightLightning"",""WithCurve"",""BreachLightningNew"",""HellscapeFleshFodder"",""AtlasInvadersConsumeFodder2""]",[305],"[18079,57229,56950,58664,43085,56503,3488,48680,27572,11101,57028,2612,44603,7272]",[],347,[],"[46,47,1359]",[]
101,"chronomancer","[794,795,796]",[],"[64,0,0]",[],"[""Default""]",[],[18079],[],347,[],[1347],[]
102,"flame_wall","[797,801]",[],"[67,0,0,0,71,0,0,0]",[5],"[""Default"",""Stygian"",""Oblivion"",""Transcendence""]",[308],"[18079,39541,116,28088]",[],347,[],[1279],[]
103,"plague_bearer","[805,807,809,811]",[],[],[],"[""Default"",""Stygian""]","[312,314,316,318]","[18079,39541]",[],347,[],[1209],[]
104,"storm_brand","[813,816,819,822,825]","[31,0]",[],[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1121],[]
105,"armageddon_brand","[828,830,832,834,836,838]",[37],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1133],[]
106,"arcanist_brand","[840,842,844,846]",[39],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1255],[]
107,"penance_brand","[848,850,852,854,856,858]","[41,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[320,322]","[18079,64124,27572]",[],347,[],[1263],[]
108,"winter_brand","[860,862,864,866,868]","[45,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[324,326,328]","[18079,64124,27572]",[],347,[],[1264],[]
109,"shield_charge","[870,875,880,885,890,895,899,904]",[],"[101,0,0,0,104]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],347,[],"[9,1287]",[]
110,"tornado","[1057,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087]",[],[],[],"[""Default"",""Shark""]",[],"[18079,39872]",[],347,[78],[1349],[]
111,"barrage_bow","[906,914,922]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[101],347,[],[272],[]
112,"barrage_wand","[910,918,922]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[106],347,[],[272],[]
113,"flame_dash","[924,938]",[],[124],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren"",""Auspicious""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935,45563]",[],347,[],[433],[]
114,"virulent_arrow","[939,943,947,951,955,959,963,967,971]",[],[125],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[110,114,118]",347,[],[1086],[]
115,"blight_channel","[975,980,981,985,989,994]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[333,338]","[18079,27572,52008,64816,55295]",[],347,[],"[609,610]",[]
116,"tempest_shield","[999,1001,1003]",[49],[129],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],347,[],[130],[]
117,"wither_channelled","[1005,1012]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[340,346]","[18079,47901,27572,52008,64816,61278,55295]",[],347,[],[544],[]
118,"soul_link","[1019,1020]",[51],[135],[],"[""Default""]","[348,349]",[18079],[],347,[],[1351],[]
119,"storm_blade","[1021,1022]",[],[],[],"[""Default""]",[350],[18079],[],347,[],[1350],[]
120,"flame_link","[1023,1024]",[52],[136],[],"[""Default""]","[351,352]",[18079],[],347,[],[1352],[]
121,"remora_link","[1025,1026]",[53],[137],[],"[""Default""]","[353,354]",[18079],[],347,[],[1353],[]
122,"bulwark_link","[1027,1028]",[54],[138],[],"[""Default""]","[355,356]",[18079],[],347,[],[1354],[]
123,"trigger_link","[1029,1030]",[55],[139],[],"[""Default""]","[357,358]",[18079],[],347,[],[1355],[]
124,"critical_link","[1031,1032]",[56],[140],[],"[""Default""]","[359,360]",[18079],[],347,[],[1356],[]
125,"brand_surge","[1033,1034,1035,1036,1037,1038]",[57],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1258],[]
126,"lightning_arrow","[1051,1054]",[],[],[],"[""Default"",""Blood"",""Monster""]",[],"[18079,50511,1567]",[122],347,[],[141],[]
127,"tornado_shot_bow","[1059,1064]",[],[131],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[125,130]",347,[],[323],[]
128,"tornado_shot_wand","[1059,1064]",[],[131],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[135,136]",347,[],[323],[]
