"rownum","InfluenceMod","UpgradedMod","HighestTier"
168,21206,25179,1
169,21207,21208,""
170,21208,21209,""
171,21209,25180,1
172,21210,21211,""
173,21211,21212,""
174,21212,25181,1
175,21213,25182,1
176,21214,21215,""
177,21215,25183,1
178,21216,21217,""
179,21217,21218,""
180,21218,25184,1
181,21219,21220,""
182,21220,25185,1
183,21221,25186,1
184,21222,21223,""
185,21223,21224,""
186,21224,25187,1
187,21225,21226,""
188,21226,25188,1
189,21227,25189,1
190,21228,21229,""
191,21229,21230,""
192,21230,25190,1
193,21231,21232,""
194,21232,25191,1
195,21233,21234,""
196,21234,25192,1
197,21235,25193,1
198,21236,25194,1
199,21237,21239,""
200,21239,25195,1
201,21241,21242,""
202,21242,25197,1
203,21243,21244,""
204,21244,25198,1
205,21245,21246,""
206,21246,25199,1
207,21247,21248,""
208,21248,25200,1
209,21249,21250,""
210,21250,21251,""
211,21251,25201,1
212,21252,21253,""
213,21253,21254,""
214,21254,25202,1
215,21255,21256,""
216,21256,21257,""
217,21257,25203,1
218,21258,21259,""
219,21259,21260,""
220,21260,25204,1
221,21261,21262,""
222,21262,21263,""
223,21263,25205,1
224,21264,25206,1
225,21265,21266,""
226,21266,25207,1
227,21267,25208,1
228,21268,25209,1
229,21269,25210,1
230,14880,14881,""
231,14881,14882,""
232,14882,25211,1
233,14883,14884,""
234,14884,14885,""
235,14885,25212,1
236,14886,14887,""
237,14887,14888,""
238,14888,25213,1
239,14889,25214,1
240,14890,14891,""
241,14891,14892,""
242,14892,25215,1
243,14893,14894,""
244,14894,14895,""
245,14895,25216,1
246,14896,14897,""
247,14897,14898,""
248,14898,25217,1
249,14899,25218,1
250,14904,14905,""
251,14905,14906,""
252,14906,25221,1
253,14907,14908,""
254,14908,14909,""
255,14909,25222,1
256,14910,14911,""
257,14911,14912,""
258,14912,25223,1
259,14913,14914,""
260,14914,14915,""
261,14915,25224,1
262,14916,14917,""
263,14917,14918,""
264,14918,25225,1
265,14919,14920,""
266,14920,14921,""
267,14921,25226,1
268,14922,14923,""
269,14923,14924,""
270,14924,25227,1
271,14925,14926,""
272,14926,25228,1
273,14929,14930,""
274,14930,14931,""
275,14931,25229,1
276,14932,14933,""
277,14933,25230,1
278,14934,14935,""
279,14935,14936,""
280,14936,25231,1
281,14937,14938,""
282,14938,14939,""
283,14939,25232,1
284,14940,14941,""
285,14941,14942,""
286,14942,25233,1
287,18422,18423,""
288,18423,25234,1
289,18436,18437,""
290,18437,25235,1
291,18451,18452,""
292,18452,25236,1
293,18467,18468,""
294,18468,25237,1
295,21074,21075,""
296,21075,21076,""
297,21076,25238,1
298,21119,21120,""
299,21120,25239,1
300,21123,21124,""
301,21124,25241,1
302,21125,21126,""
303,21126,25242,1
304,21127,21128,""
305,21128,25243,1
306,21129,25244,1
307,21130,25245,1
308,21131,21132,""
309,21132,21133,""
310,21133,25246,1
311,21134,21135,""
312,21135,21136,""
313,21136,25247,1
314,21137,25248,1
315,21138,21139,""
316,21139,21140,""
317,21140,25249,1
318,21141,21142,""
319,21142,21143,""
320,21143,25250,1
321,21144,21145,""
322,21145,21146,""
323,21146,25251,1
324,21147,21148,""
325,21148,21149,""
326,21149,25252,1
327,21150,25253,1
328,21151,21152,""
329,21152,25254,1
330,21153,25255,1
331,21154,21155,""
332,21155,25256,1
333,21156,21157,""
334,21157,25257,1
335,21158,21159,""
336,21159,25258,1
337,21160,21161,""
338,21161,25259,1
339,21162,21163,""
340,21163,25260,1
341,21164,21165,""
342,21165,21166,""
343,21166,25261,1
344,21167,21168,""
345,21168,25262,1
346,21169,21170,""
347,21170,25263,1
348,21171,25264,1
349,21172,25265,1
350,21173,25266,1
351,21174,25267,1
352,21175,21176,""
353,21176,25268,1
354,21178,21179,""
355,21179,25269,1
356,21180,21181,""
357,21181,25270,1
358,21182,21183,""
359,21183,25271,1
360,21184,21185,""
361,21185,25272,1
362,21186,21187,""
363,21187,25273,1
364,21188,21189,""
365,21189,25274,1
366,21406,25275,1
367,14842,25276,1
368,14843,25277,1
369,14844,25278,1
370,14845,25279,1
371,14846,25280,1
372,14847,25281,1
373,14848,25282,1
374,14849,14850,""
375,14850,14851,""
376,14851,25283,1
377,14852,14853,""
378,14853,14854,""
379,14854,25284,1
380,14855,14856,""
381,14856,14857,""
382,14857,25285,1
383,14858,14859,""
384,14859,14860,""
385,14860,25286,1
386,14861,14862,""
387,14862,25287,1
388,14863,14864,""
389,14864,25288,1
390,14865,14866,""
391,14866,14867,""
392,14867,25289,1
393,14868,14869,""
394,14869,14870,""
395,14870,25290,1
396,14871,14872,""
397,14872,14873,""
398,14873,25291,1
399,14874,14875,""
400,14875,14876,""
401,14876,25292,1
402,14877,25293,1
403,14878,25294,1
404,14879,25295,1
405,21048,25296,1
406,21049,25297,1
407,21050,21051,""
408,21051,25298,1
409,21054,21055,""
410,21055,25300,1
411,21056,21057,""
412,21057,25301,1
413,21058,21059,""
414,21059,21060,""
415,21060,25302,1
416,21061,21062,""
417,21062,21063,""
418,21063,25303,1
419,21064,21065,""
420,21065,21066,""
421,21066,25304,1
422,21067,21068,""
423,21068,25305,1
424,21069,25306,1
425,21070,25307,1
426,21071,25308,1
427,21072,21073,""
428,21073,25309,1
429,21077,21078,""
430,21078,25310,1
431,21079,21080,""
432,21080,25311,1
433,21081,21082,""
434,21082,25312,1
435,21085,25313,1
436,21086,25314,1
437,21087,25315,1
438,21088,21089,""
439,21089,25316,1
440,21090,21091,""
441,21091,25317,1
442,21092,25318,1
443,21093,21094,""
444,21094,21095,""
445,21095,25319,1
446,21096,21097,""
447,21097,21098,""
448,21098,25320,1
449,21099,21100,""
450,21100,25321,1
451,21101,21102,""
452,21102,25322,1
453,21103,25323,1
454,21104,25324,1
455,21105,21106,""
456,21106,25325,1
457,21107,21108,""
458,21108,25326,1
459,21109,21110,""
460,21110,21111,""
461,21111,25327,1
462,21112,25328,1
463,21113,21114,""
464,21114,25329,1
465,21115,21116,""
466,21116,25330,1
467,21117,21118,""
468,21118,25331,1
469,21274,21275,""
470,21275,25113,1
471,14900,25219,1
472,25090,25090,1
473,25091,25091,1
474,25092,25092,1
475,25093,25093,1
476,25094,25094,1
477,25095,25095,1
478,25096,25096,1
479,25097,25097,1
480,25098,25098,1
481,25099,25099,1
482,25100,25100,1
483,25101,25101,1
484,25102,25102,1
485,25103,25103,1
486,25104,25104,1
487,25105,25105,1
488,25106,25106,1
489,25107,25107,1
490,25108,25108,1
491,25109,25109,1
492,25110,25110,1
493,25111,25111,1
494,25114,25114,1
495,25115,25115,1
496,25116,25116,1
497,25117,25117,1
498,25118,25118,1
499,25119,25119,1
500,25120,25120,1
501,25121,25121,1
502,25122,25122,1
503,25123,25123,1
504,25124,25124,1
505,25125,25125,1
506,25126,25126,1
507,25127,25127,1
508,25128,25128,1
509,25129,25129,1
510,25130,25130,1
511,25131,25131,1
512,25132,25132,1
513,25133,25133,1
514,25134,25134,1
515,25135,25135,1
516,25136,25136,1
517,25137,25137,1
518,25138,25138,1
519,25140,25140,1
520,25141,25141,1
521,25142,25142,1
522,25143,25143,1
523,25144,25144,1
524,25145,25145,1
525,25146,25146,1
526,25147,25147,1
527,25148,25148,1
528,25149,25149,1
529,25151,25151,1
530,25152,25152,1
531,25153,25153,1
532,25154,25154,1
533,25155,25155,1
534,25156,25156,1
535,25157,25157,1
536,25158,25158,1
537,25159,25159,1
538,25160,25160,1
539,25161,25161,1
540,25162,25162,1
541,25163,25163,1
542,25164,25164,1
543,25165,25165,1
544,25166,25166,1
545,25167,25167,1
546,25168,25168,1
547,25169,25169,1
548,25170,25170,1
549,25171,25171,1
550,25172,25172,1
551,25174,25174,1
552,25175,25175,1
553,25176,25176,1
554,25177,25177,1
555,25178,25178,1
556,25179,25179,1
557,25180,25180,1
558,25181,25181,1
559,25182,25182,1
560,25183,25183,1
561,25184,25184,1
562,25185,25185,1
563,25186,25186,1
564,25187,25187,1
565,25188,25188,1
566,25189,25189,1
567,25190,25190,1
568,25191,25191,1
569,25192,25192,1
570,25193,25193,1
571,25194,25194,1
572,25195,25195,1
573,25197,25197,1
574,25198,25198,1
575,25199,25199,1
576,25200,25200,1
577,25201,25201,1
578,25202,25202,1
579,25203,25203,1
580,25204,25204,1
581,25205,25205,1
582,25206,25206,1
583,25207,25207,1
584,25208,25208,1
585,25209,25209,1
586,25210,25210,1
587,25211,25211,1
588,25212,25212,1
589,25213,25213,1
590,25214,25214,1
591,25215,25215,1
592,25216,25216,1
593,25217,25217,1
594,25218,25218,1
595,25221,25221,1
596,25222,25222,1
597,25223,25223,1
598,25224,25224,1
599,25225,25225,1
600,25226,25226,1
601,25227,25227,1
602,25228,25228,1
603,25229,25229,1
604,25230,25230,1
605,25231,25231,1
606,25232,25232,1
607,25233,25233,1
608,25234,25234,1
609,25235,25235,1
610,25236,25236,1
611,25237,25237,1
612,25238,25238,1
613,25239,25239,1
614,25241,25241,1
615,25242,25242,1
616,25243,25243,1
617,25244,25244,1
618,25245,25245,1
619,25246,25246,1
620,25247,25247,1
621,25248,25248,1
622,25249,25249,1
623,25250,25250,1
624,25251,25251,1
625,25252,25252,1
626,25253,25253,1
627,25254,25254,1
628,25255,25255,1
629,25256,25256,1
630,25257,25257,1
631,25258,25258,1
632,25259,25259,1
633,25260,25260,1
634,25261,25261,1
635,25262,25262,1
636,25263,25263,1
637,25264,25264,1
638,25265,25265,1
639,25266,25266,1
640,25267,25267,1
641,25268,25268,1
642,25269,25269,1
643,25270,25270,1
644,25271,25271,1
645,25272,25272,1
646,25273,25273,1
647,25274,25274,1
648,25275,25275,1
649,25276,25276,1
650,25277,25277,1
651,25278,25278,1
652,25279,25279,1
653,25280,25280,1
654,25281,25281,1
655,25282,25282,1
656,25283,25283,1
657,25284,25284,1
658,25285,25285,1
659,25286,25286,1
660,25287,25287,1
661,25288,25288,1
662,25289,25289,1
663,25290,25290,1
664,25291,25291,1
665,25292,25292,1
666,25293,25293,1
667,25294,25294,1
668,25295,25295,1
669,25296,25296,1
670,25297,25297,1
671,25298,25298,1
672,25300,25300,1
673,25301,25301,1
674,25302,25302,1
675,25303,25303,1
676,25304,25304,1
677,25305,25305,1
678,25306,25306,1
679,25307,25307,1
680,25308,25308,1
681,25309,25309,1
682,25310,25310,1
683,25311,25311,1
684,25312,25312,1
685,25313,25313,1
686,25314,25314,1
687,25315,25315,1
688,25316,25316,1
689,25317,25317,1
690,25318,25318,1
691,25319,25319,1
692,25320,25320,1
693,25321,25321,1
694,25322,25322,1
695,25323,25323,1
696,25324,25324,1
697,25325,25325,1
698,25326,25326,1
699,25327,25327,1
700,25328,25328,1
701,25329,25329,1
702,25330,25330,1
703,25331,25331,1
704,25113,25113,1
705,25219,25219,1
706,21238,21240,""
707,21240,25196,1
708,21052,21053,""
709,21053,25299,1
710,21121,21122,""
711,21122,25240,1
712,21192,21193,""
713,21193,25173,1
