"rownum","ActiveSkill","i32","MiscAnimated","MeleeTrailsKey1","MeleeTrailsKey2","MeleeTrailsKey3","MeleeTrailsKey4","MeleeTrailsKey5","MeleeTrailsKey6","MeleeTrailsKey7","bool","SurgeEffect_EPKFile","string","string"
90,452,0,371,49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
91,452,1,"",10,11,12,13,16,14,15,"","","",""
92,452,2,"",10,11,12,13,16,14,15,"","","",""
93,452,3,1886,10,11,12,13,16,14,15,"","","",""
94,452,4,"",10,11,12,13,16,14,15,1,"","",""
95,452,5,4293,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
96,452,6,"",10,11,12,13,16,14,15,"","","",""
97,452,7,"",10,11,12,13,16,14,15,"","","",""
98,1334,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
99,1334,1,"",6,5,8,7,9,9,9,1,"","",""
100,1334,3,"",169,170,171,172,173,173,173,1,"","",""
101,1335,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
102,1335,1,"",6,5,8,7,9,9,9,1,"","",""
103,1335,3,"",169,170,171,172,173,173,173,1,"","",""
104,1336,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
105,1336,1,"",6,5,8,7,9,9,9,1,"","",""
106,1336,3,"",169,170,171,172,173,173,173,1,"","",""
107,340,0,"",10,11,12,13,16,14,15,"","","",""
108,191,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
109,191,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
110,192,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
111,192,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
112,193,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
113,193,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
114,227,0,"",10,11,12,13,16,14,15,"","","",""
115,228,0,"",10,11,12,13,16,14,15,"","","",""
116,229,0,"",10,11,12,13,16,14,15,"","","",""
117,230,0,"",10,11,12,13,16,14,15,"","","",""
118,1496,0,"",46,47,46,47,46,46,47,1,"","",""
119,587,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
120,587,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
121,589,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
122,589,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
123,590,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
124,590,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
125,1220,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
126,1221,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
127,1222,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
128,1331,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
129,1331,2,"",139,138,137,136,140,134,135,"","","",""
130,1332,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
131,1332,2,"",139,138,137,136,140,134,135,"","","",""
132,1333,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
133,1333,2,"",139,138,137,136,140,134,135,"","","",""
134,1509,0,"","","","","","","","",1,"","",""
135,1514,0,"",10,11,12,13,16,14,15,"","","",""
136,1514,1,"",10,11,12,13,16,14,15,"","","",""
137,1514,2,"",10,11,12,13,16,14,15,"","","",""
138,1514,3,"",10,11,12,13,16,14,15,"","","",""
139,1514,4,"",10,11,12,13,16,14,15,"","","",""
140,113,0,"",94,93,96,95,"","","","","","",""
141,113,1,"",166,165,168,167,"","","",1,"","",""
142,114,0,"",94,93,96,95,"","","","","","",""
143,114,1,"",166,165,168,167,"","","",1,"","",""
144,115,0,"",94,93,96,95,"","","","","","",""
145,115,1,"",166,165,168,167,"","","",1,"","",""
146,1515,0,"",10,11,12,13,16,14,15,"","","",""
147,41,0,"",97,"",98,"","","","",1,"","",""
148,41,1,"",97,"",98,"","","","",1,"","",""
149,41,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
150,42,0,"",97,"",98,"","","","",1,"","",""
151,42,1,"",97,"",98,"","","","",1,"","",""
152,42,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
153,43,0,"",97,"",98,"","","","",1,"","",""
154,43,1,"",97,"",98,"","","","",1,"","",""
155,43,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
156,24,0,"","","","","","","","",1,"","",""
157,24,25,"",99,99,100,100,101,102,102,1,"","",""
158,25,0,"","","","","","","","",1,"","",""
159,25,25,"",99,99,100,100,101,102,102,1,"","",""
160,26,0,"","","","","","","","",1,"","",""
161,26,25,"",99,99,100,100,101,102,102,1,"","",""
162,1529,0,"",106,106,107,107,107,107,107,"","","",""
163,1530,0,"",106,106,107,107,107,107,107,"","","",""
164,1531,0,"",106,106,107,107,107,107,107,"","","",""
165,1532,0,"","","","","","","","","","","",""
166,1533,0,"","","","","","","","","","","",""
167,1534,0,"","","","","","","","","","","",""
168,628,0,"","","","","","","","","","","",""
169,28,0,"","","","","","","","","","","",""
170,210,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
171,210,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
172,210,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
173,210,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
174,210,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
175,210,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
176,211,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
177,211,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
178,211,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
179,211,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
180,211,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
181,211,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
182,212,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
183,212,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
184,212,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
185,212,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
186,212,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
187,212,5,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/epk/vaal_weaponsurge.epk","",""
188,1228,1,"","","","","",127,"","",1,"","",""
189,1714,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
190,1714,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
191,1715,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
192,1715,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
193,1716,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
194,1716,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
195,132,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
196,133,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
197,134,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
198,1769,0,"","","","","","","","","","","",""
199,1770,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
200,1771,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
201,1772,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
202,453,0,371,49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
203,453,3,1886,10,11,12,13,16,14,15,"","","",""
204,453,5,4293,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
205,1773,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
206,1535,0,"","","","","","","","","","","",""
207,1337,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
208,1786,0,"","","","","","","","","","","",""
