"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
16,"Metadata/Terrain/Gallows/Act2/2_2/Objects/Spawners/BlackStriderSpawnerClimbDownEncounter",1,[581],0,0,0,2000,5000,20,0,65792,"",1,"","","","",6,0,0,0,"","","","triggerer.DoAction( Emerge2 );","","","",[],0,0,0,0,1,1,1,1
17,"Metadata/Monsters/EtchedBeetles/LargeEtchedBeetle_",1,[587],1000,0,0,800,1300,50,0,65792,"",1,"","","","",12,0,0,0,"","","","IfState( charged, 1, { triggerer.SetStateTo( buildup, 2 ); } );","",1,"",[],0,0,0,0,1000,1000,1,1
18,"Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditSpawnerSwingUp",1,[419],500,0,0,750,1500,0,0,16777472,"",1,"","","","",4,0,0,0,"","","","triggerer.DoAction( Emerge ); triggerer.\r\n\t\tStartImmunityPhase( 0, 1, 1, 1, 0, 0, 0 );","","","",[],0,500,0,0,4,4,1,1
19,"Metadata/Terrain/Gallows/Act2/2_4/Objects/SmallScarabSpawner",1,[587],750,0,0,250,1250,0,0,65792,"","","","","","",0,0,0,0,"","","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,2,2,1,1
20,"Metadata/Monsters/RockSlider/RockSlider_WallSpawner",1,[670],1000,0,0,0,3000,0,0,65792,"",1,"","","","",0,0,0,0,"","","","triggerer.DisableProximityTrigger(); triggerer.DoRandom( { DoAction( Emerge ); }, { DoAction( Emerge2 ); } );","","","",[1],0,2000,0,0,1,1,1,1
21,"Metadata/Terrain/Gallows/Act2/2_3/Objects/TerracottaStatueSpawner",1,"[693,694]",0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
22,"Metadata/Terrain/Gallows/Act2/2_3/Objects/TerracottaStatueSpawnerBridge",1,"[695,696]",0,0,0,0,0,0,0,0,"",1,"","",1,"",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
23,"Metadata/Monsters/SerpentClanMonster/objects/SnakePot1",1,[711],2000,0,0,500,2000,0,0,1,"",1,"","","","",0,3,0,0,"","","","triggerer.DoAction( GeometrySpell ); NotState( emerging );",1,"","",[],0,0,0,0,1,1,1,1
24,"Metadata/Monsters/SerpentClanMonster/objects/SnakePot2",1,[711],2000,0,0,500,2000,0,0,1,"",1,"","","","",0,3,0,0,"","","","triggerer.DoAction( GeometrySpell ); NotState( emerging );",1,"","",[],0,0,0,0,1,1,1,1
25,"Metadata/Monsters/SerpentClanMonster/objects/SnakePot4",1,[711],2000,0,0,500,2000,0,0,1,"",1,"","","","",0,3,0,0,"","","","triggerer.DoAction( GeometrySpell ); NotState( emerging );",1,"","",[],0,0,0,0,1,1,1,1
26,"Metadata/Effects/Spells/monsters_effects/Act2_FOUR/TwilightOrder/portal_mob",1,"[775,777,779]",1500,0,0,0,3000,0,0,65536,"","",1,"","","",0,0,0,0,"","","","triggerer.SetStateTo( epk, 1 );","","","Delay( 1.0, { Delete(); } );","[1,1,1]",0,0,0,0,5,5,1,1
27,"Metadata/Terrain/Gallows/Act2/2_2/Objects/Spawners/DemonSpiderSpawner_ReturnAmbush",1,[584],0,15,60,500,2000,0,0,65792,"","","","","","",0,0,0,0,"","","","","","","",[],0,0,0,730,8,8,8,8
28,"Metadata/Monsters/BogZombie/BogZombieEmitter",1,"[797,798,799,605]",225,10,20,0,0,20,0,0,"",1,"","","","",0,1,0,0,"","","","triggerer.shaman = shaman; triggerer.If( GetHeightAtLocation() <= -20, { IfExists( shaman, { FaceObject( shaman, 1 ); }, { } ); DoAction( Emerge ); AddOnActionEnd( { DoAction( MoveForced, shaman ); }, true ); }, { Delete(); } );","","","","[3,6,5,1]",0,0,0,0,3,3,1,1
29,"Metadata/Monsters/BogZombie/BogZombieEmitterMapSlick",2,"[797,798,799,605]",225,10,20,0,0,20,0,0,"",1,"","","","",0,1,0,0,"","","","","","","","[3,6,5,1]",0,0,0,0,3,3,1,1
30,"Metadata/Monsters/Taniwha/RiverTaniwhaEmitter",1,[902],0,0,0,0,0,0,0,0,"",1,"","",1,"",0,0,8,4,"","","","","","","",[],0,0,0,0,1,1,1,1
31,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SpiderMonkeyRampSpawner1",1,[875],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
32,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SpiderMonkeyRampSpawner2",1,[875],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
33,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SpiderMonkeyRampSpawner3",1,[875],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
34,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SpiderMonkeyRampSpawner4",1,[875],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
35,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SpiderMonkeyRampSpawner5",1,[875],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,1,1,1,1
36,"Metadata/Terrain/Gallows/Act3/3_4/Objects/SnakeManSpawner1",1,[869],0,0,0,250,0,0,0,1,"",1,"","","","",0,0,0,0,"","","","triggerer.emerge_loc = GetLocation() + RotateLocation( [14, -9] ); triggerer.If( emerge_loc.IsWalkable( 4, walk ), (){ triggerer.SetLocation( emerge_loc, 1 ); triggerer.RotateBy( 90, true, true ); triggerer.SetStateTo( snake_colour, this.GetState( snake_colour ) ); triggerer.TriggerStateBracket( colour, snake_colour ); triggerer.DoAction( Emerge ); }, (){ Delete(); } );","","","",[],0,0,0,0,1,1,1,1
37,"Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneMonkey",1,[1033],0,5,20,0,0,0,0,65793,1,"","","",1,"",0,0,0,0,"","","","","",1,"",[],0,0,0,0,1,1,1,1
38,"Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneSnake",1,[1032],0,10,20,0,0,0,0,65793,"","","","",1,"",0,0,0,0,"","","","triggerer.FaceNearestPlayer();","",1,"",[],0,0,0,0,1,1,1,1
39,"Metadata/Terrain/Gallows/Act3/3_8/Objects/FishSpawnerBase",1,[446],0,5,20,0,0,0,0,256,1,1,"","","","",0,0,0,0,"","","","","","","",[],0,0,0,0,8,8,8,8
40,"Metadata/Monsters/Cenobite/Objects/SunkenDoorSpawner",1,"[951,950,833,834]",0,0,5,500,1000,0,0,0,"","","","",1,"",0,0,1,1,"","","","triggerer.MatchOrientation( parent, 1 ); triggerer.rot_offset = Random( -5.0, 5.0 ); triggerer.tan_val = triggerer.rot_offset / 28.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.DoAction( WalkEmerge );","","","","[1,1,3,2]",0,0,0,0,6,10,1,3
41,"Metadata/Terrain/Gallows/Act3/3_11/Rooms/ShowcaseOnly/SunkenDoorSpawner",1,"[951,949,947,833,834]",0,0,2,500,1000,0,0,0,"","","","",1,"",0,0,0,0,"","","","triggerer.MatchOrientation( parent, 1 ); triggerer.rot_offset = Random( -3.0, 3.0 ); triggerer.tan_val = triggerer.rot_offset / 28.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.DoAction( WalkEmerge );","","","","[2,1,2,2,2]",0,0,0,0,5,6,1,1
42,"Metadata/Terrain/Gallows/Act3/3_11/Objects/BossFightWaveSpawner",1,"[833,834,947,951]",5500,0,0,500,5500,20,0,0,"","","","","","",0,0,0,0,"","","","\ttriggerer.filthqueen = FindClosestObject( \""Metadata/Monsters/QueenOfFilth/QueenofFilfthBoss_\""\r\n\t ); triggerer.DoAction(WalkEmergeQoFMinions); triggerer.AddMonsterExplicitMod( BossMinionFlaskChargeIncrease50 );","",1,"",[],0,0,0,0,1,1,1,1
43,"Metadata/Terrain/Gallows/Act3/3_11/Objects/BossFightWaveSpawnerMaps",1,"[833,834,947,951]",5500,0,0,500,5500,20,0,0,"","","","","","",0,0,0,0,"","","","\ttriggerer.filthqueen = FindClosestObject( \""Metadata/Monsters/QueenOfFilth/QueenofFilfthBossMap\""\r\n\t ); triggerer.DoAction(WalkEmergeQoFMinionsMap); triggerer.AddMonsterExplicitMod( BossMinionFlaskChargeIncrease50 );","",1,"",[],0,0,0,0,1,1,1,1
44,"Metadata/Monsters/Anchorman/Objects/AnchormanCrackMid",1,[448],0,0,0,400,600,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.MatchLocator( this, spawner, true, true ); triggerer.DoAction( Emerge );","","","",[],0,0,0,0,1,1,1,1
45,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/PrisonSpawnerGround",1,"[1151,1153,1155,1157,1159]",0,0,0,400,800,0,0,256,"",1,1,"",1,"",0,0,3,2,"","","","triggerer.MatchOrientation( parent, 1 ); triggerer.rot_offset = Random( -4.0, 4.0 ); triggerer.tan_val = triggerer.rot_offset / 18.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 );triggerer.DoAction( WalkEmerge );  triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,1,2,1,1
46,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/PrisonSpawnerUpper",1,"[1157,1159]",0,0,0,400,800,0,0,256,"",1,1,"",1,"",0,0,3,2,"","","","triggerer.DoAction( Emerge2 ); triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,1,1,1,1
47,"Metadata/Terrain/Gallows/Act4/4_5_1/Objects/PrisonSpawnerProwler",1,[1148],0,0,0,400,800,0,0,256,"",1,1,"",1,"",0,0,0,0,"","","","triggerer.DoAction( Emerge2 ); triggerer.SetStateTo( emerge, 1 ); triggerer.AddBuff( hidden_monster, infinity, 1, 1, 1, 0 );","","","",[],0,0,0,0,1,1,1,1
48,"Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWall",1,"[1177,1178,1179,1180]",0,0,30,600,2000,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.SetStateTo( visible, 1 );","","","",[],0,0,0,0,1,1,1,1
49,"Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallArchers",1,[1177],1000,0,45,250,750,0,0,65792,"","",1,"",1,"",0,0,3,2,"","","","triggerer.SetMonsterBehaviour( NoAI );\r\nModifyState( minion_count, +1);\r\n this.skill_target = triggerer.GetLocation();\r\n this.effect_height = triggerer.GetHeight(); \r\nthis.soul = PlayEffect(\""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KaruiSoulCaster/spawndeath.ao\"", height: effect_height ); soul.hostbody = this; soul.FaceObject( hostbody.skill_target);","","","",[],0,0,0,0,1,2,1,1
50,"Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallCaster",1,"[1178,1176]",1000,0,45,250,750,0,0,65792,"","",1,"",1,"",0,0,3,2,"","","","triggerer.SetMonsterBehaviour( NoAI );\r\nModifyState( minion_count, +1);\r\n this.skill_target = triggerer.GetLocation();\r\n this.effect_height = triggerer.GetHeight(); \r\nthis.soul = PlayEffect(\""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KaruiSoulCaster/spawndeath.ao\"", height: effect_height ); soul.hostbody = this; soul.FaceObject( hostbody.skill_target);","","","","[3,1]",0,0,0,0,1,2,1,1
51,"Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallHorn",1,"[1179,1185,1180]",1000,0,45,250,750,0,0,65792,"","",1,"",1,"",0,0,3,2,"","","","triggerer.SetMonsterBehaviour( NoAI );\r\nModifyState( minion_count, +1);\r\n this.skill_target = triggerer.GetLocation();\r\n this.effect_height = triggerer.GetHeight(); \r\nthis.soul = PlayEffect(\""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KaruiSoulCaster/spawndeath.ao\"", height: effect_height ); soul.hostbody = this; soul.FaceObject( hostbody.skill_target);","","","","[2,1,2]",0,0,0,0,1,2,1,1
52,"Metadata/Terrain/Gallows/Act5/5_16/Objects/AllySpawner1",1,[1276],0,0,0,6000,9000,0,0,257,"","","","","","",25,0,0,0,"","","","triggerer.Do(\r\n\t\t(){\r\n\t\t\tSetTeam( 1 );\r\n\t\t\tthis.am_ally = 1;\r\n\t\t\tglobals.always_serialised += this;\r\n\t\t\tAddToPlayerWakeGroup();\r\n\t\t\tthis.warpath = FindClosestObject( \""Metadata/Terrain/Gallows/Act5/5_16/Objects/AlliedPath\"" );\r\n\t\t\tSetPathObject( warpath );\r\n\t\t\tSetStateTo( pathing, 1 );\r\n\t\t} );",1,1,"",[],200,0,0,0,3,3,1,1
53,"Metadata/Terrain/Gallows/Act5/5_16/Objects/AllySpawner2",1,[1278],0,0,0,6000,9000,0,0,257,"","","","","","",15,0,0,0,"","","","triggerer.Do(\r\n(){\r\n  SetTeam( 1 );\r\nthis.am_ally = 1;\r\n  globals.always_serialised += this;\r\n  AddToPlayerWakeGroup();\r\n  this.warpath = FindClosestObject( \""Metadata/Terrain/Gallows/Act5/5_16/Objects/AlliedPath\"" );\r\n  SetPathObject( warpath );\r\n  SetStateTo( pathing, 1 );\r\n} );",1,1,"",[],100,0,0,0,2,2,1,1
54,"Metadata/Terrain/Gallows/Act5/5_16/Objects/EnemySpawner1",1,"[776,778,780,790,1233,1235,1255,1318,1319,1320]",0,0,0,13000,15000,0,0,257,"","","","","","",20,0,0,1,"","","","triggerer.Do(\r\n(){\r\n  globals.always_serialised += this;\r\n  this.am_enemy = 1;\r\n  AddToPlayerWakeGroup();\r\n  this.warpath = FindClosestObject( \""Metadata/Terrain/Gallows/Act5/5_16/Objects/EnemyPath\"" );\r\n  SetPathObject( warpath );\r\n  SetStateTo( pathing, 1 );\r\n} );",1,1,"",[],300,0,0,0,3,3,1,1
55,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/BelowSpawner",1,[1270],0,0,0,0,0,0,0,0,"","","","","","",0,0,10,5,"","","","triggerer.FaceNearestPlayer();","","","",[],0,0,0,0,1,1,1,1
56,"Metadata/Terrain/Gallows/Act5/5_3_1/Objects/RatSpawner",1,[1271],0,0,5,250,500,0,0,256,"","",1,"","","",0,0,0,0,"","","","triggerer.MatchOrientation( spawner, 1 ); triggerer.rot_offset = Random( -6.0, 6.0 ); triggerer.tan_val = triggerer.rot_offset / 28.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.DoAction( WalkEmergeRat );","","","",[],0,0,0,0,5,7,1,2
57,"Metadata/Terrain/Gallows/Act5/5_8_2/Objects/CoreSpawners",1,[1208],0,0,0,2000,4500,0,0,257,"","","","","","",15,10,3,2,"","","","","","","triggerer.SetMonsterBehaviour( FollowPath );",[],80,0,0,0,1000,1000,1,1
58,"Metadata/Terrain/Gallows/Act4/4_1_1/Objects/GoblinMinerSpawner",1,[1173],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","",1,"","",[],0,0,0,0,1,1,1,1
59,"Metadata/Terrain/Gallows/Act2/2_1/Objects/HyenaCaveSpawnerBoss",1,[628],1000,0,0,0,0,0,0,0,"","","","","","",0,10,0,0,"","","","triggerer.SetStateTo( fighting, 1 ); this.rathbreaker.hyena_pets += triggerer; triggerer.rathbreaker = this.rathbreaker; triggerer.If( GetAngleBetween( GetLocation() - rathbreaker.GetLocation(), RotateLocation( [10, 0] ) ) > 90.0, (){ SetStateTo( rotation, 2 ); }, (){ SetStateTo( rotation, 1 ); } ); triggerer.rot_offset = Random( -15.0, 15.0 ); triggerer.tan_val = triggerer.rot_offset / 75.0; triggerer.RotateBy( ATan( triggerer.tan_val ), 1 ); triggerer.MoveRelative( rot_offset, 0, 1 ); triggerer.SetStateTo( finished_emerging, 0 ); triggerer.DoAction( WalkEmerge ); triggerer.StartImmunityPhase(0, 1, 1, 1, 0, 0, 0); triggerer.AddOnActionEnd( {EndImmunityPhase();}, true );",1,"","",[],0,0,0,0,1,1,1,1
60,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase01_02",1,[163],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance2 ); ","","","",[],0,0,0,0,1,1,1,1
61,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase01_06",1,[163],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance3 ); ","","","",[],0,0,0,0,1,1,1,1
62,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase02_03",1,[163],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance5 ); ","","","",[],0,0,0,0,1,1,1,1
63,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase02_011",1,[163],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 ); ","","","",[],0,0,0,0,1,1,1,1
64,"Metadata/Terrain/Gallows/Act1/1_3/Objects/MudGolemSpawners/MudGolemSpawnerBase04_01",1,[163],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance6 ); ","","","",[],0,0,0,0,1,1,1,1
65,"Metadata/Monsters/PoEM/M1_1/ColosseumTrapDoorSpawner_Beast",1,[],150,2,5,900,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmerge ); triggerer.StartImmunityPhase( 1, 1, 1, 1, 0, 0, 0 );","","","",[],0,1500,0,0,2,2,1,1
66,"Metadata/Monsters/PoEM/M1_1/ColosseumTrapDoorSpawner_Gladiator",1,[],150,2,5,900,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.DoAction( WalkEmerge );","","","",[],0,1500,0,0,2,2,1,1
67,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorPyramid",1,[925],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
68,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorSkitterbot",1,[933],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
69,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerFloorCycloner",1,[1093],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
70,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallGolem",1,[929],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
71,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallMonkey",1,[934],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
72,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallSentinel",1,[919],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
73,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerWallBowlingBall",1,[1097],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = this; this.my_monster = triggerer;","","","",[],0,0,0,0,1,1,1,1
74,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarSentinel",1,[919],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
75,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarBowlingBall",1,[1097],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
76,"Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarSkitterbot",1,[933],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 ); triggerer.my_spawner = FindClosestObject( \""Metadata/Terrain/Gallows/Act3/3_6_2/Objects/ConstructSpawnerPillarController\"", 30 );\r\ntriggerer.my_spawner.my_monsters += triggerer;","","","",[],0,0,0,0,1,1,1,1
