"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
48,"FallingThunderProjectilePlayer",3,"[488,4400,17912,4430,6490,10056,20148,20688]","[6712,1102,17589,19632,17587]","[50,40,3,100,50]",0.62,0.055,0,"[17726,17728]",""
49,"PowerSiphonPlayer","","[17952,18585,1220]","[18578,18639,20364]","[-70,160,60]",1.2,0.14,0.0068,[],""
50,"LightningArrowPlayer",3,"[488,4430,6490,10056,854,18349,18585,18605,18673,22151,22583]","[1102,17726,18578,18639,20364]","[40,32,-70,160,60]",0.67,0.0927,0,[],""
51,"DisciplinePlayer","",[2899],[18969],[1],1,0.0927,0,[],""
52,"ShockwaveTotemPlayer",77,"[860,18958,18665,13538,18668,21725]","[866,868,18701,18707,872]","[12000,80,500,1500,1]",1.21,0.2735,0,[],""
53,"ShockwaveTotemQuakePlayer",43,"[605,9347,1780]","[17726,17729,16591]","[30,60,2]",1,0.055,0,[],""
54,"ShockwaveTotemJaggedQuakePlayer",16,[],[],[],1,0.055,0,[],1
55,"KnifeFlipPlayer","",[488],"[10276,10352,6712,349,169,2475]","[40,1,50,6000,-30,80]",2.1717,0.14,0.0068,[],""
56,"ArcPlayer","","[8811,18585,18673,22277,22598,1323]","[8369,18578,18639,20364]","[35,-70,160,60]",2.5,0.14,0.0068,[],""
57,"ArcExplosionPlayer",46,"[605,20688]",[17726],[15],1.5,0.14,0.0068,"[8811,166,1468,1469]",""
58,"ArcticArmourPlayer","",[],[],[],2.18,0.14,0.0068,[],""
59,"FlammabilityPlayer","","[2899,18585]","[18413,18578,18639,20364]","[1500,-70,160,60]",1,0.0927,0,[],""
60,"HypothermiaPlayer","","[2899,18585]","[18413,18578,18639,20364]","[1500,-70,160,60]",1,0.0927,0,[],""
61,"ConductivityPlayer","","[2899,18585]","[18413,18578,18639,20364]","[1500,-70,160,60]",1,0.0927,0,[],""
62,"BallLightningPlayer","","[488,605,18585,22152]","[18656,18578,18639,20364,17726,19110]","[750,-70,160,60,18,200]",0.36,0.14,0.0055,[],""
63,"PurityOfFirePlayer","",[2899],[18969],[1],1,0.0927,0,[],""
64,"PurityOfIcePlayer","",[2899],[18969],[1],1,0.0927,0,[],""
65,"PurityOfLightningPlayer","",[2899],[18969],[1],1,0.0927,0,[],""
66,"ImpurityPlayer","",[2899],[18969],[1],1,0.0927,0,[],""
67,"FlameblastPlayer","","[605,1986,18716,18200,18585]","[1990,7586,12331,17610,18258,18578,18639,20364,20480]","[75,6,10,600,490,-70,160,60,30]",2.3,0.14,0.0082,[],""
68,"BarragePlayer","","[18585,2899,21568,22153]","[349,18961,18624,18625,18578,18639,20364,20485]","[5000,30000,2,1,-70,160,60,50]",1,0.0927,0,[],""
69,"BoneOfferingPlayer",39,"[18585,20352]","[349,3093,18578,18639,20364,18980]","[5000,5000,-70,160,60,1]",1.71,0.055,0,[],""
70,"HeraldOfAshPlayer",39,"[2899,21756]",[17953],[20],1,0.055,0,[],""
71,"HeraldOfAshOnKillPlayer",5,[20352],"[349,17726]","[3000,12]",1,0.055,0,"[17953,2899]",""
72,"HeraldOfIcePlayer",39,"[2899,20352,21052]",[],[],1,0.055,0,[],""
73,"HeraldOfIceOnKillPlayer",5,"[605,1986,3086,1713,1324,696]","[17726,1101]","[16,100]",1,0.055,0,"[2899,20352,21052]",""
74,"HeraldOfThunderPlayer",39,[2899],[],[],1,0.055,0,[],""
75,"HeraldOfThunderOnKillPlayer",28,"[1986,1323,3086,696]","[1102,17726]","[100,14]",1,0.055,0,[2899],""
76,"InfernalCryPlayer","","[11450,18585,20352,22279]","[17962,17963,11182,349,17726,18293,18723,18578,18639,20364]","[25,100,1,8000,40,200,1,-70,160,80]",1,0.055,0,[],""
77,"InfernalCryCorpseExplosionPlayer","","[1986,2260,605,11214,20688,1633]","[17726,18128]","[16,10]",1.41,0.2735,0,[],""
78,"SSMQuadrillaRock","","[2416,892]","[888,2127,4612]","[1022,1,-99]",1,0.0927,0,[],""
79,"MarakethUndeadPriestRollingMagma","","[605,488,12817,4430,6490,18612,18585,18673,1885]","[18578,18639,169,17726,18992,18993,18994,167]","[0,50,150,10,7,25,12,2]",5.25,0.1,0.0175,[],""
80,"RollingMagmaPlayer","","[605,488,12817,4430,6490,18612,18585,18673]","[18578,18639,20364,18992,18993,18994,18995,18996,18997]","[-70,160,60,10,25,6,40,6,50]",2.56,0.14,0.0068,[],""
81,"FrostBombPlayer","","[605,1986,9016,18585]","[17726,349,3093,18385,649,18578,18639,20364]","[20,3000,8000,20,400,-70,160,60]",5.02,0.14,0.0075,[],""
82,"OrbOfStormsPlayer","","[1713,13182,8811,18585]","[8369,17726,17729,18807,18578,18639,20364,18924,18860,349]","[35,56,28,1,-70,160,80,25,75,10000]",1.09,0.14,0.0075,[],""
83,"EarthquakePlayer",4,"[605,13999,20771,22278]","[18629,18630,17726,17732,16248,1896]","[4000,100,18,22,10,-30]",1.5,0.0927,0,[],""
84,"EarthquakeAftershockPlayer",18,[20688],[17726],[16],1,0.055,0,[18629],1
85,"ContagionPlayer","","[3546,18585,22262]","[349,17726,18596,18920,18578,18639,20364,19611]","[5000,17,100,300,-70,160,60,10000]",1.8,0.18,0.0092,[],""
86,"WitherPlayer","",[18585],"[3317,18578,18639,20364]","[6,-70,160,60]",1,0.055,0,[],""
87,"EssenceDrainPlayer",3,"[488,4430,10056,5636,18585,8811,18673,22026]","[18578,18639,20364,19611]","[-70,160,60,10000]",1.7,0.14,0.0068,[],""
88,"EssenceDrainDotPlayer",10,"[3546,20688]",[349],[4000],8.5,0.18,0.0092,"[1470,1471]",""
89,"SunderPlayer",15,"[605,18248,1986,19830]","[18477,11570,11571,11593,16610,5563,16248,17522,95,17726,1896]","[1,2,5,5,900,0,11,24,100,9,-30]",1,0.0927,0,[],""
90,"SunderShockwavePlayer",24,[20688],[17729],[12],1,0.055,0,"[8125,17726,11570,11571,16610]",1
91,"DarkPactPlayer","","[605,5973,18585]","[4431,5070,18578,18639,20364]","[13,100,-70,160,60]",0.57,0.14,0.0068,[],""
92,"SummonSkeletalWarriorsPlayer",79,"[18410,20352]","[447,18411,22090,22143]","[2,12000,2,2]",0,0.0927,0,[],""
93,"SummonSkeletalReaversPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",0,0.0927,0,[],""
94,"SummonSkeletalBrutesPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
95,"SummonSkeletalSnipersPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
96,"SummonSkeletalFrostMagesPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
97,"SummonSkeletalStormMagesPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
98,"SummonSkeletalArsonistsPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
99,"SummonSkeletalClericsPlayer",79,"[18410,20352]","[447,18411]","[2,12000]",1,0.055,0,[],""
100,"VolatileDeadPlayer","","[605,1986,18585]","[6156,17726,18578,18639,20364]","[1,14,-70,160,60]",3.75,0.14,0.0082,[],""
101,"DespairPlayer","","[2899,18585]","[18413,18578,18639,20364]","[1500,-70,160,60]",1,0.0927,0,[],""
102,"IncineratePlayer","","[605,18585,18716,18200,1986]","[19099,17726,349,19102,19103,18258,18578,18639,20364,14408,18483,20553,21133]","[20,46,8000,50,8,600,-70,160,60,-25,360,40,-98]",3.15,0.14,0.0082,[],""
103,"IncinerateGroundPlayer",76,[20688],"[349,17729]","[4000,8]",1,0.055,0,"[349,14408]",""
104,"RainOfArrowsPlayer","","[488,854,18349,18585,605,20789]","[17726,17729,19831,18610,18578,18639,20364,21003,21005,21132,19191]","[36,7,100,50,-70,160,60,1,80,120,1]",0,0.0927,0,[],""
105,"SoulrendPlayer",3,"[488,4400,18585]","[6712,18578,18639,20364]","[25,-70,160,60]",1.44,0.14,0.0068,[],""
106,"SoulrendDotPlayer",10,"[3546,20688]","[349,19611]","[600,600]",1.44,0.14,0.0082,"[488,4400,1470,1471]",""
107,"PlagueBearerPlayer","",[2899],[9411],[4],1,0.055,0,[],""
108,"ArtilleryBallistaPlayer",71,"[18958,860,9918,18585,13538,2899,18665,18667]","[868,866,18701,18707,18704,872,18578,18639,20364]","[80,16000,500,2500,90,1,-70,160,60]",1.86,0.2735,0,[],""
109,"ArtilleryBallistaProjectilePlayer",70,"[488,605,20929,1780,21909]","[18434,18388,18392,17729,17732,18429,16591,3108,1100,316]","[90,3,800,5,45,70,1,16,60,90]",1,0.055,0,[],""
110,"ArtilleryBallistaProjectileExplodePlayer",5,[1780],"[17729,1100]","[13,40]",1,0.055,0,[],1
111,"SnipePlayer",29,"[488,4430,6490,10056,854,18349,18201,18717,17996]","[18483,16418,18715,18159,18258,95,20511,20667]","[120,2,300,16,300,200,2500,133]",1,0.0927,0,[],""
112,"SnipeExplosionPlayer",5,"[605,340,20688]",[17726],[15],1,0.0927,0,"[18258,18159]",""
113,"SeismicCryPlayer","","[104,9016,11478,13202,605,1633,18324,18585]","[11182,11227,18427,17726,18322,18323,18321,18723,18578,18639,20364]","[1,2,400,40,30,1,5,1,-70,160,60]",2.1,0.14,0.0082,[],""
114,"EarthshatterPlayer",43,"[605,22280]","[349,11590,17726,9703]","[6000,6,10,-30]",1,0.055,0,[],""
115,"SigilOfPowerPlayer","","[12546,18585]","[11712,19416,11711,18578,18639,20364,17726]","[4,1,50,-70,160,60,30]",0.163,0.055,0,[],""
116,"FlameWallPlayer",58,"[605,18585]","[11816,15381,18578,18639,20364,21133]","[3,1,-70,160,60,-92]",3,0.14,0.0082,[],""
117,"FlameWallProjectileBuffPlayer",120,[20688],[],[],0.6,0.14,0.0018,"[349,1464,1465]",""
118,"FlameWallLingeringIgnitePlayer",0,[20688],[],[],1,0.055,0,"[12359,349,21014,21015]",""
119,"DoomBlastPlayer","","[11747,605]","[19013,17726]","[15,20]",1.72,0.14,0.0068,[],""
120,"HexblastPlayer","","[605,18585,22478]","[18593,17726,17729,18578,18639,20364]","[3,20,28,-70,160,60]",7.8,0.14,0.0082,[],""
121,"AncestralWarriorTotemPlayer","","[10086,860,18958,18641,18665,20352,18666,21725]","[866,868,18643,18701,18707,18704,872]","[8000,60,600,500,1000,13,1]",1.86,0.2735,0,[],""
122,"SupportAncestralWarriorTotemPlayer","",[1780],[16591],[2],1,0.055,0,[],""
123,"SummonMetaTotemSpellTotemPlayer","","[10086,860,18958]","[866,868]","[8000,80]",1,0.0927,0,[],""
124,"SupportMetaTotemSpellTotemPlayer","",[1780],[16591],[2],1,0.055,0,[],""
125,"SummonMetaTotemBallistaPlayer","","[10086,9918,18958]","[866,868,872]","[12000,80,1]",1,0.0927,0,[],""
126,"SupportMetaTotemBallistaPlayer","",[],[16591],[2],1,0.055,0,[],""
127,"RapidAssaultPlayer",33,"[9244,605]","[1228,13144,16248]","[6,-60,13]",1,0.055,0,[],""
128,"RapidAssaultFinalHitPlayer",9,"[20688,104]","[1228,21901,349,19034]","[6,5,10000,100]",1,0.055,0,[],1
129,"RapidAssaultDetonation",5,[20688],"[17726,19034]","[24,100]",1,0.055,0,[1228],1
130,"BloodHuntPlayer",86,"[9244,605,2634,21712]","[17937,16610,16248,21749]","[50,150,15,1]",1,0.0927,0,[],""
131,"BloodHuntExplosionPlayer",5,"[20688,22152]","[17726,21750,18170]","[13,10,25]",1,0.055,0,"[17937,18149,16610,16248,21749]",1
132,"DisengagePlayer",8,"[605,21632]","[7871,17522,1228,16610,22275,21608,22600,22602,22601]","[50,-8,25,200,40,1,68,90,163]",1,0.0927,0,[],""
133,"ExsanguinatePlayer",119,"[13484,18585]","[166,18578,18639,20364,13169]","[2,-70,160,60,3]",0.81,0.14,0.0068,[],""
134,"ExsanguinateDotPlayer",10,"[3546,20688]","[349,19611]","[1000,2000]",0.81,0.18,0.0092,"[166,13169,1462,1463,13484]",""
135,"ReapPlayer","","[605,18585]","[349,18578,18639,20364]","[1000,-70,160,60]",2.65,0.14,0.0068,[],""
136,"BoneshatterPlayer",8,"[18675,18676]","[1228,16248,18427,1896]","[2,17,-100,-30]",0.1828,0.0927,0,[],""
137,"BoneshatterShockwavePlayer",24,"[605,20688]",[17726],[20],0.1828,0.0927,0,"[18427,1228,18676]",1
138,"EyeOfWinterPlayer","","[488,13724,18585]","[13725,13855,19112,18578,18639,20364]","[8,100,75,-70,160,60]",0.19,0.14,0.0068,[],""
139,"WhirlingSlashPlayer",2,"[17925,605,18292,104]","[17957,17956,17958,16248]","[50,-90,15,26]",1,0.055,0,[],""
140,"WhirlingSlashSandstormPlayer",98,"[20688,21364,1986]","[17726,12712,18506,21245,18759,12711,12713,21399,21659,13146]","[18,3,250,10,-30,150,3,1,50,3]",1,0.055,0,"[18292,104,17957,17956,17958]",1
141,"SpearfieldPlayer","","[605,3683,2899]","[13630,349,17522,13145,17729,18314,22464]","[70,10000,40,20,6,10,300]",1,0.0927,0,[],""
142,"TornadoPlayer","","[1713,13182,605,14704,17925,18585]","[14120,1116,349,17726,18331,18336,18338,18578,18639,20364]","[1,1000,15000,30,100,60,50,-70,160,50]",1.5,0.2735,0,[],""
143,"LightningConduitPlayer","",[1323],"[17576,17926,17726,15790]","[30,1000,100,20]",1.82,0.14,0.0068,[],""
144,"GalvanicFieldPlayer","","[1323,1713,18585]","[349,7666,15824,15988,18578,18639]","[6000,20,100,1,-70,160]",0.337,0.14,0.0082,[],""
145,"MtxDirectLineOfAntsPlayer","",[2899],[],[],1,0.0927,0,[],""
146,"MtxPolymorphCatPlayer","",[2899],"[349,8708]","[6000,107]",1,0.0927,0,[],""
147,"MtxBestiaryStampedeQuicksilverRhoaPlayer","",[2899],[],[],1,0.0927,0,[],""
148,"DemonMagusPlayer","","[18517,18410]","[13244,13619,13245,18528,18411]","[1,20,-30,-50,12000]",1,0.0927,0,[],""
149,"LightningSpearPlayer",106,"[488,4430,6490,10056,18282,13602,18585,20789,7249,18605,20784,22314,12214]","[17726,1102,6712,18656,18578,18639,20364,22310,22313,1749]","[50,80,25,100,-70,160,60,50,3,105]",1,0.0927,0,[],""
150,"LightningSpearSecondaryProjectilePlayer",94,[17468],"[1102,18656]","[20,100]",1,0.0927,0,"[13602,22310,7249,18605,20784,22314,12214]",1
151,"GlacialLancePlayer",106,"[488,6707,4400,18349,18585,10056,4430,6490,22242,22152,17468,20784,22314,17247]","[1101,17726,349,3093,18578,18639,20364,22178,1749]","[60,12,6000,1000,-70,160,60,30,105]",1,0.055,0,[],""
152,"GlacialLanceWallsPlayer",5,"[20688,605]","[1101,17726]","[40,26]",1,0.0927,0,"[17726,4400,17468,20784,22314]",1
153,"SummonInfernalHoundPlayer","",[18410],"[447,20213,20214,22143]","[8,20,15,1]",1,0.0927,0,[],""
154,"SiegeCascadePlayer",56,"[488,605,18585,18349,20040,1324,21242]","[18434,18388,18392,18401,17726,17729,18429,18578,18639,1100,20364,18427]","[90,1,500,200,40,5,70,-70,160,80,50,-100]",1,0.055,0,[],""
155,"SiegeCascadeExplodePlayer",5,[],[17729],[5],1,0.055,0,[],1
156,"SiegeCascadeAmmoPlayer",78,"[18484,20042,18585,2899,20688]","[18408,17896,18578,18639,20364,20624]","[1,1000,-30,160,60,-30]",1,0.055,0,[],""
157,"HailstormRoundsPlayer",56,"[488,605,18585,18349,20040,1986]","[18434,18388,18392,1101,18578,18639,20364,17726,17729]","[90,1,300,80,-70,160,60,12,25]",1,0.055,0,[],""
158,"HailstormRoundsAmmoPlayer",78,"[20167,18484,20042,18585,2899,20518,20688,21238]","[17896,18578,18639,20364,20624]","[1000,-30,160,60,-50]",1,0.055,0,[],""
159,"StormblastBoltsPlayer",56,"[488,605,18585,18349,20040]","[18434,18388,18392,1102,18578,18639,17726,17729,349,20364,20885]","[90,3,150,60,-70,160,8,35,8000,50,30]",1,0.055,0,[],""
160,"StormblastBoltsExplosionPlayer",5,"[605,20688]","[1102,17726]","[40,8]",1,0.055,0,"[349,18388]",1
161,"StormblastBoltsAmmoPlayer",78,"[18484,20042,18585,2899,20688,21238]","[18408,17896,18578,18639,20364]","[5,1000,-30,160,60]",1,0.055,0,[],""
162,"ExplosiveShotPlayer",55,"[488,18349,18435,4430,6490,10056,18473,9016,8811,13975,18585,18673,1986]","[18434,1100,18481,18488,18489,18490,18506,18578,18639,20364]","[90,30,10,2,8,300,400,-70,160,50]",1,0.055,0,[],""
163,"ExplosiveShotExplosionPlayer",5,"[605,20688]","[18409,1100]","[0,50]",1,0.055,0,[8811],""
164,"ExplosiveShotAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364,20624]","[1,1000,-30,160,60,-30]",1,0.055,0,[],""
165,"IncendiaryShotPlayer",55,"[488,2747,18349,8811,18435,18673,4430,6490,10056,9016,18585,1986]","[18430,18431,18433,18434,18388,8163,6712,18427,1100,18488,18489,18490,18506,18521,17726,18657,7388,18578,18639,20364]","[3,20,9,90,10,10,40,0,80,1,8,300,75,220,19,100,0,-70,160,50]",1,0.055,0,[],""
166,"IncendiaryShotConePlayer",0,"[20688,605]",[],[],1,0.055,0,[18506],""
167,"IncendiaryShotAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
168,"HighVelocityRoundsPlayer",55,"[488,18349,18534,18435,18673,4430,6490,10056,18473,9016,8811,18585,1986,19830]","[18477,18434,10172,5915,18481,18488,18489,18490,18506,18578,18639,20364]","[2,90,0,6,10,2,8,300,400,-70,160,50]",1,0.055,0,[],""
169,"HighVelocityRoundsArmourBrokenPlayer",75,"[20432,20688]",[],[],1,0.055,0,[],1
170,"HighVelocityRoundsAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
171,"FragmentationRoundsPlayer",55,"[488,2747,18349,18435,18673,4430,6490,10056,9016,18501,8811,18585,1986,18859,1324]","[18430,18431,18433,18434,18388,8163,6712,18427,10172,5915,18506,18578,18639,20364]","[3,20,8,90,10,10,40,0,0,2,100,-70,160,50]",1,0.055,0,[],""
172,"FragmentationRoundsFreezeShatterPlayer",17,"[605,20688,16702]",[17726],[18],1,0.055,0,"[18388,8811,18506,5915,2747,18530,18859]",1
173,"FragmentationRoundsAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
174,"GlacialBoltPlayer",55,"[488,18349,18435,4430,6490,10056,18473,9016,13975,8811,18585,18673,1986]","[18434,1101,18481,18488,18489,18490,18506,18578,18639,20364]","[90,60,10,2,8,300,400,-70,160,50]",1,0.055,0,[],""
175,"GlacialBoltWallPlayer",58,"[605,20688]","[1101,349,499,18301,17726]","[40,8000,63,231,18]",1,0.055,0,[18506],1
176,"GlacialBoltAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
177,"PermafrostBoltsPlayer",55,"[488,2747,18349,8811,18435,18673,4430,6490,10056,9016,18585,1986]","[18430,18431,18433,18434,18388,8163,6712,1101,18506,18521,17726,18578,18639,20364]","[3,20,14,90,10,10,40,80,100,40,27,-70,160,50]",1,0.055,0,[],""
178,"PermafrostBoltsConePlayer",0,"[20688,605,21878]",[],[],1,0.055,0,[18506],""
179,"PermafrostBoltsAmmoPlayer",78,"[18484,18585,2899,20688]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
180,"PlasmaBlastPlayer",55,"[488,18349,18435,18673,4430,6490,10056,8811,18585,4400]","[18434,1102,18488,18489,18490,18506,18578,18639,18656,20364,16610,20667]","[90,70,2,8,300,400,-70,160,30,50,2000,35]",1,0.055,0,[],""
181,"PlasmaBlastExplosionPlayer",5,"[605,20688]","[1102,17726]","[30,32]",1,0.055,0,"[8811,18506,4400,8125,16610]",1
182,"PlasmaBlastAmmoPlayer",78,"[18484,18585,2899,20688,21238]","[18408,17896,18578,18639,20364]","[1,1000,-30,160,60]",1,0.055,0,[],""
183,"GalvanicShardsPlayer",55,"[488,2747,18349,18435,18673,4430,6490,10056,9016,8811,18585,18605,21238]","[18430,18431,18433,18434,18388,8163,6712,1102,18506,18578,18639,20364]","[3,20,14,90,6,10,40,60,100,-70,160,50]",1,0.055,0,[],""
184,"GalvanicShardsBeamPlayer",11,[20688],"[166,1102]","[1,40]",1,0.055,0,"[8811,18408,18506,18388,2747,18605]",1
185,"GalvanicShardsAmmoPlayer",78,"[18484,18585,2899,20688,21238]","[18408,17896,18578,18639,20364,20624]","[5,1000,-30,160,60,-50]",1,0.055,0,[],""
186,"AxeChopPlayer","",[],"[3502,1228]","[50,20]",1,0.0927,0,[],""
187,"AxeSlashPlayer","","[104,9244]","[1228,17522]","[5,7]",1,0.0927,0,[],""
188,"RollingSlamPlayer","","[605,1986,18791,2899]","[16610,16248,17522,19206,18968,1896]","[1000,15,20,36,1,-30]",1,0.0927,0,[],""
189,"RollingSlamFirstSlamPlayer",22,[20688],"[17726,18427]","[14,50]",1,0.0927,0,[2899],""
190,"RollingSlamSecondSlamPlayer",23,[20688],"[17729,21140]","[18,50]",1,0.0927,0,[2899],""
191,"WhirlingAssaultPlayer","","[9244,9016,17925,1986,605]","[16610,17522]","[1400,42]",1,0.0927,0,[],""
192,"WeaponGrantedChaosboltPlayer","","[488,4430,10056,5636,18585,18673]","[800,18578,18639,20364]","[1109,-70,160,60]",2.2,0.14,0.0068,[],""
193,"EscapeShotPlayer","","[488,605,854,17247,18349,4430,6490,10056,13975,1986]","[17726,1101,16610,6476]","[24,100,700,20]",1,0.0927,0,[],""
