"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool_65","bool_66","Awakened","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","[rid]_187"
30,397,0,100,0,"","","",0,1,1,"",2,23,0,[2],[0],"",[32],"","Art/Videos/SkillTutorials/SnipersMark.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSnipersMark.dds",0,7,"",2,"",[]
31,398,0,0,100,"","",22162,0,1,1,"",3,32,0,[1],[0],"",[33],"","Art/Videos/SkillTutorials/Despair.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDespair.dds",1,9,"",2,"",[]
32,399,0,0,100,"","","",0,1,1,"",3,32,0,[7],[0],"",[34],"","Art/Videos/SkillTutorials/LightningWarp.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningWarp.dds",3,9,"",2,"",[]
33,408,100,0,0,"","","",0,1,1,"",1,7,0,[6],[0],"",[35],"","Art/Videos/SkillTutorials/ArmourBreaker.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageArmourBreaker.dds",0,3,"",2,"",[]
34,409,0,100,0,"","","",0,1,1,"",2,32,0,[2],[0],"",[36],"","Art/Videos/SkillTutorials/RainofArrows.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageRainOfArrows.dds",0,9,"",2,"",[]
35,3095,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[37],"","","",0,1,"",0,"",[4]
36,3013,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[38],"","","",0,1,"",0,"",[0]
37,410,0,0,100,"","","",0,1,1,"",3,42,0,[7],[0],"",[39],"","Art/Videos/SkillTutorials/Firestorm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFirestorm.dds",0,11,"",2,"",[]
38,411,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[40],"","Art/Videos/SkillTutorials/FallingThunder.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFallingThunder.dds",0,1,"",2,"",[]
39,412,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[41],"","","",0,0,"",2,"",[]
40,413,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[42],"","Art/Videos/SkillTutorials/LightningArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningArrow.dds",3,1,"",2,"",[]
41,415,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[43],"","","",0,0,"",2,"",[]
42,416,100,0,0,"","","",0,1,1,"",1,7,0,[6],[1],"",[44],"","Art/Videos/SkillTutorials/ShockwaveTotem.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageShockwaveTotem.dds",0,3,"",2,"",[]
43,3043,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[45],"","","",0,2,"",0,"","[1,2,3]"
44,414,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[46],"","Art/Videos/SkillTutorials/Arc.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageArc.dds",2,5,"",2,"",[]
45,417,0,0,100,"","","",0,1,1,"",3,11,0,[7],[0],"",[47],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageArcticArmour.dds",1,4,"",2,"",[]
46,3005,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[48],"","","",0,2,"",0,"","[0,2,3]"
47,3103,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[49],"","","",0,2,"",0,"","[4,2,3]"
48,3053,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[50],"","","",0,2,"",0,"","[1,2,3]"
49,3052,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[51],"","","",0,1,"",0,"",[1]
50,3062,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[52],"","","",0,3,"",0,"","[1,2,3]"
51,418,0,0,100,"","",22158,0,1,1,"",3,23,0,[7],[0],"",[53],"","Art/Videos/SkillTutorials/Flammability.bk2","",0,7,"",2,"",[]
52,419,0,0,100,"","",22159,0,1,1,"",3,23,0,[7],[0],"",[54],"","Art/Videos/SkillTutorials/Hypothermia.bk2","",0,7,"",2,"",[]
53,420,0,0,100,"","",22160,0,1,1,"",3,23,0,[7],[0],"",[55],"","Art/Videos/SkillTutorials/Conductivity.bk2","",0,7,"",2,"",[]
54,421,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[56],"","Art/Videos/SkillTutorials/Incinerate.bk2","",0,5,"",2,"",[]
55,3096,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[57],"","","",0,2,"",0,"","[4,2,3]"
56,3116,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[58],"","","",0,1,"",0,"",[4]
57,3045,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[59],"","","",0,1,"",0,"",[1]
58,422,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[60],"","","",0,0,"",2,"",[]
59,423,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[61],"","","",0,0,"",2,"",[]
60,424,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[62],"","","",0,0,"",2,"",[]
61,425,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[63],"","","",0,0,"",2,"",[]
62,426,0,0,100,"","","",0,1,1,"",3,53,0,[7],[0],"",[64],"","Art/Videos/SkillTutorials/Flameblast.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFlameblast.dds",0,13,"",2,"",[]
63,427,0,100,0,"","","",0,1,1,"",2,15,0,"[2,8]",[0],"",[65],"","Art/Videos/SkillTutorials/Barrage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBarrage.dds",0,5,"",2,"",[]
64,428,0,0,100,"","","",0,1,1,"",3,42,0,[7],[0],"",[66],"","Art/Videos/SkillTutorials/BallLightning.bk2","",2,11,"",2,"",[]
65,429,0,0,100,"","","",0,1,1,"",3,42,0,[1],[0],"",[67],"","Art/Videos/SkillTutorials/BoneOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneOffering.dds",1,11,"",2,"",[]
66,430,100,0,0,"","","",0,1,1,"",1,11,0,"[6,9]",[0],"",[68],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfAsh.dds",0,4,"",2,"",[]
67,431,0,50,50,"","","",0,1,1,"",4,11,0,[10],[0],"",[69],"","","",0,4,"",2,"",[]
68,432,0,100,0,"","","",0,1,1,"",2,11,0,"[10,2,9,8]",[0],"",[70],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHeraldOfThunder.dds",0,4,"",2,"",[]
69,433,0,0,100,"","","",2,1,1,"",3,27,0,[1],[0],"",[71],"","","",2,8,"",2,"",[]
70,434,100,0,0,"","","",0,1,1,"",1,7,0,[6],[0],"",[72],"","Art/Videos/SkillTutorials/InfernalCry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageInfernalCry.dds",0,3,"",2,"",[]
71,3133,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[73],"","","",0,1,"",0,"",[4]
72,3089,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[74],"","","",0,1,"",0,"","[4,2,3]"
73,3037,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[75],"","","",0,1,"",0,"","[1,2,3]"
74,436,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[76],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageRollingMagma.dds",0,0,"",2,"",[]
75,437,0,0,100,"","","",0,1,1,"",3,1,0,[7],[0],"",[77],"","Art/Videos/SkillTutorials/FrostBomb.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFrostBomb.dds",2,1,"",2,"",[]
76,438,0,0,100,"","","",0,1,1,"",3,7,0,[7],[0],"",[78],"","Art/Videos/SkillTutorials/OrbofStorms.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageOrbOfStorms.dds",2,3,"",2,"",[]
77,439,100,0,0,"","","",0,1,1,"",1,1,0,[6],[0],"",[79],"","Art/Videos/SkillTutorials/Earthquake.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEarthquake.dds",0,1,"",2,"",[]
78,440,0,0,100,"","","",0,1,1,"",3,1,0,[1],[0],"",[80],"","Art/Videos/SkillTutorials/Contagion.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageContagion.dds",3,1,"",2,"",[]
79,441,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[81],"","","",0,0,"",2,"",[]
80,442,0,0,100,"","","",0,1,1,"",3,7,0,[1],[0],"",[82],"","Art/Videos/SkillTutorials/EssenceDrain.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEssenceDrain.dds",3,3,"",2,"",[]
81,3130,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[83],"","","",0,1,"",0,"",[4]
82,443,100,0,0,"","","",0,1,1,"",1,32,0,[6],[0],"",[84],"","Art/Videos/SkillTutorials/Sunder.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSunder.dds",0,9,"",2,"",[]
83,444,0,0,100,"","","",0,1,1,"",3,7,0,[7],[0],"",[85],"","Art/Videos/SkillTutorials/Frostbolt.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFrostbolt.dds",1,3,"",2,"",[]
84,3115,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[86],"","","",0,3,"",0,"",[4]
85,445,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[87],"","","",0,0,"",2,"",[]
86,400,0,0,100,"","",9633,0,1,1,"",3,1,0,[],[0],"",[91],"","Art/Videos/SkillTutorials/SkeletalSniper.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalSniper.dds",0,0,"",2,"",[]
87,401,0,0,100,"","",9633,0,1,1,"",3,32,0,[1],[0],"",[89],"","Art/Videos/SkillTutorials/SkeletalReaver.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalReaver.dds",0,9,"",2,"",[]
88,402,0,0,100,"","",9633,0,1,1,"",3,53,0,[1],[0],"",[90],"","Art/Videos/SkillTutorials/SkeletalBrute.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalBrute.dds",0,13,"",2,"",[]
89,403,0,0,100,"","",9633,0,1,1,"",3,1,0,[1],[0],"",[91],"","Art/Videos/SkillTutorials/SkeletalSniper.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalSniper.dds",0,1,"",2,"",[]
90,404,0,0,100,"","",9633,0,1,1,"",3,15,0,[1],[0],"",[92],"","Art/Videos/SkillTutorials/SkeletalFrostMage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalFrostMage.dds",0,5,"",2,"",[]
91,405,0,0,100,"","",9633,0,1,1,"",3,42,0,[1],[0],"",[93],"","Art/Videos/SkillTutorials/SkeletalStormMage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalStormMage.dds",0,11,"",2,"",[]
92,406,0,0,100,"","",9633,0,1,1,"",3,7,0,[1],[0],"",[94],"","Art/Videos/SkillTutorials/SkeletalArsonist.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalArsonist.dds",0,3,"",2,"",[]
93,407,0,0,100,"","",9633,0,1,1,"",3,53,0,[1],[0],"",[95],"","Art/Videos/SkillTutorials/SkeletalCleric.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalCleric.dds",0,13,"",2,"",[]
94,3091,0,0,100,"","","",1,1,1,"",3,1,0,[6],[0],"",[96],"","","",0,2,"",0,"","[4,2,3]"
95,2992,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[97],"","","",0,1,"",0,"","[0,2,3]"
96,3041,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[98],"","","",0,1,"",0,"","[1,2,3]"
97,3042,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[99],"","","",0,2,"",0,"","[1,5]"
98,3020,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[100],"","","",0,3,"",0,"",[0]
99,3065,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[101],"","","",0,1,"",0,"","[1,2,3]"
100,3012,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[102],"","","",0,1,"",0,"","[0,2,3]"
101,3075,0,100,0,"","","",1,1,1,"",2,5,17,[2],[0],"",[103],"","","",0,2,"",0,"","[1,2,3]"
102,3120,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[104],"","","",0,1,"",0,"",[4]
103,446,0,0,100,"","",22161,0,1,1,"",3,23,0,[1],[0],"",[105],"","Art/Videos/SkillTutorials/Vulnerability.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVulnerability.dds",0,7,"",2,"",[]
104,3100,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[106],"","","",0,1,"",0,"",[4]
105,447,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[107],"","","",0,0,"",2,"",[]
106,3097,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[108],"","","",0,1,"",0,"","[4,2,3]"
107,448,0,100,0,"","","",1,1,1,"",2,18,0,[6],[0],"",[109],"","","",0,2,"",0,"","[1,2,3]"
108,2997,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[110],"","","",0,1,"",0,"",[0]
109,449,0,100,0,"","","",0,1,1,"",2,11,0,[2],[0],"",[111],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePlagueBearer.dds",0,4,"",2,"",[]
110,3119,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[112],"","","",0,2,"",0,"",[4]
111,3014,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[113],"","","",0,1,"",0,"",[0]
112,3017,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[114],"","","",0,2,"",0,"",[0]
113,450,50,50,0,"","","",0,1,1,"",4,32,0,[9],"[0,1]","",[115],"","Art/Videos/SkillTutorials/ArtilleryBallista.bk2","",0,9,"",2,"",[]
114,3055,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[116],"","","",0,1,"",0,"","[1,2,3]"
115,435,100,0,0,"","","",0,1,1,"",1,42,0,[6],[0],"",[117],"","Art/Videos/SkillTutorials/SeismicCry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSeismicCry.dds",0,11,"",2,"",[]
116,451,100,0,0,"","","",0,1,1,"",1,23,0,[6],[0],"",[118],"","Art/Videos/SkillTutorials/Earthshatter.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEarthshatter.dds",0,7,"",2,"",[]
117,452,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[119],"","","",0,0,"",2,"",[]
118,453,0,0,100,"","","",0,1,1,"",3,1,0,[7],[0],"",[120],"","Art/Videos/SkillTutorials/FlameWall.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFlameWall.dds",0,1,"",2,"",[]
119,3131,0,0,100,"","","",1,"",1,"",3,1,17,[7],[0],"",[121],"","","",0,1,"",0,"","[4,2,3]"
120,454,0,0,100,"","","",0,1,1,"",3,42,0,[1],[0],"",[122],"","Art/Videos/SkillTutorials/Hexblast.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHexblast.dds",2,11,"",2,"",[]
121,455,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[123],"","","",0,0,"",2,"",[]
122,456,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[124],"","","",0,0,"",2,"",[]
123,2998,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[125],"","","",0,1,"",0,"",[0]
124,3001,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[126],"","","",0,3,"",0,"",[0]
125,2999,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[127],"","","",0,1,"",0,"","[0,2,3]"
126,457,100,0,0,"","","",0,1,1,"",1,1,0,[6],[0],"",[128],"","Art/Videos/SkillTutorials/Boneshatter.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneshatter.dds",0,1,"",2,"",[]
127,458,0,0,100,"","","",0,1,1,"",3,53,0,[7],[0],"",[129],"","Art/Videos/SkillTutorials/EyeOfWinter.bk2","",0,13,"",2,"",[]
128,459,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[130],"","","",0,0,"",2,"",[]
129,3049,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[131],"","","",0,3,"",0,"",[1]
130,460,0,0,100,"","","",0,1,1,"",3,53,0,[7],[0],"",[132],"","Art/Videos/SkillTutorials/LightningConduit.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningConduit.dds",0,13,"",2,"",[]
131,461,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[133],"","","",0,0,"",2,"",[]
132,462,100,0,0,"","","",0,1,1,"",1,32,0,[6],[0],"",[134],"","Art/Videos/SkillTutorials/VolcanicFissure.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVolcanicFissure.dds",0,9,"",2,"",[]
133,463,0,100,0,"","","",0,1,1,"",2,15,0,[8],[0],"",[135],"","Art/Videos/SkillTutorials/RapidStrikes.bk2","",0,5,"",2,"",[]
134,464,0,100,0,"","","",0,1,1,"",2,1,0,[8],[0],"",[136],"","Art/Videos/SkillTutorials/Disengage.bk2","",0,1,"",2,"",[]
135,465,0,100,0,"","","",0,1,1,"",2,23,0,[8],[0],"",[137],"","Art/Videos/SkillTutorials/Bloodhunt.bk2","",0,7,"",2,"",[]
136,466,0,100,0,"","","",0,1,1,"",2,1,0,[8],[0],"",[138],"","Art/Videos/SkillTutorials/WhirlingSlash.bk2","",0,1,"",2,"",[]
137,467,0,100,0,"","","",0,1,1,"",2,15,0,[8],[0],"",[139],"","Art/Videos/SkillTutorials/Spearfield.bk2","",0,5,"",2,"",[]
138,468,0,0,100,"","","",2,1,1,"",3,51,0,[],[0],"",[140],1,"","",0,0,"",2,"",[]
139,469,0,100,0,"","","",0,1,1,"",2,7,0,[8],[0],"",[141],"","Art/Videos/SkillTutorials/LightningSpear.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStormSpear.dds",0,3,"",2,"",[]
140,470,0,100,0,"","","",0,1,1,"",2,23,0,[8],[0],"",[142],"","Art/Videos/SkillTutorials/GlacialLance.bk2","",0,7,"",2,"",[]
141,471,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[143],"","","",0,0,"",2,"",[]
142,472,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[144],"","","",0,0,"",2,"",[]
143,473,0,50,50,"","","",0,1,1,"",4,42,0,[10],[0],"",[145],"","Art/Videos/SkillTutorials/WhirlingAssault.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWhirlingAssault.dds",0,11,"",2,"",[]
144,474,100,0,0,"","","",0,1,1,"",1,1,0,[6],[0],"",[146],"","Art/Videos/SkillTutorials/RollingSlam.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDoubleSlam.dds",0,1,"",2,"",[]
145,475,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[147],"","Art/Videos/SkillTutorials/EscapeShot.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEscapeShot.dds",2,1,"",2,"",[]
146,476,100,0,0,"","","",0,1,1,"",1,42,0,[6],[0],"",[148],"","Art/Videos/SkillTutorials/SuperchargedSlam.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSuperchargedSlam.dds",0,11,"",2,"",[]
147,477,0,100,0,"","","",0,1,1,"",2,1,17,[],[0],"",[149],"","","",0,0,"",2,"",[]
148,478,0,50,50,"","","",0,1,1,"",4,15,0,[10],[0],"",[150],"","Art/Videos/SkillTutorials/WindBlast.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWindBlast.dds",0,5,"",2,"",[]
