"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions"
28,"IceNovaPlayer","",[],"",[],[],"",783282587,"",2,1000,34,"","",[],288,"","","","",1,4,0,"",29,[5446],"",[0],1,[],-1,[]
29,"LeapSlamPlayer","",[],"",[],[],"",1158757118,"",2,1400,12,"","",[],14,"","","","",0,19,0,"",30,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
30,"ShieldChargePlayer","",[],"",[],[],"",1244402693,"",2,1000,10,"","",[],10,"","","","",0,0,0,"",31,[5449],"",[7],1,[],-1,[]
31,"DetonateDeadPlayer","",[],"",[],[],"",1720307868,"",2,800,25,"","",[],480,"","","","",0,0,0,"",32,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
32,"RaiseZombiePlayer","",[],"",[],[],"",3518949861,"",2,600,39,"","",[],498,"","","","",0,0,0,"",33,[],"",[0],1,[],-1,[]
33,"FlickerStrikePlayer","",[],"",[],[],"",479486538,"",2,1000,27,"","",[],228,"","","","",0,0,0,"",34,[],"",[0],1,[],-1,[]
34,"SparkPlayer","",[],"",[],[],"",784810722,"",2,700,51,"","",[],286,"","","","",0,0,0,"",35,[],"",[0],1,[],-1,[]
35,"UniqueEarthboundTriggeredSparkPlayer","",[],"",[],[],"",4119861130,"",2,700,52,"","",[],286,"","","","",0,0,0,"",36,[],"",[0],1,[],-1,[]
36,"SpearThrowPlayer","",[],"",[],[],"",2034129336,"",2,1000,652,"","",[],717,"","","","",0,0,0,"",264,[265],"",[],1,[],-1,[]
37,"SummonSpectrePlayer","",[],"",[],[],"",3136712647,"",2,850,56,"","",[],364,"","","","",0,0,0,"",37,[],"",[],1,[],-1,[]
38,"FrostWallPlayer","",[],"",[],[],"",1436428227,"",2,800,60,"","",[],319,"","","","",0,0,0,"",38,[],"",[0],1,[],-1,[]
39,"ShockNovaPlayer","",[],"",[],[],"",3733870602,"",2,700,203,"","",[],553,"","","","",0,0,0,"",39,[],"",[0],1,[],-1,[]
40,"TemporalChainsPlayer","",[],"",[],[],"",2568817950,"",2,700,65,"","",[],622,"","","","",0,0,0,"",40,[],"",[0],1,[],-1,[]
41,"EnfeeblePlayer","",[],"",[],[],"",3733505532,"",2,700,68,"","",[],483,"","","","",0,0,0,"",41,[],"",[0],1,[],-1,[]
42,"SnipersMarkPlayer","",[],"",[],[],"",2195084374,"",2,500,70,"","",[],423,"","","","",0,0,0,"",42,[],"",[0],1,[],-1,[]
43,"VulnerabilityPlayer","",[],"",[],[],"",2629204070,"",2,700,71,"","",[],482,"","","","",0,0,0,"",43,[],"",[0],1,[],-1,[]
44,"LightningWarpPlayer","",[],"",[],[],"",4268454739,"",2,500,73,"","",[],436,"","","","",0,0,0,"",44,[],"",[0],1,[],-1,[]
45,"ArmourBreakerPlayer","",[],"",[],[],"",4175507863,"",2,1000,75,"","",[],576,"","","","",0,0,0,"",45,[],"",[0],1,[],-1,[]
46,"FirestormPlayer","",[],"",[],[],"",2335476830,"",2,1400,81,"","",[],378,"","","","",4,30,0,"",46,[5693],"",[0],1,[],-1,[]
47,"FallingThunderPlayer","",[],"",[],[],"",1924535859,"",2,1000,629,"","",[],187,"","","","",0,0,0,"",47,[48],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
48,"PowerSiphonPlayer","",[],"",[],[],"",1765669141,"",2,700,92,"","",[],466,"","","","",1,0,0,"",49,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/PowerSiphon/OnHit_PowerSiphonSG",[0],1,[],-1,[]
49,"LightningArrowPlayer","",[],"",[],[],"",1125460749,"",2,1000,94,"","",[],417,"","","","",0,0,0,"",50,[352],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
50,"DisciplinePlayer","",[],"",[],[],"",1590703230,"",2,0,99,"","",[],"","","","","",0,0,0,"",51,[],"",[],1,[],-1,[]
51,"ShockwaveTotemPlayer","",[],"",[],[],"",2786260401,"",2,600,761,"","",[],457,"","","","",0,0,0,"",52,[],"",[0],1,[],-1,[]
52,"ShockwaveTotemQuakePlayer","",[],"",[],[],"",3824638950,"",2,600,763,"","",[],652,"","","","",0,0,0,"",53,[54],"",[],1,[],-1,[]
53,"KnifeFlipPlayer","",[],"",[],[],"",2292269449,"",2,1000,116,"","",[],232,"","","","",0,0,0,"",55,[],"",[],1,[],-1,[]
54,"ArcPlayer","",[],"",[],[],"",1358643428,"",2,1100,37,"","",[],287,"","","","",2,10,0,"",56,[57],"",[0],1,[],-1,[]
55,"ArcticArmourPlayer","",[],"",[],[],"",1864998710,"",2,0,625,"","",[],329,"","","","",0,0,0,"",58,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/ArcticArmour/OnHit_ArcticArmourSG",[],1,[],-1,[]
56,"FlammabilityPlayer","",[],"",[],[],"",2994448471,"",2,700,122,"","",[],530,"","","","",0,0,0,"",59,[],"",[0],1,[],-1,[]
57,"HypothermiaPlayer","",[],"",[],[],"",1495189518,"",2,700,123,"","",[],531,"","","","",0,0,0,"",60,[],"",[0],1,[],-1,[]
58,"ConductivityPlayer","",[],"",[],[],"",836789498,"",2,700,124,"","",[],532,"","","","",0,0,0,"",61,[],"",[0],1,[],-1,[]
59,"BallLightningPlayer","",[],"",[],[],"",2166446495,"",2,1000,125,"","",[],568,"","","","",0,0,0,"",62,[],"",[0],1,[],-1,[]
60,"PurityOfFirePlayer","",[],"",[],[],"",772385188,"",2,0,141,"","",[],"","","","","",0,0,0,"",63,[],"",[],1,[],-1,[]
61,"PurityOfIcePlayer","",[],"",[],[],"",610702832,"",2,0,142,"","",[],"","","","","",0,0,0,"",64,[],"",[],1,[],-1,[]
62,"PurityOfLightningPlayer","",[],"",[],[],"",2619755682,"",2,0,143,"","",[],"","","","","",0,0,0,"",65,[],"",[],1,[],-1,[]
63,"ImpurityPlayer","",[],"",[],[],"",1800063643,"",2,0,144,"","",[],"","","","","",0,0,0,"",66,[],"",[],1,[],-1,[]
64,"FlameblastPlayer","",[],"",[],[],"",2484641296,"",2,250,150,"","",[],437,"","","","",0,0,0,"",67,[],"",[7],1,[],-1,[]
65,"BarragePlayer","",[],"",[],[],"",3081895918,"",2,700,157,"","",[],92,"","","","",0,0,0,"",68,[],"",[0],1,[],-1,[]
66,"BoneOfferingPlayer","",[],"",[],[],"",2875620419,"",2,600,163,"","",[],380,"","","","",0,0,0,"",69,[],"",[0],1,[],-1,[]
67,"SSMQuadrillaRockPlayer","",[],"",[],[],"",1633909526,"",2,1000,184,"","",[],"","","","","",0,0,0,"",78,[],"",[],1,[],-1,[]
68,"HeraldOfAshPlayer","",[],"",[],[],"",2046080964,"",2,0,176,"","",[],"","","","","",0,0,0,"",70,[71],"",[],1,"[1,0]",-1,[]
69,"HeraldOfIcePlayer","",[],"",[],[],"",3307984671,"",2,0,177,"","",[],"","","","","",0,0,0,"",72,[73],"",[],1,"[1,0]",-1,[]
70,"HeraldOfThunderPlayer","",[],"",[],[],"",3147048835,"",2,0,178,"","",[],"","","","","",0,0,0,"",74,[75],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,"[1,0]",-1,[]
71,"InfernalCryPlayer","",[],"",[],[],"",4006193803,"",2,800,440,"","",[],574,"","","","",0,0,0,"",76,[],"",[0],1,[],-1,[]
72,"InfernalCryCorpseExplosionPlayer","",[],"",[],[],"",3407489681,"",2,1000,655,"","",[],"","","","","",0,0,0,"",77,[],"",[],1,[],-1,[]
73,"MarakethUndeadPriestRollingMagma","",[],"",[],[],"",0,"",2,700,209,"","",[],377,"","","","",0,12,0,"",79,[],"",[0],1,[],-1,[]
74,"RollingMagmaPlayer","",[],"",[],[],"",1239665169,"",2,700,209,"","",[],377,"","","","",3,0,0,"",80,[],"",[0],1,[],-1,[]
75,"FrostBombPlayer","",[],"",[],[],"",1625448596,"",2,800,218,"","",[],293,"","","","",0,0,0,"",81,[],"",[0],1,[],-1,[]
76,"OrbOfStormsPlayer","",[],"",[],[],"",4031861065,"",2,800,221,"","",[],441,"","","","",0,0,0,"",82,[],"Audio/Sound Effects/Skills/4.0/Elemental/OrbOfStorms/OrbOfStorms_OnHit/OrbOfStorms_OnHitSG",[0],1,[],-1,[]
77,"EarthquakePlayer","",[],"",[],[],"",3349785682,"",2,1000,225,"","",[],517,"","","","",0,0,0,"",83,[84],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
78,"ContagionPlayer","",[],"",[],[],"",3959879050,"",2,1000,229,"","",[],400,"","","","",0,0,0,"",85,[],"",[0],1,[],-1,[]
79,"WitherPlayer","",[],"",[],[],"",512603286,"",2,250,231,"","",[],544,"","","","",0,0,0,"",86,[],"",[0],1,[],-1,[]
80,"EssenceDrainPlayer","",[],"",[],[],"",3773191089,"",2,800,232,"","",[],478,"","","","",0,0,0,"",87,[88],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/EssenceDrain/OnHit_EssenceDrainSG",[0],1,[],-1,[]
81,"DarkPactPlayer","",[],"",[],[],"",1467437114,"",2,700,251,"","",[],555,"","","","",0,0,0,"",91,[],"",[0],1,[],-1,[]
82,"SummonSkeletalWarriorsPlayer","",[],"",[],[],"",2115621412,"",2,0,281,"","",[],"","","","","",0,0,0,"",92,[],"",[],1,[],-1,[]
83,"SummonSkeletalReaversPlayer","",[],"",[],[],"",2074722292,"",2,0,282,"","",[],"","","","","",1,0,0,"",93,[],"",[],1,[],-1,[]
84,"SummonSkeletalBrutesPlayer","",[],"",[],[],"",1093154269,"",2,0,283,"","",[],"","","","","",2,0,0,"",94,[],"",[],1,[],-1,[]
85,"SummonSkeletalSnipersPlayer","",[],"",[],[],"",2144132087,"",2,0,284,"","",[],"","","","","",3,0,0,"",95,[],"",[],1,[],-1,[]
86,"SummonSkeletalFrostMagesPlayer","",[],"",[],[],"",2150405503,"",2,0,285,"","",[],"","","","","",4,0,0,"",96,[],"",[],1,[],-1,[]
87,"SummonSkeletalStormMagesPlayer","",[],"",[],[],"",4079606645,"",2,0,286,"","",[],"","","","","",5,0,0,"",97,[],"",[],1,[],-1,[]
88,"SummonSkeletalArsonistsPlayer","",[],"",[],[],"",3714289069,"",2,0,287,"","",[],"","","","","",6,0,0,"",98,[],"",[],1,[],-1,[]
89,"SummonSkeletalClericsPlayer","",[],"",[],[],"",1349094347,"",2,0,288,"","",[],"","","","","",7,0,0,"",99,[],"",[],1,[],-1,[]
90,"VolatileDeadPlayer","",[],"",[],[],"",963745108,"",2,800,306,"","",[],539,"","","","",0,0,0,"",100,[],"",[0],1,[],-1,[]
91,"DespairPlayer","",[],"",[],[],"",138115282,"",2,700,323,"","",[],484,"","","","",0,0,0,"",101,[],"",[0],1,[],-1,[]
92,"IncineratePlayer","",[],"",[],[],"",2506630010,"",2,250,798,"","",[],570,"","","","",0,0,0,"",102,[103],"",[7],1,[],-1,[]
93,"RainOfArrowsPlayer","",[],"",[],[],"",3045270178,"",2,1000,725,"","",[],64,"","","","",0,0,0,"",104,[],"",[0],1,[],-1,[]
94,"SoulrendPlayer","",[],"",[],[],"",2754464843,"",2,800,394,"","",[],550,"","","","",0,0,0,"",105,[106],"",[0],1,[],-1,[]
95,"PlagueBearerPlayer","",[],"",[],[],"",3640454357,"",2,0,728,"","",[],"","","","","",0,0,0,"",107,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
96,"ArtilleryBallistaPlayer","",[],"",[],[],"",1664620955,"",2,1000,428,"","",[],50,"","","","",0,0,0,"",108,[],"",[0],1,[],-1,[]
97,"ArtilleryBallistaProjectilePlayer","",[],"",[],[],"",857135005,"",2,1000,429,"","",[],1,"","","","",2,1,0,"",109,[110],"",[],1,[],-1,[]
98,"SnipePlayer","",[],"",[],[],"",2151405964,"",2,1000,434,"","",[],54,"","","","",0,0,0,"",111,[112],"",[7],1,[],-1,[]
99,"SeismicCryPlayer","",[],"",[],[],"",729574810,"",2,800,442,"","",[],573,"","","","",0,0,0,"",113,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
100,"EarthshatterPlayer","",[],"",[],[],"",848254453,"",2,1000,447,"","",[],13,"","","","",1,0,0,"",114,[5451],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
101,"SunderPlayer","",[],"",[],[],"",278070861,"",2,1000,237,"","",[],184,"","","","",0,5,0,"",89,[90],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
102,"SigilOfPowerPlayer","",[],"",[],[],"",3101173941,"",2,600,451,"","",[],549,"","","","",0,0,0,"",115,[],"",[0],1,[],-1,[]
103,"FlameWallPlayer","",[],"",[],[],"",2537489826,"",2,1000,452,"","",[],439,"","","","",0,0,0,"",116,"[117,118]","",[0],1,[],-1,[]
104,"DoomBlastPlayer","",[],"",[],[],"",389713709,"",2,1000,454,"","",[],"","","","","",0,0,0,"",119,[],"",[],1,[],-1,[]
105,"HexblastPlayer","",[],"",[],[],"",2966617556,"",2,1000,458,"","",[],403,"","","","",0,0,0,"",120,[],"",[0],1,[],-1,[]
106,"AncestralWarriorTotemPlayer","",[],"",[],[],"",3877826478,"",2,500,469,"","",[],457,"","","","",0,0,0,"",121,[],"",[0],1,[],-1,[]
107,"SupportAncestralWarriorTotemPlayer",1,[0],"",[94],"[121,36,89,47,138]","",1940272382,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",122,[],"",[],1,[],-1,[10]
108,"SummonMetaTotemSpellTotemPlayer","",[],"",[],[],"",1143659949,"",2,500,471,"","",[],1,"","","","",0,0,0,"",123,[],"",[],1,[],-1,[]
109,"SupportMetaTotemSpellTotemPlayer",1,[1],"",[36],[],"",3590311288,"",2,1000,"","","",[],"","","","","",0,0,0,"",124,[],"",[],1,[],-1,[]
110,"SummonMetaTotemBallistaPlayer","",[],"",[],[],"",364360799,"",2,500,472,"","",[],528,"","","","",0,0,0,"",125,[],"",[],1,[],-1,[]
111,"SupportMetaTotemBallistaPlayer",1,[40],"",[36],[],"",2315522986,"",2,1000,"","","",[],"","","","","",0,0,0,"",126,[],"",[],1,[],-1,[]
112,"RapidAssaultPlayer","",[],"",[],[],"",1252991862,"",2,1000,526,"","",[],390,"","","","",0,0,0,"",127,"[128,129]","",[0],1,[],-1,[]
113,"BloodHuntPlayer","",[],"",[],[],"",1628671848,"",2,1000,528,"","",[],321,"","","","",0,0,0,"",130,[131],"",[0],1,[],-1,[]
114,"DisengagePlayer","",[],"",[],[],"",1671647665,"",2,1000,529,"","",[],79,"","","","",0,0,0,"",132,[5724],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
115,"ExsanguinatePlayer","",[],"",[],[],"",2400311400,"",2,1000,474,"","",[],541,"","","","",0,0,21,"",133,[134],"",[0],1,[],-1,[]
116,"ReapPlayer","",[],"",[],[],"",3271603102,"",2,1000,479,"","",[],551,"","","","",0,0,22,"",135,[],"",[0],1,[],-1,[]
117,"BoneshatterPlayer","",[],"",[],[],"",976235334,"",2,1000,496,"","",[],445,"","","","",0,0,30,"",136,[137],"",[0],1,[],-1,[]
118,"EyeOfWinterPlayer","",[],"",[],[],"",3106088232,"",2,1100,501,"","",[],572,"","","","",0,0,0,"",138,[],"",[0],1,[],-1,[]
119,"WhirlingSlashPlayer","",[],"",[],[],"",1619954963,"",2,1000,531,"","",[],157,"","","","",0,0,0,"",139,[140],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
120,"SpearfieldPlayer","",[],"",[],[],"",1597522128,"",2,1000,533,"","",[],162,"","","","",0,0,0,"",141,[5769],"",[0],1,[],1,[]
121,"TornadoPlayer","",[],"",[],[],"",441880111,"",2,750,505,"","",[],312,"","","","",0,0,0,"",142,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/Tornado/OnHit_TornadoSG",[0],1,[],-1,[]
122,"LightningConduitPlayer","",[],"",[],"[136,142]","",3022793293,"",2,1000,519,"","",[],444,"","","","",0,0,0,"",143,[],"",[0],1,[],-1,[]
123,"GalvanicFieldPlayer","",[],"",[],[],"",3177505634,"",2,500,520,"","",[],540,"","","","",0,0,0,"",144,[],"",[0],1,[],-1,[]
124,"MtxDirectLineOfAntsPlayer","",[],"",[],[],"",219162552,1,2,250,522,"","",[],"","","","","",0,0,0,"",145,[],"",[],1,[],-1,[]
125,"MtxPolymorphCat1Player","",[],"",[],[],"",764347639,1,2,700,523,"","",[],21,"",1,"","",0,11,0,"",146,[],"",[],1,[],-1,[]
126,"MtxPolymorphCat2Player","",[],"",[],[],"",2824339148,1,2,700,523,"","",[],21,"",1,"","",0,12,0,"",146,[],"",[],1,[],-1,[]
127,"MtxPolymorphCat3Player","",[],"",[],[],"",1489377520,1,2,700,523,"","",[],21,"",1,"","",0,13,0,"",146,[],"",[],1,[],-1,[]
128,"MtxPolymorphCat4Player","",[],"",[],[],"",2793580269,1,2,700,523,"","",[],21,"",1,"","",0,14,0,"",146,[],"",[],1,[],-1,[]
129,"MtxPolymorphCat5Player","",[],"",[],[],"",2816716715,1,2,700,523,"","",[],21,"",1,"","",0,15,0,"",146,[],"",[],1,[],-1,[]
130,"MtxBestiaryStampedeQuicksilverRhoaPlayer","",[],"",[],[],"",3099053772,"",2,1000,524,"","",[],"","","","","",4,4,0,"",147,[],"",[],1,[],-1,[]
131,"DemonMagusPlayer","",[],"",[],[],"",4252355989,"",2,500,534,"","",[],143,"","","","",0,0,0,"",148,[],"",[],1,[],-1,[]
132,"LightningSpearPlayer","",[],"",[],[],"",1267235336,"",2,1000,535,"","",[],392,"","","","",0,0,0,"",149,[150],"",[0],1,[],-1,[]
133,"GlacialLancePlayer","",[],"",[],[],"",750822829,"",2,1000,907,"","",[],391,"","","","",0,0,0,"",151,[152],"",[0],1,[],-1,[]
134,"SummonInfernalHoundPlayer","",[],"",[],[],"",1124444877,"",2,0,537,"","",[],"","","","","",0,0,0,"",153,[],"",[],1,[],-1,[]
135,"SiegeCascadePlayer","",[],"",[],[],"",3021029133,"",2,1000,550,"","",[],352,"","","","",2,0,0,"",154,[155],"",[],"",[],-1,[]
136,"SiegeCascadeAmmoPlayer","",[],"",[],[],"",2631468039,"",2,1000,551,"","",[],356,"","","","",0,0,0,"",156,[],"",[0],1,[],-1,[]
137,"HailstormRoundsPlayer","",[],"",[],[],"",1967623423,"",2,1000,552,"","",[],354,"","","","",3,0,0,"",157,[],"",[0],"",[],-1,[]
138,"HailstormRoundsAmmoPlayer","",[],"",[],[],"",841297344,"",2,1000,553,"","",[],358,"","","","",0,0,0,"",158,[],"",[0],1,[],-1,[]
139,"StormblastBoltsPlayer","",[],"",[],[],"",1731001979,"",2,1000,554,"","",[],353,"","","","",0,0,0,"",159,[160],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],"",[],-1,[]
140,"StormblastBoltsAmmoPlayer","",[],"",[],[],"",4180954029,"",2,1000,555,"","",[],357,"","","","",0,0,0,"",161,[],"",[0],1,[],-1,[]
141,"ExplosiveShotPlayer","",[],"",[],[],"",3286109209,"",2,1000,539,"","",[],337,"","","","",1,0,0,"",162,[163],"",[],"",[],-1,[]
142,"ExplosiveShotAmmoPlayer","",[],"",[],[],"",1523399768,"",2,1500,540,"","",[],356,"","","","",0,0,0,"",164,[],"",[0],1,[],-1,[]
143,"IncendiaryShotPlayer","",[],"",[],[],"",2402043129,"",2,1000,602,"","",[],342,"","","","",1,0,0,"",165,[166],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],"",[],-1,[]
144,"IncendiaryShotAmmoPlayer","",[],"",[],[],"",3509125540,"",2,800,603,"","",[],356,"","","","",0,0,0,"",167,[],"",[0],1,[],-1,[]
145,"HighVelocityRoundsPlayer","",[],"",[],[],"",621315083,"",2,800,541,"","",[],336,"","","","",2,0,0,"",168,[169],"",[],"",[],-1,[]
146,"HighVelocityRoundsAmmoPlayer","",[],"",[],[],"",3777943790,"",2,1000,542,"","",[],355,"","","","",0,0,0,"",170,[],"",[0],1,[],-1,[]
147,"FragmentationRoundsPlayer","",[],"",[],[],"",3928529270,"",2,1000,604,"","",[],341,"","","","",2,0,0,"",171,[172],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[],"",[],-1,[]
148,"FragmentationRoundsAmmoPlayer","",[],"",[],[],"",2026335422,"",2,800,605,"","",[],355,"","","","",0,0,0,"",173,[],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[0],1,[],-1,[]
149,"GlacialBoltPlayer","",[],"",[],[],"",1357758720,"",2,800,543,"","",[],339,"","","","",0,0,0,"",174,[175],"",[],"",[],-1,[]
150,"GlacialBoltAmmoPlayer","",[],"",[],[],"",3242004658,"",2,1000,544,"","",[],358,"","","","",0,0,0,"",176,[],"",[0],1,[],-1,[]
151,"PermafrostBoltsPlayer","",[],"",[],[],"",3726042127,"",2,1000,606,"","",[],344,"","","","",3,0,0,"",177,[178],"",[],"",[],-1,[]
152,"PermafrostBoltsAmmoPlayer","",[],"",[],[],"",3332270124,"",2,800,607,"","",[],358,"","","","",0,0,0,"",179,[],"",[0],1,[],-1,[]
153,"PlasmaBlastPlayer","",[],"",[],[],"",3336900214,"",2,1000,545,"","",[],338,"","","","",4,0,0,"",180,[181],"",[],"",[],-1,[]
154,"PlasmaBlastAmmoPlayer","",[],"",[],[],"",3306209512,"",2,1000,546,"","",[],357,"","","","",0,0,0,"",182,[],"",[0],1,[],-1,[]
155,"GalvanicShardsPlayer","",[],"",[],[],"",1615884156,"",2,1000,608,"","",[],343,"","","","",0,0,0,"",183,[184],"",[],"",[],-1,[]
156,"GalvanicShardsAmmoPlayer","",[],"",[],[],"",2294165215,"",2,600,609,"","",[],357,"","","","",0,0,0,"",185,[],"",[0],1,[],-1,[]
157,"AxeChopPlayer","",[],"",[],[],"",3903461048,"",2,1000,556,"","",[],182,"","","","",0,0,0,"",186,[],"",[],1,[],-1,[]
158,"AxeSlashPlayer","",[],"",[],[],"",2009664277,"",2,1000,557,"","",[],183,"","","","",0,0,0,"",187,[],"",[],1,[],-1,[]
159,"RollingSlamPlayer","",[],"",[],[],"",840600159,"",2,1000,559,"","",[],188,"","","","",0,0,0,"",188,"[189,190]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
