"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","[i32]_44"
74,"Programmer2","Metadata/Terrain/TestAreas/ProgrammingLite/Graphs/programming.dgr",100,50,100,[],[0]
75,"AncestralTrialTest","Metadata/Terrain/TestAreas/AncestralTrialTest/Graphs/programming.dgr",100,50,100,[],[0]
76,"ParticleShower1","Metadata/Terrain/TestAreas/ParticleShower/Graphs/particleshower.dgr",100,50,100,[],[0]
77,"SubsceneTest","Metadata/Terrain/TestAreas/SubsceneTest/Graphs/scene_1.dgr",100,50,100,[],[0]
78,"AnimatedDungeon","Metadata/Terrain/TestAreas/DungeonAnimated/Graphs/dungeon_1.dgr",100,50,100,[],[0]
79,"DynamicMultitileTGR1","Metadata/Terrain/TestAreas/DynamicMultitilesTGR/Graphs/multiTGR_1.tgr",100,50,100,[],[0]
80,"DynamicMultitileDGR1","Metadata/Terrain/TestAreas/DynamicMultitilesDGR/Graphs/multiDGR_1.dgr",100,50,100,[],[0]
81,"DoodadTest","Metadata/Terrain/TestAreas/TestFlat/_testflat.tgr",100,50,0,[],[0]
82,"MaterialAudioTest","Metadata/Terrain/TestAreas/MatAudioTest/Graphs/MatAudioTest_01.dgr",100,50,100,[],[0]
83,"GB_Pyramid","Metadata/Terrain/TestAreas/GreyBox/Pyramid/Graphs/Pyramid_1.dgr",100,50,100,[],[0]
84,"Gallows_Login_1","Metadata/Terrain/CharacterSelection/GallowsAreas/Graphs/login_gallows.dgr",100,50,100,[],[0]
85,"G1_WorldMap_NE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NE_01.dgr",100,50,0,[],[0]
86,"G1_WorldMap_NW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_NW_01.dgr",100,50,0,[],[0]
87,"G1_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SN_01.dgr",100,50,0,[],[0]
88,"G1_WorldMap_SE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SE_01.dgr",100,50,0,[],[0]
89,"G1_WorldMap_SW_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_SW_01.dgr",100,50,0,[],[0]
90,"G1_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act1/Graphs/act1_WE_01.dgr",100,50,0,[],[0]
91,"G2_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_01.dgr",100,50,0,[],[0]
92,"G2_WorldMap_SN_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_SN_02.dgr",100,50,0,[],[0]
93,"G2_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_01.dgr",100,50,0,[],[0]
94,"G2_WorldMap_WE_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_WE_02.dgr",100,50,0,[],[0]
95,"G2_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_01.dgr",100,50,0,[],[0]
96,"G2_WorldMap_NS_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_NS_02.dgr",100,50,0,[],[0]
97,"G2_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_01.dgr",100,50,0,[],[0]
98,"G2_WorldMap_EW_2","Metadata/Terrain/WorldMaps/Act2/Graphs/act2_EW_02.dgr",100,50,0,[],[0]
99,"G3_WorldMap_EW_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_EW_01.dgr",100,50,0,[],[0]
100,"G3_WorldMap_NS_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_NS_01.dgr",100,50,0,[],[0]
101,"G3_WorldMap_SN_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_SN_01.dgr",100,50,0,[],[0]
102,"G3_WorldMap_WE_1","Metadata/Terrain/WorldMaps/Act3/Graphs/act3_WE_01.dgr",100,50,0,[],[0]
103,"TN_WorldMap1","Metadata/Terrain/WorldMaps/Maps/Graphs/maps_test_01.dgr",100,50,0,[],[0]
104,"Riverbed_1","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_1.tgr",100,50,70,[5],"[0,7]"
105,"Riverbed_2","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_2.tgr",100,50,70,[5],"[0,7]"
106,"Riverbed_3","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_3.tgr",100,50,70,[5],"[0,7]"
107,"Riverbed_4","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_4.tgr",100,50,70,[5],"[0,7]"
108,"Riverbed_5","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_5.tgr",100,50,70,[5],"[0,7]"
109,"Riverbed_6","Metadata/Terrain/Gallows/Act1/1_1/Graphs/intro_6.tgr",100,50,70,[5],"[0,7]"
110,"Lumbermill_W","Metadata/Terrain/Gallows/Act1/1_town_ExileEncampment/Graphs/town_W_1.tgr",100,50,100,"[7,8]",[0]
111,"Lumbermill_S","Metadata/Terrain/Gallows/Act1/1_town_ExileEncampment/Graphs/town_S_1.tgr",100,50,100,"[5,8]",[0]
112,"ClearFell_N_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_S.tgr",100,50,60,"[2,1,0]",[0]
113,"ClearFell_N_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_E_W.tgr",100,50,60,"[2,1,3]",[0]
114,"ClearFell_N_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_E.tgr",100,50,60,"[2,0,1]",[0]
115,"ClearFell_N_S_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_S_W.tgr",100,50,60,"[2,0,3]",[0]
116,"ClearFell_N_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_E.tgr",100,50,60,"[2,3,1]",[0]
117,"ClearFell_N_W_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_N_W_S.tgr",100,50,60,"[2,3,0]",[0]
118,"ClearFell_S_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_N.tgr",100,50,60,"[0,1,2]",[0]
119,"ClearFell_S_E_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_E_W.tgr",100,50,60,"[0,1,3]",[0]
120,"ClearFell_S_N_W","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_W.tgr",100,50,60,"[0,2,3]",[0]
121,"ClearFell_S_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_N_E.tgr",100,50,60,"[0,2,1]",[0]
122,"ClearFell_S_W_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_E.tgr",100,50,60,"[0,3,1]",[0]
123,"ClearFell_S_W_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_S_W_N.tgr",100,50,60,"[0,3,2]",[0]
124,"ClearFell_W_E_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_N.tgr",100,50,60,"[3,1,2]",[0]
125,"ClearFell_W_E_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_E_S.tgr",100,50,60,"[3,1,0]",[0]
126,"ClearFell_W_N_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_E.tgr",100,50,60,"[3,2,1]",[0]
127,"ClearFell_W_N_S","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_N_S.tgr",100,50,60,"[3,2,0]",[0]
128,"ClearFell_W_S_E","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_E.tgr",100,50,60,"[3,0,1]",[0]
129,"ClearFell_W_S_N","Metadata/Terrain/Gallows/Act1/1_2/Graphs/felling_W_S_N.tgr",100,50,60,"[3,0,2]",[0]
130,"MudBurrow_N_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NE.dgr",100,50,80,[8],[8]
131,"MudBurrow_N_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_NW.dgr",100,50,80,[8],[8]
132,"MudBurrow_S_E","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SE.dgr",100,50,80,[8],[8]
133,"MudBurrow_S_W","Metadata/Terrain/Gallows/Act1/1_3/Graphs/mudburrows_SW.dgr",100,50,80,[8],[8]
134,"OldForest_E_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_N.tgr",100,100,80,"[1,2,8,8]",[8]
135,"OldForest_E_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_S.tgr",100,100,80,"[1,0,8,8]",[8]
136,"OldForest_E_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_E_W.tgr",100,100,80,"[1,3,8,8]",[8]
137,"OldForest_N_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_E.tgr",100,100,80,"[2,1,8,8]",[8]
138,"OldForest_N_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_S.tgr",100,100,80,"[2,0,8,8]",[8]
139,"OldForest_N_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_N_W.tgr",100,100,80,"[2,3,8,8]",[8]
140,"OldForest_S_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_E.tgr",100,100,80,"[0,1,8,8]",[8]
141,"OldForest_S_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_N.tgr",100,100,80,"[0,2,8,8]",[8]
142,"OldForest_S_W","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_S_W.tgr",100,100,80,"[0,3,8,8]",[8]
143,"OldForest_W_E","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_E.tgr",100,100,80,"[3,1,8,8]",[8]
144,"OldForest_W_N","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_N.tgr",100,100,80,"[3,2,8,8]",[8]
145,"OldForest_W_S","Metadata/Terrain/Gallows/Act1/1_4/Graphs/oldforest_W_S.tgr",100,100,80,"[3,0,8,8]",[8]
146,"RootHollow_1","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_1.dgr",100,50,70,[],[8]
147,"RootHollow_2","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_2.dgr",100,50,70,[],[8]
148,"RootHollow_3","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_3.dgr",100,50,70,[],[8]
149,"RootHollow_4","Metadata/Terrain/Gallows/Act1/1_4a/Graphs/RootHollow_4.dgr",100,50,70,[],[8]
150,"RedVale_E1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E1.tgr",100,50,70,[1],[8]
151,"RedVale_E2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_E2.tgr",100,50,70,[1],[8]
152,"RedVale_N1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N1.tgr",100,50,70,[2],[8]
153,"RedVale_N2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_N2.tgr",100,50,70,[2],[8]
154,"RedVale_S1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S1.tgr",100,50,70,[0],[8]
155,"RedVale_S2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_S2.tgr",100,50,70,[0],[8]
156,"RedVale_W1","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W1.tgr",100,50,70,[3],[8]
157,"RedVale_W2","Metadata/Terrain/Gallows/Act1/1_5/Graphs/redvale_W2.tgr",100,50,70,[3],[8]
158,"GrimTangle_E","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_E.dgr",100,50,70,"[8,1]",[8]
159,"GrimTangle_N","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_N.dgr",100,50,70,"[8,2]",[8]
160,"GrimTangle_S","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_S.dgr",100,50,70,"[8,0]",[8]
161,"GrimTangle_W","Metadata/Terrain/Gallows/Act1/1_6/Graphs/grimtangle_dungeon_W.dgr",100,50,70,"[8,3]",[8]
162,"Graveyard_E_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_N.dgr",100,50,70,"[8,8,2,8]",[8]
163,"Graveyard_E_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_S.dgr",100,50,70,"[8,8,0,8]",[8]
164,"Graveyard_E_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_E_W.dgr",100,50,70,"[8,8,3,8]",[8]
165,"Graveyard_N_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_E.dgr",100,50,70,"[8,8,1,8]",[8]
166,"Graveyard_N_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_S.dgr",100,50,70,"[8,8,0,8]",[8]
167,"Graveyard_N_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_N_W.dgr",100,50,70,"[8,8,3,8]",[8]
168,"Graveyard_S_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_E.dgr",100,50,70,"[8,8,1,8]",[8]
169,"Graveyard_S_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_N.dgr",100,50,70,"[8,8,2,8]",[8]
170,"Graveyard_S_W","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_S_W.dgr",100,50,70,"[8,8,3,8]",[8]
171,"Graveyard_W_E","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_E.dgr",100,50,70,"[8,8,1,8]",[8]
172,"Graveyard_W_N","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_N.dgr",100,50,70,"[8,8,2,8]",[8]
173,"Graveyard_W_S","Metadata/Terrain/Gallows/Act1/1_7/Graphs/graveyard_W_S.dgr",100,50,70,"[8,8,0,8]",[8]
174,"Mausoleum_E_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_1.dgr",100,50,70,[8],[8]
175,"Mausoleum_E_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_2.dgr",100,50,70,[8],[8]
176,"Mausoleum_E_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_E_3.dgr",100,50,70,[8],[8]
177,"Mausoleum_N_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_1.dgr",100,50,70,[8],[8]
178,"Mausoleum_N_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_2.dgr",100,50,70,[8],[8]
179,"Mausoleum_N_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_N_3.dgr",100,50,70,[8],[8]
180,"Mausoleum_S_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_1.dgr",100,50,70,[8],[8]
181,"Mausoleum_S_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_2.dgr",100,50,70,[8],[8]
182,"Mausoleum_S_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_S_3.dgr",100,50,70,[8],[8]
183,"Mausoleum_W_1","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_1.dgr",100,50,70,[8],[8]
184,"Mausoleum_W_2","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_2.dgr",100,50,70,[8],[8]
185,"Mausoleum_W_3","Metadata/Terrain/Gallows/Act1/1_8/Graphs/mausoleum_W_3.dgr",100,50,70,[8],[8]
186,"Tomb_E_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_1.dgr",100,50,70,[1],[8]
187,"Tomb_E_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_2.dgr",100,50,70,[1],[8]
188,"Tomb_E_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_E_3.dgr",100,50,70,[1],[8]
189,"Tomb_N_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_1.dgr",100,50,70,[2],[8]
190,"Tomb_N_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_2.dgr",100,50,70,[2],[8]
191,"Tomb_N_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_N_3.dgr",100,50,70,[2],[8]
192,"Tomb_S_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_1.dgr",100,50,70,[0],[8]
193,"Tomb_S_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_2.dgr",100,50,70,[0],[8]
194,"Tomb_S_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_S_3.dgr",100,50,70,[0],[8]
195,"Tomb_W_1","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_1.dgr",100,50,70,[3],[8]
196,"Tomb_W_2","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_2.dgr",100,50,70,[3],[8]
197,"Tomb_W_3","Metadata/Terrain/Gallows/Act1/1_9/Graphs/tomb_W_3.dgr",100,50,70,[3],[8]
198,"HuntingGrounds_E_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_N.dgr",100,50,60,"[1,2,8]",[8]
199,"HuntingGrounds_E_W","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_W.dgr",100,50,60,"[1,3,8]",[8]
200,"HuntingGrounds_E_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsE_S.dgr",100,50,60,"[1,0,8]",[8]
201,"HuntingGrounds_W_N","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_N.dgr",100,50,60,"[3,2,8]",[8]
202,"HuntingGrounds_W_S","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_S.dgr",100,50,60,"[3,0,8]",[8]
203,"HuntingGrounds_W_E","Metadata/Terrain/Gallows/Act1/1_11/Graphs/HuntingGroundsW_E.dgr",100,50,60,"[3,1,8]",[8]
