"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisual","f32_92","bool_96","Stats","i32_113","i32_117","bool_121","rid_122","bool_138"
28,"JuggernautPhysDamagePreventedAsLifeRegen",992,[],0,[],[],"",0,1,[],1,0,"","",""
29,"OccultistNearbyEnemiesChilled",1409,[],60,[3],[1],"",0,1,[],1,0,"","",""
30,"ChampionFortify",1830,[],0,[],[],"",0,1,[],20,0,"","",""
31,"ChampionFortifyHardMode",1830,[],0,[],[],"",0,1,[],10,0,"","",""
32,"PendulumOfDestruction",973,[],0,[],[],"",0,1,[],1,0,"","",""
33,"ChieftanPhysicalAsFireCycle",979,[100],0,[],[],"",0,1,[],1,0,"","",""
34,"ChampionDamageAgainstImpaled",1160,"[6,12]",60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
35,"SaboteurBlind",1409,[],35,[3],[9],"",0,1,[],1,0,"","",""
36,"AuguryOfPenitence",549,"[16,-8]",60,[3],[],"",0,1,[],1,0,"","",""
37,"AuguryOfPenitenceHardMode",549,"[8,-8]",60,[3],[],"",0,1,[],1,0,"","",""
38,"OccultistNearbyChilledEnemiesReducedHitDamage",1158,[-10],60,[3],[],"",0,1,[],1,0,"","",""
39,"OccultistNearbyHinderedEnemiesReducedDotDamage",1159,[-15],60,[3],[],"",0,1,[],1,0,"","",""
40,"SlayerCritMultiplier",1245,[-30],60,[3],[],"",0,1,[],1,0,"","",""
41,"GuardianDamageSpeedAreaIntimidate",1263,"[20,30,100,100]",60,"[2,10]",[],"",0,1,[],1,0,"","",""
42,"HardModeGuardianIntimidateUnnerve",1263,"[0,0,100,100]",60,"[2,10]",[],"",0,1,[],1,0,"","",""
43,"AfflictionNearbyEnemiesChilled",1409,[],30,[3],[1],"",0,1,[],1,0,"","",""
44,"AfflictionNearbyEnemiesFireExposure",1409,[],30,[3],"[3,10]","",0,1,[],1,0,"","",""
45,"ReplenishingPresenceLifeRegenAura",1453,[60],60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
46,"DeadeyeTailwind",1000,"[1,3,15]",60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
47,"ScionTailwind",1000,"[1,3,15]",60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
48,"UltimatumDealNoDamageFor2SecondEvery8Seconds",1738,[],0,[],"[8000,2000]","",0,1,[],1,0,"","",""
49,"UltimatumLoseChargesEverySecond",1739,[],0,[],[1000],"",0,1,[],1,0,"","",""
50,"UltimatumAltarProtection",1742,[],22,"[3,10]",[],1594,0,1,[],1,0,"","",""
51,"UltimatumRecoveryDebuff2",1680,"[-75,-75,-75]",0,[],[],"",0,1,[],1,0,"","",""
52,"WitherNearbyEnemiesRoyale",1156,[5000],0,[],[],"",0,1,[],1,0,"","",""
53,"AuguryOfPenitenceRoyale",549,"[10,-5]",30,[3],[],"",0,1,[],1,0,"","",""
54,"NearbyEnemiesChilledRoyale",1409,[],20,[3],[1],"",0,1,[],1,0,"","",""
55,"MonsterAuraPhysicalThorns1",97,[0],36,"[1,2]",[],"",0,1,[553],1,0,"","",""
56,"MonsterAuraElementalThorns1",98,[0],36,"[1,2]",[],"",0,1,[554],1,0,"","",""
57,"MonsterAuraMediumDamage1",101,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
58,"MonsterAuraDamage1",103,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
59,"PlayerMonsterAuraDamage1",103,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
60,"MonsterAuraLargeDamage1",102,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
61,"MonsterAuraLargeDamageUniqueMap",102,[0],50,[2],[],"",0,1,[26],1,0,"","",""
62,"MonsterAuraSpeed1",105,"[0,0]",50,"[1,2]",[],"",0,1,"[1895,171]",1,0,"","",""
63,"PlayerMonsterAuraSpeed1",105,"[0,0]",50,"[1,2]",[],"",0,1,"[1895,171]",1,0,"","",""
64,"StrIntMissionAuraSpeed1",104,"[0,0,0]",30,[2],[],"",0,1,"[70,210,171]",1,0,"","",""
65,"MonsterAuraSpeedUniqueMap1",104,"[0,0,0]",50,[2],[],"",0,1,"[70,210,171]",1,0,"","",""
66,"MonsterAuraLifeRegen1",106,[0],50,"[1,2]",[],"",0,1,[439],1,0,"","",""
67,"MonsterAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
68,"PlayerMonsterAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
69,"MonsterAuraEnergyShield1",108,[0],25,"[1,2]",[],"",0,1,[21391],1,0,"","",""
70,"PlayerMonsterAuraEnergyShield1",108,[0],25,"[1,2]",[],"",0,1,[21391],1,0,"","",""
71,"StrIntMissionAuraEnergyShield1",108,[0],30,[2],[],"",0,1,[21391],1,0,"","",""
72,"MonsterAuraAccuracyAndCrits1",110,"[0,0]",50,"[1,2]",[],"",0,1,"[84,543]",1,0,"","",""
73,"MonsterImplicitAuraAccuracyAndCrits",110,"[0,0]",50,"[1,2]",[],"",0,1,"[84,543]",1,0,"","",""
74,"MonsterImplicitAuraAccuracyAndCritsSextant",110,"[0,0]",140,"[1,2]",[],"",0,1,"[84,543]",1,0,"","",""
75,"MonsterAuraEnemyLifeDegen1",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
76,"MonsterAuraEnemyLifeDegen2_",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
77,"MonsterAuraEssenceEnemyLifeDegen1",117,[0],50,[3],[],"",0,1,[440],1,0,"","",""
78,"MonsterAuraEnemyLifeDegenDexMission",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
79,"MonsterAuraEnemyLifeDegenCold",566,[0],10,[3],[],"",0,1,[3733],1,0,"","",""
80,"MonsterAuraEnemyLifeDegenFire",565,[0],10,[3],[],"",0,1,[2489],1,0,"","",""
81,"MonsterAuraEnemyLifeDegenLightning",567,[0],10,[3],[],"",0,1,[3734],1,0,"","",""
82,"MonsterAuraElementalDamage1",116,[0],50,"[1,2]",[],"",0,1,[475],1,0,"","",""
83,"MonsterThornsPhysical1",919,[],0,[],[],817,0,1,[],1,0,"","",""
84,"MonsterThornsElemental1",920,[],0,[],[],818,0,1,[],1,0,"","",""
85,"MonsterThornsPhysical1Large",919,[],0,[],[],819,0,1,[],1,0,"","",""
86,"MonsterThornsElemental1Large",920,[],0,[],[],820,0,1,[],1,0,"","",""
87,"StrIntMissionAuraElementalDamage1",116,[0],30,[2],[],"",0,1,[475],1,0,"","",""
88,"MonsterImplicitAuraSpeed1",104,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
89,"MonsterImplicitAuraSpeedSextant_",104,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
90,"MonsterImplicitAuraLifeRegen1",106,[0],50,"[1,2]",[],"",0,1,[439],1,0,"","",""
91,"MonsterImplicitAuraLifeRegenBossStrIntMission",106,[0],75,"[1,2]",[],"",0,1,[439],1,0,"","",""
92,"MonsterImplicitAuraLifeRegenSextant",106,[0],140,"[1,2]",[],"",0,1,[439],1,0,"","",""
93,"MonsterImplicitAuraLargeDamage1",102,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
94,"MonsterImplicitAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
95,"MonsterImplicitAuraResistsSextant",107,[0],140,"[1,2]",[],"",0,1,[135],1,0,"","",""
96,"MonsterImplicitAuraMediumDamage1",101,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
97,"MonsterImplicitAuraEnergyShield1",108,[0],50,"[1,2]",[],"",0,1,[21391],1,0,"","",""
98,"MonsterImplicitAuraEnergyShieldBubble1",109,[0],50,"[1,2]",[],"",0,1,[21391],1,0,"","",""
99,"MonsterAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
100,"MonsterAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
101,"StrIntMissionAuraSlow1",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
102,"MonsterAuraSlowUniqueMap1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
103,"MonsterImplicitAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
104,"MonsterImplicitAuraSlow2",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
105,"MonsterImplicitAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
106,"MonsterImplicitAuraCannotDie2",151,[0],16,[2],[],"",0,1,[388],1,0,"","",""
107,"MonsterImplicitDamageReductionAura",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
108,"MonsterImplicitDamageReductionAura2",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
109,"MonsterAuraAddedColdDamage",190,[0],50,"[1,2]",[],"",0,1,[436],1,0,"","",""
110,"StrIntMissionAuraAddedColdDamage",190,[0],30,[2],[],"",0,1,[436],1,0,"","",""
111,"MonsterAuraUniqueMapColdDamage",190,[0],60,[2],[],"",0,1,[436],1,0,"","",""
112,"MonsterAuraAddedFireDamage",191,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
113,"MonsterAmbrosiaAuraAddedFireDamage",193,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
114,"StrIntMissionAuraAddedFireDamage",191,[0],30,[2],[],"",0,1,[435],1,0,"","",""
115,"MonsterAuraUniqueMapFireDamage",191,[0],60,[2],[],"",0,1,[435],1,0,"","",""
116,"MonsterAuraAddedFireDamageSkeletonArmy",191,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
117,"MonsterAuraAddedLightningDamage",192,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
118,"MonsterAmarissaAuraAddedLightningDamage",194,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
119,"StrIntMissionAuraAddedLightningDamage",192,[0],30,[2],[],"",0,1,[437],1,0,"","",""
120,"MonsterAuraUniqueMapLightningDamage",192,[0],60,[2],[],"",0,1,[437],1,0,"","",""
121,"MonsterAuraAlwaysCrit1",196,[0],60,"[1,2]",[],"",0,1,[340],1,0,"","",""
122,"StrIntMissionAuraAlwaysCrit1",196,[0],30,[2],[],"",0,1,[340],1,0,"","",""
123,"MonsterAuraEvasion1",197,[0],50,"[1,2]",[],"",0,1,[113],1,0,"","",""
124,"MonsterAuraUniqueMapEvasion",197,[0],60,[2],[],"",0,1,[113],1,0,"","",""
125,"ChaosDegenerationAuraPlayersUniqueBodyStr3",233,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
126,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",233,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
127,"ChaosDegenerationAuraNonPlayersUnique__1",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
128,"ChaosDegenerationAuraPlayersUnique__1",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
129,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
130,"ChaosDegenerationAuraPlayersUnique__1Royale",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
131,"DamageAuraUniqueHelmetDexInt2",236,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"","",""
132,"DamageAuraSkeletonMonster",397,[0],60,[2],[],"",0,1,[24],1,0,"","",""
133,"MonsterPhysicalThorns",97,[0],0,[],[],"",0,1,[553],1,0,"","",""
134,"MonsterElementalThorns",98,[0],0,[],[],"",0,1,[554],1,0,"","",""
135,"MonsterNemesisTransformed",282,"[0,0,0,0]",0,[],[],"",0,1,"[728,466,1895,171]",1,0,"","",""
136,"MonsterNemesisSoulEater",285,"[0,0,0,0]",50,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
137,"MonsterStrIntRelicSoulEater",285,"[0,0,0,0]",42,"[2,3]",[],292,0,1,"[1898,1899,1901,3031]",1,0,"","",""
138,"MonsterIntMinionSoulEater",285,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
139,"MonsterDexMissionSoulEater",285,"[0,0,0,0]",50,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
140,"MonsterImplicitNemesisSoulEaterDescent2",285,"[0,0,0,0]",30,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
141,"MonsterImplicitNemesisSoulEaterInvasion",285,"[0,0,0,0]",30,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
142,"MonsterNemesisSoulEaterSideAreaBoss",285,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
143,"MonsterNemesisSoulEaterMapAlira_",285,"[0,0,0,0]",150,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
144,"MonsterArchnemesisSoulEater",285,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
145,"PlayerMonsterArchnemesisSoulEater",285,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
146,"MonsterBreachLightningSoulEater",744,"[0,0,0,0]",70,"[2,3]",[],"",0,1,"[1898,1899,1901,3031]",1,0,"","",""
147,"MonsterNemesisStealthMode",288,"[0,0]",0,[],[],"",0,1,"[1921,6986]",1,0,"","",""
148,"MonsterNemesisVines",963,[],0,[],[],"",0,1,[],1,0,"","",""
149,"MonsterNemesisVinesLarge",964,[],0,[],[],"",0,1,[],1,0,"","",""
150,"MonsterNemesisPhysicalProjectiles_",956,[],0,[],[],"",0,1,[],1,0,"","",""
151,"MonsterNemesisFireProjectiles",954,[],0,[],[],"",0,1,[],1,0,"","",""
152,"MonsterLightningMirage",970,[],0,[],[],"",0,1,[],1,0,"","",""
153,"PlayerMonsterLightningMirage",970,[],0,[],[],"",0,1,[],1,0,"","",""
154,"MonsterLightningMirageLarge",971,[],0,[],[],"",0,1,[],1,0,"","",""
155,"MonsterNemesisColdBeam",990,[],0,[],[],"",0,1,[],1,0,"","",""
156,"UndyingBreathCurseAuraUniqueStaff5",297,[0],75,[3],[],"",0,1,[1275],1,0,"","",""
157,"UndyingBreathDamageAuraUniqueStaff5",298,[0],75,"[2,10]",[],"",0,1,[24],1,0,"","",""
158,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1409,[],30,[3],[9],"",0,1,[],1,0,"","",""
159,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1409,[],30,[3],[12],"",0,1,[],1,0,"","",""
160,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1409,[],30,[3],"[11,-15]","",0,1,[],1,0,"","",""
161,"StrDexMasterSlowAura",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
162,"MonsterCannotBeDamaged",350,[0],0,[],[],"",0,1,[134],1,0,"","",""
163,"MonsterCannotBeDamagedUniqueMap",350,[0],0,[],[],"",0,1,[134],1,0,"","",""
164,"DexMissionCorruptedBeastEffect1",355,[],0,[],[],"",0,1,[],1,0,"","",""
165,"IntMissionDamageBoostAura",299,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"","",""
166,"StrIntMissionManaRegenRelic",352,[0],30,[],[],"",0,1,[123],1,0,"","",""
167,"MonsterAddedFireDamageAndIgnite",361,"[0,0]",0,[],[],"",0,1,"[435,598]",1,0,"","",""
168,"MonsterAddedColdDamageAndFreeze",362,"[0,0]",0,[],[],"",0,1,"[436,444]",1,0,"","",""
169,"MonsterAddedLightningDamageAndShock",363,"[0,0]",0,[],[],"",0,1,"[437,648]",1,0,"","",""
170,"MonsterAddedPhysicalDamageAndBleed",367,"[0,0]",0,[],[],"",0,1,"[26,2320]",1,0,"","",""
171,"StrDexMissionAddedFireDamage",364,[0],0,[],[],"",0,1,[435],1,0,"","",""
172,"StrDexMissionAddedColdDamage",365,[0],0,[],[],"",0,1,[436],1,0,"","",""
173,"StrDexMissionAddedLightningDamage",366,[0],0,[],[],"",0,1,[437],1,0,"","",""
174,"MonsterBloodlinesShrouded",373,"[0,0]",0,[],[],369,0,1,"[2566,2524]",1,0,"","",""
175,"TormentSpiritExperimenter",382,[0],35,[3],[],"",0,1,[466],1,0,"","",""
176,"TormentSpiritCharlatanRegenerationAura",106,[0],40,"[1,2]",[],"",0,1,[439],1,0,"","",""
177,"TormentSpiritCharlatanDegenerationAura",114,[0],40,[3],[],"",0,1,[2521],1,0,"","",""
178,"TormentSpiritCutthroat",102,[0],45,"[1,2]",[],"",0,1,[26],1,0,"","",""
179,"TormentHauntedMonsterCutthroat",391,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"","",""
180,"TormentSpiritEmbezzler",393,"[0,0,0]",40,[3],[],"",0,1,"[1015,1016,1017]",1,0,"","",""
181,"TormentSpiritSmuggler",108,[0],45,"[1,2]",[],"",0,1,[552],1,0,"","",""
182,"TormentHauntedSmuggler",108,[0],45,"[1,2]",[],"",0,1,[552],1,0,"","",""
183,"TormentSpiritShavronne",643,"[0,0]",45,"[1,2]",[],"",0,1,"[552,1199]",1,0,"","",""
184,"TormentHauntedMonsterShavronne",643,"[0,0]",45,"[1,2]",[],"",0,1,"[552,1199]",1,0,"","",""
185,"MonsterBloodlinesThorns",122,"[0,0]",0,[],[],"",0,1,"[553,554]",1,0,"","",""
186,"MonsterBloodlinesThornsLargeModel",123,"[0,0]",0,[],[],"",0,1,"[553,554]",1,0,"","",""
187,"MonsterBloodlinesBurningAura",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
188,"MonsterBloodlinesBurningAura2",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
189,"MonsterBloodlinesBurningAura3",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
190,"MonsterBloodlinesBurningAura4",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
191,"MonsterBloodlinesBurningAura5",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
192,"MonsterBloodlinesBurningAura6",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
193,"MonsterBloodlinesBurningAura7",380,[0],30,[3],[],"",0,1,[2489],1,0,"","",""
194,"MonsterBloodlinesChillingAura",381,[0],30,[3],[],"",0,1,[7979],1,0,"","",""
195,"MonsterBloodlinesShockingAura",382,[0],30,[3],[],"",0,1,[466],1,0,"","",""
196,"TormentTouchedEffect",388,[],0,[],[],"",0,1,[],1,0,"","",""
197,"TormentPossessedEffect",389,[],0,[],[],"",0,1,[],1,0,"","",""
198,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",417,[0],50,"[2,10]",[],"",0,1,[578],1,0,"","",""
199,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",418,[0],50,"[2,10]",[],"",0,1,[147],1,0,"","",""
200,"NearbyAlliesHaveCullingStrikeUnique__1",417,[0],30,"[2,10]",[],"",0,1,[578],1,0,"","",""
201,"NearbyAlliesHaveIncreasedItemRarityUnique__1",418,[0],30,"[2,10]",[],"",0,1,[147],1,0,"","",""
202,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1168,[0],30,"[2,10]",[],"",0,1,[95],1,0,"","",""
203,"NearbyAlliesHaveFortifyUnique__1__",1369,[10],30,"[2,10]",[],"",0,1,[],1,0,"","",""
204,"UniqueAnimateWeaponAura",472,[],1,[9],[],"",0,1,[],1,0,"","",""
205,"TalismanT2SacrificalBlades",298,[0],30,"[2,10]",[],"",0,1,[24],1,0,"","",""
206,"BlindAuraUnique__1",1409,[],25,[3],[9],189,0,1,[],1,0,"","",""
207,"NearbyEnemiesAreHinderedUnique__1",1411,[0],35,[3],[],1256,0,1,[10885],1,0,"","",""
208,"HearbyEnemiesAreHinderedHarbinger",1411,[0],50,[3],[],1256,0,1,[10885],1,0,"","",""
209,"LightningDegenAuraUnique__1",471,[0],32,[3],[],"",0,1,[3952],1,0,"","",""
210,"EssenceDaemonAlternatingBuffsSpeedDodge4",672,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
211,"EssenceDaemonAlternatingBuffsSpeedDodge5",672,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
212,"EssenceDaemonAlternatingBuffsSpeedDodge6",672,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
213,"EssenceDaemonAlternatingBuffsSpeedDodge7",672,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6986]",1,0,"","",""
214,"EssenceDaemonAlternatingBuffsDamage4",675,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
215,"EssenceDaemonAlternatingBuffsDamage5",675,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
216,"EssenceDaemonAlternatingBuffsDamage6",675,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
217,"EssenceDaemonAlternatingBuffsDamage7",675,"[0,0]",0,[],[],"",0,1,"[621,466]",1,0,"","",""
218,"EssenceDaemonAlternatingBuffsCrit5",678,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
219,"EssenceDaemonAlternatingBuffsCrit6",678,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
220,"EssenceDaemonAlternatingBuffsCrit7_",678,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
221,"EssenceHorrorCharges1",695,[],0,[],[],"",0,1,[],1,0,"","",""
222,"ElementalDamageTakenWhileStationaryEssence1",668,[0],0,[],[],"",0,1,[4658],1,0,"","",""
223,"BurningGroundWhileMovingEssence1",669,[],0,[],[],"",0,1,[],1,0,"","",""
224,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",689,[],0,[],[],"",0,1,[],1,0,"","",""
225,"RemnantOfCorruptionMonsterAura",690,"[0,0,0]",30,[3],[],"",0,1,"[171,2521,2983]",1,0,"","",""
226,"VaultTreasureDaemon",712,[0],12,[12],[],"",0,1,[4856],1,0,"","",""
227,"DaemonAlternatingBuffsStatueMaker",706,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,466,11]",1,0,"","",""
228,"VaultBossTreasurePileDamageBuff",712,[0],25,[],[],"",0,1,[4856],1,0,"","",""
229,"ShaperTouched1",390,[],0,[],[],669,0,1,[],1,0,"","",""
230,"ShaperHealed1",390,[],0,[],[],669,0,1,[],1,0,"","",""
231,"ShaperDaemon1",390,[],0,[],[],669,0,1,[],1,0,"","",""
232,"ShaperDaemon2",390,[],0,[],[],669,0,1,[],1,0,"","",""
233,"ShaperDaemon3_",390,[],0,[],[],669,0,1,[],1,0,"","",""
234,"ShaperDaemon4",390,[],0,[],[],669,0,1,[],1,0,"","",""
235,"NearbyEnemiesAreIntimidatedUnique__1",1409,[],25,[3],[7],"",0,1,[],1,0,"","",""
236,"MonsterNearbyEnemiesAreIntimidated",834,"[10,-10]",25,[3],[],"",0,1,"[466,24]",1,0,"","",""
237,"NearbyAlliesMovementVelocityUnique__1",776,[0],50,"[1,2,10]",[],"",0,1,[171],1,0,"","",""
238,"PowerChargeOnManaSpentUnique__1",857,[],0,[],[],"",0,1,[],1,0,"","",""
239,"EnemyPhysicalDamageTakenAuraUber1_",1097,[0],60,[3],[],"",0,1,[534],1,0,"","",""
240,"EnemyElementalDamageTakenAuraUber1",1417,[0],60,[3],[],"",0,1,[3379],1,0,"","",""
241,"PowerChargeOnManaSpentUber1",857,[],0,[],[],"",0,1,[],1,0,"","",""
242,"GainCriticalStrikeChanceOnManaSpentUnique__1",896,[],0,[],[],"",0,1,[],1,0,"","",""
243,"MaximumVoidArrowsUnique__1",938,[],0,[],[],"",0,1,[],1,0,"","",""
244,"BestiaryModAgileRhexAura1_",1007,"[0,0]",0,[],[],"",0,1,"[6986,171]",1,0,"","",""
245,"BestiaryModUrsaeAura1",1010,"[0,0,0]",0,[],[],"",0,1,"[3282,712,24]",1,0,"","",""
246,"BestiaryModLynxAura1",1013,"[0,0,0]",0,[],[],"",0,1,"[70,84,543]",1,0,"","",""
247,"BestiaryModCrabAura1",1016,"[0,0]",50,"[1,2,23]",[],"",0,1,"[466,436]",1,0,"","",""
248,"BestiaryModSquidAura1",1017,"[0,0]",50,"[1,2,23]",[],"",0,1,"[437,978]",1,0,"","",""
249,"BestiaryModSpiderAura1",1018,"[0,0]",50,"[1,2,23]",[],"",0,1,"[2262,6746]",1,0,"","",""
