"rownum","RewardOffer","i32_16","bool_20","i32_21","i32_25","i32_29","i32_33","rid_37","i32_53","i32_57","i32_61","i32_65","i32_69","rid_73","i32_89","i32_93","i32_97","i32_101","i32_105","bool_109","[rid]_110","rid_126","i32_142","i32_146","i32_150","rid_154","i32_170","[rid]_174","i32_190","bool_194"
34,23,3,"",0,0,201326592,0,956301312,637534208,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
35,23,4,"",0,0,201326592,0,973078528,637534208,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
36,24,0,"",0,0,201326592,0,1811939328,1090519040,16777216,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
37,25,0,"",0,0,201326592,0,16777216,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
38,26,0,"",0,0,201326592,0,33554432,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
39,0,0,1,0,0,201326592,0,268435456,754974720,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
40,1,0,1,0,0,201326592,0,1694498816,754974720,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
41,2,0,1,0,0,201326592,0,419430400,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
42,3,0,1,0,0,201326592,0,3036676096,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
43,4,0,1,0,0,201326592,0,3254779904,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
44,5,0,1,0,0,201326592,0,301989888,788529152,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
45,6,0,1,0,0,201326592,0,905969664,822083584,0,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
46,6,1,1,0,0,201326592,0,956301312,822083584,0,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
47,6,2,1,0,0,201326592,0,973078528,822083584,0,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
48,78,0,1,0,0,201326592,0,4177526784,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
49,78,1,1,0,0,201326592,0,4194304000,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
50,78,2,1,0,0,201326592,0,4211081216,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
51,78,3,1,0,0,201326592,0,4227858432,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
52,7,0,1,0,0,201326592,0,268435456,838860800,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
53,8,0,1,0,0,201326592,0,301989888,855638016,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
54,12,0,1,0,0,201326592,0,268435456,889192448,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
55,17,0,1,0,0,201326592,0,3355443200,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
56,9,0,1,0,0,201326592,0,3623878656,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
57,10,0,1,0,0,201326592,0,3640655872,973078528,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
58,14,0,1,0,0,201326592,0,268435456,922746880,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
59,15,0,1,0,0,201326592,0,301989888,922746880,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
60,16,0,1,0,0,201326592,0,1694498816,922746880,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
61,18,0,1,0,0,201326592,0,520093696,973078528,33554432,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
62,18,1,1,0,0,201326592,0,536870912,973078528,33554432,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
63,19,0,1,0,0,201326592,0,3791650816,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
64,19,1,1,0,0,201326592,0,3808428032,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
65,19,2,1,0,0,201326592,0,3825205248,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
66,20,0,1,0,0,201326592,0,419430400,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
67,21,0,1,0,0,201326592,0,268435456,1073741824,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
68,22,0,1,0,0,201326592,0,419430400,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
69,23,0,1,0,0,201326592,0,905969664,1023410176,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
70,23,1,1,0,0,201326592,0,922746880,1023410176,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
71,23,2,1,0,0,201326592,0,939524096,1023410176,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
72,23,3,1,0,0,201326592,0,956301312,1023410176,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
73,23,4,1,0,0,201326592,0,973078528,1023410176,16777216,0,0,0,0,0,201326592,0,16777216,0,1,[],4205,12,0,0,"",0,[],0,""
74,24,0,1,0,0,201326592,0,1811939328,1090519040,16777216,0,0,0,0,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,1
75,27,0,"",0,0,201326592,0,1258291200,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
76,28,0,"",0,0,201326592,0,1275068416,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
77,29,0,"",0,0,201326592,0,1291845632,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
78,30,0,"",0,0,201326592,0,1308622848,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
79,31,0,"",0,0,201326592,0,1325400064,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
80,32,0,"",0,0,201326592,0,1342177280,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
81,33,0,"",0,0,201326592,0,1358954496,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
82,34,0,"",0,0,201326592,0,1375731712,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
83,35,0,"",0,0,201326592,0,1392508928,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
84,36,0,"",0,0,201326592,0,1409286144,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
85,37,0,"",0,0,201326592,0,1426063360,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
86,38,0,"",0,0,201326592,0,1442840576,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
87,39,0,"",0,0,201326592,0,1459617792,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
88,40,0,"",0,0,201326592,0,1476395008,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
89,41,0,"",0,0,201326592,0,1493172224,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
90,42,0,"",0,0,201326592,0,1509949440,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
91,43,0,"",0,0,201326592,0,1526726656,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
92,44,0,"",0,0,201326592,0,1543503872,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
93,45,0,"",0,0,201326592,0,1560281088,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
94,46,0,"",0,0,201326592,0,1577058304,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
95,47,0,"",0,0,201326592,0,1929379840,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
96,48,0,"",0,0,201326592,0,2969567232,1174405120,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
97,49,0,"",0,0,201326592,0,3003121664,1174405120,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
98,50,0,"",0,0,201326592,0,3019898880,1174405120,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
99,51,0,"",0,0,201326592,0,2986344448,1174405120,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
100,52,0,"",0,0,201326592,0,3036676096,1174405120,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
101,53,0,"",0,0,201326592,0,1593835520,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
102,54,0,"",0,0,201326592,0,1610612736,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
103,55,0,"",0,0,201326592,0,1627389952,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
104,56,0,"",0,0,201326592,0,1644167168,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
105,57,0,"",0,0,201326592,0,1660944384,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
106,58,0,"",0,0,201326592,0,1677721600,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
107,59,0,"",0,0,201326592,0,1694498816,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
108,60,0,"",0,0,201326592,0,1711276032,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
109,61,0,"",0,0,201326592,0,1728053248,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
110,62,0,"",0,0,201326592,0,1744830464,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
111,63,0,"",0,0,201326592,0,1761607680,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
112,64,0,"",0,0,201326592,0,1778384896,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
113,65,0,"",0,0,201326592,0,1795162112,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
114,66,0,"",0,0,201326592,0,1811939328,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
115,67,0,"",0,0,201326592,0,1828716544,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
116,68,0,"",0,0,201326592,0,1845493760,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
117,69,0,"",0,0,201326592,0,1862270976,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
118,70,0,"",0,0,201326592,0,1879048192,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
119,71,0,"",0,0,201326592,0,1895825408,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
120,72,0,"",0,0,201326592,0,1912602624,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
121,73,0,"",0,0,201326592,0,1929379840,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
122,74,0,"",0,0,201326592,0,1946157056,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
123,75,0,"",0,0,201326592,0,1962934272,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
124,76,0,"",0,0,201326592,0,1979711488,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
125,77,0,"",0,0,201326592,0,1996488704,16777216,-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,0,16777216,0,"",[],4205,12,0,0,"",0,[],0,""
