"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32_48","i32_52","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
59,1072,14679,16,34,0,0,0,1,1,"","",""
60,1528,14680,16,36,0,0,0,1,1,"","",""
61,1460,14686,16,38,0,0,0,1,1,"","",""
62,1570,14687,16,40,0,0,0,1,1,"","",""
63,1518,14688,16,42,0,0,0,1,1,"","",""
64,1503,14689,16,44,0,0,0,1,1,"","",""
65,1529,14690,16,46,0,0,0,1,1,"","",""
66,1492,14694,16,48,0,0,0,1,1,"","",""
67,1505,14695,16,50,0,0,0,1,1,"","",""
68,583,14696,16,52,0,0,0,1,1,"","",""
69,331,14697,16,54,0,0,0,1,1,"","",""
70,1550,14698,16,56,0,0,0,1,1,"","",""
71,1540,14702,16,58,0,0,0,1,1,"","",""
72,1478,14703,16,60,0,0,0,1,1,"","",""
73,258,14704,16,62,0,0,0,1,1,"","",""
74,1526,14705,16,64,0,0,0,1,1,"","",""
75,354,14706,16,66,0,0,0,1,1,"","",""
76,334,14707,16,68,0,0,0,1,1,"","",""
77,1519,14711,13,0,0,0,0,1,1,"","",""
78,92,14712,13,2,0,0,0,1,1,"","",""
79,351,14714,13,4,0,0,0,1,1,"","",""
80,1522,14718,13,6,0,0,0,1,1,"","",""
81,1551,14719,13,8,0,0,0,1,1,"","",""
82,1552,14721,13,10,0,0,0,1,1,"","",""
83,338,14722,13,12,0,0,0,1,1,"","",""
84,86,14723,13,14,0,0,0,1,1,"","",""
85,1487,14726,13,16,0,0,0,1,1,"","",""
86,1465,14727,13,18,0,0,0,1,1,"","",""
87,90,14728,13,20,0,0,0,1,1,"","",""
88,466,14729,13,22,0,0,0,1,1,"","",""
89,1106,14730,13,24,0,0,0,1,1,"","",""
90,1547,14734,13,26,0,0,0,1,1,"","",""
91,88,14735,13,28,0,0,0,1,1,"","",""
92,1553,14736,13,30,0,0,0,1,1,"","",""
93,1595,14738,13,32,0,0,0,1,1,"","",""
94,1353,14740,13,34,0,0,0,1,1,"","",""
95,335,14741,13,36,0,0,0,1,1,"","",""
96,1543,14742,13,38,0,0,0,1,1,"","",""
97,1524,14746,13,40,0,0,0,1,1,"","",""
98,1485,14747,13,42,0,0,0,1,1,"","",""
99,1510,14752,14,0,0,0,0,1,1,"","",""
100,1514,14753,14,2,0,0,0,1,1,"","",""
101,830,14754,14,4,0,0,0,1,1,"","",""
102,1525,14755,14,6,0,0,0,1,1,"","",""
103,1641,14756,14,8,0,0,0,1,1,"","",""
104,1513,14761,14,10,0,0,0,1,1,"","",""
105,1517,14762,14,12,0,0,0,1,1,"","",""
106,1488,14763,14,14,0,0,0,1,1,"","",""
107,1537,14764,14,16,0,0,0,1,1,"","",""
108,1568,14768,14,18,0,0,0,1,1,"","",""
109,81,14769,14,20,0,0,0,1,1,"","",""
110,125,14770,14,22,0,0,0,1,1,"","",""
111,76,14771,14,24,0,0,0,1,1,"","",""
112,84,14772,14,26,0,0,0,1,1,"","",""
113,1474,14776,14,28,0,0,0,1,1,"","",""
114,180,14777,14,30,0,0,0,1,1,"","",""
115,1603,14778,14,32,0,0,0,1,1,"","",""
116,80,14783,14,34,0,0,0,1,1,"","",""
117,315,14789,14,36,0,0,0,1,1,"","",""
118,1617,14790,14,38,0,0,0,1,1,"","",""
119,1504,14794,17,0,0,0,0,1,1,"","",""
120,1569,14795,17,2,0,0,0,1,1,"","",""
121,1473,14796,17,4,0,0,0,1,1,"","",""
122,1573,14798,17,6,0,0,0,1,1,"","",""
123,738,14799,17,8,0,0,0,1,1,"","",""
124,836,14801,17,10,0,0,0,1,1,"","",""
125,1571,14807,17,12,0,0,0,1,1,"","",""
126,1575,14808,17,14,0,0,0,1,1,"","",""
127,1583,14810,17,16,0,0,0,1,1,"","",""
128,1479,14818,17,18,0,0,0,1,1,"","",""
129,1459,14819,17,20,0,0,0,1,1,"","",""
130,109,14820,17,22,0,0,0,1,1,"","",""
131,1574,14821,17,24,0,0,0,1,1,"","",""
132,175,14823,17,26,0,0,0,1,1,"","",""
133,1467,14842,28,0,0,0,0,1,1,"","",""
134,1592,14843,28,2,0,0,0,1,1,"","",""
135,1615,14845,28,4,0,0,0,1,1,"","",""
136,1469,14846,28,6,0,0,0,1,1,"","",""
137,1616,14847,28,8,0,0,0,1,1,"","",""
138,361,14855,11,0,0,0,0,1,1,"","",""
139,57,14856,11,2,0,0,0,1,1,"","",""
140,1667,14878,1,0,0,0,0,1,1,"","",""
141,1657,14879,1,1,0,0,0,1,1,"","",""
142,1658,14880,1,2,0,0,0,1,1,"","",""
143,422,14881,1,3,0,0,0,1,1,"","",""
144,1666,14882,1,4,0,0,0,1,1,"","",""
145,116,14883,1,5,0,0,0,1,1,"","",""
146,1659,14884,1,6,0,0,0,1,1,"","",""
147,1612,14885,1,7,0,0,0,1,1,"","",""
148,1660,14887,1,8,0,0,0,1,1,"","",""
149,1661,14889,1,9,0,0,0,1,1,"","",""
150,243,14890,1,10,0,0,0,1,1,"","",""
151,94,14892,1,11,0,0,0,1,1,"","",""
152,1662,14893,1,12,0,0,0,1,1,"","",""
153,1663,14894,1,13,0,0,0,1,1,"","",""
154,1664,14895,1,14,0,0,0,1,1,"","",""
155,62,14896,1,15,0,0,0,1,1,"","",""
156,1665,14897,1,16,0,0,0,1,1,"","",""
157,36,14898,2,0,0,0,0,1,1,"","",""
158,1643,14902,2,1,0,0,0,1,1,"","",""
159,54,14903,2,2,0,0,0,1,1,"","",""
160,1644,14904,2,3,0,0,0,1,1,"","",""
161,1626,14905,2,4,0,0,0,1,1,"","",""
162,1645,14906,2,5,0,0,0,1,1,"","",""
163,1646,14908,2,6,0,0,0,1,1,"","",""
164,56,14909,2,7,0,0,0,1,1,"","",""
165,1647,14910,2,8,0,0,0,1,1,"","",""
166,1648,14911,2,9,0,0,0,1,1,"","",""
167,1649,14912,2,10,0,0,0,1,1,"","",""
168,545,14913,2,11,0,0,0,1,1,"","",""
169,284,14914,2,12,0,0,0,1,1,"","",""
170,1307,14915,2,13,0,0,0,1,1,"","",""
171,1436,14916,2,14,0,0,0,1,1,"","",""
172,235,14918,2,15,0,0,0,1,1,"","",""
173,198,14919,2,16,0,0,0,1,1,"","",""
174,456,14921,2,17,0,0,0,1,1,"","",""
175,787,14922,2,18,0,0,0,1,1,"","",""
176,1611,14928,2,19,0,0,0,1,1,"","",""
177,39,14929,2,20,0,0,0,1,1,"","",""
178,455,14930,2,21,0,0,0,1,1,"","",""
179,1411,14932,2,22,0,0,0,1,1,"","",""
180,98,14933,12,0,0,0,0,1,1,"","",""
181,1593,14934,12,2,0,0,0,1,1,"","",""
182,1600,14935,12,4,0,0,0,1,1,"","",""
183,1601,14937,12,6,0,0,0,1,1,"","",""
184,1563,14938,12,8,0,0,0,1,1,"","",""
185,849,14940,12,10,0,0,0,1,1,"","",""
186,1466,14941,12,12,0,0,0,1,1,"","",""
187,903,14944,12,14,0,0,0,1,1,"","",""
188,1090,14945,12,16,0,0,0,1,1,"","",""
189,298,14950,12,18,0,0,0,1,1,"","",""
190,1618,14953,12,20,0,0,0,1,1,"","",""
191,1577,15028,8,0,0,0,0,1,1,"","",""
192,1578,15029,8,2,0,0,0,1,1,"","",""
193,681,15030,8,4,0,0,0,1,1,"","",""
194,1635,15031,8,6,0,0,0,1,1,"","",""
195,1602,15033,8,8,0,0,0,1,1,"","",""
196,1584,15046,8,10,0,0,0,1,1,"","",""
197,50,15047,8,12,0,0,0,1,1,"","",""
198,1609,15048,8,14,0,0,0,1,1,"","",""
199,782,15049,8,16,0,0,0,1,1,"","",""
200,172,15052,8,18,0,0,0,1,1,"","",""
201,264,15053,8,20,0,0,0,1,1,"","",""
202,413,15118,32,0,0,0,0,1,1,"","",""
203,181,15119,32,2,0,0,0,1,1,"","",""
204,1579,15120,32,4,0,0,0,1,1,"","",""
205,1627,15122,32,6,0,0,0,1,1,"","",""
206,1654,15123,32,8,0,0,0,1,1,"","",""
207,1630,15155,5,0,0,0,0,1,1,"","",""
208,313,15156,5,1,0,0,0,1,1,"","",""
209,1632,15158,5,2,0,0,0,1,1,"","",""
210,1597,15167,10,0,0,0,0,1,1,"","",""
211,148,15168,10,2,0,0,0,1,1,"","",""
212,1639,15169,10,4,0,0,0,1,1,"","",""
213,49,15171,10,6,0,0,0,1,1,"","",""
214,1444,15181,9,0,0,0,0,1,1,"","",""
215,129,15182,9,2,0,0,0,1,1,"","",""
216,1589,15184,9,4,0,0,0,1,1,"","",""
217,48,15186,9,6,0,0,0,1,1,"","",""
218,1633,15199,26,0,0,0,0,1,1,"","",""
219,1629,15200,26,2,0,0,0,1,1,"","",""
220,1471,15217,29,0,0,0,0,1,1,"","",""
221,1585,15220,29,2,0,0,0,1,1,"","",""
222,1481,15222,29,4,0,0,0,1,1,"","",""
223,1483,15223,29,6,0,0,0,1,1,"","",""
224,1482,15224,29,8,0,0,0,1,1,"","",""
225,1554,15258,15,84,0,0,0,1,1,"","",""
226,1555,15259,16,70,0,0,0,1,1,"","",""
227,1556,15260,13,44,0,0,0,1,1,"","",""
228,1558,15261,14,40,0,0,0,1,1,"","",""
229,1557,15262,29,10,0,0,0,1,1,"","",""
230,1559,15263,15,86,0,0,0,1,1,"","",""
231,1428,15264,16,72,0,0,0,1,1,"","",""
232,1670,15265,13,46,0,0,0,1,1,"","",""
233,1671,15266,2,23,0,0,0,1,1,"","",""
234,1672,15267,2,24,0,0,0,1,1,"","",""
235,1673,15268,2,25,0,0,0,1,1,"","",""
236,1332,15269,16,74,0,0,0,1,1,"","",""
237,1669,15270,12,22,0,0,0,1,1,"","",""
238,1328,15271,17,28,0,0,0,1,1,"","",""
239,1329,15272,13,48,0,0,0,1,1,"","",""
240,1674,15273,17,30,0,0,0,1,1,"","",""
241,1675,15274,16,76,0,0,0,1,1,"","",""
242,1349,15275,0,0,0,0,0,1,1,"","",""
243,1676,15276,8,22,0,0,0,1,1,"","",""
244,1234,15277,16,78,0,0,0,1,1,"","",""
245,1233,15278,15,88,0,0,0,1,1,"","",""
246,1679,15279,0,1,0,0,0,1,1,"","",""
247,1680,15280,32,10,0,0,0,1,1,"","",""
248,1677,15282,10,8,0,0,0,1,1,"","",""
249,1724,15283,14,42,0,0,0,1,1,"","",""
250,1725,15284,12,24,0,0,0,1,1,"","",""
251,1678,15285,15,90,0,0,0,1,1,"","",""
252,839,15286,15,92,0,0,0,1,1,"","",""
253,825,15287,13,50,0,0,0,1,1,"","",""
254,1681,15288,11,4,0,0,0,1,1,"","",""
255,815,15289,1,17,0,0,0,1,1,"","",""
256,829,15290,1,18,0,0,0,1,1,"","",""
257,823,15291,1,19,0,0,0,1,1,"","",""
258,723,15297,19,0,0,0,0,1,1,"","",""
259,723,15298,19,1,0,0,0,1,1,"","",""
260,723,15299,19,2,0,0,0,1,1,"","",""
261,1245,15300,19,3,0,0,0,1,1,"","",""
262,1722,15301,19,4,0,0,0,1,1,"","",""
263,1727,15302,19,5,0,0,0,1,1,"","",""
264,1728,15303,19,6,0,0,0,1,1,"","",""
265,1726,15304,19,7,0,0,0,1,1,"","",""
266,1668,15305,19,8,0,0,0,1,1,"","",""
267,1723,15306,19,9,0,0,0,1,1,"","",""
268,1729,15281,1,20,0,0,0,1,1,"","",""
269,35,14886,1,21,0,0,0,1,1,"","",""
270,988,14891,1,22,0,0,0,1,1,"","",""
271,1187,14900,2,26,0,0,0,1,1,"","",""
272,1188,14899,2,27,0,0,0,1,1,"","",""
273,1642,14901,2,28,0,0,0,1,1,"","",""
274,1650,14917,2,29,0,0,0,1,1,"","",""
275,1651,14920,2,30,0,0,0,1,1,"","",""
276,234,14923,2,31,0,0,0,1,1,"","",""
277,1623,14942,12,26,0,0,0,1,1,"","",""
278,1621,14947,12,28,0,0,0,1,1,"","",""
279,1622,14948,12,30,0,0,0,1,1,"","",""
280,1619,14949,12,32,0,0,0,1,1,"","",""
281,1501,14584,15,94,0,0,0,1,1,"","",""
282,183,14629,15,96,0,0,0,1,1,"","",""
283,1523,14643,15,98,0,0,0,1,1,"","",""
284,911,14591,15,100,0,0,0,1,1,"","",""
285,1682,14619,15,102,0,0,0,1,1,"","",""
286,807,14621,15,104,0,0,0,1,1,"","",""
287,1562,14631,15,106,0,0,0,1,1,"","",""
288,1549,14630,15,108,0,0,0,1,1,"","",""
289,1606,14604,15,110,0,0,0,1,1,"","",""
290,1695,14635,15,112,0,0,0,1,1,"","",""
291,300,14608,15,114,0,0,0,1,1,"","",""
292,63,14595,15,116,0,0,0,1,1,"","",""
293,179,14651,15,118,0,0,0,1,1,"","",""
294,1548,14617,15,120,0,0,0,1,1,"","",""
295,1696,14609,15,122,0,0,0,1,1,"","",""
296,356,14607,15,124,0,0,0,1,1,"","",""
297,1532,14699,16,80,0,0,0,1,1,"","",""
298,438,14682,16,82,0,0,0,1,1,"","",""
299,1591,14670,16,84,0,0,0,1,1,"","",""
300,249,14681,16,86,0,0,0,1,1,"","",""
301,1440,14660,16,88,0,0,0,1,1,"","",""
302,170,14671,16,90,0,0,0,1,1,"","",""
303,67,14672,16,92,0,0,0,1,1,"","",""
304,1007,14685,16,94,0,0,0,1,1,"","",""
305,210,14692,16,96,0,0,0,1,1,"","",""
306,1546,14713,13,52,0,0,0,1,1,"","",""
307,1533,14731,13,54,0,0,0,1,1,"","",""
308,1697,14743,13,56,0,0,0,1,1,"","",""
309,1604,14737,13,58,0,0,0,1,1,"","",""
310,471,14716,13,60,0,0,0,1,1,"","",""
311,144,14750,13,62,0,0,0,1,1,"","",""
312,1704,14732,13,64,0,0,0,1,1,"","",""
313,1625,14844,28,10,0,0,0,1,1,"","",""
314,1074,14848,28,12,0,0,0,1,1,"","",""
315,100,14849,28,14,0,0,0,1,1,"","",""
316,113,14822,17,32,0,0,0,1,1,"","",""
317,1580,14797,17,34,0,0,0,1,1,"","",""
318,575,14800,17,36,0,0,0,1,1,"","",""
319,166,14806,17,38,0,0,0,1,1,"","",""
320,1576,14829,17,40,0,0,0,1,1,"","",""
321,1607,14830,17,42,0,0,0,1,1,"","",""
322,1586,14831,17,44,0,0,0,1,1,"","",""
323,1572,14832,17,46,0,0,0,1,1,"","",""
324,1587,14834,17,48,0,0,0,1,1,"","",""
325,1566,14839,17,50,0,0,0,1,1,"","",""
326,1567,14840,17,52,0,0,0,1,1,"","",""
327,458,15172,10,10,0,0,0,1,1,"","",""
328,1634,15154,5,3,0,0,0,1,1,"","",""
329,1710,15160,5,4,0,0,0,1,1,"","",""
330,1636,15032,8,24,0,0,0,1,1,"","",""
331,997,15034,8,26,0,0,0,1,1,"","",""
332,336,15040,8,28,0,0,0,1,1,"","",""
333,1628,15050,8,30,0,0,0,1,1,"","",""
334,1581,15051,8,32,0,0,0,1,1,"","",""
335,889,15054,8,34,0,0,0,1,1,"","",""
336,1683,15058,8,36,0,0,0,1,1,"","",""
337,1476,15064,30,0,0,0,0,1,1,"","",""
338,1692,15065,30,1,0,0,0,1,1,"","",""
339,1685,15066,30,2,0,0,0,1,1,"","",""
340,1472,15067,30,3,0,0,0,1,1,"","",""
341,1457,15068,30,4,0,0,0,1,1,"","",""
342,1490,15069,30,5,0,0,0,1,1,"","",""
343,1688,15070,30,6,0,0,0,1,1,"","",""
344,1686,15076,30,7,0,0,0,1,1,"","",""
345,364,15185,9,8,0,0,0,1,1,"","",""
346,273,15187,9,10,0,0,0,1,1,"","",""
347,785,15188,9,12,0,0,0,1,1,"","",""
348,1694,14857,11,6,0,0,0,1,1,"","",""
349,346,14859,11,8,0,0,0,1,1,"","",""
350,1738,15253,25,0,0,0,0,1,1,"","",""
351,1749,15254,25,1,0,0,0,1,1,"","",""
352,1750,15255,25,2,0,0,0,1,1,"","",""
353,1754,15251,25,3,0,0,0,1,1,"","",""
354,1739,15252,25,4,0,0,0,1,1,"","",""
355,1752,15246,25,5,0,0,0,1,1,"","",""
356,1747,15247,25,6,0,0,0,1,1,"","",""
357,1748,15248,25,7,0,0,0,1,1,"","",""
358,1735,15249,25,8,0,0,0,1,1,"","",""
359,1753,15250,25,9,0,0,0,1,1,"","",""
360,1751,15256,25,10,0,0,0,1,1,"","",""
361,1744,15293,25,11,0,0,0,1,1,"","",""
362,1712,15294,12,34,0,0,0,1,1,"","",""
363,1713,15295,2,32,0,0,0,1,1,"","",""
364,1714,15296,13,66,0,0,0,1,1,"","",""
365,1480,15222,29,12,0,0,0,1,1,"","",""
366,1480,15223,29,14,0,0,0,"","","","",""
367,1480,15224,29,16,0,0,0,"","","","",""
368,1700,15211,26,4,0,0,0,1,1,"","",""
369,2984,14862,11,10,0,0,0,1,1,"","",""
370,1693,14860,11,12,0,0,0,1,1,"","",""
371,1656,14669,16,98,0,0,0,1,1,"","",""
372,1687,15157,5,5,0,0,0,1,1,"","",""
373,476,15180,10,12,0,0,0,1,1,"","",""
374,40,15193,9,14,0,0,0,1,1,"","",""
375,1484,15225,29,18,0,0,0,1,1,"","",""
376,725,14709,16,100,0,0,0,1,1,"","",""
