"rownum","Buff","Visuals","i32_24"
227,"lightning_strike",[1977],5
228,"herald_of_ash_buff",[932],-1
229,"herald_of_ash_buff",[345],0
230,"herald_of_ash_burning_buff",[180],0
231,"herald_of_ash_buff",[522],1
232,"herald_of_ash_burning_buff",[490],1
233,"herald_of_ash_buff",[521],2
234,"herald_of_ash_burning_buff",[180],2
235,"herald_of_ash_buff",[701],3
236,"herald_of_ash_burning_buff",[393],3
237,"herald_of_ash_buff",[705],4
238,"herald_of_ash_burning_buff",[180],4
239,"herald_of_ash_buff",[748],5
240,"herald_of_ash_burning_buff",[180],5
241,"herald_of_ash_buff",[838],6
242,"herald_of_ash_burning_buff",[846],6
243,"herald_of_ash_buff",[842],7
244,"herald_of_ash_burning_buff",[180],7
245,"herald_of_ash_buff",[913],8
246,"herald_of_ash_burning_buff",[180],8
247,"herald_of_ash_buff",[917],9
248,"herald_of_ash_burning_buff",[180],9
249,"herald_of_ash_buff",[926],10
250,"herald_of_ash_burning_buff",[180],10
251,"herald_of_ash_buff",[937],11
252,"herald_of_ash_burning_buff",[180],11
253,"herald_of_ash_buff",[942],12
254,"herald_of_ash_burning_buff",[180],12
255,"herald_of_ash_buff",[1070],13
256,"herald_of_ash_burning_buff",[180],13
257,"herald_of_ash_buff",[1093],14
258,"herald_of_ash_burning_buff",[1126],14
259,"herald_of_ash_buff",[1191],15
260,"herald_of_ash_burning_buff",[1195],15
261,"herald_of_ash_buff",[1263],16
262,"herald_of_ash_burning_buff",[180],16
263,"herald_of_ash_buff",[1309],17
264,"herald_of_ash_burning_buff",[180],17
265,"herald_of_ash_buff",[1331],18
266,"herald_of_ash_burning_buff",[1335],18
267,"herald_of_ash_buff",[1398],19
268,"herald_of_ash_burning_buff",[180],19
269,"herald_of_ash_buff",[1473],20
270,"herald_of_ash_burning_buff",[1477],20
271,"herald_of_thunder_buff",[932],-1
272,"herald_of_thunder_buff",[347],0
273,"herald_of_thunder_buff",[347],1
274,"herald_of_thunder_buff",[626],2
275,"herald_of_thunder_buff",[703],3
276,"herald_of_thunder_buff",[707],4
277,"herald_of_thunder_buff",[750],5
278,"herald_of_thunder_buff",[840],6
279,"herald_of_thunder_buff",[844],7
280,"herald_of_thunder_buff",[915],8
281,"herald_of_thunder_buff",[919],9
282,"herald_of_thunder_buff",[928],10
283,"herald_of_thunder_buff",[939],11
284,"herald_of_thunder_buff",[944],12
285,"herald_of_thunder_buff",[1072],13
286,"herald_of_thunder_buff",[1095],14
287,"herald_of_thunder_buff",[1193],15
288,"herald_of_thunder_buff",[1265],16
289,"herald_of_thunder_buff",[1310],17
290,"herald_of_thunder_buff",[1332],18
291,"herald_of_thunder_buff",[1399],19
292,"herald_of_thunder_buff",[1474],20
293,"herald_of_thunder_buff",[2367],21
294,"herald_of_thunder_buff",[2372],23
295,"herald_of_ice_buff",[932],-1
296,"herald_of_ice_buff",[346],0
297,"herald_of_ice_buff",[346],1
298,"herald_of_ice_buff",[625],2
299,"herald_of_ice_buff",[702],3
300,"herald_of_ice_buff",[706],4
301,"herald_of_ice_buff",[749],5
302,"herald_of_ice_buff",[839],6
303,"herald_of_ice_buff",[843],7
304,"herald_of_ice_buff",[914],8
305,"herald_of_ice_buff",[918],9
306,"herald_of_ice_buff",[927],10
307,"herald_of_ice_buff",[938],11
308,"herald_of_ice_buff",[943],12
309,"herald_of_ice_buff",[1071],13
310,"herald_of_ice_buff",[1094],14
311,"herald_of_ice_buff",[1192],15
312,"herald_of_ice_buff",[1264],16
313,"herald_of_ice_buff",[1311],17
314,"herald_of_ice_buff",[1333],18
315,"herald_of_ice_buff",[1400],19
316,"herald_of_ice_buff",[1475],20
317,"herald_of_thunder_active_buff",[0],-1
318,"herald_of_thunder_active_buff",[348],0
319,"herald_of_thunder_active_buff",[348],1
320,"herald_of_thunder_active_buff",[710],2
321,"herald_of_thunder_active_buff",[709],3
322,"herald_of_thunder_active_buff",[708],4
323,"herald_of_thunder_active_buff",[751],5
324,"herald_of_thunder_active_buff",[841],6
325,"herald_of_thunder_active_buff",[845],7
326,"herald_of_thunder_active_buff",[916],8
327,"herald_of_thunder_active_buff",[920],9
328,"herald_of_thunder_active_buff",[929],10
329,"herald_of_thunder_active_buff",[940],11
330,"herald_of_thunder_active_buff",[945],12
331,"herald_of_thunder_active_buff",[1073],13
332,"herald_of_thunder_active_buff",[1096],14
333,"herald_of_thunder_active_buff",[1194],15
334,"herald_of_thunder_active_buff",[1266],16
335,"herald_of_thunder_active_buff",[1312],17
336,"herald_of_thunder_active_buff",[1334],18
337,"herald_of_thunder_active_buff",[1401],19
338,"herald_of_thunder_active_buff",[1476],20
339,"herald_of_thunder_active_buff",[2368],21
340,"herald_of_thunder_active_buff",[2373],23
341,"herald_of_agony_buff",[932],-1
342,"herald_of_agony_buff",[949],0
343,"herald_of_agony_buff",[949],1
344,"herald_of_agony_buff",[949],2
345,"herald_of_agony_buff",[949],3
346,"herald_of_agony_buff",[949],4
347,"herald_of_agony_buff",[949],5
348,"herald_of_agony_buff",[949],6
349,"herald_of_agony_buff",[949],7
350,"herald_of_agony_buff",[949],8
351,"herald_of_agony_buff",[949],9
352,"herald_of_agony_buff",[952],10
353,"herald_of_agony_buff",[950],11
354,"herald_of_agony_buff",[951],12
355,"herald_of_agony_buff",[953],13
356,"herald_of_agony_buff",[954],14
357,"herald_of_agony_buff",[1189],15
358,"herald_of_agony_buff",[1268],16
359,"herald_of_agony_buff",[1308],17
360,"herald_of_agony_buff",[1330],18
361,"herald_of_agony_buff",[1397],19
362,"herald_of_agony_buff",[1472],20
363,"herald_of_light_buff",[932],-1
364,"herald_of_light_buff",[956],0
365,"herald_of_light_buff",[956],1
366,"herald_of_light_buff",[956],2
367,"herald_of_light_buff",[956],3
368,"herald_of_light_buff",[956],4
369,"herald_of_light_buff",[956],5
370,"herald_of_light_buff",[956],6
371,"herald_of_light_buff",[956],7
372,"herald_of_light_buff",[956],8
373,"herald_of_light_buff",[956],9
374,"herald_of_light_buff",[959],10
375,"herald_of_light_buff",[957],11
376,"herald_of_light_buff",[958],12
377,"herald_of_light_buff",[960],13
378,"herald_of_light_buff",[961],14
379,"herald_of_light_buff",[1190],15
380,"herald_of_light_buff",[1267],16
381,"herald_of_light_buff",[1307],17
382,"herald_of_light_buff",[1329],18
383,"herald_of_light_buff",[1396],19
384,"herald_of_light_buff",[1471],20
385,"burning_arrow_debuff",[1203],0
386,"burning_arrow_debuff",[1204],1
387,"mortar_barrage_mine_aura",[1160],0
388,"mortar_barrage_mine_aura",[1664],2
389,"mine_lightning_explosion_aura",[1150],0
390,"mine_lightning_explosion_aura",[1665],2
391,"cold_projectile_mine_aura",[1159],0
392,"cold_projectile_mine_aura",[1666],2
393,"vaal_arc_buff",[922],6
394,"vaal_arc_buff",[970],7
395,"vaal_arc_buff",[1133],8
396,"flame_wall_burning",[180],0
397,"flame_wall_burning",[1081],1
398,"flame_wall_burning",[1609],2
399,"flame_wall_burning",[1672],3
400,"flame_wall_burning",[2293],4
401,"plague_bearer_at_max_damage",[932],-1
402,"plague_bearer_at_max_damage",[1146],0
403,"plague_bearer_at_max_damage",[1146],1
404,"plague_bearer_at_max_damage",[1146],2
405,"plague_bearer_buff_active_aura",[932],-1
406,"plague_bearer_buff_active_aura",[1147],0
407,"plague_bearer_buff_active_aura",[1147],1
408,"plague_bearer_buff_active_aura",[1147],2
409,"plague_bearer_accumulating",[932],-1
410,"plague_bearer_accumulating",[1156],0
411,"plague_bearer_accumulating",[1673],1
412,"plague_bearer_accumulating",[1795],2
413,"plague_bearer_aura",[932],-1
414,"plague_bearer_aura",[1157],0
415,"plague_bearer_aura",[1674],1
416,"plague_bearer_aura",[1796],2
417,"penance_brand_magma_pustule",[1327],0
418,"penance_brand_magma_pustule",[1675],2
419,"penance_brand_many_charges",[1344],0
420,"penance_brand_many_charges",[1676],2
421,"winter_brand_burn",[1345],0
422,"winter_brand_burn",[1677],2
423,"winter_brand_secondary_burn",[1346],0
424,"winter_brand_secondary_burn",[1678],2
425,"winter_brand_orb",[1350],0
426,"winter_brand_orb",[1679],2
427,"divine_cry_buff",[1612],0
428,"divine_cry_buff",[1682],2
429,"divine_cry_buff",[1683],3
430,"blight_channel_main",[557],0
431,"blight_channel_main",[1125],1
432,"blight_channel_main",[1555],2
433,"blight_channel_main",[1556],3
434,"blight_channel_main",[1606],4
435,"blight_channel_hinder",[1686],3
436,"blight_channel_hinder",[1611],4
437,"wither_channelled_main",[512],1
438,"wither_channelled_main",[1155],2
439,"wither_channelled_main",[1557],3
440,"wither_channelled_main",[1558],4
441,"wither_channelled_main",[1559],5
442,"wither_channelled_main",[1607],6
443,"wither_channelled_hinder",[1686],4
444,"wither_channelled_hinder",[1611],6
445,"soul_link_source",[1688],0
446,"soul_link_target",[1689],0
447,"storm_blade",[1687],0
448,"flame_link_source",[1690],0
449,"flame_link_target",[1691],0
450,"remora_link_source",[1692],0
451,"remora_link_target",[1693],0
452,"bulwark_link_source",[1694],0
453,"bulwark_link_target",[1695],0
454,"trigger_link_source",[1696],0
455,"trigger_link_target",[1697],0
456,"critical_link_source",[1698],0
457,"critical_link_target",[1699],0
458,"explosive_concoction_flask_attach",[1680],0
459,"poisonous_concoction_flask_attach",[1681],0
460,"poisonous_concoction_flask_attach",[1784],1
461,"poisonous_concoction_flask_attach",[1901],2
462,"bubble_shield",[0],0
463,"flask_effect",[1779],1
464,"flask_effect",[1780],2
465,"flask_effect",[1781],3
466,"flask_effect",[1782],4
467,"flask_effect",[1788],5
468,"flask_effect",[1828],6
469,"flask_effect",[1858],7
470,"flask_effect",[1876],8
471,"flask_effect",[1877],9
472,"flask_effect",[1878],10
473,"flask_effect",[1912],11
474,"flask_effect",[1921],12
475,"flask_effect",[1922],13
476,"flask_effect",[1923],14
477,"flask_effect",[1924],15
478,"flask_effect",[1925],16
479,"flask_effect",[1950],17
480,"flask_effect",[1953],18
481,"flask_effect",[2227],19
482,"flask_effect",[2247],23
483,"corrupting_fever_buff",[1525],0
484,"corrupting_fever_buff",[1790],1
485,"corrupting_fever_corrupted_blood",[243],0
486,"corrupting_fever_corrupted_blood",[1791],1
487,"slither_slither_buff",[1543],1
488,"slither_elusive_buff",[1544],1
489,"slither_wither_buff",[1559],1
490,"monster_dd_area_corpse_mark",[826],0
491,"monster_dd_area_corpse_mark",[827],1
492,"monster_dd_area_corpse_mark",[1438],2
493,"monster_dd_area_corpse_mark",[1735],3
494,"monster_dd_area_corpse_mark",[1573],1000
495,"monster_dd_area_corpse_mark",[1997],1001
496,"monster_dd_area_corpse_mark",[1735],1002
497,"monster_dd_area_corpse_mark",[2178],1003
498,"monster_dd_area_corpse_mark",[2179],1004
499,"monster_dd_area_corpse_mark",[2180],1005
500,"monster_dd_area_corpse_mark",[2178],1006
501,"monster_soulrend_debuff",[1028],0
502,"monster_soulrend_debuff",[1030],1
503,"monster_soulrend_debuff",[1575],1000
504,"monster_soulrend_debuff",[1575],1001
505,"monster_soulrend_debuff",[2034],1002
506,"monster_soulrend_debuff",[2050],1003
507,"monster_soulrend_debuff",[2166],1004
508,"monster_soulrend_debuff",[2034],1005
509,"monster_soulrend_fadeout",[1029],0
510,"monster_soulrend_fadeout",[1031],1
511,"monster_soulrend_fadeout",[1576],1000
512,"monster_soulrend_fadeout",[1576],1001
513,"monster_soulrend_fadeout",[2035],1002
514,"monster_soulrend_fadeout",[2051],1003
515,"monster_soulrend_fadeout",[2167],1004
516,"monster_soulrend_fadeout",[2035],1005
517,"arcane_surge",[740],0
518,"arcane_surge",[1854],1
519,"phasing_buff",[342],0
520,"phasing_buff",[1852],1
521,"fortify_buff",[417],0
522,"fortify_buff",[1853],1
523,"onslaught_buff",[218],0
524,"onslaught_buff",[1855],1
525,"onslaught_buff",[1984],2
526,"galvanic_field_player_buff",[1859],0
527,"galvanic_field_player_buff",[1887],1
528,"galvanic_field_player_buff",[1893],2
529,"galvanic_field_shock_debuff",[1860],0
530,"galvanic_field_shock_debuff",[1888],1
531,"galvanic_field_shock_debuff",[1894],2
532,"lightning_conduit_hit_buff",[1857],0
533,"lightning_conduit_hit_buff",[1890],1
534,"lightning_conduit_hit_buff",[1892],2
535,"lightning_conduit_pause_buff",[1856],0
536,"lightning_conduit_pause_buff",[1889],1
537,"lightning_conduit_pause_buff",[1891],2
538,"alchemists_mark_buff",[84],0
539,"alchemists_mark_buff",[1883],1
540,"righteous_fire_buff_visual",[398],2
541,"righteous_fire_buff_visual",[471],3
542,"righteous_fire_buff_visual",[471],4
543,"righteous_fire_buff_visual",[20],5
544,"righteous_fire_buff_visual",[20],6
545,"righteous_fire_buff_visual",[21],7
546,"righteous_fire_buff_visual",[1603],8
547,"righteous_fire_buff_visual",[1896],9
548,"righteous_fire_aura_visual",[399],2
549,"righteous_fire_aura_visual",[399],3
550,"righteous_fire_aura_visual",[399],4
551,"righteous_fire_aura_visual",[25],5
552,"righteous_fire_aura_visual",[28],6
553,"righteous_fire_aura_visual",[26],7
554,"righteous_fire_aura_visual",[1604],8
555,"righteous_fire_aura_visual",[1897],9
556,"righteous_fire_aura_visual_totem",[23],0
557,"righteous_fire_aura_visual_totem",[399],2
558,"righteous_fire_aura_visual_totem",[399],3
559,"righteous_fire_aura_visual_totem",[399],4
560,"righteous_fire_aura_visual_totem",[28],5
561,"righteous_fire_aura_visual_totem",[28],6
562,"righteous_fire_aura_visual_totem",[27],7
563,"righteous_fire_aura_visual_totem",[1605],8
564,"righteous_fire_aura_visual_totem",[1898],9
565,"reap_debuff",[1545],0
566,"reap_debuff",[1907],1
567,"reap_debuff",[1989],2
568,"reap_charges",[1546],0
569,"reap_charges",[1908],1
570,"reap_charges",[1990],2
571,"vaal_charged_attack_buff",[1932],0
572,"vaal_charged_attack_buff",[1933],1
573,"vaal_charged_attack_buff",[1934],2
574,"dominating_blow_normal",[963],0
575,"dominating_blow_normal",[1448],1
576,"dominating_blow_magic",[964],0
577,"dominating_blow_magic",[1449],1
578,"dominating_blow_rare",[965],0
579,"dominating_blow_rare",[1450],1
580,"vaal_ice_shot",[1946],0
581,"vaal_ice_shot",[1947],3
582,"vaal_ice_shot",[1948],4
583,"vaal_arctic_armour_secondary",[1944],0
584,"vaal_arctic_armour_secondary",[1945],2
585,"covered_in_ash",[683],0
586,"covered_in_ash",[1980],1
587,"covered_in_frost",[1725],0
588,"covered_in_frost",[1981],1
589,"smite_aura_buff",[936],1
590,"smite_aura_buff",[1992],3
591,"smite_vaal_aura_buff",[1935],0
592,"mana_tempest",[2067],0
593,"mana_tempest_linger",[2068],0
594,"new_arctic_armour",[432],0
595,"new_arctic_armour",[433],1
596,"new_arctic_armour",[434],2
597,"new_arctic_armour",[0],3
598,"new_arctic_armour_stages",[436],0
599,"new_arctic_armour_stages",[437],1
600,"new_arctic_armour_stages",[438],2
601,"new_arctic_armour_stages",[0],3
602,"stone_gaze",[760],0
603,"stone_gaze",[760],1
604,"stone_gaze",[761],2
605,"hellscape_tentacle_grab",[1708],0
606,"hellscape_tentacle_grab",[1709],1
607,"channelled_slam_stages",[2090],0
608,"barrier_invocation_ready",[2094],0
609,"elemental_invocation_ready",[2096],0
610,"melee_kill_invocation_ready",[2098],0
611,"dominating_aura_spawn",[2112],0
612,"dominating_aura_skin",[2113],0
613,"dominating_aura_death",[2114],0
614,"rage",[883],0
615,"rage",[2123],1
616,"rage",[2248],2
617,"broken_armour_debuff",[2092],0
618,"broken_armour_debuff",[2092],1
619,"broken_armour_debuff",[2092],2
620,"wind_palm_buff",[2131],0
621,"tempest_bell_ignited",[2133],0
622,"tempest_bell_ignited",[2300],1
623,"tempest_bell_frozen",[2134],0
624,"tempest_bell_frozen",[2301],1
625,"tempest_bell_shocked",[2135],0
626,"tempest_bell_shocked",[2302],1
627,"contagion_debuff",[503],0
628,"contagion_debuff",[505],1
629,"contagion_debuff",[1124],2
630,"contagion_debuff",[1553],3
631,"contagion_debuff",[1554],4
632,"contagion_debuff",[1602],5
633,"contagion_inactive_debuff",[504],0
634,"contagion_inactive_debuff",[504],1
635,"contagion_inactive_debuff",[504],2
636,"contagion_inactive_debuff",[504],3
637,"contagion_inactive_debuff",[504],4
638,"contagion_inactive_debuff",[504],5
639,"contagion_debuff",[2370],6
640,"contagion_inactive_debuff",[2371],6
641,"empower_barrage_base",[2140],0
642,"empower_barrage_with_charge",[2141],0
643,"mana_remnants",[2142],0
644,"igneous_shield_hidden",[2144],0
645,"igneous_shield_charged",[2145],0
646,"igneous_shield_cooldown",[2146],0
647,"solar_orb_burning",[180],0
648,"solar_orb_burning",[2293],1
649,"pinned",[2080],0
650,"pinned",[2158],1
651,"pinned",[2239],2
652,"pinned",[2254],3
653,"pinned",[2355],4
654,"ritual_of_power",[2163],0
655,"bone_offering",[2125],0
656,"bone_offering",[2328],1
657,"pain_offering",[2130],0
658,"pain_offering",[2329],1
659,"grim_feast",[2182],0
660,"scavenged_plate",[2186],0
661,"scavenged_plating_reservation",[2187],0
662,"blink_reservation",[2188],0
663,"hydra_buff",[803],0
664,"electrocuting_arrow_debuff",[2139],0
665,"electrocuting_arrow_debuff",[2298],1
666,"ancestral_cry",[1323],0
667,"ancestral_cry",[1323],1
668,"ancestral_cry",[1380],2
669,"ancestral_cry",[1323],3
670,"shielding_cry_empower_buff",[2195],0
671,"life_remnants",[2142],0
672,"sigil_of_power_buff",[1390],0
673,"sigil_of_power_buff",[1391],1
674,"snipers_mark",[2202],0
675,"freezing_mark",[2203],0
676,"thaumaturgist_mark",[2204],0
677,"thaumaturgist_mark",[2307],1
678,"dazed",[2200],0
679,"breach_walk_visuals",[172],0
680,"ghost_dance",[2257],0
681,"power_offering",[2244],0
682,"power_offering",[2330],1
683,"windstorm",[1999],0
684,"windstorm",[1999],1
685,"spear_storm_storm",[1999],0
686,"spear_storm_storm",[1999],2
687,"herald_of_blood_buff",[2296],0
688,"new_arctic_armour_stages",[932],-1
689,"new_arctic_armour",[932],-1
690,"spectre_buff_visual",[598],-2
691,"spectre_buff_visual",[0],-1
692,"spectre_buff_visual",[55],0
693,"spectre_buff_visual",[2353],1
694,"spectre_buff_visual",[2363],2
695,"electrocute",[2073],0
696,"electrocute",[2303],1
697,"electrocute",[2308],2
698,"electrocute",[2374],3
699,"hunters_mark",[2306],0
700,"physical_infusion",[0],0
701,"cold_infusion",[2270],0
702,"fire_infusion",[2271],0
703,"lightning_infusion",[2272],0
704,"chaos_infusion",[2273],0
705,"broken_evasion_debuff",[2295],0
706,"tame_beast_net_visual",[2313],0
707,"tame_beast_capture_visual",[2314],0
708,"tame_beast_player_visual",[2325],0
709,"blood_boil_buff",[2315],0
710,"blood_boil_buff_large",[2316],0
711,"beast_companion_summon",[2317],0
712,"beast_companion",[2318],0
713,"beast_companion_summon",[2364],1
714,"beast_companion",[2365],1
715,"tame_beast_capture_visual",[2366],1
716,"parried",[2290],0
717,"parried",[2290],1
718,"parried",[2290],2
719,"herald_of_blood_buff",[932],-1
720,"barrier_invocation_ready",[932],-1
721,"elemental_invocation_ready",[932],-1
722,"melee_kill_invocation_ready",[932],-1
723,"barrier_invocation_reservation",[2093],0
724,"elemental_invocation_reservation",[2095],0
725,"melee_kill_invocation_reservation",[2097],0
726,"barrier_invocation_reservation",[932],-1
727,"elemental_invocation_reservation",[932],-1
728,"melee_kill_invocation_reservation",[932],-1
729,"scavenged_plate",[932],-1
730,"scavenged_plating_reservation",[932],-1
731,"overwhelming_presence_effect",[2235],0
732,"overwhelming_presence_effect",[932],-1
733,"despair_buff_visuals",[804],0
734,"despair_buff_visuals",[2354],1
735,"despair_buff_visuals",[2369],2
736,"temporal_chains_buff_visuals",[65],0
737,"temporal_chains_buff_visuals",[2356],1
738,"enfeeble_buff_visuals",[77],0
739,"enfeeble_buff_visuals",[2357],1
740,"vulnerability_buff_visuals",[81],0
741,"vulnerability_buff_visuals",[2358],1
742,"rapid_shot_active",[2377],0
743,"essence_drain_buff",[507],0
744,"essence_drain_buff",[507],1
745,"essence_drain_buff",[507],2
746,"essence_drain_buff",[507],3
747,"essence_drain_buff",[1123],4
748,"essence_drain_buff",[1316],5
749,"essence_drain_buff",[1319],6
750,"essence_drain_buff",[1552],7
751,"essence_drain_buff",[2378],8
