"rownum","rid_0","i32_16"
497,2145,153
498,2146,310
499,2147,517
500,2148,661
501,2149,1205
502,2150,1635
503,2151,2253
504,2152,25
505,2153,145
506,2154,258
507,2155,431
508,2156,551
509,2157,1004
510,2158,1362
511,2159,1878
512,2160,25
513,2161,145
514,2162,258
515,2163,431
516,2164,551
517,2165,1004
518,2166,1362
519,2167,1878
520,2168,25
521,2169,163
522,2170,258
523,2171,388
524,2172,551
525,2173,1004
526,2174,1362
527,2175,1878
528,2176,65
529,2177,258
530,2178,551
531,2179,1004
532,2180,1362
533,2181,1878
534,2182,56
535,2183,258
536,2184,551
537,2185,1004
538,2186,1362
539,2187,1878
540,2188,46
541,2189,258
542,2190,551
543,2191,1004
544,2192,1362
545,2193,1878
546,2194,25
547,2195,145
548,2196,258
549,2197,409
550,2198,551
551,2199,1004
552,2200,1362
553,2201,1878
554,2202,25
555,2203,145
556,2204,258
557,2205,388
558,2206,551
559,2207,1004
560,2208,1362
561,2209,1878
562,2210,25
563,2211,145
564,2212,258
565,2213,431
566,2214,551
567,2215,1004
568,2216,1362
569,2217,1878
570,2218,65
571,2219,258
572,2220,551
573,2221,1004
574,2222,1362
575,2223,1878
576,2224,56
577,2225,258
578,2226,551
579,2227,1004
580,2228,1362
581,2229,1878
582,2230,56
583,2231,258
584,2232,551
585,2233,1004
586,2234,1362
587,2235,1878
588,2236,30
589,2237,78
590,2238,195
591,2239,310
592,2240,417
593,2241,517
594,2242,661
595,2243,794
596,2244,1205
597,2245,1303
598,2246,1635
599,2247,1890
600,2248,2253
601,2249,30
602,2250,118
603,2251,310
604,2252,491
605,2253,661
606,2254,904
607,2255,1205
608,2256,1518
609,2257,1635
610,2258,1759
611,2259,2253
612,2260,30
613,2261,98
614,2262,310
615,2263,517
616,2264,661
617,2265,829
618,2266,1205
619,2267,1462
620,2268,1635
621,2269,1759
622,2270,2253
623,2271,30
624,2272,67
625,2273,174
626,2274,310
627,2275,394
628,2276,517
629,2277,661
630,2278,829
631,2279,1205
632,2280,1462
633,2281,1635
634,2282,1823
635,2283,2253
636,2284,30
637,2285,78
638,2286,153
639,2287,310
640,2288,372
641,2289,466
642,2290,661
643,2291,794
644,2292,1205
645,2293,1462
646,2294,1635
647,2295,1823
648,2296,2253
649,2297,250
650,2298,250
651,2299,250
652,2300,250
653,2301,250
654,2302,250
655,2303,250
656,2304,250
657,2305,250
658,2306,250
659,2307,250
660,2308,1500
661,2309,1500
662,2310,1500
663,2311,1500
664,2312,1500
665,2313,1500
666,2314,1500
667,2315,1500
668,2316,1500
669,2317,1500
670,2318,1000
671,2319,1000
672,2320,1000
673,2321,1000
674,2322,1000
675,2323,1000
676,2324,1000
677,2325,1000
678,2326,1000
679,2327,1000
680,2328,1000
681,2329,800
682,2330,800
683,2331,800
684,2332,800
685,2333,800
686,2334,800
687,2335,800
688,2336,800
689,2337,800
690,2338,800
691,2339,800
692,2340,30
693,2341,50
694,2342,80
695,2343,120
696,2344,200
697,2345,350
698,2346,700
699,2347,1400
700,2348,2500
701,2349,30
702,2350,50
703,2351,80
704,2352,120
705,2353,200
706,2354,350
707,2355,700
708,2356,1400
709,2357,2500
710,2358,750
711,2359,750
712,2360,750
713,2361,750
714,2362,750
715,2363,600
716,2364,750
717,2365,600
718,2366,600
719,2367,600
720,2368,900
721,2369,900
722,496,1000
723,497,1000
724,498,1000
725,499,1000
726,500,5000
727,501,5000
728,502,5000
729,503,5000
730,2380,5000
731,2381,2500
732,2382,2000
733,2383,2000
734,2370,1000
735,2371,1000
736,2372,1000
737,2373,1000
738,2374,1000
739,2375,1500
740,2376,1500
741,2377,1500
742,2378,1500
743,2379,3000
744,2384,3000
745,2385,3000
746,2386,3000
747,2387,3000
748,2388,3000
749,2389,3000
750,2390,1000
751,2391,300
752,2392,360
753,2393,300
754,2394,360
755,2395,300
756,2396,360
757,2397,300
758,2398,300
759,2399,300
760,2400,360
761,2401,300
762,2402,300
763,2403,360
764,2404,300
765,2405,360
766,2406,300
767,2407,350
768,2408,350
769,2409,350
770,2410,350
771,2411,350
772,2412,350
773,2413,350
774,2414,300
775,2415,300
776,2416,300
777,2417,300
778,2418,300
779,2419,300
780,2420,250
781,2421,250
782,2422,250
783,2423,250
784,2424,250
785,2425,250
786,2426,250
787,2427,250
788,2428,250
789,2429,250
790,2430,250
791,2431,250
792,2432,300
793,2433,300
794,2434,300
795,2435,300
796,2436,300
797,2437,500
798,2438,1500
799,2439,1000
800,2440,800
801,2832,228
802,2834,228
803,3173,228
804,2441,1300
805,2442,1429
806,2443,1565
807,2444,1760
808,2445,1970
809,2446,2138
810,2447,1891
811,2448,2078
812,2449,2277
813,2450,2560
814,2451,2865
815,2452,3110
816,2453,1891
817,2454,2078
818,2455,2277
819,2456,2560
820,2457,2865
821,2458,3110
822,2459,1300
823,2460,1429
824,2461,1565
825,2462,1760
826,2463,1970
827,2464,2138
828,2465,1891
829,2466,2078
830,2467,2277
831,2468,2560
832,2469,2865
833,2470,3110
834,2471,1300
835,2472,1429
836,2473,1565
837,2474,1760
838,2475,1970
839,2476,2138
840,2477,1969
841,2478,2165
842,2479,2372
843,2480,2667
844,2481,2985
845,2482,3239
846,2483,1969
847,2484,2165
848,2485,2372
849,2486,2667
850,2487,2985
851,2488,3239
852,2489,1969
853,2490,2165
854,2491,2372
855,2492,2667
856,2493,2985
857,2494,3239
858,2495,1969
859,2496,2165
860,2497,2372
861,2498,2667
862,2499,2985
863,2500,3239
864,2501,1969
865,2502,2165
866,2503,2372
867,2504,2667
868,2505,2985
869,2506,3239
870,2507,1969
871,2508,2165
872,2509,2372
873,2510,2667
874,2511,2985
875,2512,3239
876,2513,1182
877,2514,1299
878,2515,1423
879,2516,1600
880,2517,1791
881,2518,1182
882,2519,1299
883,2520,1423
884,2521,1600
885,2522,1791
886,2523,1182
887,2524,1299
888,2525,1466
889,2526,1600
890,2527,1791
891,2528,1182
892,2529,1299
893,2530,1423
894,2531,1600
895,2532,1791
896,2533,1182
897,2534,1299
898,2535,1423
899,2536,1600
900,2537,1791
901,2538,1182
902,2539,1299
903,2540,1423
904,2541,1600
905,2542,1791
906,2543,985
907,2544,1186
908,2545,1333
909,2546,1492
910,2547,985
911,2548,1186
912,2549,1333
913,2550,1492
914,2551,985
915,2552,1186
916,2553,1333
917,2554,1492
918,2555,985
919,2556,1186
920,2557,1492
921,2558,985
922,2559,1186
923,2560,1492
924,2561,985
925,2562,1186
926,2563,1492
927,2564,985
928,2565,1186
929,2566,1333
930,2567,1492
931,2568,985
932,2569,1186
933,2570,1333
934,2571,1492
935,2572,985
936,2573,1186
937,2574,1333
938,2575,1492
939,2576,985
940,2577,1186
941,2578,1492
942,2579,985
943,2580,1186
944,2581,1492
945,2582,985
946,2583,1186
947,2584,1492
948,2585,1182
949,2586,1299
950,2587,1423
951,2588,1600
952,2589,1791
953,2590,1892
954,2591,1182
955,2592,1299
956,2593,1423
957,2594,1600
958,2595,1791
959,2596,1944
960,2597,1182
961,2598,1299
962,2599,1423
963,2600,1600
964,2601,1791
965,2602,1944
966,2603,1182
967,2604,1299
968,2605,1423
969,2606,1600
970,2607,1791
971,2608,1892
972,2609,1182
973,2610,1299
974,2611,1423
975,2612,1600
976,2613,1791
977,2614,1892
978,2615,3509
979,2616,3992
980,2617,4522
981,2618,3509
982,2619,3992
983,2620,4522
984,2621,3509
985,2622,3992
986,2623,4522
987,2624,3509
988,2625,3992
989,2626,3992
990,2627,3992
991,2628,4522
992,2629,3509
993,2630,3992
994,2631,4522
995,2632,3509
996,2633,3992
997,2634,4522
998,2635,2105
999,2636,2395
1000,2637,2713
1001,2638,2105
1002,2639,2395
1003,2640,2713
1004,2641,2105
1005,2642,2395
1006,2643,2713
1007,2644,2105
1008,2645,2395
1009,2646,2713
1010,2647,2105
1011,2648,2395
1012,2649,2713
1013,2650,2105
1014,2651,2395
1015,2652,2713
1016,2653,1754
1017,2654,1996
1018,2655,2261
1019,2656,1754
1020,2657,1996
1021,2658,2261
1022,2659,1754
1023,2660,1996
1024,2661,2261
1025,2662,1754
1026,2663,1996
1027,2664,2261
1028,2665,1754
1029,2666,1996
1030,2667,2261
1031,2668,1754
1032,2669,1996
1033,2670,2261
1034,2671,1754
1035,2672,1996
1036,2673,2261
1037,2674,1754
1038,2675,1996
1039,2676,2261
1040,2677,1754
1041,2678,1996
1042,2679,2261
1043,2680,1754
1044,2681,1996
1045,2682,2261
1046,2683,1754
1047,2684,1996
1048,2685,2261
1049,2686,1754
1050,2687,1996
1051,2688,2261
1052,2689,2105
1053,2690,2395
1054,2691,2713
1055,2692,2105
1056,2693,2395
1057,2694,2713
1058,2695,2105
1059,2696,2395
1060,2697,2713
1061,2698,2105
1062,2699,2395
1063,2700,2713
1064,2701,2105
1065,2702,2395
1066,2703,2713
1067,2704,2448
1068,2705,2780
1069,2706,3144
1070,2707,3221
1071,2708,3299
1072,2709,3144
1073,2710,3561
1074,2711,4044
1075,2712,4573
1076,2713,4684
1077,2714,4798
1078,2715,4573
1079,2716,3561
1080,2717,4044
1081,2718,4573
1082,2719,4684
1083,2720,4798
1084,2721,4573
1085,2722,2448
1086,2723,2780
1087,2724,3144
1088,2725,3221
1089,2726,3299
1090,2727,3144
1091,2728,3561
1092,2729,4044
1093,2730,4573
1094,2731,4684
1095,2732,4798
1096,2733,4573
1097,2734,2448
1098,2735,2780
1099,2736,3144
1100,2737,3221
1101,2738,3299
1102,2739,3144
1103,2806,4546
1104,2807,9092
1105,2808,13638
1106,2809,4546
1107,2810,9092
1108,2811,13638
1109,620,5000
1110,621,6000
1111,622,7000
1112,623,8000
1113,624,9000
1114,625,10000
1115,626,11000
1116,627,12000
1117,628,13000
1118,629,14000
1119,630,15000
1120,631,16000
1121,632,17000
1122,633,18000
1123,634,19000
1124,635,20000
1125,3153,20000
1126,3154,20000
1127,3155,20000
1128,689,20000
1129,725,20000
1130,730,20000
1131,3283,970
1132,3284,970
1133,3285,970
1134,3286,970
1135,3287,970
1136,3288,970
1137,3289,970
1138,3290,970
1139,3291,970
1140,3292,970
1141,3293,970
1142,3294,970
1143,3295,970
1144,3296,970
1145,3297,970
1146,3298,970
1147,3299,970
1148,3300,970
1149,3301,970
1150,3302,970
1151,3303,970
1152,1753,570
1153,1754,768
1154,1755,1200
1155,1756,570
1156,1757,1200
1157,1758,768
1158,1759,1200
1159,1772,2500
1160,3156,2500
1161,3157,2500
1162,3159,10000
1163,3160,10000
1164,3161,10000
1165,928,273
1166,929,273
1167,930,273
1168,931,273
1169,932,273
1170,933,273
1171,934,273
1172,935,273
1173,936,273
1174,937,273
1175,743,20000
1176,744,20000
1177,745,20000
1178,746,20000
1179,747,20000
1180,748,20000
1181,749,20000
1182,750,20000
1183,751,20000
1184,752,20000
1185,753,20000
1186,754,20000
1187,755,20000
1188,57,273
1189,58,273
1190,59,273
1191,60,273
1192,61,273
1193,62,273
1194,63,273
1195,64,273
1196,65,273
1197,66,273
1198,67,273
1199,68,273
1200,69,567
1201,70,567
1202,71,567
1203,72,567
1204,73,567
1205,74,567
1206,75,567
1207,76,567
1208,77,567
1209,78,567
1210,79,567
1211,80,567
1212,81,945
1213,82,945
1214,83,945
1215,84,945
