"rownum","SkillGem","i32_16","Icon"
100,369,50,"Art/2DArt/SkillIcons/Support/MinionPactSupport.dds"
101,370,50,"Art/2DArt/SkillIcons/Support/LastGaspSupport.dds"
102,81,50,"Art/2DArt/SkillIcons/Support/ControlledDestructionSupport.dds"
103,119,50,"Art/2DArt/SkillIcons/Support/ImpendingDoomSupport.dds"
104,71,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds"
105,15,50,"Art/2DArt/SkillIcons/Support/IncreasedCritDamageSupport.dds"
106,374,50,"Art/2DArt/SkillIcons/Support/Innervate.dds"
107,98,50,"Art/2DArt/SkillIcons/Support/ImmolationSupport.dds"
108,377,50,"Art/2DArt/SkillIcons/Support/MultipleChargesSupport.dds"
109,376,50,"Art/2DArt/SkillIcons/Support/MultiplePoisonSupport.dds"
110,378,50,"Art/2DArt/SkillIcons/Support/EmpoweredDamageSupport.dds"
111,379,50,"Art/2DArt/SkillIcons/Support/EmpoweredCullSupport.dds"
112,409,50,"Art/2DArt/SkillIcons/Support/RagingCrySupport.dds"
113,410,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds"
114,411,50,"Art/2DArt/SkillIcons/Support/RageforgedSupport.dds"
115,101,50,"Art/2DArt/SkillIcons/Support/MomentumSupport.dds"
116,461,50,"Art/2DArt/SkillIcons/Support/ArmourExplosionSupport.dds"
117,462,50,"Art/2DArt/SkillIcons/Support/StompingGroundSupport.dds"
118,463,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds"
119,464,50,"Art/2DArt/SkillIcons/Support/FireExposureSupport.dds"
120,465,50,"Art/2DArt/SkillIcons/Support/LightningExposureSupport.dds"
121,466,50,"Art/2DArt/SkillIcons/Support/ColdExposureSupport.dds"
122,467,50,"Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.dds"
123,468,50,"Art/2DArt/SkillIcons/Support/DeepCutsSupport.dds"
124,469,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds"
125,470,50,"Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.dds"
126,107,50,"Art/2DArt/SkillIcons/Support/CloseCombatSupport.dds"
127,471,50,"Art/2DArt/SkillIcons/Support/FireMasterySupport.dds"
128,472,50,"Art/2DArt/SkillIcons/Support/ColdMasterySupport.dds"
129,473,50,"Art/2DArt/SkillIcons/Support/LightningMasterySupport.dds"
130,474,50,"Art/2DArt/SkillIcons/Support/ChaosMasterySupport.dds"
131,475,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
132,476,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds"
133,487,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds"
134,488,50,"Art/2DArt/SkillIcons/Support/EncumberanceSupport.dds"
135,489,50,"Art/2DArt/SkillIcons/Support/PrecisionSupport.dds"
136,490,50,"Art/2DArt/SkillIcons/Support/ClaritySupport.dds"
137,491,50,"Art/2DArt/SkillIcons/Support/VitalitySupport.dds"
138,492,50,"Art/2DArt/SkillIcons/Support/HerbalismSupport.dds"
139,493,50,"Art/2DArt/SkillIcons/Support/CannibalismSupport.dds"
140,486,50,"Art/2DArt/SkillIcons/Support/FusilladeSupport.dds"
141,263,0,""
142,264,0,""
143,265,0,""
144,266,0,""
145,267,0,""
146,268,0,""
147,269,0,""
148,270,0,""
149,271,0,""
150,481,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds"
151,482,50,"Art/2DArt/SkillIcons/Support/IntenseAgonySupport.dds"
152,483,50,"Art/2DArt/SkillIcons/Support/DrainedAilmentSupport.dds"
153,484,50,"Art/2DArt/SkillIcons/Support/ChaoticFreezeSupport.dds"
154,485,50,"Art/2DArt/SkillIcons/Support/HinderSupport.dds"
155,495,50,"Art/2DArt/SkillIcons/Support/SoulbreakerSupport.dds"
156,496,50,"Art/2DArt/SkillIcons/Support/RuptureSupport.dds"
157,497,50,"Art/2DArt/SkillIcons/Support/CullingStrikeSupport.dds"
158,498,50,"Art/2DArt/SkillIcons/Support/SpellCascadeSupport.dds"
159,499,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds"
160,500,50,"Art/2DArt/SkillIcons/Support/FarCombatSupport.dds"
161,501,50,"Art/2DArt/SkillIcons/Support/DazingSupport.dds"
162,502,50,"Art/2DArt/SkillIcons/Support/DazedBreakSupport.dds"
163,503,50,"Art/2DArt/SkillIcons/Support/DazingCrySupport.dds"
164,504,50,"Art/2DArt/SkillIcons/Support/CursedGroundSupport.dds"
165,505,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds"
166,506,50,"Art/2DArt/SkillIcons/Support/CooldownReductionSupport.dds"
167,520,50,"Art/2DArt/SkillIcons/Support/FontOfBloodSupport.dds"
168,521,50,"Art/2DArt/SkillIcons/Support/ManaFountainSupport.dds"
169,522,50,"Art/2DArt/SkillIcons/Support/FontOfRageSupport.dds"
170,528,50,"Art/2DArt/SkillIcons/Support/HolyDescentSupport.dds"
171,529,50,"Art/2DArt/SkillIcons/Support/BurningRunesSupport.dds"
172,531,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds"
173,532,50,"Art/2DArt/SkillIcons/Support/AutoReloadSupport.dds"
174,533,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds"
175,534,50,"Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.dds"
176,535,50,"Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.dds"
177,536,50,"Art/2DArt/SkillIcons/Support/SacrificalLambSupport.dds"
178,553,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds"
179,523,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds"
180,554,50,"Art/2DArt/SkillIcons/Support/GroundEffectDurationSupport.dds"
181,555,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds"
182,556,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds"
183,557,50,"Art/2DArt/SkillIcons/Support/LongFuseSupport.dds"
184,558,50,"Art/2DArt/SkillIcons/Support/PayloadSupport.dds"
185,559,50,"Art/2DArt/SkillIcons/Support/StripAwaySupport.dds"
186,560,50,"Art/2DArt/SkillIcons/Support/IronwoodSupport.dds"
187,561,50,"Art/2DArt/SkillIcons/Support/ConsideredCastingSupport.dds"
188,562,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds"
189,563,50,"Art/2DArt/SkillIcons/Support/IceCrystalLessLifeSupport.dds"
190,564,50,"Art/2DArt/SkillIcons/Support/IceCrystalMoreLifeSupport.dds"
191,565,50,"Art/2DArt/SkillIcons/Support/HeftSupport.dds"
192,566,50,"Art/2DArt/SkillIcons/Support/TempestTempoSupport.dds"
193,567,50,"Art/2DArt/SkillIcons/Support/ExtractionSupport.dds"
194,568,50,"Art/2DArt/SkillIcons/Support/AstralProjectionSupport.dds"
195,569,50,"Art/2DArt/SkillIcons/Support/PracticedComboSupport.dds"
196,570,50,"Art/2DArt/SkillIcons/Support/LeverageSupport.dds"
197,571,50,"Art/2DArt/SkillIcons/Support/CulminationSupport.dds"
198,572,50,"Art/2DArt/SkillIcons/Support/PotentialSupport.dds"
199,573,50,"Art/2DArt/SkillIcons/Support/ExecrateSupport.dds"
200,574,50,"Art/2DArt/SkillIcons/Support/ExciseSupport.dds"
201,575,50,"Art/2DArt/SkillIcons/Support/ExpanseSupport.dds"
202,576,50,"Art/2DArt/SkillIcons/Support/EnergyRetentionSupport.dds"
203,577,50,"Art/2DArt/SkillIcons/Support/FerocitySupport.dds"
204,578,50,"Art/2DArt/SkillIcons/Support/AblationSupport.dds"
205,579,50,"Art/2DArt/SkillIcons/Support/DanseMacabreSupport.dds"
206,580,50,"Art/2DArt/SkillIcons/Support/CapacitorSupport.dds"
207,581,50,"Art/2DArt/SkillIcons/Support/ImpetusSupport.dds"
208,582,50,"Art/2DArt/SkillIcons/Support/RushedRemnantsSupport.dds"
209,583,50,"Art/2DArt/SkillIcons/Support/RandomisedTriggerSupport.dds"
210,584,50,"Art/2DArt/SkillIcons/Support/ManatenanceSupport.dds"
211,585,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds"
212,587,50,"Art/2DArt/SkillIcons/Support/LingeringComboSupport.dds"
213,586,50,"Art/2DArt/SkillIcons/Support/PureCommandSupport.dds"
214,588,50,"Art/2DArt/SkillIcons/Support/StickyBombSupport.dds"
215,589,50,"Art/2DArt/SkillIcons/Support/SteelyNerveSupport.dds"
216,590,50,"Art/2DArt/SkillIcons/Support/UnstableEarthSupport.dds"
217,591,50,"Art/2DArt/SkillIcons/Support/SalvoSupport.dds"
218,592,50,"Art/2DArt/SkillIcons/Support/MeasuredSpeedSupport.dds"
219,593,50,"Art/2DArt/SkillIcons/Support/VoltSupport.dds"
220,594,50,"Art/2DArt/SkillIcons/Support/BoneShrapnelSupport.dds"
221,595,50,"Art/2DArt/SkillIcons/Support/AlignmentSupport.dds"
222,596,50,"Art/2DArt/SkillIcons/Support/DerangeSupport.dds"
223,597,50,"Art/2DArt/SkillIcons/Support/LingeringPresenceSupport.dds"
224,598,50,"Art/2DArt/SkillIcons/Support/ChargedShotsSupport.dds"
225,599,50,"Art/2DArt/SkillIcons/Support/ProfanitySupport.dds"
226,600,50,"Art/2DArt/SkillIcons/Support/ChannellingDamageSupport.dds"
227,601,50,"Art/2DArt/SkillIcons/Support/ChannellingAilmentThresholdSupport.dds"
228,602,50,"Art/2DArt/SkillIcons/Support/FlamepierceSupport.dds"
229,603,50,"Art/2DArt/SkillIcons/Support/FreezeforkSupport.dds"
230,604,50,"Art/2DArt/SkillIcons/Support/StormchainSupport.dds"
231,605,50,"Art/2DArt/SkillIcons/Support/VerglasSupport.dds"
232,606,50,"Art/2DArt/SkillIcons/Support/EmbitterSupport.dds"
233,607,50,"Art/2DArt/SkillIcons/Support/BattershoutSupport.dds"
234,608,50,"Art/2DArt/SkillIcons/Support/NadirSupport.dds"
235,303,50,"Art/2DArt/SkillIcons/Support/PinpointCriticalSupport.dds"
236,712,50,"Art/2DArt/SkillIcons/Support/ExpandingGroundSupport.dds"
237,609,50,"Art/2DArt/SkillIcons/Support/PowerChargetogiveCurseDurationSupport.dds"
238,610,50,"Art/2DArt/SkillIcons/Support/RustedSpikesSupport.dds"
239,611,50,"Art/2DArt/SkillIcons/Support/CrazedMinionsSupport.dds"
240,612,50,"Art/2DArt/SkillIcons/Support/SpectralArrowsSupport.dds"
241,613,50,"Art/2DArt/SkillIcons/Support/RallySupport.dds"
242,614,50,"Art/2DArt/SkillIcons/Support/HoarfrostSupport.dds"
243,616,50,"Art/2DArt/SkillIcons/Support/CleansingSupport.dds"
244,617,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds"
245,618,50,"Art/2DArt/SkillIcons/Support/AcrimonySupport.dds"
246,619,50,"Art/2DArt/SkillIcons/Support/ConcoctSupport.dds"
247,620,50,"Art/2DArt/SkillIcons/Support/AmbrosiaSupport.dds"
248,621,50,"Art/2DArt/SkillIcons/Support/DomainSupport.dds"
249,622,50,"Art/2DArt/SkillIcons/Support/FigureheadSupport.dds"
250,623,50,"Art/2DArt/SkillIcons/Support/InterludeSupport.dds"
251,624,50,"Art/2DArt/SkillIcons/Support/ReverberateSupport.dds"
252,625,50,"Art/2DArt/SkillIcons/Support/ClashSupport.dds"
253,626,50,"Art/2DArt/SkillIcons/Support/MaladySupport.dds"
254,627,50,"Art/2DArt/SkillIcons/Support/DazzleSupport.dds"
255,628,50,"Art/2DArt/SkillIcons/Support/SyzygySupport.dds"
256,629,50,"Art/2DArt/SkillIcons/Support/UnyieldingSupport.dds"
257,630,50,"Art/2DArt/SkillIcons/Support/DesperationSupport.dds"
258,631,50,"Art/2DArt/SkillIcons/Support/OverextendSupport.dds"
259,632,50,"Art/2DArt/SkillIcons/Support/ElementalAssaultSupport.dds"
260,633,50,"Art/2DArt/SkillIcons/Support/UnbendingSupport.dds"
261,634,50,"Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.dds"
262,635,50,"Art/2DArt/SkillIcons/Support/PursuitSupport.dds"
263,636,50,"Art/2DArt/SkillIcons/Support/ReachSupport.dds"
264,637,50,"Art/2DArt/SkillIcons/Support/CommiserateSupport.dds"
265,638,50,"Art/2DArt/SkillIcons/Support/BlindsideSupport.dds"
266,639,50,"Art/2DArt/SkillIcons/Support/MobileAssaultSupport.dds"
267,641,50,"Art/2DArt/SkillIcons/Support/LightningThornsSupport.dds"
268,642,50,"Art/2DArt/SkillIcons/Support/DefySupport.dds"
269,643,50,"Art/2DArt/SkillIcons/Support/InstabilitySupport.dds"
270,644,50,"Art/2DArt/SkillIcons/Support/VariedTroopsSupport.dds"
271,645,50,"Art/2DArt/SkillIcons/Support/EnormitySupport.dds"
272,646,50,"Art/2DArt/SkillIcons/Support/CaltropsSupport.dds"
273,647,50,"Art/2DArt/SkillIcons/Support/HaemocrystalsSupport.dds"
274,648,50,"Art/2DArt/SkillIcons/Support/SparSupport.dds"
275,649,50,"Art/2DArt/SkillIcons/Support/UnmovingSupport.dds"
276,650,50,"Art/2DArt/SkillIcons/Support/RemnantReachSupport.dds"
277,651,50,"Art/2DArt/SkillIcons/Support/AncestralCallSupport.dds"
278,652,50,"Art/2DArt/SkillIcons/Support/SpikedGauntletsSupport.dds"
279,653,50,"Art/2DArt/SkillIcons/Support/UnsteadyTempoSupport.dds"
280,654,50,"Art/2DArt/SkillIcons/Support/VulnerableExtensionSupport.dds"
281,655,50,"Art/2DArt/SkillIcons/Support/AncestralAidSupport.dds"
282,656,50,"Art/2DArt/SkillIcons/Support/TitanicArrowsSupport.dds"
283,348,50,"Art/2DArt/SkillIcons/Support/DeadlyHeraldsSupport.dds"
284,213,50,"Art/2DArt/SkillIcons/Support/EssenceHarvestSupport.dds"
285,657,50,"Art/2DArt/SkillIcons/Support/ShockingLeapSupport.dds"
286,658,50,"Art/2DArt/SkillIcons/Support/BarbsSupport.dds"
287,659,50,"Art/2DArt/SkillIcons/Support/WinterblastSupport.dds"
288,660,50,"Art/2DArt/SkillIcons/Support/ArmsLengthSupport.dds"
289,661,50,"Art/2DArt/SkillIcons/Support/CharmBountySupport.dds"
290,662,50,"Art/2DArt/SkillIcons/Support/EternalServiceSupport.dds"
291,663,50,"Art/2DArt/SkillIcons/Support/ThornskinSupport.dds"
292,664,50,"Art/2DArt/SkillIcons/Support/MysticismSupport.dds"
293,665,50,"Art/2DArt/SkillIcons/Support/DireStrikeSupport.dds"
294,666,50,"Art/2DArt/SkillIcons/Support/UpwellingSupport.dds"
295,667,50,"Art/2DArt/SkillIcons/Support/WarmBloodedSupport.dds"
296,668,50,"Art/2DArt/SkillIcons/Support/CoolHeadedSupport.dds"
297,669,50,"Art/2DArt/SkillIcons/Support/StrongHeartedSupport.dds"
298,671,50,"Art/2DArt/SkillIcons/Support/TemperedValourSupport.dds"
299,672,50,"Art/2DArt/SkillIcons/Support/GreatwoodSupport.dds"
300,670,50,"Art/2DArt/SkillIcons/Support/UntouchableSupport.dds"
301,673,50,"Art/2DArt/SkillIcons/Support/UnabatingSupport.dds"
302,674,50,"Art/2DArt/SkillIcons/Support/SpellbladeSupport.dds"
303,675,50,"Art/2DArt/SkillIcons/Support/TimerotSupport.dds"
304,676,50,"Art/2DArt/SkillIcons/Support/PunchThroughSupport.dds"
305,677,50,"Art/2DArt/SkillIcons/Support/RipSupport.dds"
306,678,50,"Art/2DArt/SkillIcons/Support/TearSupport.dds"
307,679,50,"Art/2DArt/SkillIcons/Support/BrinkSupport.dds"
308,680,50,"Art/2DArt/SkillIcons/Support/TirelessSupport.dds"
309,681,50,"Art/2DArt/SkillIcons/Support/VolcanicEruptionSupport.dds"
310,682,50,"Art/2DArt/SkillIcons/Support/FirstBloodSupport.dds"
311,683,50,"Art/2DArt/SkillIcons/Support/RetortSupport.dds"
312,684,50,"Art/2DArt/SkillIcons/Support/BloodintheEyesSupport.dds"
313,685,50,"Art/2DArt/SkillIcons/Support/PotencySupport.dds"
314,686,50,"Art/2DArt/SkillIcons/Support/IncisionSupport.dds"
315,687,50,"Art/2DArt/SkillIcons/Support/CleanseSupport.dds"
316,688,50,"Art/2DArt/SkillIcons/Support/AdversitySupport.dds"
317,689,50,"Art/2DArt/SkillIcons/Support/TrustyCompanionSupport.dds"
318,693,50,"Art/2DArt/SkillIcons/Support/OverwhelmingForceSupport.dds"
319,690,50,"Art/2DArt/SkillIcons/Support/AilmentApplicationCDRSupport.dds"
320,691,50,"Art/2DArt/SkillIcons/Support/BlockCDRSupport.dds"
321,692,50,"Art/2DArt/SkillIcons/Support/StunCDRSupport.dds"
322,694,50,"Art/2DArt/SkillIcons/Support/RearmSupport.dds"
323,695,50,"Art/2DArt/SkillIcons/Support/DelayedReactionSupport.dds"
324,696,50,"Art/2DArt/SkillIcons/Support/SpectralPalmSupport.dds"
325,697,50,"Art/2DArt/SkillIcons/Support/VolatilePowerSupport.dds"
326,698,50,"Art/2DArt/SkillIcons/Support/GambleshotSupport.dds"
327,699,50,"Art/2DArt/SkillIcons/Support/DiscountSupport.dds"
328,700,50,"Art/2DArt/SkillIcons/Support/ImpaleSupport.dds"
329,701,50,"Art/2DArt/SkillIcons/Support/PerfectionSupport.dds"
330,702,50,"Art/2DArt/SkillIcons/Support/CessationSupport.dds"
331,703,50,"Art/2DArt/SkillIcons/Support/SeeRedSupport.dds"
332,704,50,"Art/2DArt/SkillIcons/Support/ExpediteSupport.dds"
333,705,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds"
334,706,50,"Art/2DArt/SkillIcons/Support/OutmaneuverSupport.dds"
335,707,50,"Art/2DArt/SkillIcons/Support/SingleOutSupport.dds"
336,708,50,"Art/2DArt/SkillIcons/Support/TumultSupport.dds"
337,709,50,"Art/2DArt/SkillIcons/Support/InhibitorSupport.dds"
