"rownum","Id","Mod","PassiveSkill"
185,"Key186","",""
186,"Key187","",1071
187,"Key188","",""
188,"Key189","",664
189,"Key190","",""
190,"Key191","",708
191,"Key192","",3509
192,"Key193","",2528
193,"Key194","",""
194,"Key195","",1495
195,"Key196","",""
196,"Key197","",893
197,"Key198","",""
198,"Key199","",1397
199,"Key200","",""
200,"Key201","",3910
201,"Key202","",""
202,"Key203","",3033
203,"Key204","",2768
204,"Key205","",2625
205,"Key206","",""
206,"Key207","",3768
207,"Key208","",""
208,"Key209","",1015
209,"Key210","",""
210,"Key211","",1699
211,"Key212","",""
212,"Key213","",1626
213,"Key214","",""
214,"Key215","",1854
215,"Key216","",2540
216,"Key217","",3510
217,"Key218","",""
218,"Key219","",1554
219,"Key220","",1786
220,"Key221","",1352
221,"Key222","",""
222,"Key223","",4192
223,"Key224","",""
224,"Key225","",3310
225,"Key226","",""
226,"Key227","",2967
227,"Key228","",1739
228,"Key229","",1969
229,"Key230","",1792
230,"Key231","",3266
231,"Key232","",""
232,"Key233","",3905
233,"Key234","",""
234,"Key235","",4126
235,"Key236","",""
236,"Key237","",3936
237,"Key238","",""
238,"Key239","",3739
239,"Key240","",1918
240,"Key241","",""
241,"Key242","",""
242,"Key243","",1852
243,"Key244","",""
244,"Key245","",1766
245,"Key246","",4346
246,"Key247","",1580
247,"Key248","",""
248,"Key249","",1841
249,"Key250","",""
250,"Key251","",2189
251,"Key252","",1010
252,"Key253","",3800
253,"Key254","",""
254,"Key255","",1935
255,"Key256","",""
256,"Key257","",2855
257,"Key258","",""
258,"Key259","",1317
259,"Key260","",""
260,"Key261","",1526
261,"Key262","",""
262,"Key263","",3638
263,"Key264","",2767
264,"Key265","",978
265,"Key266","",""
266,"Key267","",709
267,"Key268","",""
268,"Key269","",1853
269,"Key270","",""
270,"Key271","",740
271,"Key272","",1787
272,"Key273","",1716
273,"Key274","",""
274,"Key275","",1858
275,"Key276","",3034
276,"Key277","",3929
277,"Key278","",""
278,"Key279","",1738
279,"Key280","",""
280,"Key281","",1226
281,"Key282","",""
282,"Key283","",1428
283,"Key284","",""
284,"Key285","",3514
285,"Key286","",""
286,"Key287","",1224
287,"Key288","",3928
288,"Key289","",994
289,"Key290","",""
290,"Key291","",3935
291,"Key292","",""
292,"Key293","",2023
293,"Key294","",""
294,"Key295","",2523
295,"Key296","",""
296,"Key297","",1507
297,"Key298","",""
298,"Key299","",4229
299,"Key300","",704
300,"Key301","",1646
301,"Key302","",3659
302,"Key303","",3236
303,"Key304","",4374
304,"Key305","",731
305,"Key306","",""
306,"Key307","",3683
307,"Key308","",""
308,"Key309","",1485
309,"Key310","",""
310,"Key311","",2330
311,"Key312","",3543
312,"Key313","",1994
313,"Key314","",""
314,"Key315","",2060
315,"Key316","",""
316,"Key317","",1633
317,"Key318","",""
318,"Key319","",4368
319,"Key320","",1777
320,"Key321","",3141
321,"Key322","",""
322,"Key323","",4370
323,"Key324","",1431
324,"Key325","",775
325,"Key326","",""
326,"Key327","",3937
327,"Key328","",""
328,"Key329","",1191
329,"Key330","",""
330,"Key331","",890
331,"Key332","",2283
332,"Key333","",3926
333,"Key334","",""
334,"Key335","",1044
335,"Key336","",1351
336,"Key337","",3035
337,"Key338","",""
338,"Key339","",3925
339,"Key340","",""
340,"Key341","",1689
341,"Key342","",""
342,"Key343","",1856
343,"Key344","",""
344,"Key345","",1354
345,"Key346","",""
346,"Key347","",2542
347,"Key348","",3370
348,"Key349","",3151
349,"Key350","",""
350,"Key351","",1684
351,"Key352","",""
352,"Key353","",""
353,"Key354","",""
354,"Key355","",1938
355,"Key356","",3662
356,"Key357","",1578
357,"Key358","",2284
358,"Key359","",2072
359,"Key360","",736
360,"Key361","",980
361,"Key362","",""
362,"Key363","",2631
363,"Key364","",""
364,"Key365","",1851
365,"Key366","",""
366,"Key367","",1314
367,"Key368","",""
368,"Key369","",981
369,"Key370","",""
370,"Key371","",1487
371,"Key372","",2626
372,"Key373","",3298
373,"Key374","",""
374,"Key375","",2965
375,"Key376","",1350
376,"Key377","",2357
377,"Key378","",""
378,"Key379","",3545
379,"Key380","",""
380,"Key381","",514
381,"Key382","",""
382,"Key383","",1550
383,"Key384","",2772
384,"Key385","",807
385,"Key386","",""
386,"Key387","",960
387,"Key388","",""
388,"Key389","",3095
389,"Key390","",4375
390,"Key391","",1475
391,"Key392","",""
392,"Key393","",1320
393,"Key394","",""
394,"Key395","",3060
395,"Key396","",1070
396,"Key397","",3544
397,"Key398","",""
398,"Key399","",3660
399,"Key400","",""
400,"Key401","",2721
401,"Key402","",""
402,"Key403","",1030
403,"Key404","",""
404,"Key405","",642
405,"Key406","",""
406,"Key407","",2969
407,"Key408","",2524
408,"Key409","",4227
409,"Key410","",""
410,"Key411","",1035
411,"Key412","",""
412,"Key413","",2297
413,"Key414","",""
414,"Key415","",1919
415,"Key416","",""
416,"Key417","",2567
417,"Key418","",""
418,"Key419","",3273
419,"Key420","",2370
420,"Key421","",3471
421,"Key422","",""
422,"Key423","",949
423,"Key424","",""
424,"Key425","",1112
425,"Key426","",1876
426,"Key427","",3799
427,"Key428","",""
428,"Key429","",3930
429,"Key430","",""
430,"Key431","",2687
431,"Key432","",3110
432,"Key433","",1356
433,"Key434","",""
434,"Key435","",3719
435,"Key436","",""
436,"Key437","",4278
437,"Key438","",""
438,"Key439","",3948
439,"Key440","",""
440,"Key441","",4054
441,"Key442","",""
442,"Key443","",1315
443,"Key444","",3720
444,"Key445","",974
445,"Key446","",""
446,"Key447","",3469
447,"Key448","",""
448,"Key449","",1552
449,"Key450","",""
450,"Key451","",2684
451,"Key452","",""
452,"Key453","",1029
453,"Key454","",""
454,"Key455","",2333
455,"Key456","",1857
456,"Key457","",2726
457,"Key458","",""
458,"Key459","",4322
459,"Key460","",""
460,"Key461","",3557
461,"Key462","",""
462,"Key463","",3093
463,"Key464","",""
464,"Key465","",2044
465,"Key466","",""
466,"Key467","",1031
467,"Key468","",3372
468,"Key469","",3188
469,"Key470","",""
470,"Key471","",2075
471,"Key472","",""
472,"Key473","",2724
473,"Key474","",""
474,"Key475","",1419
475,"Key476","",""
476,"Key477","",""
477,"Key478","",""
478,"Key479","",984
479,"Key480","",2461
480,"Key481","",3394
481,"Key482","",""
482,"Key483","",2986
483,"Key484","",""
484,"Key485","",2356
485,"Key486","",""
486,"Key487","",4327
487,"Key488","",""
488,"Key489","",3395
489,"Key490","",""
490,"Key491","",2521
491,"Key492","",3511
492,"Key493","",2765
493,"Key494","",""
494,"Key495","",2376
495,"Key496","",""
496,"Key497","",2396
497,"Key498","",""
498,"Key499","",2908
499,"Key500","",""
500,"Key501","",2906
501,"Key502","",""
502,"Key503","",3508
503,"Key504","",798
504,"Key505","",2902
505,"Key506","",""
506,"Key507","",404
507,"Key508","",""
508,"Key509","",2465
509,"Key510","",""
510,"Key511","",3556
511,"Key512","",""
512,"Key513","",2776
513,"Key514","",""
514,"Key515","",2159
515,"Key516","",""
516,"Key517","",2146
517,"Key518","",""
518,"Key519","",3684
519,"Key520","",4098
520,"Key521","",2682
521,"Key522","",""
522,"Key523","",3096
523,"Key524","",""
524,"Key525","",3371
525,"Key526","",""
526,"Key527","",3254
527,"Key528","",1076
528,"Key529","",2723
529,"Key530","",""
530,"Key531","",781
531,"Key532","",""
532,"Key533","",880
533,"Key534","",""
534,"Key535","",2728
535,"Key536","",""
536,"Key537","",4258
537,"Key538","",""
538,"Key539","",3036
539,"Key540","",2858
540,"Key541","",1203
541,"Key542","",""
542,"Key543","",1319
543,"Key544","",""
544,"Key545","",2290
545,"Key546","",""
546,"Key547","",2024
547,"Key548","",""
548,"Key549","",1742
549,"Key550","",""
550,"Key551","",2291
551,"Key552","",2816
552,"Key553","",1282
553,"Key554","",""
554,"Key555","",1491
555,"Key556","",""
556,"Key557","",3189
557,"Key558","",""
558,"Key559","",2762
559,"Key560","",""
560,"Key561","",1915
561,"Key562","",""
562,"Key563","",""
563,"Key564","",3634
564,"Key565","",1762
565,"Key566","",""
566,"Key567","",1113
567,"Key568","",""
568,"Key569","",4276
569,"Key570","",""
570,"Key571","",2628
571,"Key572","",""
572,"Key573","",3512
573,"Key574","",""
574,"Key575","",886
575,"Key576","",1753
576,"Key577","",3400
577,"Key578","",1797
578,"Key579","",1213
579,"Key580","",""
580,"Key581","",2172
581,"Key582","",""
582,"Key583","",3635
583,"Key584","",4230
584,"Key585","",1193
585,"Key586","",""
586,"Key587","",""
587,"Key588","",1412
588,"Key589","",1751
589,"Key590","",""
590,"Key591","",3237
591,"Key592","",""
592,"Key593","",2059
593,"Key594","",""
594,"Key595","",2685
595,"Key596","",""
596,"Key597","",4036
597,"Key598","",""
598,"Key599","",2722
599,"Key600","",1069
600,"Key601","",2403
601,"Key602","",""
602,"Key603","",1324
603,"Key604","",""
604,"Key605","",3423
605,"Key606","",""
606,"Key607","",1293
607,"Key608","",""
608,"Key609","",3807
609,"Key610","",""
610,"Key611","",2199
611,"Key612","",2968
612,"Key613","",954
613,"Key614","",""
614,"Key615","",1763
615,"Key616","",""
616,"Key617","",2160
617,"Key618","",""
618,"Key619","",2196
619,"Key620","",""
620,"Key621","",690
621,"Key622","",""
622,"Key623","",2730
623,"Key624","",2771
624,"Key625","",1977
625,"Key626","",""
626,"Key627","",2562
627,"Key628","",""
628,"Key629","",3609
629,"Key630","",""
630,"Key631","",2191
631,"Key632","",""
632,"Key633","",3546
633,"Key634","",""
634,"Key635","",3242
635,"Key636","",1398
636,"Key637","",686
637,"Key638","",""
638,"Key639","",3859
639,"Key640","",""
640,"Key641","",2382
641,"Key642","",""
642,"Key643","",1291
643,"Key644","",""
644,"Key645","",1227
645,"Key646","",""
646,"Key647","",3209
647,"Key648","",2002
648,"Key649","",2725
649,"Key650","",""
650,"Key651","",3721
651,"Key652","",""
652,"Key653","",3775
653,"Key654","",""
654,"Key655","",3785
655,"Key656","",""
656,"Key657","",2351
657,"Key658","",""
658,"Key659","",2050
659,"Key660","",3658
660,"Key661","",1292
661,"Key662","",""
662,"Key663","",1995
663,"Key664","",""
664,"Key665","",4053
665,"Key666","",""
666,"Key667","",2686
667,"Key668","",834
668,"Key669","",4127
669,"Key670","",""
670,"Key671","",1032
671,"Key672","",769
672,"Key673","",""
673,"Key674","",""
674,"Key675","",3421
675,"Key676","",""
676,"Key677","",2683
677,"Key678","",""
678,"Key679","",3239
679,"Key680","",""
680,"Key681","",3274
681,"Key682","",""
682,"Key683","",2147
683,"Key684","",1189
684,"Key685","",1606
685,"Key686","",""
686,"Key687","",922
687,"Key688","",""
688,"Key689","",2278
689,"Key690","",""
690,"Key691","",927
691,"Key692","",""
692,"Key693","",3138
693,"Key694","",""
694,"Key695","",802
695,"Key696","",1964
696,"Key697","",2007
697,"Key698","",""
698,"Key699","",3981
699,"Key700","",""
700,"Key701","",3260
701,"Key702","",""
702,"Key703","",1355
703,"Key704","",""
704,"Key705","",1937
705,"Key706","",""
706,"Key707","",2271
707,"Key708","",2763
708,"Key709","",2760
709,"Key710","",""
710,"Key711","",2119
711,"Key712","",""
712,"Key713","",2691
713,"Key714","",""
714,"Key715","",1117
715,"Key716","",""
716,"Key717","",4061
717,"Key718","",""
718,"Key719","",2425
719,"Key720","",2272
720,"Key721","",4064
721,"Key722","",""
722,"Key723","",2296
723,"Key724","",""
724,"Key725","",1855
725,"Key726","",""
726,"Key727","",2245
727,"Key728","",""
728,"Key729","",2277
729,"Key730","",""
730,"Key731","",863
731,"Key732","",4228
732,"Key733","",1916
733,"Key734","",""
734,"Key735","",2054
735,"Key736","",""
736,"Key737","",1429
737,"Key738","",""
738,"Key739","",2819
739,"Key740","",""
740,"Key741","",2170
741,"Key742","",""
742,"Key743","",839
743,"Key744","",1624
744,"Key745","",3513
745,"Key746","",""
746,"Key747","",3229
747,"Key748","",""
748,"Key749","",2859
749,"Key750","",""
750,"Key751","",2028
751,"Key752","",""
752,"Key753","",2228
753,"Key754","",""
754,"Key755","",2681
755,"Key756","",1973
756,"Key757","",2040
757,"Key758","",""
758,"Key759","",2766
759,"Key760","",""
760,"Key761","",852
761,"Key762","",""
762,"Key763","",658
763,"Key764","",""
764,"Key765","",4065
765,"Key766","",""
766,"Key767","",3227
767,"Key768","",2529
768,"Key769","",1116
769,"Key770","",""
770,"Key771","",4321
771,"Key772","",""
772,"Key773","",2035
773,"Key774","",""
774,"Key775","",4300
775,"Key776","",3379
776,"Key777","",3142
777,"Key778","",""
778,"Key779","",944
779,"Key780","",691
780,"Key781","",2240
781,"Key782","",""
782,"Key783","",1225
783,"Key784","",""
784,"Key785","",2158
785,"Key786","",""
786,"Key787","",2811
787,"Key788","",""
788,"Key789","",2966
789,"Key790","",1803
790,"Key791","",2815
791,"Key792","",1190
792,"Key793","",4093
793,"Key794","",""
794,"Key795","",2171
795,"Key796","",""
796,"Key797","",4091
797,"Key798","",""
798,"Key799","",3759
799,"Key800","",""
800,"Key801","",3228
801,"Key802","",""
802,"Key803","",2110
803,"Key804","",3157
804,"Key805","",3657
805,"Key806","",""
806,"Key807","",1693
807,"Key808","",""
808,"Key809","",2817
809,"Key810","",4376
810,"Key811","",3770
811,"Key812","",""
812,"Key813","",2862
813,"Key814","",""
814,"Key815","",4063
815,"Key816","",2690
816,"Key817","",1582
817,"Key818","",""
818,"Key819","",3911
819,"Key820","",""
820,"Key821","",2462
821,"Key822","",""
822,"Key823","",3558
823,"Key824","",""
824,"Key825","",4094
825,"Key826","",""
826,"Key827","",872
827,"Key828","",2122
828,"Key829","",2689
829,"Key830","",""
830,"Key831","",3864
831,"Key832","",""
832,"Key833","",4031
833,"Key834","",""
834,"Key835","",2901
835,"Key836","",""
836,"Key837","",2818
837,"Key838","",""
838,"Key839","",2621
839,"Key840","",2989
840,"Key841","",2556
841,"Key842","",""
842,"Key843","",2350
843,"Key844","",""
844,"Key845","",2857
845,"Key846","",""
846,"Key847","",2814
847,"Key848","",""
848,"Key849","",2909
849,"Key850","",""
850,"Key851","",2727
851,"Key852","",2584
852,"Key853","",2860
853,"Key854","",""
854,"Key855","",1768
855,"Key856","",""
856,"Key857","",835
857,"Key858","",""
858,"Key859","",727
859,"Key860","",""
860,"Key861","",2861
861,"Key862","",""
862,"Key863","",4092
863,"Key864","",2856
864,"Key865","",2120
865,"Key866","",""
866,"Key867","",2253
867,"Key868","",""
868,"Key869","",2249
869,"Key870","",""
870,"Key871","",2101
871,"Key872","",""
872,"Key873","",1911
873,"Key874","",""
874,"Key875","",3610
875,"Key876","",2769
876,"Key877","",2580
877,"Key878","",""
878,"Key879","",4032
879,"Key880","",""
880,"Key881","",672
881,"Key882","",""
882,"Key883","",1115
883,"Key884","",""
884,"Key885","",2148
885,"Key886","",""
886,"Key887","",2186
887,"Key888","",3912
888,"Key889","",3865
889,"Key890","",""
890,"Key891","",1912
891,"Key892","",""
892,"Key893","",2383
893,"Key894","",""
894,"Key895","",4338
895,"Key896","",""
896,"Key897","",2001
897,"Key898","",""
898,"Key899","",1767
899,"Key900","",4062
900,"Key901","",3952
901,"Key902","",""
902,"Key903","",4095
903,"Key904","",""
904,"Key905","",4034
905,"Key906","",""
906,"Key907","",811
907,"Key908","",""
908,"Key909","",2270
909,"Key910","",""
910,"Key911","",1965
911,"Key912","",4096
912,"Key913","",2338
913,"Key914","",""
914,"Key915","",1914
915,"Key916","",""
916,"Key917","",2813
917,"Key918","",""
918,"Key919","",2770
919,"Key920","",""
920,"Key921","",1583
921,"Key922","",""
922,"Key923","",623
923,"Key924","",2987
924,"Key925","",3422
925,"Key926","",""
926,"Key927","",2068
927,"Key928","",""
928,"Key929","",2679
929,"Key930","",4377
930,"Key931","",2624
931,"Key932","",""
932,"Key933","",3767
933,"Key934","",""
934,"Key935","",1551
935,"Key936","",2121
936,"Key937","",2905
937,"Key938","",""
938,"Key939","",2066
939,"Key940","",""
940,"Key941","",829
941,"Key942","",""
942,"Key943","",2688
943,"Key944","",""
944,"Key945","",638
945,"Key946","",""
946,"Key947","",2345
947,"Key948","",3311
948,"Key949","",1913
949,"Key950","",""
950,"Key951","",2377
951,"Key952","",""
952,"Key953","",3187
953,"Key954","",""
954,"Key955","",4339
955,"Key956","",""
956,"Key957","",668
957,"Key958","",""
958,"Key959","",3044
959,"Key960","",831
960,"Key961","",1108
961,"Key962","",""
962,"Key963","",723
963,"Key964","",1978
964,"Key965","",2209
965,"Key966","",""
966,"Key967","",1111
967,"Key968","",""
968,"Key969","",2729
969,"Key970","",""
970,"Key971","",1563
971,"Key972","",722
972,"Key973","",1553
973,"Key974","",""
974,"Key975","",2331
975,"Key976","",""
976,"Key977","",1441
977,"Key978","",""
978,"Key979","",2108
979,"Key980","",""
980,"Key981","",4259
981,"Key982","",""
982,"Key983","",1114
983,"Key984","",3420
984,"Key985","",803
985,"Key986","",3377
986,"Key987","",2241
987,"Key988","",""
988,"Key989","",4033
989,"Key990","",""
990,"Key991","",2812
991,"Key992","",""
992,"Key993","",2187
993,"Key994","",""
994,"Key995","",2764
995,"Key996","",853
996,"Key997","",4097
997,"Key998","",""
998,"Key999","",1259
999,"Key1000","",1258
