"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem","rid_54"
160,"Fire4",-29223,[18213],50,0,0,8881,""
161,"Fire5",-10228,[18214],60,0,0,8881,""
162,"Fire6",6216,"[18215,18216]",1,100,0,8881,""
163,"Flask1",29214,"[10954,9957]",1,1,0,8881,""
164,"Flask2",-5630,[9952],1,0,0,8881,""
165,"Flask3",11869,[14899],1,0,0,8881,""
166,"Flask4",-24630,[3626],25,0,0,8881,""
167,"Flask5",20464,[4746],100,0,0,8881,""
168,"Flask6",10815,[13385],4,0,0,8881,""
169,"Fortify1",-27611,[17775],100,0,0,8881,""
170,"Fortify2",-14383,[17776],20,0,0,8881,""
171,"Fortify3",27173,[17777],-2,0,0,8881,""
172,"Fortify4",4710,[17778],4,0,0,8881,""
173,"Fortify5",28469,"[2757,14781]",100,-3,0,8881,""
174,"Fortify6",23472,[15048],-10,0,0,8881,""
175,"Impale1",-22241,[18306],10,0,0,8881,""
176,"Impale2",-9403,[20697],100,0,0,8881,""
177,"Impale3",29209,"[12624,12622]",40,40,0,8881,""
178,"Impale4",-22228,"[13088,12623]",4,10,0,8881,""
179,"Impale5",20273,[15122],20,0,0,8881,""
180,"Impale6",-28749,[18307],20,0,0,8881,""
181,"Leech1",-3284,[17658],10,0,0,8881,""
182,"Leech2",2249,[17659],40,0,0,8881,""
183,"Leech3",5995,[17660],25,0,0,8881,""
184,"Leech4",-11909,[17661],25,0,0,8881,""
185,"Leech5",-8238,[11930],100,0,0,8881,""
186,"Leech6",-12660,[17662],25,0,0,8881,""
187,"Life1",-1155,[17638],10,0,0,8881,""
188,"Life2",-31294,[17640],15,0,0,8881,""
189,"Life3",-17894,[123],30,0,0,8881,""
190,"Life4",31822,[17641],55,0,0,8881,""
191,"Life5",21468,[17642],90,0,0,8881,""
192,"Life6",-27082,[17643],15,0,0,8881,""
193,"Link1",-5721,[15101],1,0,0,8881,""
194,"Link2",26985,[15104],1,0,0,8881,""
195,"Link3",18365,[18127],1,0,0,8881,""
196,"Link4",-19477,[17731],1,0,0,8881,""
197,"Link5",-881,[17929],1,0,0,8881,""
198,"Link6",18435,[17732],1,0,0,8881,""
199,"Lightning1",-12490,[483],40,0,0,8881,""
200,"Lightning2",-1295,[18209],60,0,0,8881,""
201,"Lightning3",-14543,[16451],15,0,0,8881,""
202,"Lightning4",28569,[16791],10,0,0,8881,""
203,"Lightning5",-1473,[15302],1,0,0,8881,""
204,"Lightning6",20364,[18210],-1,0,0,8881,""
205,"Mace1",-28404,[14884],1,0,0,8881,""
206,"Mace2",17821,[14885],20,0,0,8881,""
207,"Mace3",12139,[14900],1,0,0,8881,""
208,"Mace4",22542,[14930],12,0,0,8881,""
209,"Mace5",-24545,[340],50,0,0,8881,""
210,"Mace6",16425,[2606],1,0,0,8881,""
211,"Mana1",2902,[131],300,0,0,8881,""
212,"Mana2",-9650,[12024],10,0,0,8881,""
213,"Mana3",-6472,[1072],10,0,0,8881,""
214,"Mana4",12119,[213],10,0,0,8881,""
215,"Mana5",-894,[3721],10,0,0,8881,""
216,"Mana6",-661,[14671],12,0,0,8881,""
217,"Mark1",2800,[17832],1,0,0,8881,""
218,"Mark2",-31505,[15125],1,0,0,8881,""
219,"Mark3",-16556,[15445],10,0,0,8881,""
220,"Mark4",-14695,[17833],1,0,0,8881,""
221,"Mark5",-13383,[12402],100,0,0,8881,""
222,"Mark6",23152,[17834],50,0,0,8881,""
223,"Mine1",29161,[10009],2,0,0,8881,""
224,"Mine2",-17713,[10010],-2,0,0,8881,""
225,"Mine3",18391,[10084],30,0,0,8881,""
226,"Mine4",21313,[20168],1,0,0,8881,15677
227,"Mine5",533,[15130],1,0,0,8881,""
228,"Mine6",6510,[15132],150,0,0,8881,""
229,"MinionDefence1",-4253,[10208],8,0,0,8881,""
230,"MinionDefence2",20153,[14866],1,0,0,8881,""
231,"MinionDefence3",15574,[3114],100,0,0,8881,""
232,"MinionDefence4",-7430,[4351],40,0,0,8881,""
233,"MinionDefence5",-22136,"[159,15077]",30,-15,0,8881,""
234,"MinionDefence6",-18900,[11418],5,0,0,8881,""
235,"MinionOffence1",-18107,[20698],50,0,0,8881,""
236,"MinionOffence2",9876,[14906],8,0,0,8881,""
237,"MinionOffence3",-25463,[9940],25,0,0,8881,""
238,"MinionOffence4",-23992,[2669],30,0,0,8881,""
239,"MinionOffence5",11723,[8108],250,0,0,8881,""
240,"MinionOffence6",-8357,[4409],20,0,0,8881,""
241,"Physical1",-2754,[1668],-60,0,0,8881,""
242,"Physical2",32255,[18333],10,0,0,8881,""
243,"Physical3",20173,[18332],1,0,0,8881,""
244,"Physical4",-26526,[18334],50,0,0,8881,""
245,"Physical5",18859,[15133],40,0,0,8881,""
246,"Physical6",-6526,[18335],6,0,0,8881,""
247,"Poison1",-30973,[11419],300,0,0,8881,""
248,"Poison2",-2639,[9053],20,0,0,8881,""
249,"Poison3",-20236,[11062],12,0,0,8881,""
250,"Poison4",-1272,[15247],1,0,0,8881,""
251,"Poison5",16264,[5208],3,0,0,8881,""
252,"Poison6",-13416,[15274],20,0,0,8881,""
253,"Projectile1",16644,[7121],20,0,0,8881,""
254,"Projectile2",2198,[7889],20,0,0,8881,""
255,"Projectile3",-13132,[15136],1,0,0,8881,""
256,"Projectile4",14813,[15135],1,0,0,8881,""
257,"Projectile5",1167,[15137],15,0,0,8881,""
258,"Projectile6",-21296,[15138],-15,0,0,8881,""
259,"Recovery1",19002,[17648],3,0,0,8881,""
260,"Recovery2",24305,[18329],1,0,0,8881,""
261,"Recovery3",6630,[17649],10,0,0,8881,""
262,"Recovery4",-29455,[16992],-50,0,0,8881,""
263,"Recovery5",16013,"[16430,17650]",1,6,0,8881,""
264,"Recovery6",-19883,[125],3000,0,0,8881,""
265,"Reservation1",28638,[15009],8,0,0,8881,""
266,"Reservation2",-31153,[18274],1,0,0,8881,""
267,"Reservation3",23621,[14672],20,0,0,8881,""
268,"Reservation4",-9065,[843],30,0,0,8881,""
269,"Reservation5",-4439,[15016],10,0,0,8881,""
270,"Reservation6",12046,[11600],50,0,0,8881,""
271,"Resistance1",19422,[17712],-65,0,0,8881,""
272,"Resistance2",4319,[17713],1,0,0,8881,""
273,"Resistance3",9074,[7893],1,0,0,8881,""
274,"Resistance4",-18729,"[5847,6396]",100,1,0,8881,""
275,"Resistance5",-11699,[12017],100,0,0,8881,""
276,"Resistance6",31331,"[17715,17714]",1,1,0,8881,""
277,"Shield1",-20273,[9187],30,0,0,8881,""
278,"Shield2",30612,[15037],1,0,0,8881,""
279,"Shield3",10059,[15038],1,0,0,8881,""
280,"Shield4",-15308,[9188],20,0,0,8881,""
281,"Shield5",-30234,[11369],2,0,0,8881,""
282,"Shield6",-20229,[11370],1,0,0,8881,""
283,"Staff1",-14673,"[15039,15040]",2,2,0,8881,""
284,"Staff2",28589,[15041],30,0,0,8881,""
285,"Staff3",-18287,[15042],8,0,0,8881,""
286,"Staff4",22149,[3824],20,0,0,8881,""
287,"Staff5",9143,"[3228,5565]",100,0,0,8881,""
288,"Staff6",-303,[6935],60,0,0,8881,""
289,"Stun1",-13262,"[108,340]",-100,200,0,8881,""
290,"Stun2",-19884,[8039],20,0,0,8881,""
291,"Stun3",6906,[17678],50,0,0,8881,""
292,"Stun4",-12979,[17679],1,0,0,8881,""
293,"Stun5",18881,[17680],25,0,0,8881,""
294,"Stun6",4842,[17681],2000,0,0,8881,""
295,"Suppression1",-7089,[14710],3,0,0,8881,""
296,"Suppression2",7677,[17625],1,0,0,8881,""
297,"Suppression3",-23522,"[17626,17627]",-2,1,0,8881,""
298,"Suppression4",2474,[17628],-50,0,0,8881,""
299,"Suppression5",13757,"[17629,17632]",1,8,0,8881,""
300,"Suppression6",-20219,[17630],1,0,0,"",""
301,"Sword1",-17941,[9802],3,0,0,8881,""
302,"Sword2",-18237,[8409],20,0,0,8881,""
303,"Sword3",8018,[12748],8,0,0,8881,""
304,"Sword4",23247,[15143],1,0,0,8881,""
305,"Sword5",-14614,"[2380,614]",120,-20,0,8881,""
306,"Sword6",-11469,[223],50,0,0,8881,""
307,"Totem1",-5486,[10522],1,0,0,8881,""
308,"Totem2",27718,[15012],30,0,0,8881,""
309,"Totem3",12747,[15010],5,0,0,8881,""
310,"Totem4",-12531,[18899],100,0,0,8881,""
311,"Totem5",32279,[3038],4000,0,0,8881,""
312,"Totem6",16950,[15043],1,0,0,"",""
313,"Trap1",13257,[14034],5,0,0,8881,""
314,"Trap2",8298,[4156],8,0,0,8881,""
315,"Trap3",-15271,[948],5,0,0,8881,""
316,"Trap4",20694,[311],60,0,0,8881,""
317,"Trap5",763,[4736],30,0,0,8881,""
318,"Trap6",-22475,[15131],1,0,0,8881,""
319,"TwoHand1",-29954,[12582],3,0,0,8881,""
320,"TwoHand2",27095,[3401],40,0,0,8881,""
321,"TwoHand3",31564,"[15253,15254]",10,10,0,8881,""
322,"TwoHand4",31038,[15257],15,0,0,8881,""
323,"TwoHand5",1626,"[11549,70]",60,-10,0,8881,""
324,"TwoHand6",-5290,[15275],1,0,0,8881,""
325,"Wand1",16545,[15044],10,0,0,8881,""
326,"Wand2",26785,[15045],1,0,0,8881,""
327,"Wand3",-22996,[15046],1,0,0,8881,""
328,"Wand4",-4184,[11598],100,0,0,8881,""
329,"Wand5",15133,"[2690,2691]",50,50,0,8881,""
330,"Wand6",-2256,[15252],1,0,0,8881,""
331,"Warcry1",14206,[12286],1,0,0,8881,""
332,"Warcry2",23021,[12284],15,0,0,8881,""
333,"Warcry3",-5502,[10932],1,0,0,8881,""
334,"Warcry4",12916,[12112],1,0,0,8881,""
335,"Warcry5",-1542,[17710],1,0,0,8881,""
336,"Warcry6",14032,[17711],10,0,0,8881,""
337,"Banner5",-27422,[20462],8,0,0,8881,""
338,"Retaliation1",1915,[20546],80,0,0,8881,""
339,"Retaliation2",-28229,[20772],3000,0,0,8881,""
340,"Retaliation3",-17578,[20539],20,0,0,8881,""
341,"Retaliation4",5944,[20543],10,0,0,8881,""
342,"Retaliation5",23557,[20511],-40,0,0,8881,""
343,"Rage1",2498,[20556],1,0,0,8881,""
344,"Rage2",22300,[20554],1,0,0,8881,""
345,"Rage3",-16818,"[7452,12000]",7,20,0,8881,""
346,"Rage4",-8688,[20557],1,0,0,8881,""
347,"Rage5",10497,[20558],25,0,0,8881,""
348,"Rage6",19628,[17892],1,0,0,8881,""
349,"Tincture1",-21284,[20748],6,0,0,8881,""
350,"Tincture2",17267,[20749],30,0,0,8881,""
351,"Tincture3",8875,[20745],1,0,0,8881,""
352,"Tincture4",20111,[19316],10,0,0,8881,""
353,"Tincture5",26997,[20777],12,0,0,8881,""
