"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool","[i32]","Grounds","Tags","MinLevel","MaxLevel","[rid]","Formation","i32","bool","[string]","bool","bool","string","bool","bool","AdditionalMonsters","AdditionalCounts"
19,"expedition-subarea-faction2-elite1",[0],3,7,100,1,[542],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[542],[1]
20,"expedition-subarea-faction2-elite2",[0],3,5,100,1,[550],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[550],[1]
21,"expedition-subarea-faction3-elite1",[0],3,5,100,1,[546],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[546],[1]
22,"expedition-subarea-faction3-elite2",[0],3,6,100,1,[551],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[551],[1]
23,"expedition-subarea-faction4-elite1",[0],4,8,100,1,[543],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[543],[1]
24,"expedition-subarea-faction4-elite2",[0],2,5,100,1,[545],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[545],[1]
25,"G1-lumberingdrownedsmall",[85],1,2,0,0,[],"",[12],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
26,"G1-quillcrab",[85],1,2,0,0,[],"",[5],"[""BlankGround_Flood""]",[],0,100,[],"",0,1,[],1,"","",1,"",[231],[1]
27,"CG1-quillcrab",[162],3,5,0,0,[],"",[6],[],[],0,100,[],"",0,1,[],1,"","",1,"",[231],[1]
28,"G1-lumberingdrownedhighrange",[85],2,5,0,0,[],"",[3],"[""BlankGround_Flood""]",[],0,100,[],"",45,1,[],1,"","",1,"",[],[]
29,"CG1-lumberingdrownedhighrange","[162,163]",4,8,0,0,[],"","[6,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
30,"G1-lumberingdrownedmedium",[86],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
31,"G1-urchinshag",[86],1,4,75,1,[263],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[263],[1]
32,"CG1-urchinshag",[163],3,5,100,1,[263],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[263],[1]
33,"G1-rottenwolf",[86],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
34,"CG1-rottenwolf",[163],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
35,"G1-retchskeleton","[87,164]",2,5,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
36,"G1-mudgolem","[87,164]",0,0,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],"","","",1,"",[210],[1]
37,"G1-huhugrub","[87,164]",2,4,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[281],[1]
38,"G1-werewolfpack","[88,165]",2,5,0,0,[],"","[15,5]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
39,"G1-werewolfprowler",[88],1,1,25,1,[291],"",[10],[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
40,"CG1-werewolfprowler",[165],2,3,0,0,[],"",[5],[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
41,"G1-slingurchin","[88,165]",2,5,0,0,[],"","[5,0]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[263],[1]
42,"G1-funguszombie",[88],2,4,0,0,[],"",[5],[],[],0,100,[],"",0,1,[],1,"","",1,"","[275,276,208]","[1,1,2]"
43,"g1_5-snakeflowermen1","[89,166]",2,3,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[426],[1]
44,"G1-rustedsoldier","[89,166]",4,7,0,0,[],"",[10],[],[],0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
45,"G1-palefrog","[89,166]",2,5,0,0,[],"",[5],[],[],0,100,[],"",0,1,[],1,"","",1,"",[394],[1]
46,"G1-fungalmancerzombiegroup",[90],2,5,50,1,[208],"",[9],[],[],0,100,[],"",0,1,[],1,"","",1,"","[206,207,208]","[1,1,4]"
47,"CG1-fungalmancerzombiegroup",[167],2,5,100,1,[208],"",[9],[],[],0,100,[],"",0,1,[],1,"","",1,"","[206,207,208]","[1,1,4]"
48,"G1-fungalmancerskeletongroup",[90],2,5,100,1,[388],"",[9],[],[],0,100,[],"",0,1,[],1,"","",1,"",[208],[1]
49,"CG1-fungalmancerskeletongroup","[167,165]",3,7,100,1,[388],"","[9,5]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[208,388]","[1,1]"
50,"G1-fungalwolf","[90,167]",2,5,0,0,[],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[388],[1]
51,"G1-coldwraithgrave","[91,168]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[183],[1]
52,"G1-stalkergrave","[91,168]",2,5,50,1,[392],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[393],[1]
53,"G1-deathknightgrave","[91,168]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[312],[1]
54,"G1-graveskeletonmixed","[91,168]",2,6,62,1,[389],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[389],[1]
55,"ghoulcommander-bosspack",[0],4,8,0,0,[],"",[0],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[]
56,"G1-graveskeletoncasterfire","[93,170]",2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[730,1480]","[1,2]"
57,"G1-graveskeletoncasterlightning","[92,169]",2,4,20,1,"[187,1480]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[187,1480]","[1,1]"
58,"G1-bloodcretincourtesan","[92,169]",2,5,100,1,[301],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[301],[1]
59,"G1-lightningwraith","[92,169]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[187],[1]
60,"G1-spinningwheelhag","[92,169]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
61,"G1-skeletalknight","[92,93,169,170]",3,5,80,1,[1480],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1480],[1]
62,"G1-skeletalreaper","[93,170]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1484],[1]
63,"G1-graveskeletontombstalker","[93,170]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[396],[1]
64,"G1-ghoulcommander","[92,169]",3,8,100,1,[334],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[334],[1]
65,"G1-graveskeleton","[93,170]",3,5,100,1,[730],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[730],[1]
66,"G1-reliquarypitcrawler",[0],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
67,"G1-quillcrabpoison","[95,172]",2,3,50,1,[234],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[235],[1]
68,"CG1-quillcrabpoison","[95,172]",3,4,50,1,[235],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[235],[1]
69,"G1-werewolfmixed",[0],3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
70,"G1-bramblemonkey","[95,172]",4,9,100,1,[333],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[333],[1]
71,"G1-sapling","[96,173]",2,3,30,1,[650],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[650],[1]
72,"G2-farudincrawlerfoundry","[118,119,194,195]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1460],[1]
73,"G2-farudincrawler","[121,197]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
74,"G1-werewolfmoon","[98,175]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
75,"G1-infectedmercernary",[97],3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[324,192,193]","[2,1,2]"
76,"CG1-infectedmercernary",[174],4,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[324,192,193]","[2,1,2]"
77,"G1-bloodcretinonly",[98],3,6,25,1,[307],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[307],[1]
78,"CG1-bloodcretinonly",[175],3,6,40,1,[307],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[301],[1]
79,"G1-infectedmercenarymixed","[99,176]",3,5,25,1,[324],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[324],[1]
80,"G1-bloodcollector",[0],3,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
81,"G1-deathknight",[99],1,2,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[312],[1]
82,"CG1-deathknight",[176],1,2,30,1,[312],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[312],[1]
83,"G1-gargoylegolemred","[99,176]",1,3,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[315],[1]
84,"G1-bloodpack","[99,100,176,177]",4,7,66,1,[301],"","[5,4,5,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[301],[1]
85,"G1-tendrilprowler","[100,177]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[293],[1]
86,"G1-tendrilsentinel","[100,177]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[398],[1]
87,"G1-brambleburrower",[95],0,0,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],"","","",1,"",[25],[1]
88,"CG1-brambleburrower",[172],1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],"","","",1,"",[25],[1]
89,"G1-bramblerhoa",[95],2,3,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[29],[1]
90,"CG1-bramblerhoa",[172],3,4,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[29],[1]
91,"G1-courtmagecorrupt-merc","[99,176]",3,5,100,1,[192],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[192],[1]
92,"G1-courtmagecorrupt","[100,177]",3,5,80,1,[192],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[192],[1]
93,"G1-corruptedeliteranged","[100,177]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[195],[1]
94,"G1-corruptedelitespear-merc","[99,176]",3,5,100,1,[194],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[194],[1]
95,"G1-corruptedelitespear","[100,177]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[194],[1]
96,"G1-corruptedelitebloater","[100,177]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[197],[1]
97,"G1-corruptedelitetoothy-merc","[99,176]",3,5,100,1,[193],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[193],[1]
98,"G1-corruptedelitetoothy","[100,177]",1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[193],[1]
99,"G1-burnedlumberjackunarmed",[98],2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
100,"G1-burnedlumberjackonehandedaxe",[98],2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
101,"CG1-burnedlumberjackonehandedaxe",[175],3,5,0,0,[],"",[3],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[]
102,"G2_1-caravanbanditpack","[102,179]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[704],[1]
103,"G2_1-crabpack","[102,179]",2,5,0,0,[],"",[1],[],[],0,100,[],"",50,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[710],[1]
104,"G2_1-crabpacknosand","[102,179]",2,5,0,0,[],"",[0],"[""Shallows""]",[],0,100,[],"",20,"","[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[712],[1]
105,"G2-desertleaper","[102,179]",3,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[],[]
106,"G2-maggothusk","[102,179]",3,8,75,1,[681],"",[1],[],[],0,100,[],"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[681],[1]
107,"G2-marakethskeleton","[103,180]",2,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[451,732]","[5,1]"
108,"G2-marakethskeleton-spiresinside","[116,192]",2,7,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
109,"G2-dropspider","[103,180]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
110,"G2-bugbotrocky","[103,180]",4,7,100,1,[691],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[691],[1]
111,"G2-cavedweller","[103,180]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[815],[1]
112,"G2_3-mutewindbridgeguards","[104,181]",6,8,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[496,490,484,500]","[3,3,3,1]"
113,"G2_3-mutewindpatrol1",[0],4,6,0,0,[],"",[0],[],[],0,100,[],13,15,"",[],1,"","",1,"",[],[]
114,"G2_3-mutewindpatrol2",[0],4,6,0,0,[],"",[0],[],[],0,100,[],16,30,"",[],1,"","",1,"",[],[]
115,"G2-mutewindsword-sandcrusted",[0],2,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
116,"G2-mutewindspears-sandcrusted",[0],2,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
117,"G2-mutewindchildren-sandcrusted",[0],2,5,100,1,[475],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
118,"G2-mutewindsword-spires","[117,193]",2,6,10,1,[1491],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1491],[1]
119,"G2-mutewindspears-spires-1","[117,193]",2,6,10,1,[1491],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[488,490]","[1,1]"
120,"G2-mutewindspears-spires-2","[117,193]",2,6,10,1,[1491],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[496,486,498]","[1,1,1]"
121,"G2-mutewindchildren-spires","[117,193]",2,7,10,1,[1491],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[494,500,501]","[1,1,1]"
122,"G2-mutewindsword","[104,181]",2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[484,492]","[1,1]"
123,"G2-mutewindspears","[104,181]",2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[486,490]","[1,1]"
124,"G2-mutewindchildren","[104,181]",2,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[494,500,501]","[1,1,1]"
125,"G2-rocksliders","[104,181]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[742],[1]
126,"G2-etchedbeetle","[107,184]",4,10,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[670],[1]
127,"G2-serpentclancaster","[107,184]",2,4,75,1,[783],"",[1],"[""Bottom"",""Trims1"",""SlopeLowTrim"",""RuinsDefault""]",[],0,100,[],"",0,1,[],1,"","",1,"","[783,688]","[3,1]"
128,"G2-marakethskeletonemerge","[107,184]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
129,"G2-sandgolemhidden","[107,184]",2,5,100,1,[732],"",[1],"[""Top"",""RuinsDefault""]",[],0,100,[],"",0,1,[],1,"","",1,"",[732],[1]
130,"G2_4_2-beetlepatrol1",[0],1,1,0,0,[],"",[0],[],[],0,100,[],14,0,"",[],1,"","",1,"",[],[]
131,"G2_4_2-beetlebosspatrol1",[0],1,1,0,0,[],"",[0],[],[],0,100,[],15,0,"",[],1,"","",1,"",[],[]
132,"G2_4_1-snakepack","[107,184]",3,4,35,1,[783],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[783,688]","[1,1]"
133,"G2-serpentclan","[108,185]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[783],[1]
134,"G2-marakethskeletonmagi","[108,185]",2,5,100,1,[720],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[720],[1]
135,"G2-marakethskeletonmelee","[108,185]",3,6,20,1,[451],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
136,"G2-tuskbeetle","[108,185]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[668],[1]
137,"G2-desertphantasm","[108,109,108,186]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[820],[1]
138,"G2-acolytemagi","[109,186]",2,4,100,1,[738],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[738],[1]
139,"G2-skeletonarbelest","[109,186]",3,6,40,1,[451],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
140,"G2-sandgolem",[0],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
141,"G2-minebatdesert","[109,186]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[818],[1]
142,"G2-bonezealot","[110,111,187,188]",2,4,50,1,[746],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[746],[1]
143,"G2-bonezealot-fire","[110,111,187,188]",2,4,50,1,[748],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[748],[1]
144,"G2-bonezealot-fabrication","[110,111,187,188]",2,6,50,1,[746],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[746],[1]
145,"G2-bonezealot-fire-fabrication","[110,111,187,188]",2,6,50,1,[748],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[748],[1]
146,"G2-bonenecromancer","[110,111,187,188]",2,6,100,1,[778],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[778],[1]
147,"G2-boneshield","[110,111,187,188]",1,2,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[750],[1]
148,"G2-spidersabre","[110,187]",2,4,0,0,[],"",[3],"[""Badlands""]",[],0,100,[],"",0,1,[],1,"","",1,"",[663],[1]
149,"G2-hyena","[111,188]",2,4,50,1,[704],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[704],[1]
150,"G2-hyenahighaggro",[0],6,8,0,0,[],"",[1],[],[],0,100,[],"",10,"",[],1,"","",1,"",[],[]
151,"G2-bonebeast","[111,188]",1,2,100,1,[777],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[777],[1]
152,"G2-titanwalker-golemancer","[112,189]",2,4,100,1,[735],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[735,1477]","[1,1]"
153,"G2-bugbotmaster","[112,189]",4,8,100,1,[697],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[697],[1]
154,"G2-dunelurker","[112,189]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[851],[1]
155,"G2-rocksliderslarger","[112,189]",2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[742],[1]
156,"G2-skeletontitan","[113,190]",3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[804,805,808]","[1,1,1]"
157,"G2-grottowisp","[113,190]",3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
158,"G2-blackstrider","[113,190]",2,3,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[656],[1]
159,"G2-wingedcreature","[113,190]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[853],[1]
160,"G2-twoheadedtitan","[113,190]",1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],"","","",1,"",[1487],[1]
161,"G2-terracotakamikaze","[113,190]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
162,"G2_8-HarpyPatrol1",[0],3,5,0,0,[],"",[1],[],[],0,100,[],17,0,"",[],1,"","",1,"",[],[]
163,"G2-regurgitator","[114,191]",2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""PillarsGround""]",1,"","",1,"",[725],[1]
164,"G2-procupineant","[114,120,114,191,196]",3,6,100,1,[813],"",[2],[],[],0,100,[],"",0,1,"[""PillarsGround""]",1,"","",1,"",[813],[1]
165,"G2-marakethzombie","[117,193]",3,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
166,"G2-marakethzombie-spiresbase","[114,191]",4,6,0,0,[],"",[1],[],[],0,100,[],"",65,1,"[""PillarsGround""]",1,"","",1,"",[],[]
167,"G2-marakethzombie-spiresinside","[116,114,192,191]",4,6,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
168,"G2-marakehzombie-priestleader","[116,192]",3,4,100,1,[1500],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1500],[1]
169,"G2-wingedfiend-spiresoutside",[0],1,1,0,0,[],"",[1],"[""PillarsAbyss""]",[],0,100,[],26,0,1,[],"","","",1,"",[],[]
170,"G2-vulturedemon","[114,191]",1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""PillarsGround""]",1,"","",1,"",[829],[1]
171,"G2-spiker3","[114,191]",2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""PillarsGround""]",1,"","",1,"",[],[]
172,"G2-wingedfiend","[117,193]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
173,"G2-twilightordersoldier",[0],4,9,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
174,"G2-twilightorderassassin",[0],4,9,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
175,"G2-spiker","[120,196]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
176,"G2-plaguemorph","[120,118,119,196,194,195]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
177,"G2-plaguenymphfoundry","[119,195]",2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[841],[1]
178,"G2-plaguenymph","[120,196]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
179,"G2-plagueswarm","[120,118,196,194]",5,9,20,1,[842],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[842,843]","[2,1]"
180,"G2-plagueswarm-vanguard","[121,197]",5,9,100,1,[464],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[464,842]","[5,1]"
181,"G2-plagueharvester","[121,197]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[842,843]","[2,1]"
182,"G2-plaguecorpsewheel","[120,196]",2,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
183,"G2-mutewindbanditexecutioner","[122,198]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[514],[1]
184,"G2-mutewindswordgrim","[121,122,197,198]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[504,508]","[1,1]"
185,"G2-mutewindspearsgrim","[121,122,197,198]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[505,507]","[1,1]"
186,"G2-mutewindjavelinsgrim","[121,122,197,198]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[505,507]","[1,1]"
187,"G2-mutewindchildrengrim","[121,122,197,198]",4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[509,512,513]","[1,1,1]"
188,"G2-faridunlizard","[120,196]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[502],[1]
