"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
173,1670,6,19,"","","","",10,"","","",1464,1
174,1673,4,13,"","","","",18,"","","",1464,1
175,1675,4,13,"","","","",18,"",174,"",1464,1
176,1680,4,13,"","","","",18,"","","",1464,1
177,1684,4,13,"","","","",18,"","","",1464,1
178,1686,4,13,"","","","",18,"",177,"",1464,1
179,1688,4,13,"","","","",18,"",174,"",1464,1
180,2717,8,23,"","","","",19,"","","",1464,1
181,2722,8,23,"","","","",19,"",180,"",1464,1
182,2723,8,23,"","","",2717,19,"",180,"",1464,1
183,2726,8,23,"","","",2717,19,"",180,"",1464,1
184,2730,8,23,"","","",2722,19,"",180,"",1464,1
185,3131,9,30,"","","","",20,"","","",1464,1
186,3132,9,30,"","","","",20,"","",1,1464,""
187,3133,9,30,"","","","",20,"","","",1464,1
188,3134,9,30,"","","","",20,"","","",1464,1
189,3183,3,11,"","","",3185,21,"","","",1464,1
190,3185,3,11,"","","","",21,"",189,"",1464,1
191,3188,3,11,"","","",3190,21,"","","",1464,1
192,3190,3,11,"","","","",21,"",191,"",1464,1
193,3191,3,11,"","","",3195,21,"","","",1464,1
194,3193,3,11,"","","",3200,21,"",193,"",1464,1
195,3195,3,11,"","","","",21,"",193,"",1464,1
196,3200,3,11,"","","","",21,"",193,"",1464,1
197,3201,3,11,"","","",3203,21,"","","",1464,1
198,3203,3,11,"","","","",21,"",197,"",1464,1
199,3204,3,11,"","","",3208,21,"","","",1464,1
200,3206,3,11,"","","",3210,21,"",199,"",1464,1
201,3208,3,11,"","","","",21,"",199,"",1464,1
202,3210,3,11,"","","","",21,"",199,"",1464,1
203,3213,3,11,"","","","",21,"",189,"",1464,1
204,3217,3,11,"","","",3213,21,"",189,"",1464,1
205,3881,5,15,"","","","",22,"","","",1464,1
206,3883,5,15,"","","","",22,"","","",1464,1
207,3884,5,15,"","","","",22,"","","",1464,1
208,3885,5,15,"","","","",22,"",205,"",1464,1
209,3886,5,15,"","","","",22,"","","",1464,1
210,3980,7,22,"","","","",23,"","","",1464,1
211,3981,7,22,"","","","",23,"",210,"",1464,1
212,3986,7,22,"","","","",23,"","","",1464,1
213,3987,7,22,"","","","",23,"","","",1464,1
214,3988,7,22,"","","","",23,"","","",1464,1
215,3989,7,22,"","","","",23,"","","",1464,1
216,3990,7,22,"","","","",23,"","","",1464,1
217,4108,2,8,"","","","",24,"","","",1464,1
218,4109,2,8,"","","","",24,"","","",1464,1
219,4147,2,9,"","","","",25,"","","",1464,1
220,4149,2,9,"","","","",25,"","","",1464,1
221,4159,5,42,"","","","",26,"","","",1464,1
222,4161,5,42,"","","","",26,"","",1,1464,""
223,4162,5,42,"","","","",26,"","","",1464,1
224,4173,5,42,"","","","",26,"","","",1464,1
225,4190,4,12,"","","","",27,"","","",1464,1
226,4191,4,12,"","","","",27,"","","",1464,1
227,4192,4,12,"","","","",27,"","","",1464,1
228,4358,10,33,"","","","",30,"",230,"",1464,1
229,4361,10,33,"","","","",30,"",233,"",1464,1
230,4363,10,33,"","","","",30,"","","",1464,1
231,4365,10,33,"","","","",30,"","","",1464,1
232,4366,10,33,"","","","",30,"","","",1464,1
233,4368,10,33,"","","","",30,"","","",1464,1
234,4370,10,33,"","","","",30,"",230,"",1464,1
235,4371,10,33,"","","","",30,"",231,"",1464,1
236,4372,10,33,"","","","",30,"",232,"",1464,1
237,4374,10,33,"","","","",30,"",233,"",1464,1
238,4375,10,33,"","","","",30,"",230,"",1464,1
239,4378,10,33,"","","","",30,"",240,"",1464,1
240,4379,10,33,"","","","",30,"","","",1464,1
241,4380,10,33,"","","","",30,"",240,"",1464,1
242,6246,10,33,"","","","",30,"","",1,1464,""
243,4943,7,41,"","","","",29,"","","",1464,1
244,4944,7,41,"","","","",29,"","","",1464,1
245,4945,7,41,"","","","",29,"",244,"",1464,1
246,4951,7,41,"","","","",29,"","",1,1464,""
247,4954,7,41,"","","","",29,"","","",1464,1
248,4958,7,41,"","","","",29,"","","",1464,1
249,4963,7,41,"","","","",29,"","","",1464,1
250,5012,2,43,"","","","",31,"","","",1464,1
251,5013,2,43,"","","",5012,31,"",250,1,1464,""
252,5536,8,24,"","","","",12,"","","",1464,1
253,5537,8,24,"","","","",12,"","",1,1464,""
254,5539,8,24,"","","","",12,"",252,"",1464,1
255,5541,8,24,"","","","",12,"","",1,1464,""
256,5548,8,25,"","","","",33,"","","",1464,1
257,5550,8,25,"","","","",33,"","","",1464,1
258,5827,10,34,"","","","",32,"","","",1464,1
259,5339,10,34,"","","","",32,"","","",1464,1
260,5914,5,17,"","","","",34,"","","",1464,1
261,5916,5,17,"","","","",34,"","","",1464,1
262,5917,5,17,"","","","",34,"","","",1464,1
263,5918,5,17,"","","","",34,"","","",1464,1
264,5955,8,27,"","","","",35,"","","",1464,1
265,5958,8,27,"","","","",35,"","","",1464,1
266,5959,8,27,"","","","",35,"","","",1464,1
267,5962,8,27,"","","","",35,"","","",1464,1
268,4966,9,28,"","","","",39,"","","",1464,1
269,4967,9,28,"","","","",39,"","","",1464,1
270,6065,0,3,"","","","",36,"","","",1464,1
271,6312,5,16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1464,""
272,6352,0,0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1464,""
273,6340,0,1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1464,""
274,6342,0,2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1464,""
275,6347,0,3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1464,""
276,6423,1,4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1464,""
277,6426,1,5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1464,""
278,6429,1,6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1464,""
279,6360,2,7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1464,""
280,6433,2,8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1464,""
281,6436,2,9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1464,""
282,6442,3,10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1464,""
283,6445,3,11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1464,""
284,6403,4,12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1464,""
285,6398,4,13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1464,""
286,6318,5,14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1464,""
287,6315,5,15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1464,""
288,6305,5,17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1464,""
289,6324,6,18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1464,""
290,6331,6,19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1464,""
291,6334,6,20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1464,""
292,6367,7,21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1464,""
293,6370,7,22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1464,""
294,6374,8,23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1464,""
295,6383,8,24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1464,""
296,6388,8,25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1464,""
297,6395,8,26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1464,""
298,6379,8,27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1464,""
299,6467,9,28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1464,""
300,6471,9,29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1464,""
301,6475,9,30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1464,""
302,6448,10,31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1464,""
303,6451,10,32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1464,""
304,6454,10,33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1464,""
305,6457,10,34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1464,""
306,6460,11,35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1464,""
307,6463,11,36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1464,""
308,6357,0,37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6358,37,1,"","",498,""
309,6310,5,38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6311,34,1,"","",497,""
310,6392,8,39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6394,33,1,"","",496,""
311,6365,10,40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6366,32,1,"","",499,""
312,444,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1464,""
313,504,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1464,""
314,481,10,31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1464,""
315,259,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",261,1,1,"",1,1464,""
316,282,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1464,""
317,341,0,1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1464,""
318,496,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1464,""
319,498,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1464,""
320,113,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1464,""
321,945,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1464,""
322,947,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",950,12,1,"",1,1464,""
323,355,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1464,""
324,357,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1464,""
325,3212,3,11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1464,""
326,1690,4,13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1464,""
327,2739,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1464,""
328,1514,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1464,""
329,3890,5,15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3891,22,1,"",1,1464,""
330,4163,5,42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1464,""
331,4150,2,9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1464,""
332,4112,2,8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1464,""
333,375,1,4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1464,""
334,4948,7,41,"","","","",29,1,"",1,1464,""
335,5825,10,34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1464,""
336,115,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1464,""
337,2719,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1464,""
