"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem","rid"
234,"MinionDefence6",46636,[11418],5,0,0,8881,""
235,"MinionOffence1",47429,[20698],50,0,0,8881,""
236,"MinionOffence2",9876,[14906],8,0,0,8881,""
237,"MinionOffence3",40073,[9940],25,0,0,8881,""
238,"MinionOffence4",41544,[2669],30,0,0,8881,""
239,"MinionOffence5",11723,[8108],250,0,0,8881,""
240,"MinionOffence6",57179,[4409],20,0,0,8881,""
241,"Physical1",62782,[1668],-60,0,0,8881,""
242,"Physical2",32255,[18333],10,0,0,8881,""
243,"Physical3",20173,[18332],1,0,0,8881,""
244,"Physical4",39010,[18334],50,0,0,8881,""
245,"Physical5",18859,[15133],40,0,0,8881,""
246,"Physical6",59010,[18335],6,0,0,8881,""
247,"Poison1",34563,[11419],300,0,0,8881,""
248,"Poison2",62897,[9053],20,0,0,8881,""
249,"Poison3",45300,[11062],12,0,0,8881,""
250,"Poison4",64264,[15247],1,0,0,8881,""
251,"Poison5",16264,[5208],3,0,0,8881,""
252,"Poison6",52120,[15274],20,0,0,8881,""
253,"Projectile1",16644,[7121],20,0,0,8881,""
254,"Projectile2",2198,[7889],20,0,0,8881,""
255,"Projectile3",52404,[15136],1,0,0,8881,""
256,"Projectile4",14813,[15135],1,0,0,8881,""
257,"Projectile5",1167,[15137],15,0,0,8881,""
258,"Projectile6",44240,[15138],-15,0,0,8881,""
259,"Recovery1",19002,[17648],3,0,0,8881,""
260,"Recovery2",24305,[18329],1,0,0,8881,""
261,"Recovery3",6630,[17649],10,0,0,8881,""
262,"Recovery4",36081,[16992],-50,0,0,8881,""
263,"Recovery5",16013,"[16430,17650]",1,6,0,8881,""
264,"Recovery6",45653,[125],3000,0,0,8881,""
265,"Reservation1",28638,[15009],8,0,0,8881,""
266,"Reservation2",34383,[18274],1,0,0,8881,""
267,"Reservation3",23621,[14672],20,0,0,8881,""
268,"Reservation4",56471,[843],30,0,0,8881,""
269,"Reservation5",61097,[15016],10,0,0,8881,""
270,"Reservation6",12046,[11600],50,0,0,8881,""
271,"Resistance1",19422,[17712],-65,0,0,8881,""
272,"Resistance2",4319,[17713],1,0,0,8881,""
273,"Resistance3",9074,[7893],1,0,0,8881,""
274,"Resistance4",46807,"[5847,6396]",100,1,0,8881,""
275,"Resistance5",53837,[12017],100,0,0,8881,""
276,"Resistance6",31331,"[17715,17714]",1,1,0,8881,""
277,"Shield1",45263,[9187],30,0,0,8881,""
278,"Shield2",30612,[15037],1,0,0,8881,""
279,"Shield3",10059,[15038],1,0,0,8881,""
280,"Shield4",50228,[9188],20,0,0,8881,""
281,"Shield5",35302,[11369],2,0,0,8881,""
282,"Shield6",45307,[11370],1,0,0,8881,""
283,"Staff1",50863,"[15039,15040]",2,2,0,8881,""
284,"Staff2",28589,[15041],30,0,0,8881,""
285,"Staff3",47249,[15042],8,0,0,8881,""
286,"Staff4",22149,[3824],20,0,0,8881,""
287,"Staff5",9143,"[3228,5565]",100,0,0,8881,""
288,"Staff6",65233,[6935],60,0,0,8881,""
289,"Stun1",52274,"[108,340]",-100,200,0,8881,""
290,"Stun2",45652,[8039],20,0,0,8881,""
291,"Stun3",6906,[17678],50,0,0,8881,""
292,"Stun4",52557,[17679],1,0,0,8881,""
293,"Stun5",18881,[17680],25,0,0,8881,""
294,"Stun6",4842,[17681],2000,0,0,8881,""
295,"Suppression1",58447,[14710],3,0,0,8881,""
296,"Suppression2",7677,[17625],1,0,0,8881,""
297,"Suppression3",42014,"[17626,17627]",-2,1,0,8881,""
298,"Suppression4",2474,[17628],-50,0,0,8881,""
299,"Suppression5",13757,"[17629,17632]",1,8,0,8881,""
300,"Suppression6",45317,[17630],1,0,0,"",""
301,"Sword1",47595,[9802],3,0,0,8881,""
302,"Sword2",47299,[8409],20,0,0,8881,""
303,"Sword3",8018,[12748],8,0,0,8881,""
304,"Sword4",23247,[15143],1,0,0,8881,""
305,"Sword5",50922,"[2380,614]",120,-20,0,8881,""
306,"Sword6",54067,[223],50,0,0,8881,""
307,"Totem1",60050,[10522],1,0,0,8881,""
308,"Totem2",27718,[15012],30,0,0,8881,""
309,"Totem3",12747,[15010],5,0,0,8881,""
310,"Totem4",53005,[18899],100,0,0,8881,""
311,"Totem5",32279,[3038],4000,0,0,8881,""
312,"Totem6",16950,[15043],1,0,0,"",""
313,"Trap1",13257,[14034],5,0,0,8881,""
314,"Trap2",8298,[4156],8,0,0,8881,""
315,"Trap3",50265,[948],5,0,0,8881,""
316,"Trap4",20694,[311],60,0,0,8881,""
317,"Trap5",763,[4736],30,0,0,8881,""
318,"Trap6",43061,[15131],1,0,0,8881,""
319,"TwoHand1",35582,[12582],3,0,0,8881,""
320,"TwoHand2",27095,[3401],40,0,0,8881,""
321,"TwoHand3",31564,"[15253,15254]",10,10,0,8881,""
322,"TwoHand4",31038,[15257],15,0,0,8881,""
323,"TwoHand5",1626,"[11549,70]",60,-10,0,8881,""
324,"TwoHand6",60246,[15275],1,0,0,8881,""
325,"Wand1",16545,[15044],10,0,0,8881,""
326,"Wand2",26785,[15045],1,0,0,8881,""
327,"Wand3",42540,[15046],1,0,0,8881,""
328,"Wand4",61352,[11598],100,0,0,8881,""
329,"Wand5",15133,"[2690,2691]",50,50,0,8881,""
330,"Wand6",63280,[15252],1,0,0,8881,""
331,"Warcry1",14206,[12286],1,0,0,8881,""
332,"Warcry2",23021,[12284],15,0,0,8881,""
333,"Warcry3",60034,[10932],1,0,0,8881,""
334,"Warcry4",12916,[12112],1,0,0,8881,""
335,"Warcry5",63994,[17710],1,0,0,8881,""
336,"Warcry6",14032,[17711],10,0,0,8881,""
337,"Banner5",38114,[20462],8,0,0,8881,""
338,"Retaliation1",1915,[20546],80,0,0,8881,""
339,"Retaliation2",37307,[20772],3000,0,0,8881,""
340,"Retaliation3",47958,[20539],20,0,0,8881,""
341,"Retaliation4",5944,[20543],10,0,0,8881,""
342,"Retaliation5",23557,[20511],-40,0,0,8881,""
343,"Rage1",2498,[20556],1,0,0,8881,""
344,"Rage2",22300,[20554],1,0,0,8881,""
345,"Rage3",48718,"[7452,12000]",7,20,0,8881,""
346,"Rage4",56848,[20557],1,0,0,8881,""
347,"Rage5",10497,[20558],25,0,0,8881,""
348,"Rage6",19628,[17892],1,0,0,8881,""
349,"Tincture1",44252,[20748],6,0,0,8881,""
350,"Tincture2",17267,[20749],30,0,0,8881,""
351,"Tincture3",8875,[20745],1,0,0,8881,""
352,"Tincture4",20111,[19316],10,0,0,8881,""
353,"Tincture5",26997,[20777],12,0,0,8881,""
