"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
322,5714,500,769,55,128,13,0
323,5715,500,667,62,104,13,0
324,5716,650,714,62,115,13,0
325,5717,500,769,68,142,13,0
326,5718,500,690,69,115,13,0
327,5719,500,741,62,129,13,0
328,5720,570,741,67,112,13,0
329,5721,650,714,30,56,13,0
330,5722,650,714,47,87,13,0
331,5723,650,714,55,102,13,0
332,5724,500,769,10,16,13,0
333,5725,500,800,17,25,13,0
334,5726,500,769,16,33,13,0
335,5727,500,769,25,38,13,0
336,5728,500,769,27,49,13,0
337,5729,500,833,40,60,13,0
338,5730,500,800,46,62,13,0
339,5731,500,800,45,68,13,0
340,5732,500,909,57,85,13,0
341,5733,500,800,43,88,13,0
342,5734,500,769,54,81,13,0
343,5735,500,800,55,103,13,0
344,5736,500,833,72,108,13,0
345,5737,500,800,77,104,13,0
346,5738,500,800,75,113,13,0
347,5739,500,1000,112,168,13,0
348,5740,550,769,65,135,13,0
349,5741,500,741,77,115,13,0
350,5742,500,800,74,138,13,0
351,5743,500,909,102,153,13,0
352,5744,600,870,101,137,13,0
353,5745,500,833,91,136,13,0
354,5746,500,870,39,64,13,0
355,5747,500,870,62,103,13,0
356,5748,500,870,81,135,13,0
357,5749,500,833,8,15,13,0
358,10351,750,667,4,8,10,0
359,10681,700,588,0,0,11,0
360,10682,700,625,0,0,13,0
361,11523,600,667,5,9,120,0
