"rownum","InfluenceMod","UpgradedMod","HighestTier"
370,14842,25276,1
371,14843,25277,1
372,14844,25278,1
373,14845,25279,1
374,14846,14847,""
375,14847,14848,""
376,14848,25280,1
377,14849,14850,""
378,14850,14851,""
379,14851,25281,1
380,14852,14853,""
381,14853,14854,""
382,14854,25282,1
383,14855,14856,""
384,14856,14857,""
385,14857,25283,1
386,14858,14859,""
387,14859,25284,1
388,14860,14861,""
389,14861,25285,1
390,14862,14863,""
391,14863,14864,""
392,14864,25286,1
393,14865,14866,""
394,14866,14867,""
395,14867,25287,1
396,14868,14869,""
397,14869,14870,""
398,14870,25288,1
399,14871,14872,""
400,14872,14873,""
401,14873,25289,1
402,14874,25290,1
403,14875,25291,1
404,14876,25292,1
405,21045,25293,1
406,21046,25294,1
407,21047,21048,""
408,21048,25295,1
409,21051,21052,""
410,21052,25297,1
411,21053,21054,""
412,21054,25298,1
413,21055,21056,""
414,21056,21057,""
415,21057,25299,1
416,21058,21059,""
417,21059,21060,""
418,21060,25300,1
419,21061,21062,""
420,21062,21063,""
421,21063,25301,1
422,21064,21065,""
423,21065,25302,1
424,21066,25303,1
425,21067,25304,1
426,21068,25305,1
427,21069,21070,""
428,21070,25306,1
429,21074,21075,""
430,21075,25307,1
431,21076,21077,""
432,21077,25308,1
433,21078,21079,""
434,21079,25309,1
435,21082,25310,1
436,21083,25311,1
437,21084,25312,1
438,21085,21086,""
439,21086,25313,1
440,21087,21088,""
441,21088,25314,1
442,21089,25315,1
443,21090,21091,""
444,21091,21092,""
445,21092,25316,1
446,21093,21094,""
447,21094,21095,""
448,21095,25317,1
449,21096,21097,""
450,21097,25318,1
451,21098,21099,""
452,21099,25319,1
453,21100,25320,1
454,21101,25321,1
455,21102,21103,""
456,21103,25322,1
457,21104,21105,""
458,21105,25323,1
459,21106,21107,""
460,21107,21108,""
461,21108,25324,1
462,21109,25325,1
463,21110,21111,""
464,21111,25326,1
465,21112,21113,""
466,21113,25327,1
467,21114,21115,""
468,21115,25328,1
469,21271,21272,""
470,21272,25110,1
471,14897,25216,1
472,25087,25087,1
473,25088,25088,1
474,25089,25089,1
475,25090,25090,1
476,25091,25091,1
477,25092,25092,1
478,25093,25093,1
479,25094,25094,1
480,25095,25095,1
481,25096,25096,1
482,25097,25097,1
483,25098,25098,1
484,25099,25099,1
485,25100,25100,1
486,25101,25101,1
487,25102,25102,1
488,25103,25103,1
489,25104,25104,1
490,25105,25105,1
491,25106,25106,1
492,25107,25107,1
493,25108,25108,1
494,25111,25111,1
495,25112,25112,1
496,25113,25113,1
497,25114,25114,1
498,25115,25115,1
499,25116,25116,1
500,25117,25117,1
501,25118,25118,1
502,25119,25119,1
503,25120,25120,1
504,25121,25121,1
505,25122,25122,1
506,25123,25123,1
507,25124,25124,1
508,25125,25125,1
509,25126,25126,1
510,25127,25127,1
511,25128,25128,1
512,25129,25129,1
513,25130,25130,1
514,25131,25131,1
515,25132,25132,1
516,25133,25133,1
517,25134,25134,1
518,25135,25135,1
519,25137,25137,1
520,25138,25138,1
521,25139,25139,1
522,25140,25140,1
523,25141,25141,1
524,25142,25142,1
525,25143,25143,1
526,25144,25144,1
527,25145,25145,1
528,25146,25146,1
529,25148,25148,1
530,25149,25149,1
531,25150,25150,1
532,25151,25151,1
533,25152,25152,1
534,25153,25153,1
535,25154,25154,1
536,25155,25155,1
537,25156,25156,1
538,25157,25157,1
539,25158,25158,1
540,25159,25159,1
541,25160,25160,1
542,25161,25161,1
543,25162,25162,1
544,25163,25163,1
545,25164,25164,1
546,25165,25165,1
547,25166,25166,1
548,25167,25167,1
549,25168,25168,1
550,25169,25169,1
551,25171,25171,1
552,25172,25172,1
553,25173,25173,1
554,25174,25174,1
555,25175,25175,1
556,25176,25176,1
557,25177,25177,1
558,25178,25178,1
559,25179,25179,1
560,25180,25180,1
561,25181,25181,1
562,25182,25182,1
563,25183,25183,1
564,25184,25184,1
565,25185,25185,1
566,25186,25186,1
567,25187,25187,1
568,25188,25188,1
569,25189,25189,1
570,25190,25190,1
571,25191,25191,1
572,25192,25192,1
573,25194,25194,1
574,25195,25195,1
575,25196,25196,1
576,25197,25197,1
577,25198,25198,1
578,25199,25199,1
579,25200,25200,1
580,25201,25201,1
581,25202,25202,1
582,25203,25203,1
583,25204,25204,1
584,25205,25205,1
585,25206,25206,1
586,25207,25207,1
587,25208,25208,1
588,25209,25209,1
589,25210,25210,1
590,25211,25211,1
591,25212,25212,1
592,25213,25213,1
593,25214,25214,1
594,25215,25215,1
595,25218,25218,1
596,25219,25219,1
597,25220,25220,1
598,25221,25221,1
599,25222,25222,1
600,25223,25223,1
601,25224,25224,1
602,25225,25225,1
603,25226,25226,1
604,25227,25227,1
605,25228,25228,1
606,25229,25229,1
607,25230,25230,1
608,25231,25231,1
609,25232,25232,1
610,25233,25233,1
611,25234,25234,1
612,25235,25235,1
613,25236,25236,1
614,25238,25238,1
615,25239,25239,1
616,25240,25240,1
617,25241,25241,1
618,25242,25242,1
619,25243,25243,1
620,25244,25244,1
621,25245,25245,1
622,25246,25246,1
623,25247,25247,1
624,25248,25248,1
625,25249,25249,1
626,25250,25250,1
627,25251,25251,1
628,25252,25252,1
629,25253,25253,1
630,25254,25254,1
631,25255,25255,1
632,25256,25256,1
633,25257,25257,1
634,25258,25258,1
635,25259,25259,1
636,25260,25260,1
637,25261,25261,1
638,25262,25262,1
639,25263,25263,1
640,25264,25264,1
641,25265,25265,1
642,25266,25266,1
643,25267,25267,1
644,25268,25268,1
645,25269,25269,1
646,25270,25270,1
647,25271,25271,1
648,25272,25272,1
649,25273,25273,1
650,25274,25274,1
651,25275,25275,1
652,25276,25276,1
653,25277,25277,1
654,25278,25278,1
655,25279,25279,1
656,25280,25280,1
657,25281,25281,1
658,25282,25282,1
659,25283,25283,1
660,25284,25284,1
661,25285,25285,1
662,25286,25286,1
663,25287,25287,1
664,25288,25288,1
665,25289,25289,1
666,25290,25290,1
667,25291,25291,1
668,25292,25292,1
669,25293,25293,1
670,25294,25294,1
671,25295,25295,1
672,25297,25297,1
673,25298,25298,1
674,25299,25299,1
675,25300,25300,1
676,25301,25301,1
677,25302,25302,1
678,25303,25303,1
679,25304,25304,1
680,25305,25305,1
681,25306,25306,1
682,25307,25307,1
683,25308,25308,1
684,25309,25309,1
685,25310,25310,1
686,25311,25311,1
687,25312,25312,1
688,25313,25313,1
689,25314,25314,1
690,25315,25315,1
691,25316,25316,1
692,25317,25317,1
693,25318,25318,1
694,25319,25319,1
695,25320,25320,1
696,25321,25321,1
697,25322,25322,1
698,25323,25323,1
699,25324,25324,1
700,25325,25325,1
701,25326,25326,1
702,25327,25327,1
703,25328,25328,1
704,25110,25110,1
705,25216,25216,1
706,21235,21237,""
707,21237,25193,1
708,21049,21050,""
709,21050,25296,1
710,21118,21119,""
711,21119,25237,1
712,21189,21190,""
713,21190,25170,1
