"rownum","Id","[rid]","[string]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","rid"
32,"BurningArrowMysticHit",[5734],[],1,0,0,0,-1610612736,8,0,0,-1610612736,8,"","","",""
33,"ExpeditionMedvedChaosHit",[5737],[],1,0,0,0,-469762048,8,0,0,-469762048,8,"","","",""
34,"ExpeditionVoranaHit",[5738],[],1,0,0,0,503316480,9,0,0,503316480,9,"","","",""
35,"ExpeditionPhsicalOnHit",[5739],[],1,0,0,0,1577058304,9,0,0,1577058304,9,"","","",""
36,"ExpeditionFireOnHit",[5740],[],1,0,0,0,-1744830464,9,0,0,-1744830464,9,"","","",""
37,"ExpeditionColdOnHit",[5741],[],1,0,0,0,-771751936,9,0,0,-771751936,9,"","","",""
38,"ExpeditionChaosOnHit",[5742],[],1,0,0,0,234881024,10,0,0,234881024,10,"","","",""
39,"OlrothBloodSpatter1",[5764],[],1,0,0,0,1207959552,10,0,0,1207959552,10,"","","",""
40,"OlrothBloodSpatter2",[5765],[],1,16777216,0,0,-2113929216,10,0,0,-2113929216,10,"","","",""
41,"OlrothBloodSpatter3",[5766],[],1,16777216,0,0,-1140850688,10,0,0,-1140850688,10,"","","",""
42,"MyrmidonLightningStrikeHit",[5782],[],1,0,0,0,67108864,11,0,0,67108864,11,"","","",""
43,"HellscapeDemonEliteScreechHit",[6077],[],1,16777216,16777216,0,1375731712,11,0,0,1509949440,11,"","","",""
44,"DirebladeFireHit",[6096],[],1,0,0,0,-1912602624,11,0,0,-1912602624,11,"","","",""
45,"HellscapePaleBossSnipePierce",[6118],[],1,16777216,0,0,-637534208,11,0,0,-637534208,11,"","","",""
46,"HellscapePaleBossAxeTossPierce",[6123],[],1,16777216,0,0,704643072,12,0,0,704643072,12,"","","",""
47,"OblivionSummonRagingSpiritsHit",[6141],[],1,0,0,0,2046820352,12,0,0,2046820352,12,"","","",""
48,"OnyxOblivionSummonRagingSpiritsHit",[6142],[],1,0,0,0,-771751936,12,0,0,-771751936,12,"","","",""
49,"StygianScourgeArrowHit",[6230],[],1,0,0,0,301989888,13,0,0,301989888,13,"","","",""
50,"ProjectEssenceDrainHit",[6248],[],1,0,0,0,1375731712,13,0,0,1375731712,13,"","","",""
51,"ScientistEssenceDrainHit",[6249],[],1,0,0,0,-1778384896,13,0,0,-1778384896,13,"","","",""
52,"VoidSparkHit",[6259],[],1,0,0,0,-1040187392,13,0,0,-1040187392,13,"","","",""
53,"AuspiciousToxicRainHit",[6276],[],1,0,0,0,33554432,14,0,0,33554432,14,"","","",""
54,"BloodTendrilsOnHitEffectMercurial",[6335],[],1,50331648,0,0,1476395008,14,0,0,1476395008,14,"","","",""
55,"ToxicRainOnHitEffectVulcan",[6351],[],1,0,0,0,-1610612736,14,0,0,-1610612736,14,"","","",""
56,"ConsumeBossLightningHit",[6386],[],1,0,0,0,-503316480,14,0,0,-503316480,14,"","","",""
57,"VulcanLightningStrikeHit",[6410],[],1,0,0,0,637534208,15,0,0,637534208,15,"","","",""
58,"SummonRagingSpiritsDemonicHit",[6428],[],1,0,0,0,1946157056,15,0,0,1946157056,15,"","","",""
59,"CelestialEnergyBladeHit",[6451],[],1,50331648,0,0,-1241513984,15,0,0,-1241513984,15,"","","",""
60,"DivineLightningArrowHit",[6550],[],1,0,0,0,-134217728,15,0,0,-134217728,15,"","","",""
61,"OblivionFireTrapHit",[6555],[],1,0,0,0,838860800,16,0,0,838860800,16,"","","",""
62,"OozeCharacterEffectHit",[6565],[],1,50331648,0,0,1912602624,16,0,0,1912602624,16,"","","",""
63,"MagmaMoltenShellHit",[6566],[],1,50331648,0,0,-1409286144,16,0,0,-1409286144,16,"","","",""
64,"TraumaStrikeHitEffectCelestial",[6588],[],1,50331648,0,0,-67108864,16,0,0,-67108864,16,"","","",""
65,"MistCharacterEffectHit",[6590],[],1,16777216,0,0,1006632960,17,0,0,1006632960,17,"","","",""
66,"BattlePassThreeColdIronPointHit",[6596],[],1,50331648,0,0,-1912602624,17,0,0,-1912602624,17,"","","",""
67,"IllusionistCobraLashHit",[6700],[],1,0,0,0,-805306368,17,0,0,-805306368,17,"","","",""
68,"VoidEmperorLightningStrikeHit",[6711],[],1,0,16777216,0,503316480,18,0,0,637534208,18,"","","",""
69,"StarfallRageSlashHit",[6717],[],1,0,0,0,1644167168,18,0,0,1644167168,18,"","","",""
70,"StarfallBloodScytheHit",[6721],[],1,50331648,0,0,-1577058304,18,0,0,-1577058304,18,"","","",""
71,"StarfallBloodScytheHitConsole",[6722],[],1,50331648,0,0,-268435456,18,0,0,-268435456,18,"","","",""
72,"HolyUndeadHit",[6726],[],1,0,0,0,503316480,19,0,0,503316480,19,"","","",""
73,"AutomatonLightningTendrilHit",[6728],[],1,0,0,0,1778384896,19,0,0,1778384896,19,"","","",""
74,"ClockworkCharacterEffectHit",[6741],[],1,16777216,0,0,-1275068416,19,0,0,-1275068416,19,"","","",""
75,"MTXTopazFlaskShieldHitEffect",[6793],[],1,16777216,0,0,0,20,0,0,0,20,"","","",""
76,"MTXRubyFlaskShieldHitEffect",[6794],[],1,16777216,0,0,1241513984,20,0,0,1241513984,20,"","","",""
77,"MTXSapphireFlaskShieldHitEffect",[6795],[],1,16777216,0,0,-1677721600,20,0,0,-1677721600,20,"","","",""
78,"MTXAmethystFlaskShieldHitEffect",[6796],[],1,33554432,0,0,-301989888,20,0,0,-301989888,20,"","","",""
79,"MtxBattlePassFourShavronnesWrappingsHitEffect",[6867],[],1,16777216,0,0,1543503872,21,0,0,1543503872,21,"","","",""
80,"SanctumReaperHit",[6847],[],1,0,0,0,-1879048192,21,0,0,-1879048192,21,"","","",""
81,"SawbladeLightningStrikeHit",[7042],[],1,0,0,0,-671088640,21,0,0,-671088640,21,"","","",""
82,"VineBloodScytheHit",[7069],[],1,50331648,0,0,268435456,22,0,0,268435456,22,"","","",""
83,"VineBloodScytheHitConsole",[7070],[],1,50331648,16777216,0,1442840576,22,0,0,1577058304,22,"","","",""
84,"PlayerBlood",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_player.pet""]",1,67108864,0,0,402653184,23,0,0,402653184,23,"","","",""
85,"PlayerBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_player.pet""]",1,67108864,0,0,-973078528,23,0,0,-973078528,23,"","","",""
86,"ExtraGoreRedSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood_impact.pet""]",1,67108864,0,0,-1879048192,24,0,0,-1879048192,24,"","","",""
87,"ExtraGoreRedLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/red/blood1_impact.pet""]",1,67108864,0,0,1543503872,25,0,0,1543503872,25,"","","",""
88,"ExtraGoreRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_red.pet""]",1,67108864,0,0,738197504,26,0,0,738197504,26,"","","",""
89,"FirstBloodRed",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/red_blood.pet""]",1,67108864,0,0,-134217728,26,0,0,-134217728,26,"","","",""
90,"FirstBloodRedCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/red/critical_strikes_red.pet""]",1,67108864,0,0,-503316480,27,0,0,-503316480,27,"","","",""
91,"RedBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact.pet""]",1,67108864,0,0,-1845493760,28,0,0,-1845493760,28,"","","",""
92,"RedBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact.pet""]",1,67108864,0,0,1140850688,29,0,0,1140850688,29,"","","",""
93,"RedBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_red.pet""]",1,67108864,0,0,-436207616,29,0,0,-436207616,29,"","","",""
94,"ZombieBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_zombie.pet""]",1,67108864,0,0,-1442840576,30,0,0,-1442840576,30,"","","",""
95,"ZombieBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_zombie.pet""]",1,67108864,0,0,1879048192,31,0,0,1879048192,31,"","","",""
96,"ZombieBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_orange.pet""]",1,67108864,0,0,503316480,32,0,0,503316480,32,"","","",""
97,"ExtraGoreZombieSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood_impact_zombie.pet""]",1,67108864,0,0,33554432,33,0,0,33554432,33,"","","",""
98,"ExtraGoreZombieLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/zombie/blood1_impact_zombie.pet""]",1,67108864,0,0,-402653184,33,0,0,-402653184,33,"","","",""
99,"ExtraGoreZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_orange.pet""]",1,67108864,0,0,-1006632960,34,0,0,-1006632960,34,"","","",""
100,"FirstBloodZombie",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/zombie_blood.pet""]",1,67108864,0,0,-1577058304,35,0,0,-1577058304,35,"","","",""
101,"FirstBloodZombieCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/zombie/critical_strikes_zombie.pet""]",1,67108864,0,0,-1644167168,36,0,0,-1644167168,36,"","","",""
102,"GreenGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_green.pet""]",1,67108864,0,0,1006632960,37,0,0,1006632960,37,"","","",""
103,"GreenGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost.pet""]",1,67108864,0,0,-268435456,37,0,0,-268435456,37,"","","",""
104,"PurpleGhostBlood",[],"[""Metadata/Particles/elemental_damages/ghost_hit_purp.pet""]",1,67108864,0,0,-1912602624,38,0,0,-1912602624,38,"","","",""
105,"PurpleGhostBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_ghost_shadow.pet""]",1,67108864,0,0,1375731712,39,0,0,1375731712,39,"","","",""
106,"MudBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone_mud.pet""]",1,67108864,0,0,-570425344,39,0,0,-570425344,39,"","","",""
107,"StoneBlood",[],"[""Metadata/Particles/elemental_damages/hit_stone.pet""]",1,67108864,0,0,1711276032,40,0,0,1711276032,40,"","","",""
108,"StoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_rock.pet""]",1,67108864,0,0,234881024,41,0,0,234881024,41,"","","",""
109,"SpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood_impact_spider.pet""]",1,67108864,0,0,-771751936,41,0,0,-771751936,41,"","","",""
110,"SpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/blood1_impact_spider.pet""]",1,67108864,0,0,-1744830464,42,0,0,-1744830464,42,"","","",""
111,"SpiderBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_green.pet""]",1,67108864,0,0,1140850688,43,0,0,1140850688,43,"","","",""
112,"ExtraGoreSpiderSmall",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood_impact_spider.pet""]",1,67108864,0,0,637534208,44,0,0,637534208,44,"","","",""
113,"ExtraGoreSpiderLarge",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/green/blood1_impact_spider.pet""]",1,67108864,0,0,167772160,45,0,0,167772160,45,"","","",""
114,"ExtraGoreSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/new/critical_strikes_green.pet""]",1,67108864,0,0,-469762048,45,0,0,-469762048,45,"","","",""
115,"FirstBloodSpider",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/spider_blood.pet""]",1,67108864,0,0,-1040187392,46,0,0,-1040187392,46,"","","",""
116,"FirstBloodSpiderCrit",[],"[""Metadata/Effects/Microtransactions/Misc/Extra_Blood/first_blood/spider/critical_strikes_green.pet""]",1,67108864,0,0,-1140850688,47,0,0,-1140850688,47,"","","",""
117,"BoneBlood",[],"[""Metadata/Particles/bonehit.pet""]",1,67108864,0,0,436207616,48,0,0,436207616,48,"","","",""
118,"BoneBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_skele.pet""]",1,67108864,0,0,-1040187392,48,0,0,-1040187392,48,"","","",""
119,"WaterBlood",[],"[""Metadata/Particles/elemental_damages/water_splash_01.pet""]",1,67108864,0,0,1442840576,49,0,0,1442840576,49,"","","",""
120,"WaterBloodCrit",[],"[""Metadata/Particles/elemental_damages/critical_strikes_water.pet""]",1,67108864,0,0,0,50,0,0,0,50,"","","",""
121,"LargeSpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood_impact_spider.pet""]",1,67108864,0,0,-436207616,50,0,0,-436207616,50,"","","",""
122,"LargeSpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood1_impact_spider.pet""]",1,67108864,0,0,-838860800,51,0,0,-838860800,51,"","","",""
123,"AfflictionBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type.pet""]",1,67108864,0,0,-503316480,52,0,0,-503316480,52,"","","",""
124,"AfflictionBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_large.pet""]",1,67108864,0,0,33554432,54,0,0,33554432,54,"","","",""
125,"AfflictionBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_crit.pet""]",1,67108864,0,0,503316480,55,0,0,503316480,55,"","","",""
126,"RobotBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood.pet""]",1,67108864,0,0,-503316480,55,0,0,-503316480,55,"","","",""
127,"RobotBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_large.pet""]",1,67108864,0,0,-1308622848,56,0,0,-1308622848,56,"","","",""
128,"RobotBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_crit.pet""]",1,67108864,0,0,2113929216,57,0,0,2113929216,57,"","","",""
129,"BloodBoilEffect",[],[],1,0,0,0,-1610612736,57,0,0,-1610612736,57,"","","",532
130,"MtxMagmaBlood",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/blood_impact_player.pet""]",1,0,0,0,-2013265920,58,0,0,-2013265920,58,"","","",""
131,"MtxMagmaBloodCrit",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/critical_strikes_player.pet""]",1,0,0,0,-2147483648,59,0,0,-2147483648,59,"","","",""
132,"MtxCordycepBowHit",[7064],[],1,50331648,0,0,-1241513984,59,0,0,-1241513984,59,"","","",""
133,"MtxBeastmanArmourKillNormal",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,-1577058304,60,0,0,-1577058304,60,"","","",""
134,"MtxBeastmanArmourKillMagic",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,-503316480,60,0,0,-503316480,60,"","","",""
135,"MtxBeastmanArmourKillRare",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,536870912,61,0,0,536870912,61,"","","",""
136,"MtxBeastmanArmourKillUnique",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,1644167168,61,0,0,1644167168,61,"","","",""
137,"MtxBeastmanArmourHitNormal",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,1241513984,62,0,0,1241513984,62,"","","",""
138,"MtxBeastmanArmourHitMagic",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,-2013265920,62,0,0,-2013265920,62,"","","",""
139,"MtxBeastmanArmourHitRare",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,-1006632960,62,0,0,-1006632960,62,"","","",""
140,"MtxBeastmanArmourHitUnique",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,67108864,63,0,0,67108864,63,"","","",""
141,"MtxDivergenceArtilleryHit",[7254],[],1,67108864,0,0,1241513984,63,0,0,1241513984,63,"","","",""
142,"VoidEmperorLightningArrowHit",[7263],[],1,0,0,0,-1778384896,63,0,0,-1778384896,63,"","","",""
143,"DarkTempestLightningArrowHit",[7258],[],1,0,0,0,-503316480,63,0,0,-503316480,63,"","","",""
144,"DivergenceLightningArrowHitEffect",[7280],[],1,0,0,0,939524096,64,0,0,939524096,64,"","","",""
145,"BarkskinBlood",[],"[""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/barkskin/fx/hit_splinters.pet""]",1,0,0,0,234881024,65,0,0,234881024,65,"","","",""
146,"MtxPetalBlood",[],"[""Metadata/Effects/Microtransactions/Character_FX/night_lotus/pet/flower_impact.pet""]",1,0,0,0,-637534208,65,0,0,-637534208,65,"","","",""
147,"MtxPetalBloodCrit",[],"[""Metadata/Effects/Microtransactions/Character_FX/night_lotus/pet/flower_critical_strike.pet""]",1,0,0,0,-1073741824,66,0,0,-1073741824,66,"","","",""
148,"MtxMoltenShellEggHit",[7430],[],1,0,0,0,-67108864,66,0,0,-67108864,66,"","","",""
149,"MtxCrimsonNebulaHit",[7460],[],1,0,0,0,905969664,67,0,0,905969664,67,"","","",""
