"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32","bool"
61,"Metadata/Items/Scarabs/ScarabPerandus1",491,189,61,1,1,"",2,75,"",0,[10189],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
62,"Metadata/Items/Scarabs/ScarabPerandus2",592,189,62,1,1,"",2,75,"",0,[10190],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
63,"Metadata/Items/Scarabs/ScarabPerandus3",693,189,63,1,1,"",2,75,"",0,[10191],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",345,368,64,1,1,"",0,66,"",0,[7927],"","",0,""
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",617,368,65,1,1,"",0,66,"",0,[7928],"","",0,""
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",254,368,66,1,1,"",0,66,"",0,[7929],"","",0,""
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",527,368,67,1,1,"",0,66,"",0,[7930],"","",0,""
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",437,368,68,1,1,"",0,66,"",0,[7931],"","",0,""
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",345,281,69,1,1,1,0,66,"",0,[205],"","",0,""
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",617,281,70,1,1,1,0,66,"",0,[206],"","",0,""
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",254,281,71,1,1,1,0,66,"",0,[207],"","",0,""
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",527,281,72,1,1,1,0,66,"",0,[208],"","",0,""
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",437,281,73,1,1,1,0,66,"",0,[209],"","",0,""
74,"Metadata/Items/Scarabs/ScarabLegion1",68,577,74,1,1,"",2,75,"",0,[10198],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
75,"Metadata/Items/Scarabs/ScarabLegion2",169,577,75,1,1,"",2,75,"",0,[10199],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
76,"Metadata/Items/Scarabs/ScarabLegion3",270,577,76,1,1,"",2,75,"",0,[10200],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",237,648,77,1,1,"",0,66,"",0,[7886],"","",0,""
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",237,736,78,1,1,"",0,66,"",0,[7887],"","",0,""
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",147,736,79,1,1,"",0,66,"",0,[7888],"","",0,""
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",147,648,80,1,1,"",0,66,"",0,[7889],"","",0,""
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",725,648,81,1,1,"",0,66,"",0,[7891],"","",0,""
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",725,736,82,1,1,"",0,66,"",0,[7892],"","",0,""
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",634,736,83,1,1,"",0,66,"",0,[7893],"","",0,""
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",634,648,84,1,1,"",0,66,"",0,[7894],"","",0,""
85,"Metadata/Items/Scarabs/ScarabMetamorph1",68,479,85,1,1,"",2,75,"",0,[10207],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
86,"Metadata/Items/Scarabs/ScarabMetamorph2",169,479,86,1,1,"",2,75,"",0,[10208],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
87,"Metadata/Items/Scarabs/ScarabMetamorph3",270,479,87,1,1,"",2,75,"",0,[10209],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
88,"Metadata/Items/MapFragments/CurrencyMavenKey",725,410,88,1,1,"",0,66,"",0,[10608],"","",0,""
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",725,323,89,1,1,"",0,66,"",0,[10609],"","",0,""
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",228,433,90,1,1,"",1,74,"",0,[7907],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsChargedBreachstoneInvSlots",15,""
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",228,551,91,1,1,"",1,74,"",0,[7912],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsEnrichedBreachstoneInvSlots",20,""
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",228,668,92,1,1,"",1,74,"",0,[7917],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsPureBreachstoneInvSlots",25,""
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",329,433,93,1,1,"",1,74,"",0,[7908],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsChargedBreachstoneInvSlots",16,""
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",329,551,94,1,1,"",1,74,"",0,[7913],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsEnrichedBreachstoneInvSlots",21,""
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",329,668,95,1,1,"",1,74,"",0,[7918],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsPureBreachstoneInvSlots",26,""
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",430,433,96,1,1,"",1,74,"",0,[7909],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsChargedBreachstoneInvSlots",17,""
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",430,551,97,1,1,"",1,74,"",0,[7914],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsEnrichedBreachstoneInvSlots",22,""
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",430,668,98,1,1,"",1,74,"",0,[7919],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsPureBreachstoneInvSlots",27,""
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",532,433,99,1,1,"",1,74,"",0,[7910],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsChargedBreachstoneInvSlots",18,""
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",532,551,100,1,1,"",1,74,"",0,[7915],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsEnrichedBreachstoneInvSlots",23,""
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",532,668,101,1,1,"",1,74,"",0,[7920],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsPureBreachstoneInvSlots",28,""
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",633,433,102,1,1,"",1,74,"",0,[7911],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasChargedBreachstoneInvSlots",19,""
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",633,551,103,1,1,"",1,74,"",0,[7916],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasEnrichedBreachstoneInvSlots",24,""
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",633,668,104,1,1,"",1,74,"",0,[7921],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasPureBreachstoneInvSlots",29,""
105,"Metadata/Items/Scarabs/ScarabBlight1",68,774,105,1,1,"",2,75,"",0,[10211],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
106,"Metadata/Items/Scarabs/ScarabBlight2",169,774,106,1,1,"",2,75,"",0,[10212],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
107,"Metadata/Items/Scarabs/ScarabBlight3",270,774,107,1,1,"",2,75,"",0,[10213],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
108,"Metadata/Items/Scarabs/ScarabBlight4",370,774,108,1,1,"",2,75,"",0,[10214],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
109,"Metadata/Items/Scarabs/ScarabBreach4",793,677,109,1,1,"",2,75,"",0,[10103],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
110,"Metadata/Items/Scarabs/ScarabMaps4",793,287,110,1,1,"",2,75,"",0,[10113],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
111,"Metadata/Items/Scarabs/ScarabUniques4",370,186,111,1,1,"",2,75,"",0,[10122],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
112,"Metadata/Items/Scarabs/ScarabBeasts4",370,89,112,1,1,"",2,75,"",0,[10129],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
113,"Metadata/Items/Scarabs/ScarabShaperRares4",793,89,113,1,1,"",2,75,"",0,[10141],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
114,"Metadata/Items/Scarabs/ScarabElderRares4",793,482,114,1,1,"",2,75,"",0,[10145],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
115,"Metadata/Items/Scarabs/ScarabSulphite4",370,382,115,1,1,"",2,75,"",0,[10153],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",793,579,116,1,1,"",2,75,"",0,[10160],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
117,"Metadata/Items/Scarabs/ScarabTorment4",370,284,117,1,1,"",2,75,"",0,[10167],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
118,"Metadata/Items/Scarabs/ScarabStrongbox4",370,675,118,1,1,"",2,75,"",0,[10175],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
119,"Metadata/Items/Scarabs/ScarabHarbinger4",793,384,119,1,1,"",2,75,"",0,[10184],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
120,"Metadata/Items/Scarabs/ScarabPerandus4",793,189,120,1,1,"",2,75,"",0,[10192],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
121,"Metadata/Items/Scarabs/ScarabLegion4",370,577,121,1,1,"",2,75,"",0,[10201],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
122,"Metadata/Items/Scarabs/ScarabMetamorph4",370,479,122,1,1,"",2,75,"",0,[10210],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",378,553,123,1,1,"",0,66,"",0,[7941],"","",0,""
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",495,553,124,1,1,"",0,66,"",0,[7940],"","",0,""
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",609,553,125,1,1,"",0,66,"",0,[7939],"","",0,""
126,"Metadata/Items/Scarabs/ScarabAbyss1",491,774,126,1,1,"",2,75,"",0,[10215],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
127,"Metadata/Items/Scarabs/ScarabAbyss2",592,774,127,1,1,"",2,75,"",0,[10216],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
128,"Metadata/Items/Scarabs/ScarabAbyss3",693,774,128,1,1,"",2,75,"",0,[10217],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
129,"Metadata/Items/Scarabs/ScarabAbyss4",793,774,129,1,1,"",2,75,"",0,[10218],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
130,"Metadata/Items/Currency/CurrencyRitualSplinter",147,281,130,1,1,"",0,66,"",0,[310],"","",0,""
131,"Metadata/Items/Currency/CurrencyRitualStone",147,368,131,1,1,"",0,66,"",0,[311],"","",0,""
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",725,553,132,1,1,"",0,66,"",0,[10643],"","",0,""
133,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternalUber",254,456,133,1,1,"",0,66,"",0,[7934],"","",0,""
134,"Metadata/Items/MapFragments/CurrencyLegionFragmentKaruiUber",345,456,134,1,1,"",0,66,"",0,[7932],"","",0,""
135,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaalUber",437,456,135,1,1,"",0,66,"",0,[7936],"","",0,""
136,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplarUber",527,456,136,1,1,"",0,66,"",0,[7935],"","",0,""
137,"Metadata/Items/MapFragments/CurrencyLegionFragmentMarakethUber",617,456,137,1,1,"",0,66,"",0,[7933],"","",0,""
138,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",228,78,138,1,1,"",1,74,"",0,[200],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderFireInvSlots",0,""
139,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",329,78,139,1,1,"",1,74,"",0,[201],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderColdInvSlots",1,""
140,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",430,78,140,1,1,"",1,74,"",0,[202],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderLightningInvSlots",2,""
141,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",532,78,141,1,1,"",1,74,"",0,[203],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderPhysicalInvSlots",3,""
142,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",633,78,142,1,1,"",1,74,"",0,[204],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderChaosInvSlots",4,""
143,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire5",228,785,143,1,1,"",1,74,"",0,[7922],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsFlawlessBreachstoneInvSlots",30,""
144,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold5",329,785,144,1,1,"",1,74,"",0,[7923],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsFlawlessBreachstoneInvSlots",31,""
145,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning5",430,785,145,1,1,"",1,74,"",0,[7924],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsFlawlessBreachstoneInvSlots",32,""
146,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical5",532,785,146,1,1,"",1,74,"",0,[7925],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsFlawlessBreachstoneInvSlots",33,""
147,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos5",633,785,147,1,1,"",1,74,"",0,[7926],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasFlawlessBreachstoneInvSlots",34,""
148,"Metadata/Items/MapFragments/CurrencySirusFragment1",482,96,148,1,1,"",0,66,"",0,[7896],"","",0,""
149,"Metadata/Items/MapFragments/CurrencySirusFragment2",482,186,149,1,1,"",0,66,"",0,[7897],"","",0,""
150,"Metadata/Items/MapFragments/CurrencySirusFragment3",391,186,150,1,1,"",0,66,"",0,[7898],"","",0,""
151,"Metadata/Items/MapFragments/CurrencySirusFragment4",391,96,151,1,1,"",0,66,"",0,[7899],"","",0,""
152,"PrimordialBosses",70,445,0,72,1,"",3,66,"",2,"[11111,11113,11107,11109]","","",0,""
