"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]","[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]",1336,"[5848,5849,6,6,5755,5756,5757,2,14,11,11]","[5850,5851,6383,6,6,5755,5756,5757,2,2]"
11,"Descent12","[5799,1,1,1,6674,6664,6350,6365,6707,6706,14,6,2,15,15]","[1,1,1,5799,6706,6350,6365,6664,6707,6674,12,12,6,2]","[5799,1,1,1,6674,6664,6350,6365,6707,6663,14,6,2,15,15]","[1,1,1,5799,6707,6663,6350,6365,6674,6664,12,12,6,2]","[5799,1,1,1,6668,6350,6365,6842,6707,6704,14,6,2,15,15]","[1,1,1,5799,6707,6350,6365,6704,6842,6668,12,12,6,2]","[5799,1,1,1,6707,6667,6350,6365,6708,6662,14,6,2,15,15]","[1,1,1,5799,6708,6667,6662,6707,12,12,6,2]","[5799,1,1,1,6350,6365,6708,6706,6662,14,6,2,15,15]","[1,1,1,5799,6708,6350,6365,6706,6662,12,12,6,2]","[5799,1,1,1,6350,6365,6706,6662,6707,6663,14,6,2,15,15]","[1,1,1,5799,6350,6365,6706,6662,6707,6663,12,12,6,2]",1337,"[5799,1,1,1,6350,6365,6706,6707,6662,14,6,2,15,15]","[1,1,1,5799,6350,6365,6706,6707,6662,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1338,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6749,6886]","[21,21,20,20,20,19,19,13,13,6749,6886]","[6,6,2,2,13,13,6749,6886]","[21,21,20,20,20,19,19,13,13,6749,6886]","[6,6,2,2,13,13,6834,6749,6874]","[21,21,20,20,20,19,19,13,13,6834,6749,6874]","[6,6,2,2,13,13,6784,6795,6898,6871,6875]","[21,21,20,20,20,19,19,13,13,6784,6795,6898,6871,6875]","[6,6,2,2,13,13,6782,6784,6795,6898,6875]","[21,21,20,20,20,19,19,13,13,6782,6784,6795,6898,6875]","[6,6,2,2,13,13,6782,6898,6886]","[21,21,20,20,20,19,19,13,13,6782,6898,6886]",1339,"[6,6,2,2,13,13,6782,6749,6898,6886]","[21,21,20,20,20,19,19,13,13,6749,6782,6898,6886]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1340,[],[]
15,"Descent2_2_1","[5751,5753,10,10,15,11,5849,5794,6728,6346,6346,6361]",[],"[5751,5753,10,10,15,11,5849,5794,6346,6346,6361,6673,6728,6697]",[],"[5751,5753,10,10,15,11,5849,5794,6346,6361,6346,6697,6608,6876]",[],"[5751,5753,10,10,15,11,5849,5794,6346,6361,6346,6725,6697,6887,6882]",[],"[5751,5753,10,10,15,11,5849,5794,6346,6361,6346,6887,6882]",[],"[5751,5753,10,10,15,11,5849,5794,6346,6361,6346,6734,6882]",[],1342,"[5751,5753,10,10,15,11,5849,5794,6346,6361,6346,6728,6882]",[]
16,"Descent2_2_2","[5752,10,10,15,11,1,1,1,5848,6,5793,6728,6346,6361]",[],"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6673,6728,6697]",[],"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6697,6608,6876]",[],"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6725,6697,6887,6882]",[],"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6887,6882]",[],"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6734,6882]",[],1343,"[5752,10,10,15,11,1,1,1,5848,6,5793,6346,6361,6728,6882]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,6347,6362]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1344,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6752,6613,6347]",[],"[6347,6613,6752,6616]",[],"[6347,6616,6619,6752]",[],"[6347,6622,6619,6616,6891,6761]",[],"[6347,6622,6616,6891]",[],"[6347,6613,6622,6752]",[],1347,"[6347,6619,6622,6613,6752,6616]",[]
19,"Descent2_5_1","[5795,5797,6,11,11,14,1,1,5850]",[],"[5796,5797,6,11,11,14,1,1,5850]",[],"[5796,5797,6,11,11,14,1,1,5850]",[],"[5795,5797,6,11,11,14,1,1,5850]",[],"[5796,5797,6,11,11,14,1,1,5850]",[],"[5796,5795,6,11,11,14,1,1,5850]",[],1348,"[5796,5797,6,11,11,14,1,1,5850]",[]
20,"Descent2_5_2","[5795,5796,6,6,2,5848]",[],"[5795,5797,6,6,2,5848]",[],"[5795,5796,6,6,2,5848]",[],"[5795,5796,6,6,2,5848]",[],"[5795,5796,6,6,2,5848]",[],"[5797,5796,6,6,2,5848]",[],1349,"[5795,5796,6,6,2,5848]",[]
21,"Descent2_6_1","[6,6,2,6590,6348,6363,6896]",[],"[6,6,2,6758,6896,6590]",[],"[6,6,2,6758,6681,6698]",[],"[6,6,2,6758,6586,6763,6890,6878]",[],"[6,6,2,6586,6692,6699,6890,6878]",[],"[6,6,2,6586,6692,6781,6754,6896]",[],1350,"[6,6,2,6586,6896,6692]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6590,6348,6363,6896]",[],"[21,20,19,23,21,20,19,23,6758,6896,6590]",[],"[21,20,19,23,21,20,19,23,6758,6681,6698]",[],"[21,20,19,23,21,20,19,23,6758,6586,6763,6890,6878]",[],"[21,20,19,23,21,20,19,23,6586,6692,6699,6890,6878]",[],"[21,20,19,23,21,20,19,23,6586,6692,6781,6754,6896]",[],1352,"[21,20,19,23,21,20,19,23,6586,6896,6692]",[]
23,"Descent2_8_1","[6,2,2,5800,5801,21,20,19,21,20,19,6838,6839,6837,6595]",[],"[6,2,2,5800,5802,21,20,19,21,20,19,6837,6838,6839,6595,6602]",[],"[6,2,2,5800,5801,21,20,19,21,20,19,6838,6839,6837,6602,6732]",[],"[6,2,2,5800,5801,21,20,19,21,20,19,6839,6838,6837,6602,6732]",[],"[6,2,2,5801,5802,21,20,19,21,20,19,6839,6838,6791,6732]",[],"[6,2,2,5800,5801,21,20,19,21,20,19,6839,6838,6732,6837,6595]",[],1356,"[6,2,2,5800,5801,21,20,19,21,20,19,5802,6839,6838,6837,6602,6595,6732]",[]
24,"Descent2_8_2","[6,5800,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6838,6839,6837,6595,6348,6363]",[],"[6,5801,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6837,6838,6839,6595,6602]",[],"[6,5801,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6838,6839,6837,6602,6732]",[],"[6,5800,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6839,6838,6837,6602,6732]",[],"[6,5800,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6839,6838,6791,6732]",[],"[6,5801,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,6839,6838,6732,6837,6595]",[],1357,"[6,5801,5802,10,10,11,11,1,1,21,20,19,21,20,19,14,5800,6839,6838,6837,6602,6595,6732]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5757,6656,6614,6689,6349,6349,6364,6364,5757]",[],"[6,2,13,13,13,2,6,6,6,2,5757,6787,6614,6689,6656,5757]",[],"[6,2,13,13,13,2,6,6,6,2,5757,6787,6614,6689,5757]",[],"[6,2,13,13,13,2,6,6,6,2,5757,6659,6614,6656,6870,5757]",[],"[6,2,13,13,13,2,6,6,6,2,5757,6659,6682,5757]",[],"[6,2,13,13,13,2,6,6,6,2,5757,6659,6682,6689,6656,5757]",[],1358,"[6,2,13,13,13,2,6,6,6,2,5757,6656,6614,6689,6659,6682,6787,5757]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5755,6656,6614,6689,6349,6349,6364,6364,5755]",[],"[6,2,13,13,13,1,1,21,20,19,5755,6787,6614,6689,6656,5755]",[],"[6,2,13,13,13,1,1,21,20,19,5755,6787,6614,6689,5755]",[],"[6,2,13,13,13,1,1,21,20,19,5755,6659,6614,6656,6870,5755]",[],"[6,2,13,13,13,1,1,21,20,19,5755,6659,6682,5755]",[],"[6,2,13,13,13,1,1,21,20,19,5755,6659,6682,6689,6656,5755]",[],1359,"[6,2,13,13,13,1,1,21,20,19,5755,6656,6614,6689,6659,6682,6787,5755]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5756,6656,6614,6689,6349,6349,6364,6364,5756]",[],"[6,2,13,13,13,2,6,12,14,13,5756,6787,6614,6689,6656,5756]",[],"[6,2,13,13,13,2,6,12,14,13,5756,6787,6614,6689,5756]",[],"[6,2,13,13,13,2,6,12,14,13,5756,6659,6614,6656,6870,5756]",[],"[6,2,13,13,13,2,6,12,14,13,5756,6659,6682,5756]",[],"[6,2,13,13,13,2,6,12,14,13,5756,6659,6682,6689,6656,5756]",[],1360,"[6,2,13,13,13,2,6,12,14,13,5756,6656,6614,6689,6659,6682,6787,5756]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5762]",[],"[5,21,20,19,2,6,13,5762]",[],"[5,21,20,19,2,6,13,5762]",[],"[5,21,20,19,2,6,13,5762]",[],"[5,21,20,19,2,6,13,5762]",[],"[5,21,20,19,2,6,13,5762]",[],1364,"[5,21,20,19,2,6,13,5762]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6706,6663,6674,6664,6705,6350,6365]",[],"[1,1,1,6,2,8,8,8,12,12,13,6663,6842,6707,6704,6664]",[],"[1,1,1,6,2,8,8,8,12,12,13,6842,6668,6707,6704]",[],"[1,1,1,6,2,8,8,8,12,12,13,6745,6747,6746,6708,6707,6667]",[],"[1,1,1,6,2,8,8,8,12,12,13,6745,6747,6746,6701,6708]",[],"[1,1,1,6,2,8,8,8,12,12,13,6745,6747,6746,6663,6706]",[],1365,"[1,1,1,6,2,8,8,8,12,12,13,6745,6747,6746,6706,6708,6707]",[]
30,"Descent2_3_S1","[6383,6383,6257]",[],"[6383,6383,6257]",[],"[6383,6383,6257]",[],"[6383,6383,6257]",[],"[6383,6383,6257]",[],"[6383,6383,6257]",[],1345,"[6383,6383,6257]",[]
31,"Descent2_6_1_S1","[6587,5561,6862,6670,6848,5617]",[],"[6587,5561,6862,6670,6848,5617]",[],"[6587,5561,6862,6670,6848,5617]",[],"[6587,5561,6862,6670,6848,5617]",[],"[6587,5561,6862,6670,6848,5617]",[],"[6587,5561,6862,6670,6848,5617]",[],1351,"[6587,5561,6862,6670,6848,5617]",[]
32,"Descent2_6_2_S1","[6712,6858]",[],"[6712,6858]",[],"[6712,6858]",[],"[6712,6858]",[],"[6712,6858]",[],"[6712,6858]",[],1353,"[6712,6858]",[]
