"rownum","Id","Result_BaseItemTypesKey","Ingredients_BaseItemTypesKeys","BK2File","[i32]","i32","bool"
62,"MicrotransactionTranscendenceBoots",2123,"[2096,2109]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
63,"MicrotransactionTranscendenceGloves",2124,"[2095,2110]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
64,"MicrotransactionTranscendenceBodyArmour",2125,"[2097,2111]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
65,"MicrotransactionTranscendenceDagger",2126,"[2098,2112]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
66,"MicrotransactionTranscendencePortalEffect",2127,"[2099,2113]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
67,"MicrotransactionTranscendenceFootprintsEffect",2128,"[2104,2118]","Art/Videos/MysteryBox_Combine_Darkwood.bk2","[1,1]",0,""
68,"MicrotransactionCelestialAuraEffect2",2080,"[2079,341]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
69,"MicrotransactionCelestialAuraEffect3",2081,"[2080,341]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
70,"MicrotransactionWildGoldPortalEffect",2223,[2211],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
71,"MicrotransactionWildGoldWings",2221,[2206],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
72,"MicrotransactionWildGoldCloak",2220,[2205],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
73,"MicrotransactionWildGoldHood",2215,[2200],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
74,"MicrotransactionWildGoldHelmet",2216,[2201],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
75,"MicrotransactionWildGoldBoots",2217,[2202],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
76,"MicrotransactionWildGoldGloves",2218,[2203],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
77,"MicrotransactionWildGoldBodyArmour",2219,[2204],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
78,"MicrotransactionWildGoldFootprintsEffect",2222,[2209],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
79,"MicrotransactionSilverWranglerPortalEffect",2246,[2234],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
80,"MicrotransactionSilverWranglerWings",2244,[2230],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
81,"MicrotransactionSilverWranglerCloak",2243,[2229],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
82,"MicrotransactionSilverWranglerHat",2238,[2224],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
83,"MicrotransactionSilverWranglerHelmet",2239,[2225],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
84,"MicrotransactionSilverWranglerBoots",2240,[2226],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
85,"MicrotransactionSilverWranglerGloves",2241,[2227],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
86,"MicrotransactionSilverWranglerBodyArmour",2242,[2228],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
87,"MicrotransactionSilverWranglerFootprintsEffect",2245,[2232],"Art/Videos/MysteryBox_Combine_Frontier.bk2",[2],0,""
88,"MicrotransactionZenithBackAttachment2",2292,"[2291,342]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
89,"MicrotransactionZenithBackAttachment3",2293,"[2292,342]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
90,"MicrotransactionJovialRingmasterHat",2331,[2317],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
91,"MicrotransactionJovialRingmasterHelmet",2332,[2318],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
92,"MicrotransactionJovialRingmasterBoots",2333,[2319],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
93,"MicrotransactionJovialRingmasterGloves",2334,[2320],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
94,"MicrotransactionJovialRingmasterBodyArmour",2335,[2321],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
95,"MicrotransactionJovialRingmasterCloak",2336,[2322],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
96,"MicrotransactionJovialRingmasterWings",2337,[2323],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
97,"MicrotransactionJovialRingmasterPortalEffect",2338,[2326],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
98,"MicrotransactionJovialRingmasterFootprintsEffect",2339,[2328],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
99,"MicrotransactionDismalHarlequinHat",2354,[2340],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
100,"MicrotransactionDismalHarlequinHelmet",2355,[2341],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
101,"MicrotransactionDismalHarlequinBoots",2356,[2342],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
102,"MicrotransactionDismalHarlequinGloves",2357,[2343],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
103,"MicrotransactionDismalHarlequinBodyArmour",2358,[2344],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
104,"MicrotransactionDismalHarlequinCloak",2359,[2345],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
105,"MicrotransactionDismalHarlequinWings",2360,[2346],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
106,"MicrotransactionDismalHarlequinPortalEffect",2361,[2349],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
107,"MicrotransactionDismalHarlequinFootprintsEffect",2362,[2351],"Art/Videos/MysteryBox_Combine_Carnival.bk2",[2],0,""
108,"GargoyleAmaranthinePremium",4991,"[4990,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
109,"ChiyouPremiumPet",5099,"[5098,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
110,"DragonHunterPremiumPet",5064,"[5063,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
111,"ArcticDragonHunterPremiumPet",5078,"[5077,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
112,"NineTailedFoxPremiumPet",5082,"[5081,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
113,"MicrotransactionBlackandWhiteHood",2525,"[2497,2511]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
114,"MicrotransactionBlackandWhiteHelmet",2526,"[2498,2512]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
115,"MicrotransactionBlackandWhiteBoots",2527,"[2499,2513]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
116,"MicrotransactionBlackandWhiteGloves",2528,"[2500,2514]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
117,"MicrotransactionBlackandWhiteBodyArmour",2529,"[2501,2515]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
118,"MicrotransactionBlackandWhiteWings",2530,"[2502,2516]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
119,"MicrotransactionBlackandWhiteCloak",2531,"[2503,2517]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
120,"MicrotransactionBlackandWhitePortalEffect",2533,"[2506,2520]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
121,"MicrotransactionBlackandWhiteFootprintsEffect",2532,"[2507,2521]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
122,"MicrotranasctionBlackandWhiteDragonPet",5114,"[5108,5111]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",0,""
123,"MicrotransactionImaginationCharacterEffect2",2603,"[2602,344]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
124,"MicrotransactionImaginationCharacterEffect3",2604,"[2603,344]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
125,"MicrotransactionThaumaturgyHood",2648,"[2629,2610]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
126,"MicrotransactionThaumaturgyHelmet",2647,"[2628,2609]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
127,"MicrotransactionThaumaturgyBoots",2649,"[2630,2611]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
128,"MicrotransactionThaumaturgyGloves",2650,"[2631,2612]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
129,"MicrotransactionThaumaturgyBodyArmour",2651,"[2632,2613]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
130,"MicrotransactionThaumaturgyWings",2652,"[2633,2614]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
131,"MicrotransactionThaumaturgyCloak",2653,"[2634,2615]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
132,"MicrotransactionThaumaturgyFootprintsEffect",2655,"[2638,2619]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
133,"MicrotransactionThaumaturgyPortalEffect",2656,"[2641,2622]","Art/Videos/MysteryBox_Combine_Thaumaturgy.bk2","[1,1]",0,""
134,"GargoyleAmaranthinePremium2",4991,"[4992,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
135,"ChiyouPremiumPet2",5099,"[5100,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
136,"DragonHunterPremiumPet2",5064,"[5065,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
137,"ArcticDragonHunterPremiumPet2",5078,"[5079,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
138,"NineTailedFoxPremiumPet2",5082,"[5083,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
139,"BlackDragonPremiumPet2",5109,"[5110,323]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
140,"WhiteDragonPremiumPet2",5112,"[5113,323]","Art/Videos/MysteryBox_Combine_Polaris.bk2","[1,1]",90,""
141,"SunprismPremiumPet",5120,"[5119,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
142,"SunprismPremiumPet2",5120,"[5121,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
143,"MicrotransactionPandemoniumHood",2756,"[2725,2741]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
144,"MicrotransactionPandemoniumHelmet",2757,"[2726,2742]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
145,"MicrotransactionPandemoniumBoots",2758,"[2727,2743]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
146,"MicrotransactionPandemoniumGloves",2759,"[2728,2744]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
147,"MicrotransactionPandemoniumBodyArmour",2760,"[2729,2745]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
148,"MicrotransactionPandemoniumCloak",2761,"[2730,2746]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
149,"MicrotransactionPandemoniumWings",2762,"[2731,2747]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
150,"MicrotransactionPandemoniumFootprintsEffect",2763,"[2737,2752]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
151,"MicrotransactionPandemoniumPortalEffect",2764,"[2738,2753]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
152,"MicrotransactionPandemoniumShield",2765,"[2734,2749]","Art/Videos/MysteryBox_Combine_AngelsAndDemons.bk2","[1,1]",0,""
153,"DaughterOfSinPremiumPet",5144,"[5143,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
154,"DaughterOfSinPremiumPet2",5144,"[5145,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
155,"MicrotransactionGlimmerwoodWings2",2777,"[2776,345]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
156,"MicrotransactionGlimmerwoodWings3",2778,"[2777,345]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
157,"MicrotransactionTwilightPortalEffect",2925,"[2900,2914]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
158,"MicrotransactionTwilightFootprintsEffect",2924,"[2899,2913]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
159,"MicrotransactionTwilightWings",2923,"[2895,2909]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
160,"MicrotransactionTwilightCloak",2922,"[2894,2908]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
161,"MicrotransactionTwilightBodyArmour",2921,"[2893,2907]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
162,"MicrotransactionTwilightGloves",2920,"[2892,2906]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
163,"MicrotransactionTwilightBoots",2919,"[2891,2905]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
164,"MicrotransactionTwilightHelmet",2918,"[2890,2904]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
165,"MicrotransactionTwilightHelmetAttachment",2917,"[2889,2903]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
166,"MicrotransactionTwilightCharacterEffect",2926,"[2911,2897]","Art/Videos/MysteryBox_Combine_Twilight.bk2","[1,1]",0,""
167,"FreyaPremiumPet",5174,"[5173,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
168,"FreyaPremiumPet2",5174,"[5175,335]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
169,"MicrotransactionGoddessBlueHelmet",2813,"[2800,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
170,"MicrotransactionGoddessBlueBoots",2814,"[2802,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
171,"MicrotransactionGoddessBlueGloves",2815,"[2803,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
172,"MicrotransactionGoddessBlueBodyArmour",2816,"[2804,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
173,"MicrotransactionGoddessBlueWeaponSkin",2817,"[2807,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
174,"MicrotransactionGoddessBlueWeaponEffect",2818,"[2808,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
175,"MicrotranasctionGoddessBlueCharacterEffect",2819,"[2809,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
176,"MicrotransactionGoddessBlueFootprintsEffect",2820,"[2810,336]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
177,"GoddessPremiumPet",5156,"[5155,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
178,"GoddessPremiumPet2",5156,"[5157,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
179,"MicrotransactionCelestialTentaclesCharacterEffect2",2929,"[2928,346]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",0,""
180,"MicrotransactionCelestialTentaclesCharacterEffect3",2930,"[2929,346]","Art/Videos/MysteryBox_Combine.bk2","[1,2]",0,""
181,"MicrotransactionNightfallDragonPet1",5163,"[5162,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
182,"MicrotransactionNightfallDragonPet2",5163,"[5164,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
183,"MicrotransactionDespairHelmetAttachment",3122,"[3093,3108]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
184,"MicrotransactionDespairHelmet",3123,"[3094,3109]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
185,"MicrotransactionDespairBoots",3124,"[3095,3110]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
186,"MicrotransactionDespairGloves",3125,"[3096,3111]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
187,"MicrotransactionDespairBodyArmour",3126,"[3097,3112]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
188,"MicrotransactionDespairWings",3128,"[3099,3114]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
189,"MicrotransactionDespairCloak",3127,"[3098,3113]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
190,"MicrotransactionDespairPortalEffect",3130,"[3103,3118]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
191,"MicrotransactionDespairFootprintsEffect",3131,"[3104,3119]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
192,"MicrotransactionDespairHeraldEffect",3129,"[3106,3121]","Art/Videos/MysteryBox_Combine_Warlord.bk2","[1,1]",0,""
193,"TwilightPegasusPremiumPet",5190,"[5189,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
194,"TwilightPegasusPremiumPet2",5190,"[5191,323]","Art/Videos/MysteryBox_Combine.bk2","[1,1]",90,""
195,"MicrotransactionApollyonHood",3207,"[3181,3197]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
196,"MicrotransactionApollyonHelmet",3208,"[3175,3191]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
197,"MicrotransactionApollyonBoots",3209,"[3176,3192]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
198,"MicrotransactionApollyonGloves",3210,"[3177,3193]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
199,"MicrotransactionApollyonBodyArmour",3211,"[3178,3194]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
200,"MicrotransactionApollyonWings",3212,"[3179,3195]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
201,"MicrotransactionApollyonCloak",3213,"[3180,3196]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
202,"MicrotransactionApollyonCharacterEffect",3214,"[3200,3184]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
203,"MicrotransactionApollyonPortalEffect",3215,"[3186,3202]","Art/Videos/MysteryBox_Combine_Apollyon.bk2","[1,1]",0,""
