"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
33,"Crab",1997,6454,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",1998,6457,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",1999,6460,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",2000,6463,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
37,"TigerSpiritBoss",2001,6357,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",2002,6310,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",2003,6391,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",2004,6365,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",2005,6439,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
44,"HarvestBeastAtlasRed",2006,8301,""
45,"HarvestBeastAtlasHellionRed",2007,8293,""
46,"HarvestBeastAtlasBrambleHulkRed",2008,8296,""
47,"HarvestBeastAtlasSquidGreen",2009,8334,""
48,"HarvestBeastAtlasParasiteGreen",2010,8337,""
49,"HarvestBeastAtlasPlatedScorpionGreen",2011,8341,""
50,"HarvestBeastAtlasRhexBlue",2012,8368,""
51,"HarvestBeastAtlasNessaCrabBlue",2013,8371,""
52,"HarvestBeastAtlasGoatmanBlue",2014,8376,""
53,"HarvestBeastRed",2006,8301,""
54,"HarvestHellionRed",2007,8293,""
55,"HarvestBrambleHulkRed",2008,8296,""
56,"HarvestSquidGreen",2009,8334,""
57,"HarvestVultureParasiteGreen",2010,8337,""
58,"HarvestPlatedScorpionGreen",2011,8341,""
59,"HarvestRhexBlue",2012,8368,""
60,"HarvestNessaCrabBlue",2013,8371,""
61,"HarvestGoatmanBlue",2014,8376,""
62,"AtlasMorriganBeast",3036,9841,""
63,"MorriganBeast",3036,9841,""
