"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","string","i32","bool","i32"
50,52,[400],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
51,53,[400],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
52,54,[401],[],5,0,0,0,0,1,0,4,"","vine_trap",2,"",0
53,55,[400],[],4,0,0,0,0,1,0,4,"","last_prowl_vine",2,"",0
54,56,[404],[],4,0,0,0,0,1,0,7,"","",2,"",0
55,57,[410],[],4,0,0,0,0,1,0,7,"","",2,"",0
56,58,[411],[],4,0,0,0,0,1,0,7,"","",2,"",0
57,59,[412],[],4,0,0,0,0,1,0,7,"","",2,"",0
58,60,[413],[],4,0,0,0,0,1,0,7,"","",2,"",0
59,61,[427],[],3,0,0,0,0,1,0,2,"","ice_fissures",2,1,0
60,64,[430],[],4,0,0,0,0,1,0,2,"","",2,"",0
61,65,[431],[],5,0,0,0,0,1,0,7,"","",2,"",0
62,66,[433],[],4,0,0,0,0,1,0,2,"","",2,"",0
63,67,[434],[],5,0,0,0,0,1,0,2,"","",2,"",0
64,68,[435],[],4,0,0,0,0,1,0,2,"","",2,"",0
65,69,[437],[],3,0,0,0,0,1,0,7,"","placed_bomb",2,"",0
66,70,[438],[],4,0,0,0,0,1,0,7,"","grid_mine",2,1,0
67,71,[448],[],5,0,0,0,0,1,0,2,"","",2,"",0
68,72,[1494],[],4,0,0,0,0,1,0,7,"","",2,"",0
69,73,[445],[],4,0,0,0,0,1,0,7,"","",2,1,0
70,74,[446],[],4,0,0,0,0,1,0,7,"","",2,1,0
71,75,[453],[],4,0,0,0,0,1,0,7,"","",2,"",0
72,76,[457],[],4,0,0,0,0,1,0,7,"","",2,1,0
73,77,[462],[],4,0,0,0,0,1,0,7,"","",2,"",0
74,78,[465],[],4,10,0,0,0,1,0,7,"","dominus_spawner",2,1,0
75,79,[466],[],4,0,0,0,0,1,0,7,"","",2,"",0
76,80,[468],[],4,0,0,0,0,1,0,7,"","",2,"",0
77,81,[470],[],4,0,0,0,0,1,0,7,"","standalone_shav_telemark",2,1,0
78,82,[471],[],4,0,0,0,180,1,0,2,"","turret_group1",2,1,0
79,83,[472],[],4,0,0,0,0,1,0,2,"","turret_group2",2,1,0
80,84,"[473,474]",[],4,0,0,0,0,1,0,7,"","cracks",2,1,0
81,85,[475],[],4,0,0,0,0,1,0,7,"","adus_pillar",2,1,0
82,86,"[478,479,480]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
83,87,[482],[],4,0,0,0,0,1,0,7,"","xnuke",2,1,0
84,88,[490],[],4,0,0,0,0,1,0,7,"","",2,"",0
85,89,[515],[],4,0,0,0,0,2,10,7,"","",2,"",0
86,90,[522],[],4,0,0,0,0,2,10,7,"","",2,"",0
87,91,[547],[],4,0,0,0,0,2,0,2,"","",2,"",0
88,92,[548],[],4,0,0,0,0,1,0,7,"","",2,"",0
89,93,[550],[],4,0,0,0,0,1,0,7,"","",2,"",0
90,94,[556],[],4,0,0,0,0,1,0,7,"","",2,"",0
91,95,[557],[],4,12,12,0,0,2,13,2,"","",2,"",0
92,96,[568],[],4,0,0,0,0,1,0,7,"","blood_orb",2,"",0
93,97,[569],[],4,0,0,0,0,1,0,7,"","fissure",2,1,0
94,98,[583],[],4,0,0,0,0,1,0,7,"","",2,"",0
95,99,[584],[],4,0,0,0,0,1,0,2,"","target_rune",2,"",0
96,100,[350],[],4,0,0,0,0,1,0,4,"","",2,"",0
97,101,[351],[],4,0,0,0,0,1,0,4,"","",2,"",0
98,102,"[591,593,594,595]",[],4,0,0,0,0,1,0,7,"","walls",2,1,0
99,103,[613],[],4,0,0,0,0,1,0,7,"","",2,"",0
100,104,[618],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
101,105,[618],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
102,106,[618],[],4,0,0,0,180,1,0,4,"","",2,"",0
103,107,[1179],[],4,0,0,0,0,1,0,2,"","target_marker",2,"",0
104,108,[293],[],4,0,0,0,0,1,0,2,"","",2,"",0
105,109,"[1300,1301,1302]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
106,110,[463],[],4,0,0,0,0,1,0,7,"","",2,"",0
107,111,[1329],[],4,0,0,0,0,1,0,7,"","tree_spawner",2,1,0
108,112,[1331],[],4,0,0,0,0,1,0,7,"","pods",2,1,0
109,113,[1355],[],4,0,0,0,0,1,0,7,"","",2,"",0
110,114,[1362],[],4,0,0,0,0,1,0,7,"","",2,"",0
111,115,[1399],[],4,0,0,0,-90,1,0,4,"","",2,"",0
112,116,[1399],[],4,0,0,0,90,1,0,4,"","",2,"",0
113,117,[1420],[],4,0,0,0,0,1,0,4,"","",2,"",0
114,118,[1421],[],4,0,0,0,0,1,0,4,"","",2,"",0
115,119,[1422],[],4,0,0,0,0,1,0,4,"","",2,"",0
116,120,[1423],[],4,0,0,0,0,1,0,4,"","",2,"",0
117,121,[1424],[],4,0,0,0,0,1,0,4,"","",2,"",0
118,122,[1425],[],4,0,0,0,0,1,0,4,"","",2,"",0
119,123,[1426],[],4,0,0,0,0,1,0,4,"","",2,"",0
120,124,[1427],[],4,0,0,0,0,1,0,4,"","",2,"",0
121,125,[1450],[],5,0,0,0,0,1,0,2,"","",2,"",0
122,126,[1451],[],4,0,0,0,0,2,0,4,"","",2,"",0
123,127,[1467],[],4,0,0,0,0,1,0,7,"","",2,"",0
124,128,[1492],[],4,0,0,0,0,1,0,2,"","",2,"",0
125,129,[1502],[],4,0,0,0,0,1,0,7,"","bombs",2,1,0
126,130,[1504],[],4,0,0,0,0,1,0,7,"","laserpillar",2,1,0
