"rownum","string","[rid]","bool","i32","[rid]","bool","i32","rid","bool","[rid]","i32","bool","[rid]","i32","rid","rid","i32","i32"
44,"HasVolatileSurge",[772],"",1,[],"",1,"","",[],0,"",[],1,"","",0,0
45,"IsTaggedBySentinel",[],"",1,[16011],"",1,"","",[],0,"",[],1,"","",0,0
46,"IsTaggedBySentinelUnique",[],"",1,[16134],"",1,"","",[],0,"",[],1,"","",0,0
47,"EssenceWith4Affixes",[],"",1,[],"",1,"","",[],1,"",[],1,"","",4,0
48,"HasAffixesX4",[],"",1,[],"",1,"","",[],0,"",[],1,"","",4,0
49,"HasSpecialEssences",[],"",1,[],"",1,"","","[12829,12830,12831,12832]",0,"",[],1,"","",0,1
50,"IsChilled",[],"",1,[1801],"",1,"","",[],0,"",[],1,"","",0,0
51,"Has5UniqueMetamorphBodyParts",[],"",1,[16337],"",5,"","",[],0,"",[],1,"","",0,0
52,"HasEmpowerment50",[],"",1,[16201],"",50,"","",[],0,"",[],1,"","",0,0
53,"HasAffixesX5",[],"",1,[],"",1,"","",[],0,"",[],1,"","",5,0
54,"HasShriekingEssencex3",[],"",1,[],"",1,"","","[12724,12816,12809,12784,12777,12717,12741,12749,12754,12799,12729,12821,12790,12768,12825,12764,12732,12802,12771,12760]",3,"",[],1,"","",0,3
55,"IsGodTouched",[],"",1,[],"",1,"","","[32322,32323,32324,32325,32326,32327,32328,32329,32330]",0,"",[],1,"","",0,1
56,"HasEssenceX6",[],"",1,[],"",1,"","",[],6,"",[],1,"","",0,0
57,"IsCrucibleMob",[],"",1,[18171],"",1,"","",[],0,"",[],1,"","",0,0
58,"IsMaxPowerMetamorph",[],"",1,[18330],"",1,"","",[],0,"",[],1,"","",0,0
59,"IsHarvestTier3OrAbove",[],"",1,[18461],"",3,"","",[],0,"",[],1,"","",0,0
60,"IsRedBeast",[],"",1,[11739],"",1,"","",[],0,"",[],1,"","",0,0
61,"IsPossessedx3",[],"",1,[2619],"",1,"","","[9180,9132,9139,9155,9117,9158,9188,9191,9148,9142,9123,9168,9200,9201,9202,9203,9204,9165,20508,20505,9177,9145,9171,9152,9136,9161,9197,9194,9120,20502,9184,9126,9129]",0,"",[],1,"","",0,3
62,"HasAffixesX6",[],"",1,[],"",1,"","",[],0,"",[],1,"","",6,0
63,"IsWardenWisped",[],"",1,[19528],"",1,"","",[],0,"",[],1,"","",0,0
64,"IsVoodooWisped",[],"",1,[19529],"",1,"","",[],0,"",[],1,"","",0,0
65,"IsPrimalistWisped",[],"",1,[19530],"",1,"","",[],0,"",[],1,"","",0,0
66,"Has10RelicsOrMore",[],"",1,[14605],"",10,"","",[],0,"",[],1,"","",0,0
67,"TripleWisped",[],"",1,[19413],"",3,"","",[],0,"",[],1,"","",0,0
68,"DoubleWisped",[],"",1,[19413],"",2,"","",[],0,"",[],1,"","",0,0
69,"BlackMorriganEnraged",[],"",1,[4801],"",25,"","",[],0,"",[],1,"","",0,0
70,"HasDeafeningEssencex3",[],"",1,[],"",1,"","","[12725,12817,12810,12785,12778,12718,12742,12750,12755,12800,12730,12822,12791,12769,12826,12765,12733,12803,12772,12761]",3,"",[],1,"","",0,3
71,"IsRunic",[],"",1,[19235],"",1,"","",[],0,"",[],1,"","",0,0
72,"NecropolisT1Mod",[],"",1,[],"",1,"","","[36044,36051,36058,36065,36097,36154,36160,36163,36194,36201,36208]",0,"",[],1,"","",0,1
73,"NecropolisT2Mod",[],"",1,[],"",1,"","","[36045,36052,36059,36066,36072,36077,36081,36085,36089,36098,36093,36100,36104,36110,36113,36116,36119,36122,36125,36128,36131,36138,36142,36148,36155,36161,36164,36195,36202,36209]",0,"",[],1,"","",0,1
74,"NecropolisT3Mod",[],"",1,[],"",1,"","","[36046,36053,36060,36067,36073,36078,36082,36086,36090,36099,36094,36101,36105,36111,36114,36117,36120,36123,36126,36129,36132,36135,36139,36143,36149,36151,36156,36157,36158,36159,36162,36165,36166,36170,36196,36203,36210,36216]",0,"",[],1,"","",0,1
75,"NecropolisT4Mod",[],"",1,[],"",1,"","","[36047,36054,36061,36068,36074,36079,36083,36087,36091,36095,36102,36106,36112,36115,36118,36121,36124,36127,36130,36133,36136,36140,36144,36146,36147,36150,36152,36167,36171,36173,36176,36179,36182,36185,36188,36191,36197,36204,36211,36215]",0,"",[],1,"","",0,1
76,"NecropolisT5Mod",[],"",1,[],"",1,"","","[36048,36055,36062,36069,36075,36080,36084,36088,36092,36096,36103,36107,36134,36137,36141,36145,36153,36168,36172,36174,36177,36180,36183,36186,36189,36192,36198,36205,36212]",0,"",[],1,"","",0,1
77,"NecropolisT6Mod",[],"",1,[],"",1,"","","[36049,36056,36063,36070,36076,36108,36169,36175,36178,36181,36184,36187,36190,36193,36199,36206,36213]",0,"",[],1,"","",0,1
78,"NecropolisT7Mod",[],"",1,[],"",1,"","","[36050,36057,36064,36071,36109,36200,36207,36214]",0,"",[],1,"","",0,1
79,"NecropolisUpsideMod",[],"",1,[],"",1,"","","[36217,36220,36223,36226,36229,36232,36235,36238,36241,36244,36247,36250,36253,36256,36259,36262,36265,36268,36271,36274,36277,36280,36283,36286,36289,36292,36295,36298,36301,36304,36307,36310,36313,36316,36319,36322,36325,36328,36331,36334,36337,36340,36343,36346,36349,36352,36353,36354,36355,36358,36361,36364,36365,36366,36367,36368,36369,36370,36371,36374,36377,36380,36381,36382,36383,36384,36387,36390,36393,36396,36399,36402,36405,36408,36411,36412,36413,36414,36415,36416,36417,36418,36419,36218,36221,36224,36227,36230,36233,36236,36239,36242,36245,36248,36251,36254,36257,36260,36263,36266,36269,36272,36275,36278,36281,36284,36287,36290,36293,36296,36299,36302,36305,36308,36311,36314,36317,36320,36323,36326,36329,36332,36335,36338,36341,36344,36347,36350,36356,36359,36362,36372,36375,36378,36385,36388,36391,36394,36397,36400,36403,36406,36409,36219,36222,36225,36228,36231,36234,36237,36240,36243,36246,36249,36252,36255,36258,36261,36264,36267,36270,36273,36276,36279,36282,36285,36288,36291,36294,36297,36300,36303,36306,36309,36312,36315,36318,36321,36324,36327,36330,36333,36336,36339,36342,36345,36348,36351,36357,36360,36363,36373,36376,36379,36386,36389,36392,36395,36398,36401,36404,36407,36410]",0,"",[],1,"","",0,1
80,"NecropolisMod",[],"",1,[19792],"",1,"","",[],0,"",[],1,"","",0,0
81,"NecropolisAbberathMod",[],"",1,[],"",1,"","","[36223,36224,36225,36361,36362,36363]",0,"",[],1,"","",0,1
82,"NecropolisGruthkulMod",[],"",1,[],"",1,"","","[36364,36365,36366]",0,"",[],1,"","",0,1
83,"NecropolisLunarisMod",[],"",1,[],"",1,"","","[36226,36227,36228,36229,36230,36231,36232,36233,36234,36235,36236,36237,36238,36239,36240,36241,36242,36243,36244,36245,36246,36247,36248,36249,36250,36251,36252,36253,36254,36255,36256,36257,36258,36259,36260,36261,36262,36263,36264,36265,36266,36267,36268,36269,36270,36271,36272,36273,36274,36275,36276,36277,36278,36279,36280,36281,36282,36283,36284,36285,36286,36287,36288]",0,"",[],1,"","",0,1
84,"NecropolisProsperoMod",[],"",1,[],"",1,"","","[36217,36218,36219,36220,36221,36222,36355,36356,36357,36358,36359,36360]",0,"",[],1,"","",0,1
85,"NecropolisRyslathaMod",[],"",1,[],"",1,"","","[36377,36378,36379]",0,"",[],1,"","",0,1
86,"NecropolisSolarisMod",[],"",1,[],"",1,"","","[36289,36290,36291,36292,36293,36294,36295,36296,36297,36298,36299,36300,36301,36302,36303,36304,36305,36306,36307,36308,36309,36310,36311,36312,36313,36314,36315,36316,36317,36318,36319,36320,36321,36322,36323,36324,36325,36326,36327,36328,36329,36330,36331,36332,36333,36334,36335,36336,36337,36338,36339,36340,36341,36342,36343,36344,36345,36346,36347,36348,36349,36350,36351]",0,"",[],1,"","",0,1
87,"NecropolisTangmazuMod",[],"",1,[],"",1,"","","[36369,36371,36372,36373,36374,36375,36376]",0,"",[],1,"","",0,1
88,"NecropolisThruldanaMod",[],"",1,[],"",1,"","","[36368,36370]",0,"",[],1,"","",0,1
89,"NecropolisTsoagothMod",[],"",1,[],"",1,"","","[36352,36353,36354]",0,"",[],1,"","",0,1
90,"NecropolisViridiMod",[],"",1,[],"",1,"","","[36367,36380,36382,36383]",0,"",[],1,"","",0,1
91,"HasAffixesX3",[],"",1,[],"",1,"","",[],0,"",[],1,"","",3,0
